id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2451077381,4,6,1,0,13,dnzj0iv5qtaemm9kthh9pos8q,0,3.8,74.7,2022-08-26T18:01:46.009Z,2022-08-26T18:01:49Z,3732714283,233,8,3732714111,56,Back,3732714113,73,,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077395,8,6,1,0,13,cv5ftekuejf0ryxvd5h2my47r,1,96.2,25.3,2022-08-26T18:01:46.009Z,2022-08-26T18:10:49Z,3732714233,75,,3732714253,233,4,3732714231,56,Center,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077747,9,1,1,0,40,cv5ftekuejf0ryxvd5h2my47r,1,99.5,0.5,2022-08-26T18:02:13.232Z,2022-08-26T18:02:16Z,3732716133,56,Center,3732716139,141,47.6,3732716143,213,1.8,3732716125,6,,3732716129,223,,3732716123,2,,3732716145,1,,3732716127,155,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,3732716141,212,32.7,3732716137,140,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077751,10,61,1,0,43,cv5ftekuejf0ryxvd5h2my47r,0,93.3,47.6,2022-08-26T18:02:16.320Z,2022-08-26T18:11:22Z,3732716165,56,Center,,,,,,,,,,,,,,,,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077755,5,43,1,0,44,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-26T18:02:16.650Z,2022-08-26T18:09:26Z,3732753333,144,10,3732716183,56,Back,3732716181,94,0,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077825,6,12,1,0,46,dnzj0iv5qtaemm9kthh9pos8q,1,14,43,2022-08-26T18:02:18.962Z,2022-08-26T18:02:30Z,3732716533,141,77.6,3732716529,56,Center,3732716537,213,0.4,3732716531,140,66.2,3732716535,212,59.6,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077849,11,43,1,0,50,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-08-26T18:02:22.656Z,2022-08-26T18:02:54Z,3732719527,144,49,,,,,,,,,,,,,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077927,12,1,1,0,52,cv5ftekuejf0ryxvd5h2my47r,1,33.7,13.1,2022-08-26T18:02:24.992Z,2022-08-26T18:02:27Z,3732717087,213,2.4,3732717081,140,12.6,3732717083,141,43.6,3732717085,212,30.3,3732717079,56,Back,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077969,13,1,1,0,54,cv5ftekuejf0ryxvd5h2my47r,1,13.9,46.7,2022-08-26T18:02:27.360Z,2022-08-26T18:02:30Z,3732717289,140,20.1,3732717291,141,81.5,3732717295,213,1.3,3732717287,56,Back,3732717293,212,24.5,,,,,,,,,,dhb6r3msmmayy7v0b1gb40445,L. Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078031,14,1,1,0,57,cv5ftekuejf0ryxvd5h2my47r,1,21.2,92.3,2022-08-26T18:02:30.416Z,2022-08-26T18:02:34Z,3732717641,141,82.6,3732717647,1,,3732717639,140,54.9,3732717637,56,Left,3732717645,213,6.1,3732717643,212,36.0,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078039,15,50,1,1,0,cv5ftekuejf0ryxvd5h2my47r,1,54.3,83.8,2022-08-26T18:02:32.784Z,2022-08-26T18:02:36Z,3732717687,286,,3732717685,56,Left,3732717729,233,7,,,,,,,,,,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078043,7,7,1,1,0,dnzj0iv5qtaemm9kthh9pos8q,1,45.7,16.2,2022-08-26T18:02:32.785Z,2022-08-26T18:02:35Z,3732717723,233,15,3732717703,56,Back,3732717705,285,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078049,8,1,1,1,2,dnzj0iv5qtaemm9kthh9pos8q,0,52.6,6,2022-08-26T18:02:34.978Z,2022-08-26T18:51:17Z,3732717739,141,24.4,3732717735,56,Center,3732717741,212,15.0,3732717737,140,60.5,3732717743,213,1.0,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078071,16,1,1,1,3,cv5ftekuejf0ryxvd5h2my47r,0,41,77.3,2022-08-26T18:02:35.920Z,2022-08-26T18:02:37Z,3732717843,3,,3732717845,56,Back,3732717849,141,77.6,3732717851,212,5.7,3732717853,213,0.0,3732717847,140,46.4,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078097,10,8,1,1,4,dnzj0iv5qtaemm9kthh9pos8q,1,64.7,22.4,2022-08-26T18:02:37.138Z,2022-08-26T18:51:26Z,3732717941,56,Center,,,,,,,,,,,,,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078085,9,43,1,1,5,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-26T18:02:37.632Z,2022-08-26T18:51:58Z,3732717901,56,Center,3732949897,144,61,,,,,,,,,,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078129,17,1,1,1,6,cv5ftekuejf0ryxvd5h2my47r,1,39.8,76.9,2022-08-26T18:02:38.544Z,2022-08-26T18:02:40Z,3732718089,140,50.6,3732718091,141,71.1,3732718095,213,5.9,3732718087,56,Center,3732718093,212,12.0,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078133,18,61,1,1,7,cv5ftekuejf0ryxvd5h2my47r,0,50.6,71.1,2022-08-26T18:02:39.952Z,2022-08-26T18:02:43Z,3732718109,56,Center,,,,,,,,,,,,,,,,,,,,,,5et3jsqqhg08ykfqgdniq8fhm,Y. Roemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078149,11,49,1,1,8,dnzj0iv5qtaemm9kthh9pos8q,1,58.8,35.2,2022-08-26T18:02:40.824Z,2022-08-26T18:51:44Z,,,,,,,,,,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078165,12,1,1,1,8,dnzj0iv5qtaemm9kthh9pos8q,1,54,33,2022-08-26T18:02:41.001Z,2022-08-26T18:51:51Z,3732718227,56,Back,3732718233,212,5.2,3732718235,213,3.7,3732718229,140,49.9,3732718231,141,28.7,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078229,13,1,1,1,9,dnzj0iv5qtaemm9kthh9pos8q,1,44.3,28.2,2022-08-26T18:02:41.992Z,2022-08-26T18:51:55Z,3732718513,56,Back,3732718523,1,,3732718519,212,32.2,3732718515,140,14.5,3732718517,141,39.5,3732718521,213,2.9,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078269,14,1,1,1,13,dnzj0iv5qtaemm9kthh9pos8q,1,14.5,39.5,2022-08-26T18:02:46.016Z,2022-08-26T18:02:48Z,3732718693,140,27.8,3732718703,212,18.7,3732718707,213,5.6,3732718689,56,Back,3732718697,141,21.2,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078367,15,1,1,1,15,dnzj0iv5qtaemm9kthh9pos8q,1,27.8,21.2,2022-08-26T18:02:47.977Z,2022-08-26T18:02:52Z,3732719209,213,1.5,3732719205,141,62.7,3732719203,140,28.7,3732719201,56,Back,3732719207,212,28.2,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078405,16,1,1,1,19,dnzj0iv5qtaemm9kthh9pos8q,1,36.6,75,2022-08-26T18:02:52.049Z,2022-08-26T18:02:53Z,3732719407,141,71.2,3732719411,213,6.0,3732719409,212,9.2,3732719405,140,45.0,3732719403,56,Back,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078453,17,1,1,1,20,dnzj0iv5qtaemm9kthh9pos8q,1,45,71.2,2022-08-26T18:02:53.369Z,2022-08-26T18:02:56Z,3732719667,140,30.4,3732719671,212,15.3,3732719665,56,Back,3732719669,141,70.3,3732719673,213,3.2,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078485,18,1,1,1,23,dnzj0iv5qtaemm9kthh9pos8q,1,32.4,73.9,2022-08-26T18:02:55.896Z,2022-08-26T18:02:57Z,3732719773,140,43.5,3732719775,141,66.1,3732719779,213,5.9,3732719771,56,Back,3732719777,212,12.8,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078495,19,49,1,1,25,dnzj0iv5qtaemm9kthh9pos8q,1,42.9,67,2022-08-26T18:02:57.672Z,2022-08-26T18:02:58Z,,,,,,,,,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078557,20,1,1,1,26,dnzj0iv5qtaemm9kthh9pos8q,1,42.9,67,2022-08-26T18:02:58.809Z,2022-08-26T18:03:00Z,3732720033,56,Back,3732720041,213,1.5,3732720037,141,97.7,3732720031,155,,3732720039,212,20.9,3732720035,140,44.5,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078599,21,1,1,1,28,dnzj0iv5qtaemm9kthh9pos8q,1,44.5,97.7,2022-08-26T18:03:00.809Z,2022-08-26T18:03:03Z,3732720263,212,19.6,3732720259,140,59.0,3732720267,213,5.6,3732720261,141,79.6,3732720257,56,Left,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078603,22,50,1,1,31,dnzj0iv5qtaemm9kthh9pos8q,1,50.7,83.8,2022-08-26T18:03:03.440Z,2022-08-26T18:03:06Z,3732720275,286,,3732720559,233,19,3732720273,56,Left,,,,,,,,,,,,,,,,5c5quyl7qxptstbge87w2eqqx,D. Ladan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078637,19,7,1,1,31,cv5ftekuejf0ryxvd5h2my47r,1,49.3,16.2,2022-08-26T18:03:03.441Z,2022-08-26T18:03:06Z,3732720533,233,22,3732720461,56,Back,3732720463,285,,,,,,,,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078645,20,49,1,1,33,cv5ftekuejf0ryxvd5h2my47r,1,61.4,13.1,2022-08-26T18:03:05.536Z,2022-08-26T18:03:05Z,,,,,,,,,,,,,,,,,,,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078719,21,1,1,1,33,cv5ftekuejf0ryxvd5h2my47r,1,55.4,12.9,2022-08-26T18:03:05.729Z,2022-08-26T18:03:09Z,3732720893,213,2.1,3732720887,140,50.7,3732720891,212,10.4,3732720889,141,26.4,3732720885,56,Center,,,,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078755,22,1,1,1,37,cv5ftekuejf0ryxvd5h2my47r,1,47.2,4.9,2022-08-26T18:03:09.663Z,2022-08-26T18:03:11Z,3732721113,56,Back,3732721121,213,2.8,3732721119,212,10.0,3732721115,140,38.1,3732721117,141,9.2,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078809,23,1,1,1,39,cv5ftekuejf0ryxvd5h2my47r,1,42.9,10.4,2022-08-26T18:03:11.856Z,2022-08-26T18:03:16Z,3732721441,56,Back,3732721447,212,18.0,3732721443,140,33.8,3732721445,141,32.8,3732721449,213,2.1,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078859,24,1,1,1,43,cv5ftekuejf0ryxvd5h2my47r,1,33,37,2022-08-26T18:03:16.240Z,2022-08-26T18:03:20Z,3732721731,213,1.4,3732721723,140,36.2,3732721729,212,25.1,3732721727,141,73.6,3732721721,56,Back,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078887,25,1,1,1,48,cv5ftekuejf0ryxvd5h2my47r,1,43.5,73.5,2022-08-26T18:03:20.688Z,2022-08-26T18:03:22Z,3732721895,212,16.3,3732721893,141,91.8,3732721897,213,0.9,3732721891,140,53.6,3732721889,56,Left,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078907,26,1,1,1,50,cv5ftekuejf0ryxvd5h2my47r,1,57.2,92.1,2022-08-26T18:03:22.816Z,2022-08-26T18:03:23Z,3732721981,213,5.0,3732721977,141,79.1,3732721975,140,59.9,3732721979,212,9.3,3732721973,56,Left,,,,,,,,,,3jyb1qtjsf7li8zunui2qpq3u,T. Verheijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078959,27,1,1,1,51,cv5ftekuejf0ryxvd5h2my47r,1,59.9,79.1,2022-08-26T18:03:23.472Z,2022-08-26T18:03:26Z,3732722239,212,20.2,3732722235,141,89.6,3732722229,140,41.9,3732722243,213,2.8,3732722227,56,Back,,,,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079085,28,1,1,1,54,cv5ftekuejf0ryxvd5h2my47r,1,43.6,82,2022-08-26T18:03:26.513Z,2022-08-26T18:03:34Z,3732722883,56,Right,3732722891,213,5.3,3732722879,155,,3732722889,212,58.4,3732722885,140,75.2,3732722893,1,,3732722881,196,,3732722887,141,11.4,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079109,29,1,1,2,1,cv5ftekuejf0ryxvd5h2my47r,1,75.5,10.1,2022-08-26T18:03:33.936Z,2022-08-26T18:03:35Z,3732723043,141,17.1,3732723045,212,7.2,3732723041,140,70.4,3732723047,213,2.4,3732723039,56,Right,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079163,30,1,1,2,3,cv5ftekuejf0ryxvd5h2my47r,0,72.5,15.3,2022-08-26T18:03:35.503Z,2022-08-26T18:03:42Z,3732723307,2,,3732723317,212,63.6,3732723311,56,Left,3732723321,1,,3732723461,345,,3732723319,213,1.2,3732723315,141,100.0,3732723309,155,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,3732723313,140,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079385,23,5,1,2,7,dnzj0iv5qtaemm9kthh9pos8q,1,3.4,-1.5,2022-08-26T18:03:40.168Z,2022-08-26T18:03:54Z,3732724437,233,31,3732724403,347,,3732724401,56,Back,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079167,31,5,1,2,7,cv5ftekuejf0ryxvd5h2my47r,0,96.6,101.5,2022-08-26T18:03:40.168Z,2022-08-26T18:14:00Z,3732723339,56,Left,3732723341,347,,3732724461,233,23,,,,,,,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079417,24,1,1,2,22,dnzj0iv5qtaemm9kthh9pos8q,1,4.6,0,2022-08-26T18:03:54.552Z,2022-08-26T18:03:56Z,3732724567,212,7.6,3732724561,56,Back,3732724559,107,,3732724569,213,1.8,3732724565,141,9.4,3732724563,140,2.8,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079451,25,1,1,2,24,dnzj0iv5qtaemm9kthh9pos8q,0,2.8,9.4,2022-08-26T18:03:56.721Z,2022-08-26T18:03:58Z,3732724731,157,,3732724737,141,28.0,3732724741,213,0.3,3732724739,212,47.1,3732724735,140,46.0,3732724733,56,Back,3732724743,1,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079487,32,44,1,2,27,cv5ftekuejf0ryxvd5h2my47r,1,52.4,73.4,2022-08-26T18:03:59.927Z,2022-08-26T18:04:01Z,3732724953,233,26,3732724921,286,,3732724919,56,Center,,,,,,,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079465,26,44,1,2,27,dnzj0iv5qtaemm9kthh9pos8q,0,47.6,26.6,2022-08-26T18:03:59.928Z,2022-08-26T18:04:02Z,3732724965,233,32,3732724815,56,Back,3732724817,285,,,,,,,,,,,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
