id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,qualifier/17/value,assist
2516569015,64,5,1,0,11,7rmv5ns2rj7bn4otpkur0mx0x,0,74.2,-1.6,2023-03-06T19:03:16.639Z,2023-03-06T19:54:06Z,4078981769,233,4,4078981175,347,,4078981173,56,Right,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566569,5,1,1,0,17,ch82doz9w9t1sw9ae3a4ffh0j,1,28.9,100,2023-03-06T19:03:23.165Z,2023-03-06T19:03:26Z,4078966859,212,9.7,4078966857,141,87.2,4078966851,107,,4078966861,213,4.9,4078966855,140,30.2,4078966853,56,Back,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566573,6,50,1,0,20,ch82doz9w9t1sw9ae3a4ffh0j,1,33.1,81.7,2023-03-06T19:03:26.207Z,2023-03-06T19:03:27Z,4078966871,56,Back,4078966915,233,4,4078966873,285,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566571,4,7,1,0,20,7rmv5ns2rj7bn4otpkur0mx0x,0,66.9,18.3,2023-03-06T19:03:26.208Z,2023-03-06T19:03:27Z,4078966913,286,,4078966909,233,6,4078966867,56,Right,,,,,,,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566579,7,61,1,0,22,ch82doz9w9t1sw9ae3a4ffh0j,0,30.8,76.3,2023-03-06T19:03:27.573Z,2023-03-06T19:17:55Z,4078966931,56,Back,,,,,,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566601,5,1,1,0,23,7rmv5ns2rj7bn4otpkur0mx0x,1,60.4,46.6,2023-03-06T19:03:28.547Z,2023-03-06T19:03:32Z,4078967059,140,68.5,4078967061,141,57.2,4078967057,56,Center,4078967063,212,11.1,4078967065,213,0.7,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566609,6,1,1,0,26,7rmv5ns2rj7bn4otpkur0mx0x,0,69.8,59,2023-03-06T19:03:32.225Z,2023-03-06T19:17:53Z,4078967111,141,43.9,4078967105,155,,4078967107,56,Center,4078967115,213,5.8,4078967113,212,23.3,4078967109,140,89.7,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566631,8,12,1,0,28,ch82doz9w9t1sw9ae3a4ffh0j,1,16.5,58.4,2023-03-06T19:03:34.301Z,2023-03-06T19:03:35Z,4078967223,213,0.6,4078967221,212,17.6,4078967219,141,73.6,4078967215,56,Back,4078967217,140,30.1,4078967229,15,,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566659,7,1,1,0,30,7rmv5ns2rj7bn4otpkur0mx0x,1,72.4,33.9,2023-03-06T19:03:35.905Z,2023-03-06T19:03:38Z,4078967371,140,81.3,4078967377,213,5.2,4078967373,141,10.3,4078967375,212,18.6,4078967369,56,Right,,,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566667,8,3,1,0,32,7rmv5ns2rj7bn4otpkur0mx0x,0,86.9,10.6,2023-03-06T19:03:38.123Z,2023-03-06T19:03:43Z,4078967407,286,,4078967405,56,Right,4078967533,233,9,,,,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566695,9,7,1,0,32,ch82doz9w9t1sw9ae3a4ffh0j,1,13.1,89.4,2023-03-06T19:03:38.124Z,2023-03-06T19:03:43Z,4078967497,56,Back,4078967499,285,,4078967527,233,8,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566707,11,43,1,0,36,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-06T19:03:42.432Z,2023-03-06T19:03:49Z,4078967563,56,Back,4078967805,144,50,4078967565,285,0,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566711,9,43,1,0,36,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-03-06T19:03:42.433Z,2023-03-06T19:03:47Z,4078967577,286,0,4078967687,144,7,4078967575,56,Right,4078967605,233,11,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566699,10,43,1,0,37,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-06T19:03:42.909Z,2023-03-06T19:03:51Z,4078967903,144,49,,,,,,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566727,12,4,1,0,39,ch82doz9w9t1sw9ae3a4ffh0j,1,20.8,93.8,2023-03-06T19:03:44.528Z,2023-03-06T19:03:46Z,4078967655,233,10,4078967653,285,,4078967649,152,,4078967647,56,Back,4078967651,265,,4078967645,13,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566717,10,4,1,0,39,7rmv5ns2rj7bn4otpkur0mx0x,0,79.2,6.2,2023-03-06T19:03:44.529Z,2023-03-06T19:03:46Z,4078967601,265,,4078967597,56,Right,4078967603,286,,4078967595,13,,4078967599,152,,4078967677,233,12,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566807,13,1,1,0,48,ch82doz9w9t1sw9ae3a4ffh0j,1,26.6,92.3,2023-03-06T19:03:54.188Z,2023-03-06T19:03:56Z,4078968109,212,10.5,4078968111,213,3.9,4078968105,140,19.3,4078968103,56,Back,4078968107,141,81.7,4078968099,5,,4078968101,152,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566851,14,1,1,0,51,ch82doz9w9t1sw9ae3a4ffh0j,1,19.2,79.3,2023-03-06T19:03:56.589Z,2023-03-06T19:04:00Z,4078968361,140,7.9,4078968367,213,4.3,4078968365,212,28.1,4078968363,141,41.9,4078968359,56,Back,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566863,15,1,1,0,55,ch82doz9w9t1sw9ae3a4ffh0j,0,9.8,46,2023-03-06T19:04:00.844Z,2023-03-06T19:04:03Z,4078968453,155,,4078968463,213,0.3,4078968465,1,,4078968455,56,Center,4078968457,140,71.0,4078968461,212,66.8,4078968459,141,72.7,,,,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566883,11,1,1,0,59,7rmv5ns2rj7bn4otpkur0mx0x,0,42.5,27.6,2023-03-06T19:04:04.689Z,2023-03-06T19:04:49Z,4078968587,140,47.0,4078968585,56,Back,4078968583,3,,4078968589,141,47.6,4078968593,213,1.2,4078968591,212,14.4,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566911,12,49,1,1,3,7rmv5ns2rj7bn4otpkur0mx0x,1,12.9,85.6,2023-03-06T19:04:09.280Z,2023-03-06T19:04:09Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566937,13,1,1,1,4,7rmv5ns2rj7bn4otpkur0mx0x,1,10.9,86.5,2023-03-06T19:04:10.224Z,2023-03-06T19:04:12Z,4078968903,141,73.0,4078968905,212,13.2,4078968907,213,3.9,4078968899,56,Back,4078968901,140,1.9,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566983,14,1,1,1,6,7rmv5ns2rj7bn4otpkur0mx0x,0,2.1,73,2023-03-06T19:04:12.001Z,2023-03-06T19:04:15Z,4078969123,1,,4078969109,157,,4078969121,213,0.3,4078969115,141,91.4,4078969113,140,37.7,4078969117,212,39.4,4078969111,56,Back,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516566997,16,61,1,1,10,ch82doz9w9t1sw9ae3a4ffh0j,0,59.9,13.5,2023-03-06T19:04:16.429Z,2023-03-06T19:04:16Z,4078969189,56,Right,,,,,,,,,,,,,,,,,,,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567033,15,1,1,1,13,7rmv5ns2rj7bn4otpkur0mx0x,0,35.1,95.3,2023-03-06T19:04:19.425Z,2023-03-06T19:04:19Z,4078969363,157,,4078969371,212,9.1,4078969365,56,Back,4078969375,1,,4078969373,213,0.5,4078969369,141,100.0,4078969367,140,42.6,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567039,16,5,1,1,14,7rmv5ns2rj7bn4otpkur0mx0x,0,43.3,101.5,2023-03-06T19:04:19.890Z,2023-03-06T19:04:27Z,4078969389,56,Back,4078969681,233,17,4078969391,347,,,,,,,,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567095,17,5,1,1,14,ch82doz9w9t1sw9ae3a4ffh0j,1,56.7,-1.5,2023-03-06T19:04:19.890Z,2023-03-06T19:13:05Z,4078969647,347,,4078969661,233,16,4078969645,56,Right,,,,,,,,,,,,,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567151,18,1,1,1,20,ch82doz9w9t1sw9ae3a4ffh0j,1,55.8,0,2023-03-06T19:04:26.429Z,2023-03-06T19:04:30Z,4078969945,212,31.1,4078969937,107,,4078969943,141,24.1,4078969947,213,2.6,4078969941,140,31.0,4078969939,56,Back,4078969949,1,,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567197,19,1,1,1,24,ch82doz9w9t1sw9ae3a4ffh0j,1,30.5,30.4,2023-03-06T19:04:30.173Z,2023-03-06T19:04:33Z,4078970187,213,1.7,4078970181,140,26.3,4078970179,56,Back,4078970185,212,25.2,4078970183,141,66.9,,,,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567225,20,1,1,1,27,ch82doz9w9t1sw9ae3a4ffh0j,1,26.6,67.9,2023-03-06T19:04:33.276Z,2023-03-06T19:04:37Z,4078970347,56,Back,4078970349,140,29.1,4078970353,212,18.4,4078970355,213,1.4,4078970351,141,94.7,,,,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567235,21,1,1,1,32,ch82doz9w9t1sw9ae3a4ffh0j,0,24.4,85,2023-03-06T19:04:37.548Z,2023-03-06T19:04:39Z,4078970395,140,26.0,4078970393,56,Back,4078970397,141,83.3,4078970401,213,5.7,4078970505,236,,4078970511,286,,4078970507,233,17,4078970399,212,2.0,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567245,17,74,1,1,32,7rmv5ns2rj7bn4otpkur0mx0x,1,72.9,25.9,2023-03-06T19:04:37.549Z,2023-03-06T19:20:30Z,4078970449,56,Center,4078970513,233,21,4078970451,285,,,,,,,,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567317,22,1,1,1,38,ch82doz9w9t1sw9ae3a4ffh0j,0,4.1,96,2023-03-06T19:04:43.790Z,2023-03-06T19:04:45Z,4078970859,56,Back,4078970869,1,,4078970865,212,31.2,4078970863,141,100.0,4078970867,213,0.1,4078970857,157,,4078970861,140,33.6,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567357,18,5,1,1,40,7rmv5ns2rj7bn4otpkur0mx0x,1,65,-1.6,2023-03-06T19:04:45.544Z,2023-03-06T19:13:05Z,4078971127,233,23,4078971095,56,Right,4078971097,347,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567319,23,5,1,1,40,ch82doz9w9t1sw9ae3a4ffh0j,0,35,101.6,2023-03-06T19:04:45.544Z,2023-03-06T19:04:50Z,4078970875,56,Back,4078971171,233,18,4078970877,347,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567401,19,1,1,1,50,7rmv5ns2rj7bn4otpkur0mx0x,1,85.6,0,2023-03-06T19:04:55.648Z,2023-03-06T19:04:56Z,4078971379,140,87.7,4078971377,56,Right,4078971385,213,1.4,4078971383,212,10.8,4078971381,141,13.5,4078971375,107,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567419,20,1,1,1,51,7rmv5ns2rj7bn4otpkur0mx0x,1,87.7,13.5,2023-03-06T19:04:56.688Z,2023-03-06T19:04:58Z,4078971469,141,5.2,4078971473,213,3.8,4078971467,140,81.1,4078971465,56,Right,4078971505,156,,4078971471,212,8.9,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567447,21,1,1,1,53,7rmv5ns2rj7bn4otpkur0mx0x,1,81.1,5.2,2023-03-06T19:04:58.704Z,2023-03-06T19:05:00Z,4078971615,56,Right,4078971623,213,0.8,4078971617,140,86.0,4078971619,141,12.8,4078971621,212,7.3,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567463,22,1,1,1,54,7rmv5ns2rj7bn4otpkur0mx0x,1,86,12.8,2023-03-06T19:05:00.352Z,2023-03-06T19:05:01Z,4078971703,212,11.3,4078971705,213,2.5,4078971697,56,Center,4078971701,141,22.7,4078971699,140,77.3,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567501,23,1,1,1,55,7rmv5ns2rj7bn4otpkur0mx0x,1,77.2,22.7,2023-03-06T19:05:01.328Z,2023-03-06T19:05:05Z,4078971939,212,29.0,4078971935,140,75.2,4078971933,56,Center,4078971941,213,1.6,4078971937,141,65.2,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567505,24,61,1,2,0,7rmv5ns2rj7bn4otpkur0mx0x,0,73.9,73.6,2023-03-06T19:05:05.697Z,2023-03-06T19:05:06Z,4078971959,56,Center,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567555,24,49,1,2,5,ch82doz9w9t1sw9ae3a4ffh0j,1,30.1,20.1,2023-03-06T19:05:10.973Z,2023-03-06T19:05:11Z,,,,,,,,,,,,,,,,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567589,25,1,1,2,6,ch82doz9w9t1sw9ae3a4ffh0j,1,34.5,12.9,2023-03-06T19:05:11.741Z,2023-03-06T19:05:14Z,4078972399,213,0.2,4078972401,1,,4078972397,212,53.0,4078972391,56,Center,4078972393,140,84.4,4078972395,141,24.9,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567631,26,1,1,2,9,ch82doz9w9t1sw9ae3a4ffh0j,1,82.3,27.1,2023-03-06T19:05:14.701Z,2023-03-06T19:17:37Z,4078972633,212,11.1,4078972627,56,Center,4078972635,213,2.3,4078972631,141,38.9,4078973089,210,13,4078972629,140,75.0,,,,,,,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567633,27,13,1,2,12,ch82doz9w9t1sw9ae3a4ffh0j,1,77.4,35.4,2023-03-06T19:05:17.924Z,2023-03-06T19:17:37Z,4078972833,20,,4078973139,55,26,4078973145,103,9.7,4078973137,29,,4078973143,102,38.0,4078972649,22,,4078973135,75,,4078973147,215,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,4078973153,230,99.0,4078973155,231,49.3,4078972651,18,4078972653,56,Center,,,,,,,,,,,,,,,,,,,,
2516567623,25,5,1,2,13,7rmv5ns2rj7bn4otpkur0mx0x,1,-1,61.3,2023-03-06T19:05:18.753Z,2023-03-06T19:05:21Z,4078972735,233,28,4078972585,56,Back,4078972587,346,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516567643,28,5,1,2,13,ch82doz9w9t1sw9ae3a4ffh0j,0,101,38.7,2023-03-06T19:05:18.753Z,2023-03-06T19:13:05Z,4078972701,346,,4078972699,56,Center,4078972747,233,25,,,,,,,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
