id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value
2468436891,6,1,1,0,10,ch82doz9w9t1sw9ae3a4ffh0j,0,19,64.8,2022-10-07T18:03:37.623Z,2022-10-07T18:03:39Z,3825098065,141,69.1,3825098061,140,33.5,3825098053,3,,3825098057,56,Back,3825098075,213,0.2,3825098071,212,15.5,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436907,6,8,1,0,13,1fttb31hnskynpku8qd09yhm8,1,57,30.1,2022-10-07T18:03:40.298Z,2022-10-07T18:03:40Z,3825098129,56,Center,,,,,,,,,,,,,,,,,,,,,,5b7rnpnnllz8qdc6fx2c5mzje,M. Esajas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436961,7,1,1,0,15,1fttb31hnskynpku8qd09yhm8,1,62.7,24.7,2022-10-07T18:03:42.914Z,2022-10-07T18:03:44Z,3825098435,56,Right,3825098437,140,65.8,3825098441,212,13.4,3825098443,213,5.0,3825098439,141,5.6,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437023,8,1,1,0,17,1fttb31hnskynpku8qd09yhm8,1,65.7,5.6,2022-10-07T18:03:44.323Z,2022-10-07T18:03:47Z,3825098795,1,,3825098787,140,32.0,3825098793,213,3.0,3825098791,212,35.7,3825098789,141,12.8,3825098785,56,Back,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437071,9,1,1,0,20,1fttb31hnskynpku8qd09yhm8,1,31.1,14.9,2022-10-07T18:03:47.699Z,2022-10-07T18:03:50Z,3825099061,213,1.6,3825099053,56,Back,3825099055,140,29.3,3825099057,141,56.3,3825099059,212,28.2,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437117,10,1,1,0,23,1fttb31hnskynpku8qd09yhm8,1,29.5,59.7,2022-10-07T18:03:50.675Z,2022-10-07T18:03:53Z,3825099305,213,1.3,3825099303,212,14.7,3825099301,141,80.3,3825099299,140,33.8,3825099297,56,Back,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437209,11,1,1,0,26,1fttb31hnskynpku8qd09yhm8,1,35.1,80,2022-10-07T18:03:53.259Z,2022-10-07T18:03:58Z,3825099707,212,23.1,3825099705,141,70.0,3825099701,56,Center,3825099703,140,56.1,3825099709,213,6.0,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437281,12,1,1,0,31,1fttb31hnskynpku8qd09yhm8,1,75.2,78.1,2022-10-07T18:03:58.682Z,2022-10-07T18:04:02Z,3825100073,140,86.2,3825100069,56,Left,3825100081,213,0.3,3825100079,212,12.1,3825100077,141,83.6,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437287,13,61,1,0,35,1fttb31hnskynpku8qd09yhm8,0,86.2,83.6,2022-10-07T18:04:02.386Z,2022-10-07T18:04:02Z,3825100097,56,Left,,,,,,,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437343,7,12,1,0,36,ch82doz9w9t1sw9ae3a4ffh0j,1,3.2,25,2022-10-07T18:04:03.350Z,2022-10-07T18:04:15Z,3825100383,213,6.3,3825100379,141,24.3,3825100381,212,29.0,3825100375,56,Back,3825100377,140,30.8,,,,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437369,14,1,1,0,39,1fttb31hnskynpku8qd09yhm8,0,86.6,84.5,2022-10-07T18:04:06.170Z,2022-10-07T18:04:07Z,3825100489,141,70.3,3825100485,56,Center,3825100487,140,87.3,3825100493,213,4.8,3825100491,212,9.7,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437405,8,12,1,0,39,ch82doz9w9t1sw9ae3a4ffh0j,1,10.1,31.3,2022-10-07T18:04:06.838Z,2022-10-07T18:04:14Z,3825100691,213,5.9,3825100683,56,Back,3825100687,141,14.4,3825100685,140,39.3,3825100689,212,32.7,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437459,15,1,1,0,42,1fttb31hnskynpku8qd09yhm8,1,70.1,89.9,2022-10-07T18:04:09.339Z,2022-10-07T18:04:13Z,3825100985,141,92.9,3825100983,140,81.0,3825100981,56,Left,3825100987,212,11.6,3825100989,213,0.2,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437511,16,1,1,0,46,1fttb31hnskynpku8qd09yhm8,1,79.9,92.3,2022-10-07T18:04:13.451Z,2022-10-07T18:04:16Z,3825101201,213,3.0,3825101195,140,74.3,3825101193,56,Left,3825101197,141,93.2,3825101199,212,5.9,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437547,17,1,1,0,48,1fttb31hnskynpku8qd09yhm8,1,75.5,90.6,2022-10-07T18:04:15.986Z,2022-10-07T18:04:18Z,3825101403,213,3.7,3825101401,212,2.6,3825101399,141,88.6,3825101397,140,73.4,3825101395,56,Left,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437595,18,1,1,0,51,1fttb31hnskynpku8qd09yhm8,1,77.1,88.9,2022-10-07T18:04:18.499Z,2022-10-07T18:04:21Z,3825101623,140,87.2,3825101621,56,Left,3825101625,141,81.4,3825101627,212,11.8,3825101629,213,5.8,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437627,19,1,1,0,53,1fttb31hnskynpku8qd09yhm8,1,86.4,76.4,2022-10-07T18:04:21.083Z,2022-10-07T18:04:22Z,3825101767,140,67.9,3825101769,141,86.0,3825101773,212,20.5,3825101775,213,2.8,3825101765,56,Left,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437675,20,1,1,0,55,1fttb31hnskynpku8qd09yhm8,1,68.1,85.6,2022-10-07T18:04:22.859Z,2022-10-07T18:04:25Z,3825101969,140,82.6,3825101967,56,Left,3825101971,141,79.9,3825101973,212,15.7,3825101975,213,6.0,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437715,21,1,1,0,58,1fttb31hnskynpku8qd09yhm8,0,86.6,79.3,2022-10-07T18:04:25.667Z,2022-10-07T18:04:28Z,3825102177,56,Center,3825102179,140,90.8,3825102183,212,33.0,3825102181,141,31.2,3825102185,213,4.8,3825102175,155,,3825102173,2,,3825102187,1,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437705,9,12,1,0,59,ch82doz9w9t1sw9ae3a4ffh0j,1,8.1,61.7,2022-10-07T18:04:26.934Z,2022-10-07T18:04:31Z,3825102133,141,52.2,3825102135,212,14.3,3825102137,213,5.8,3825102129,140,20.3,3825102125,56,Back,3825102195,15,,,,,,,,asvxbmdd5j5tlz2fo1jpcrrx0,J. Vertrouwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437779,22,13,1,1,3,1fttb31hnskynpku8qd09yhm8,1,81.5,45.6,2022-10-07T18:04:30.995Z,2022-10-07T18:04:57Z,3825103467,231,50.5,3825103443,102,43.2,3825102541,56,Center,3825102877,20,,3825103463,458,,3825103447,103,12.5,3825103439,84,,3825104647,18,,dmtsvsqvdoqqtmrset0uz0and,Pascu,3825103461,328,3825103465,230,99.1,3825103455,108,3825103451,215,3825102535,22,,,,,,,,,,,,,,,,,,,,
2468437807,10,5,1,1,6,ch82doz9w9t1sw9ae3a4ffh0j,1,-1.1,61.5,2022-10-07T18:04:33.347Z,2022-10-07T18:08:09Z,3825102687,56,Back,3825102689,346,,3825102705,233,23,,,,,,,,,,,,,,,,asvxbmdd5j5tlz2fo1jpcrrx0,J. Vertrouwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437805,23,5,1,1,6,1fttb31hnskynpku8qd09yhm8,0,101.1,38.5,2022-10-07T18:04:33.347Z,2022-10-07T18:04:34Z,3825102677,56,Center,3825102717,233,10,3825102679,346,,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438075,11,1,1,1,19,ch82doz9w9t1sw9ae3a4ffh0j,1,3.8,58.7,2022-10-07T18:04:46.950Z,2022-10-07T18:04:51Z,3825104137,237,,3825104125,56,Back,3825104123,124,,3825104129,141,44.9,3825104131,212,10.0,3825104133,213,5.1,3825104127,140,7.2,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438199,12,1,1,1,29,ch82doz9w9t1sw9ae3a4ffh0j,0,12.8,41.9,2022-10-07T18:04:56.214Z,2022-10-07T18:05:01Z,3825104821,1,,3825104819,213,0.4,3825104813,140,76.3,3825104811,56,Left,3825104817,212,73.2,3825104809,157,,3825104815,141,86.3,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438207,24,49,1,1,33,1fttb31hnskynpku8qd09yhm8,1,21.3,13.4,2022-10-07T18:05:01.115Z,2022-10-07T18:05:01Z,,,,,,,,,,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438245,25,1,1,1,34,1fttb31hnskynpku8qd09yhm8,0,21.3,13.4,2022-10-07T18:05:01.563Z,2022-10-07T18:05:04Z,3825105073,1,,3825105071,213,0.2,3825105063,56,Center,3825105061,157,,3825105065,140,60.7,3825105067,141,24.7,3825105069,212,42.1,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438271,13,1,1,1,36,ch82doz9w9t1sw9ae3a4ffh0j,0,25.7,71.5,2022-10-07T18:05:03.958Z,2022-10-07T18:05:06Z,3825105205,3,,3825105207,56,Back,3825105213,212,19.4,3825105211,141,58.5,3825105215,213,5.8,3825105209,140,42.1,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438301,26,61,1,1,41,1fttb31hnskynpku8qd09yhm8,1,59.3,34,2022-10-07T18:05:08.181Z,2022-10-07T18:05:08Z,3825105383,56,Center,,,,,,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438329,14,3,1,1,41,ch82doz9w9t1sw9ae3a4ffh0j,1,38.3,72.2,2022-10-07T18:05:08.549Z,2022-10-07T18:05:11Z,3825105529,56,Back,3825105531,286,,3825105677,233,27,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438349,27,45,1,1,41,1fttb31hnskynpku8qd09yhm8,0,61.7,27.8,2022-10-07T18:05:08.549Z,2022-10-07T18:05:11Z,3825105619,56,Center,3825105731,233,14,3825105621,285,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438337,15,1,1,1,42,ch82doz9w9t1sw9ae3a4ffh0j,0,37,77.7,2022-10-07T18:05:10.149Z,2022-10-07T18:05:19Z,3825106357,141,78.9,3825105565,56,Back,3825106359,212,4.6,3825106363,213,0.2,3825106347,155,,3825106353,140,41.3,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438397,28,61,1,1,44,1fttb31hnskynpku8qd09yhm8,1,58.5,7.6,2022-10-07T18:05:11.355Z,2022-10-07T18:08:24Z,3825105891,56,Right,,,,,,,,,,,,,,,,,,,,,,5b7rnpnnllz8qdc6fx2c5mzje,M. Esajas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438375,16,5,1,1,44,ch82doz9w9t1sw9ae3a4ffh0j,1,36.8,102,2022-10-07T18:05:12.101Z,2022-10-07T18:05:15Z,3825106045,233,29,3825105775,347,,3825105773,56,Back,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438431,29,5,1,1,44,1fttb31hnskynpku8qd09yhm8,0,63.2,-2,2022-10-07T18:05:12.101Z,2022-10-07T18:08:09Z,3825106035,56,Right,3825106037,347,,3825106067,233,16,,,,,,,,,,,,,,,,5b7rnpnnllz8qdc6fx2c5mzje,M. Esajas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438535,17,1,1,1,54,ch82doz9w9t1sw9ae3a4ffh0j,0,33.5,100,2022-10-07T18:05:21.318Z,2022-10-07T18:05:22Z,3825106591,107,,3825106595,56,Center,3825106597,140,73.4,3825106599,141,70.3,3825106603,213,5.8,3825106601,212,47.1,3825106605,1,,,,,asvxbmdd5j5tlz2fo1jpcrrx0,J. Vertrouwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438563,30,1,1,1,55,1fttb31hnskynpku8qd09yhm8,1,23.3,29.8,2022-10-07T18:05:22.491Z,2022-10-07T18:05:24Z,3825106755,212,9.6,3825106753,141,15.8,3825106751,140,22.3,3825106747,3,,3825106749,56,Back,3825106757,213,4.6,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438573,31,49,1,1,56,1fttb31hnskynpku8qd09yhm8,1,22.3,15.8,2022-10-07T18:05:23.924Z,2022-10-07T18:05:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438595,32,1,1,1,57,1fttb31hnskynpku8qd09yhm8,0,22.3,15.8,2022-10-07T18:05:24.299Z,2022-10-07T18:05:25Z,3825106895,213,5.0,3825106887,56,Back,3825106891,141,0.0,3825106893,212,12.3,3825106889,140,25.5,3825106897,1,,3825106885,157,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438771,18,5,1,1,57,ch82doz9w9t1sw9ae3a4ffh0j,1,75.7,101.5,2022-10-07T18:05:24.614Z,2022-10-07T18:05:37Z,3825107885,56,Left,3825107887,347,,3825107889,233,33,,,,,,,,,,,,,,,,asvxbmdd5j5tlz2fo1jpcrrx0,J. Vertrouwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438599,33,5,1,1,57,1fttb31hnskynpku8qd09yhm8,0,24.3,-1.5,2022-10-07T18:05:24.614Z,2022-10-07T18:08:09Z,3825107909,233,18,3825106909,56,Back,3825106911,347,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438789,19,1,1,2,9,ch82doz9w9t1sw9ae3a4ffh0j,0,85,100,2022-10-07T18:05:36.934Z,2022-10-07T18:05:39Z,3825108003,107,,3825108005,56,Center,3825108013,213,4.8,3825108011,212,20.2,3825108009,141,71.8,3825108007,140,87.1,,,,,,,asvxbmdd5j5tlz2fo1jpcrrx0,J. Vertrouwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438793,34,61,1,2,12,1fttb31hnskynpku8qd09yhm8,1,14.6,17.9,2022-10-07T18:05:39.170Z,2022-10-07T18:05:39Z,3825108027,56,Back,,,,,,,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438811,35,49,1,2,14,1fttb31hnskynpku8qd09yhm8,1,16.5,11.1,2022-10-07T18:05:41.581Z,2022-10-07T18:05:41Z,,,,,,,,,,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438827,36,1,1,2,14,1fttb31hnskynpku8qd09yhm8,0,16.5,11.1,2022-10-07T18:05:42.036Z,2022-10-07T18:05:43Z,3825108209,157,,3825108215,56,Back,3825108239,1,,3825108225,141,24.0,3825108221,140,35.4,3825108235,213,0.4,3825108231,212,21.7,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438819,20,8,1,2,15,ch82doz9w9t1sw9ae3a4ffh0j,1,61.2,71.5,2022-10-07T18:05:42.598Z,2022-10-07T18:05:42Z,3825108185,56,Center,,,,,,,,,,,,,,,,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438877,21,1,1,2,16,ch82doz9w9t1sw9ae3a4ffh0j,0,63.9,75.6,2022-10-07T18:05:43.893Z,2022-10-07T18:05:46Z,3825108457,140,74.5,3825108459,141,95.3,3825108453,3,,3825108455,56,Left,3825108463,213,0.9,3825108461,212,17.4,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438895,22,45,1,2,20,ch82doz9w9t1sw9ae3a4ffh0j,0,75.2,93.4,2022-10-07T18:05:47.269Z,2022-10-07T18:05:51Z,3825108571,286,,3825108567,56,Left,3825108833,233,37,,,,,,,,,,,,,,,,asvxbmdd5j5tlz2fo1jpcrrx0,J. Vertrouwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
