id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,keyPass,qualifier/14/value,qualifier/8/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2498906139,6,1,1,0,55,dnzj0iv5qtaemm9kthh9pos8q,0,27.9,38.3,2023-01-20T19:00:50.501Z,2023-01-20T19:50:51Z,3986007387,1,,3986007377,56,Center,3986007385,213,0.5,3986007379,140,63.0,3986007381,141,65.8,3986007383,212,41.3,3986007373,157,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498929657,400,44,1,0,55,59t7flioj4w4mpwnrwbm0m8ck,1,33.1,30.6,2023-01-20T19:00:50.537Z,2023-01-20T19:50:45Z,3986136813,56,Back,3986136815,285,,3986137047,233,445,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498929709,445,44,1,0,56,dnzj0iv5qtaemm9kthh9pos8q,0,66.9,69.4,2023-01-20T19:00:50.538Z,2023-01-20T19:50:45Z,3986137079,233,400,3986137033,286,,3986137031,56,Center,,,,,,,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498929667,401,1,1,0,57,59t7flioj4w4mpwnrwbm0m8ck,0,34.1,29.8,2023-01-20T19:00:51.538Z,2023-01-20T19:51:14Z,3986136867,141,22.5,3986136865,140,47.3,3986136861,3,,3986136869,212,14.7,3986136871,213,5.9,3986136863,56,Back,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498932255,446,1,1,0,59,dnzj0iv5qtaemm9kthh9pos8q,1,43.5,71.2,2023-01-20T19:00:53.538Z,2023-01-20T19:59:14Z,3986147809,212,15.6,3986147801,3,,3986147805,140,52.3,3986147807,141,89.7,3986147803,56,Left,3986147811,213,0.9,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498932313,447,1,1,1,0,dnzj0iv5qtaemm9kthh9pos8q,1,59.4,92.3,2023-01-20T19:00:54.538Z,2023-01-20T19:59:26Z,3986148035,3,,3986148045,213,5.3,3986148037,56,Center,3986148041,141,75.4,3986148039,140,66.6,3986148043,212,13.8,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498932353,448,1,1,1,1,dnzj0iv5qtaemm9kthh9pos8q,1,72.2,73.5,2023-01-20T19:00:55.538Z,2023-01-20T19:59:35Z,3986148203,212,11.2,3986148201,141,74.7,3986148197,56,Center,3986148205,213,3.1,3986148199,140,61.6,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498932355,449,61,1,1,2,dnzj0iv5qtaemm9kthh9pos8q,0,63.2,75.1,2023-01-20T19:00:56.538Z,2023-01-20T19:59:36Z,3986148209,56,Center,,,,,,,,,,,,,,,,,,,,,,au91rqig6uyyi1zdmlxydk38q,A. Allemeersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498929865,402,49,1,1,4,59t7flioj4w4mpwnrwbm0m8ck,1,32.3,26.8,2023-01-20T19:00:58.538Z,2023-01-20T19:51:09Z,,,,,,,,,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906169,7,43,1,1,5,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-20T19:01:00.493Z,2023-01-20T19:59:31Z,3986148139,144,1,3986007529,56,Center,3986007533,141,68.8,3986007535,212,4.9,3986007539,213,3.0,3986007531,140,66.5,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930029,403,1,1,1,6,59t7flioj4w4mpwnrwbm0m8ck,1,34.6,27.3,2023-01-20T19:01:00.538Z,2023-01-20T19:51:44Z,3986138461,212,31.2,3986138463,213,5.9,3986138459,141,8.6,3986138455,56,Right,3986138457,140,61.7,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930107,404,1,1,1,9,59t7flioj4w4mpwnrwbm0m8ck,1,61.7,8.6,2023-01-20T19:01:03.538Z,2023-01-20T19:51:57Z,3986138751,141,7.1,3986138749,140,73.0,3986138753,212,11.9,3986138747,56,Right,3986138755,213,6.2,,,,,,,,,,emaf4mjxn2255qlcn1pcxn36x,J. Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930115,405,1,1,1,13,59t7flioj4w4mpwnrwbm0m8ck,0,73,7.1,2023-01-20T19:01:07.538Z,2023-01-20T19:51:58Z,3986138787,141,35.5,3986138785,140,92.0,3986138781,155,,3986138789,212,27.8,3986138791,213,0.8,3986138779,2,,3986138783,56,Center,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906269,8,8,1,1,16,dnzj0iv5qtaemm9kthh9pos8q,1,8.7,58.4,2023-01-20T19:01:10.894Z,2023-01-20T19:01:11Z,3986008005,56,Back,,,,,,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906289,9,49,1,1,18,dnzj0iv5qtaemm9kthh9pos8q,1,5,72.7,2023-01-20T19:01:13.278Z,2023-01-20T19:01:13Z,,,,,,,,,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906309,10,1,1,1,19,dnzj0iv5qtaemm9kthh9pos8q,0,5.2,73.2,2023-01-20T19:01:13.614Z,2023-01-20T19:01:14Z,3986008225,141,100.0,3986008227,212,33.7,3986008229,213,0.6,3986008221,56,Back,3986008223,140,31.3,3986008219,157,,3986008231,1,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906313,11,5,1,1,20,dnzj0iv5qtaemm9kthh9pos8q,0,39.2,101.2,2023-01-20T19:01:14.544Z,2023-01-20T19:46:34Z,3986015969,233,17,3986008251,56,Back,3986130311,347,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907519,17,5,1,1,20,59t7flioj4w4mpwnrwbm0m8ck,1,60.8,-1.2,2023-01-20T19:01:14.544Z,2023-01-20T19:46:34Z,3986015145,233,11,3986015101,56,Right,3986130339,347,,,,,,,,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930289,406,1,1,1,30,59t7flioj4w4mpwnrwbm0m8ck,1,66.2,0,2023-01-20T19:01:24.538Z,2023-01-20T20:00:15Z,3986142531,107,,3986139553,212,7.6,3986139555,213,1.3,3986139547,140,68.2,3986139545,56,Right,3986139551,141,9.7,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930403,407,1,1,1,32,59t7flioj4w4mpwnrwbm0m8ck,1,68.2,9.7,2023-01-20T19:01:26.538Z,2023-01-20T19:52:53Z,3986140035,56,Right,3986140037,140,70.8,3986140041,212,5.5,3986140039,141,2.6,3986140043,213,5.2,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930613,409,1,1,1,35,59t7flioj4w4mpwnrwbm0m8ck,1,73.7,4.4,2023-01-20T19:01:29.538Z,2023-01-20T19:53:35Z,3986140937,56,Right,3986140945,213,1.8,3986140939,140,72.5,3986140943,212,6.0,3986140941,141,13.1,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930691,410,1,1,1,36,59t7flioj4w4mpwnrwbm0m8ck,1,72.5,13.1,2023-01-20T19:01:30.538Z,2023-01-20T19:53:49Z,3986141305,141,23.0,3986141307,212,13.6,3986141303,140,83.8,3986141301,56,Center,3986141309,213,0.5,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498930805,411,1,1,1,37,59t7flioj4w4mpwnrwbm0m8ck,1,83.8,23,2023-01-20T19:01:31.538Z,2023-01-20T19:54:10Z,3986141793,140,72.8,3986141795,141,26.8,3986141797,212,11.8,3986141791,56,Center,3986141799,213,2.9,,,,,,,,,,emaf4mjxn2255qlcn1pcxn36x,J. Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498928497,399,1,1,1,40,59t7flioj4w4mpwnrwbm0m8ck,0,76.5,33.6,2023-01-20T19:01:34.538Z,2023-01-20T19:47:14Z,3986131463,212,2.4,3986131479,286,,3986131475,233,12,3986131459,140,78.8,3986131473,236,,3986131461,141,33.8,3986131465,213,0.1,3986131457,56,Center,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906471,12,74,1,1,40,dnzj0iv5qtaemm9kthh9pos8q,1,23,51.9,2023-01-20T19:01:34.539Z,2023-01-20T19:53:24Z,3986131485,233,399,3986009213,285,,3986009211,56,Back,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906517,8,15,1,1,48,59t7flioj4w4mpwnrwbm0m8ck,1,81.7,55.7,2023-01-20T19:01:43.289Z,2023-01-20T19:55:41Z,3986011499,147,49.8,3986011493,103,6.3,3986009477,22,,3986011491,102,50.1,3986144247,215,,3986009481,56,Center,3986144245,78,,3986011497,146,95.2,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,3986011495,458,3986011271,72,,3986009479,18,,3986011275,233,,,,,,,,,,14,,,,,,,,,,,,,,,,,
2498906509,14,10,1,1,48,dnzj0iv5qtaemm9kthh9pos8q,1,5.8,46.9,2023-01-20T19:01:43.389Z,2023-01-20T19:49:41Z,3986009443,179,,3986011279,233,8,3986009441,177,,3986009445,182,,3986009447,56,Back,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906507,13,52,1,1,48,dnzj0iv5qtaemm9kthh9pos8q,1,5.2,53.4,2023-01-20T19:01:43.399Z,2023-01-20T19:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906561,15,1,1,1,53,dnzj0iv5qtaemm9kthh9pos8q,1,11.4,54.2,2023-01-20T19:01:47.597Z,2023-01-20T19:01:51Z,3986009745,212,30.1,3986009737,123,,3986009747,213,1.1,3986009739,56,Back,3986009741,140,23.5,3986009743,141,94.4,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906593,16,1,1,1,57,dnzj0iv5qtaemm9kthh9pos8q,0,23.9,94.1,2023-01-20T19:01:51.885Z,2023-01-20T19:01:54Z,3986009917,155,,3986009923,141,94.8,3986009919,56,Left,3986009925,212,34.1,3986009927,213,0.0,3986009929,1,,3986009921,140,56.4,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906613,9,1,1,1,59,59t7flioj4w4mpwnrwbm0m8ck,0,28.7,22.4,2023-01-20T19:01:54.489Z,2023-01-20T19:01:56Z,3986010009,3,,3986010021,1,,3986010013,140,59.2,3986010017,212,32.4,3986010015,141,15.2,3986010011,56,Right,3986010019,213,6.1,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906651,17,1,1,2,0,dnzj0iv5qtaemm9kthh9pos8q,1,40.5,90.5,2023-01-20T19:01:55.517Z,2023-01-20T19:01:59Z,3986010207,140,45.9,3986010213,213,4.9,3986010209,141,41.6,3986010211,212,33.7,3986010203,56,Back,3986010215,1,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906677,18,1,1,2,5,dnzj0iv5qtaemm9kthh9pos8q,1,59.5,37,2023-01-20T19:01:59.853Z,2023-01-20T19:02:02Z,3986010333,140,70.8,3986010339,213,5.2,3986010331,56,Right,3986010335,141,6.7,3986010337,212,23.8,,,,,,,,,,au91rqig6uyyi1zdmlxydk38q,A. Allemeersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906695,19,1,1,2,8,dnzj0iv5qtaemm9kthh9pos8q,1,70.2,10.1,2023-01-20T19:02:02.765Z,2023-01-20T19:02:05Z,3986010435,212,16.2,3986010437,213,2.0,3986010431,140,63.1,3986010433,141,31.2,3986010429,56,Center,,,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906697,20,61,1,2,10,dnzj0iv5qtaemm9kthh9pos8q,0,63.5,33.6,2023-01-20T19:02:05.292Z,2023-01-20T19:02:05Z,3986010441,56,Center,,,,,,,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906717,10,49,1,2,12,59t7flioj4w4mpwnrwbm0m8ck,1,25.5,66.4,2023-01-20T19:02:07.145Z,2023-01-20T19:02:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906757,11,1,1,2,12,59t7flioj4w4mpwnrwbm0m8ck,1,25.5,66.4,2023-01-20T19:02:07.482Z,2023-01-20T19:02:11Z,3986010761,140,32.7,3986010759,56,Back,3986010767,213,5.0,3986010765,212,30.0,3986010763,141,23.7,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906773,12,1,1,2,16,59t7flioj4w4mpwnrwbm0m8ck,0,34,14.3,2023-01-20T19:02:11.128Z,2023-01-20T19:02:14Z,3986010859,1,,3986010851,140,74.6,3986010849,56,Right,3986010857,213,6.2,3986010855,212,42.8,3986010853,141,8.2,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906777,21,49,1,2,20,dnzj0iv5qtaemm9kthh9pos8q,1,35.1,95.9,2023-01-20T19:02:14.813Z,2023-01-20T19:02:14Z,,,,,,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906813,22,1,1,2,22,dnzj0iv5qtaemm9kthh9pos8q,1,36.5,93.8,2023-01-20T19:02:17.117Z,2023-01-20T19:02:20Z,3986011101,140,40.7,3986011107,213,5.3,3986011105,212,8.5,3986011103,141,83.2,3986011099,56,Back,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906855,23,1,1,2,26,dnzj0iv5qtaemm9kthh9pos8q,1,38,85,2023-01-20T19:02:20.653Z,2023-01-20T19:02:26Z,3986011377,212,36.1,3986011375,141,58.7,3986011379,213,3.7,3986011371,56,Back,3986011381,1,,3986011373,140,8.1,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906923,24,1,1,2,33,dnzj0iv5qtaemm9kthh9pos8q,1,10,57.6,2023-01-20T19:02:27.949Z,2023-01-20T19:02:33Z,3986011745,56,Back,3986011747,140,20.6,3986011751,212,26.7,3986011749,141,93.3,3986011753,213,1.1,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
