id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/13/value,assist
2486374941,10,1,1,0,34,ch82doz9w9t1sw9ae3a4ffh0j,1,45.5,34.9,2022-11-17T17:46:57.653Z,2022-11-17T17:47:01Z,3919790217,141,5.8,3919790221,213,5.6,3919790215,140,67.3,3919790213,56,Right,3919790219,212,30.3,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486374945,11,61,1,0,38,ch82doz9w9t1sw9ae3a4ffh0j,0,70.3,6.8,2022-11-17T17:47:01.670Z,2022-11-17T17:47:02Z,3919790237,56,Right,,,,,,,,,,,,,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486374951,4,49,1,0,40,2xlnfgrl6r18ftv38unwp7h4s,1,26.4,96.8,2022-11-17T17:47:04.430Z,2022-11-17T17:47:04Z,,,,,,,,,,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486374955,5,61,1,0,42,2xlnfgrl6r18ftv38unwp7h4s,0,26.3,96.6,2022-11-17T17:47:06.189Z,2022-11-17T17:47:06Z,3919790281,56,Back,,,,,,,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486374959,12,49,1,0,43,ch82doz9w9t1sw9ae3a4ffh0j,1,69.7,4.4,2022-11-17T17:47:07.109Z,2022-11-17T17:47:07Z,,,,,,,,,,,,,,,,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486374961,13,4,1,0,45,ch82doz9w9t1sw9ae3a4ffh0j,1,73,4.6,2022-11-17T17:47:08.758Z,2022-11-17T17:47:12Z,3919790315,13,,3919790317,294,,3919790323,286,,3919790321,152,,3919790319,56,Right,3919790359,233,6,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486374965,6,4,1,0,45,2xlnfgrl6r18ftv38unwp7h4s,0,27,95.4,2022-11-17T17:47:08.759Z,2022-11-17T17:47:13Z,3919790343,13,,3919790345,294,,3919790347,56,Back,3919790363,233,13,3919790349,152,,3919790351,285,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375009,14,1,1,1,12,ch82doz9w9t1sw9ae3a4ffh0j,0,70.8,4.7,2022-11-17T17:47:36.355Z,2022-11-17T17:47:37Z,3919790587,212,26.8,3919790577,155,,3919790573,2,,3919790585,141,36.3,3919790583,140,86.0,3919790575,5,,3919790581,56,Center,3919790589,213,0.9,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,3919790579,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375011,7,49,1,1,17,2xlnfgrl6r18ftv38unwp7h4s,1,14.7,64.9,2022-11-17T17:47:40.781Z,2022-11-17T17:47:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375013,8,1,1,1,17,2xlnfgrl6r18ftv38unwp7h4s,1,21.1,69,2022-11-17T17:47:41.485Z,2022-11-17T17:47:45Z,3919790619,212,12.5,3919790617,141,87.1,3919790621,213,1.4,3919790615,140,23.2,3919790613,56,Back,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375021,9,1,1,1,22,2xlnfgrl6r18ftv38unwp7h4s,1,27.2,94.2,2022-11-17T17:47:45.869Z,2022-11-17T17:47:49Z,3919790659,212,20.7,3919790657,141,72.4,3919790655,140,13.4,3919790653,56,Back,3919790661,213,3.9,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375029,10,1,1,1,25,2xlnfgrl6r18ftv38unwp7h4s,1,13.3,72.3,2022-11-17T17:47:48.957Z,2022-11-17T17:47:54Z,3919790695,213,4.9,3919790689,140,17.4,3919790693,212,20.1,3919790687,56,Back,3919790691,141,43.4,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375031,11,1,1,1,30,2xlnfgrl6r18ftv38unwp7h4s,1,27.2,30.4,2022-11-17T17:47:54.397Z,2022-11-17T17:47:58Z,3919790719,56,Back,3919790729,1,,3919790721,140,30.2,3919790725,212,36.1,3919790723,141,83.3,3919790727,213,1.5,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375033,12,1,1,1,34,2xlnfgrl6r18ftv38unwp7h4s,1,31.6,85.3,2022-11-17T17:47:58.172Z,2022-11-17T17:48:00Z,3919790747,213,0.5,3919790745,212,13.4,3919790743,141,95.6,3919790741,140,42.5,3919790739,56,Back,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375035,13,1,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,0,41,93.5,2022-11-17T17:48:00.540Z,2022-11-17T17:48:02Z,3919790761,213,3.6,3919790753,56,Back,3919790755,140,32.9,3919790757,141,86.8,3919790759,212,9.6,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375043,15,49,1,1,39,ch82doz9w9t1sw9ae3a4ffh0j,1,57,28.9,2022-11-17T17:48:03.378Z,2022-11-17T17:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375053,16,1,1,1,40,ch82doz9w9t1sw9ae3a4ffh0j,1,57,28.9,2022-11-17T17:48:03.666Z,2022-11-17T17:48:07Z,3919790859,141,33.0,3919790863,213,0.6,3919790857,140,61.0,3919790855,56,Center,3919790861,212,5.0,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375055,17,50,1,1,44,ch82doz9w9t1sw9ae3a4ffh0j,1,65,35.8,2022-11-17T17:48:07.571Z,2022-11-17T17:48:11Z,3919790867,56,Center,3919790869,286,,3919790903,233,14,,,,,,,,,,,,,,,,1s1c0w7we8oouklrwshie0iz8,R. El Arguioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375065,14,7,1,1,44,2xlnfgrl6r18ftv38unwp7h4s,1,35,64.2,2022-11-17T17:48:07.572Z,2022-11-17T17:48:11Z,3919790895,233,17,3919790887,285,,3919790885,56,Back,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375067,15,49,1,1,46,2xlnfgrl6r18ftv38unwp7h4s,1,34.2,64,2022-11-17T17:48:10.381Z,2022-11-17T17:48:10Z,,,,,,,,,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375079,16,1,1,1,47,2xlnfgrl6r18ftv38unwp7h4s,1,34.2,64,2022-11-17T17:48:10.685Z,2022-11-17T17:48:12Z,3919790951,213,3.2,3919790947,141,63.6,3919790945,140,24.8,3919790943,56,Back,3919790949,212,9.9,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375081,17,1,1,1,49,2xlnfgrl6r18ftv38unwp7h4s,1,25.9,61.8,2022-11-17T17:48:12.764Z,2022-11-17T17:48:15Z,3919790985,140,29.5,3919790983,56,Back,3919790991,213,5.3,3919790987,141,53.9,3919790989,212,6.6,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375083,18,1,1,1,51,2xlnfgrl6r18ftv38unwp7h4s,1,30.6,51.9,2022-11-17T17:48:14.988Z,2022-11-17T17:48:18Z,3919791001,141,33.7,3919790997,56,Back,3919791005,213,4.8,3919790999,140,32.1,3919791003,212,12.5,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375089,19,1,1,1,54,2xlnfgrl6r18ftv38unwp7h4s,0,31.8,25.2,2022-11-17T17:48:18.188Z,2022-11-17T17:48:24Z,3919791039,141,12.5,3919791043,213,6.1,3919791045,1,,3919791035,56,Right,3919791037,140,75.2,3919791041,212,46.4,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375085,18,49,1,1,58,ch82doz9w9t1sw9ae3a4ffh0j,1,14.4,85.9,2022-11-17T17:48:21.938Z,2022-11-17T17:48:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375095,19,1,1,1,58,ch82doz9w9t1sw9ae3a4ffh0j,1,14.4,85.9,2022-11-17T17:48:22.338Z,2022-11-17T17:48:27Z,3919791091,140,3.3,3919791097,213,4.0,3919791095,212,17.2,3919791089,56,Back,3919791093,141,67.2,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375099,20,1,1,2,4,ch82doz9w9t1sw9ae3a4ffh0j,1,7.4,57.2,2022-11-17T17:48:27.873Z,2022-11-17T17:48:31Z,3919791125,141,30.1,3919791123,140,15.4,3919791127,212,20.3,3919791129,213,5.1,3919791121,56,Back,,,,,,,,,,790v7fu7f2s40e160mlrb6dt6,C. Raatsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375101,21,1,1,2,7,ch82doz9w9t1sw9ae3a4ffh0j,1,17.8,28.8,2022-11-17T17:48:31.329Z,2022-11-17T17:48:33Z,3919791143,212,16.9,3919791145,213,6.2,3919791141,141,25.9,3919791137,56,Back,3919791139,140,33.8,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375113,22,1,1,2,9,ch82doz9w9t1sw9ae3a4ffh0j,1,33.8,25.9,2022-11-17T17:48:33.090Z,2022-11-17T17:48:38Z,3919791209,56,Back,3919791211,140,41.9,3919791215,212,14.8,3919791213,141,8.0,3919791217,213,5.3,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375115,23,1,1,2,14,ch82doz9w9t1sw9ae3a4ffh0j,0,53.9,11.4,2022-11-17T17:48:38Z,2022-11-17T17:48:38Z,3919791237,141,13.1,3919791233,56,Right,3919791235,140,55.2,3919791239,212,1.8,3919791241,213,0.7,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375119,20,61,1,2,15,2xlnfgrl6r18ftv38unwp7h4s,1,37.2,86.2,2022-11-17T17:48:39.260Z,2022-11-17T17:48:39Z,3919791253,56,Back,,,,,,,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375121,21,49,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,1,21.5,88.3,2022-11-17T17:48:40.844Z,2022-11-17T17:48:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375133,22,1,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,1,21.5,88.3,2022-11-17T17:48:41.132Z,2022-11-17T17:48:44Z,3919791315,141,97.2,3919791313,140,34.8,3919791317,212,15.2,3919791319,213,0.4,3919791311,56,Back,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375137,23,1,1,2,20,2xlnfgrl6r18ftv38unwp7h4s,1,34.8,97.2,2022-11-17T17:48:44.060Z,2022-11-17T17:48:48Z,3919791341,56,Back,3919791349,213,4.8,3919791347,212,16.1,3919791345,141,73.6,3919791343,140,36.5,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375143,24,1,1,2,24,2xlnfgrl6r18ftv38unwp7h4s,0,32.7,66.7,2022-11-17T17:48:48.444Z,2022-11-17T17:48:49Z,3919791367,157,,3919791369,56,Center,3919791379,1,,3919791371,140,56.1,3919791373,141,54.6,3919791375,212,25.9,3919791377,213,6.0,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375141,24,8,1,2,25,ch82doz9w9t1sw9ae3a4ffh0j,1,44.3,46.3,2022-11-17T17:48:49.393Z,2022-11-17T17:48:49Z,3919791365,56,Back,,,,,,,,,,,,,,,,,,,,,,55nra47i364xh4jpkmo93rzai,R. Akmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375145,25,49,1,2,27,ch82doz9w9t1sw9ae3a4ffh0j,1,45.8,63.1,2022-11-17T17:48:50.785Z,2022-11-17T17:48:50Z,,,,,,,,,,,,,,,,,,,,,,,,,55nra47i364xh4jpkmo93rzai,R. Akmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375149,26,1,1,2,29,ch82doz9w9t1sw9ae3a4ffh0j,1,59.3,72.9,2022-11-17T17:48:53.313Z,2022-11-17T17:48:55Z,3919791407,56,Left,3919791415,213,0.7,3919791413,212,18.5,3919791409,140,72.4,3919791411,141,91.2,,,,,,,,,,55nra47i364xh4jpkmo93rzai,R. Akmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375151,27,3,1,2,32,ch82doz9w9t1sw9ae3a4ffh0j,0,74.5,92.2,2022-11-17T17:48:55.745Z,2022-11-17T17:48:57Z,3919791433,233,25,3919791419,56,Left,3919791421,286,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375153,25,7,1,2,32,2xlnfgrl6r18ftv38unwp7h4s,0,25.5,7.8,2022-11-17T17:48:55.746Z,2022-11-17T17:48:56Z,3919791425,285,,3919791423,56,Back,3919791427,233,27,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375155,28,4,1,2,34,ch82doz9w9t1sw9ae3a4ffh0j,1,74.8,90.4,2022-11-17T17:48:58.528Z,2022-11-17T17:49:00Z,3919791443,56,Left,3919791445,152,,3919791461,233,26,3919791447,265,,3919791449,286,,3919791441,13,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375157,26,4,1,2,34,2xlnfgrl6r18ftv38unwp7h4s,0,25.2,9.6,2022-11-17T17:48:58.529Z,2022-11-17T17:49:01Z,3919791465,233,28,3919791459,285,,3919791451,13,,3919791453,56,Back,3919791455,152,,3919791457,265,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375175,29,1,1,3,1,ch82doz9w9t1sw9ae3a4ffh0j,0,74.8,85.3,2022-11-17T17:49:24.736Z,2022-11-17T17:49:27Z,3919791655,2,,3919791657,5,,3919791673,1,,3919791661,152,,3919791669,212,34.9,3919791671,213,5.2,3919791659,155,,3919791667,141,39.5,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,3919791665,140,89.9,3919791663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486375181,30,13,1,3,6,ch82doz9w9t1sw9ae3a4ffh0j,1,80.1,34.6,2022-11-17T17:49:29.599Z,2022-11-17T17:49:40Z,3919791829,77,,3919791833,103,77.8,3919791835,215,,3919791709,18,,3919791831,102,81.5,3919791781,20,,3919791779,24,,3919791841,458,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,3919791837,108,,3919791713,56,Center,3919791843,230,97.8,3919791845,231,47.1,3919791839,328,,,,,,,,,,,,,,,,,,,,,
2486375183,27,12,1,3,6,2xlnfgrl6r18ftv38unwp7h4s,1,8.4,53.4,2022-11-17T17:49:29.708Z,2022-11-17T17:49:52Z,3919791737,15,,3919791729,212,13.6,3919791723,56,Back,3919791725,140,20.3,3919791727,141,61.4,3919791731,213,0.4,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
