id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2502466427,6,1,1,0,13,ch82doz9w9t1sw9ae3a4ffh0j,0,35.3,59,2023-01-30T19:03:24.066Z,2023-01-30T19:03:25Z,4004617049,3,,4004617051,56,Back,4004617059,213,5.0,4004617057,212,14.8,4004617053,140,38.9,4004617055,141,38.0,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466453,7,1,1,0,18,ch82doz9w9t1sw9ae3a4ffh0j,0,33.5,7.4,2023-01-30T19:03:28.555Z,2023-01-30T19:03:30Z,4004617159,56,Right,4004617163,141,9.2,4004617161,140,60.2,4004617167,213,0.0,4004617165,212,28.1,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466475,8,1,1,0,21,ch82doz9w9t1sw9ae3a4ffh0j,1,42.6,11.6,2023-01-30T19:03:31.791Z,2023-01-30T19:03:32Z,4004617279,56,Back,4004617283,141,27.6,4004617287,213,2.0,4004617281,140,38.2,4004617285,212,11.8,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466497,9,1,1,0,22,ch82doz9w9t1sw9ae3a4ffh0j,1,38.2,27.6,2023-01-30T19:03:32.869Z,2023-01-30T19:03:34Z,4004617389,56,Back,4004617395,212,11.8,4004617391,140,27.1,4004617397,213,3.3,4004617393,141,25.2,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466515,10,1,1,0,24,ch82doz9w9t1sw9ae3a4ffh0j,1,27.1,25.2,2023-01-30T19:03:34.698Z,2023-01-30T19:03:38Z,4004617503,213,0.5,4004617501,212,13.3,4004617497,140,38.3,4004617499,141,34.2,4004617495,56,Back,,,,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466581,11,2,1,0,28,ch82doz9w9t1sw9ae3a4ffh0j,1,41.7,33,2023-01-30T19:03:38.826Z,2023-01-30T20:05:41Z,4004617833,140,74.0,4004617831,56,Left,4004617835,141,90.3,4004617829,1,,4004617827,7,8r3k1iuul274c0ha0vy90jys,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466557,5,55,1,0,28,xcevba75jfkrg4s6tl89zl3y,1,34.4,23.7,2023-01-30T19:03:38.827Z,2023-01-30T19:08:37Z,,,,,,,,,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466593,6,1,1,0,41,xcevba75jfkrg4s6tl89zl3y,1,38.4,3.2,2023-01-30T19:03:51.989Z,2023-01-30T19:03:54Z,4004617893,140,29.6,4004617899,213,2.0,4004617897,212,20.9,4004617891,56,Back,4004617887,5,,4004617889,241,,4004617895,141,30.7,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466615,7,1,1,0,44,xcevba75jfkrg4s6tl89zl3y,1,29.5,31.3,2023-01-30T19:03:54.405Z,2023-01-30T19:03:58Z,4004617985,141,69.4,4004617989,213,1.8,4004617987,212,26.5,4004617981,56,Back,4004617983,140,24.0,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466647,8,1,1,0,48,xcevba75jfkrg4s6tl89zl3y,1,25.1,67.3,2023-01-30T19:03:58.533Z,2023-01-30T19:04:03Z,4004618105,212,29.2,4004618099,56,Back,4004618103,141,24.4,4004618107,213,4.8,4004618101,140,26.4,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466677,9,1,1,0,53,xcevba75jfkrg4s6tl89zl3y,1,36.4,25.5,2023-01-30T19:04:03.718Z,2023-01-30T19:04:08Z,4004618245,141,0.1,4004618243,140,56.9,4004618241,56,Right,4004618247,212,27.6,4004618249,213,5.6,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466679,10,61,1,0,57,xcevba75jfkrg4s6tl89zl3y,0,65.7,2.1,2023-01-30T19:04:07.230Z,2023-01-30T19:04:25Z,4004618255,56,Right,,,,,,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466693,12,49,1,0,59,ch82doz9w9t1sw9ae3a4ffh0j,1,37.5,88.1,2023-01-30T19:04:09.331Z,2023-01-30T19:04:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466721,13,1,1,1,0,ch82doz9w9t1sw9ae3a4ffh0j,1,36.2,89.9,2023-01-30T19:04:10.176Z,2023-01-30T19:04:13Z,4004618411,56,Back,4004618419,141,65.1,4004618415,140,12.2,4004618423,212,30.3,4004618427,213,3.7,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466747,14,1,1,1,2,ch82doz9w9t1sw9ae3a4ffh0j,0,12.2,65.1,2023-01-30T19:04:12.983Z,2023-01-30T19:04:17Z,4004618575,140,51.2,4004618581,213,0.2,4004618573,56,Center,4004618583,1,,4004618579,212,41.7,4004618577,141,76.9,4004618571,157,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466755,11,43,1,1,8,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-01-30T19:04:18.855Z,2023-01-30T19:04:24Z,4004618789,144,44,4004618627,286,0,4004618625,56,Center,,,,,,,,,,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466771,12,1,1,1,9,xcevba75jfkrg4s6tl89zl3y,1,55.6,38.9,2023-01-30T19:04:19.511Z,2023-01-30T19:04:22Z,4004618725,212,17.9,4004618717,3,,4004618719,56,Right,4004618721,140,62.3,4004618727,213,5.1,4004618723,141,14.7,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466773,13,1,1,1,11,xcevba75jfkrg4s6tl89zl3y,0,62.3,14.7,2023-01-30T19:04:21.992Z,2023-01-30T19:04:22Z,4004618735,141,0.0,4004618731,56,Right,4004618739,213,5.0,4004618737,212,11.9,4004618733,140,65.8,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466779,14,5,1,1,12,xcevba75jfkrg4s6tl89zl3y,0,64.8,-1.4,2023-01-30T19:04:22.575Z,2023-01-30T19:04:26Z,4004618859,233,15,4004618757,56,Right,4004618759,347,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466799,15,5,1,1,12,ch82doz9w9t1sw9ae3a4ffh0j,1,35.2,101.4,2023-01-30T19:04:22.575Z,2023-01-30T19:08:35Z,4004618841,347,,4004618839,56,Back,4004618843,233,14,,,,,,,,,,,,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466819,16,1,1,1,15,ch82doz9w9t1sw9ae3a4ffh0j,1,36.2,100,2023-01-30T19:04:25.947Z,2023-01-30T19:04:30Z,4004618975,56,Back,4004618983,213,5.0,4004618979,141,78.7,4004618977,140,40.6,4004618981,212,15.7,4004618973,107,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466825,17,61,1,1,20,ch82doz9w9t1sw9ae3a4ffh0j,0,41.8,75.9,2023-01-30T19:04:30.628Z,2023-01-30T19:04:42Z,4004618991,56,Back,,,,,,,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466823,15,49,1,1,20,xcevba75jfkrg4s6tl89zl3y,1,64.1,40.1,2023-01-30T19:04:30.868Z,2023-01-30T19:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466835,16,61,1,1,22,xcevba75jfkrg4s6tl89zl3y,0,61.3,39.2,2023-01-30T19:04:32.166Z,2023-01-30T19:04:32Z,4004619037,56,Center,,,,,,,,,,,,,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466853,18,1,1,1,23,ch82doz9w9t1sw9ae3a4ffh0j,0,31.8,82,2023-01-30T19:04:33.892Z,2023-01-30T19:04:35Z,4004619099,212,54.1,4004619097,141,17.6,4004619091,196,,4004619093,56,Right,4004619095,140,62.0,4004619101,213,5.3,4004619103,1,,4004619089,155,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466873,17,1,1,1,26,xcevba75jfkrg4s6tl89zl3y,0,42,82.3,2023-01-30T19:04:36.343Z,2023-01-30T19:04:38Z,4004619195,213,6.1,4004619193,212,26.0,4004619191,141,75.9,4004619185,3,,4004619189,140,66.4,4004619187,56,Center,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466891,19,1,1,1,28,ch82doz9w9t1sw9ae3a4ffh0j,0,32.8,32.7,2023-01-30T19:04:38.491Z,2023-01-30T19:04:40Z,4004619267,141,47.6,4004619269,212,45.4,4004619261,157,,4004619263,56,Center,4004619265,140,74.9,4004619271,213,0.2,4004619273,1,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466907,18,1,1,1,31,xcevba75jfkrg4s6tl89zl3y,1,34,57.6,2023-01-30T19:04:41.542Z,2023-01-30T19:04:45Z,4004619373,140,14.4,4004619371,56,Back,4004619377,212,20.6,4004619379,213,3.2,4004619375,141,56.7,4004619369,3,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466909,19,52,1,1,35,xcevba75jfkrg4s6tl89zl3y,1,14.2,56,2023-01-30T19:04:45.207Z,2023-01-30T19:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466931,20,1,1,1,35,xcevba75jfkrg4s6tl89zl3y,1,14.2,55.7,2023-01-30T19:04:45.687Z,2023-01-30T19:04:50Z,4004619505,140,25.9,4004619511,213,5.3,4004619503,56,Back,4004619509,212,23.2,4004619507,141,26.7,4004619501,123,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466961,21,1,1,1,40,xcevba75jfkrg4s6tl89zl3y,1,34.7,26.4,2023-01-30T19:04:50.359Z,2023-01-30T19:04:55Z,4004619625,140,66.0,4004619623,56,Right,4004619629,212,37.1,4004619627,141,1.1,4004619633,1,,4004619631,213,5.8,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466973,22,1,1,1,45,xcevba75jfkrg4s6tl89zl3y,1,75.9,4.9,2023-01-30T19:04:55.351Z,2023-01-30T19:04:56Z,4004619701,213,1.2,4004619695,140,86.7,4004619699,212,29.8,4004619697,141,45.4,4004619693,56,Center,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466977,23,1,1,1,46,xcevba75jfkrg4s6tl89zl3y,0,86.7,45.4,2023-01-30T19:04:56.839Z,2023-01-30T19:04:58Z,4004619719,140,88.5,4004619717,56,Center,4004619725,213,1.4,4004619721,141,67.8,4004619723,212,15.3,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466983,20,49,1,1,48,ch82doz9w9t1sw9ae3a4ffh0j,1,12.3,41.3,2023-01-30T19:04:58.456Z,2023-01-30T19:04:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466997,21,1,1,1,48,ch82doz9w9t1sw9ae3a4ffh0j,1,12.3,41.3,2023-01-30T19:04:58.987Z,2023-01-30T19:05:01Z,4004619789,56,Back,4004619795,212,7.3,4004619791,140,6.2,4004619797,213,2.6,4004619793,141,46.6,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467065,22,1,1,1,51,ch82doz9w9t1sw9ae3a4ffh0j,0,6.2,46.6,2023-01-30T19:05:01.614Z,2023-01-30T19:05:16Z,4004620119,141,0.0,4004620117,140,54.5,4004620113,155,,4004620115,56,Right,4004620123,213,5.7,4004620121,212,60.2,4004620125,1,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467067,23,5,1,2,6,ch82doz9w9t1sw9ae3a4ffh0j,0,55.6,-1.2,2023-01-30T19:05:16.510Z,2023-01-30T19:05:19Z,4004620159,233,24,4004620127,56,Right,4004620129,347,,,,,,,,,,,,,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467071,24,5,1,2,6,xcevba75jfkrg4s6tl89zl3y,1,44.4,101.2,2023-01-30T19:05:16.510Z,2023-01-30T19:08:35Z,4004620147,347,,4004620155,233,23,4004620145,56,Back,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467083,25,1,1,2,8,xcevba75jfkrg4s6tl89zl3y,1,43.6,100,2023-01-30T19:05:18.807Z,2023-01-30T19:05:21Z,4004620203,213,4.9,4004620201,212,12.6,4004620195,56,Back,4004620193,107,,4004620197,140,46.0,4004620199,141,83.8,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467199,29,1,1,2,9,xcevba75jfkrg4s6tl89zl3y,1,44.3,80,2023-01-30T19:05:20.096Z,2023-01-30T19:05:50Z,4004620799,213,1.6,4004620797,212,10.3,4004620791,56,Back,4004620793,140,44.2,4004620795,141,95.1,,,,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467089,26,50,1,2,10,xcevba75jfkrg4s6tl89zl3y,1,47.8,83.4,2023-01-30T19:05:20.980Z,2023-01-30T19:05:33Z,4004620439,286,,4004620457,233,24,4004620223,56,Back,,,,,,,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467085,24,7,1,2,10,ch82doz9w9t1sw9ae3a4ffh0j,0,52.2,16.6,2023-01-30T19:05:20.981Z,2023-01-30T19:05:33Z,4004620213,285,,4004620211,56,Right,4004620453,233,26,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467091,27,49,1,2,12,xcevba75jfkrg4s6tl89zl3y,1,55.6,76.1,2023-01-30T19:05:22.584Z,2023-01-30T19:05:22Z,,,,,,,,,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467115,28,2,1,2,15,xcevba75jfkrg4s6tl89zl3y,1,72.1,71.8,2023-01-30T19:05:25.176Z,2023-01-30T19:05:28Z,4004620343,7,cipmd3k2nfv0ddic0l8go14gl,4004620349,141,49.0,4004620347,140,87.1,4004620345,56,Center,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467121,25,55,1,2,15,ch82doz9w9t1sw9ae3a4ffh0j,1,22,59,2023-01-30T19:05:25.177Z,2023-01-30T20:05:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467229,27,1,1,2,45,ch82doz9w9t1sw9ae3a4ffh0j,1,12.4,54.2,2023-01-30T19:05:55.521Z,2023-01-30T19:05:58Z,4004620925,141,94.5,4004620931,1,,4004620917,5,,4004620919,241,,4004620921,56,Back,4004620929,213,1.0,4004620927,212,32.3,4004620923,140,28.7,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467247,28,1,1,2,48,ch82doz9w9t1sw9ae3a4ffh0j,0,33.7,91.4,2023-01-30T19:05:58.557Z,2023-01-30T19:06:03Z,4004620989,56,Back,4004620995,212,12.6,4004620997,213,0.2,4004620991,140,45.5,4004620993,141,94.7,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
