id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,assist,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2456368781,3,44,1,0,20,6lzy9iiqoysvtdsgx719fng9n,1,26.2,30.6,2022-09-05T18:03:19.700Z,2022-09-05T18:52:15Z,3760925917,233,9,3760925759,56,Back,3760925763,285,,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368799,9,44,1,0,20,dac758ef858jbq7pcb3gfwite,0,73.8,69.4,2022-09-05T18:03:19.701Z,2022-09-05T18:51:38Z,3760925949,233,3,3760925881,56,Center,3760925883,286,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368797,4,1,1,0,20,6lzy9iiqoysvtdsgx719fng9n,0,32.9,27.1,2022-09-05T18:03:19.940Z,2022-09-05T18:03:22Z,3760925879,213,3.9,3760925877,212,3.3,3760925869,3,,3760925873,140,30.6,3760925871,56,Back,3760925875,141,23.9,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368849,10,50,1,0,28,dac758ef858jbq7pcb3gfwite,1,95.9,92.1,2022-09-05T18:03:27.986Z,2022-09-05T18:03:30Z,3760926185,56,Left,3760926229,233,5,3760926187,286,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368853,5,7,1,0,28,6lzy9iiqoysvtdsgx719fng9n,1,4.1,7.9,2022-09-05T18:03:27.987Z,2022-09-05T18:03:30Z,3760926201,167,,3760926205,285,,3760926223,233,10,3760926203,56,Back,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368855,6,6,1,0,30,6lzy9iiqoysvtdsgx719fng9n,0,0.9,6.7,2022-09-05T18:03:29.476Z,2022-09-05T18:03:32Z,3760926207,56,Back,3760926331,233,11,3760926235,73,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368863,11,6,1,0,30,dac758ef858jbq7pcb3gfwite,1,99.1,93.3,2022-09-05T18:03:29.476Z,2022-09-05T18:51:27Z,3760926285,56,Left,3760926287,73,,3760926289,233,6,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369013,12,1,1,0,52,dac758ef858jbq7pcb3gfwite,0,99.5,99.5,2022-09-05T18:03:51.683Z,2022-09-05T18:03:54Z,3760927119,212,25.0,3760927113,56,Center,3760927107,6,,3760927115,140,94.9,3760927109,155,,3760927121,213,4.5,3760927117,141,63.4,3760927111,223,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,3760927105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369021,7,12,1,0,55,6lzy9iiqoysvtdsgx719fng9n,1,4.1,43.1,2022-09-05T18:03:54.450Z,2022-09-05T18:03:56Z,3760927153,56,Back,3760927157,141,54.1,3760927161,213,0.7,3760927159,212,12.1,3760927155,140,13.2,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369061,8,12,1,0,56,6lzy9iiqoysvtdsgx719fng9n,1,14.5,55.3,2022-09-05T18:03:56.195Z,2022-09-05T18:04:04Z,3760927367,140,33.0,3760927373,213,5.8,3760927369,141,38.8,3760927371,212,22.4,3760927365,56,Back,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369081,13,2,1,1,1,dac758ef858jbq7pcb3gfwite,1,74.8,70.2,2022-09-05T18:04:00.436Z,2022-09-05T18:52:19Z,3760927467,3,,3760927469,56,Center,3760927473,141,69.7,3760927471,140,84.3,3760927465,7,ip62fljz9ng6sil4krcq8dm1,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369065,9,55,1,1,1,6lzy9iiqoysvtdsgx719fng9n,1,16,37,2022-09-05T18:04:00.437Z,2022-09-05T18:52:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369165,10,1,1,1,16,6lzy9iiqoysvtdsgx719fng9n,1,15.1,63.9,2022-09-05T18:04:15.988Z,2022-09-05T18:04:21Z,3760927971,140,4.9,3760927975,212,19.2,3760927965,5,,3760927967,241,,3760927977,213,4.1,3760927973,141,40.5,3760927969,56,Back,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369211,11,1,1,1,22,6lzy9iiqoysvtdsgx719fng9n,1,8.7,42.2,2022-09-05T18:04:21.491Z,2022-09-05T18:04:26Z,3760928201,212,48.9,3760928197,140,54.9,3760928193,155,,3760928205,1,,3760928199,141,33.1,3760928195,56,Center,3760928203,213,6.2,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369223,12,1,1,1,27,6lzy9iiqoysvtdsgx719fng9n,1,54.9,33.1,2022-09-05T18:04:26.835Z,2022-09-05T18:04:29Z,3760928263,213,2.6,3760928255,56,Back,3760928257,140,47.2,3760928261,212,9.6,3760928259,141,40.7,,,,,,,,,,6w6ewzxircqxk6dsrs1rvc8ru,L. Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456395841,441,1,1,1,28,6lzy9iiqoysvtdsgx719fng9n,1,47,49.2,2022-09-05T18:04:27.311Z,2022-09-05T18:53:05Z,3761077051,56,Back,3761077061,213,4.8,3761077049,155,,3761077055,141,29.4,3761077053,140,47.5,3761077059,212,13.5,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369249,13,1,1,1,29,6lzy9iiqoysvtdsgx719fng9n,1,47.2,40.7,2022-09-05T18:04:29.298Z,2022-09-05T18:53:27Z,3760928391,56,Back,3760928397,212,3.9,3760928389,3,,3760928395,141,38.8,3760928399,213,3.5,3760928393,140,43.7,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456370215,46,44,1,1,30,6lzy9iiqoysvtdsgx719fng9n,1,48.4,34.9,2022-09-05T18:04:29.943Z,2022-09-05T18:53:45Z,3760934065,56,Back,3760934067,285,,3760934069,233,14,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369239,14,44,1,1,30,dac758ef858jbq7pcb3gfwite,0,51.6,65.1,2022-09-05T18:04:29.944Z,2022-09-05T18:52:39Z,3760934085,233,46,3760928371,286,,3760928369,56,Center,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456396117,442,1,1,1,31,6lzy9iiqoysvtdsgx719fng9n,1,53.3,32.2,2022-09-05T18:04:30.311Z,2022-09-05T18:53:43Z,3761078349,56,Back,3761078357,213,2.6,3761078351,140,47.2,3761078353,141,38.0,3761078347,3,,3761078355,212,7.5,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369277,14,1,1,1,32,6lzy9iiqoysvtdsgx719fng9n,1,43.7,38.8,2022-09-05T18:04:31.731Z,2022-09-05T18:53:49Z,3760928557,212,51.2,3760928561,1,,3760928549,155,,3760928551,56,Left,3760928553,140,82.3,3760928559,213,0.7,3760928555,141,84.7,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369285,15,45,1,1,38,dac758ef858jbq7pcb3gfwite,0,14,17.8,2022-09-05T18:04:37.762Z,2022-09-05T18:04:41Z,3760928601,56,Back,3760928603,285,,3760928735,233,15,,,,,,,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369301,15,3,1,1,38,6lzy9iiqoysvtdsgx719fng9n,1,86,82.2,2022-09-05T18:04:37.762Z,2022-09-05T18:04:41Z,3760928683,286,,3760928681,56,Left,3760928685,233,15,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369313,16,3,1,1,41,6lzy9iiqoysvtdsgx719fng9n,0,84.2,73.1,2022-09-05T18:04:41.170Z,2022-09-05T18:04:42Z,3760928739,56,Center,3760928755,211,,3760928741,286,,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369367,16,12,1,1,45,dac758ef858jbq7pcb3gfwite,1,15.2,36.9,2022-09-05T18:04:44.483Z,2022-09-05T18:52:56Z,3760929017,56,Center,3760929021,141,46.3,3760929019,140,75.3,3760929025,213,0.1,3760929023,212,63.4,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369433,17,1,1,1,48,6lzy9iiqoysvtdsgx719fng9n,1,23.6,53.3,2022-09-05T18:04:47.763Z,2022-09-05T18:53:57Z,3760929463,56,Back,3760929469,212,14.2,3760929465,140,35.9,3760929467,141,44.6,3760929471,213,5.9,,,,,,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369455,18,1,1,1,57,6lzy9iiqoysvtdsgx719fng9n,1,32.1,34,2022-09-05T18:04:56.770Z,2022-09-05T18:04:59Z,3760929607,141,2.4,3760929609,212,27.9,3760929603,140,49.0,3760929599,56,Back,3760929611,213,5.4,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369463,19,1,1,1,59,6lzy9iiqoysvtdsgx719fng9n,1,48.9,3.3,2022-09-05T18:04:58.946Z,2022-09-05T18:05:00Z,3760929663,213,2.5,3760929655,56,Back,3760929657,140,43.7,3760929661,212,6.9,3760929659,141,9.5,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369471,20,1,1,2,0,6lzy9iiqoysvtdsgx719fng9n,1,43.7,9.5,2022-09-05T18:05:00.147Z,2022-09-05T18:05:01Z,3760929713,141,3.1,3760929717,213,3.4,3760929709,56,Back,3760929715,212,17.0,3760929711,140,28.0,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369547,21,1,1,2,2,6lzy9iiqoysvtdsgx719fng9n,1,28.8,4.2,2022-09-05T18:05:01.331Z,2022-09-05T18:05:12Z,3760930127,212,15.4,3760930121,56,Back,3760930129,213,2.1,3760930123,140,21.2,3760930125,141,23.6,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369569,22,1,1,2,13,6lzy9iiqoysvtdsgx719fng9n,1,25.3,45.5,2022-09-05T18:05:12.371Z,2022-09-05T18:05:14Z,3760930257,140,25.9,3760930259,141,76.2,3760930261,212,20.9,3760930263,213,1.5,3760930255,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369577,23,1,1,2,15,6lzy9iiqoysvtdsgx719fng9n,1,25.8,76.2,2022-09-05T18:05:14.626Z,2022-09-05T18:05:17Z,3760930323,212,25.3,3760930317,56,Back,3760930325,213,6.1,3760930319,140,49.3,3760930321,141,67.8,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369601,24,1,1,2,17,6lzy9iiqoysvtdsgx719fng9n,1,49,67,2022-09-05T18:05:17.234Z,2022-09-05T18:05:36Z,3760930457,140,26.1,3760930461,212,24.3,3760930459,141,62.1,3760930463,213,3.3,3760930455,56,Back,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369617,25,1,1,2,20,6lzy9iiqoysvtdsgx719fng9n,1,27.4,62.1,2022-09-05T18:05:20.162Z,2022-09-05T18:05:21Z,3760930565,212,14.0,3760930561,140,40.1,3760930559,56,Back,3760930563,141,56.0,3760930567,213,6.0,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369625,26,1,1,2,22,6lzy9iiqoysvtdsgx719fng9n,1,40.1,56,2022-09-05T18:05:21.666Z,2022-09-05T18:05:23Z,3760930613,140,30.3,3760930621,212,13.8,3760930623,213,3.9,3760930611,56,Back,3760930615,141,42.5,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369637,27,1,1,2,23,6lzy9iiqoysvtdsgx719fng9n,1,30.3,42.5,2022-09-05T18:05:22.963Z,2022-09-05T18:05:24Z,3760930709,56,Back,3760930713,141,17.6,3760930717,213,4.8,3760930715,212,16.9,3760930711,140,31.0,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369645,28,1,1,2,24,6lzy9iiqoysvtdsgx719fng9n,1,31,17.6,2022-09-05T18:05:23.986Z,2022-09-05T18:05:25Z,3760930771,212,11.5,3760930765,56,Back,3760930767,140,29.0,3760930769,141,34.2,3760930773,213,1.8,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369673,29,1,1,2,26,6lzy9iiqoysvtdsgx719fng9n,1,29.2,33.4,2022-09-05T18:05:25.746Z,2022-09-05T18:05:28Z,3760930889,56,Back,3760930895,212,12.9,3760930891,140,24.1,3760930893,141,16.2,3760930897,213,4.3,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369703,30,1,1,2,28,6lzy9iiqoysvtdsgx719fng9n,1,24.7,25.1,2022-09-05T18:05:27.922Z,2022-09-05T18:05:31Z,3760931025,56,Back,3760931031,212,34.8,3760931037,1,,3760931033,213,2.2,3760931027,140,6.1,3760931029,141,67.5,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369733,31,1,1,2,32,6lzy9iiqoysvtdsgx719fng9n,1,6,67.6,2022-09-05T18:05:31.394Z,2022-09-05T18:05:35Z,3760931221,213,0.7,3760931217,141,82.4,3760931215,140,17.8,3760931219,212,16.0,3760931213,56,Back,,,,,,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369783,32,1,1,2,37,6lzy9iiqoysvtdsgx719fng9n,1,22.1,81.8,2022-09-05T18:05:37.202Z,2022-09-05T18:05:42Z,3760931539,212,22.2,3760931533,56,Back,3760931541,213,4.9,3760931535,140,26.2,3760931537,141,49.7,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369809,33,1,1,2,43,6lzy9iiqoysvtdsgx719fng9n,1,35.8,52.9,2022-09-05T18:05:42.834Z,2022-09-05T18:05:46Z,3760931701,141,80.4,3760931697,56,Back,3760931705,213,1.4,3760931699,140,38.5,3760931703,212,18.9,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369839,34,1,1,2,46,6lzy9iiqoysvtdsgx719fng9n,1,31.4,74,2022-09-05T18:05:46.291Z,2022-09-05T18:05:49Z,3760931867,213,4.3,3760931863,141,52.1,3760931861,140,25.8,3760931859,56,Back,3760931865,212,16.0,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369851,35,1,1,2,49,6lzy9iiqoysvtdsgx719fng9n,1,28.5,57.1,2022-09-05T18:05:49.026Z,2022-09-05T18:05:50Z,3760931937,141,73.8,3760931935,140,24.9,3760931941,213,1.9,3760931933,56,Back,3760931939,212,12.0,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369891,36,1,1,2,51,6lzy9iiqoysvtdsgx719fng9n,1,24.8,72.9,2022-09-05T18:05:50.402Z,2022-09-05T18:05:56Z,3760932215,141,44.1,3760932211,56,Back,3760932213,140,6.2,3760932217,212,27.7,3760932219,213,3.9,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369907,37,1,1,2,57,6lzy9iiqoysvtdsgx719fng9n,1,6.2,43.4,2022-09-05T18:05:56.545Z,2022-09-05T18:05:59Z,3760932315,141,78.6,3760932323,213,1.2,3760932319,212,26.2,3760932305,56,Back,3760932311,140,16.4,,,,,,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
