id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2485845539,6,1,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,1,33,27.9,2022-11-14T19:02:01.561Z,2022-11-14T19:02:02Z,3917044977,212,20.7,3917044979,213,0.0,3917044973,140,52.7,3917044971,56,Center,3917044975,141,28.9,3917044981,1,,3917044969,157,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845553,7,1,1,0,11,bqm1bnp1bh2apyudlz1o1whr3,1,52.7,28.6,2022-11-14T19:02:02.857Z,2022-11-14T19:02:05Z,3917045019,213,5.0,3917045017,212,16.5,3917045007,3,,3917045013,140,57.8,3917045015,141,5.6,3917045011,56,Right,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845555,8,1,1,0,14,bqm1bnp1bh2apyudlz1o1whr3,0,63.6,4.1,2022-11-14T19:02:05.545Z,2022-11-14T19:02:18Z,3917045033,213,0.7,3917045029,141,9.4,3917045027,140,67.6,3917045025,56,Right,3917045031,212,5.5,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845559,6,49,1,0,15,ch82doz9w9t1sw9ae3a4ffh0j,1,27.5,93.5,2022-11-14T19:02:06.878Z,2022-11-14T19:02:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845573,7,1,1,0,16,ch82doz9w9t1sw9ae3a4ffh0j,0,27.1,95.6,2022-11-14T19:02:07.822Z,2022-11-14T19:02:10Z,3917045143,56,Back,3917045151,213,6.2,3917045147,141,94.4,3917045145,140,45.3,3917045141,155,,3917045149,212,19.1,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845583,9,44,1,0,18,bqm1bnp1bh2apyudlz1o1whr3,1,53.8,6.3,2022-11-14T19:02:10.174Z,2022-11-14T19:48:38Z,3917045201,56,Right,3917045209,233,8,3917045203,286,,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845577,8,44,1,0,18,ch82doz9w9t1sw9ae3a4ffh0j,0,46.2,93.7,2022-11-14T19:02:10.175Z,2022-11-14T19:02:11Z,3917045215,233,9,3917045167,56,Back,3917045169,285,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845599,10,1,1,0,19,bqm1bnp1bh2apyudlz1o1whr3,1,52.5,7.4,2022-11-14T19:02:11.146Z,2022-11-14T19:48:40Z,3917045323,141,1.1,3917045327,213,6.0,3917045317,3,,3917045319,56,Right,3917045321,140,69.0,3917045325,212,17.8,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845629,12,61,1,0,20,bqm1bnp1bh2apyudlz1o1whr3,0,68.7,1.1,2022-11-14T19:02:11.721Z,2022-11-14T19:02:29Z,3917045509,56,Right,,,,,,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845609,9,5,1,0,22,ch82doz9w9t1sw9ae3a4ffh0j,1,28.4,101.2,2022-11-14T19:02:14.046Z,2022-11-14T19:18:10Z,3917045381,56,Back,3917067617,233,11,3917045383,347,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845607,11,5,1,0,22,bqm1bnp1bh2apyudlz1o1whr3,0,71.6,-1.2,2022-11-14T19:02:14.046Z,2022-11-14T19:19:16Z,3917045377,56,Right,3917067625,233,9,3917045379,347,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845639,10,1,1,0,39,ch82doz9w9t1sw9ae3a4ffh0j,0,34,100,2022-11-14T19:02:31.358Z,2022-11-14T19:02:33Z,3917045583,56,Back,3917045591,213,5.8,3917045589,212,10.7,3917045581,107,,3917045587,141,93.8,3917045585,140,43.0,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845657,13,1,1,0,42,bqm1bnp1bh2apyudlz1o1whr3,1,56.7,5.2,2022-11-14T19:02:34.106Z,2022-11-14T19:02:36Z,3917045665,140,68.4,3917045667,141,26.7,3917045661,3,,3917045669,212,19.1,3917045671,213,0.9,3917045663,56,Center,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845661,14,49,1,0,44,bqm1bnp1bh2apyudlz1o1whr3,1,69.7,27.7,2022-11-14T19:02:36.138Z,2022-11-14T19:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845669,15,1,1,0,45,bqm1bnp1bh2apyudlz1o1whr3,0,69.7,27.7,2022-11-14T19:02:36.730Z,2022-11-14T19:49:03Z,3917045715,213,0.0,3917045711,141,27.7,3917045705,155,,3917045709,140,82.0,3917045713,212,12.9,3917045707,56,Center,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845673,11,12,1,0,46,ch82doz9w9t1sw9ae3a4ffh0j,1,14.7,58.4,2022-11-14T19:02:38.335Z,2022-11-14T19:02:39Z,3917045733,56,Back,3917045739,212,13.2,3917045737,141,72.3,3917045741,213,0.8,3917045747,15,,3917045735,140,23.5,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845675,12,49,1,0,48,ch82doz9w9t1sw9ae3a4ffh0j,1,23.2,72.9,2022-11-14T19:02:39.662Z,2022-11-14T19:02:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845685,13,1,1,0,50,ch82doz9w9t1sw9ae3a4ffh0j,1,19.9,82.2,2022-11-14T19:02:41.534Z,2022-11-14T19:02:43Z,3917045819,141,87.8,3917045817,140,30.9,3917045823,213,0.3,3917045815,56,Back,3917045821,212,12.2,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845693,14,1,1,0,51,ch82doz9w9t1sw9ae3a4ffh0j,1,31,87.8,2022-11-14T19:02:43.407Z,2022-11-14T19:02:46Z,3917045857,213,4.4,3917045855,212,10.9,3917045851,140,27.8,3917045849,56,Back,3917045853,141,72.5,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845703,15,1,1,0,54,ch82doz9w9t1sw9ae3a4ffh0j,1,34.7,69.6,2022-11-14T19:02:46.271Z,2022-11-14T19:02:50Z,3917045931,213,5.7,3917045927,141,48.7,3917045925,140,54.4,3917045929,212,25.1,3917045923,56,Center,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845729,16,1,1,0,58,ch82doz9w9t1sw9ae3a4ffh0j,1,62,41,2022-11-14T19:02:50.447Z,2022-11-14T19:02:58Z,3917046133,141,20.2,3917046129,140,79.1,3917046127,56,Right,3917046141,213,5.6,3917046137,212,22.9,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845733,17,1,1,1,7,ch82doz9w9t1sw9ae3a4ffh0j,0,96.9,25,2022-11-14T19:02:58.687Z,2022-11-14T19:02:59Z,3917046151,140,96.8,3917046157,213,1.6,3917046155,212,10.5,3917046149,56,Center,3917046153,141,40.4,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845741,16,12,1,1,7,bqm1bnp1bh2apyudlz1o1whr3,1,5,58.4,2022-11-14T19:02:59.291Z,2022-11-14T19:03:01Z,3917046219,140,11.7,3917046225,213,1.0,3917046221,141,73.9,3917046217,56,Back,3917046223,212,12.7,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845743,17,49,1,1,9,bqm1bnp1bh2apyudlz1o1whr3,1,12.4,74.7,2022-11-14T19:03:01.084Z,2022-11-14T19:49:18Z,,,,,,,,,,,,,,,,,,,,,,,,,avv12sgcucblnbfb790xovf8,R. van Bommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845747,18,1,1,1,10,bqm1bnp1bh2apyudlz1o1whr3,0,12.4,74.7,2022-11-14T19:03:01.532Z,2022-11-14T19:49:20Z,3917046241,56,Back,3917046245,141,42.4,3917046239,157,,3917046247,212,37.1,3917046249,213,5.7,3917046243,140,40.9,3917046251,1,,,,,avv12sgcucblnbfb790xovf8,R. van Bommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845759,18,61,1,1,11,ch82doz9w9t1sw9ae3a4ffh0j,0,62.3,59.9,2022-11-14T19:03:03.344Z,2022-11-14T19:03:03Z,3917046299,56,Center,,,,,,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845767,19,1,1,1,12,bqm1bnp1bh2apyudlz1o1whr3,1,47.9,45.8,2022-11-14T19:03:03.532Z,2022-11-14T19:03:06Z,3917046349,141,53.9,3917046347,140,44.9,3917046351,212,6.3,3917046353,213,2.1,3917046345,56,Back,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845787,20,1,1,1,17,bqm1bnp1bh2apyudlz1o1whr3,1,55.3,57.2,2022-11-14T19:03:08.507Z,2022-11-14T19:03:10Z,3917046463,140,64.8,3917046469,213,0.9,3917046465,141,74.5,3917046467,212,15.4,3917046461,56,Center,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845795,21,1,1,1,19,bqm1bnp1bh2apyudlz1o1whr3,1,79.6,69,2022-11-14T19:03:10.459Z,2022-11-14T19:03:13Z,3917046523,213,5.1,3917046519,141,46.9,3917046517,140,84.8,3917046515,56,Center,3917046521,212,16.0,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845799,22,61,1,1,21,bqm1bnp1bh2apyudlz1o1whr3,0,84.8,46.9,2022-11-14T19:03:12.972Z,2022-11-14T19:03:13Z,3917046539,56,Center,,,,,,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845803,19,49,1,1,21,ch82doz9w9t1sw9ae3a4ffh0j,1,13.5,32.3,2022-11-14T19:03:13.391Z,2022-11-14T19:12:43Z,,,,,,,,,,,,,,,,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845815,20,1,1,1,22,ch82doz9w9t1sw9ae3a4ffh0j,1,13.5,32.3,2022-11-14T19:03:13.472Z,2022-11-14T19:14:34Z,3917046629,140,22.0,3917046627,56,Back,3917046633,212,9.0,3917046631,141,34.3,3917046635,213,0.2,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845823,21,1,1,1,25,ch82doz9w9t1sw9ae3a4ffh0j,1,25.1,32.5,2022-11-14T19:03:17.264Z,2022-11-14T19:14:37Z,3917046673,56,Back,3917046679,212,5.7,3917046681,213,1.9,3917046675,140,23.3,3917046677,141,40.4,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845831,22,1,1,1,27,ch82doz9w9t1sw9ae3a4ffh0j,1,24.9,41.3,2022-11-14T19:03:19.232Z,2022-11-14T19:03:23Z,3917046743,213,1.0,3917046735,56,Back,3917046741,212,30.5,3917046737,140,40.5,3917046739,141,79.2,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845867,23,1,1,1,34,ch82doz9w9t1sw9ae3a4ffh0j,1,59.8,85.7,2022-11-14T19:03:25.713Z,2022-11-14T19:03:31Z,3917046951,212,14.4,3917046947,140,72.4,3917046949,141,94.1,3917046945,56,Left,3917046953,213,0.4,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845891,24,1,1,1,40,ch82doz9w9t1sw9ae3a4ffh0j,1,74.2,85.5,2022-11-14T19:03:31.744Z,2022-11-14T19:03:38Z,3917047083,56,Left,3917047091,213,2.5,3917047085,140,67.3,3917047087,141,93.6,3917047089,212,9.1,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845899,25,1,1,1,46,ch82doz9w9t1sw9ae3a4ffh0j,1,68.7,90.3,2022-11-14T19:03:38Z,2022-11-14T19:03:43Z,3917047143,140,58.0,3917047149,213,3.3,3917047145,141,87.9,3917047147,212,11.4,3917047141,56,Left,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845909,26,1,1,1,52,ch82doz9w9t1sw9ae3a4ffh0j,1,59.7,91.4,2022-11-14T19:03:43.520Z,2022-11-14T19:03:47Z,3917047211,140,39.1,3917047217,213,3.8,3917047215,212,26.6,3917047213,141,68.6,3917047207,56,Back,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845923,27,1,1,1,56,ch82doz9w9t1sw9ae3a4ffh0j,1,38.7,67.4,2022-11-14T19:03:47.521Z,2022-11-14T19:03:51Z,3917047307,56,Back,3917047309,140,41.8,3917047313,212,26.3,3917047311,141,29.0,3917047315,213,4.8,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845937,28,1,1,2,0,ch82doz9w9t1sw9ae3a4ffh0j,1,45.2,30.2,2022-11-14T19:03:51.681Z,2022-11-14T19:03:55Z,3917047371,56,Back,3917047375,141,50.3,3917047379,213,2.4,3917047377,212,20.0,3917047373,140,31.3,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845951,29,1,1,2,3,ch82doz9w9t1sw9ae3a4ffh0j,1,31,52.7,2022-11-14T19:03:55.089Z,2022-11-14T19:03:58Z,3917047445,212,40.5,3917047441,140,64.8,3917047439,56,Left,3917047447,213,0.5,3917047449,1,,3917047443,141,81.5,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845959,30,1,1,2,7,ch82doz9w9t1sw9ae3a4ffh0j,0,57.4,70.8,2022-11-14T19:03:58.657Z,2022-11-14T19:03:59Z,3917047503,213,4.7,3917047499,141,55.5,3917047501,212,10.4,3917047497,140,57.1,3917047491,56,Center,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845961,23,49,1,2,8,bqm1bnp1bh2apyudlz1o1whr3,1,39.4,39.2,2022-11-14T19:04:00.189Z,2022-11-14T19:04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845963,24,1,1,2,9,bqm1bnp1bh2apyudlz1o1whr3,1,39.4,39.2,2022-11-14T19:04:00.573Z,2022-11-14T19:04:04Z,3917047517,213,2.8,3917047511,140,12.0,3917047515,212,30.8,3917047513,141,55.2,3917047509,56,Back,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845971,25,1,1,2,12,bqm1bnp1bh2apyudlz1o1whr3,1,11.4,43.9,2022-11-14T19:04:04.429Z,2022-11-14T19:04:09Z,3917047563,212,13.4,3917047559,140,16.0,3917047557,56,Back,3917047565,213,5.1,3917047561,141,25.5,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845973,26,1,1,2,18,bqm1bnp1bh2apyudlz1o1whr3,1,25.1,30,2022-11-14T19:04:09.710Z,2022-11-14T19:04:13Z,3917047575,56,Back,3917047581,212,24.5,3917047577,140,26.4,3917047579,141,66.0,3917047583,213,1.5,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845981,27,1,1,2,22,bqm1bnp1bh2apyudlz1o1whr3,1,33.5,63,2022-11-14T19:04:13.678Z,2022-11-14T19:04:17Z,3917047629,141,32.2,3917047631,212,21.1,3917047635,213,4.9,3917047625,140,36.3,3917047623,56,Back,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845991,28,1,1,2,25,bqm1bnp1bh2apyudlz1o1whr3,1,39.2,21.3,2022-11-14T19:04:17.373Z,2022-11-14T19:04:20Z,3917047677,140,53.4,3917047679,141,1.7,3917047683,213,5.6,3917047675,56,Right,3917047681,212,20.0,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845993,29,61,1,2,28,bqm1bnp1bh2apyudlz1o1whr3,0,53.4,0.4,2022-11-14T19:04:19.965Z,2022-11-14T19:04:20Z,3917047687,56,Right,,,,,,,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
