id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2459292727,12,1,1,0,29,59t7flioj4w4mpwnrwbm0m8ck,0,7.9,52.2,2022-09-12T18:02:32.285Z,2022-09-12T18:02:36Z,3776459401,140,34.4,3776459397,155,,3776459399,56,Back,3776459405,212,33.3,3776459407,213,0.6,3776459409,1,,3776459403,141,79.0,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292731,4,49,1,0,33,6lzy9iiqoysvtdsgx719fng9n,1,63.6,8.9,2022-09-12T18:02:35.865Z,2022-09-12T18:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292773,5,1,1,0,36,6lzy9iiqoysvtdsgx719fng9n,1,82.4,2,2022-09-12T18:02:38.618Z,2022-09-12T18:02:40Z,3776459547,140,78.0,3776459549,141,11.7,3776459551,212,8.1,3776459553,213,2.2,3776459545,56,Right,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292789,6,1,1,0,38,6lzy9iiqoysvtdsgx719fng9n,1,78.4,13.4,2022-09-12T18:02:40.681Z,2022-09-12T18:02:42Z,3776459625,140,80.2,3776459631,213,1.4,3776459627,141,31.0,3776459629,212,12.1,3776459623,56,Center,,,,,,,,,,cxu054j55uj2s3p34rqfthch6,P. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292803,7,1,1,0,39,6lzy9iiqoysvtdsgx719fng9n,1,80.2,31,2022-09-12T18:02:41.930Z,2022-09-12T18:02:44Z,3776459697,56,Center,3776459699,140,65.5,3776459703,212,16.9,3776459701,141,41.0,3776459705,213,2.7,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292811,8,1,1,0,42,6lzy9iiqoysvtdsgx719fng9n,1,71.6,28.5,2022-09-12T18:02:44.698Z,2022-09-12T18:02:45Z,3776459743,213,3.7,3776459737,140,66.6,3776459739,141,23.9,3776459735,56,Center,3776459741,212,6.1,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292831,9,1,1,0,43,6lzy9iiqoysvtdsgx719fng9n,1,65.3,27,2022-09-12T18:02:45.721Z,2022-09-12T18:02:48Z,3776459851,56,Center,3776459857,212,11.9,3776459859,213,2.1,3776459853,140,59.2,3776459855,141,41.8,,,,,,,,,,cxu054j55uj2s3p34rqfthch6,P. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292847,10,1,1,0,46,6lzy9iiqoysvtdsgx719fng9n,1,64.2,45.1,2022-09-12T18:02:48.697Z,2022-09-12T18:03:32Z,3776459957,56,Center,3776459959,140,69.4,3776459963,212,5.5,3776459961,141,45.2,3776459965,213,0.0,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292855,11,1,1,0,49,6lzy9iiqoysvtdsgx719fng9n,1,73.4,46.3,2022-09-12T18:02:51.882Z,2022-09-12T18:03:29Z,3776459993,141,62.3,3776459997,213,1.2,3776459995,212,11.7,3776459989,56,Center,3776459991,140,77.4,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292861,12,1,1,0,50,6lzy9iiqoysvtdsgx719fng9n,1,77.4,62.3,2022-09-12T18:02:52.714Z,2022-09-12T18:02:55Z,3776460031,56,Left,3776460037,212,20.9,3776460039,213,0.8,3776460033,140,91.8,3776460035,141,83.6,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292865,13,1,1,0,52,6lzy9iiqoysvtdsgx719fng9n,1,91.5,83.5,2022-09-12T18:02:55.273Z,2022-09-12T18:02:56Z,3776460053,56,Center,3776460055,140,74.1,3776460061,213,3.7,3776460057,141,67.6,3776460059,212,21.2,,,,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292883,14,1,1,0,53,6lzy9iiqoysvtdsgx719fng9n,0,74.1,67.6,2022-09-12T18:02:56.218Z,2022-09-12T18:03:00Z,3776460191,213,6.2,3776460187,141,63.0,3776460189,212,23.8,3776460185,140,96.6,3776460183,56,Center,,,,,,,,,,cxu054j55uj2s3p34rqfthch6,P. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292889,13,52,1,0,58,59t7flioj4w4mpwnrwbm0m8ck,1,2.1,33.3,2022-09-12T18:03:00.621Z,2022-09-12T18:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293207,15,68,1,1,40,6lzy9iiqoysvtdsgx719fng9n,0,0,0,2022-09-12T18:03:43.231Z,2022-09-12T18:03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293233,14,68,1,1,43,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-12T18:03:46.126Z,2022-09-12T18:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293241,15,52,1,1,44,59t7flioj4w4mpwnrwbm0m8ck,1,12,45.7,2022-09-12T18:03:46.891Z,2022-09-12T18:03:47Z,,,,,,,,,,,,,,,,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293295,16,80,1,1,51,59t7flioj4w4mpwnrwbm0m8ck,0,7,46.9,2022-09-12T18:03:53.773Z,2022-09-12T18:03:53Z,,,,,,,,,,,,,,,,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293345,17,1,1,1,53,59t7flioj4w4mpwnrwbm0m8ck,1,7.3,41.2,2022-09-12T18:03:55.964Z,2022-09-12T18:03:59Z,3776462539,1,,3776462537,213,0.3,3776462527,155,,3776462529,56,Center,3776462533,141,66.1,3776462531,140,62.5,3776462535,212,60.4,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293357,18,44,1,1,57,59t7flioj4w4mpwnrwbm0m8ck,1,63.2,68.3,2022-09-12T18:03:59.836Z,2022-09-12T18:04:03Z,3776462603,286,,3776462691,233,16,3776462601,56,Center,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293363,16,44,1,1,57,6lzy9iiqoysvtdsgx719fng9n,0,36.8,31.7,2022-09-12T18:03:59.837Z,2022-09-12T18:04:03Z,3776462613,285,,3776462703,233,18,3776462611,56,Back,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293365,19,1,1,1,58,59t7flioj4w4mpwnrwbm0m8ck,0,62.7,65.7,2022-09-12T18:04:01.437Z,2022-09-12T20:16:46Z,3776462619,3,,3776462623,140,65.0,3776462625,141,64.0,3776462629,213,5.8,3776462621,56,Center,3776462627,212,2.7,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293373,17,61,1,2,0,6lzy9iiqoysvtdsgx719fng9n,1,36.6,29.1,2022-09-12T18:04:02.581Z,2022-09-12T18:04:02Z,3776462683,56,Back,,,,,,,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293393,18,12,1,2,1,6lzy9iiqoysvtdsgx719fng9n,1,29,6.2,2022-09-12T18:04:04.025Z,2022-09-12T18:04:05Z,3776462777,141,0.0,3776462801,167,,3776462779,212,7.2,3776462773,56,Back,3776462775,140,33.3,3776462781,213,5.4,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293395,19,5,1,2,2,6lzy9iiqoysvtdsgx719fng9n,0,27.4,-1.7,2022-09-12T18:04:04.931Z,2022-09-12T18:04:14Z,3776463139,233,20,3776462791,56,Back,3776462793,347,,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293453,20,5,1,2,2,59t7flioj4w4mpwnrwbm0m8ck,1,72.6,101.7,2022-09-12T18:04:04.931Z,2022-09-12T18:50:47Z,3776463129,233,19,3776463127,347,,3776463125,56,Left,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293461,21,1,1,2,11,59t7flioj4w4mpwnrwbm0m8ck,1,78.4,100,2022-09-12T18:04:13.708Z,2022-09-12T18:04:14Z,3776463181,212,5.9,3776463175,56,Left,3776463179,141,92.7,3776463183,213,4.7,3776463177,140,78.1,3776463173,107,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293469,22,1,1,2,12,59t7flioj4w4mpwnrwbm0m8ck,1,78.1,92.7,2022-09-12T18:04:14.764Z,2022-09-12T18:04:16Z,3776463245,141,96.3,3776463243,140,76.3,3776463241,56,Left,3776463247,212,3.1,3776463249,213,2.2,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293483,23,1,1,2,13,59t7flioj4w4mpwnrwbm0m8ck,0,76.3,96.3,2022-09-12T18:04:16.156Z,2022-09-12T18:04:19Z,3776463351,141,83.9,3776463349,140,89.2,3776463347,56,Left,3776463355,213,5.7,3776463345,155,,3776463353,212,16.0,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293489,20,49,1,2,16,6lzy9iiqoysvtdsgx719fng9n,1,6.3,10.9,2022-09-12T18:04:18.874Z,2022-09-12T18:07:56Z,,,,,,,,,,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293503,21,1,1,2,16,6lzy9iiqoysvtdsgx719fng9n,1,6.3,10.9,2022-09-12T18:04:19.002Z,2022-09-12T18:07:57Z,3776463431,213,6.2,3776463425,140,22.9,3776463429,212,17.5,3776463427,141,8.3,3776463423,56,Back,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293509,22,61,1,2,18,6lzy9iiqoysvtdsgx719fng9n,1,22.9,8.3,2022-09-12T18:04:21.129Z,2022-09-12T18:07:58Z,3776463451,56,Back,,,,,,,,,,,,,,,,,,,,,,cxu054j55uj2s3p34rqfthch6,P. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293521,23,1,1,2,19,6lzy9iiqoysvtdsgx719fng9n,0,22.2,11,2022-09-12T18:04:22.505Z,2022-09-12T18:08:00Z,3776463519,212,17.4,3776463517,141,7.4,3776463513,56,Back,3776463521,213,6.1,3776463515,140,38.6,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293549,24,1,1,2,20,59t7flioj4w4mpwnrwbm0m8ck,1,64.9,81.4,2022-09-12T18:04:22.764Z,2022-09-12T18:04:27Z,3776463697,141,88.4,3776463699,212,4.8,3776463693,56,Left,3776463701,213,1.4,3776463695,140,65.6,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293573,25,1,1,2,24,59t7flioj4w4mpwnrwbm0m8ck,1,64.3,92.6,2022-09-12T18:04:27.420Z,2022-09-12T18:04:29Z,3776463819,56,Left,3776463823,141,89.3,3776463825,212,2.2,3776463827,213,4.7,3776463821,140,64.2,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293585,26,1,1,2,25,59t7flioj4w4mpwnrwbm0m8ck,0,64.2,89.3,2022-09-12T18:04:28.436Z,2022-09-12T19:00:43Z,3776463885,212,3.5,3776463883,141,89.4,3776463879,140,67.5,3776463877,56,Left,3776463887,213,0.0,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293569,24,61,1,2,26,6lzy9iiqoysvtdsgx719fng9n,1,40.1,12.8,2022-09-12T18:04:29.321Z,2022-09-12T18:07:59Z,3776463815,56,Back,,,,,,,,,,,,,,,,,,,,,,cxu054j55uj2s3p34rqfthch6,P. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293619,25,1,1,2,28,6lzy9iiqoysvtdsgx719fng9n,1,30.2,10.6,2022-09-12T18:04:30.985Z,2022-09-12T18:08:01Z,3776464095,140,45.8,3776473411,3,,3776464099,212,17.2,3776464101,213,6.0,3776464097,141,3.1,3776464093,56,Back,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293621,26,49,1,2,30,6lzy9iiqoysvtdsgx719fng9n,1,45.8,3.1,2022-09-12T18:04:32.985Z,2022-09-12T18:04:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293719,27,4,1,2,34,6lzy9iiqoysvtdsgx719fng9n,1,43.8,5,2022-09-12T18:04:37.337Z,2022-09-12T18:04:53Z,3776464553,295,,3776464555,56,Back,3776464777,233,27,3776464559,286,,3776464557,152,,3776464551,13,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293695,27,4,1,2,34,59t7flioj4w4mpwnrwbm0m8ck,0,56.2,95,2022-09-12T18:04:37.338Z,2022-09-12T18:05:11Z,3776464449,56,Left,3776464447,13,,3776464451,152,,3776464751,285,,3776464937,295,,3776465053,233,27,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293773,28,1,1,2,44,6lzy9iiqoysvtdsgx719fng9n,1,41.1,2.2,2022-09-12T18:04:46.600Z,2022-09-12T18:04:48Z,3776464823,152,,3776464829,141,4.0,3776464833,213,3.0,3776464827,140,30.5,3776464831,212,11.2,3776464825,56,Back,3776464821,5,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293843,29,1,1,2,45,6lzy9iiqoysvtdsgx719fng9n,1,30.5,4,2022-09-12T18:04:48.201Z,2022-09-12T18:04:56Z,3776465231,141,18.8,3776465227,56,Back,3776465235,213,2.4,3776465229,140,19.5,3776465233,212,15.3,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293867,30,1,1,2,53,6lzy9iiqoysvtdsgx719fng9n,1,20.5,35.1,2022-09-12T18:04:56.216Z,2022-09-12T18:04:58Z,3776465393,140,9.0,3776465399,213,2.2,3776465397,212,20.5,3776465395,141,59.4,3776465391,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293883,31,1,1,2,55,6lzy9iiqoysvtdsgx719fng9n,1,9,59.4,2022-09-12T18:04:58.489Z,2022-09-12T18:04:59Z,3776465479,141,58.4,3776465477,140,23.6,3776465481,212,15.3,3776465475,56,Back,3776465485,213,6.2,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293911,32,1,1,2,57,6lzy9iiqoysvtdsgx719fng9n,1,23.6,58.4,2022-09-12T18:04:59.672Z,2022-09-12T18:05:02Z,3776465633,141,91.4,3776465635,212,22.8,3776465629,56,Back,3776465637,213,1.7,3776465631,140,20.0,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
