id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2521084227,6,1,1,0,18,dac758ef858jbq7pcb3gfwite,1,29.3,69.9,2023-03-17T19:01:36.152Z,2023-03-17T19:01:38Z,4102914421,212,15.5,4102914417,140,30.4,4102914423,213,1.5,4102914415,56,Back,4102914419,141,92.7,4102914413,3,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084231,7,49,1,0,21,dac758ef858jbq7pcb3gfwite,1,31.2,94.1,2023-03-17T19:01:38.761Z,2023-03-17T19:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084271,8,2,1,0,21,dac758ef858jbq7pcb3gfwite,1,31.3,94.2,2023-03-17T19:01:39.033Z,2023-03-17T19:01:51Z,4102914665,140,57.4,4102914663,56,Center,4102914667,141,73.6,4102915459,7,azt0ll196snbxy38eqw7mtln9,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084289,6,55,1,0,21,dnzj0iv5qtaemm9kthh9pos8q,1,27.7,4.8,2023-03-17T19:01:39.034Z,2023-03-17T19:07:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084273,9,43,1,0,24,dac758ef858jbq7pcb3gfwite,1,0,0,2023-03-17T19:01:41.746Z,2023-03-17T19:01:49Z,4102914681,56,Center,4102915269,144,61,,,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084611,7,1,1,0,45,dnzj0iv5qtaemm9kthh9pos8q,0,37.8,9.7,2023-03-17T19:02:02.903Z,2023-03-17T19:02:04Z,4102916383,141,75.0,4102916389,1,,4102916375,196,,4102916387,213,0.9,4102916373,155,,4102916379,56,Center,4102916385,212,57.6,4102916381,140,72.8,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,4102916369,5,4102916377,241,,,,,,,,,,,,,,,,,,,,,,,,,
2521084715,10,1,1,0,47,dac758ef858jbq7pcb3gfwite,0,27.6,25.9,2023-03-17T19:02:04.924Z,2023-03-17T19:02:10Z,4102916943,56,Right,4102916949,212,34.2,4102916951,213,5.7,4102916947,141,0.0,4102916945,140,54.7,4102916953,1,,4102916941,3,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084817,8,5,1,0,52,dnzj0iv5qtaemm9kthh9pos8q,1,43.6,101.6,2023-03-17T19:02:09.863Z,2023-03-17T19:02:16Z,4102917501,347,,4102917499,56,Back,4102917517,233,11,,,,,,,,,,,,,,,,5ffbqf6o50173uqvaefnce4gk,J. Mukeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084721,11,5,1,0,52,dac758ef858jbq7pcb3gfwite,0,56.4,-1.6,2023-03-17T19:02:09.863Z,2023-03-17T19:07:57Z,4102916969,347,,4102917545,233,8,4102916967,56,Right,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084855,9,1,1,0,58,dnzj0iv5qtaemm9kthh9pos8q,1,41.4,100,2023-03-17T19:02:16.023Z,2023-03-17T19:02:18Z,4102917711,56,Left,4102917709,107,,4102917715,141,91.6,4102917717,212,13.4,4102917719,213,5.8,4102917713,140,52.5,,,,,,,5ffbqf6o50173uqvaefnce4gk,J. Mukeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084865,10,1,1,1,0,dnzj0iv5qtaemm9kthh9pos8q,0,52.5,91.6,2023-03-17T19:02:17.815Z,2023-03-17T19:02:18Z,4102917755,56,Left,4102917763,213,0.6,4102917759,141,96.7,4102917761,212,6.5,4102917757,140,57.7,,,,,,,,,,1g9raiu2poutpdgjq7dmk4oru,T. van Leeuwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084935,12,1,1,1,3,dac758ef858jbq7pcb3gfwite,0,38.2,12.6,2023-03-17T19:02:20.713Z,2023-03-17T19:03:04Z,4102918109,1,,4102918103,141,13.7,4102918107,213,0.0,4102918097,157,,4102918105,212,29.6,4102918099,56,Right,4102918101,140,66.4,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084973,11,1,1,1,3,dnzj0iv5qtaemm9kthh9pos8q,1,24.7,93.4,2023-03-17T19:02:20.967Z,2023-03-17T19:02:23Z,4102918293,213,0.2,4102918285,56,Back,4102918287,140,34.0,4102918291,212,10.0,4102918289,141,96.3,4102918283,3,,,,,,,,cexuwvet4xiruf1jitkjjp7qi,M. Hilderink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085009,12,1,1,1,5,dnzj0iv5qtaemm9kthh9pos8q,0,34,96.3,2023-03-17T19:02:23.336Z,2023-03-17T19:02:32Z,4102918445,140,46.9,4102918441,3,,4102918449,212,14.0,4102918443,56,Back,4102918447,141,100.0,4102918451,213,0.2,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085087,13,5,1,1,7,dac758ef858jbq7pcb3gfwite,1,55.2,-1.6,2023-03-17T19:02:25.140Z,2023-03-17T19:07:57Z,4102918837,233,13,4102918809,56,Right,4102918811,347,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085021,13,5,1,1,7,dnzj0iv5qtaemm9kthh9pos8q,0,44.8,101.6,2023-03-17T19:02:25.140Z,2023-03-17T19:02:29Z,4102918495,347,,4102918857,233,13,4102918493,56,Back,,,,,,,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085231,14,1,1,1,11,dac758ef858jbq7pcb3gfwite,1,57.2,0,2023-03-17T19:02:28.713Z,2023-03-17T19:02:36Z,4102919467,1,,4102919455,56,Back,4102919457,140,36.5,4102919461,212,23.6,4102919465,213,2.7,4102919459,141,11.4,4102919453,107,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085281,15,1,1,1,19,dac758ef858jbq7pcb3gfwite,1,40.7,27.4,2023-03-17T19:02:36.840Z,2023-03-17T19:02:40Z,4102919763,56,Back,4102919769,212,29.3,4102919767,141,69.9,4102919771,213,1.7,4102919765,140,35.9,,,,,,,,,,afdwdm1rkz1ir3c0tukfh3jhm,S. Cestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085289,16,61,1,1,22,dac758ef858jbq7pcb3gfwite,0,38.4,82.1,2023-03-17T19:02:40.456Z,2023-03-17T19:02:57Z,4102919803,56,Back,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085335,14,4,1,1,22,dnzj0iv5qtaemm9kthh9pos8q,1,60,16.5,2023-03-17T19:02:40.457Z,2023-03-17T19:02:51Z,4102920455,13,,4102920459,265,,4102920125,56,Right,4102920815,233,17,4102920457,152,,4102920461,286,,,,,,,,au91rqig6uyyi1zdmlxydk38q,A. Allemeersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085461,17,4,1,1,22,dac758ef858jbq7pcb3gfwite,0,40,83.5,2023-03-17T19:02:40.458Z,2023-03-17T19:02:52Z,4102920777,56,Back,4102920781,265,,4102920821,233,14,4102920779,152,,4102920783,285,,4102920775,13,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085393,15,43,1,1,26,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-03-17T19:02:44.087Z,2023-03-17T19:02:53Z,4102920425,347,0,4102920887,144,5,4102920423,56,Right,,,,,,,,,,,,,,,,au91rqig6uyyi1zdmlxydk38q,A. Allemeersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085693,16,1,1,1,46,dnzj0iv5qtaemm9kthh9pos8q,0,59.6,3.8,2023-03-17T19:03:04.551Z,2023-03-17T19:03:07Z,4102922051,196,,4102922047,5,,4102922055,56,Center,4102922049,155,,4102922063,213,1.1,4102922057,140,79.3,4102922061,212,50.3,4102922065,1,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,4102922059,141,4102922053,152,71.3,,,,,,,,,,,,,,,,,,,,,,,,
2521085697,18,49,1,1,49,dac758ef858jbq7pcb3gfwite,1,22.2,37.1,2023-03-17T19:03:07.224Z,2023-03-17T19:03:07Z,,,,,,,,,,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085723,19,1,1,1,50,dac758ef858jbq7pcb3gfwite,1,23.5,32.4,2023-03-17T19:03:07.608Z,2023-03-17T19:03:09Z,4102922203,213,1.0,4102922197,140,33.7,4102922199,141,56.1,4102922193,56,Back,4102922201,212,19.4,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085747,20,1,1,1,51,dac758ef858jbq7pcb3gfwite,1,34.1,57.2,2023-03-17T19:03:09.400Z,2023-03-17T19:03:10Z,4102922301,213,3.6,4102922297,141,54.3,4102922295,140,30.5,4102922293,56,Back,4102922299,212,4.3,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085865,21,1,1,1,53,dac758ef858jbq7pcb3gfwite,1,30.9,54.8,2023-03-17T19:03:10.872Z,2023-03-17T19:03:18Z,4102922913,212,11.9,4102922915,213,5.9,4102922909,140,41.5,4102922907,56,Back,4102922911,141,48.8,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085903,22,1,1,2,0,dac758ef858jbq7pcb3gfwite,1,63.3,19.5,2023-03-17T19:03:18.408Z,2023-03-17T19:03:20Z,4102923109,56,Right,4102923115,212,6.0,4102923111,140,68.0,4102923113,141,14.4,4102923117,213,5.7,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085917,23,1,1,2,2,dac758ef858jbq7pcb3gfwite,0,81.7,4.9,2023-03-17T19:03:20.440Z,2023-03-17T19:03:21Z,4102923171,56,Center,4102923175,141,44.2,4102923177,212,27.4,4102923179,213,1.4,4102923167,2,,4102923173,140,87.4,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085991,17,12,1,2,4,dnzj0iv5qtaemm9kthh9pos8q,1,13.8,48.7,2023-03-17T19:03:21.670Z,2023-03-17T19:03:26Z,4102923559,213,1.2,4102923553,140,26.9,4102923555,141,97.4,4102923551,56,Back,4102923557,212,35.9,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085997,18,61,1,2,8,dnzj0iv5qtaemm9kthh9pos8q,0,26.9,97.4,2023-03-17T19:03:25.863Z,2023-03-17T19:03:26Z,4102923585,56,Back,,,,,,,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086037,24,1,1,2,10,dac758ef858jbq7pcb3gfwite,0,75.4,7.1,2023-03-17T19:03:27.720Z,2023-03-17T19:03:29Z,4102923807,1,,4102923795,155,,4102923803,212,36.0,4102923801,141,55.2,4102923799,140,89.7,4102923797,56,Center,4102923805,213,1.1,,,,afdwdm1rkz1ir3c0tukfh3jhm,S. Cestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086051,19,12,1,2,11,dnzj0iv5qtaemm9kthh9pos8q,1,11.7,45.6,2023-03-17T19:03:28.823Z,2023-03-17T19:03:30Z,4102923863,140,20.7,4102923869,213,1.1,4102923865,141,72.8,4102923861,56,Back,4102923867,212,20.8,4102923891,15,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086055,25,50,1,2,12,dac758ef858jbq7pcb3gfwite,1,76.8,27.1,2023-03-17T19:03:30.520Z,2023-03-17T19:03:32Z,4102923897,56,Center,4102924021,233,20,4102923899,286,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086071,20,7,1,2,12,dnzj0iv5qtaemm9kthh9pos8q,1,23.2,72.9,2023-03-17T19:03:30.521Z,2023-03-17T19:03:48Z,4102923997,233,25,4102923985,285,,4102923983,56,Back,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086101,21,61,1,2,17,dnzj0iv5qtaemm9kthh9pos8q,0,21.7,61.9,2023-03-17T19:03:34.579Z,2023-03-17T19:03:38Z,4102924157,56,Back,,,,,,,,,,,,,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086117,22,61,1,2,18,dnzj0iv5qtaemm9kthh9pos8q,1,27.2,68.1,2023-03-17T19:03:36.134Z,2023-03-17T19:03:36Z,4102924229,56,Back,,,,,,,,,,,,,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086155,26,1,1,2,21,dac758ef858jbq7pcb3gfwite,0,59.1,25.8,2023-03-17T19:03:38.696Z,2023-03-17T19:03:39Z,4102924421,141,27.3,4102924417,56,Center,4102924419,140,61.5,4102924425,213,0.4,4102924427,1,,4102924415,157,,4102924423,212,2.7,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086193,27,1,1,2,22,dac758ef858jbq7pcb3gfwite,1,59.9,19.2,2023-03-17T19:03:40.504Z,2023-03-17T19:03:42Z,4102924635,141,6.2,4102924631,56,Right,4102924639,213,4.8,4102924633,140,60.4,4102924637,212,8.9,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086221,28,1,1,2,24,dac758ef858jbq7pcb3gfwite,1,60.4,6.2,2023-03-17T19:03:42.488Z,2023-03-17T19:03:44Z,4102924779,212,15.6,4102924773,56,Back,4102924775,140,46.2,4102924777,141,13.1,4102924781,213,2.8,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086317,29,1,1,2,32,dac758ef858jbq7pcb3gfwite,1,61.4,8.6,2023-03-17T19:03:50.296Z,2023-03-17T19:03:52Z,4102925293,212,30.3,4102925285,155,,4102925287,56,Center,4102925295,213,1.0,4102925291,141,47.2,4102925289,140,75.9,4102925283,2,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086321,30,1,1,2,34,dac758ef858jbq7pcb3gfwite,0,81.6,49.3,2023-03-17T19:03:52.376Z,2023-03-17T19:03:53Z,4102925335,141,51.5,4102925333,140,87.8,4102925339,213,0.2,4102925337,212,6.7,4102925331,56,Center,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086323,23,52,1,2,35,dnzj0iv5qtaemm9kthh9pos8q,1,5,46.7,2023-03-17T19:03:53.222Z,2023-03-17T19:03:53Z,,,,,,,,,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086511,24,80,1,2,47,dnzj0iv5qtaemm9kthh9pos8q,0,13.4,38.3,2023-03-17T19:04:05.367Z,2023-03-17T19:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086659,25,1,1,2,50,dnzj0iv5qtaemm9kthh9pos8q,0,19.1,31.2,2023-03-17T19:04:07.911Z,2023-03-17T19:04:25Z,4102926983,212,47.5,4102926979,141,21.2,4102926973,56,Center,4102926985,213,6.1,4102926987,1,,4102926971,198,,4102926977,140,63.9,4102926969,157,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086665,31,1,1,2,53,dac758ef858jbq7pcb3gfwite,0,37.6,86.3,2023-03-17T19:04:11.352Z,2023-03-17T19:04:13Z,4102927017,56,Back,4102927021,141,71.4,4102927025,213,5.5,4102927019,140,46.8,4102927023,212,14.0,4102927015,3,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086707,26,1,1,2,56,dnzj0iv5qtaemm9kthh9pos8q,0,52.2,31,2023-03-17T19:04:14.343Z,2023-03-17T19:04:15Z,4102927219,3,,4102927225,141,28.3,4102927221,56,Center,4102927223,140,58.0,4102927229,213,6.0,4102927227,212,6.4,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086719,32,1,1,2,57,dac758ef858jbq7pcb3gfwite,0,40.5,70.5,2023-03-17T19:04:14.967Z,2023-03-17T19:04:17Z,4102927287,3,,4102927295,141,70.3,4102927289,56,Center,4102927293,140,55.5,4102927299,213,6.3,4102927297,212,15.8,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086747,27,1,1,2,59,dnzj0iv5qtaemm9kthh9pos8q,1,43.2,32.3,2023-03-17T19:04:17.335Z,2023-03-17T19:04:19Z,4102927405,141,18.6,4102927401,56,Back,4102927409,213,4.3,4102927403,140,39.1,4102927407,212,10.3,4102927399,3,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
