id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/14/value,assist,qualifier/16/value
2514652057,20,1,1,1,12,bqm1bnp1bh2apyudlz1o1whr3,1,96.2,100,2023-03-03T19:02:45.758Z,2023-03-03T19:02:48Z,4068847663,140,73.2,4068847671,1,,4068847669,213,3.3,4068847667,212,24.5,4068847659,107,,4068847665,141,95.3,4068847661,56,Left,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652063,21,3,1,1,14,bqm1bnp1bh2apyudlz1o1whr3,0,75.8,94,2023-03-03T19:02:48.206Z,2023-03-03T19:02:53Z,4068847701,56,Left,4068848077,233,15,4068847703,286,,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652125,15,7,1,1,14,cv5ftekuejf0ryxvd5h2my47r,1,24.2,6,2023-03-03T19:02:48.207Z,2023-03-03T19:02:53Z,4068848005,56,Back,4068848051,233,21,4068848007,285,,,,,,,,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652129,16,49,1,1,19,cv5ftekuejf0ryxvd5h2my47r,1,35.3,7.6,2023-03-03T19:02:53.009Z,2023-03-03T19:02:53Z,,,,,,,,,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652159,17,1,1,1,19,cv5ftekuejf0ryxvd5h2my47r,0,41.8,5.2,2023-03-03T19:02:53.473Z,2023-03-03T19:02:54Z,4068848223,141,62.9,4068848219,56,Back,4068848229,1,,4068848227,213,1.4,4068848225,212,39.7,4068848221,140,47.5,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652173,22,49,1,1,21,bqm1bnp1bh2apyudlz1o1whr3,1,60.2,33.3,2023-03-03T19:02:55.278Z,2023-03-03T19:02:55Z,,,,,,,,,,,,,,,,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652227,23,1,1,1,21,bqm1bnp1bh2apyudlz1o1whr3,1,60.2,33.3,2023-03-03T19:02:55.614Z,2023-03-03T19:02:59Z,4068848531,212,43.2,4068848527,140,19.9,4068848535,1,,4068848529,141,46.0,4068848533,213,2.9,4068848525,56,Back,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652273,24,1,1,1,25,bqm1bnp1bh2apyudlz1o1whr3,1,19.9,46,2023-03-03T19:02:59.181Z,2023-03-03T20:03:04Z,4068848777,213,6.0,4068848775,212,9.9,4068848771,140,28.9,4068848773,141,41.6,4068848767,56,Back,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652305,25,1,1,1,28,bqm1bnp1bh2apyudlz1o1whr3,1,31.2,35.4,2023-03-03T19:03:01.965Z,2023-03-03T19:03:05Z,4068848935,213,1.6,4068848927,56,Back,4068848931,141,65.5,4068848933,212,20.5,4068848929,140,31.3,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652327,26,1,1,1,31,bqm1bnp1bh2apyudlz1o1whr3,1,32.2,63.3,2023-03-03T19:03:04.974Z,2023-03-03T19:03:06Z,4068849057,141,27.3,4068849055,140,28.1,4068849061,213,4.5,4068849053,56,Back,4068849059,212,24.9,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652389,27,1,1,1,33,bqm1bnp1bh2apyudlz1o1whr3,1,28.1,27.3,2023-03-03T19:03:06.782Z,2023-03-03T19:03:10Z,4068849423,141,47.9,4068849419,56,Back,4068849427,213,2.2,4068849425,212,17.3,4068849421,140,18.5,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652417,28,1,1,1,36,bqm1bnp1bh2apyudlz1o1whr3,0,18.5,47.9,2023-03-03T19:03:10.095Z,2023-03-03T20:03:02Z,4068849543,141,16.4,4068849537,155,,4068849549,1,,4068849547,213,5.9,4068849539,56,Right,4068849545,212,52.9,4068849541,140,64.6,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652481,18,1,1,1,37,cv5ftekuejf0ryxvd5h2my47r,0,52.7,73.2,2023-03-03T19:03:11.545Z,2023-03-03T21:13:03Z,4068849891,56,Center,4068849899,213,6.0,4068849895,141,65.5,4068849897,212,19.5,4068849893,140,70.6,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652461,29,61,1,1,38,bqm1bnp1bh2apyudlz1o1whr3,1,40.1,17.7,2023-03-03T19:03:11.846Z,2023-03-03T20:03:13Z,4068849779,56,Back,,,,,,,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652489,19,43,1,1,42,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-03-03T19:03:16.225Z,2023-03-03T21:12:48Z,4068849929,286,0,4069394369,144,50,4068849927,56,Center,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652493,30,61,1,1,42,bqm1bnp1bh2apyudlz1o1whr3,0,27.3,19.5,2023-03-03T19:03:16.542Z,2023-03-03T19:03:16Z,4068849943,56,Back,,,,,,,,,,,,,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652587,20,1,1,1,47,cv5ftekuejf0ryxvd5h2my47r,0,70.6,65.5,2023-03-03T19:03:20.721Z,2023-03-03T19:03:22Z,4068850409,212,34.2,4068850413,1,,4068850403,56,Left,4068850405,140,98.7,4068850407,141,90.8,4068850411,213,0.5,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652593,31,12,1,1,49,bqm1bnp1bh2apyudlz1o1whr3,1,5.6,15.3,2023-03-03T19:03:22.767Z,2023-03-03T19:03:34Z,4068850463,212,11.4,4068850457,56,Back,4068850511,167,,4068850459,140,9.1,4068850465,213,5.0,4068850461,141,0.0,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652599,32,43,1,1,49,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-03T19:03:23.407Z,2023-03-03T19:03:29Z,4068850491,56,Back,4068851027,144,6,4068850493,73,0,,,,,,,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652723,21,5,1,1,57,cv5ftekuejf0ryxvd5h2my47r,1,94.2,101.2,2023-03-03T19:03:30.705Z,2023-03-03T20:03:05Z,4068851199,347,,4069112827,233,33,4068851197,56,Left,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652807,33,5,1,1,57,bqm1bnp1bh2apyudlz1o1whr3,0,5.8,-1.2,2023-03-03T19:03:30.705Z,2023-03-03T21:26:32Z,4068851605,347,,4069112833,233,21,4068851603,56,Back,,,,,,,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652923,22,1,1,1,59,cv5ftekuejf0ryxvd5h2my47r,1,94.9,100,2023-03-03T19:03:33.537Z,2023-03-03T21:32:38Z,4068852157,212,15.6,4068852153,140,80.2,4069112677,107,,4068852155,141,98.4,4068852159,213,3.3,4068852151,56,Left,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652929,23,61,1,2,9,cv5ftekuejf0ryxvd5h2my47r,0,78.2,98.4,2023-03-03T19:03:42.785Z,2023-03-03T19:03:43Z,4068852189,56,Left,,,,,,,,,,,,,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652949,24,5,1,2,10,cv5ftekuejf0ryxvd5h2my47r,0,79.4,101.7,2023-03-03T19:03:43.695Z,2023-03-03T21:26:32Z,4068852291,56,Left,4069397517,233,910,4068852293,347,,,,,,,,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514755125,910,5,1,2,10,bqm1bnp1bh2apyudlz1o1whr3,1,20.6,-1.7,2023-03-03T19:03:43.695Z,2023-03-03T21:14:30Z,4069399515,233,24,4069397485,56,Back,4069399481,347,,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653055,34,1,1,2,12,bqm1bnp1bh2apyudlz1o1whr3,1,20.3,0,2023-03-03T19:03:45.808Z,2023-03-03T21:14:02Z,4068852863,140,32.4,4068852867,212,14.6,4068852861,56,Back,4068852869,213,0.5,4069398045,107,,4068852865,141,9.4,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
