id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2442202769,8,10,1,0,18,eh54mfvjtrttgsg1wbjnvxcqz,1,1.8,49.4,2022-08-05T18:00:51.367Z,2022-08-05T18:54:21Z,3685590247,173,,3685746167,182,,3685590347,389,,3685590253,56,Back,3685590443,233,8,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202725,3,12,1,0,20,eh54mfvjtrttgsg1wbjnvxcqz,1,6.4,41.4,2022-08-05T18:00:54.119Z,2022-08-05T18:54:18Z,3685590081,141,9.8,3685590079,140,29.4,3685590077,56,Back,3685590083,212,32.3,3685590085,213,5.6,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202731,4,49,1,0,23,eh54mfvjtrttgsg1wbjnvxcqz,1,31.4,8.4,2022-08-05T18:00:56.838Z,2022-08-05T18:54:28Z,,,,,,,,,,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202743,5,1,1,0,23,eh54mfvjtrttgsg1wbjnvxcqz,1,31.4,8.4,2022-08-05T18:00:57.047Z,2022-08-05T18:54:29Z,3685590139,140,28.8,3685590143,212,4.1,3685590141,141,4.0,3685590145,213,4.0,3685590137,56,Back,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202749,6,1,1,0,25,eh54mfvjtrttgsg1wbjnvxcqz,0,28.8,4,2022-08-05T18:00:58.567Z,2022-08-05T18:54:36Z,3685590167,56,Back,3685590183,286,,3685590175,213,0.5,3685590179,233,9,3685590177,236,,3685590173,212,5.2,3685590169,140,33.2,3685590171,141,7.4,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202747,9,74,1,0,25,dvmw7d6jb38qvv7e6ziwu0vyr,1,72.8,86.3,2022-08-05T18:00:58.568Z,2022-08-05T18:54:57Z,3685590189,233,6,3685590165,285,,3685590163,56,Left,,,,,,,,,,,,,,,,coxuin3vr6nkynlvcsvzphjl6,Rodrigo Rêgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202767,7,5,1,0,26,eh54mfvjtrttgsg1wbjnvxcqz,1,31.9,-1.2,2022-08-05T18:00:59.710Z,2022-08-05T18:11:29Z,3685590255,233,10,3685590241,56,Back,3685590243,347,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202753,10,5,1,0,26,dvmw7d6jb38qvv7e6ziwu0vyr,0,68.1,101.2,2022-08-05T18:00:59.710Z,2022-08-05T18:01:02Z,3685590197,56,Left,3685590277,233,7,3685590199,347,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202873,9,1,1,0,45,eh54mfvjtrttgsg1wbjnvxcqz,0,31.8,0,2022-08-05T18:01:18.663Z,2022-08-05T18:01:20Z,3685590789,141,12.7,3685590791,212,15.7,3685590787,140,43.3,3685590793,213,0.7,3685590785,56,Back,3685590783,107,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202889,11,1,1,0,49,dvmw7d6jb38qvv7e6ziwu0vyr,0,58.6,75.4,2022-08-05T18:01:22.625Z,2022-08-05T18:55:25Z,3685590891,213,6.1,3685590881,140,72.8,3685590887,212,15.2,3685590873,3,,3685590883,141,70.9,3685590877,56,Center,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202905,10,4,1,0,52,eh54mfvjtrttgsg1wbjnvxcqz,1,34.5,26.2,2022-08-05T18:01:26.038Z,2022-08-05T18:01:29Z,3685590945,56,Back,3685591023,233,12,3685590949,286,,3685590947,152,,3685590943,295,,3685590941,13,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202919,12,4,1,0,52,dvmw7d6jb38qvv7e6ziwu0vyr,0,65.5,73.8,2022-08-05T18:01:26.039Z,2022-08-05T18:01:30Z,3685591019,152,,3685591045,285,,3685591015,295,,3685591041,233,10,3685591017,56,Center,3685591013,13,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202987,11,1,1,1,3,eh54mfvjtrttgsg1wbjnvxcqz,1,35.8,24.7,2022-08-05T18:01:37.222Z,2022-08-05T18:01:39Z,3685591335,141,55.6,3685591339,213,1.8,3685591323,152,,3685591319,5,,3685591337,212,21.8,3685591327,56,Back,3685591331,140,30.2,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203019,12,1,1,1,6,eh54mfvjtrttgsg1wbjnvxcqz,1,30.9,57.4,2022-08-05T18:01:39.398Z,2022-08-05T18:01:42Z,3685591465,213,1.3,3685591463,212,23.5,3685591459,140,36.0,3685591461,141,91.0,3685591457,56,Back,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203055,13,1,1,1,9,eh54mfvjtrttgsg1wbjnvxcqz,0,35.7,93.2,2022-08-05T18:01:42.310Z,2022-08-05T18:01:46Z,3685591679,213,6.1,3685591681,1,,3685591675,141,75.5,3685591671,56,Center,3685591669,155,,3685591673,140,89.2,3685591677,212,57.4,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203059,13,52,1,1,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,10,33.1,2022-08-05T18:01:47.166Z,2022-08-05T18:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203177,14,1,1,1,27,dvmw7d6jb38qvv7e6ziwu0vyr,0,13,44.2,2022-08-05T18:02:00.958Z,2022-08-05T18:02:06Z,3685592187,199,,3685592193,141,28.2,3685592195,212,45.9,3685592197,213,6.0,3685592189,56,Center,3685592191,140,55.5,3685592199,1,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203181,14,49,1,1,30,eh54mfvjtrttgsg1wbjnvxcqz,1,46.2,72.3,2022-08-05T18:02:04.167Z,2022-08-05T18:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203199,15,1,1,1,31,eh54mfvjtrttgsg1wbjnvxcqz,0,46.2,72.3,2022-08-05T18:02:04.487Z,2022-08-05T18:02:05Z,3685592331,141,100.0,3685592323,56,Left,3685592335,212,27.2,3685592327,140,64.0,3685592337,213,0.8,,,,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203293,15,5,1,1,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.6,-1.4,2022-08-05T18:02:05.501Z,2022-08-05T18:02:15Z,3685592813,233,16,3685592811,347,,3685592809,56,Back,,,,,,,,,,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203205,16,5,1,1,32,eh54mfvjtrttgsg1wbjnvxcqz,0,60.4,101.4,2022-08-05T18:02:05.501Z,2022-08-05T18:11:29Z,3685592359,56,Left,3685592841,233,15,3685592361,347,,,,,,,,,,,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203315,16,1,1,1,41,dvmw7d6jb38qvv7e6ziwu0vyr,0,37.2,0,2022-08-05T18:02:14.909Z,2022-08-05T18:02:19Z,3685592913,140,46.7,3685592917,212,12.0,3685592911,56,Back,3685592909,107,,3685592915,141,9.4,3685592919,213,0.6,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203309,17,8,1,1,44,eh54mfvjtrttgsg1wbjnvxcqz,1,55.9,85.1,2022-08-05T18:02:17.366Z,2022-08-05T18:04:57Z,3685592873,56,Left,,,,,,,,,,,,,,,,,,,,,,alzxtazwzkp6cy4igin4ht2vp,D. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203441,17,5,1,1,47,dvmw7d6jb38qvv7e6ziwu0vyr,1,40.5,-1,2022-08-05T18:02:20.846Z,2022-08-05T18:05:03Z,3685593641,56,Back,3685593643,347,,3685601325,233,24,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204853,24,5,1,1,47,eh54mfvjtrttgsg1wbjnvxcqz,0,59.5,101,2022-08-05T18:02:20.846Z,2022-08-05T18:11:29Z,3685601223,347,,3685601329,233,17,3685601221,56,Left,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203485,18,1,1,2,2,dvmw7d6jb38qvv7e6ziwu0vyr,1,37.3,0,2022-08-05T18:02:35.598Z,2022-08-05T18:02:40Z,3685593875,140,50.5,3685593879,212,19.3,3685593881,213,0.8,3685593873,56,Right,3685593877,141,19.2,3685593871,107,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203563,19,1,1,2,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,56.1,34.2,2022-08-05T18:02:39.982Z,2022-08-05T18:03:14Z,3685594267,56,Center,3685594273,212,24.6,3685594275,213,1.3,3685594269,140,63.1,3685595783,210,15,3685594271,141,68.7,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203529,18,45,1,2,10,eh54mfvjtrttgsg1wbjnvxcqz,0,19.7,33.4,2022-08-05T18:02:43.469Z,2022-08-05T18:55:55Z,3685594105,285,,3685594099,56,Back,3685598189,233,25,,,,,,,,,,,,,,,,alzxtazwzkp6cy4igin4ht2vp,D. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204283,25,3,1,2,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,80.3,66.6,2022-08-05T18:02:43.469Z,2022-08-05T18:55:55Z,3685598145,286,,3685598143,56,Center,3685598181,233,18,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203567,20,15,1,2,12,dvmw7d6jb38qvv7e6ziwu0vyr,1,87.7,61.1,2022-08-05T18:02:46.205Z,2022-08-05T18:03:14Z,3685594741,233,19,3685595797,146,92.1,3685595787,29,,3685595799,147,57.4,3685595789,55,19,3685594719,82,,3685594715,72,,3685595785,78,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,3685595795,103,19,3685594297,17,,3685595793,102,3685594295,22,,50.8,3685595801,230,94.7,3685595803,231,55.8,3685594299,56,Center,,,,,,,,,,,,
2442203585,19,10,1,2,13,eh54mfvjtrttgsg1wbjnvxcqz,1,11.7,43.4,2022-08-05T18:02:46.305Z,2022-08-05T18:02:56Z,3685594381,56,Back,3685594379,94,,3685594755,233,20,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203593,20,6,1,2,15,eh54mfvjtrttgsg1wbjnvxcqz,0,5.2,31.5,2022-08-05T18:02:48.830Z,2022-08-05T18:05:18Z,3685594469,233,21,3685594419,56,Back,3685594431,73,,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203595,21,6,1,2,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,94.8,68.5,2022-08-05T18:02:48.830Z,2022-08-05T18:02:50Z,3685594427,56,Center,3685594429,73,,3685594465,233,20,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203909,22,1,1,2,43,dvmw7d6jb38qvv7e6ziwu0vyr,1,99.5,99.5,2022-08-05T18:03:16.637Z,2022-08-05T18:07:35Z,3685596129,223,,3685596139,212,42.3,3685596639,154,,3685596143,1,,3685596117,2,,3685596141,213,4.4,3685596635,210,13,3685596135,140,86.5,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,1,3685596137,141,40.6,3685596121,6,,3685596133,56,3685596123,155,,Center,,,,,,,,,,,,,,,,,,,,,
2442203911,23,13,1,2,45,dvmw7d6jb38qvv7e6ziwu0vyr,1,86.5,40.6,2022-08-05T18:03:18.974Z,2022-08-05T18:03:29Z,3685596673,231,48.0,3685596665,103,83.3,3685596671,230,99.0,3685596669,328,,3685596667,108,,3685596653,29,,3685596659,55,22,3685596155,17,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,3685596327,20,,3685596663,102,42.2,3685596157,56,3685596325,25,,Center,3685596649,81,,3685596657,154,,,,,,,,,,,,,,,,
2442203933,21,5,1,2,46,eh54mfvjtrttgsg1wbjnvxcqz,1,-1.5,59.6,2022-08-05T18:03:20.158Z,2022-08-05T18:11:30Z,3685596261,233,24,3685596247,346,,3685596245,56,Back,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203915,24,5,1,2,46,dvmw7d6jb38qvv7e6ziwu0vyr,0,101.5,40.4,2022-08-05T18:03:20.158Z,2022-08-05T18:03:21Z,3685596179,346,,3685596265,233,21,3685596177,56,Center,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204315,22,27,1,3,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-08-05T18:03:33.511Z,2022-08-05T18:05:21Z,3685598323,53,7afaygi7b8fmxr885zaezaay1,3685598321,41,Injury,3685601997,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204367,26,27,1,3,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-08-05T18:03:33.511Z,2022-08-05T18:05:21Z,3685598551,41,Injury,3685598553,53,e0mrzdikm67yw88563zgovb6y,3685602003,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204849,23,43,1,4,26,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-08-05T18:04:59.782Z,2022-08-05T18:05:05Z,3685601201,55,22,3685601411,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205189,25,28,1,5,4,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-08-05T18:05:37.324Z,2022-08-05T18:56:08Z,3685622297,233,27,3685602985,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205133,27,28,1,5,4,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-08-05T18:05:37.324Z,2022-08-05T18:11:31Z,3685622317,233,25,3685602655,55,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205239,26,1,1,5,12,eh54mfvjtrttgsg1wbjnvxcqz,1,4.2,51.8,2022-08-05T18:05:45.813Z,2022-08-05T18:56:18Z,3685603261,56,Back,3685603275,237,,3685603263,140,19.6,3685603267,212,32.6,3685603271,1,,3685603269,213,1.1,3685603259,124,,3685603265,141,93.4,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205279,27,1,1,5,16,eh54mfvjtrttgsg1wbjnvxcqz,0,21.3,93,2022-08-05T18:05:49.413Z,2022-08-05T18:06:02Z,3685603449,1,,3685603437,155,,3685603445,212,57.8,3685603441,140,62.6,3685603439,56,Center,3685603447,213,5.6,3685603443,141,36.9,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205325,28,49,1,5,23,dvmw7d6jb38qvv7e6ziwu0vyr,1,46.8,93,2022-08-05T18:05:57.147Z,2022-08-05T18:57:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205359,29,1,1,5,24,dvmw7d6jb38qvv7e6ziwu0vyr,1,46.7,93,2022-08-05T18:05:57.420Z,2022-08-05T18:57:34Z,3685603897,56,Back,3685603905,213,3.3,3685603901,141,89.7,3685603903,212,12.4,3685603899,140,35.1,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442205409,30,1,1,5,27,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.4,88.1,2022-08-05T18:06:00.284Z,2022-08-05T18:06:03Z,3685604115,1,,3685604107,140,19.3,3685604111,212,34.1,3685604109,141,42.2,3685604113,213,4.3,3685604105,56,Back,,,,,,,coxuin3vr6nkynlvcsvzphjl6,Rodrigo Rêgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
