id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2478309057,9,1,1,0,28,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.3,31.6,2022-10-28T18:02:03.396Z,2022-10-28T18:02:06Z,3877477549,140,50.8,3877477557,212,25.4,3877477553,141,45.5,3877477559,213,0.4,3877477545,56,Center,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309099,10,1,1,0,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,45.4,32.8,2022-10-28T18:02:06.740Z,2022-10-28T18:02:10Z,3877477727,212,22.1,3877477723,140,56.9,3877477725,141,5.6,3877477729,213,5.3,3877477721,56,Right,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309135,11,1,1,0,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,58.4,4.9,2022-10-28T18:02:10.644Z,2022-10-28T18:07:03Z,3877477919,213,3.0,3877477911,56,Back,3877477915,141,9.2,3877477917,212,17.3,3877477913,140,42.2,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309193,12,1,1,0,38,dvmw7d6jb38qvv7e6ziwu0vyr,1,42.2,9.2,2022-10-28T18:02:12.868Z,2022-10-28T18:02:16Z,3877478249,212,22.0,3877478245,140,30.8,3877478243,56,Back,3877478247,141,36.3,3877478251,213,2.1,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309243,13,1,1,0,41,dvmw7d6jb38qvv7e6ziwu0vyr,1,30,40.3,2022-10-28T18:02:16.292Z,2022-10-28T18:02:21Z,3877478439,56,Back,3877478441,140,28.8,3877478443,141,78.5,3877478447,213,1.6,3877478445,212,26.0,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309255,14,1,1,0,46,dvmw7d6jb38qvv7e6ziwu0vyr,0,26.9,77.2,2022-10-28T18:02:21.300Z,2022-10-28T18:02:23Z,3877478513,141,24.6,3877478517,213,5.6,3877478515,212,56.7,3877478509,56,Center,3877478507,155,,3877478519,1,,3877478511,140,68.8,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309269,3,49,1,0,49,2xlnfgrl6r18ftv38unwp7h4s,1,29.2,88.4,2022-10-28T18:02:23.986Z,2022-10-28T18:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309283,4,1,1,0,50,2xlnfgrl6r18ftv38unwp7h4s,1,31.5,87.7,2022-10-28T18:02:25.264Z,2022-10-28T18:02:28Z,3877478641,141,71.7,3877478639,140,2.6,3877478637,56,Back,3877478645,213,3.5,3877478647,1,,3877478643,212,32.2,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309373,5,1,1,0,53,2xlnfgrl6r18ftv38unwp7h4s,1,2.7,71.7,2022-10-28T18:02:28.545Z,2022-10-28T18:02:37Z,3877479073,213,6.1,3877479065,56,Center,3877479067,140,54.1,3877479075,1,,3877479063,157,,3877479069,141,56.3,3877479071,212,55.0,,,,4u12cln8rmtkwlu5q36ypjl2i,N. Schiks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309383,6,44,1,1,0,2xlnfgrl6r18ftv38unwp7h4s,1,57.7,61,2022-10-28T18:02:35.635Z,2022-10-28T18:02:37Z,3877479103,286,,3877479105,233,15,3877479101,56,Center,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309351,15,44,1,1,0,dvmw7d6jb38qvv7e6ziwu0vyr,0,42.3,39,2022-10-28T18:02:35.636Z,2022-10-28T18:02:38Z,3877478997,285,,3877479133,233,6,3877478995,56,Back,,,,,,,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309397,7,1,1,1,1,2xlnfgrl6r18ftv38unwp7h4s,0,54.1,56.3,2022-10-28T18:02:36.424Z,2022-10-28T18:02:43Z,3877479185,1,,3877479163,3,,3877479171,140,73.0,3877479179,212,33.0,3877479175,141,95.0,3877479167,56,Left,3877479183,213,0.9,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309367,16,49,1,1,2,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.6,6.7,2022-10-28T18:02:36.836Z,2022-10-28T18:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309445,17,1,1,1,2,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.6,6.7,2022-10-28T18:02:36.948Z,2022-10-28T18:02:40Z,3877479417,213,0.0,3877479413,141,7.1,3877479409,56,Back,3877479415,212,8.8,3877479411,140,38.0,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309485,18,1,1,1,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,37.2,15.2,2022-10-28T18:02:40.788Z,2022-10-28T18:02:44Z,3877479613,213,1.9,3877479603,140,26.9,3877479601,56,Back,3877479609,212,30.4,3877479605,141,57.0,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309563,19,1,1,1,9,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.8,57.9,2022-10-28T18:02:44.404Z,2022-10-28T18:02:50Z,3877479949,141,90.9,3877479953,213,1.1,3877479945,56,Back,3877479947,140,37.7,3877479951,212,25.2,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309611,20,1,1,1,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,39,89,2022-10-28T18:02:50.084Z,2022-10-28T18:02:55Z,3877480207,141,83.6,3877480203,56,Back,3877480211,213,3.4,3877480205,140,23.7,3877480209,212,16.5,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309635,21,1,1,1,22,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.5,78.5,2022-10-28T18:02:57.252Z,2022-10-28T18:02:59Z,3877480415,213,0.0,3877480411,141,78.5,3877480409,140,51.4,3877480407,56,Center,3877480413,212,26.1,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309637,22,1,1,1,24,dvmw7d6jb38qvv7e6ziwu0vyr,1,51.4,78.5,2022-10-28T18:02:59.252Z,2022-10-28T18:03:00Z,3877480433,156,,3877480421,56,Back,3877480429,213,2.5,3877480425,141,91.5,3877480423,140,40.9,3877480427,212,14.1,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309879,23,1,1,1,26,dvmw7d6jb38qvv7e6ziwu0vyr,1,40.7,91.8,2022-10-28T18:03:00.980Z,2022-10-28T18:03:24Z,3877481749,213,6.1,3877481741,56,Left,3877481739,155,,3877481745,141,83.2,3877481743,140,73.2,3877481747,212,34.6,3877481751,1,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309973,25,61,1,1,31,dvmw7d6jb38qvv7e6ziwu0vyr,0,73.3,86.9,2022-10-28T18:03:06.341Z,2022-10-28T18:03:37Z,3877482289,56,Left,,,,,,,,,,,,,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309945,8,5,1,1,32,2xlnfgrl6r18ftv38unwp7h4s,1,23.8,-1.8,2022-10-28T18:03:07.058Z,2022-10-28T18:03:39Z,3877482139,347,,3877482137,56,Back,3877482707,233,24,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309913,24,5,1,1,32,dvmw7d6jb38qvv7e6ziwu0vyr,0,76.2,101.8,2022-10-28T18:03:07.058Z,2022-10-28T19:00:43Z,3877481987,347,,3877482733,233,8,3877481985,56,Left,,,,,,,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309967,9,1,1,1,55,2xlnfgrl6r18ftv38unwp7h4s,1,26.1,0,2022-10-28T18:03:30.272Z,2022-10-28T18:03:32Z,3877482261,140,21.2,3877482257,107,,3877482265,212,7.8,3877482259,56,Back,3877482263,141,7.3,3877482267,213,2.3,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309977,10,1,1,1,57,2xlnfgrl6r18ftv38unwp7h4s,0,21.2,7.3,2022-10-28T18:03:32.111Z,2022-10-28T18:04:16Z,3877482349,213,0.3,3877482341,56,Back,3877482339,157,,3877482345,141,15.8,3877482343,140,41.2,3877482351,1,,3877482347,212,21.8,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309985,26,8,1,1,59,dvmw7d6jb38qvv7e6ziwu0vyr,1,67.9,81.2,2022-10-28T18:03:34.244Z,2022-10-28T18:03:34Z,3877482439,15,,3877482421,56,Left,,,,,,,,,,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310051,11,1,1,2,1,2xlnfgrl6r18ftv38unwp7h4s,1,43.6,47.2,2022-10-28T18:03:36.527Z,2022-10-28T18:03:40Z,3877482785,56,Back,3877482793,212,26.8,3877482789,140,47.0,3877482791,141,86.2,3877482795,213,1.4,,,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310093,12,1,1,2,5,2xlnfgrl6r18ftv38unwp7h4s,1,65.2,92.4,2022-10-28T18:03:40.206Z,2022-10-28T18:03:44Z,3877483017,212,6.2,3877483013,140,70.0,3877483011,56,Left,3877483019,213,0.6,3877483015,141,97.8,,,,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310129,13,1,1,2,9,2xlnfgrl6r18ftv38unwp7h4s,1,65.8,93.5,2022-10-28T18:03:43.967Z,2022-10-28T18:03:47Z,3877483185,56,Left,3877483187,140,52.6,3877483191,212,14.3,3877483189,141,88.4,3877483193,213,3.4,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310139,14,1,1,2,12,2xlnfgrl6r18ftv38unwp7h4s,1,53.3,81.4,2022-10-28T18:03:47.167Z,2022-10-28T18:03:48Z,3877483229,140,59.8,3877483233,212,12.5,3877483231,141,66.0,3877483235,213,5.3,3877483227,56,Center,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310159,15,1,1,2,13,2xlnfgrl6r18ftv38unwp7h4s,1,59.8,66,2022-10-28T18:03:48.191Z,2022-10-28T18:03:49Z,3877483321,213,1.9,3877483319,212,11.7,3877483315,140,55.9,3877483317,141,82.1,3877483313,56,Left,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310189,16,1,1,2,14,2xlnfgrl6r18ftv38unwp7h4s,1,56,81.4,2022-10-28T18:03:49.262Z,2022-10-28T18:03:51Z,3877483505,213,4.2,3877483507,1,,3877483503,212,32.7,3877483497,56,Back,3877483499,140,41.9,3877483501,141,38.6,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310229,17,1,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,1,40.2,34.2,2022-10-28T18:03:51.823Z,2022-10-28T18:03:55Z,3877483705,212,23.8,3877483699,56,Right,3877483703,141,7.0,3877483707,213,5.4,3877483701,140,54.5,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310259,18,1,1,2,20,2xlnfgrl6r18ftv38unwp7h4s,1,42.8,11.6,2022-10-28T18:03:55.647Z,2022-10-28T18:03:59Z,3877483825,56,Back,3877483827,140,29.2,3877483831,212,22.7,3877483829,141,37.6,3877483833,213,2.3,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310275,19,1,1,2,24,2xlnfgrl6r18ftv38unwp7h4s,1,29.8,44.3,2022-10-28T18:03:59.102Z,2022-10-28T18:04:01Z,3877483945,141,75.4,3877483949,213,1.4,3877483941,56,Back,3877483947,212,21.3,3877483943,140,32.4,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310309,20,1,1,2,26,2xlnfgrl6r18ftv38unwp7h4s,0,33.4,77.8,2022-10-28T18:04:01.135Z,2022-10-28T18:04:03Z,3877484121,140,61.7,3877484125,212,30.8,3877484119,56,Left,3877484123,141,89.9,3877484127,213,0.3,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310331,27,8,1,2,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.6,10.1,2022-10-28T18:04:06.904Z,2022-10-28T18:04:07Z,3877484235,56,Back,,,,,,,,,,,,,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310337,28,49,1,2,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.6,10.1,2022-10-28T18:04:07.588Z,2022-10-28T18:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310363,29,1,1,2,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,47,13.7,2022-10-28T18:04:08.868Z,2022-10-28T18:04:10Z,3877484369,140,47.7,3877484373,212,2.0,3877484375,213,5.1,3877484371,141,11.0,3877484367,56,Back,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310373,30,1,1,2,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,44.8,4,2022-10-28T18:04:10.308Z,2022-10-28T18:04:12Z,3877484435,212,14.1,3877484433,141,9.2,3877484429,56,Back,3877484437,213,2.9,3877484431,140,31.8,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310455,31,1,1,2,37,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.4,9.5,2022-10-28T18:04:11.955Z,2022-10-28T18:04:18Z,3877484881,212,31.8,3877484873,140,28.9,3877484877,141,55.5,3877484885,213,1.8,3877484869,56,Back,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310539,32,1,1,2,44,dvmw7d6jb38qvv7e6ziwu0vyr,1,41.2,68.8,2022-10-28T18:04:18.852Z,2022-10-28T18:04:27Z,3877485401,141,95.1,3877485399,140,98.1,3877485397,56,Left,3877485405,213,0.3,3877485407,1,,3877485395,155,,3877485403,212,62.4,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310547,33,3,1,2,51,dvmw7d6jb38qvv7e6ziwu0vyr,0,98.1,95.3,2022-10-28T18:04:26.588Z,2022-10-28T18:27:40Z,3877485443,286,,3877485449,211,,3877485441,56,Left,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310535,21,49,1,2,52,2xlnfgrl6r18ftv38unwp7h4s,1,2.8,10.6,2022-10-28T18:04:26.863Z,2022-10-28T18:04:26Z,,,,,,,,,,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310595,22,1,1,2,53,2xlnfgrl6r18ftv38unwp7h4s,1,9.5,9.8,2022-10-28T18:04:28.383Z,2022-10-28T18:04:32Z,3877485687,56,Back,3877485691,141,4.7,3877485695,213,4.9,3877485689,140,10.0,3877485693,212,3.5,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
