id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2540221239,9,1,1,0,19,b94pf87be9ojdgnrs5mst80un,1,63.6,43.3,2023-04-28T18:02:44.477Z,2023-04-28T18:02:47Z,4232333461,141,28.7,4232333463,212,10.7,4232333465,213,4.3,4232333459,140,59.9,4232333457,56,Center,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221249,10,1,1,0,21,b94pf87be9ojdgnrs5mst80un,0,59.7,28.1,2023-04-28T18:02:46.941Z,2023-04-28T18:03:37Z,4232333493,56,Center,4232333499,212,6.2,4232333501,213,1.3,4232333497,141,36.8,4232333599,233,3,4232333495,140,61.5,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221275,3,61,1,0,22,e8hiwrw6ocxm5iht6sp7jiv19,1,38.9,66.8,2023-04-28T18:02:48.331Z,2023-04-28T18:42:01Z,4232333589,56,Back,,,,,,,,,,,,,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221291,11,1,1,0,23,b94pf87be9ojdgnrs5mst80un,1,62.9,52.8,2023-04-28T18:02:49.165Z,2023-04-28T18:02:51Z,4232333685,140,66.1,4232333691,213,1.4,4232333687,141,91.4,4232333683,56,Left,4232333689,212,26.5,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221367,12,1,1,0,26,b94pf87be9ojdgnrs5mst80un,1,66.6,91.5,2023-04-28T18:02:51.485Z,2023-04-28T18:02:57Z,4232334055,212,19.7,4232334057,213,0,4232334049,56,Left,4232334053,141,91.5,4232334051,140,85.4,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221379,13,1,1,0,31,b94pf87be9ojdgnrs5mst80un,0,97.7,92.6,2023-04-28T18:02:57.357Z,2023-04-28T18:02:58Z,4232334105,140,96.7,4232334111,213,1.7,4232334103,56,Left,4232334109,212,6.1,4232334107,141,100.0,,,,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221551,4,5,1,0,32,e8hiwrw6ocxm5iht6sp7jiv19,1,2.8,-1.3,2023-04-28T18:02:57.982Z,2023-04-28T18:42:00Z,4232335011,233,14,4232334991,347,,4232334989,56,Back,,,,,,,,,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221385,14,5,1,0,32,b94pf87be9ojdgnrs5mst80un,0,97.2,101.3,2023-04-28T18:02:57.982Z,2023-04-28T18:03:15Z,4232334137,347,,4232335033,233,4,4232334135,56,Left,,,,,,,,,,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221567,5,1,1,0,49,e8hiwrw6ocxm5iht6sp7jiv19,1,3.2,0,2023-04-28T18:03:15.063Z,2023-04-28T18:03:16Z,4232335063,213,0.5,4232335055,56,Back,4232335057,140,14.5,4232335061,212,13.2,4232335059,141,6.8,4232335053,107,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221583,6,1,1,0,50,e8hiwrw6ocxm5iht6sp7jiv19,1,14.4,6.3,2023-04-28T18:03:16.375Z,2023-04-28T18:04:20Z,4232335133,213,3.6,4232335125,140,10.4,4232335127,141,3.1,4232335123,56,Back,4232335129,212,4.7,,,,,,,,,,7c58hgy3g9gntpuqf5w5hpvu2,M. Sellouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221599,7,1,1,0,51,e8hiwrw6ocxm5iht6sp7jiv19,0,10.4,3.1,2023-04-28T18:03:17.223Z,2023-04-28T18:03:20Z,4232335201,1,,4232335189,155,,4232335199,213,0.0,4232335193,140,42.0,4232335195,141,3.4,4232335197,212,33.2,4232335191,56,Back,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221609,15,44,1,0,53,b94pf87be9ojdgnrs5mst80un,1,55.8,93.8,2023-04-28T18:03:18.526Z,2023-04-28T18:03:19Z,4232335239,56,Left,4232335241,286,,4232335243,233,8,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221607,8,44,1,0,53,e8hiwrw6ocxm5iht6sp7jiv19,0,44.2,6.2,2023-04-28T18:03:18.527Z,2023-04-28T18:03:20Z,4232335329,233,15,4232335233,56,Back,4232335235,285,,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221615,16,1,1,0,53,b94pf87be9ojdgnrs5mst80un,0,53.6,90.9,2023-04-28T18:03:19.021Z,2023-04-28T18:03:20Z,4232335275,56,Left,4232335285,213,5.9,4232335279,141,86.0,4232335273,3,,4232335281,212,8.3,4232335277,140,60.8,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221621,9,61,1,0,54,e8hiwrw6ocxm5iht6sp7jiv19,1,41.9,3.4,2023-04-28T18:03:19.406Z,2023-04-28T18:03:20Z,4232335313,56,Back,,,,,,,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221653,17,49,1,0,56,b94pf87be9ojdgnrs5mst80un,1,56.5,92.4,2023-04-28T18:03:22.270Z,2023-04-28T18:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221715,18,1,1,0,57,b94pf87be9ojdgnrs5mst80un,1,56.5,92.4,2023-04-28T18:03:22.462Z,2023-04-28T18:03:27Z,4232335789,141,57.5,4232335793,213,4.1,4232335787,140,39.7,4232335791,212,29.6,4232335785,56,Back,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221747,19,1,1,1,1,b94pf87be9ojdgnrs5mst80un,1,39,54.9,2023-04-28T18:03:27.214Z,2023-04-28T18:03:29Z,4232335939,56,Left,4232335945,212,36.1,4232335937,155,,4232335943,141,97.1,4232335941,140,59.8,4232335949,1,,4232335947,213,0.9,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221801,20,1,1,1,4,b94pf87be9ojdgnrs5mst80un,1,60.3,96.5,2023-04-28T18:03:29.822Z,2023-04-28T18:03:33Z,4232336229,212,14.5,4232336223,56,Back,4232336227,141,91.1,4232336225,140,46.9,4232336231,213,3.4,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221857,21,1,1,1,8,b94pf87be9ojdgnrs5mst80un,1,49.3,89.3,2023-04-28T18:03:33.437Z,2023-04-28T18:03:38Z,4232336521,141,47.8,4232336525,213,4.0,4232336517,56,Back,4232336523,212,37.1,4232336529,1,,4232336519,140,26.3,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221895,22,1,1,1,13,b94pf87be9ojdgnrs5mst80un,1,24.9,45.2,2023-04-28T18:03:38.846Z,2023-04-28T18:59:56Z,4232336739,141,31.0,4232336745,213,5.3,4232336737,140,30.7,4232336741,212,11.4,4232336735,56,Back,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221905,23,1,1,1,16,b94pf87be9ojdgnrs5mst80un,1,30,30.8,2023-04-28T18:03:42.045Z,2023-04-28T18:03:43Z,4232336785,212,16.3,4232336781,140,36.4,4232336783,141,8.9,4232336787,213,5.1,4232336779,56,Back,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221937,24,1,1,1,17,b94pf87be9ojdgnrs5mst80un,0,35.9,7.6,2023-04-28T18:03:43.261Z,2023-04-28T18:03:45Z,4232336931,56,Center,4232336933,140,55.8,4232336939,213,0.7,4232336937,212,26.7,4232336935,141,32.0,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221965,10,61,1,1,21,e8hiwrw6ocxm5iht6sp7jiv19,1,39,70.4,2023-04-28T18:03:47.075Z,2023-04-28T18:53:11Z,4232337043,56,Back,,,,,,,,,,,,,,,,,,,,,,9oajgqqc9gkgbcz090it0tlhw,F. van Breemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221987,11,1,1,1,22,e8hiwrw6ocxm5iht6sp7jiv19,0,32.2,71.2,2023-04-28T18:03:48.071Z,2023-04-28T18:53:18Z,4232337179,213,0.4,4232337173,140,60.0,4232546685,157,,4232337171,56,Left,4232546693,1,,4232337177,212,31.9,4232337175,141,90.0,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221997,25,8,1,1,24,b94pf87be9ojdgnrs5mst80un,1,31.6,15.1,2023-04-28T18:03:49.839Z,2023-04-28T18:03:50Z,4232337205,56,Back,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222185,12,5,1,1,25,e8hiwrw6ocxm5iht6sp7jiv19,1,64.5,101.8,2023-04-28T18:03:51.101Z,2023-04-28T18:42:00Z,4232338225,233,26,4232338191,56,Left,4232338193,347,,,,,,,,,,,,,,,,,9oajgqqc9gkgbcz090it0tlhw,F. van Breemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222023,26,5,1,1,25,b94pf87be9ojdgnrs5mst80un,0,35.5,-1.8,2023-04-28T18:03:51.101Z,2023-04-28T18:04:05Z,4232338233,233,12,4232337367,347,,4232337365,56,Back,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222205,13,1,1,1,39,e8hiwrw6ocxm5iht6sp7jiv19,1,61.8,100,2023-04-28T18:04:04.392Z,2023-04-28T18:04:05Z,4232338331,212,8.5,4232338325,140,60.1,4232338335,213,4.5,4232338327,141,89.8,4232338321,107,,4232338323,56,Left,,,,,,,eybrr6zz7x6d1ftc7u4vphn85,R. Kishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222221,14,1,1,1,40,e8hiwrw6ocxm5iht6sp7jiv19,0,60.1,90.2,2023-04-28T18:04:05.751Z,2023-04-28T18:04:10Z,4232338409,141,93.2,4232338411,212,2.0,4232338413,213,1.6,4232338407,140,60.0,4232338405,56,Left,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222245,27,49,1,1,42,b94pf87be9ojdgnrs5mst80un,1,45.1,4,2023-04-28T18:04:08.030Z,2023-04-28T18:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222371,28,4,1,1,46,b94pf87be9ojdgnrs5mst80un,1,68.6,9.4,2023-04-28T18:04:11.974Z,2023-04-28T18:05:11Z,4232339147,233,15,4232339129,286,,4232339127,152,,4232339121,13,,4232339125,56,Right,4232342585,265,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222325,15,4,1,1,46,e8hiwrw6ocxm5iht6sp7jiv19,0,31.4,90.6,2023-04-28T18:04:11.975Z,2023-04-28T18:04:42Z,4232338907,152,,4232338901,13,,4232338905,56,Back,4232338909,285,,4232340935,265,,4232339155,233,28,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222799,29,1,1,2,22,b94pf87be9ojdgnrs5mst80un,1,72.9,4.3,2023-04-28T18:04:47.454Z,2023-04-28T18:04:52Z,4232341469,5,,4232341479,141,56.9,4232341471,155,,4232341483,213,1.1,4232341475,56,Center,4232341473,152,,4232341481,212,39.7,4232341485,1,,8im7pgnph2au11blma5pewe09,M. Kaars,4232341477,140,89.2,4232341467,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222803,30,1,1,2,25,b94pf87be9ojdgnrs5mst80un,0,90.2,61.7,2023-04-28T18:04:51.317Z,2023-04-28T18:42:04Z,4232341509,213,4.3,4232341503,140,89.1,4232341501,56,Center,4232341507,212,3.2,4232341505,141,57.3,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222831,16,12,1,2,26,e8hiwrw6ocxm5iht6sp7jiv19,1,9.8,41,2023-04-28T18:04:51.958Z,2023-04-28T18:04:54Z,4232341645,56,Back,4232341655,213,5.1,4232341649,141,36.4,4232341653,212,3.4,4232341647,140,11.0,,,,,,,,,,9oajgqqc9gkgbcz090it0tlhw,F. van Breemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540260697,435,61,1,2,28,e8hiwrw6ocxm5iht6sp7jiv19,1,9.8,35,2023-04-28T18:04:53.378Z,2023-04-28T18:53:58Z,4232549251,56,Back,,,,,,,,,,,,,,,,,,,,,,9oajgqqc9gkgbcz090it0tlhw,F. van Breemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222835,17,43,1,2,29,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-04-28T18:04:54.429Z,2023-04-28T18:54:06Z,4232341669,56,Back,4232549731,144,61,,,,,,,,,,,,,,,,,,,7c58hgy3g9gntpuqf5w5hpvu2,M. Sellouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222847,31,61,1,2,30,b94pf87be9ojdgnrs5mst80un,0,87.1,69.3,2023-04-28T18:04:55.613Z,2023-04-28T18:04:55Z,4232341715,56,Center,,,,,,,,,,,,,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222851,18,49,1,2,30,e8hiwrw6ocxm5iht6sp7jiv19,1,13.9,33.9,2023-04-28T18:04:55.815Z,2023-04-28T18:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,7c58hgy3g9gntpuqf5w5hpvu2,M. Sellouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222877,19,12,1,2,31,e8hiwrw6ocxm5iht6sp7jiv19,1,13.9,33.9,2023-04-28T18:04:56.727Z,2023-04-28T18:04:58Z,4232341849,56,Back,4232341857,213,0.0,4232341851,140,41.9,4232341853,141,36.0,4232341855,212,29.4,,,,,,,,,,7c58hgy3g9gntpuqf5w5hpvu2,M. Sellouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222887,32,1,1,2,32,b94pf87be9ojdgnrs5mst80un,1,61.5,59.6,2023-04-28T18:04:58.078Z,2023-04-28T18:09:01Z,4232341883,56,Left,4232341889,212,17.4,4232341887,141,80.6,4232341891,213,1.0,4232341881,3,,4232341885,140,70.9,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222891,33,49,1,2,33,b94pf87be9ojdgnrs5mst80un,1,59.4,63.6,2023-04-28T18:04:58.883Z,2023-04-28T18:04:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222931,34,1,1,2,33,b94pf87be9ojdgnrs5mst80un,1,59.4,63.8,2023-04-28T18:04:59.150Z,2023-04-28T18:05:03Z,4232342109,141,91.4,4232342117,213,1.1,4232342113,212,20.6,4232342101,56,Left,4232342105,140,67.6,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222937,35,3,1,2,37,b94pf87be9ojdgnrs5mst80un,0,65.9,91.4,2023-04-28T18:05:02.989Z,2023-04-28T18:05:04Z,4232342141,286,,4232342197,233,21,4232342139,56,Left,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222943,21,7,1,2,37,e8hiwrw6ocxm5iht6sp7jiv19,1,34.1,8.6,2023-04-28T18:05:02.990Z,2023-04-28T18:54:23Z,4232342185,233,35,4232342153,56,Back,4232342151,167,,4232342155,285,,,,,,,,,,,,,,7c58hgy3g9gntpuqf5w5hpvu2,M. Sellouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540223217,22,5,1,2,38,e8hiwrw6ocxm5iht6sp7jiv19,0,29,-1.2,2023-04-28T18:05:04.278Z,2023-04-28T18:13:24Z,4232378939,233,36,4232343569,347,,4232343567,56,Back,,,,,,,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540223013,36,5,1,2,38,b94pf87be9ojdgnrs5mst80un,1,71,101.2,2023-04-28T18:05:04.278Z,2023-04-28T18:42:00Z,4232378929,233,22,4232342575,56,Left,4232342577,347,,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
