id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist
2448081929,6,4,1,0,9,zjawy6qdzk3y69v5pa3zl2cb,1,33,43.3,2022-08-19T18:02:48.341Z,2022-08-19T18:49:33Z,3716855721,152,,3716856467,285,,3716855719,56,Back,3716855717,13,,3716856477,233,6,3716855723,265,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081789,6,4,1,0,9,bk5ltsueqmeng29eovd8m2tml,0,67,56.7,2022-08-19T18:02:48.342Z,2022-08-19T18:49:45Z,3716854931,56,Center,3717042815,265,,3716856287,13,,3716856343,233,6,3716856291,152,,3716856499,286,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082185,7,1,1,0,32,zjawy6qdzk3y69v5pa3zl2cb,1,36.8,47.4,2022-08-19T18:03:11.973Z,2022-08-19T18:03:12Z,3716856995,212,8.2,3716856985,5,,3716856989,56,Back,3716856993,141,47.4,3716856991,140,29.0,3716856997,213,3.1,3716856987,152,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082225,8,1,1,0,33,zjawy6qdzk3y69v5pa3zl2cb,1,29,47.4,2022-08-19T18:03:12.876Z,2022-08-19T18:03:15Z,3716857203,141,27.8,3716857199,56,Back,3716857201,140,32.4,3716857207,213,5.0,3716857205,212,13.8,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082269,9,1,1,0,36,zjawy6qdzk3y69v5pa3zl2cb,1,27.4,26.4,2022-08-19T18:03:15.556Z,2022-08-19T18:03:18Z,3716857415,141,37.1,3716857419,213,2.8,3716857413,140,4.7,3716857411,56,Back,3716857417,212,24.9,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082369,10,1,1,0,39,zjawy6qdzk3y69v5pa3zl2cb,1,4.7,37.1,2022-08-19T18:03:18.084Z,2022-08-19T18:03:25Z,3716857979,140,71.9,3716857983,212,73.0,3716857985,213,6.0,3716857987,1,,3716857977,56,Right,3716857975,157,,3716857981,141,9.6,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082371,11,1,1,0,46,zjawy6qdzk3y69v5pa3zl2cb,0,85.1,7.6,2022-08-19T18:03:25.068Z,2022-08-19T18:50:09Z,3716858003,141,45.0,3716857995,2,,3716858007,213,1.2,3716858001,140,93.2,3716857997,155,,3716857999,56,Center,3716858005,212,26.8,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082425,7,61,1,0,49,bk5ltsueqmeng29eovd8m2tml,1,8,54,2022-08-19T18:03:28.218Z,2022-08-19T18:03:28Z,3716858303,56,Back,,,,,,,,,,,,,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082479,8,52,1,0,50,bk5ltsueqmeng29eovd8m2tml,1,1.4,58.4,2022-08-19T18:03:29.487Z,2022-08-19T18:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082645,9,80,1,1,2,bk5ltsueqmeng29eovd8m2tml,0,3.7,50.4,2022-08-19T18:03:41.241Z,2022-08-19T18:03:41Z,,,,,,,,,,,,,,,,,,,,,,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082737,10,1,1,1,3,bk5ltsueqmeng29eovd8m2tml,1,4.5,49.4,2022-08-19T18:03:42.423Z,2022-08-19T18:03:52Z,3716859855,212,7.0,3716859853,141,58.2,3716859849,56,Back,3716859857,213,1.0,3716859851,140,8.0,,,,,,,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082785,11,1,1,1,13,bk5ltsueqmeng29eovd8m2tml,1,18.9,57.8,2022-08-19T18:03:52.215Z,2022-08-19T18:08:45Z,3716860141,212,25.8,3716860137,140,33.5,3716860139,141,27.3,3716860143,213,5.3,3716860135,56,Back,3716881057,189,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082801,12,1,1,1,16,bk5ltsueqmeng29eovd8m2tml,1,35.1,25.6,2022-08-19T18:03:55.750Z,2022-08-19T18:03:57Z,3716860219,141,67.0,3716860221,212,28.4,3716860223,213,1.7,3716860237,189,,3716860217,140,31.4,3716860215,56,Back,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082839,13,1,1,1,19,bk5ltsueqmeng29eovd8m2tml,1,45.6,74.2,2022-08-19T18:03:58.920Z,2022-08-19T18:04:00Z,3716860431,1,,3716860429,213,5.6,3716860423,140,74.0,3716860421,56,Center,3716860427,212,39.7,3716860419,155,,3716860425,141,35.7,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082853,14,1,1,1,21,bk5ltsueqmeng29eovd8m2tml,0,74,35.7,2022-08-19T18:04:00.855Z,2022-08-19T18:50:21Z,3716860501,213,1.3,3716860495,140,78.6,3716860491,3,,3716860497,141,59.1,3716860499,212,16.6,3716860493,56,Center,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082875,12,1,1,1,23,zjawy6qdzk3y69v5pa3zl2cb,0,23.2,35.9,2022-08-19T18:04:02.332Z,2022-08-19T18:50:26Z,3716860607,140,35.5,3716860603,157,,3716860615,1,,3716860609,141,64.3,3716860605,56,Back,3716860613,213,1.0,3716860611,212,23.2,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082993,15,1,1,1,26,bk5ltsueqmeng29eovd8m2tml,1,66.5,27.1,2022-08-19T18:04:05.062Z,2022-08-19T18:08:48Z,3716861195,212,15.5,3716861187,56,Right,3716861197,213,4.6,3716861191,140,65.4,3716861193,141,4.4,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083001,16,50,1,1,31,bk5ltsueqmeng29eovd8m2tml,1,71.2,3.7,2022-08-19T18:04:10.274Z,2022-08-19T18:04:12Z,3716861241,56,Right,3716861243,286,,3716861345,233,13,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083011,13,7,1,1,31,zjawy6qdzk3y69v5pa3zl2cb,0,28.8,96.3,2022-08-19T18:04:10.275Z,2022-08-19T18:50:34Z,3716861273,56,Back,3716861327,233,16,3716861275,285,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083021,17,61,1,1,31,bk5ltsueqmeng29eovd8m2tml,1,70.1,2.5,2022-08-19T18:04:10.920Z,2022-08-19T18:04:11Z,3716861325,56,Right,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083265,14,5,1,1,32,zjawy6qdzk3y69v5pa3zl2cb,1,24,101.3,2022-08-19T18:04:11.511Z,2022-08-19T18:05:42Z,3716862575,56,Back,3716862579,347,,3716862607,233,18,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083025,18,5,1,1,32,bk5ltsueqmeng29eovd8m2tml,0,76,-1.3,2022-08-19T18:04:11.511Z,2022-08-19T18:04:31Z,3716861335,347,,3716862637,233,14,3716861333,56,Right,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083301,15,1,1,1,51,zjawy6qdzk3y69v5pa3zl2cb,0,24.9,100,2022-08-19T18:04:30.811Z,2022-08-19T18:04:32Z,3716862765,213,6.0,3716862759,140,36.6,3716862761,141,96.1,3716862755,107,,3716862763,212,12.8,3716862757,56,Back,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083357,19,1,1,1,54,bk5ltsueqmeng29eovd8m2tml,0,65.5,3.2,2022-08-19T18:04:33.240Z,2022-08-19T18:50:46Z,3716863015,141,22.1,3716863009,3,,3716863017,212,33.1,3716863011,56,Center,3716863021,1,,3716863013,140,94.5,3716863019,213,0.4,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083413,16,1,1,1,58,zjawy6qdzk3y69v5pa3zl2cb,1,7,74.5,2022-08-19T18:04:37.235Z,2022-08-19T18:04:40Z,3716863297,56,Back,3716863305,213,0.5,3716863299,140,31.0,3716863307,1,,3716863295,157,,3716863301,141,95.4,3716863303,212,28.9,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083437,17,1,1,2,1,zjawy6qdzk3y69v5pa3zl2cb,1,31,95.5,2022-08-19T18:04:40.170Z,2022-08-19T18:04:41Z,3716863459,212,4.7,3716863453,56,Back,3716863457,141,88.6,3716863461,213,4.7,3716863455,140,31.1,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083449,18,1,1,2,2,zjawy6qdzk3y69v5pa3zl2cb,0,31.2,88.2,2022-08-19T18:04:41.810Z,2022-08-19T18:04:42Z,3716863501,212,11.4,3716863497,140,42.0,3716863495,56,Back,3716863503,213,0.1,3716863499,141,89.5,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083445,20,49,1,2,3,bk5ltsueqmeng29eovd8m2tml,1,64.3,6.7,2022-08-19T18:04:42.199Z,2022-08-19T18:09:27Z,,,,,,,,,,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083461,21,1,1,2,4,bk5ltsueqmeng29eovd8m2tml,0,64.3,6.2,2022-08-19T18:04:43.095Z,2022-08-19T18:09:29Z,3716863569,140,67.5,3716863577,212,3.4,3716863615,233,19,3716863619,286,,3716863573,141,6.1,3716863565,56,Right,3716863579,213,6.3,3716863613,236,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083463,19,74,1,2,4,zjawy6qdzk3y69v5pa3zl2cb,1,38.6,94,2022-08-19T18:04:43.096Z,2022-08-19T18:47:54Z,3716863629,233,21,3716863595,285,,3716863593,56,Back,,,,,,,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083477,20,61,1,2,6,zjawy6qdzk3y69v5pa3zl2cb,0,41.2,91.9,2022-08-19T18:04:45.418Z,2022-08-19T18:51:03Z,3716863655,56,Back,,,,,,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083535,22,1,1,2,7,bk5ltsueqmeng29eovd8m2tml,0,54.7,5.6,2022-08-19T18:04:46.888Z,2022-08-19T18:04:59Z,3716863983,141,0.0,3716863979,56,Right,3716863989,1,,3716863985,212,44.7,3716863987,213,6.2,3716863977,157,,3716863981,140,97.0,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083709,21,5,1,2,10,zjawy6qdzk3y69v5pa3zl2cb,1,5.4,100.9,2022-08-19T18:04:49.602Z,2022-08-19T18:05:42Z,3716867563,233,23,3716864917,347,,3716864915,56,Back,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083541,23,5,1,2,10,bk5ltsueqmeng29eovd8m2tml,0,94.6,-0.9,2022-08-19T18:04:49.602Z,2022-08-19T18:05:42Z,3716867595,233,21,3716864009,56,Right,3716864397,347,,,,,,,,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083723,22,1,1,2,25,zjawy6qdzk3y69v5pa3zl2cb,1,17.5,100,2022-08-19T18:05:04.419Z,2022-08-19T18:05:05Z,3716864985,56,Back,3716864987,140,15.4,3716864991,212,5.6,3716864983,107,,3716864993,213,4.3,3716864989,141,93.6,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083769,23,1,1,2,26,zjawy6qdzk3y69v5pa3zl2cb,1,15.4,93.6,2022-08-19T18:05:05.481Z,2022-08-19T18:05:07Z,3716865229,213,0.5,3716865223,140,19.5,3716865221,56,Back,3716865227,212,4.9,3716865225,141,96.9,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083829,24,1,1,2,28,zjawy6qdzk3y69v5pa3zl2cb,1,19.9,96.6,2022-08-19T18:05:07.466Z,2022-08-19T18:05:11Z,3716865511,140,18.4,3716865517,213,4.7,3716865519,1,,3716865505,155,,3716865513,141,22.9,3716865509,56,Back,3716865515,212,50.1,3716865507,196,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083851,25,1,1,2,31,zjawy6qdzk3y69v5pa3zl2cb,1,21.3,21.9,2022-08-19T18:05:11.034Z,2022-08-19T18:05:13Z,3716865637,213,2.4,3716865635,212,8.9,3716865631,140,15.1,3716865629,56,Back,3716865633,141,30.8,,,,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083893,26,1,1,2,33,zjawy6qdzk3y69v5pa3zl2cb,1,15.1,30.8,2022-08-19T18:05:12.978Z,2022-08-19T18:05:16Z,3716865883,212,18.1,3716865879,140,29.2,3716865885,213,0.6,3716865877,56,Back,3716865881,141,46.2,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083915,27,1,1,2,37,zjawy6qdzk3y69v5pa3zl2cb,1,29.3,46.7,2022-08-19T18:05:16.417Z,2022-08-19T18:05:18Z,3716866009,212,18.6,3716866003,56,Back,3716866011,213,3.0,3716866007,141,49.5,3716866005,140,11.7,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083945,28,1,1,2,39,zjawy6qdzk3y69v5pa3zl2cb,1,11.7,49.5,2022-08-19T18:05:18.314Z,2022-08-19T18:05:20Z,3716866145,56,Back,3716866149,141,95.2,3716866153,213,0.9,3716866151,212,38.3,3716866147,140,33.1,3716866157,1,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083943,24,45,1,2,41,bk5ltsueqmeng29eovd8m2tml,0,59,11.4,2022-08-19T18:05:20.489Z,2022-08-19T18:09:34Z,3716866143,285,,3716866473,233,29,3716866141,56,Right,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083999,29,3,1,2,41,zjawy6qdzk3y69v5pa3zl2cb,1,41,88.6,2022-08-19T18:05:20.489Z,2022-08-19T18:05:24Z,3716866417,56,Back,3716866447,233,24,3716866419,286,,,,,,,,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
2448084021,30,1,1,2,44,zjawy6qdzk3y69v5pa3zl2cb,1,52.1,82.8,2022-08-19T18:05:23.842Z,2022-08-19T18:05:25Z,3716866555,140,51.9,3716866561,213,1.6,3716866557,141,91.3,3716866553,56,Left,3716866559,212,5.8,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
2448084073,31,1,1,2,46,zjawy6qdzk3y69v5pa3zl2cb,1,51.9,91.3,2022-08-19T18:05:25.138Z,2022-08-19T18:05:29Z,3716866805,140,65.8,3716866807,141,93.4,3716866809,212,14.7,3716866803,56,Left,3716866811,213,0.1,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,
2448084185,32,1,1,2,50,zjawy6qdzk3y69v5pa3zl2cb,1,65.8,85.8,2022-08-19T18:05:29.890Z,2022-08-19T18:05:37Z,3716867325,196,,3716867345,213,5.2,3716867321,155,,3716867333,140,87.8,3716867329,56,Right,3716867347,1,,3716867341,212,54.3,3716867337,141,13.6,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2448084213,33,1,1,2,58,zjawy6qdzk3y69v5pa3zl2cb,1,86.6,14.4,2022-08-19T18:05:37.849Z,2022-08-19T18:05:41Z,3716867509,56,Right,3716867515,212,22.6,3716867517,213,3.2,3716867511,140,65.2,3716867513,141,11.1,,,,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,
2448084273,34,1,1,3,2,zjawy6qdzk3y69v5pa3zl2cb,1,65.2,11.1,2022-08-19T18:05:41.161Z,2022-08-19T18:05:53Z,3716867833,141,21.7,3716867835,212,29.2,3716867837,213,2.9,3716867829,56,Back,3716867831,140,38.3,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,
2448084279,35,4,1,3,5,zjawy6qdzk3y69v5pa3zl2cb,1,37.9,19.2,2022-08-19T18:05:45.008Z,2022-08-19T18:05:49Z,3716867871,265,,3716868109,233,25,3716867863,56,Back,3716867867,152,,3716867875,286,,3716867859,13,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,
