id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,assist
2468436253,7,1,1,0,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.5,80.5,2022-10-07T18:02:46.271Z,2022-10-07T18:05:21Z,3825094685,56,Back,3825094687,140,38.6,3825094689,141,87.7,3825094691,212,7.3,3825094693,213,0.7,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436317,8,1,1,0,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.3,60.6,2022-10-07T18:02:49.513Z,2022-10-07T18:06:06Z,3825095081,140,33.8,3825095079,56,Back,3825095083,141,26.8,3825095085,212,23.3,3825095087,213,4.9,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436387,9,1,1,0,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.8,26.8,2022-10-07T18:02:51.137Z,2022-10-07T18:06:08Z,3825095489,212,14.0,3825095485,140,38.5,3825095487,141,46.0,3825095483,56,Back,3825095491,213,1.2,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436393,10,1,1,0,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,40.4,55.7,2022-10-07T18:02:56.408Z,2022-10-07T18:06:20Z,3825095531,212,26.3,3825095525,56,Left,3825095527,140,53.4,3825095533,213,1.0,3825095529,141,88.7,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436399,11,61,1,0,26,dvmw7d6jb38qvv7e6ziwu0vyr,0,53.8,81.5,2022-10-07T18:03:02.729Z,2022-10-07T18:03:04Z,3825095555,56,Left,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436403,6,49,1,0,26,e8hiwrw6ocxm5iht6sp7jiv19,1,45.9,23,2022-10-07T18:03:02.982Z,2022-10-07T18:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436405,7,1,1,0,27,e8hiwrw6ocxm5iht6sp7jiv19,0,45.9,22.8,2022-10-07T18:03:03.176Z,2022-10-07T18:03:04Z,3825095577,213,4.9,3825095575,212,9.1,3825095571,140,47.5,3825095569,56,Back,3825095573,141,9.7,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436407,12,8,1,0,29,dvmw7d6jb38qvv7e6ziwu0vyr,1,47.9,73.6,2022-10-07T18:03:05.177Z,2022-10-07T18:03:05Z,3825095583,56,Back,,,,,,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436421,13,49,1,0,30,dvmw7d6jb38qvv7e6ziwu0vyr,1,54.4,81.7,2022-10-07T18:03:06.521Z,2022-10-07T18:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436441,14,1,1,0,31,dvmw7d6jb38qvv7e6ziwu0vyr,0,54.9,81.7,2022-10-07T18:03:07.176Z,2022-10-07T18:03:08Z,3825095771,212,16.1,3825095769,141,75.4,3825095765,56,Center,3825095773,213,6.0,3825095767,140,69.7,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436457,8,49,1,0,33,e8hiwrw6ocxm5iht6sp7jiv19,1,32.1,12.5,2022-10-07T18:03:09.478Z,2022-10-07T18:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436483,9,1,1,0,34,e8hiwrw6ocxm5iht6sp7jiv19,1,32.2,13.8,2022-10-07T18:03:10.502Z,2022-10-07T18:03:12Z,3825095941,213,2.5,3825095933,56,Back,3825095939,212,29.6,3825095937,141,41.5,3825095935,140,10.4,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436511,10,1,1,0,36,e8hiwrw6ocxm5iht6sp7jiv19,0,10.4,41.3,2022-10-07T18:03:12.342Z,2022-10-07T18:03:15Z,3825096091,213,0.1,3825096077,157,,3825096089,212,57.8,3825096083,56,Center,3825096093,1,,3825096085,140,65.0,3825096087,141,52.4,,,,4xjwsmhvtnq3f2bgyd4mjqq96,H. Wentges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436563,15,1,1,0,40,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.7,55.7,2022-10-07T18:03:16.873Z,2022-10-07T18:03:18Z,3825096323,140,37.7,3825096327,212,27.2,3825096325,141,17.7,3825096321,56,Back,3825096329,213,5.0,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436191,5,43,1,0,42,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-10-07T18:02:46.870Z,2022-10-07T18:03:02Z,3825095475,144,70,3825094323,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436579,16,1,1,0,42,dvmw7d6jb38qvv7e6ziwu0vyr,0,37.7,17.6,2022-10-07T18:03:18.249Z,2022-10-07T18:03:19Z,3825096411,56,Center,3825096413,140,53.5,3825096419,213,0.8,3825096415,141,42.8,3825096417,212,23.9,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436617,11,1,1,0,43,e8hiwrw6ocxm5iht6sp7jiv19,1,47,51,2022-10-07T18:03:19.430Z,2022-10-07T18:03:21Z,3825096583,213,0.7,3825096575,56,Center,3825096577,140,60.7,3825096579,141,70.0,3825096581,212,19.3,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436725,12,1,1,0,45,e8hiwrw6ocxm5iht6sp7jiv19,1,60.3,73.3,2022-10-07T18:03:21.286Z,2022-10-07T18:03:29Z,3825097169,212,5.4,3825097171,213,5.4,3825097163,56,Center,3825097167,141,67.3,3825097165,140,63.7,,,,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436761,13,1,1,0,53,e8hiwrw6ocxm5iht6sp7jiv19,1,53.9,22.4,2022-10-07T18:03:29.205Z,2022-10-07T18:03:32Z,3825097357,140,38.4,3825097355,56,Back,3825097363,213,2.3,3825097359,141,47.2,3825097361,212,23.4,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436809,14,1,1,0,55,e8hiwrw6ocxm5iht6sp7jiv19,1,38.3,47,2022-10-07T18:03:31.685Z,2022-10-07T18:03:35Z,3825097617,212,21.0,3825097615,141,77.8,3825097619,213,1.6,3825097613,140,37.3,3825097611,56,Back,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436849,15,1,1,0,59,e8hiwrw6ocxm5iht6sp7jiv19,1,36.1,77.6,2022-10-07T18:03:35.142Z,2022-10-07T18:03:37Z,3825097829,212,20.2,3825097831,213,4.5,3825097823,56,Back,3825097825,140,32.2,3825097827,141,48.5,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436901,16,1,1,1,1,e8hiwrw6ocxm5iht6sp7jiv19,1,32.2,48.5,2022-10-07T18:03:37.766Z,2022-10-07T18:03:40Z,3825098113,141,20.9,3825098109,56,Back,3825098111,140,34.1,3825098115,212,18.9,3825098117,213,4.8,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436927,17,1,1,1,4,e8hiwrw6ocxm5iht6sp7jiv19,1,34.5,23.1,2022-10-07T18:03:40.150Z,2022-10-07T18:03:42Z,3825098251,140,27.8,3825098253,141,38.3,3825098249,56,Back,3825098255,212,12.5,3825098257,213,2.2,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436989,18,1,1,1,6,e8hiwrw6ocxm5iht6sp7jiv19,1,27.2,39.8,2022-10-07T18:03:42.534Z,2022-10-07T18:03:45Z,3825098581,56,Back,3825098583,140,28.3,3825098589,213,1.5,3825098587,212,23.4,3825098585,141,74.2,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437029,19,1,1,1,9,e8hiwrw6ocxm5iht6sp7jiv19,0,28.3,74.2,2022-10-07T18:03:45.493Z,2022-10-07T18:03:47Z,3825098823,141,100.0,3825098821,140,71.9,3825098825,212,49.3,3825098819,56,Left,3825098827,213,0.4,3825098829,1,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437283,17,5,1,1,11,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.6,-1.4,2022-10-07T18:03:47.767Z,2022-10-07T18:11:57Z,3825100071,56,Back,3825100111,233,20,3825100075,347,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437033,20,5,1,1,11,e8hiwrw6ocxm5iht6sp7jiv19,0,71.4,101.4,2022-10-07T18:03:47.767Z,2022-10-07T18:04:03Z,3825098857,56,Left,3825098861,347,,3825100151,233,17,,,,,,,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437373,18,1,1,1,26,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.4,0,2022-10-07T18:04:02.393Z,2022-10-07T18:04:07Z,3825100503,56,Right,3825100507,141,2.6,3825100505,140,57.1,3825100513,1,,3825100501,107,,3825100511,213,0.1,3825100509,212,28.1,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437375,19,61,1,1,30,dvmw7d6jb38qvv7e6ziwu0vyr,0,57.1,2.6,2022-10-07T18:04:06.177Z,2022-10-07T18:09:01Z,3825100523,56,Right,,,,,,,,,,,,,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437387,20,5,1,1,30,dvmw7d6jb38qvv7e6ziwu0vyr,0,59.6,-1.4,2022-10-07T18:04:06.613Z,2022-10-07T18:11:58Z,3825100583,56,Right,3825101023,233,21,3825100585,347,,,,,,,,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437463,21,5,1,1,30,e8hiwrw6ocxm5iht6sp7jiv19,1,40.4,101.4,2022-10-07T18:04:06.613Z,2022-10-07T18:04:13Z,3825100995,347,,3825101019,233,20,3825100993,56,Back,,,,,,,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437517,22,1,1,1,37,e8hiwrw6ocxm5iht6sp7jiv19,1,49.5,100,2022-10-07T18:04:13.494Z,2022-10-07T18:04:16Z,3825101227,141,85.7,3825101225,140,61.3,3825101223,56,Left,3825101231,213,5.6,3825101229,212,16.4,3825101221,107,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437533,23,1,1,1,40,e8hiwrw6ocxm5iht6sp7jiv19,0,60.7,85.7,2022-10-07T18:04:16.181Z,2022-10-07T18:04:18Z,3825101333,140,81.1,3825101331,56,Left,3825101335,141,87.2,3825101337,212,21.4,3825101363,195,,3825101339,213,0.0,,,,,,,bdpso3uk915bg1tr1d7s0p7je,M. de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437577,21,12,1,1,42,dvmw7d6jb38qvv7e6ziwu0vyr,1,20.7,8.6,2022-10-07T18:04:18.768Z,2022-10-07T18:12:44Z,3825101531,213,5.7,3825101523,56,Back,3825101619,167,,3825101525,140,30.1,3825101527,141,0.0,3825101529,212,12.2,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437585,22,5,1,1,43,dvmw7d6jb38qvv7e6ziwu0vyr,0,26.8,-2,2022-10-07T18:04:19.558Z,2022-10-07T18:11:58Z,3825101697,233,24,3825101575,56,Back,3825101579,347,,,,,,,,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437591,24,5,1,1,43,e8hiwrw6ocxm5iht6sp7jiv19,1,73.2,102,2022-10-07T18:04:19.558Z,2022-10-07T18:04:21Z,3825101661,233,22,3825101611,347,,3825101609,56,Left,,,,,,,,,,,,,,,,bdpso3uk915bg1tr1d7s0p7je,M. de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437721,25,1,1,1,49,e8hiwrw6ocxm5iht6sp7jiv19,1,70.7,100,2022-10-07T18:04:25.797Z,2022-10-07T18:04:28Z,3825102217,56,Left,3825102215,107,,3825102221,141,85.1,3825102219,140,73.3,3825102225,213,5.0,3825102223,212,11.5,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437729,26,1,1,1,51,e8hiwrw6ocxm5iht6sp7jiv19,1,74.8,91.2,2022-10-07T18:04:28.118Z,2022-10-07T18:04:34Z,3825102291,213,3.0,3825102283,56,Left,3825102287,141,92.7,3825102285,140,66.8,3825102289,212,8.5,,,,,,,,,,bdpso3uk915bg1tr1d7s0p7je,M. de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437755,27,1,1,1,52,e8hiwrw6ocxm5iht6sp7jiv19,0,66.8,92.7,2022-10-07T18:04:28.902Z,2022-10-07T18:04:30Z,3825102423,140,83.0,3825102421,56,Left,3825102427,212,17.9,3825102425,141,100.0,3825102429,213,0.3,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437877,23,5,1,1,54,dvmw7d6jb38qvv7e6ziwu0vyr,1,18.8,-1.3,2022-10-07T18:04:30.255Z,2022-10-07T18:11:58Z,3825103139,56,Back,3825103151,233,28,3825103141,347,,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437761,28,5,1,1,54,e8hiwrw6ocxm5iht6sp7jiv19,0,81.2,101.3,2022-10-07T18:04:30.255Z,2022-10-07T18:04:40Z,3825102451,347,,3825103167,233,23,3825102449,56,Left,,,,,,,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437909,24,1,1,2,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,20.5,0,2022-10-07T18:04:39.576Z,2022-10-07T18:04:41Z,3825103323,141,7.3,3825103327,213,0.3,3825103319,56,Back,3825103325,212,20.3,3825103321,140,39.0,3825103317,107,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437923,25,1,1,2,5,dvmw7d6jb38qvv7e6ziwu0vyr,1,39,7.3,2022-10-07T18:04:41.144Z,2022-10-07T18:04:42Z,3825103411,141,4.0,3825103407,56,Back,3825103413,212,10.6,3825103409,140,29.1,3825103415,213,3.4,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437973,26,1,1,2,6,dvmw7d6jb38qvv7e6ziwu0vyr,0,29.2,4,2022-10-07T18:04:42.344Z,2022-10-07T18:04:45Z,3825103657,212,33.6,3825103655,141,7.6,3825103653,140,61.1,3825103659,213,0.1,3825103651,56,Right,3825103661,1,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437965,29,49,1,2,8,e8hiwrw6ocxm5iht6sp7jiv19,1,35.1,79.9,2022-10-07T18:04:44.917Z,2022-10-07T18:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438103,30,1,1,2,12,e8hiwrw6ocxm5iht6sp7jiv19,0,30.6,87.7,2022-10-07T18:04:48.197Z,2022-10-07T18:04:52Z,3825104285,56,Center,3825104287,140,91.8,3825104295,1,,3825104289,141,70.8,3825104283,157,,3825104291,212,65.3,3825104293,213,6.1,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438127,27,52,1,2,17,dvmw7d6jb38qvv7e6ziwu0vyr,1,8.4,37,2022-10-07T18:04:53.848Z,2022-10-07T18:04:53Z,,,,,,,,,,,,,,,,,,,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438153,28,1,1,2,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,9,36.1,2022-10-07T18:04:54.729Z,2022-10-07T18:12:55Z,3825104549,141,25.4,3825104553,212,14.6,3825104547,140,21.1,3825104539,123,,3825104591,287,,3825104557,213,5.8,3825104543,56,Back,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
