id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2495366017,439,1,1,0,10,eh54mfvjtrttgsg1wbjnvxcqz,1,71,74.5,2023-01-06T19:03:46.537Z,2023-01-06T19:53:22Z,3967339647,140,59.2,3967339649,141,79.3,3967339645,56,Left,3967339643,3,,3967339651,212,12.8,3967339653,213,2.9,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495366029,440,1,1,0,11,eh54mfvjtrttgsg1wbjnvxcqz,1,63.7,74.4,2023-01-06T19:03:47.537Z,2023-01-06T19:53:27Z,3967339697,140,76.0,3967339701,212,13.5,3967339699,141,80.0,3967339695,56,Left,3967339693,3,,3967339703,213,0.3,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339739,8,1,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,1,74.9,76.9,2023-01-06T19:03:50.519Z,2023-01-06T19:53:37Z,3967193783,213,1.1,3967193775,56,Left,3967193781,212,8.2,3967193777,140,78.5,3967193779,141,87.6,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339769,9,1,1,0,16,eh54mfvjtrttgsg1wbjnvxcqz,0,80.8,93.6,2023-01-06T19:03:53.318Z,2023-01-06T19:53:46Z,3967193947,1,,3967193937,56,Center,3967193939,140,97.1,3967193941,141,46.0,3967193935,155,,3967193933,2,,3967193943,212,36.6,3967193945,213,5.2,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339777,4,12,1,0,19,ch82doz9w9t1sw9ae3a4ffh0j,1,5.5,56.1,2023-01-06T19:03:56.199Z,2023-01-06T19:03:57Z,3967193979,140,3.9,3967193977,56,Back,3967194005,15,,3967193985,213,1.7,3967193983,212,10.2,3967193981,141,70.9,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339795,10,1,1,0,21,eh54mfvjtrttgsg1wbjnvxcqz,0,94.6,30.4,2023-01-06T19:03:58.422Z,2023-01-06T19:03:59Z,3967194031,140,92.6,3967194037,213,1.8,3967194035,212,10.0,3967194033,141,44.8,3967194029,56,Center,,,,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339791,5,49,1,0,22,ch82doz9w9t1sw9ae3a4ffh0j,1,8.2,51.9,2023-01-06T19:03:58.903Z,2023-01-06T19:03:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339855,6,1,1,0,24,ch82doz9w9t1sw9ae3a4ffh0j,0,7.6,64.5,2023-01-06T19:04:00.551Z,2023-01-06T19:04:06Z,3967194389,157,,3967194393,140,52.3,3967194395,141,100.0,3967194391,56,Left,3967194401,1,,3967194399,213,0.5,3967194397,212,53.2,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339859,7,5,1,0,29,ch82doz9w9t1sw9ae3a4ffh0j,0,52.9,101.2,2023-01-06T19:04:05.909Z,2023-01-06T19:04:16Z,3967194415,56,Left,3967194417,347,,3967194935,233,11,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339909,11,5,1,0,29,eh54mfvjtrttgsg1wbjnvxcqz,1,47.1,-1.2,2023-01-06T19:04:05.909Z,2023-01-06T19:04:16Z,3967194725,347,,3967194723,56,Back,3967194915,233,7,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339921,12,1,1,0,35,eh54mfvjtrttgsg1wbjnvxcqz,1,46.5,0,2023-01-06T19:04:12.022Z,2023-01-06T19:04:13Z,3967194779,212,22.7,3967194777,141,13.5,3967194771,107,,3967194783,1,,3967194773,56,Back,3967194775,140,27.0,3967194781,213,2.7,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339973,13,1,1,0,36,eh54mfvjtrttgsg1wbjnvxcqz,1,27,13.5,2023-01-06T19:04:13.494Z,2023-01-06T19:04:18Z,3967195043,140,24.9,3967195051,213,1.6,3967195039,56,Back,3967195049,212,30.2,3967195047,141,57.8,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340027,14,1,1,0,42,eh54mfvjtrttgsg1wbjnvxcqz,1,27.4,57.3,2023-01-06T19:04:18.599Z,2023-01-06T19:04:22Z,3967195331,212,12.0,3967195325,56,Back,3967195333,213,5.1,3967195327,140,31.9,3967195329,141,41.0,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340063,15,1,1,0,46,eh54mfvjtrttgsg1wbjnvxcqz,1,39.7,28.9,2023-01-06T19:04:22.550Z,2023-01-06T19:04:25Z,3967195561,212,27.5,3967195557,140,63.5,3967195563,213,5.8,3967195559,141,11.9,3967195555,56,Right,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340069,16,3,1,0,48,eh54mfvjtrttgsg1wbjnvxcqz,0,62.8,5.4,2023-01-06T19:04:25.143Z,2023-01-06T19:04:27Z,3967195703,233,8,3967195589,56,Right,3967195591,286,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340083,8,7,1,0,48,ch82doz9w9t1sw9ae3a4ffh0j,0,37.2,94.6,2023-01-06T19:04:25.144Z,2023-01-06T19:04:35Z,3967195695,233,16,3967195667,167,,3967195671,285,,3967195669,56,Back,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340233,18,61,1,0,49,eh54mfvjtrttgsg1wbjnvxcqz,1,65.8,2.8,2023-01-06T19:04:26.406Z,2023-01-06T19:04:43Z,3967196449,56,Right,,,,,,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340085,9,5,1,0,50,ch82doz9w9t1sw9ae3a4ffh0j,1,34.8,101.4,2023-01-06T19:04:26.791Z,2023-01-06T19:08:07Z,3967196333,233,17,3967195673,56,Back,3967195675,347,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340203,17,5,1,0,50,eh54mfvjtrttgsg1wbjnvxcqz,0,65.2,-1.4,2023-01-06T19:04:26.791Z,2023-01-06T19:04:36Z,3967196297,56,Right,3967196299,347,,3967196349,233,9,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340281,10,1,1,1,5,ch82doz9w9t1sw9ae3a4ffh0j,1,27.8,100,2023-01-06T19:04:42.519Z,2023-01-06T19:04:43Z,3967196755,140,31.6,3967196751,56,Back,3967196759,141,93.8,3967196763,213,5.4,3967196747,107,,3967196761,212,6.7,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340285,11,1,1,1,6,ch82doz9w9t1sw9ae3a4ffh0j,1,31.6,93.8,2023-01-06T19:04:43.383Z,2023-01-06T19:04:44Z,3967196787,213,2.6,3967196785,212,5.1,3967196783,141,97.7,3967196779,56,Back,3967196781,140,27.4,,,,,,,,,,c2d9oidweb7cj1g39jwuugro4,O. van Eldik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340303,12,1,1,1,7,ch82doz9w9t1sw9ae3a4ffh0j,1,27.4,97.7,2023-01-06T19:04:44.086Z,2023-01-06T19:04:45Z,3967196901,140,47.4,3967196903,141,80.2,3967196905,212,24.1,3967196899,56,Back,3967196907,213,5.8,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340319,13,1,1,1,8,ch82doz9w9t1sw9ae3a4ffh0j,0,47.4,80.2,2023-01-06T19:04:45.430Z,2023-01-06T19:04:47Z,3967197011,213,4.8,3967197005,140,48.2,3967197003,56,Back,3967197007,141,67.6,3967197009,212,8.6,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340329,19,49,1,1,10,eh54mfvjtrttgsg1wbjnvxcqz,1,52.7,31.9,2023-01-06T19:04:47.222Z,2023-01-06T19:04:47Z,,,,,,,,,,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340381,20,1,1,1,14,eh54mfvjtrttgsg1wbjnvxcqz,1,62.2,39.4,2023-01-06T19:04:51.319Z,2023-01-06T19:04:55Z,3967197415,213,2.8,3967197407,141,53.9,3967197411,212,29.8,3967197403,140,35.4,3967197401,56,Back,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340429,21,1,1,1,18,eh54mfvjtrttgsg1wbjnvxcqz,1,35.3,51.6,2023-01-06T19:04:55.046Z,2023-01-06T19:04:59Z,3967197723,212,24.1,3967197725,213,4.7,3967197713,56,Back,3967197721,141,16.1,3967197717,140,35.0,,,,,,,,,,7eq1j570gbj6tzw9d1btzwnis,N. de Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340475,22,1,1,1,22,eh54mfvjtrttgsg1wbjnvxcqz,0,39.8,15.5,2023-01-06T19:04:59.207Z,2023-01-06T19:10:45Z,3967197997,140,73.9,3967197999,141,69.1,3967198001,212,51.1,3967198005,1,,3967197995,56,Center,3967198003,213,0.8,3967197993,155,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340471,14,49,1,1,27,ch82doz9w9t1sw9ae3a4ffh0j,1,11.8,39.2,2023-01-06T19:05:03.770Z,2023-01-06T19:05:03Z,,,,,,,,,,,,,,,,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340479,23,43,1,1,27,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-01-06T19:05:04.070Z,2023-01-06T19:05:08Z,3967198413,144,61,3967198031,56,Center,,,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340515,15,1,1,1,27,ch82doz9w9t1sw9ae3a4ffh0j,1,10.7,38,2023-01-06T19:05:04.535Z,2023-01-06T19:05:07Z,3967198317,141,60.3,3967198319,212,37.7,3967198323,1,,3967198311,157,,3967198321,213,0.4,3967198315,140,43.6,3967198313,56,Back,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340523,16,1,1,1,30,ch82doz9w9t1sw9ae3a4ffh0j,1,43.4,60.5,2023-01-06T19:05:07.225Z,2023-01-06T19:05:08Z,3967198373,56,Back,3967198375,140,36.7,3967198379,212,7.0,3967198381,213,3.2,3967198377,141,60.0,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340529,17,1,1,1,31,ch82doz9w9t1sw9ae3a4ffh0j,0,36.7,60,2023-01-06T19:05:07.927Z,2023-01-06T19:05:10Z,3967198423,213,4.9,3967198415,56,Back,3967198419,141,53.1,3967198421,212,4.7,3967198417,140,37.4,,,,,,,,,,c2d9oidweb7cj1g39jwuugro4,O. van Eldik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340547,24,49,1,1,34,eh54mfvjtrttgsg1wbjnvxcqz,1,60.2,40.3,2023-01-06T19:05:10.903Z,2023-01-06T19:05:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340571,25,1,1,1,34,eh54mfvjtrttgsg1wbjnvxcqz,1,60.2,40.3,2023-01-06T19:05:11.335Z,2023-01-06T19:05:12Z,3967198613,141,30.4,3967198615,212,7.7,3967198609,56,Center,3967198617,213,5.2,3967198611,140,63.7,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340617,26,1,1,1,35,eh54mfvjtrttgsg1wbjnvxcqz,1,63.7,30.4,2023-01-06T19:05:12.166Z,2023-01-06T19:05:15Z,3967198861,140,61.6,3967198863,141,34.5,3967198859,56,Center,3967198865,212,3.6,3967198867,213,2.2,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340609,18,45,1,1,38,ch82doz9w9t1sw9ae3a4ffh0j,0,40.6,64.6,2023-01-06T19:05:15.095Z,2023-01-06T19:05:16Z,3967198825,56,Back,3967198979,233,27,3967198827,285,,,,,,,,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340627,27,3,1,1,38,eh54mfvjtrttgsg1wbjnvxcqz,1,59.4,35.4,2023-01-06T19:05:15.095Z,2023-01-06T19:05:16Z,3967198921,286,,3967198917,56,Center,3967198967,233,18,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340645,28,1,1,1,39,eh54mfvjtrttgsg1wbjnvxcqz,1,61.6,34.5,2023-01-06T19:05:15.862Z,2023-01-06T19:05:17Z,3967199041,56,Back,3967199045,141,28.8,3967199043,140,41.6,3967199047,212,21.4,3967199049,213,3.3,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340693,29,1,1,1,40,eh54mfvjtrttgsg1wbjnvxcqz,1,41.6,28.8,2023-01-06T19:05:17.526Z,2023-01-06T19:05:22Z,3967199289,212,21.7,3967199287,141,43.3,3967199291,213,2.7,3967199283,56,Back,3967199285,140,23.2,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340745,30,1,1,1,45,eh54mfvjtrttgsg1wbjnvxcqz,1,23.2,43.3,2023-01-06T19:05:22.454Z,2023-01-06T19:05:27Z,3967199547,213,5.1,3967199543,141,13.1,3967199545,212,22.4,3967199539,56,Back,3967199541,140,31.7,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340795,31,1,1,1,50,eh54mfvjtrttgsg1wbjnvxcqz,1,31.9,14.9,2023-01-06T19:05:27.238Z,2023-01-06T19:05:30Z,3967199811,141,38.0,3967199813,212,18.5,3967199815,213,2.1,3967199807,56,Back,3967199809,140,22.6,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340845,32,1,1,1,53,eh54mfvjtrttgsg1wbjnvxcqz,1,24.4,42.8,2023-01-06T19:05:30.102Z,2023-01-06T19:06:36Z,3967200079,140,27.6,3967200081,141,63.6,3967200075,56,Back,3967200085,213,1.3,3967200083,212,14.5,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340863,33,1,1,1,57,eh54mfvjtrttgsg1wbjnvxcqz,1,29.8,65.7,2023-01-06T19:05:33.750Z,2023-01-06T19:05:35Z,3967200171,213,6.1,3967200167,212,9.4,3967200163,140,38.5,3967200165,141,62.6,3967200161,56,Back,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340929,34,1,1,1,58,eh54mfvjtrttgsg1wbjnvxcqz,1,37.8,64.2,2023-01-06T19:05:35.382Z,2023-01-06T19:05:39Z,3967200523,56,Back,3967200533,213,2.2,3967200531,212,9.0,3967200529,141,74.7,3967200527,140,32.6,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341025,35,1,1,2,2,eh54mfvjtrttgsg1wbjnvxcqz,1,33.6,77.6,2023-01-06T19:05:39.398Z,2023-01-06T19:05:46Z,3967201079,141,17.4,3967201081,212,41.0,3967201077,140,35.9,3967201073,196,,3967201075,56,Back,3967201085,1,,3967201083,213,4.8,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341113,36,1,1,2,9,eh54mfvjtrttgsg1wbjnvxcqz,1,54.3,10,2023-01-06T19:05:46.022Z,2023-01-06T19:05:54Z,3967201655,213,4.6,3967201643,56,Right,3967201651,212,3.7,3967201645,140,54.0,3967201649,141,4.6,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341151,37,1,1,2,18,eh54mfvjtrttgsg1wbjnvxcqz,1,39.3,17.6,2023-01-06T19:05:54.694Z,2023-01-06T19:05:57Z,3967201829,141,40.7,3967201827,140,25.3,3967201825,56,Back,3967201833,213,2.3,3967201831,212,21.5,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341215,38,1,1,2,20,eh54mfvjtrttgsg1wbjnvxcqz,1,23.8,41.8,2023-01-06T19:05:57.206Z,2023-01-06T19:06:29Z,3967202239,212,11.1,3967202237,141,55.5,3967202233,56,Back,3967202235,140,29.6,3967202241,213,1.0,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341227,39,1,1,2,26,eh54mfvjtrttgsg1wbjnvxcqz,1,30.2,62.6,2023-01-06T19:06:02.774Z,2023-01-06T19:06:03Z,3967202333,140,30.1,3967202335,141,85.6,3967202339,213,1.6,3967202337,212,15.6,3967202331,56,Back,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
