id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/12/value,qualifier/17/value
2491893535,5,55,1,0,12,dac758ef858jbq7pcb3gfwite,1,28.2,50.5,2022-12-16T19:04:14.507Z,2022-12-16T19:27:38Z,,,,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893531,7,43,1,0,13,z9phg19papi9f5fd6qxzr836,1,0,0,2022-12-16T19:04:15.640Z,2022-12-16T19:07:00Z,3948954299,56,Center,3948954305,212,4.5,3948954303,141,53.6,3948954301,140,67.6,3948961427,144,1,3948954369,156,0,3948954307,213,3.6,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893585,6,43,1,0,20,dac758ef858jbq7pcb3gfwite,1,0,0,2022-12-16T19:04:22.238Z,2022-12-16T19:06:55Z,3948961227,144,52,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893623,7,1,1,0,20,dac758ef858jbq7pcb3gfwite,1,10.2,48.4,2022-12-16T19:04:22.521Z,2022-12-16T19:08:11Z,3948954773,140,24.5,3948954775,141,41.9,3948954777,212,15.7,3948961875,152,,3948954771,56,Back,3948954779,213,6.0,3948961873,5,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893639,8,1,1,0,25,dac758ef858jbq7pcb3gfwite,1,26.5,47,2022-12-16T19:04:27.141Z,2022-12-16T19:04:28Z,3948954867,140,31.6,3948954869,141,75.4,3948954871,212,20.0,3948954873,213,1.3,3948954865,56,Back,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893667,9,1,1,0,26,dac758ef858jbq7pcb3gfwite,1,32,76.3,2022-12-16T19:04:28.333Z,2022-12-16T19:13:10Z,3948955033,213,0.3,3948955029,141,89.0,3948955025,56,Left,3948955031,212,25.3,3948955027,140,54.6,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893671,10,4,1,0,30,dac758ef858jbq7pcb3gfwite,1,53.1,82.4,2022-12-16T19:04:32.967Z,2022-12-16T19:13:13Z,3948955055,152,,3948955053,56,Left,3948955059,286,,3948955051,13,,3948955057,265,,3948955175,233,8,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893685,8,4,1,0,30,z9phg19papi9f5fd6qxzr836,0,46.9,17.6,2022-12-16T19:04:32.968Z,2022-12-16T19:04:36Z,3948955139,285,,3948955131,13,,3948955137,265,,3948955135,152,,3948955183,233,10,3948955133,56,Back,,,,,,,9pqchkq64o53knk75ruq5g3x1,M. Savastano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893951,11,1,1,1,2,dac758ef858jbq7pcb3gfwite,1,52.1,73.5,2022-12-16T19:05:05.033Z,2022-12-16T19:55:26Z,3948956491,140,71.7,3948956485,5,,3948956495,212,23.6,3948956493,141,56.4,3948956489,56,Center,3948956487,152,,3948956497,213,5.8,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893971,12,1,1,1,3,dac758ef858jbq7pcb3gfwite,1,71.9,56.4,2022-12-16T19:05:05.584Z,2022-12-16T19:55:23Z,3948956595,56,Center,3948956599,141,44.9,3948956603,213,4.9,3948956597,140,73.2,3948956601,212,7.9,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893977,13,1,1,1,5,dac758ef858jbq7pcb3gfwite,0,73.2,44.9,2022-12-16T19:05:07.592Z,2022-12-16T19:55:24Z,3948956635,140,83.0,3948956633,56,Center,3948956641,213,0.9,3948956639,212,15.8,3948956637,141,62.6,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893993,9,1,1,1,7,z9phg19papi9f5fd6qxzr836,1,19,31,2022-12-16T19:05:09.978Z,2022-12-16T19:05:11Z,3948956707,140,5.4,3948956713,213,2.7,3948956709,141,41.3,3948956711,212,15.9,3948956705,56,Back,,,,,,,,,,f5pgdha5h37xytbk1zq8q710,D. Koswal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491893999,10,49,1,1,9,z9phg19papi9f5fd6qxzr836,1,5.4,41.3,2022-12-16T19:05:11.239Z,2022-12-16T19:05:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7j7stqaomy8pnmzangrsyfahh,L. Bossin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894031,11,1,1,1,9,z9phg19papi9f5fd6qxzr836,1,5.4,41.3,2022-12-16T19:05:11.608Z,2022-12-16T19:05:15Z,3948956889,1,,3948956881,140,43.8,3948956887,213,6.2,3948956879,56,Back,3948956885,212,40.7,3948956883,141,33.4,3948956877,157,,,,,7j7stqaomy8pnmzangrsyfahh,L. Bossin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894041,12,61,1,1,12,z9phg19papi9f5fd6qxzr836,0,47.9,32.8,2022-12-16T19:05:14.512Z,2022-12-16T19:06:10Z,3948956945,56,Back,,,,,,,,,,,,,,,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894025,14,49,1,1,13,dac758ef858jbq7pcb3gfwite,1,48.6,65.5,2022-12-16T19:05:15.139Z,2022-12-16T19:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894059,15,1,1,1,13,dac758ef858jbq7pcb3gfwite,1,48.6,65.5,2022-12-16T19:05:15.337Z,2022-12-16T19:05:18Z,3948957001,213,5.6,3948956999,212,10.3,3948956997,141,55.4,3948956995,140,55.9,3948956993,56,Center,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894079,16,1,1,1,16,dac758ef858jbq7pcb3gfwite,1,55.9,55.4,2022-12-16T19:05:18.162Z,2022-12-16T19:05:19Z,3948957087,141,56.6,3948957089,212,6.2,3948957083,56,Center,3948957091,213,0.1,3948957085,140,61.8,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894091,17,1,1,1,17,dac758ef858jbq7pcb3gfwite,1,62.5,57.3,2022-12-16T19:05:19.777Z,2022-12-16T19:05:25Z,3948957157,56,Center,3948957161,141,45.5,3948957165,213,4.9,3948957159,140,63.6,3948957163,212,8.1,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894103,18,1,1,1,18,dac758ef858jbq7pcb3gfwite,0,64.3,44.9,2022-12-16T19:05:21.065Z,2022-12-16T19:55:39Z,3948957247,212,20.6,3948957239,140,82.2,3948957251,213,0.4,3948957233,155,,3948957243,141,57.2,3948957235,56,Center,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894089,13,8,1,1,19,z9phg19papi9f5fd6qxzr836,1,26,43.9,2022-12-16T19:05:21.874Z,2022-12-16T19:06:15Z,3948957151,56,Back,3948957169,15,,,,,,,,,,,,,,,,,,,,f5pgdha5h37xytbk1zq8q710,D. Koswal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894121,14,52,1,1,22,z9phg19papi9f5fd6qxzr836,1,7.8,65.2,2022-12-16T19:05:24.600Z,2022-12-16T19:05:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7j7stqaomy8pnmzangrsyfahh,L. Bossin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894273,15,1,1,1,36,z9phg19papi9f5fd6qxzr836,1,13.2,56.7,2022-12-16T19:05:38.776Z,2022-12-16T19:05:54Z,3948958201,212,57.7,3948958195,56,Center,3948958553,210,13,3948958193,199,,3948958197,140,67.9,3948958199,141,64.8,3948958205,1,,3948958203,213,0.1,7j7stqaomy8pnmzangrsyfahh,L. Bossin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894275,16,13,1,1,41,z9phg19papi9f5fd6qxzr836,1,68.6,57.3,2022-12-16T19:05:43.768Z,2022-12-16T19:05:54Z,3948958325,20,,3948958215,22,,3948958579,85,,3948958591,215,,3948958583,55,15,3948958593,230,98.1,3948958589,103,59.7,3948958581,29,,1amx0jc0ey5w1z9g3f3nb9t2i,A. Baldé,,3948958595,231,50.4,3948958587,102,54.1,3948958219,56,Center,3948958217,18,,,,,,,,,,,,,,,,,,,,,,
2491894277,17,5,1,1,45,z9phg19papi9f5fd6qxzr836,0,101.8,53,2022-12-16T19:05:47.512Z,2022-12-16T19:05:48Z,3948958249,346,,3948958295,233,19,3948958247,56,Center,,,,,,,,,,,,,,,,1amx0jc0ey5w1z9g3f3nb9t2i,A. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894283,19,5,1,1,45,dac758ef858jbq7pcb3gfwite,1,-1.8,47,2022-12-16T19:05:47.512Z,2022-12-16T20:03:09Z,3948958275,56,Back,3948958279,233,17,3948958277,346,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894477,20,1,1,2,10,dac758ef858jbq7pcb3gfwite,1,4.2,46,2022-12-16T19:06:12.297Z,2022-12-16T19:06:13Z,3948959277,140,5.4,3948959279,141,30.6,3948959283,213,4.8,3948959287,237,,3948959281,212,10.5,3948959273,124,,3948959275,56,Back,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894511,21,1,1,2,11,dac758ef858jbq7pcb3gfwite,1,5.6,30.6,2022-12-16T19:06:13.091Z,2022-12-16T19:06:17Z,3948959477,56,Back,3948959479,140,6.2,3948959483,212,11.7,3948959485,213,1.5,3948959481,141,47.8,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894533,22,1,1,2,15,dac758ef858jbq7pcb3gfwite,1,10,53.3,2022-12-16T19:06:17.459Z,2022-12-16T19:06:20Z,3948959603,140,55.6,3948959611,1,,3948959605,141,40.0,3948959607,212,48.7,3948959599,155,,3948959601,56,Center,3948959609,213,6.1,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894535,23,44,1,2,18,dac758ef858jbq7pcb3gfwite,1,56.4,38.6,2022-12-16T19:06:20.685Z,2022-12-16T19:06:22Z,3948959615,56,Center,3948959617,286,,3948959661,233,18,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894541,18,44,1,2,18,z9phg19papi9f5fd6qxzr836,0,43.6,61.4,2022-12-16T19:06:20.686Z,2022-12-16T19:06:22Z,3948959677,233,23,3948959647,285,,3948959645,56,Back,,,,,,,,,,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894577,24,1,1,2,18,dac758ef858jbq7pcb3gfwite,1,55.6,40,2022-12-16T19:06:20.926Z,2022-12-16T19:06:26Z,3948959845,212,7.5,3948959843,141,45.5,3948959835,3,,3948959839,56,Center,3948959841,140,61.8,3948959847,213,0.5,3948959837,168,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894641,25,1,1,2,23,dac758ef858jbq7pcb3gfwite,1,71.9,71.1,2022-12-16T19:06:25.932Z,2022-12-16T19:06:32Z,3948960195,141,78.5,3948960193,140,73.0,3948960199,213,1.3,3948960191,56,Center,3948960197,212,5.2,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894657,26,1,1,2,29,dac758ef858jbq7pcb3gfwite,1,76.4,89.6,2022-12-16T19:06:31.963Z,2022-12-16T19:06:33Z,3948960279,141,79.0,3948960283,213,5.2,3948960277,140,79.7,3948960281,212,8.0,3948960275,56,Left,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894665,27,1,1,2,31,dac758ef858jbq7pcb3gfwite,0,79.2,76.7,2022-12-16T19:06:33.715Z,2022-12-16T19:06:41Z,3948960319,141,76.9,3948960365,236,,3948960321,212,1.2,3948960317,140,80.3,3948960371,286,,3948960367,233,19,3948960315,56,Center,3948960341,195,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,3948960323,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894667,19,74,1,2,31,z9phg19papi9f5fd6qxzr836,1,22,30.7,2022-12-16T19:06:33.716Z,2022-12-16T19:06:36Z,3948960327,56,Back,3948960329,285,,3948960375,233,27,,,,,,,,,,,,,,,,f5pgdha5h37xytbk1zq8q710,D. Koswal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894675,28,1,1,2,32,dac758ef858jbq7pcb3gfwite,1,78.8,77.5,2022-12-16T19:06:34.955Z,2022-12-16T19:06:37Z,3948960381,140,78.9,3948960387,213,1.6,3948960383,141,89.0,3948960385,212,7.8,3948960379,56,Left,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894687,29,1,1,2,34,dac758ef858jbq7pcb3gfwite,0,79.2,89,2022-12-16T19:06:37.050Z,2022-12-16T19:06:39Z,3948960445,212,36.0,3948960435,56,Center,3948960427,2,,3948960453,1,,3948960431,155,,3948960449,213,5.4,3948960441,141,48.2,3948960437,140,100.0,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894695,20,5,1,2,37,z9phg19papi9f5fd6qxzr836,1,-1.2,54.2,2022-12-16T19:06:39.112Z,2022-12-16T20:03:09Z,3948960497,56,Back,3948960539,233,30,3948960499,346,,,,,,,,,,,,,,,,,f5pgdha5h37xytbk1zq8q710,D. Koswal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894693,30,5,1,2,37,dac758ef858jbq7pcb3gfwite,0,101.2,45.8,2022-12-16T19:06:39.112Z,2022-12-16T19:06:40Z,3948960485,56,Center,3948960487,346,,3948960543,233,20,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894949,21,1,1,3,6,z9phg19papi9f5fd6qxzr836,1,5,45.8,2022-12-16T19:07:08.295Z,2022-12-16T19:08:47Z,3948961881,140,10.1,3948961887,213,1.3,3948961879,56,Back,3948961885,212,18.4,3948961891,237,,3948961883,141,71.7,3948961877,124,,,,,7j7stqaomy8pnmzangrsyfahh,L. Bossin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491894979,22,1,1,3,7,z9phg19papi9f5fd6qxzr836,1,10.3,70.6,2022-12-16T19:07:09.495Z,2022-12-16T19:07:12Z,3948962047,56,Back,3948962051,141,45.7,3948962049,140,4.5,3948962053,212,18.0,3948962055,213,4.4,,,,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491895005,23,1,1,3,9,z9phg19papi9f5fd6qxzr836,1,2.7,43.1,2022-12-16T19:07:11.896Z,2022-12-16T19:07:14Z,3948962221,141,39.7,3948962217,56,Center,3948962223,212,49.8,3948962225,213,6.2,3948962219,140,50.1,3948962215,155,,3948962227,1,,,,,7j7stqaomy8pnmzangrsyfahh,L. Bossin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491895013,24,1,1,3,11,z9phg19papi9f5fd6qxzr836,0,50.1,39.7,2022-12-16T19:07:13.487Z,2022-12-16T19:08:50Z,3948962275,168,,3948962273,3,,3948962281,141,39.8,3948962285,213,0.0,3948962283,212,16.4,3948962279,140,65.7,3948962277,56,Center,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491895017,31,49,1,3,12,dac758ef858jbq7pcb3gfwite,1,38.2,63.7,2022-12-16T19:07:14.315Z,2022-12-16T19:08:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491895045,32,1,1,3,13,dac758ef858jbq7pcb3gfwite,1,35.4,63.4,2022-12-16T19:07:15.779Z,2022-12-16T19:56:05Z,3948962433,212,17.5,3948962429,140,52.0,3948962435,213,6.2,3948962431,141,60.8,3948962425,157,,3948962437,1,,3948962427,56,Center,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491895061,33,1,1,3,16,dac758ef858jbq7pcb3gfwite,1,50.8,59.9,2022-12-16T19:07:18.303Z,2022-12-16T19:56:19Z,3948962507,56,Back,3948962511,141,50.1,3948962513,212,9.3,3948962509,140,44.6,3948962515,213,3.9,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
