id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/13/value,assist
2454249693,6,1,1,0,49,zjawy6qdzk3y69v5pa3zl2cb,1,32.2,63,2022-09-01T18:02:33.242Z,2022-09-01T18:50:30Z,3749647759,141,84.9,3749647763,213,1.5,3749647757,140,32.8,3749647761,212,14.9,3749647755,56,Back,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249713,7,1,1,0,53,zjawy6qdzk3y69v5pa3zl2cb,1,41.2,83.7,2022-09-01T18:02:37.193Z,2022-09-01T18:02:42Z,3749647877,212,62.5,3749647875,141,3.5,3749647869,196,,3749647881,1,,3749647867,155,,3749647873,140,70.3,3749647879,213,5.2,3749647871,56,Right,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249729,8,1,1,0,58,zjawy6qdzk3y69v5pa3zl2cb,0,71.4,3.2,2022-09-01T18:02:42.315Z,2022-09-01T18:50:40Z,3749647943,212,24.3,3749647939,140,87.2,3749647941,141,29.3,3749647937,56,Center,3749647945,213,0.8,3749647935,3,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249725,6,52,1,1,0,xcevba75jfkrg4s6tl89zl3y,1,10.7,62.1,2022-09-01T18:02:44.453Z,2022-09-01T18:02:44Z,,,,,,,,,,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249747,7,1,1,1,3,xcevba75jfkrg4s6tl89zl3y,0,13.3,61.2,2022-09-01T18:02:47.445Z,2022-09-01T18:02:53Z,3749648053,189,,3749648031,212,60.8,3749648027,140,71.0,3749648033,213,6.2,3749648025,56,Center,3749648023,199,,3749648035,1,,3749648029,141,53.6,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249749,9,49,1,1,9,zjawy6qdzk3y69v5pa3zl2cb,1,29,44.3,2022-09-01T18:02:53.003Z,2022-09-01T18:02:53Z,,,,,,,,,,,,,,,,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249759,10,1,1,1,9,zjawy6qdzk3y69v5pa3zl2cb,1,29,44.3,2022-09-01T18:02:53.434Z,2022-09-01T18:02:58Z,3749648093,56,Back,3749648097,141,6.4,3749648099,212,26.2,3749648101,213,4.9,3749648095,140,33.6,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249785,11,2,1,1,14,zjawy6qdzk3y69v5pa3zl2cb,1,35.4,2.6,2022-09-01T18:02:58.363Z,2022-09-01T18:50:59Z,3749648233,7,c78t1bgro2lh7gvw8rwi6p239,3749648237,140,63.1,3749648239,141,21.8,3749648235,56,Center,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249769,8,55,1,1,14,xcevba75jfkrg4s6tl89zl3y,1,45.9,47.2,2022-09-01T18:02:58.364Z,2022-09-01T18:59:55Z,3749714583,189,,,,,,,,,,,,,,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249801,9,1,1,1,26,xcevba75jfkrg4s6tl89zl3y,1,24.8,88.7,2022-09-01T18:03:09.910Z,2022-09-01T18:03:13Z,3749648345,141,64.5,3749648337,5,,3749648347,212,19.2,3749648349,213,4.2,3749648341,56,Back,3749648339,241,,3749648343,140,15.4,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249821,10,1,1,1,29,xcevba75jfkrg4s6tl89zl3y,1,14.9,60.6,2022-09-01T18:03:13.093Z,2022-09-01T18:03:19Z,3749648443,212,23.2,3749648437,56,Back,3749648439,140,21.3,3749648445,213,5.0,3749648441,141,28.0,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249837,11,1,1,1,35,xcevba75jfkrg4s6tl89zl3y,1,32.5,31,2022-09-01T18:03:18.885Z,2022-09-01T18:03:23Z,3749648543,213,1.5,3749648541,212,23.8,3749648539,141,65.8,3749648537,140,34.8,3749648535,56,Back,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249855,12,1,1,1,39,xcevba75jfkrg4s6tl89zl3y,1,42.5,73.5,2022-09-01T18:03:23.621Z,2022-09-01T18:03:26Z,3749648635,141,96.6,3749648637,212,15.8,3749648639,213,1.5,3749648631,56,Back,3749648633,140,44.0,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249863,13,1,1,1,42,xcevba75jfkrg4s6tl89zl3y,1,41.5,95.9,2022-09-01T18:03:26.453Z,2022-09-01T18:03:30Z,3749648685,213,4.0,3749648679,140,22.7,3749648681,141,60.3,3749648677,56,Back,3749648683,212,31.2,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249875,14,1,1,1,46,xcevba75jfkrg4s6tl89zl3y,1,21.9,56.1,2022-09-01T18:03:30.149Z,2022-09-01T18:03:39Z,3749648749,140,26.1,3749648753,212,19.5,3749648755,213,4.9,3749648747,56,Back,3749648751,141,28.2,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249887,15,1,1,1,52,xcevba75jfkrg4s6tl89zl3y,1,32.2,27.1,2022-09-01T18:03:36.133Z,2022-09-01T18:03:39Z,3749648827,141,65.5,3749648831,213,1.4,3749648823,56,Back,3749648825,140,35.6,3749648829,212,26.4,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249901,16,1,1,1,56,xcevba75jfkrg4s6tl89zl3y,1,33.5,75,2022-09-01T18:03:40.310Z,2022-09-01T18:03:42Z,3749648919,212,28.3,3749648913,56,Left,3749648915,140,56.3,3749648921,213,0.6,3749648917,141,97.2,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249977,17,2,1,1,58,xcevba75jfkrg4s6tl89zl3y,1,57.6,97.3,2022-09-01T18:03:41.959Z,2022-09-01T18:59:11Z,3749649303,140,74.1,3749649305,141,97.7,3749649301,56,Left,3749649299,7,1j33nixshgkkdwjjnuafknahh,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249933,12,55,1,1,58,zjawy6qdzk3y69v5pa3zl2cb,1,20.8,10.4,2022-09-01T18:03:41.960Z,2022-09-01T18:59:55Z,,,,,,,,,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249997,13,1,1,2,25,zjawy6qdzk3y69v5pa3zl2cb,1,28.5,8.8,2022-09-01T18:04:08.749Z,2022-09-01T18:04:10Z,3749649427,140,73.0,3749649431,212,48.3,3749649419,5,,3749649425,56,Center,3749649433,213,0.3,3749649435,1,,3749649423,241,,3749649421,157,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,3749649429,141,26.9,,,,,,,,,,,,,,,,,,,,,,,,,
2454250001,14,1,1,2,27,zjawy6qdzk3y69v5pa3zl2cb,0,73,26.9,2022-09-01T18:04:10.732Z,2022-09-01T18:04:13Z,3749649451,140,69.7,3749649447,3,,3749649455,212,3.5,3749649453,141,26.6,3749649457,213,3.2,3749649449,56,Center,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250003,15,44,1,2,27,zjawy6qdzk3y69v5pa3zl2cb,1,69.8,32.4,2022-09-01T18:04:11.494Z,2022-09-01T18:04:23Z,3749649465,233,18,3749649461,56,Center,3749649463,286,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454249999,18,44,1,2,27,xcevba75jfkrg4s6tl89zl3y,0,30.2,67.6,2022-09-01T18:04:11.495Z,2022-09-01T18:04:13Z,3749649485,233,15,3749649441,285,,3749649439,56,Back,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250039,18,1,1,2,28,zjawy6qdzk3y69v5pa3zl2cb,0,69.4,43.3,2022-09-01T18:04:11.942Z,2022-09-01T18:51:56Z,3749649633,140,72.6,3749649629,56,Center,3749649637,141,33.8,3749649625,3,,3749649643,213,5.2,3749649641,212,7.3,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250013,19,1,1,2,30,xcevba75jfkrg4s6tl89zl3y,0,28.4,66.1,2022-09-01T18:04:13.895Z,2022-09-01T18:04:14Z,3749649497,213,6.2,3749649495,212,18.9,3749649487,157,,3749649489,56,Back,3749649493,141,62.9,3749649499,1,,3749649491,140,46.3,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250019,16,1,1,2,31,zjawy6qdzk3y69v5pa3zl2cb,0,52.6,33.1,2022-09-01T18:04:15.628Z,2022-09-01T18:04:19Z,3749649529,3,,3749649537,212,25.3,3749649535,141,0.0,3749649533,140,61.2,3749649539,213,5.1,3749649531,56,Right,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250025,20,56,1,2,34,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-09-01T18:04:18.571Z,2022-09-01T18:18:47Z,3749649559,56,Back,,,,,,,,,,,,,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250021,17,5,1,2,35,zjawy6qdzk3y69v5pa3zl2cb,0,62,-1.8,2022-09-01T18:04:19.130Z,2022-09-01T18:04:25Z,3749649543,347,,3749649645,233,21,3749649541,56,Right,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250033,21,5,1,2,35,xcevba75jfkrg4s6tl89zl3y,1,38,101.8,2022-09-01T18:04:19.130Z,2022-09-01T18:59:56Z,3749649603,347,,3749649617,233,17,3749649601,56,Back,,,,,,,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250055,22,1,1,2,45,xcevba75jfkrg4s6tl89zl3y,0,41.6,100,2022-09-01T18:04:28.696Z,2022-09-01T18:04:31Z,3749649739,56,Left,3749649749,1,,3749649741,140,63.8,3749649743,141,87.5,3749649745,212,25.2,3749649747,213,5.9,3749649737,107,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250057,19,1,1,2,48,zjawy6qdzk3y69v5pa3zl2cb,1,33.9,11,2022-09-01T18:04:32.125Z,2022-09-01T18:52:03Z,3749649761,212,6.8,3749649755,56,Back,3749649763,213,5.6,3749649757,140,38.8,3749649759,141,4.4,3749649753,3,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250061,20,49,1,2,49,zjawy6qdzk3y69v5pa3zl2cb,1,38.8,4.1,2022-09-01T18:04:33.086Z,2022-09-01T18:04:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250079,21,61,1,2,50,zjawy6qdzk3y69v5pa3zl2cb,0,35.7,2,2022-09-01T18:04:34.294Z,2022-09-01T18:18:50Z,3749649871,56,Back,,,,,,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250067,23,1,1,2,51,xcevba75jfkrg4s6tl89zl3y,0,62.9,89.3,2022-09-01T18:04:35.255Z,2022-09-01T18:58:31Z,3749649813,212,0.9,3749649807,56,Left,3749649811,141,90.3,3749649929,233,22,3749649927,236,,3749649809,140,62.3,3749649933,286,,3749649815,213,2.3,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250087,22,74,1,2,51,zjawy6qdzk3y69v5pa3zl2cb,1,35.7,2,2022-09-01T18:04:35.256Z,2022-09-01T18:59:50Z,3749649935,233,23,3749649899,285,,3749649897,56,Back,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250113,23,5,1,2,52,zjawy6qdzk3y69v5pa3zl2cb,0,31.6,-1.2,2022-09-01T18:04:36.600Z,2022-09-01T18:59:56Z,3749650015,347,,3749651245,233,24,3749650013,56,Back,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250091,24,5,1,2,52,xcevba75jfkrg4s6tl89zl3y,1,68.4,101.2,2022-09-01T18:04:36.600Z,2022-09-01T18:06:01Z,3749649903,56,Left,3749649905,347,,3749651241,233,23,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250193,25,1,1,3,11,xcevba75jfkrg4s6tl89zl3y,1,65.5,100,2022-09-01T18:04:55.576Z,2022-09-01T18:05:03Z,3749650363,107,,3749650375,1,,3749650369,141,93.0,3749650367,140,87.7,3749650373,213,6.1,3749650365,56,Left,3749650371,212,24.0,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250195,26,1,1,3,19,xcevba75jfkrg4s6tl89zl3y,1,85.1,98,2022-09-01T18:05:02.968Z,2022-09-01T18:58:45Z,3749650387,141,96.3,3749650391,213,3.2,3749650383,56,Left,3749650385,140,74.4,3749650389,212,11.3,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250199,27,1,1,3,23,xcevba75jfkrg4s6tl89zl3y,0,76.2,95.7,2022-09-01T18:05:07.081Z,2022-09-01T18:05:08Z,3749650405,140,78.4,3749650399,2,,3749650411,213,5.8,3749650419,286,,3749650407,141,93.9,3749650413,236,,3749650415,233,24,3749650409,212,2.6,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,3749650401,155,,3749650403,56,Left,,,,,,,,,,,,,,,,,,,,,,
2454250197,24,12,1,3,23,zjawy6qdzk3y69v5pa3zl2cb,1,20.4,5.8,2022-09-01T18:05:07.181Z,2022-09-01T18:05:09Z,3749650397,56,Back,3749650421,233,27,3749650395,185,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250231,25,5,1,3,25,zjawy6qdzk3y69v5pa3zl2cb,0,25.5,-1.4,2022-09-01T18:05:09.246Z,2022-09-01T18:06:00Z,3749651213,233,28,3749650609,56,Back,3749650611,347,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250203,28,5,1,3,25,xcevba75jfkrg4s6tl89zl3y,1,74.5,101.4,2022-09-01T18:05:09.246Z,2022-09-01T18:59:56Z,3749650427,56,Left,3749651189,233,25,3749650429,347,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250229,29,1,1,3,34,xcevba75jfkrg4s6tl89zl3y,1,73.4,100,2022-09-01T18:05:18.056Z,2022-09-01T18:05:21Z,3749650603,212,17.3,3749650599,140,77.5,3749650595,107,,3749650601,141,77.3,3749650605,213,5.0,3749650597,56,Center,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454259715,392,61,1,3,37,xcevba75jfkrg4s6tl89zl3y,0,74.6,77.9,2022-09-01T18:05:20.641Z,2022-09-01T18:53:19Z,3749709551,56,Center,,,,,,,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250233,30,43,1,3,37,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-09-01T18:05:21.129Z,2022-09-01T18:53:25Z,3749709637,144,50,3749650615,286,0,3749650625,233,26,3749650613,56,Left,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250235,26,1,1,3,38,zjawy6qdzk3y69v5pa3zl2cb,0,26.2,17.2,2022-09-01T18:05:22.130Z,2022-09-01T18:53:30Z,3749709669,140,34.3,3749709711,1,,3749709675,213,5.7,3749650617,56,Back,3749709671,141,9.5,3749709709,157,,3749709673,212,10.0,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250241,31,1,1,3,39,xcevba75jfkrg4s6tl89zl3y,1,68.4,91.2,2022-09-01T18:05:23.145Z,2022-09-01T18:05:24Z,3749650657,56,Left,3749650663,212,2.6,3749650655,3,,3749650661,141,95.0,3749650665,213,1.6,3749650659,140,68.4,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
