id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2503357433,9,61,1,0,18,cv5ftekuejf0ryxvd5h2my47r,0,64,19,2023-02-03T19:01:29.964Z,2023-02-03T19:01:30Z,4009317251,56,Right,,,,,,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357443,3,49,1,0,19,1wyg1tunyt7go9tnjea1hjqxb,1,31.6,72.7,2023-02-03T19:01:30.251Z,2023-02-03T19:53:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9bgq1tfyfzc3wg9pfr8q510k4,D. Kwakman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357453,4,1,1,0,20,1wyg1tunyt7go9tnjea1hjqxb,1,31.6,72.7,2023-02-03T19:01:31.664Z,2023-02-03T19:01:32Z,4009317355,212,5.9,4009317349,56,Back,4009317351,140,27.4,4009317353,141,66.9,4009317357,213,3.9,,,,,,,,,,9bgq1tfyfzc3wg9pfr8q510k4,D. Kwakman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357467,5,1,1,0,21,1wyg1tunyt7go9tnjea1hjqxb,0,27.4,66.9,2023-02-03T19:01:32.671Z,2023-02-03T19:01:33Z,4009317419,140,37.4,4009317425,213,1.1,4009317417,56,Back,4009317423,212,25.6,4009317421,141,100.0,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357471,6,5,1,0,22,1wyg1tunyt7go9tnjea1hjqxb,0,38,100.9,2023-02-03T19:01:33.541Z,2023-02-03T22:14:20Z,4009317429,56,Back,4009317819,233,10,4009317431,347,,,,,,,,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357557,10,5,1,0,22,cv5ftekuejf0ryxvd5h2my47r,1,62,-0.9,2023-02-03T19:01:33.541Z,2023-02-03T19:53:04Z,4009317811,347,,4009317815,233,6,4009317809,56,Right,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357581,11,1,1,0,31,cv5ftekuejf0ryxvd5h2my47r,1,60.7,0,2023-02-03T19:01:42.493Z,2023-02-03T19:01:45Z,4009317895,56,Right,4009317893,107,,4009317899,141,6.8,4009317903,213,0.3,4009317897,140,76.1,4009317901,212,17.2,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357589,12,1,1,0,34,cv5ftekuejf0ryxvd5h2my47r,1,76.1,6.8,2023-02-03T19:01:45.245Z,2023-02-03T19:01:46Z,4009317939,56,Center,4009317947,213,1.6,4009317941,140,75.7,4009317943,141,37.9,4009317945,212,21.2,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357629,13,1,1,0,35,cv5ftekuejf0ryxvd5h2my47r,1,75.7,37.9,2023-02-03T19:01:46.445Z,2023-02-03T19:01:49Z,4009318095,140,76.1,4009318093,56,Center,4009318101,213,1.5,4009318097,141,62.1,4009318099,212,16.5,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357685,14,1,1,0,37,cv5ftekuejf0ryxvd5h2my47r,1,76.9,55.3,2023-02-03T19:01:49.022Z,2023-02-03T19:01:54Z,4009318389,141,38.7,4009318387,140,95.3,4009318391,212,22.4,4009318393,213,5.8,4009318385,56,Center,4009318383,155,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357689,15,1,1,0,43,cv5ftekuejf0ryxvd5h2my47r,0,95.3,38.7,2023-02-03T19:01:54.669Z,2023-02-03T19:01:55Z,4009318401,56,Center,4009318411,141,54.0,4009318415,212,10.6,4009318419,213,1.4,4009318405,140,97.1,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357697,7,61,1,0,44,1wyg1tunyt7go9tnjea1hjqxb,1,9.6,50,2023-02-03T19:01:55.673Z,2023-02-03T19:01:55Z,4009318445,56,Back,,,,,,,,,,,,,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357723,8,52,1,0,46,1wyg1tunyt7go9tnjea1hjqxb,1,3.7,47.9,2023-02-03T19:01:57.471Z,2023-02-03T19:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357847,9,1,1,0,55,1wyg1tunyt7go9tnjea1hjqxb,1,3.7,47.9,2023-02-03T19:02:06.560Z,2023-02-03T19:02:08Z,4009319113,140,13.1,4009319111,56,Back,4009319115,141,27.0,4009319109,123,,4009319117,212,17.3,4009319119,213,5.3,,,,,,,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357867,10,1,1,0,56,1wyg1tunyt7go9tnjea1hjqxb,1,13.1,27,2023-02-03T19:02:07.984Z,2023-02-03T19:02:09Z,4009319231,140,29.4,4009319233,141,3.8,4009319235,212,23.3,4009319229,56,Back,4009319237,213,5.5,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357885,11,1,1,0,58,1wyg1tunyt7go9tnjea1hjqxb,1,29.4,3.8,2023-02-03T19:02:09.439Z,2023-02-03T19:02:12Z,4009319375,212,24.3,4009319307,56,Right,4009319347,140,51.0,4009319387,213,0.4,4009319361,141,16.8,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357905,12,1,1,1,1,1wyg1tunyt7go9tnjea1hjqxb,1,51,16.8,2023-02-03T19:02:12.591Z,2023-02-03T19:02:17Z,4009319453,56,Back,4009319461,213,2.9,4009319455,140,38.2,4009319457,141,21.3,4009319459,212,13.8,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357917,13,1,1,1,2,1wyg1tunyt7go9tnjea1hjqxb,0,38.2,21.3,2023-02-03T19:02:14.096Z,2023-02-03T19:02:18Z,4009319515,140,63.2,4009319523,1,,4009319521,213,1.0,4009319511,196,,4009319513,56,Left,4009319519,212,49.1,4009319509,155,,4009319517,141,82.4,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357927,16,1,1,1,6,cv5ftekuejf0ryxvd5h2my47r,0,40.8,32.5,2023-02-03T19:02:17.324Z,2023-02-03T19:02:18Z,4009319559,157,,4009319567,212,9.3,4009319569,213,5.2,4009319561,56,Back,4009319563,140,45.0,4009319571,1,,4009319565,141,20.5,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357961,14,1,1,1,7,1wyg1tunyt7go9tnjea1hjqxb,1,55.1,87.1,2023-02-03T19:02:18.559Z,2023-02-03T19:02:20Z,4009319785,141,80.6,4009319781,56,Back,4009319783,140,41.9,4009319787,212,14.5,4009319789,213,3.5,4009319779,3,,,,,,,,cdlnfuy9piyga0wud4nrucvtg,E. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357965,15,49,1,1,9,1wyg1tunyt7go9tnjea1hjqxb,1,41.9,80.6,2023-02-03T19:02:20.800Z,2023-02-03T19:02:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9bgq1tfyfzc3wg9pfr8q510k4,D. Kwakman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357981,16,1,1,1,9,1wyg1tunyt7go9tnjea1hjqxb,1,41.9,80.6,2023-02-03T19:02:20.976Z,2023-02-03T19:02:22Z,4009319841,56,Back,4009319843,140,41.1,4009319845,141,70.3,4009319849,213,4.6,4009319847,212,7.1,,,,,,,,,,9bgq1tfyfzc3wg9pfr8q510k4,D. Kwakman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357995,17,1,1,1,11,1wyg1tunyt7go9tnjea1hjqxb,1,41.1,70.3,2023-02-03T19:02:22.447Z,2023-02-03T19:02:24Z,4009319919,140,36.4,4009319917,56,Back,4009319925,213,4.5,4009319921,141,33.1,4009319923,212,25.8,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358005,18,1,1,1,12,1wyg1tunyt7go9tnjea1hjqxb,1,36.4,33.1,2023-02-03T19:02:24.159Z,2023-02-03T19:02:25Z,4009319973,56,Back,4009319975,140,37.7,4009319981,213,1.5,4009319979,212,11.5,4009319977,141,49.9,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358035,19,1,1,1,14,1wyg1tunyt7go9tnjea1hjqxb,1,37.7,49.9,2023-02-03T19:02:25.280Z,2023-02-03T19:02:28Z,4009320129,213,3.6,4009320127,212,12.2,4009320125,141,42.5,4009320123,140,27.1,4009320121,56,Back,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358055,20,1,1,1,16,1wyg1tunyt7go9tnjea1hjqxb,1,25.5,38.5,2023-02-03T19:02:28.047Z,2023-02-03T19:02:30Z,4009320211,56,Back,4009320213,140,27.0,4009320217,212,21.0,4009320215,141,69.3,4009320219,213,1.5,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358089,21,1,1,1,18,1wyg1tunyt7go9tnjea1hjqxb,1,27,69.3,2023-02-03T19:02:30.048Z,2023-02-03T19:02:35Z,4009320433,213,4.6,4009320431,212,23.1,4009320427,140,25.4,4009320429,141,35.4,4009320425,56,Back,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358123,22,1,1,1,24,1wyg1tunyt7go9tnjea1hjqxb,1,23.3,36.6,2023-02-03T19:02:35.439Z,2023-02-03T19:02:40Z,4009320659,213,1.4,4009320645,140,26.5,4009320649,141,71.5,4009320653,212,24.0,4009320641,56,Back,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358149,23,1,1,1,29,1wyg1tunyt7go9tnjea1hjqxb,0,30.1,75.9,2023-02-03T19:02:40.528Z,2023-02-03T19:02:42Z,4009320777,140,67.0,4009320779,141,100.0,4009320781,212,42.6,4009320783,213,0.4,4009320775,56,Left,4009320773,155,,4009320785,1,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358235,17,5,1,1,31,cv5ftekuejf0ryxvd5h2my47r,1,35,-2,2023-02-03T19:02:42.812Z,2023-02-03T22:14:20Z,4009321249,233,24,4009321245,56,Back,4009321247,347,,,,,,,,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358153,24,5,1,1,31,1wyg1tunyt7go9tnjea1hjqxb,0,65,102,2023-02-03T19:02:42.812Z,2023-02-03T19:02:53Z,4009321253,233,17,4009320797,56,Left,4009320799,347,,,,,,,,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358247,18,1,1,1,41,cv5ftekuejf0ryxvd5h2my47r,1,36.9,0,2023-02-03T19:02:52.892Z,2023-02-03T19:02:54Z,4009321323,107,,4009321325,56,Back,4009321333,213,1.6,4009321331,212,16.9,4009321327,140,36.3,4009321329,141,22.9,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358279,19,1,1,1,43,cv5ftekuejf0ryxvd5h2my47r,1,36.3,22.9,2023-02-03T19:02:54.701Z,2023-02-03T19:02:57Z,4009321497,56,Back,4009321503,212,19.7,4009321499,140,26.4,4009321501,141,47.5,4009321505,213,2.1,,,,,,,,,,zhnev5uetomme6rpisaa7wiy,J. Kluskens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358325,20,1,1,1,45,cv5ftekuejf0ryxvd5h2my47r,1,26.6,50.3,2023-02-03T19:02:57.036Z,2023-02-03T19:03:02Z,4009321775,141,87.8,4009321779,212,27.8,4009321783,213,1.2,4009321773,140,37.1,4009321771,56,Back,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358363,21,1,1,1,53,cv5ftekuejf0ryxvd5h2my47r,1,55.8,91.9,2023-02-03T19:03:04.669Z,2023-02-03T19:03:06Z,4009321949,140,55.3,4009321955,213,4.7,4009321947,56,Center,4009321953,212,8.9,4009321951,141,78.8,,,,,,,,,,3khifxt41tsdr25ea7w5n1mcq,S. Dirks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358389,22,1,1,1,55,cv5ftekuejf0ryxvd5h2my47r,1,55.3,78.8,2023-02-03T19:03:06.300Z,2023-02-03T19:03:08Z,4009322085,213,2.8,4009322077,56,Back,4009322083,212,15.6,4009322081,141,85.7,4009322079,140,41.1,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358409,23,1,1,1,57,cv5ftekuejf0ryxvd5h2my47r,1,41.1,85.7,2023-02-03T19:03:08.892Z,2023-02-03T19:03:10Z,4009322187,141,27.6,4009322189,212,39.7,4009322183,56,Back,4009322193,1,,4009322191,213,4.6,4009322185,140,37.4,,,,,,,zhnev5uetomme6rpisaa7wiy,J. Kluskens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358437,24,1,1,1,59,cv5ftekuejf0ryxvd5h2my47r,1,37.4,27.6,2023-02-03T19:03:10.892Z,2023-02-03T19:03:14Z,4009322353,140,46.0,4009322351,56,Back,4009322357,212,9.1,4009322355,141,29.1,4009322359,213,0.1,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358465,25,1,1,2,2,cv5ftekuejf0ryxvd5h2my47r,1,44.7,38.7,2023-02-03T19:03:14.108Z,2023-02-03T19:03:17Z,4009322523,212,21.1,4009322521,141,67.7,4009322519,140,37.5,4009322517,56,Back,4009322525,213,1.9,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358489,26,1,1,2,6,cv5ftekuejf0ryxvd5h2my47r,1,33.6,66.8,2023-02-03T19:03:17.244Z,2023-02-03T19:03:20Z,4009322677,141,28.7,4009322679,212,26.4,4009322681,213,4.9,4009322675,140,38.4,4009322673,56,Back,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358501,27,1,1,2,8,cv5ftekuejf0ryxvd5h2my47r,1,35.7,32.5,2023-02-03T19:03:19.996Z,2023-02-03T19:03:21Z,4009322755,140,46.3,4009322761,213,0.7,4009322753,56,Back,4009322757,141,46.7,4009322759,212,14.7,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358537,28,1,1,2,10,cv5ftekuejf0ryxvd5h2my47r,1,46.3,46.7,2023-02-03T19:03:21.596Z,2023-02-03T19:03:25Z,4009322973,56,Back,4009322981,213,1.9,4009322975,140,40.9,4009322977,141,75.0,4009322979,212,20.1,,,,,,,,,,zhnev5uetomme6rpisaa7wiy,J. Kluskens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358555,29,1,1,2,15,cv5ftekuejf0ryxvd5h2my47r,1,39.5,74.6,2023-02-03T19:03:27.004Z,2023-02-03T19:04:20Z,4009323047,213,0.6,4009323039,56,Left,4009323045,212,25.9,4009323043,141,97.3,4009323041,140,59.3,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358557,30,43,1,2,17,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-02-03T19:03:28.194Z,2023-02-03T19:04:16Z,4009323049,56,Left,4009323051,347,0,4009326135,144,5,,,,,,,,,,,,,,,,3khifxt41tsdr25ea7w5n1mcq,S. Dirks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358561,31,3,1,2,17,cv5ftekuejf0ryxvd5h2my47r,0,63.3,98,2023-02-03T19:03:28.460Z,2023-02-03T19:04:35Z,4009323445,233,25,4009323065,286,,4009323063,56,Left,,,,,,,,,,,,,,,,3khifxt41tsdr25ea7w5n1mcq,S. Dirks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358611,25,7,1,2,17,1wyg1tunyt7go9tnjea1hjqxb,1,36.7,2,2023-02-03T19:03:28.461Z,2023-02-03T19:03:34Z,4009323337,56,Back,4009323339,285,,4009323375,233,31,,,,,,,,,,,,,,,,8i6cjao5lwxzaomilei61kbxm,R. Kewal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358615,26,4,1,2,19,1wyg1tunyt7go9tnjea1hjqxb,1,36.6,2.2,2023-02-03T19:03:31.068Z,2023-02-03T19:52:52Z,4009323407,233,32,4009323349,13,,4009323361,286,,4009323351,56,Back,4009323353,152,,4009504473,295,,,,,,,,8i6cjao5lwxzaomilei61kbxm,R. Kewal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358597,32,4,1,2,19,cv5ftekuejf0ryxvd5h2my47r,0,63.4,97.8,2023-02-03T19:03:31.069Z,2023-02-03T19:04:39Z,4009323289,13,,4009323473,233,26,4009323297,285,,4009323291,295,,4009323293,56,Left,4009323295,152,,,,,,,,3khifxt41tsdr25ea7w5n1mcq,S. Dirks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
