id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2475064243,8,5,1,0,14,7rmv5ns2rj7bn4otpkur0mx0x,0,71,101.8,2022-10-21T18:02:18.467Z,2022-10-21T18:02:34Z,3860291373,347,,3860291781,233,3,3860291371,56,Left,,,,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064371,4,1,1,0,30,dnzj0iv5qtaemm9kthh9pos8q,1,20,0,2022-10-21T18:02:34.072Z,2022-10-21T18:02:38Z,3860291929,213,0.5,3860291921,56,Back,3860291925,141,21.6,3860291919,107,,3860291931,1,,3860291923,140,46.9,3860291927,212,32.5,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064373,5,44,1,0,34,dnzj0iv5qtaemm9kthh9pos8q,1,47,18.8,2022-10-21T18:02:37.896Z,2022-10-21T18:02:41Z,3860291941,285,,3860291991,233,9,3860291939,56,Back,,,,,,,,,,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064385,9,44,1,0,34,7rmv5ns2rj7bn4otpkur0mx0x,0,53,81.2,2022-10-21T18:02:37.897Z,2022-10-21T18:02:41Z,3860291983,56,Left,3860291985,286,,3860291999,233,5,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064377,6,1,1,0,34,dnzj0iv5qtaemm9kthh9pos8q,0,46.9,21.6,2022-10-21T18:02:38.136Z,2022-10-21T18:02:39Z,3860291967,212,22.0,3860291959,3,,3860291963,140,61.7,3860291965,141,0.0,3860291961,56,Right,3860291969,213,5.5,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064379,7,5,1,0,35,dnzj0iv5qtaemm9kthh9pos8q,0,60.2,-1.1,2022-10-21T18:02:39.113Z,2022-10-21T18:02:43Z,3860291975,347,,3860291973,56,Right,3860292085,233,10,,,,,,,,,,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064399,10,5,1,0,35,7rmv5ns2rj7bn4otpkur0mx0x,1,39.8,101.1,2022-10-21T18:02:39.113Z,2022-10-21T18:08:44Z,3860292055,56,Back,3860292081,233,7,3860292057,347,,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064417,11,1,1,0,39,7rmv5ns2rj7bn4otpkur0mx0x,1,41.2,100,2022-10-21T18:02:42.945Z,2022-10-21T18:02:48Z,3860292145,107,,3860292155,213,3.5,3860292157,1,,3860292153,212,21.9,3860292147,56,Back,3860292149,140,21.5,3860292151,141,90.5,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064429,12,1,1,0,44,7rmv5ns2rj7bn4otpkur0mx0x,1,25.3,88.4,2022-10-21T18:02:47.922Z,2022-10-21T18:02:50Z,3860292201,141,50.7,3860292197,56,Back,3860292207,213,4.3,3860292203,212,28.1,3860292199,140,14.4,,,,,,,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064445,13,1,1,0,46,7rmv5ns2rj7bn4otpkur0mx0x,1,9.1,48.4,2022-10-21T18:02:50.546Z,2022-10-21T18:02:53Z,3860292295,213,1.1,3860292293,212,22.7,3860292287,56,Back,3860292289,140,19.3,3860292291,141,77.9,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064449,14,1,1,0,49,7rmv5ns2rj7bn4otpkur0mx0x,1,20.6,80.2,2022-10-21T18:02:53.826Z,2022-10-21T18:02:54Z,3860292329,212,7.2,3860292333,213,1.3,3860292321,140,22.5,3860292319,56,Back,3860292325,141,90.3,,,,,,,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064467,15,1,1,0,50,7rmv5ns2rj7bn4otpkur0mx0x,1,22.2,90.6,2022-10-21T18:02:54.658Z,2022-10-21T18:02:57Z,3860292429,212,21.7,3860292431,213,3.8,3860292425,140,6.2,3860292427,141,70.5,3860292423,56,Back,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064475,16,1,1,0,53,7rmv5ns2rj7bn4otpkur0mx0x,0,4.8,75,2022-10-21T18:02:57.314Z,2022-10-21T18:03:04Z,3860292453,140,7.0,3860292457,212,2.4,3860292675,233,8,3860292451,56,Back,3860292459,213,0.2,3860292673,236,,3860292455,141,75.7,3860292679,286,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064479,8,74,1,0,53,dnzj0iv5qtaemm9kthh9pos8q,1,93,26.9,2022-10-21T18:02:57.315Z,2022-10-21T18:08:41Z,3860292697,233,16,3860292469,56,Center,3860292669,285,,,,,,,,,,,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064493,9,5,1,0,54,dnzj0iv5qtaemm9kthh9pos8q,0,86.4,-1,2022-10-21T18:02:58.241Z,2022-10-21T18:08:44Z,3860292763,233,17,3860292541,347,,3860292537,56,Right,,,,,,,,,,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064527,17,5,1,0,54,7rmv5ns2rj7bn4otpkur0mx0x,1,13.6,101,2022-10-21T18:02:58.241Z,2022-10-21T18:03:06Z,3860292759,233,9,3860292725,347,,3860292723,56,Back,,,,,,,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064577,18,1,1,1,7,7rmv5ns2rj7bn4otpkur0mx0x,1,33.9,100,2022-10-21T18:03:11.122Z,2022-10-21T18:03:12Z,3860292967,140,43.5,3860292963,107,,3860292969,141,94.1,3860292971,212,11.4,3860292965,56,Back,3860292973,213,5.8,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064581,19,1,1,1,8,7rmv5ns2rj7bn4otpkur0mx0x,1,43.8,93.6,2022-10-21T18:03:12.481Z,2022-10-21T18:03:13Z,3860292995,212,15.1,3860293021,156,,3860292993,141,79.3,3860292997,213,3.8,3860292991,140,32.8,3860292989,56,Back,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064593,20,1,1,1,10,7rmv5ns2rj7bn4otpkur0mx0x,0,33,79.7,2022-10-21T18:03:13.970Z,2022-10-21T18:03:14Z,3860293035,155,,3860293045,213,6.0,3860293037,56,Center,3860293041,141,71.2,3860293039,140,55.8,3860293043,212,24.6,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064607,10,1,1,1,10,dnzj0iv5qtaemm9kthh9pos8q,1,37.3,27.4,2022-10-21T18:03:14.631Z,2022-10-21T18:03:16Z,3860293121,141,49.3,3860293115,3,,3860293123,212,28.0,3860293117,56,Center,3860293125,213,0.6,3860293119,140,59.9,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064629,11,1,1,1,12,dnzj0iv5qtaemm9kthh9pos8q,0,63.4,42.6,2022-10-21T18:03:16.246Z,2022-10-21T18:03:21Z,3860293237,140,27.6,3860293233,3,,3860293241,212,42.3,3860293239,141,71.0,3860293243,213,2.7,3860293235,56,Back,3860293245,1,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064615,21,44,1,1,14,7rmv5ns2rj7bn4otpkur0mx0x,1,64.2,32.2,2022-10-21T18:03:18.641Z,2022-10-21T18:03:20Z,3860293167,56,Center,3860293271,233,12,3860293169,286,,,,,,,,,,,,,,,,,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064633,12,44,1,1,14,dnzj0iv5qtaemm9kthh9pos8q,0,35.8,67.8,2022-10-21T18:03:18.642Z,2022-10-21T18:03:21Z,3860293261,56,Back,3860293287,233,21,3860293263,285,,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064621,22,1,1,1,15,7rmv5ns2rj7bn4otpkur0mx0x,0,56.1,35.4,2022-10-21T18:03:18.962Z,2022-10-21T18:03:19Z,3860293185,56,Center,3860293183,3,,3860293193,213,0.2,3860293187,140,58.6,3860293189,141,36.3,3860293191,212,2.7,,,,,,,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064639,13,61,1,1,16,dnzj0iv5qtaemm9kthh9pos8q,1,27.6,71,2022-10-21T18:03:20.743Z,2022-10-21T18:03:21Z,3860293283,56,Back,,,,,,,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064661,23,1,1,1,20,7rmv5ns2rj7bn4otpkur0mx0x,1,64.2,7.6,2022-10-21T18:03:24.465Z,2022-10-21T18:03:26Z,3860293409,140,61.1,3860293415,213,2.0,3860293413,212,8.7,3860293411,141,19.5,3860293407,56,Right,,,,,,,,,,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064683,24,1,1,1,22,7rmv5ns2rj7bn4otpkur0mx0x,1,61.8,17.3,2022-10-21T18:03:26.466Z,2022-10-21T18:03:29Z,3860293519,56,Right,3860293525,141,7.7,3860293527,212,9.0,3860293523,140,55.9,3860293529,213,4.0,,,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064695,25,1,1,1,25,7rmv5ns2rj7bn4otpkur0mx0x,1,58.8,10.3,2022-10-21T18:03:29.618Z,2022-10-21T18:03:33Z,3860293579,141,2.8,3860293583,213,5.7,3860293577,140,66.6,3860293575,56,Right,3860293581,212,9.6,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064711,26,1,1,1,29,7rmv5ns2rj7bn4otpkur0mx0x,1,58.8,18.3,2022-10-21T18:03:33.169Z,2022-10-21T18:03:35Z,3860293657,140,45.7,3860293655,56,Back,3860293661,212,17.7,3860293663,213,2.5,3860293659,141,34.6,,,,,,,,,,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064741,27,1,1,1,31,7rmv5ns2rj7bn4otpkur0mx0x,1,45.4,33.9,2022-10-21T18:03:35.809Z,2022-10-21T18:03:39Z,3860293803,141,79.9,3860293807,213,1.3,3860293801,140,54.3,3860293809,1,,3860293805,212,32.6,3860293799,56,Left,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064755,28,1,1,1,35,7rmv5ns2rj7bn4otpkur0mx0x,1,52.1,88.1,2022-10-21T18:03:39.217Z,2022-10-21T18:03:42Z,3860293867,140,61.4,3860293865,56,Left,3860293871,212,11.1,3860293873,213,0.5,3860293869,141,96.0,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064759,29,3,1,1,37,7rmv5ns2rj7bn4otpkur0mx0x,0,64.4,95.7,2022-10-21T18:03:41.873Z,2022-10-21T18:03:44Z,3860293893,286,,3860294021,233,14,3860293891,56,Left,,,,,,,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064775,14,7,1,1,37,dnzj0iv5qtaemm9kthh9pos8q,1,35.6,4.3,2022-10-21T18:03:41.874Z,2022-10-21T18:03:44Z,3860293951,167,,3860293953,56,Back,3860294015,233,29,3860293955,285,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064781,15,5,1,1,39,dnzj0iv5qtaemm9kthh9pos8q,0,39,-1.8,2022-10-21T18:03:43.430Z,2022-10-21T18:03:48Z,3860294169,233,30,3860293999,56,Back,3860294001,347,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064817,30,5,1,1,39,7rmv5ns2rj7bn4otpkur0mx0x,1,61,101.8,2022-10-21T18:03:43.430Z,2022-10-21T18:08:45Z,3860294159,347,,3860294165,233,15,3860294157,56,Left,,,,,,,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064829,31,1,1,1,44,7rmv5ns2rj7bn4otpkur0mx0x,1,59.3,100,2022-10-21T18:03:48.097Z,2022-10-21T18:03:49Z,3860294211,56,Left,3860294219,213,4.1,3860294217,212,7.6,3860294213,140,55.0,3860294209,107,,3860294215,141,93.0,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064839,32,1,1,1,45,7rmv5ns2rj7bn4otpkur0mx0x,1,55,93,2022-10-21T18:03:49.665Z,2022-10-21T18:03:51Z,3860294261,141,96.8,3860294263,212,2.6,3860294301,156,,3860294257,56,Left,3860294259,140,55.4,3860294265,213,1.4,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064871,33,1,1,1,49,7rmv5ns2rj7bn4otpkur0mx0x,0,61.5,96,2022-10-21T18:03:53.346Z,2022-10-21T18:04:06Z,3860294883,233,16,3860294421,213,6.0,3860294887,286,,3860294415,140,67.9,3860294881,236,,3860294417,141,92.7,3860294413,56,Left,3860294419,212,7.1,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064895,16,74,1,1,49,dnzj0iv5qtaemm9kthh9pos8q,1,31.4,4.8,2022-10-21T18:03:53.347Z,2022-10-21T18:08:42Z,3860294897,233,33,3860294521,56,Back,3860294847,285,,,,,,,,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064919,17,1,1,1,53,dnzj0iv5qtaemm9kthh9pos8q,0,21.1,14.9,2022-10-21T18:03:57.855Z,2022-10-21T18:05:53Z,3860294619,56,Back,3860294625,212,18.4,3860294623,141,0.0,3860294627,213,5.6,3860294629,1,,3860294617,157,,3860294621,140,34.8,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064925,18,5,1,1,54,dnzj0iv5qtaemm9kthh9pos8q,0,39.4,-1.2,2022-10-21T18:03:58.553Z,2022-10-21T18:08:45Z,3860294633,56,Back,3860294975,233,34,3860294635,347,,,,,,,,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064979,34,5,1,1,54,7rmv5ns2rj7bn4otpkur0mx0x,1,60.6,101.2,2022-10-21T18:03:58.553Z,2022-10-21T18:05:54Z,3860294945,347,,3860294943,56,Left,3860294967,233,18,,,,,,,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065061,35,1,1,2,6,7rmv5ns2rj7bn4otpkur0mx0x,1,60.7,100,2022-10-21T18:04:10.049Z,2022-10-21T18:04:26Z,3860295321,107,,3860295329,212,32.3,3860295333,1,,3860295327,141,88.3,3860295323,56,Left,3860295331,213,6.0,3860295325,140,90.3,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065019,19,4,1,2,11,dnzj0iv5qtaemm9kthh9pos8q,1,12.6,14.8,2022-10-21T18:04:15.312Z,2022-10-21T18:04:29Z,3860295139,285,,3860295131,13,,3860295133,56,Back,3860295391,233,36,3860295473,295,,3860295135,152,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065063,36,4,1,2,11,7rmv5ns2rj7bn4otpkur0mx0x,0,87.4,85.2,2022-10-21T18:04:15.313Z,2022-10-21T18:04:27Z,3860295337,13,,3860295341,56,Left,3860295343,152,,3860295403,233,19,3860295339,295,,3860295345,286,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065153,20,1,1,2,29,dnzj0iv5qtaemm9kthh9pos8q,0,17.9,12.3,2022-10-21T18:04:32.966Z,2022-10-21T18:04:37Z,3860295759,5,,3860295771,212,64.2,3860295765,56,Center,3860295773,213,0.5,3860295763,152,,3860295767,140,72.6,3860295761,155,,3860295775,1,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,3860295769,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065165,37,1,1,2,33,7rmv5ns2rj7bn4otpkur0mx0x,0,36.2,46.3,2022-10-21T18:04:37.585Z,2022-10-21T18:04:38Z,3860295839,1,,3860295831,140,54.6,3860295837,213,5.7,3860295833,141,26.7,3860295827,157,,3860295835,212,23.5,3860295829,56,Center,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
