id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2498907139,7,1,1,0,21,xcevba75jfkrg4s6tl89zl3y,0,36,34.3,2023-01-20T19:02:52.371Z,2023-01-20T19:02:53Z,3986012919,56,Center,3986012923,141,41.8,3986012925,212,26.1,3986012917,157,,3986012931,1,,3986012921,140,60.4,3986012927,213,0.2,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907159,6,1,1,0,22,1fttb31hnskynpku8qd09yhm8,0,39.3,63.9,2023-01-20T19:02:53.331Z,2023-01-20T19:02:55Z,3986013007,140,49.4,3986013017,213,0.6,3986013003,56,Back,3986013011,141,74.7,3986013015,212,12.9,3986012999,3,,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907161,8,44,1,0,24,xcevba75jfkrg4s6tl89zl3y,1,52.4,29.8,2023-01-20T19:02:55.267Z,2023-01-20T21:23:33Z,3986013019,56,Center,3986013037,233,7,3986013021,286,,,,,,,,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907165,7,44,1,0,24,1fttb31hnskynpku8qd09yhm8,0,47.6,70.2,2023-01-20T19:02:55.268Z,2023-01-20T21:23:34Z,3986357845,233,8,3986013027,56,Back,3986013029,285,,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907181,9,1,1,0,24,xcevba75jfkrg4s6tl89zl3y,1,53.2,42.5,2023-01-20T19:02:55.667Z,2023-01-20T19:02:58Z,3986013101,3,,3986013109,212,11.6,3986013111,213,5.7,3986013107,141,32.8,3986013105,140,62.3,3986013103,56,Center,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907187,10,44,1,0,26,xcevba75jfkrg4s6tl89zl3y,1,60.2,29.9,2023-01-20T19:02:57.442Z,2023-01-20T19:02:58Z,3986013135,286,,3986013133,56,Center,3986013149,233,8,,,,,,,,,,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907179,8,44,1,0,26,1fttb31hnskynpku8qd09yhm8,0,39.8,70.1,2023-01-20T19:02:57.443Z,2023-01-20T19:02:58Z,3986013155,233,10,3986013097,285,,3986013093,56,Back,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907203,11,1,1,0,27,xcevba75jfkrg4s6tl89zl3y,0,62.3,32.8,2023-01-20T19:02:58.259Z,2023-01-20T19:02:59Z,3986013253,212,5.9,3986013255,213,5.5,3986013249,140,66.2,3986013247,56,Center,3986013251,141,26.5,3986013245,3,,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907227,9,1,1,0,28,1fttb31hnskynpku8qd09yhm8,0,36.6,80.3,2023-01-20T19:02:59.427Z,2023-01-20T19:03:20Z,3986013391,56,Back,3986013389,3,,3986013397,212,6.6,3986013395,141,83.8,3986013393,140,42.5,3986013399,213,0.4,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907241,12,1,1,0,29,xcevba75jfkrg4s6tl89zl3y,1,57.8,37.1,2023-01-20T19:03:00.867Z,2023-01-20T19:03:02Z,3986013467,3,,3986013469,56,Center,3986013477,213,5.2,3986013471,140,61.7,3986013475,212,8.7,3986013473,141,25.8,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907243,13,49,1,0,30,xcevba75jfkrg4s6tl89zl3y,1,63.8,21.8,2023-01-20T19:03:02.194Z,2023-01-20T19:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907279,14,1,1,0,32,xcevba75jfkrg4s6tl89zl3y,0,64.7,24,2023-01-20T19:03:04.019Z,2023-01-20T19:03:07Z,3986013707,141,17.0,3986013705,140,99.0,3986013703,56,Right,3986013711,213,6.2,3986013709,212,36.3,3986013713,1,,3986013701,155,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907287,10,12,1,0,36,1fttb31hnskynpku8qd09yhm8,1,1.3,81.1,2023-01-20T19:03:08.195Z,2023-01-20T19:03:11Z,3986013783,212,13.1,3986013785,213,1.8,3986013791,167,,3986013777,56,Back,3986013779,140,0.0,3986013781,141,99.9,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907289,11,6,1,0,38,1fttb31hnskynpku8qd09yhm8,0,0,91.4,2023-01-20T19:03:09.452Z,2023-01-20T19:03:12Z,3986013789,73,,3986013787,56,Back,3986013921,233,15,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907303,15,6,1,0,38,xcevba75jfkrg4s6tl89zl3y,1,100,8.6,2023-01-20T19:03:09.452Z,2023-01-20T19:24:16Z,3986013877,56,Right,3986013879,75,,3986013893,233,11,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907565,16,1,1,1,1,xcevba75jfkrg4s6tl89zl3y,1,99.5,0.5,2023-01-20T19:03:32.786Z,2023-01-20T19:04:32Z,3986015389,1,,3986015371,2,,3986015387,213,1.7,3986015373,6,,3986015375,155,,3986017491,25,,3986017487,210,16,3986017489,154,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,1,3986015385,212,40.7,3986015383,141,60.0,3986015377,223,3986015381,140,95.7,3986015379,56,Center,,,,,,,,,,,,,,,,,
2498907567,17,16,1,1,5,xcevba75jfkrg4s6tl89zl3y,1,95.7,60,2023-01-20T19:03:36.674Z,2023-01-20T19:04:33Z,3986017499,29,,3986016871,20,,3986017507,102,49.4,3986015399,56,Center,3986016869,25,,3986017501,154,,3986017503,55,16,3986016875,374,2023-01-20 19:03:36.184,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,3986017497,78,,3986017509,103,7.0,3986017513,231,3986016879,375,01:04.956,3986015397,61,,52.7,3986017511,230,99.3,,,,,,,,,,,,,
2498907847,12,1,1,1,51,1fttb31hnskynpku8qd09yhm8,1,49.6,49.7,2023-01-20T19:04:22.914Z,2023-01-20T19:04:24Z,3986017111,213,2.7,3986017103,56,Back,3986017105,140,36.7,3986017113,279,G,3986017121,189,,3986017109,212,14.8,3986017107,141,58.4,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907891,13,1,1,1,55,1fttb31hnskynpku8qd09yhm8,1,32.9,59,2023-01-20T19:04:26.466Z,2023-01-20T19:04:29Z,3986017345,213,1.4,3986017343,212,9.8,3986017341,141,73.3,3986017339,140,34.1,3986017337,56,Back,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907903,14,1,1,1,57,1fttb31hnskynpku8qd09yhm8,1,34.1,73.3,2023-01-20T19:04:29.138Z,2023-01-20T19:04:30Z,3986017415,56,Back,3986017417,140,11.0,3986017423,213,3.5,3986017419,141,59.0,3986017421,212,26.1,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907921,15,1,1,1,59,1fttb31hnskynpku8qd09yhm8,0,11,59,2023-01-20T19:04:30.626Z,2023-01-20T19:04:38Z,3986017549,140,68.3,3986017553,212,63.7,3986017555,213,0.3,3986017547,56,Left,3986017551,141,89.6,3986017557,1,,3986017545,157,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907947,18,61,1,2,4,xcevba75jfkrg4s6tl89zl3y,1,40.9,27.4,2023-01-20T19:04:36.211Z,2023-01-20T19:04:36Z,3986017683,56,Back,,,,,,,,,,,,,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907963,19,49,1,2,6,xcevba75jfkrg4s6tl89zl3y,1,26.4,31.3,2023-01-20T19:04:37.714Z,2023-01-20T19:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907979,20,1,1,2,6,xcevba75jfkrg4s6tl89zl3y,1,26.4,31.3,2023-01-20T19:04:38.131Z,2023-01-20T19:04:40Z,3986017889,141,23.1,3986017887,140,39.1,3986017891,212,14.5,3986017893,213,5.9,3986017885,56,Back,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907983,21,1,1,2,9,xcevba75jfkrg4s6tl89zl3y,0,38.8,4.9,2023-01-20T19:04:40.707Z,2023-01-20T19:05:07Z,3986017917,212,26.8,3986017915,141,17.7,3986017913,140,62.9,3986017919,213,0.3,3986017911,56,Right,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907987,16,49,1,2,11,1fttb31hnskynpku8qd09yhm8,1,52.3,89.9,2023-01-20T19:04:42.386Z,2023-01-20T19:04:42Z,,,,,,,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908003,17,1,1,2,11,1fttb31hnskynpku8qd09yhm8,1,52.3,89.9,2023-01-20T19:04:42.707Z,2023-01-20T19:04:44Z,3986018029,140,58.7,3986018027,56,Left,3986018033,212,8.4,3986018035,213,0.6,3986018031,141,97.4,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908007,18,1,1,2,13,1fttb31hnskynpku8qd09yhm8,1,58.7,97.4,2023-01-20T19:04:44.418Z,2023-01-20T19:04:45Z,3986018057,140,43.8,3986018059,141,95.0,3986018055,56,Back,3986018063,213,3.2,3986018061,212,15.7,,,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908019,19,1,1,2,14,1fttb31hnskynpku8qd09yhm8,1,43.8,95,2023-01-20T19:04:45.426Z,2023-01-20T19:04:47Z,3986018139,213,0.1,3986018129,140,63.4,3986018135,212,20.7,3986018127,56,Left,3986018131,141,98.3,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908039,20,1,1,2,16,1fttb31hnskynpku8qd09yhm8,1,63.9,98.3,2023-01-20T19:04:47.362Z,2023-01-20T19:04:49Z,3986018241,56,Left,3986018247,212,10.0,3986018243,140,64.8,3986018245,141,83.6,3986018249,213,4.8,,,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908055,21,1,1,2,17,1fttb31hnskynpku8qd09yhm8,1,65.3,77.2,2023-01-20T19:04:49.027Z,2023-01-20T19:04:51Z,3986018323,140,67.2,3986018333,213,4.8,3986018319,56,Center,3986018331,212,14.6,3986018327,141,56.0,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908085,22,1,1,2,20,1fttb31hnskynpku8qd09yhm8,0,67.1,56,2023-01-20T19:04:51.426Z,2023-01-20T19:05:00Z,3986018479,140,94.5,3986018481,141,69.1,3986018477,56,Center,3986018485,213,0.3,3986018483,212,30.1,,,,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908091,22,49,1,2,23,xcevba75jfkrg4s6tl89zl3y,1,4.6,27.4,2023-01-20T19:04:54.435Z,2023-01-20T19:04:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908129,23,61,1,2,26,xcevba75jfkrg4s6tl89zl3y,0,1.4,17,2023-01-20T19:04:57.267Z,2023-01-20T19:05:03Z,3986018739,56,Back,,,,,,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908135,23,6,1,2,27,1fttb31hnskynpku8qd09yhm8,1,96.6,76,2023-01-20T19:04:58.899Z,2023-01-20T19:05:01Z,3986018851,233,24,3986018779,56,Center,3986018781,73,,,,,,,,,,,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908141,24,6,1,2,27,xcevba75jfkrg4s6tl89zl3y,0,3.4,24,2023-01-20T19:04:58.899Z,2023-01-20T19:24:16Z,3986018817,73,,3986018815,56,Back,3986018857,233,23,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908257,24,1,1,2,46,1fttb31hnskynpku8qd09yhm8,1,99.5,99.5,2023-01-20T19:05:18.130Z,2023-01-20T20:43:51Z,3986019559,56,Center,3986020175,154,,3986019555,155,,3986019565,212,27.3,3986020171,210,15,3986019557,223,,3986019567,213,4.6,3986019551,2,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,3986019561,140,96.2,3986019553,6,,3986019563,141,,,,,,,59.7,,,,1,,,,,,,,,,,,
2498908259,25,15,1,2,50,1fttb31hnskynpku8qd09yhm8,1,96.2,59.7,2023-01-20T19:05:21.489Z,2023-01-20T20:43:51Z,3986020183,25,,3986020203,82,,3986020199,328,,3986019739,20,,3986019577,56,Center,3986020209,230,98.9,3986019575,61,,3986020189,154,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,3986020213,231,53.6,3986020195,102,50.1,3986020207,147,3986020187,29,,3986020201,100,,55.2,3986020185,78,,,3986020191,55,24,3986020197,103,19,3986020205,146,98.0,3986022949,233,25
2498908331,25,10,1,2,50,xcevba75jfkrg4s6tl89zl3y,1,3.3,34.6,2023-01-20T19:05:21.589Z,2023-01-20T21:18:09Z,3986019927,94,,3986019929,56,Back,3986022969,233,25,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908261,26,6,1,2,51,1fttb31hnskynpku8qd09yhm8,1,98.4,61.3,2023-01-20T19:05:22.657Z,2023-01-20T19:08:42Z,3986029763,233,26,3986019585,56,Center,3986020471,73,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908353,26,6,1,2,51,xcevba75jfkrg4s6tl89zl3y,0,1.6,38.7,2023-01-20T19:05:22.657Z,2023-01-20T19:24:16Z,3986020017,56,Back,3986020019,73,,3986029779,233,26,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498911013,68,1,1,3,10,1fttb31hnskynpku8qd09yhm8,1,99.5,99.5,2023-01-20T19:05:41.401Z,2023-01-20T19:10:29Z,3986035709,212,8.9,3986035711,213,3.5,3986035707,141,95.3,3986035705,140,91.5,3986035703,56,Left,3986035701,6,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908479,28,1,1,3,13,1fttb31hnskynpku8qd09yhm8,1,91.6,98.6,2023-01-20T19:05:44.962Z,2023-01-20T19:08:57Z,3986020861,213,3.5,3986020859,212,12.5,3986020853,56,Left,3986020857,141,91.5,3986020855,140,80.6,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908489,29,1,1,3,16,1fttb31hnskynpku8qd09yhm8,0,77.9,89.4,2023-01-20T19:05:47.522Z,2023-01-20T19:05:51Z,3986020917,155,,3986020923,141,56.7,3986020925,212,24.6,3986020919,56,Center,3986020921,140,87.9,3986020915,2,,3986020927,213,5.2,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908519,27,12,1,3,18,xcevba75jfkrg4s6tl89zl3y,1,6.5,45.8,2023-01-20T19:05:50.067Z,2023-01-20T20:10:05Z,3986021055,212,9.7,3986021057,213,0.1,3986021053,141,47.6,3986021049,56,Back,3986021051,140,15.7,3986021095,15,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908527,30,61,1,3,21,1fttb31hnskynpku8qd09yhm8,0,65.9,27.1,2023-01-20T19:05:52.497Z,2023-01-20T19:05:52Z,3986021107,56,Center,,,,,,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498908539,28,49,1,3,23,xcevba75jfkrg4s6tl89zl3y,1,37.7,76.3,2023-01-20T19:05:54.259Z,2023-01-20T19:05:54Z,,,,,,,,,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
