id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/16/value
2460601465,6,1,1,0,26,1fttb31hnskynpku8qd09yhm8,1,23.5,88,2022-09-16T18:04:31.181Z,2022-09-16T18:04:33Z,3783468739,141,72.7,3783468733,56,Back,3783468741,212,12.0,3783468743,213,5.2,3783468737,140,29.2,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601565,7,1,1,0,28,1fttb31hnskynpku8qd09yhm8,1,29.2,73.1,2022-09-16T18:04:33.189Z,2022-09-16T18:04:38Z,3783469321,213,4.5,3783469319,212,31.6,3783469315,140,23.0,3783469317,141,27.6,3783469313,56,Back,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601611,8,1,1,0,33,1fttb31hnskynpku8qd09yhm8,1,24.6,27.8,2022-09-16T18:04:38.429Z,2022-09-16T18:04:41Z,3783469545,212,28.2,3783469539,140,14.5,3783469549,213,2.0,3783469537,56,Back,3783469541,141,66.2,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601727,9,1,1,0,36,1fttb31hnskynpku8qd09yhm8,1,14.4,69,2022-09-16T18:04:41.509Z,2022-09-16T18:04:47Z,3783470175,212,20.3,3783470173,141,95.3,3783470169,56,Back,3783470171,140,23.5,3783470177,213,1.1,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601781,10,1,1,0,42,1fttb31hnskynpku8qd09yhm8,1,32.1,90.8,2022-09-16T18:04:47.805Z,2022-09-16T18:04:50Z,3783470473,213,0.1,3783470469,141,95.5,3783470465,56,Left,3783470471,212,28.6,3783470467,140,59.2,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601799,11,1,1,0,45,1fttb31hnskynpku8qd09yhm8,1,59.8,95.3,2022-09-16T18:04:50.533Z,2022-09-16T18:04:51Z,3783470603,140,59.8,3783470601,56,Left,3783470607,212,10.3,3783470605,141,80.2,3783470609,213,4.7,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601829,12,1,1,0,46,1fttb31hnskynpku8qd09yhm8,1,60.1,82.4,2022-09-16T18:04:51.637Z,2022-09-16T18:04:53Z,3783470717,212,9.8,3783470721,213,2.5,3783470711,141,91.2,3783470707,140,52.7,3783470701,56,Left,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601887,13,1,1,0,48,1fttb31hnskynpku8qd09yhm8,1,52.7,91.2,2022-09-16T18:04:53.253Z,2022-09-16T18:04:56Z,3783470985,212,28.6,3783470981,140,33.1,3783470987,213,3.9,3783470979,56,Back,3783470983,141,61.9,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601961,14,1,1,0,51,1fttb31hnskynpku8qd09yhm8,1,33,61.9,2022-09-16T18:04:56.253Z,2022-09-16T18:05:00Z,3783471389,212,22.3,3783471379,56,Back,3783471387,141,29.5,3783471393,213,4.6,3783471383,140,29.6,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601993,15,1,1,0,55,1fttb31hnskynpku8qd09yhm8,0,25.7,22.8,2022-09-16T18:05:00.429Z,2022-09-16T18:05:03Z,3783471563,140,72.8,3783471565,141,45.9,3783471571,1,,3783471559,155,,3783471567,212,51.9,3783471561,56,Center,3783471569,213,0.3,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602017,8,1,1,0,58,xcevba75jfkrg4s6tl89zl3y,0,27.6,52.8,2022-09-16T18:05:03.565Z,2022-09-16T18:05:05Z,3783471761,140,53.2,3783471767,213,0.2,3783471759,56,Center,3783471765,212,27.6,3783471763,141,62.3,,,,,,,,,,92mkw4rtoho0gkf3wr19c9iad,J. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602085,16,1,1,1,1,1fttb31hnskynpku8qd09yhm8,1,49.1,40.3,2022-09-16T18:05:06.309Z,2022-09-16T18:05:12Z,3783472193,140,47.4,3783472191,56,Back,3783472201,213,1.7,3783472195,141,70.3,3783472199,212,20.5,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602121,17,1,1,1,6,1fttb31hnskynpku8qd09yhm8,1,53.6,89.9,2022-09-16T18:05:11.933Z,2022-09-16T18:05:13Z,3783472387,56,Back,3783472395,213,3.4,3783472391,141,86.2,3783472389,140,42.6,3783472393,212,11.8,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602157,18,1,1,1,8,1fttb31hnskynpku8qd09yhm8,1,43,87.3,2022-09-16T18:05:13.733Z,2022-09-16T18:05:16Z,3783472553,213,0.3,3783472547,140,60.4,3783472551,212,19.1,3783472545,56,Left,3783472549,141,95.3,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602205,19,1,1,1,11,1fttb31hnskynpku8qd09yhm8,1,60.4,95.3,2022-09-16T18:05:16.077Z,2022-09-16T18:05:19Z,3783472851,213,4.1,3783472849,212,7.5,3783472847,141,86.3,3783472843,56,Left,3783472845,140,56.2,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602277,20,1,1,1,14,1fttb31hnskynpku8qd09yhm8,0,54.4,80.2,2022-09-16T18:05:19.253Z,2022-09-16T18:05:23Z,3783473213,212,34.4,3783473205,155,,3783473209,140,86.5,3783473211,141,69.9,3783473215,213,6.1,3783473207,56,Center,3783473219,1,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602287,9,52,1,1,18,xcevba75jfkrg4s6tl89zl3y,1,9.1,29.8,2022-09-16T18:05:23.790Z,2022-09-16T18:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602397,10,1,1,1,22,xcevba75jfkrg4s6tl89zl3y,1,9.6,41.2,2022-09-16T18:05:27.373Z,2022-09-16T18:05:30Z,3783473895,287,,3783473867,212,36.4,3783473861,140,20.2,3783473863,141,92.1,3783473859,56,Back,3783473869,213,1.3,3783473857,123,,3783473871,1,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602561,11,1,1,1,30,xcevba75jfkrg4s6tl89zl3y,1,39.9,90.3,2022-09-16T18:05:36.013Z,2022-09-16T18:05:40Z,3783474745,141,6.7,3783474739,196,,3783474749,213,5.1,3783474743,140,59.7,3783474737,155,,3783474741,56,Right,3783474747,212,60.5,3783474751,1,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602687,12,1,1,1,35,xcevba75jfkrg4s6tl89zl3y,1,58,7.1,2022-09-16T18:05:40.717Z,2022-09-16T18:05:47Z,3783475441,213,3.0,3783475433,56,Back,3783475435,140,39.7,3783475439,212,19.3,3783475437,141,10.0,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602795,13,1,1,1,42,xcevba75jfkrg4s6tl89zl3y,1,42.1,21.5,2022-09-16T18:05:47.502Z,2022-09-16T18:05:54Z,3783476053,212,18.2,3783476047,56,Back,3783476051,141,26.0,3783476055,213,3.0,3783476049,140,25.0,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602865,14,1,1,1,49,xcevba75jfkrg4s6tl89zl3y,1,28.3,34.9,2022-09-16T18:05:54.606Z,2022-09-16T18:05:58Z,3783476453,212,23.8,3783476451,141,54.8,3783476447,56,Back,3783476455,213,2.5,3783476449,140,9.7,,,,,,,,,,92mkw4rtoho0gkf3wr19c9iad,J. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602907,15,1,1,1,52,xcevba75jfkrg4s6tl89zl3y,1,9.7,54.8,2022-09-16T18:05:57.934Z,2022-09-16T18:06:00Z,3783476695,141,80.1,3783476693,140,20.7,3783476699,213,1.0,3783476691,56,Back,3783476697,212,20.7,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460602987,16,1,1,1,54,xcevba75jfkrg4s6tl89zl3y,1,20.7,80.1,2022-09-16T18:05:59.983Z,2022-09-16T18:06:03Z,3783477037,56,Back,3783477043,212,21.4,3783477041,141,56.9,3783477045,213,4.0,3783477039,140,6.9,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603023,17,1,1,1,58,xcevba75jfkrg4s6tl89zl3y,1,6.3,45.4,2022-09-16T18:06:03.822Z,2022-09-16T18:06:06Z,3783477239,1,,3783477235,212,44.9,3783477231,140,40.1,3783477237,213,5.6,3783477229,56,Back,3783477233,141,5.0,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603093,18,1,1,2,1,xcevba75jfkrg4s6tl89zl3y,1,40.1,5,2022-09-16T18:06:06.111Z,2022-09-16T18:06:10Z,3783477583,140,22.2,3783477585,141,21.7,3783477589,213,2.6,3783477581,56,Back,3783477587,212,22.0,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603125,19,1,1,2,5,xcevba75jfkrg4s6tl89zl3y,1,21.8,16.4,2022-09-16T18:06:10.478Z,2022-09-16T18:06:12Z,3783477777,140,29.0,3783477783,213,5.4,3783477775,56,Back,3783477779,141,3.4,3783477781,212,11.6,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603153,20,1,1,2,7,xcevba75jfkrg4s6tl89zl3y,0,29,3.4,2022-09-16T18:06:12.270Z,2022-09-16T18:06:13Z,3783477905,213,1.1,3783477903,212,7.5,3783477899,140,32.1,3783477897,56,Back,3783477901,141,13.3,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603159,21,49,1,2,8,1fttb31hnskynpku8qd09yhm8,1,64.6,85,2022-09-16T18:06:13.902Z,2022-09-16T18:06:14Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603173,22,1,1,2,9,1fttb31hnskynpku8qd09yhm8,1,64.4,85,2022-09-16T18:06:14.118Z,2022-09-16T18:06:15Z,3783477983,212,8.6,3783477981,141,90.4,3783477979,140,57.0,3783477985,213,2.7,3783477977,56,Left,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603241,23,1,1,2,10,1fttb31hnskynpku8qd09yhm8,1,57.3,90.4,2022-09-16T18:06:15.374Z,2022-09-16T18:06:19Z,3783478359,141,92.3,3783478363,213,0.1,3783478361,212,20.9,3783478355,56,Left,3783478357,140,77.2,3783478353,155,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603251,24,1,1,2,13,1fttb31hnskynpku8qd09yhm8,0,77.2,92.3,2022-09-16T18:06:18.478Z,2022-09-16T18:09:37Z,3783478423,141,88.2,3783478425,212,10.8,3783478421,140,67.3,3783478427,213,3.4,3783478419,56,Left,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603427,24,49,1,2,13,xcevba75jfkrg4s6tl89zl3y,1,36.3,16.1,2022-09-16T18:06:18.711Z,2022-09-16T18:06:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603243,21,61,1,2,14,xcevba75jfkrg4s6tl89zl3y,0,31.6,5,2022-09-16T18:06:19.632Z,2022-09-16T18:06:30Z,3783478371,56,Back,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603309,22,45,1,2,17,xcevba75jfkrg4s6tl89zl3y,0,31.9,18.4,2022-09-16T18:06:22.214Z,2022-09-16T18:06:25Z,3783478729,56,Back,3783478811,233,25,3783478731,285,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603285,25,3,1,2,17,1fttb31hnskynpku8qd09yhm8,1,68.1,81.6,2022-09-16T18:06:22.214Z,2022-09-16T18:06:25Z,3783478621,286,,3783478619,56,Left,3783478793,233,22,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603333,26,1,1,2,18,1fttb31hnskynpku8qd09yhm8,1,70.2,81.5,2022-09-16T18:06:23.150Z,2022-09-16T18:06:25Z,3783478865,212,11.9,3783478851,56,Left,3783478859,141,91.4,3783478855,140,79.6,3783478869,213,0.6,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603365,27,1,1,2,20,1fttb31hnskynpku8qd09yhm8,0,79.8,91.4,2022-09-16T18:06:25.430Z,2022-09-16T18:06:27Z,3783479039,212,28.6,3783479037,141,65.3,3783479041,213,5.6,3783479033,56,Center,3783479035,140,100.0,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603373,23,5,1,2,22,xcevba75jfkrg4s6tl89zl3y,1,-1.4,31.6,2022-09-16T18:06:27.754Z,2022-09-16T18:35:32Z,3783479101,56,Back,3783479103,346,,3783479131,233,28,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603377,28,5,1,2,22,1fttb31hnskynpku8qd09yhm8,0,101.4,68.4,2022-09-16T18:06:27.754Z,2022-09-16T18:06:28Z,3783479109,346,,3783479107,56,Center,3783479169,233,23,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603671,25,1,1,2,38,xcevba75jfkrg4s6tl89zl3y,1,5.2,46.6,2022-09-16T18:06:43.375Z,2022-09-16T18:06:46Z,3783480601,213,5.0,3783480593,56,Back,3783480597,141,32.8,3783480591,124,,3783480595,140,7.7,3783480599,212,9.7,3783480605,237,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603719,26,1,1,2,40,xcevba75jfkrg4s6tl89zl3y,1,7.7,32.8,2022-09-16T18:06:46.031Z,2022-09-16T18:06:49Z,3783480875,140,10.1,3783480881,212,18.1,3783480873,56,Back,3783480885,213,4.9,3783480877,141,6.4,,,,,,,,,,92mkw4rtoho0gkf3wr19c9iad,J. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603773,27,1,1,2,44,xcevba75jfkrg4s6tl89zl3y,0,10.3,5.9,2022-09-16T18:06:49.535Z,2022-09-16T18:06:53Z,3783481179,140,60.4,3783481181,141,26.9,3783481187,1,,3783481183,212,54.5,3783481175,155,,3783481177,56,Center,3783481185,213,0.3,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603787,29,44,1,2,46,1fttb31hnskynpku8qd09yhm8,1,39.4,69.6,2022-09-16T18:06:51.615Z,2022-09-16T18:06:53Z,3783481245,285,,3783481275,233,28,3783481243,56,Back,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603783,28,44,1,2,46,xcevba75jfkrg4s6tl89zl3y,0,60.6,30.4,2022-09-16T18:06:51.616Z,2022-09-16T18:10:44Z,3783481237,286,,3783481235,56,Center,3783481341,233,29,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
