id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist
2500089963,11,61,1,0,36,2xlnfgrl6r18ftv38unwp7h4s,0,23.7,26.8,2023-01-23T19:00:44.037Z,2023-01-23T19:04:28Z,3992243511,56,Back,,,,,,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089987,11,1,1,0,39,cv5ftekuejf0ryxvd5h2my47r,0,89.4,75.1,2023-01-23T19:00:47.276Z,2023-01-23T19:00:48Z,3992243665,141,50.6,3992243671,213,5.1,3992243661,140,95.8,3992243669,212,18.0,3992243655,56,Center,,,,,,,,,,4o1150mpv9nz55cwj9b0vblk9,K. Kristinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089981,12,52,1,0,40,2xlnfgrl6r18ftv38unwp7h4s,1,1.6,47.3,2023-01-23T19:00:48.038Z,2023-01-23T19:00:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090037,13,1,1,0,55,2xlnfgrl6r18ftv38unwp7h4s,1,11.8,40.1,2023-01-23T19:01:03.318Z,2023-01-23T19:01:04Z,3992244021,212,13.0,3992244015,56,Back,3992244013,123,,3992244023,213,5.5,3992244017,140,20.8,3992244041,189,,3992244019,141,26.9,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090057,14,1,1,0,57,2xlnfgrl6r18ftv38unwp7h4s,1,21,39.2,2023-01-23T19:01:05.765Z,2023-01-23T19:01:08Z,3992244129,213,1.9,3992244127,212,21.9,3992244125,141,69.9,3992244123,140,14.7,3992244121,56,Back,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090065,15,1,1,1,0,2xlnfgrl6r18ftv38unwp7h4s,1,19.5,76.8,2023-01-23T19:01:08.549Z,2023-01-23T19:01:12Z,3992244167,56,Back,3992244169,140,21.8,3992244171,141,94.5,3992244175,213,1.4,3992244173,212,12.3,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090073,16,1,1,1,4,2xlnfgrl6r18ftv38unwp7h4s,1,22.5,91.7,2023-01-23T19:01:12.069Z,2023-01-23T19:01:16Z,3992244231,140,41.5,3992244233,141,97.2,3992244235,212,20.3,3992244237,213,0.2,3992244229,56,Back,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090089,17,1,1,1,8,2xlnfgrl6r18ftv38unwp7h4s,1,40.7,94.1,2023-01-23T19:01:16.325Z,2023-01-23T19:01:20Z,3992244335,140,39.0,3992244341,213,4.5,3992244333,56,Back,3992244337,141,81.9,3992244339,212,8.5,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090129,18,1,1,1,12,2xlnfgrl6r18ftv38unwp7h4s,1,29.5,76.8,2023-01-23T19:01:20.069Z,2023-01-23T19:01:27Z,3992244561,56,Back,3992244565,141,69.3,3992244563,140,25.4,3992244567,212,6.7,3992244569,213,4.0,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090147,19,1,1,1,19,2xlnfgrl6r18ftv38unwp7h4s,1,30.7,49.4,2023-01-23T19:01:27.621Z,2023-01-23T19:01:32Z,3992244695,140,24.0,3992244693,56,Back,3992244701,213,1.9,3992244699,212,22.7,3992244697,141,81.2,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090161,20,1,1,1,24,2xlnfgrl6r18ftv38unwp7h4s,1,24,75.6,2023-01-23T19:01:32.021Z,2023-01-23T19:01:35Z,3992244785,213,3.8,3992244783,212,22.8,3992244779,140,7.4,3992244781,141,53.9,3992244777,56,Back,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090169,21,1,1,1,27,2xlnfgrl6r18ftv38unwp7h4s,1,7.4,53.9,2023-01-23T19:01:35.669Z,2023-01-23T19:01:38Z,3992244853,140,15.6,3992244855,141,58.7,3992244863,213,0.4,3992244849,56,Back,3992244859,212,9.2,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090193,22,1,1,1,30,2xlnfgrl6r18ftv38unwp7h4s,1,18.7,52.7,2023-01-23T19:01:38.261Z,2023-01-23T19:01:44Z,3992245019,140,21.4,3992245017,56,Back,3992245021,141,22.3,3992245025,213,4.8,3992245023,212,20.9,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090211,23,1,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,1,22.9,29,2023-01-23T19:01:44.053Z,2023-01-23T19:01:47Z,3992245107,213,1.4,3992245105,212,7.6,3992245103,141,40.1,3992245101,140,23.8,3992245099,56,Back,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090231,24,1,1,1,39,2xlnfgrl6r18ftv38unwp7h4s,1,25.8,39.7,2023-01-23T19:01:47.605Z,2023-01-23T19:01:50Z,3992245223,140,21.3,3992245225,141,17.9,3992245221,56,Back,3992245229,213,4.4,3992245227,212,15.6,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090251,25,1,1,1,42,2xlnfgrl6r18ftv38unwp7h4s,1,21.3,17.9,2023-01-23T19:01:49.973Z,2023-01-23T19:01:53Z,3992245331,140,30.4,3992245335,212,12.4,3992245333,141,6.2,3992245337,213,5.6,3992245329,56,Back,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090259,26,1,1,1,45,2xlnfgrl6r18ftv38unwp7h4s,1,32.1,8.6,2023-01-23T19:01:52.981Z,2023-01-23T19:01:56Z,3992245387,212,20.0,3992245389,213,1.0,3992245381,56,Back,3992245385,141,32.9,3992245383,140,42.9,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090285,27,1,1,1,49,2xlnfgrl6r18ftv38unwp7h4s,1,42.7,35.8,2023-01-23T19:01:57.140Z,2023-01-23T19:02:04Z,3992245549,140,53.5,3992245547,56,Left,3992245551,141,96.5,3992245553,212,42.8,3992245555,213,1.3,3992245557,1,,3992245545,196,,3992245543,155,,ch4mwwdzqiksjm5kfda3f3klw,T. van den Heuvel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090287,28,1,1,1,56,2xlnfgrl6r18ftv38unwp7h4s,1,58.7,74.3,2023-01-23T19:02:04.773Z,2023-01-23T19:02:06Z,3992245569,141,82.4,3992245571,212,6.2,3992245573,213,2.0,3992245565,56,Left,3992245567,140,56.0,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090295,29,1,1,1,57,2xlnfgrl6r18ftv38unwp7h4s,1,56,82.4,2023-01-23T19:02:05.924Z,2023-01-23T19:02:07Z,3992245623,212,10.9,3992245625,213,1.1,3992245621,141,96.5,3992245617,56,Left,3992245619,140,60.9,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090315,30,1,1,1,59,2xlnfgrl6r18ftv38unwp7h4s,1,60,92.4,2023-01-23T19:02:07.093Z,2023-01-23T19:02:10Z,3992245727,56,Left,3992245729,140,61.5,3992245731,141,79.4,3992245735,213,4.9,3992245733,212,9.0,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090321,12,45,1,2,2,cv5ftekuejf0ryxvd5h2my47r,0,35.6,11.9,2023-01-23T19:02:10.373Z,2023-01-23T19:02:14Z,3992245769,56,Back,3992245771,285,,3992245883,233,31,,,,,,,,,,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090343,31,3,1,2,2,2xlnfgrl6r18ftv38unwp7h4s,1,64.4,88.1,2023-01-23T19:02:10.373Z,2023-01-23T19:02:14Z,3992245877,233,12,3992245869,56,Left,3992245871,286,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090373,32,1,1,2,6,2xlnfgrl6r18ftv38unwp7h4s,1,61.3,92.4,2023-01-23T19:02:13.973Z,2023-01-23T19:02:19Z,3992246015,213,3.5,3992246013,212,29.0,3992246011,141,76.1,3992246007,56,Back,3992246009,140,35.8,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090379,33,50,1,2,10,2xlnfgrl6r18ftv38unwp7h4s,1,34.8,78,2023-01-23T19:02:18.666Z,2023-01-23T19:54:11Z,3992246099,233,13,3992246045,56,Back,3992246047,286,,,,,,,,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090385,13,7,1,2,10,cv5ftekuejf0ryxvd5h2my47r,0,65.2,22,2023-01-23T19:02:18.667Z,2023-01-23T19:02:20Z,3992246065,56,Center,3992246081,233,33,3992246085,285,,,,,,,,,,,,,,,,,4o1150mpv9nz55cwj9b0vblk9,K. Kristinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090403,34,1,1,2,13,2xlnfgrl6r18ftv38unwp7h4s,1,30.8,95.4,2023-01-23T19:02:21.700Z,2023-01-23T19:02:24Z,3992246217,140,13.3,3992246223,213,3.9,3992246215,56,Back,3992246221,212,25.7,3992246219,141,68.9,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090419,35,1,1,2,16,2xlnfgrl6r18ftv38unwp7h4s,1,12.9,55.4,2023-01-23T19:02:24.789Z,2023-01-23T19:02:31Z,3992246339,141,33.7,3992246335,56,Back,3992246341,212,16.3,3992246343,213,5.1,3992246337,140,19.4,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090425,36,1,1,2,22,2xlnfgrl6r18ftv38unwp7h4s,1,27.8,41.8,2023-01-23T19:02:30.916Z,2023-01-23T19:02:32Z,3992246371,141,60.2,3992246373,212,13.0,3992246375,213,1.8,3992246367,56,Back,3992246369,140,24.5,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090431,37,1,1,2,24,2xlnfgrl6r18ftv38unwp7h4s,1,25.1,61.4,2023-01-23T19:02:32.899Z,2023-01-23T19:02:35Z,3992246427,212,15.6,3992246429,213,0.6,3992246421,56,Back,3992246425,141,74.6,3992246423,140,37.2,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090439,38,1,1,2,27,2xlnfgrl6r18ftv38unwp7h4s,1,37.2,74.6,2023-01-23T19:02:35.091Z,2023-01-23T19:02:36Z,3992246471,213,3.8,3992246463,56,Back,3992246465,140,31.7,3992246467,141,68.3,3992246469,212,7.2,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090449,39,1,1,2,28,2xlnfgrl6r18ftv38unwp7h4s,1,31.7,68.3,2023-01-23T19:02:36.197Z,2023-01-23T19:02:38Z,3992246507,56,Back,3992246513,212,13.2,3992246515,213,1.9,3992246511,141,86.4,3992246509,140,27.1,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090455,40,1,1,2,30,2xlnfgrl6r18ftv38unwp7h4s,1,28.8,78.8,2023-01-23T19:02:38.820Z,2023-01-23T19:02:43Z,3992246589,212,27.6,3992246587,141,39.8,3992246585,140,21.6,3992246583,56,Back,3992246591,213,4.4,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090477,41,1,1,2,35,2xlnfgrl6r18ftv38unwp7h4s,1,22.2,31.4,2023-01-23T19:02:43.508Z,2023-01-23T19:02:47Z,3992246721,140,18.5,3992246723,141,51.3,3992246725,212,14.1,3992246719,56,Back,3992246727,213,1.9,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090489,42,1,1,2,39,2xlnfgrl6r18ftv38unwp7h4s,1,18.5,50.7,2023-01-23T19:02:47.284Z,2023-01-23T19:02:49Z,3992246757,140,20.9,3992246763,213,1.5,3992246761,212,24.1,3992246755,56,Back,3992246759,141,86.0,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090495,43,1,1,2,41,2xlnfgrl6r18ftv38unwp7h4s,0,21.6,92.1,2023-01-23T19:02:49.652Z,2023-01-23T19:02:51Z,3992246809,140,40.0,3992246807,56,Back,3992246805,155,,3992246813,212,19.4,3992246815,213,6.2,3992246811,141,89.6,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090499,14,1,1,2,43,cv5ftekuejf0ryxvd5h2my47r,1,60.9,12,2023-01-23T19:02:51.468Z,2023-01-23T19:02:52Z,3992246839,56,Right,3992246841,140,65.6,3992246845,212,6.1,3992246843,141,6.8,3992246847,213,5.7,3992246837,3,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090505,15,49,1,2,44,cv5ftekuejf0ryxvd5h2my47r,1,65.6,6.8,2023-01-23T19:02:52.492Z,2023-01-23T19:02:52Z,,,,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
