id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2529877883,9,1,1,0,14,dac758ef858jbq7pcb3gfwite,1,58.6,36.3,2023-04-07T18:03:20.026Z,2023-04-07T20:05:30Z,4170358395,56,Left,4170358401,212,30.8,4170358397,140,67.7,4170358399,141,79.4,4170358403,213,1.3,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877925,10,1,1,0,18,dac758ef858jbq7pcb3gfwite,0,74.5,84.7,2023-04-07T18:03:24.043Z,2023-04-07T18:03:26Z,4170358603,213,5.2,4170358593,155,,4170358591,2,,4170358607,1,,4170358599,141,42.4,4170358595,56,Center,4170358601,212,33.2,4170358597,140,90.2,5r73kuy4vdv1epvmzrhb6nskq,M. Leš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877927,4,12,1,0,19,xcevba75jfkrg4s6tl89zl3y,1,11.6,60.3,2023-04-07T18:03:25.625Z,2023-04-07T18:13:09Z,4170358617,212,24.1,4170358647,15,,4170358613,140,21.4,4170358615,141,92.4,4170358619,213,1.1,4170358611,56,Back,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877951,5,49,1,0,23,xcevba75jfkrg4s6tl89zl3y,1,22.1,92.3,2023-04-07T18:03:29.242Z,2023-04-07T18:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877977,6,3,1,0,25,xcevba75jfkrg4s6tl89zl3y,0,37.4,93.2,2023-04-07T18:03:31.344Z,2023-04-07T18:03:35Z,4170359229,286,,4170359225,233,11,4170358871,56,Back,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878029,11,7,1,0,25,dac758ef858jbq7pcb3gfwite,1,62.6,6.8,2023-04-07T18:03:31.345Z,2023-04-07T18:03:35Z,4170359151,285,,4170359191,233,6,4170359149,56,Right,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878009,7,5,1,0,26,xcevba75jfkrg4s6tl89zl3y,1,36.4,101.7,2023-04-07T18:03:32.029Z,2023-04-07T18:03:37Z,4170359041,347,,4170359035,56,Back,4170359341,233,13,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878055,13,5,1,0,26,dac758ef858jbq7pcb3gfwite,0,63.6,-1.7,2023-04-07T18:03:32.029Z,2023-04-07T18:28:43Z,4170359361,233,7,4170359295,347,,4170359293,56,Right,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878053,12,43,1,0,29,dac758ef858jbq7pcb3gfwite,1,0,0,2023-04-07T18:03:35.211Z,2023-04-07T18:03:38Z,4170359285,56,Right,4170359287,286,0,4170359431,144,44,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878381,8,1,1,0,49,xcevba75jfkrg4s6tl89zl3y,1,26.8,100,2023-04-07T18:03:55.380Z,2023-04-07T18:03:58Z,4170361057,213,5.7,4170361055,212,24.7,4170361059,1,,4170361051,140,46.0,4170361049,56,Back,4170361053,141,80.5,4170361047,107,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878435,9,1,1,0,53,xcevba75jfkrg4s6tl89zl3y,0,46.4,80.6,2023-04-07T18:03:58.736Z,2023-04-07T18:04:02Z,4170361355,155,,4170361357,56,Left,4170361363,212,34.1,4170361359,140,76.7,4170361361,141,98.7,4170361367,1,,4170361365,213,0.4,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878443,14,12,1,0,56,dac758ef858jbq7pcb3gfwite,1,22.2,3.4,2023-04-07T18:04:02.227Z,2023-04-07T18:04:03Z,4170361401,140,25.0,4170361431,167,,4170361405,212,4.5,4170361399,56,Back,4170361403,141,0.0,4170361407,213,5.4,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878489,10,5,1,0,57,xcevba75jfkrg4s6tl89zl3y,1,74.4,101.7,2023-04-07T18:04:02.718Z,2023-04-07T18:28:43Z,4170361647,347,,4170361685,233,15,4170361645,56,Left,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878449,15,5,1,0,57,dac758ef858jbq7pcb3gfwite,0,25.6,-1.7,2023-04-07T18:04:02.718Z,2023-04-07T18:04:06Z,4170361427,347,,4170361425,56,Back,4170361715,233,10,,,,,,,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878687,11,1,1,1,13,xcevba75jfkrg4s6tl89zl3y,1,75.6,100,2023-04-07T18:04:18.652Z,2023-04-07T18:04:19Z,4170362739,140,78.7,4170362743,212,10.4,4170362737,56,Left,4170362735,107,,4170362745,213,5.0,4170362741,141,87.4,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878741,12,61,1,1,14,xcevba75jfkrg4s6tl89zl3y,0,78.7,87.4,2023-04-07T18:04:19.813Z,2023-04-07T18:04:53Z,4170362969,56,Left,,,,,,,,,,,,,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878797,16,1,1,1,16,dac758ef858jbq7pcb3gfwite,0,19.5,9.1,2023-04-07T18:04:22.404Z,2023-04-07T18:07:32Z,4170363253,212,16.0,4170363249,140,33.2,4170363245,157,,4170363247,56,Back,4170363255,213,5.8,4170363257,1,,4170363251,141,0.0,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878859,13,5,1,1,17,xcevba75jfkrg4s6tl89zl3y,1,71.4,101.2,2023-04-07T18:04:23.038Z,2023-04-07T18:04:30Z,4170363567,56,Left,4170363569,347,,4170363577,233,17,,,,,,,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878801,17,5,1,1,17,dac758ef858jbq7pcb3gfwite,0,28.6,-1.2,2023-04-07T18:04:23.038Z,2023-04-07T18:28:44Z,4170363267,56,Back,4170363623,233,13,4170363269,347,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878897,14,1,1,1,24,xcevba75jfkrg4s6tl89zl3y,1,76,100,2023-04-07T18:04:29.801Z,2023-04-07T18:04:32Z,4170363749,213,5.2,4170363741,141,94.4,4170363739,140,78.4,4170363743,212,5.4,4170363737,56,Left,4170363735,107,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878923,15,1,1,1,24,xcevba75jfkrg4s6tl89zl3y,1,78.4,94.4,2023-04-07T18:04:29.873Z,2023-04-07T18:04:38Z,4170363873,213,0.4,4170363869,141,97.2,4170363867,140,83.0,4170363865,56,Left,4170363871,212,5.2,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878925,16,3,1,1,25,xcevba75jfkrg4s6tl89zl3y,0,86.4,97.4,2023-04-07T18:04:31.482Z,2023-04-07T18:04:35Z,4170363877,56,Left,4170363879,286,,4170363937,233,18,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878895,18,7,1,1,25,dac758ef858jbq7pcb3gfwite,1,13.6,2.6,2023-04-07T18:04:31.483Z,2023-04-07T18:04:35Z,4170363727,167,,4170363731,285,,4170363885,233,16,4170363729,56,Back,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878967,17,5,1,1,26,xcevba75jfkrg4s6tl89zl3y,1,86.6,101.5,2023-04-07T18:04:32.619Z,2023-04-07T18:28:44Z,4170364119,56,Left,4170364177,233,19,4170364123,347,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878907,19,5,1,1,26,dac758ef858jbq7pcb3gfwite,0,13.4,-1.5,2023-04-07T18:04:32.619Z,2023-04-07T18:04:38Z,4170364217,233,17,4170363801,56,Back,4170363803,347,,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879021,18,1,1,1,33,xcevba75jfkrg4s6tl89zl3y,1,85.6,100,2023-04-07T18:04:39.478Z,2023-04-07T18:04:41Z,4170364429,141,93.5,4170364421,107,,4170364427,140,74.0,4170364431,212,13.2,4170364425,56,Left,4170364433,213,3.5,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879057,19,1,1,1,35,xcevba75jfkrg4s6tl89zl3y,0,77.2,94.1,2023-04-07T18:04:41.467Z,2023-04-07T18:04:44Z,4170364615,56,Center,4170364623,213,5.5,4170364617,140,98.0,4170364621,212,31.9,4170364619,141,59.9,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879069,20,52,1,1,39,dac758ef858jbq7pcb3gfwite,1,2.6,41.6,2023-04-07T18:04:45.018Z,2023-04-07T18:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879319,21,1,1,1,49,dac758ef858jbq7pcb3gfwite,1,10.8,38.9,2023-04-07T18:04:54.995Z,2023-04-07T18:05:00Z,4170365931,123,,4170365939,212,9.4,4170365935,140,15.7,4170365933,56,Back,4170365941,213,5.3,4170365937,141,27.4,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879353,22,1,1,1,54,dac758ef858jbq7pcb3gfwite,1,25.7,22.7,2023-04-07T18:05:00.531Z,2023-04-07T18:05:02Z,4170366133,213,5.9,4170366129,141,16.1,4170366131,212,11.3,4170366127,140,35.6,4170366125,56,Back,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879391,23,1,1,1,56,dac758ef858jbq7pcb3gfwite,0,35.6,16.1,2023-04-07T18:05:02.250Z,2023-04-07T18:05:03Z,4170366307,56,Right,4170366311,141,4.4,4170366309,140,51.5,4170366315,213,5.8,4170366313,212,18.5,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879415,20,1,1,1,58,xcevba75jfkrg4s6tl89zl3y,0,48.4,95.7,2023-04-07T18:05:04.256Z,2023-04-07T18:05:05Z,4170366453,157,,4170366461,212,29.2,4170366465,1,,4170366455,56,Left,4170366457,140,75.9,4170366463,213,0.1,4170366459,141,100.0,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879419,21,5,1,1,59,xcevba75jfkrg4s6tl89zl3y,0,68.6,101.4,2023-04-07T18:05:04.755Z,2023-04-07T18:28:44Z,4170367179,233,24,4170366495,56,Left,4170366497,347,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879539,24,5,1,1,59,dac758ef858jbq7pcb3gfwite,1,31.4,-1.4,2023-04-07T18:05:04.755Z,2023-04-07T18:05:15Z,4170367153,233,21,4170367103,56,Back,4170367105,347,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879569,25,1,1,2,9,dac758ef858jbq7pcb3gfwite,1,38.8,0,2023-04-07T18:05:15.083Z,2023-04-07T18:05:16Z,4170367273,213,2.0,4170367263,107,,4170367269,141,23.4,4170367265,56,Back,4170367271,212,18.1,4170367267,140,32.1,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879597,26,1,1,2,11,dac758ef858jbq7pcb3gfwite,0,32.1,23.4,2023-04-07T18:05:16.835Z,2023-04-07T18:05:18Z,4170367409,213,6.0,4170367397,56,Right,4170367413,1,,4170367405,212,35.8,4170367399,140,64.6,4170367403,141,7.7,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879609,22,49,1,2,13,xcevba75jfkrg4s6tl89zl3y,1,37.7,97.2,2023-04-07T18:05:19.138Z,2023-04-07T18:05:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879715,23,1,1,2,13,xcevba75jfkrg4s6tl89zl3y,1,37.5,97.2,2023-04-07T18:05:19.579Z,2023-04-07T18:05:26Z,4170368097,213,3.9,4170368095,212,38.3,4170368099,1,,4170368087,56,Back,4170368093,141,58.1,4170368089,140,11.2,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879781,24,1,1,2,21,xcevba75jfkrg4s6tl89zl3y,1,12.4,55.7,2023-04-07T18:05:26.742Z,2023-04-07T18:05:30Z,4170368467,141,69.9,4170368471,213,0.7,4170368465,140,22.7,4170368463,56,Back,4170368469,212,14.5,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879833,25,1,1,2,24,xcevba75jfkrg4s6tl89zl3y,1,23.6,67.3,2023-04-07T18:05:30.452Z,2023-04-07T19:03:01Z,4170368751,140,23.1,4170368757,213,4.7,4170368749,56,Back,4170368753,141,28.8,4170368755,212,26.2,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879885,26,1,1,2,27,xcevba75jfkrg4s6tl89zl3y,1,23.1,28.8,2023-04-07T18:05:33.176Z,2023-04-07T18:05:54Z,4170369073,212,15.0,4170369065,140,27.9,4170369061,56,Back,4170369077,213,5.1,4170369069,141,8.0,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879997,27,1,1,2,30,xcevba75jfkrg4s6tl89zl3y,1,29.1,8,2023-04-07T18:05:36.169Z,2023-04-07T18:05:42Z,4170369695,141,18.9,4170369697,212,67.8,4170369691,56,Right,4170369699,213,0.1,4170369701,1,,4170369693,140,93.3,4170369689,155,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529880021,28,1,1,2,36,xcevba75jfkrg4s6tl89zl3y,0,97.7,29.4,2023-04-07T18:05:41.924Z,2023-04-07T18:05:44Z,4170369929,286,,4170369783,213,2.0,4170369925,233,27,4170369779,141,34.0,4170369775,56,Center,4170369781,212,3.5,4170369777,140,96.3,4170369923,236,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529880041,27,74,1,2,36,dac758ef858jbq7pcb3gfwite,1,8.6,69.6,2023-04-07T18:05:41.925Z,2023-04-07T18:45:20Z,4170369877,56,Back,4170369971,233,28,4170369879,285,,,,,,,,,,,,,,,,,5r73kuy4vdv1epvmzrhb6nskq,M. Leš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529880177,28,6,1,2,38,dac758ef858jbq7pcb3gfwite,0,3.9,70.7,2023-04-07T18:05:44.035Z,2023-04-07T18:07:31Z,4170370655,56,Back,4170370657,73,,4170379599,233,29,,,,,,,,,,,,,,,,5r73kuy4vdv1epvmzrhb6nskq,M. Leš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529880133,29,6,1,2,38,xcevba75jfkrg4s6tl89zl3y,1,96.1,29.3,2023-04-07T18:05:44.035Z,2023-04-07T18:28:48Z,4170370415,56,Center,4170370417,75,,4170379593,233,28,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529880649,30,1,1,3,14,xcevba75jfkrg4s6tl89zl3y,0,99.5,0.5,2023-04-07T18:06:20.617Z,2023-04-07T18:06:23Z,4170373213,155,,4170373209,2,,4170373227,213,1.8,4170373221,141,46.3,4170373223,212,31.9,4170373215,223,,4170373217,56,Center,4170373211,6,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,4170373219,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
