id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId
2486547555,5,5,1,0,12,b94pf87be9ojdgnrs5mst80un,0,17.5,-0.8,2022-11-18T20:01:49.078Z,2022-11-18T20:01:52Z,3920654703,56,Back,3920654705,347,,3920654741,233,7,,,,,,,,,,,,,,,,98wf7lrkbzi5f1l26hyxbph7u,E. Terzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547563,7,5,1,0,12,xcevba75jfkrg4s6tl89zl3y,1,82.5,100.8,2022-11-18T20:01:49.078Z,2022-11-18T20:10:32Z,3920654737,233,5,3920654733,56,Left,3920654735,347,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547603,8,1,1,0,23,xcevba75jfkrg4s6tl89zl3y,1,85.9,100,2022-11-18T20:01:59.562Z,2022-11-18T20:02:02Z,3920654939,140,99.4,3920654937,56,Left,3920654943,212,14.5,3920654941,141,96.3,3920654945,213,6.1,3920654935,107,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547605,9,61,1,0,25,xcevba75jfkrg4s6tl89zl3y,0,98.5,97.4,2022-11-18T20:02:02.425Z,2022-11-18T20:02:04Z,3920654949,56,Left,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547613,6,49,1,0,27,b94pf87be9ojdgnrs5mst80un,1,6.9,13.2,2022-11-18T20:02:03.606Z,2022-11-18T20:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547631,7,1,1,0,27,b94pf87be9ojdgnrs5mst80un,0,6.9,13.2,2022-11-18T20:02:04.046Z,2022-11-18T20:04:22Z,3920655089,140,46.4,3920655087,56,Back,3920655097,1,,3920655085,155,,3920655093,212,44.0,3920655091,141,34.8,3920655095,213,0.3,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547641,10,49,1,0,32,xcevba75jfkrg4s6tl89zl3y,1,52.9,66,2022-11-18T20:02:08.553Z,2022-11-18T20:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547657,11,1,1,0,33,xcevba75jfkrg4s6tl89zl3y,1,54,58.4,2022-11-18T20:02:10.041Z,2022-11-18T20:02:12Z,3920655255,212,14.3,3920655253,141,79.3,3920655251,140,52.9,3920655249,56,Left,3920655257,213,1.7,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547663,12,1,1,0,35,xcevba75jfkrg4s6tl89zl3y,1,55.2,85.4,2022-11-18T20:02:12.377Z,2022-11-18T20:02:13Z,3920655297,212,10.8,3920655299,213,0.6,3920655293,140,63.7,3920655291,56,Left,3920655295,141,94.4,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547665,13,1,1,0,37,xcevba75jfkrg4s6tl89zl3y,0,63.8,94.7,2022-11-18T20:02:13.537Z,2022-11-18T20:02:16Z,3920655305,140,74.3,3920655309,212,12.0,3920655311,213,5.9,3920655303,56,Left,3920655307,141,87.8,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547667,8,8,1,0,38,b94pf87be9ojdgnrs5mst80un,1,23.1,7.4,2022-11-18T20:02:14.943Z,2022-11-18T20:02:15Z,3920655313,56,Back,,,,,,,,,,,,,,,,,,,,,,98wf7lrkbzi5f1l26hyxbph7u,E. Terzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547679,9,49,1,0,40,b94pf87be9ojdgnrs5mst80un,1,28.9,12.5,2022-11-18T20:02:16.526Z,2022-11-18T20:02:16Z,,,,,,,,,,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547685,10,1,1,0,40,b94pf87be9ojdgnrs5mst80un,1,28.9,12.5,2022-11-18T20:02:16.823Z,2022-11-18T20:02:17Z,3920655407,213,1.8,3920655401,140,26.6,3920655403,141,30.1,3920655405,212,12.2,3920655399,56,Back,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547687,11,1,1,0,41,b94pf87be9ojdgnrs5mst80un,1,26.6,30.1,2022-11-18T20:02:17.758Z,2022-11-18T20:02:18Z,3920655417,212,11.7,3920655413,140,37.7,3920655419,213,6.2,3920655411,56,Back,3920655415,141,28.8,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547689,12,50,1,0,42,b94pf87be9ojdgnrs5mst80un,1,38,24,2022-11-18T20:02:18.614Z,2022-11-18T20:02:21Z,3920655423,56,Back,3920655425,286,,3920655493,233,14,,,,,,,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547699,14,7,1,0,42,xcevba75jfkrg4s6tl89zl3y,0,62,76,2022-11-18T20:02:18.615Z,2022-11-18T20:02:22Z,3920655485,233,12,3920655467,56,Center,3920655469,285,,,,,,,,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547703,13,1,1,0,42,b94pf87be9ojdgnrs5mst80un,0,37.7,28.8,2022-11-18T20:02:18.926Z,2022-11-18T20:02:21Z,3920655477,141,39.4,3920655475,140,72.5,3920655473,56,Center,3920655481,213,0.2,3920655479,212,37.2,3920655483,1,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547711,15,59,1,0,45,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-11-18T20:02:21.618Z,2022-11-18T20:03:34Z,3920655511,56,Back,,,,,,,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547729,16,1,1,0,46,xcevba75jfkrg4s6tl89zl3y,0,29.9,52.1,2022-11-18T20:02:23.329Z,2022-11-18T20:03:32Z,3920655615,212,76.1,3920655613,141,100.0,3920655609,56,Left,3920655611,140,95.0,3920655607,157,,3920655619,1,,3920655617,213,0.5,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547757,14,5,1,0,52,b94pf87be9ojdgnrs5mst80un,1,14.3,-1.3,2022-11-18T20:02:28.699Z,2022-11-18T20:10:33Z,3920655769,347,,3920655767,56,Back,3920655771,233,17,,,,,,,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547733,17,5,1,0,52,xcevba75jfkrg4s6tl89zl3y,0,85.7,101.3,2022-11-18T20:02:28.699Z,2022-11-18T20:02:34Z,3920655637,347,,3920655775,233,14,3920655635,56,Left,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547789,15,1,1,1,8,b94pf87be9ojdgnrs5mst80un,1,25,0,2022-11-18T20:02:44.855Z,2022-11-18T20:02:48Z,3920655979,213,0.7,3920655977,212,16.7,3920655973,140,36.9,3920655971,56,Back,3920655975,141,15.3,3920655969,107,,,,,,,,98wf7lrkbzi5f1l26hyxbph7u,E. Terzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547791,16,1,1,1,11,b94pf87be9ojdgnrs5mst80un,0,37,15.5,2022-11-18T20:02:48.142Z,2022-11-18T20:10:57Z,3920665149,233,20,3920655987,141,13.7,3920655989,212,1.8,3920655985,140,35.8,3920655991,213,3.9,3920655983,56,Back,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547793,18,1,1,1,11,xcevba75jfkrg4s6tl89zl3y,1,73.1,94.1,2022-11-18T20:02:48.146Z,2022-11-18T20:02:49Z,3920656001,212,17.1,3920656003,213,4.3,3920655993,155,,3920655995,56,Center,3920655997,140,66.0,3920655999,141,71.5,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547795,19,1,1,1,12,xcevba75jfkrg4s6tl89zl3y,0,65.7,71.5,2022-11-18T20:02:49.073Z,2022-11-18T20:02:51Z,3920656017,213,5.9,3920656007,3,,3920656011,140,75.9,3920656009,56,Center,3920656013,141,65.2,3920656015,212,11.5,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547809,17,1,1,1,13,b94pf87be9ojdgnrs5mst80un,1,26,32.8,2022-11-18T20:02:50.455Z,2022-11-18T20:02:51Z,3920656097,56,Back,3920656101,141,25.8,3920656103,212,12.3,3920656105,213,5.9,3920656095,3,,3920656099,140,36.8,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547817,18,1,1,1,15,b94pf87be9ojdgnrs5mst80un,1,36.8,25.8,2022-11-18T20:02:51.710Z,2022-11-18T20:02:52Z,3920656137,213,3.0,3920656129,56,Back,3920656135,212,8.0,3920656133,141,27.3,3920656131,140,29.2,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547819,19,1,1,1,16,b94pf87be9ojdgnrs5mst80un,0,29.2,27.3,2022-11-18T20:02:52.735Z,2022-11-18T20:10:58Z,3920656151,212,3.8,3920656169,236,,3920656153,213,6.0,3920656171,233,20,3920656175,286,,3920656145,56,Back,3920656147,140,32.7,3920656149,141,25.9,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547821,20,74,1,1,16,xcevba75jfkrg4s6tl89zl3y,1,69,73.8,2022-11-18T20:02:52.736Z,2022-11-18T20:10:59Z,3920656161,285,,3920656159,56,Center,3920656177,233,19,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547823,20,1,1,1,17,b94pf87be9ojdgnrs5mst80un,1,32.5,30.3,2022-11-18T20:02:53.630Z,2022-11-18T20:02:55Z,3920656185,141,52.2,3920656183,140,26.5,3920656189,213,2.0,3920656181,56,Back,3920656187,212,16.2,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547825,21,61,1,1,18,b94pf87be9ojdgnrs5mst80un,0,26.5,52.2,2022-11-18T20:02:54.902Z,2022-11-18T20:02:55Z,3920656193,56,Back,,,,,,,,,,,,,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547835,21,49,1,1,19,xcevba75jfkrg4s6tl89zl3y,1,73.5,53.7,2022-11-18T20:02:56.361Z,2022-11-18T20:02:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547843,22,15,1,1,20,xcevba75jfkrg4s6tl89zl3y,1,70.4,53.8,2022-11-18T20:02:56.538Z,2022-11-18T20:03:18Z,3920656379,102,45.3,3920656269,18,,3920656267,22,,3920656271,56,Center,3920656377,80,,3920656337,233,22,3920656383,215,,3920656631,328,,5curv1gquatwkxsin86fghvkk,C. Neghli,3920656389,147,50.9,3920656387,146,98.0,3920656333,72,3920656381,103,3.8,3920656385,458,,,,,,,,,,,,,,,
2486547837,22,10,1,1,20,b94pf87be9ojdgnrs5mst80un,1,1.9,52.4,2022-11-18T20:02:56.638Z,2022-11-18T20:04:35Z,3920656315,179,,3920656313,177,,3920656251,182,,3920656253,56,Back,3920656341,233,22,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547841,23,52,1,1,21,b94pf87be9ojdgnrs5mst80un,1,1.9,52.4,2022-11-18T20:02:58.064Z,2022-11-18T20:02:58Z,,,,,,,,,,,,,,,,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547857,24,1,1,1,26,b94pf87be9ojdgnrs5mst80un,1,11.1,64.9,2022-11-18T20:03:03.023Z,2022-11-18T20:03:04Z,3920656349,140,32.6,3920656347,56,Back,3920656359,287,,3920656345,123,,3920656351,141,94.4,3920656353,212,30.2,3920656355,213,0.7,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547865,25,1,1,1,28,b94pf87be9ojdgnrs5mst80un,1,32.6,94.4,2022-11-18T20:03:05.039Z,2022-11-18T20:03:07Z,3920656417,212,17.8,3920656419,213,3.4,3920656413,140,16.3,3920656411,56,Back,3920656415,141,87.1,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547873,26,43,1,1,30,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-11-18T20:03:07.375Z,2022-11-18T20:03:12Z,3920656455,140,34.9,3920656451,155,0,3920656453,56,Back,3920656461,213,5.9,3920656459,212,11.5,3920656457,141,80.9,3920656523,144,1,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547875,27,4,1,1,33,b94pf87be9ojdgnrs5mst80un,1,21.3,91,2022-11-18T20:03:10.359Z,2022-11-18T20:03:11Z,3920656465,13,,3920656469,152,,3920656471,265,,3920656473,285,,3920656467,56,Back,3920656485,233,23,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547877,23,4,1,1,33,xcevba75jfkrg4s6tl89zl3y,0,78.7,9,2022-11-18T20:03:10.360Z,2022-11-18T20:03:11Z,3920656479,152,,3920656477,56,Right,3920656505,233,27,3920656475,13,,3920656483,286,,3920656481,265,,,,,,,,11sxalz1nikiipmp7bxvz33rp,D. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547911,28,1,1,1,44,b94pf87be9ojdgnrs5mst80un,1,27.1,93,2022-11-18T20:03:21.271Z,2022-11-18T20:03:24Z,3920656701,56,Back,3920656703,140,29.0,3920656705,141,81.5,3920656707,212,8.1,3920656697,5,,3920656699,152,,3920656709,213,5.0,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547933,29,1,1,1,47,b94pf87be9ojdgnrs5mst80un,1,27.3,86.5,2022-11-18T20:03:23.967Z,2022-11-18T20:03:29Z,3920656823,213,3.7,3920656821,212,22.8,3920656817,140,8.7,3920656819,141,69.1,3920656815,56,Back,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547941,30,1,1,1,52,b94pf87be9ojdgnrs5mst80un,1,10.9,53.9,2022-11-18T20:03:29.175Z,2022-11-18T20:03:32Z,3920656877,56,Back,3920656885,213,4.5,3920656883,212,14.8,3920656881,141,32.5,3920656879,140,8.5,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547959,31,1,1,1,56,b94pf87be9ojdgnrs5mst80un,1,13.8,25.6,2022-11-18T20:03:32.711Z,2022-11-18T20:03:36Z,3920656979,56,Back,3920656987,213,5.4,3920656985,212,16.7,3920656983,141,6.2,3920656981,140,23.5,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547991,32,1,1,1,59,b94pf87be9ojdgnrs5mst80un,1,24.2,18.5,2022-11-18T20:03:36.159Z,2022-11-18T20:03:40Z,3920657141,141,43.0,3920657143,212,26.2,3920657137,56,Back,3920657147,213,2.5,3920657139,140,4.9,,,,,,,,,,98wf7lrkbzi5f1l26hyxbph7u,E. Terzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486548019,33,1,1,2,3,b94pf87be9ojdgnrs5mst80un,1,10.7,45.2,2022-11-18T20:03:40.432Z,2022-11-18T20:03:45Z,3920657331,212,40.9,3920657333,213,0.9,3920657327,140,34.9,3920657335,1,,3920657329,141,92.3,3920657325,56,Back,3920657323,155,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486548037,34,1,1,2,9,b94pf87be9ojdgnrs5mst80un,1,30.9,92.3,2022-11-18T20:03:45.736Z,2022-11-18T20:03:49Z,3920657441,56,Back,3920657449,213,3.5,3920657443,140,21.3,3920657445,141,86.9,3920657447,212,10.7,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486548049,35,1,1,2,12,b94pf87be9ojdgnrs5mst80un,1,27.5,73.3,2022-11-18T20:03:49.456Z,2022-11-18T20:03:52Z,3920657521,213,4.4,3920657517,141,40.4,3920657519,212,23.5,3920657513,56,Back,3920657515,140,20.7,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486548053,36,1,1,2,16,b94pf87be9ojdgnrs5mst80un,1,24.2,30.3,2022-11-18T20:03:52.767Z,2022-11-18T20:03:54Z,3920657543,141,3.7,3920657541,140,40.8,3920657545,212,25.1,3920657539,56,Back,3920657547,213,5.5,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486548063,37,1,1,2,17,b94pf87be9ojdgnrs5mst80un,0,40.8,3.7,2022-11-18T20:03:54.287Z,2022-11-18T20:03:57Z,3920657605,56,Right,3920657615,1,,3920657613,213,6.3,3920657609,141,3.2,3920657611,212,34.9,3920657603,3,,3920657607,140,74.0,,,,98wf7lrkbzi5f1l26hyxbph7u,E. Terzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
