id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist
2442202755,8,61,1,0,18,b94pf87be9ojdgnrs5mst80un,0,65.5,38.6,2022-08-05T18:01:00.026Z,2022-08-05T18:01:23Z,3685590215,56,Center,,,,,,,,,,,,,,,,,,,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202759,4,49,1,0,18,59t7flioj4w4mpwnrwbm0m8ck,1,28.3,69.4,2022-08-05T18:01:00.238Z,2022-08-05T18:01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202779,5,1,1,0,19,59t7flioj4w4mpwnrwbm0m8ck,1,28.3,69.4,2022-08-05T18:01:00.525Z,2022-08-05T18:01:03Z,3685590307,56,Back,3685590319,212,4.3,3685590321,213,5.6,3685590317,141,65.2,3685590311,140,31.4,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202815,6,1,1,0,21,59t7flioj4w4mpwnrwbm0m8ck,1,31.6,65.2,2022-08-05T18:01:03.213Z,2022-08-05T18:01:10Z,3685590529,141,93.3,3685590533,213,1.3,3685590527,140,37.5,3685590525,56,Back,3685590531,212,20.1,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202819,7,1,1,0,28,59t7flioj4w4mpwnrwbm0m8ck,1,58.1,84.6,2022-08-05T18:01:10.317Z,2022-08-05T18:01:11Z,3685590547,212,9.6,3685590545,141,71.1,3685590543,140,60.8,3685590549,213,5.0,3685590541,56,Center,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202847,8,1,1,0,29,59t7flioj4w4mpwnrwbm0m8ck,1,60.8,71.1,2022-08-05T18:01:11.228Z,2022-08-05T18:01:17Z,3685590651,56,Left,3685590653,140,81.9,3685590659,213,0.5,3685590655,141,90.4,3685590657,212,25.8,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202875,9,1,1,0,36,59t7flioj4w4mpwnrwbm0m8ck,1,83.8,90.4,2022-08-05T18:01:17.517Z,2022-08-05T18:01:21Z,3685590795,56,Left,3685590797,140,73.2,3685590801,212,11.5,3685590799,141,94.6,3685590803,213,2.9,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202883,10,1,1,0,39,59t7flioj4w4mpwnrwbm0m8ck,1,73.6,94.6,2022-08-05T18:01:20.925Z,2022-08-05T18:01:22Z,3685590837,212,25.6,3685590835,141,72.1,3685590833,140,54.0,3685590839,213,3.8,3685590831,56,Center,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202901,11,1,1,0,40,59t7flioj4w4mpwnrwbm0m8ck,1,53.1,71.9,2022-08-05T18:01:22.381Z,2022-08-05T18:01:25Z,3685590925,213,4.8,3685590923,212,26.9,3685590919,140,54.8,3685590917,56,Center,3685590921,141,32.5,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202909,12,1,1,0,43,59t7flioj4w4mpwnrwbm0m8ck,1,55.7,29.4,2022-08-05T18:01:25.181Z,2022-08-05T18:01:27Z,3685590955,140,70.7,3685590957,141,10.1,3685590961,213,5.6,3685590953,56,Right,3685590959,212,20.5,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202911,13,1,1,0,46,59t7flioj4w4mpwnrwbm0m8ck,0,68.2,6.9,2022-08-05T18:01:27.436Z,2022-08-05T18:01:28Z,3685590969,140,83.4,3685590971,141,16.9,3685590973,212,17.3,3685590967,56,Right,3685590977,213,0.4,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202929,9,1,1,0,47,b94pf87be9ojdgnrs5mst80un,1,18.7,83.9,2022-08-05T18:01:29.260Z,2022-08-05T18:01:30Z,3685591089,213,0.1,3685591083,140,41.6,3685591081,56,Back,3685591087,212,24.1,3685591085,141,86.7,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202933,10,49,1,0,49,b94pf87be9ojdgnrs5mst80un,1,41.6,86.7,2022-08-05T18:01:30.505Z,2022-08-05T18:01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202931,14,43,1,0,49,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-08-05T18:01:30.621Z,2022-08-05T18:01:40Z,3685591343,144,61,3685591095,56,Right,,,,,,,,,,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202935,11,61,1,0,49,b94pf87be9ojdgnrs5mst80un,0,41.6,86.7,2022-08-05T18:01:31.354Z,2022-08-05T18:01:31Z,3685591105,56,Back,,,,,,,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202957,15,1,1,0,51,59t7flioj4w4mpwnrwbm0m8ck,1,64.7,7.5,2022-08-05T18:01:32.876Z,2022-08-05T18:01:34Z,3685591171,140,67.9,3685591177,213,0.8,3685591175,212,5.0,3685591173,141,13.0,3685591169,56,Right,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202945,12,45,1,0,51,b94pf87be9ojdgnrs5mst80un,0,36,85,2022-08-05T18:01:33.225Z,2022-08-05T18:01:45Z,3685591591,233,16,3685591133,56,Back,3685591135,285,,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203037,16,3,1,0,51,59t7flioj4w4mpwnrwbm0m8ck,1,64,15,2022-08-05T18:01:33.225Z,2022-08-05T18:01:45Z,3685591555,56,Right,3685591567,233,12,3685591557,286,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202963,13,49,1,0,54,b94pf87be9ojdgnrs5mst80un,1,34.7,72.8,2022-08-05T18:01:36.169Z,2022-08-05T18:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202983,14,1,1,0,55,b94pf87be9ojdgnrs5mst80un,1,34.7,72.2,2022-08-05T18:01:36.521Z,2022-08-05T18:01:39Z,3685591305,141,92.7,3685591307,212,14.9,3685591301,56,Back,3685591309,213,1.2,3685591303,140,39.6,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202991,15,1,1,0,57,b94pf87be9ojdgnrs5mst80un,0,39.6,92.4,2022-08-05T18:01:39.338Z,2022-08-05T18:01:40Z,3685591345,56,Back,3685591353,213,2.8,3685591347,140,30.7,3685591351,212,9.9,3685591349,141,97.2,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203043,18,1,1,1,0,59t7flioj4w4mpwnrwbm0m8ck,0,64.3,6.5,2022-08-05T18:01:41.528Z,2022-08-05T18:01:46Z,3685591623,286,,3685591611,141,6.7,3685591617,236,,3685591609,140,68.8,3685591615,213,0.0,3685591613,212,4.7,3685591619,233,16,3685591607,56,Right,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203011,16,74,1,1,0,b94pf87be9ojdgnrs5mst80un,1,28.8,96,2022-08-05T18:01:41.529Z,2022-08-05T18:01:46Z,3685591441,56,Back,3685591443,285,,3685591631,233,18,,,,,,,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203031,17,1,1,1,1,b94pf87be9ojdgnrs5mst80un,0,33.9,89.7,2022-08-05T18:01:42.937Z,2022-08-05T18:01:44Z,3685591531,213,1.1,3685591523,56,Back,3685591529,212,8.7,3685591527,141,100.0,3685591525,140,37.6,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203039,17,49,1,1,2,59t7flioj4w4mpwnrwbm0m8ck,1,64.3,6.5,2022-08-05T18:01:43.437Z,2022-08-05T18:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203035,18,5,1,1,2,b94pf87be9ojdgnrs5mst80un,0,36.8,101.1,2022-08-05T18:01:43.956Z,2022-08-05T18:01:49Z,3685591547,56,Back,3685591549,347,,3685591721,233,19,,,,,,,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203065,19,5,1,1,2,59t7flioj4w4mpwnrwbm0m8ck,1,63.2,-1.1,2022-08-05T18:01:43.956Z,2022-08-05T18:08:45Z,3685591713,233,18,3685591705,56,Right,3685591707,347,,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203079,20,1,1,1,8,59t7flioj4w4mpwnrwbm0m8ck,1,53.8,0,2022-08-05T18:01:50.397Z,2022-08-05T18:01:51Z,3685591769,140,40.4,3685591771,141,16.9,3685591773,212,18.6,3685591767,56,Back,3685591775,213,2.4,3685591765,107,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203121,21,1,1,1,10,59t7flioj4w4mpwnrwbm0m8ck,1,40.9,15.6,2022-08-05T18:01:51.676Z,2022-08-05T18:01:58Z,3685591957,141,68.5,3685591955,140,39.6,3685591963,1,,3685591959,212,36.0,3685591953,56,Back,3685591961,213,1.6,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203153,22,1,1,1,16,59t7flioj4w4mpwnrwbm0m8ck,1,40.7,65.8,2022-08-05T18:01:58.381Z,2022-08-05T18:02:01Z,3685592093,212,21.2,3685592087,56,Back,3685592091,141,95.2,3685592089,140,47.4,3685592095,213,1.2,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203225,23,1,1,1,20,59t7flioj4w4mpwnrwbm0m8ck,1,47.6,95.2,2022-08-05T18:02:01.565Z,2022-08-05T18:02:08Z,3685592475,213,6.3,3685592467,141,93.9,3685592477,1,,3685592465,140,83.4,3685592471,212,37.6,3685592459,56,Left,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203231,24,61,1,1,26,59t7flioj4w4mpwnrwbm0m8ck,0,83.4,93.9,2022-08-05T18:02:07.967Z,2022-08-05T18:02:08Z,3685592495,56,Left,,,,,,,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203241,19,49,1,1,27,b94pf87be9ojdgnrs5mst80un,1,15.8,4.9,2022-08-05T18:02:08.730Z,2022-08-05T18:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203263,20,1,1,1,28,b94pf87be9ojdgnrs5mst80un,0,14.6,2.2,2022-08-05T18:02:09.580Z,2022-08-05T18:08:47Z,3685592611,141,2.5,3685592627,236,,3685592633,286,,3685592629,233,25,3685592607,56,Back,3685592613,212,3.4,3685592605,157,,3685592615,213,0.1,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,3685592609,140,17.8,3685592617,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203261,25,74,1,1,28,59t7flioj4w4mpwnrwbm0m8ck,1,81.3,95.7,2022-08-05T18:02:09.581Z,2022-08-05T18:02:10Z,3685592635,233,20,3685592595,285,,3685592593,56,Left,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203347,21,5,1,1,28,b94pf87be9ojdgnrs5mst80un,1,20.1,-1.1,2022-08-05T18:02:10.398Z,2022-08-05T18:08:45Z,3685593097,56,Back,3685593111,233,26,3685593099,347,,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203265,26,5,1,1,28,59t7flioj4w4mpwnrwbm0m8ck,0,79.9,101.1,2022-08-05T18:02:10.398Z,2022-08-05T18:02:24Z,3685592621,347,,3685593115,233,21,3685592619,56,Left,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203365,22,1,1,1,43,b94pf87be9ojdgnrs5mst80un,1,27.2,0,2022-08-05T18:02:25.193Z,2022-08-05T18:02:27Z,3685593187,212,15.9,3685593179,107,,3685593185,141,11.2,3685593183,140,14.7,3685593189,213,2.5,3685593181,56,Back,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203405,23,1,1,1,45,b94pf87be9ojdgnrs5mst80un,1,14.4,13.7,2022-08-05T18:02:26.970Z,2022-08-05T18:02:31Z,3685593425,56,Back,3685593427,140,40.6,3685593433,213,6.0,3685593423,155,,3685593429,141,1.7,3685593431,212,28.7,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203409,24,1,1,1,49,b94pf87be9ojdgnrs5mst80un,0,40.6,1.7,2022-08-05T18:02:31.321Z,2022-08-05T18:26:22Z,3685593451,141,0.0,3685593447,56,Back,3685593453,212,4.9,3685593445,168,,3685593455,213,5.9,3685593449,140,44.9,3685593443,3,,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203411,25,5,1,1,50,b94pf87be9ojdgnrs5mst80un,0,50.2,-0.7,2022-08-05T18:02:31.812Z,2022-08-05T18:02:34Z,3685593601,233,27,3685593461,56,Right,3685593463,347,,,,,,,,,,,,,,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203427,27,5,1,1,50,59t7flioj4w4mpwnrwbm0m8ck,1,49.8,100.7,2022-08-05T18:02:31.812Z,2022-08-05T18:08:45Z,3685593585,233,25,3685593553,56,Back,3685593555,347,,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203449,28,1,1,1,52,59t7flioj4w4mpwnrwbm0m8ck,1,44.9,100,2022-08-05T18:02:33.821Z,2022-08-05T18:02:36Z,3685593683,107,,3685593689,141,87.8,3685593687,140,37.6,3685593693,213,4.0,3685593685,56,Back,3685593691,212,12.0,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203475,29,1,1,1,54,59t7flioj4w4mpwnrwbm0m8ck,1,37,79.3,2022-08-05T18:02:36.333Z,2022-08-05T18:02:39Z,3685593843,213,4.5,3685593839,141,34.9,3685593837,140,31.7,3685593841,212,30.7,3685593835,56,Back,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203501,30,1,1,1,58,59t7flioj4w4mpwnrwbm0m8ck,1,31.4,33.4,2022-08-05T18:02:39.453Z,2022-08-05T18:02:42Z,3685593971,140,35.4,3685593977,213,4.9,3685593975,212,18.5,3685593973,141,6.9,3685593969,56,Back,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203539,31,1,1,2,0,59t7flioj4w4mpwnrwbm0m8ck,1,31.4,6.1,2022-08-05T18:02:42.093Z,2022-08-05T18:02:45Z,3685594169,212,41.7,3685594163,56,Center,3685594171,213,0.4,3685594173,1,,3685594167,141,28.9,3685594165,140,68.3,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203547,32,43,1,2,4,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-08-05T18:02:45.694Z,2022-08-05T18:02:56Z,3685594207,56,Center,3685594745,144,61,,,,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203569,33,1,1,2,5,59t7flioj4w4mpwnrwbm0m8ck,1,68.2,28.5,2022-08-05T18:02:46.669Z,2022-08-05T18:02:48Z,3685594309,140,66.8,3685594315,213,4.6,3685594313,212,12.5,3685594307,56,Right,3685594311,141,10.3,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203601,35,44,1,2,6,59t7flioj4w4mpwnrwbm0m8ck,1,69,7.6,2022-08-05T18:02:47.840Z,2022-08-05T18:08:33Z,3685594461,56,Right,3685594471,233,26,3685594463,286,,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
