id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/14/value
2468436569,5,49,1,0,10,59t7flioj4w4mpwnrwbm0m8ck,1,29,64.3,2022-10-07T18:03:18.747Z,2022-10-07T18:03:18Z,,,,,,,,,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436597,6,1,1,0,10,59t7flioj4w4mpwnrwbm0m8ck,1,29.4,65.3,2022-10-07T18:03:19.266Z,2022-10-07T18:03:20Z,3825096497,141,54.0,3825096499,212,8.3,3825096501,213,5.1,3825096493,56,Back,3825096495,140,32.4,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436607,7,1,1,0,11,59t7flioj4w4mpwnrwbm0m8ck,1,32.4,54,2022-10-07T18:03:20.103Z,2022-10-07T18:03:20Z,3825096533,212,10.1,3825096535,213,0.6,3825096527,56,Back,3825096531,141,62.3,3825096529,140,40.4,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436627,8,1,1,0,12,59t7flioj4w4mpwnrwbm0m8ck,1,41.3,62.6,2022-10-07T18:03:20.793Z,2022-10-07T18:03:21Z,3825096625,56,Back,3825096633,213,3.4,3825096629,141,58.7,3825096627,140,31.8,3825096631,212,10.3,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436635,9,61,1,0,13,59t7flioj4w4mpwnrwbm0m8ck,1,33.1,59.5,2022-10-07T18:03:21.780Z,2022-10-07T18:03:22Z,3825096667,56,Back,,,,,,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436701,10,1,1,0,14,59t7flioj4w4mpwnrwbm0m8ck,1,31.2,55.7,2022-10-07T18:03:23.253Z,2022-10-07T18:03:27Z,3825097051,141,13.6,3825097047,56,Back,3825097053,212,29.3,3825097055,213,4.9,3825097049,140,37.1,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436741,11,1,1,0,19,59t7flioj4w4mpwnrwbm0m8ck,0,37.1,13.6,2022-10-07T18:03:27.771Z,2022-10-07T18:03:31Z,3825097225,56,Right,3825097235,1,,3825097233,213,6.3,3825097229,141,12.6,3825097227,140,84.6,3825097231,212,49.9,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436727,7,49,1,0,20,1wyg1tunyt7go9tnjea1hjqxb,1,22.6,84.7,2022-10-07T18:03:29.397Z,2022-10-07T18:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436813,8,1,1,0,21,1wyg1tunyt7go9tnjea1hjqxb,1,22.6,84.7,2022-10-07T18:03:30.188Z,2022-10-07T18:03:35Z,3825097633,212,16.8,3825097635,213,3.6,3825097631,141,73.0,3825097629,140,8.5,3825097627,56,Back,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436853,9,1,1,0,26,1wyg1tunyt7go9tnjea1hjqxb,0,5.8,96.3,2022-10-07T18:03:35.253Z,2022-10-07T18:03:37Z,3825097851,56,Back,3825097865,213,0.1,3825097863,212,39.9,3825097847,155,,3825097859,141,100.0,3825097855,140,43.7,3825097867,1,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436857,10,5,1,0,29,1wyg1tunyt7go9tnjea1hjqxb,0,44.2,101.4,2022-10-07T18:03:37.819Z,2022-10-07T18:03:52Z,3825099237,233,12,3825097877,56,Back,3825097879,347,,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437095,12,5,1,0,29,59t7flioj4w4mpwnrwbm0m8ck,1,55.8,-1.4,2022-10-07T18:03:37.819Z,2022-10-07T18:18:19Z,3825099183,56,Right,3825099185,347,,3825099213,233,10,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437153,13,1,1,0,43,59t7flioj4w4mpwnrwbm0m8ck,1,70.3,0,2022-10-07T18:03:52.136Z,2022-10-07T18:03:55Z,3825099459,212,11.8,3825099455,140,79.0,3825099453,56,Right,3825099461,213,0.7,3825099457,141,9.4,3825099451,107,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437175,14,1,1,0,47,59t7flioj4w4mpwnrwbm0m8ck,1,79.5,11.7,2022-10-07T18:03:55.552Z,2022-10-07T18:03:57Z,3825099563,56,Right,3825099565,140,75.4,3825099571,213,2.8,3825099569,212,4.5,3825099597,156,,3825099567,141,13.7,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437251,16,1,1,0,48,59t7flioj4w4mpwnrwbm0m8ck,1,83.1,25.2,2022-10-07T18:03:57.424Z,2022-10-07T18:04:56Z,3825104315,213,3.1,3825099905,56,Center,3825104313,212,2.3,3825104311,141,25.2,3825104309,140,80.9,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437197,15,1,1,0,49,59t7flioj4w4mpwnrwbm0m8ck,1,92.2,23.1,2022-10-07T18:03:57.672Z,2022-10-07T18:08:47Z,3825124011,141,13.9,3825124009,140,92.3,3825099663,56,Right,3825124013,212,6.3,3825124015,213,4.7,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437567,13,43,1,0,49,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-10-07T18:03:57.673Z,2022-10-07T18:05:26Z,3825101483,56,Back,3825101485,285,0,3825106951,144,7,3825101515,233,15,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437277,17,1,1,0,53,59t7flioj4w4mpwnrwbm0m8ck,0,92.1,12.1,2022-10-07T18:04:01.648Z,2022-10-07T18:04:03Z,3825100169,286,,3825100057,140,92.1,3825100165,233,11,3825100163,236,,3825100051,2,,3825100063,213,1.6,3825100055,56,Right,3825100053,155,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,3825100061,212,2.9,3825100059,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437293,11,12,1,0,53,1wyg1tunyt7go9tnjea1hjqxb,1,7.3,87.2,2022-10-07T18:04:01.748Z,2022-10-07T18:04:03Z,3825100117,56,Back,3825100217,233,17,3825100115,185,,,,,,,,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437323,12,6,1,0,54,1wyg1tunyt7go9tnjea1hjqxb,0,3.6,87.2,2022-10-07T18:04:02.970Z,2022-10-07T18:18:22Z,3825100299,73,,3825100279,56,Back,3825100385,233,18,,,,,,,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437319,18,6,1,0,54,59t7flioj4w4mpwnrwbm0m8ck,1,96.4,12.8,2022-10-07T18:04:02.970Z,2022-10-07T18:04:05Z,3825100257,56,Right,3825100259,75,,3825100327,233,12,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437605,19,1,1,1,11,59t7flioj4w4mpwnrwbm0m8ck,1,99.5,0.5,2022-10-07T18:04:20.006Z,2022-10-07T18:05:30Z,3825101681,141,7.6,3825101677,56,Right,3825101679,140,93.9,3825101675,6,,3825101685,213,2.5,3825101683,212,7.6,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437619,20,1,1,1,12,59t7flioj4w4mpwnrwbm0m8ck,0,94.4,8.5,2022-10-07T18:04:21.256Z,2022-10-07T18:05:44Z,3825101733,141,39.8,3825101735,212,21.3,3825101725,2,,3825101729,56,Center,3825101731,140,95.7,3825101727,155,,3825101737,213,1.5,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437697,14,12,1,1,14,1wyg1tunyt7go9tnjea1hjqxb,1,9.4,57.9,2022-10-07T18:04:23.229Z,2022-10-07T18:04:27Z,3825102081,141,35.8,3825102079,140,24.1,3825102075,56,Back,3825102083,212,21.5,3825102085,213,5.5,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437699,21,1,1,1,15,59t7flioj4w4mpwnrwbm0m8ck,1,77.5,49.2,2022-10-07T18:04:24.376Z,2022-10-07T18:07:20Z,3825102095,140,86.4,3825102093,56,Center,3825102713,210,13,3825102715,154,,3825102099,212,11.8,3825102101,213,0.7,3825102091,3,,3825102097,141,59.7,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437719,23,13,1,1,17,59t7flioj4w4mpwnrwbm0m8ck,1,86.4,59.7,2022-10-07T18:04:25.825Z,2022-10-07T18:07:20Z,3825102419,328,,3825102731,73,,3825102203,56,Center,3825102743,103,16.7,3825102741,102,60.5,3825102413,25,,3825102415,15,,3825102737,55,21,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,3825102751,231,50,3825102201,17,,,3825102735,154,3825102733,29,3825102749,230,99.3,3825102729,114,,,,,,,,,,,,,,,,,,
2468437707,15,5,1,1,18,1wyg1tunyt7go9tnjea1hjqxb,1,-1.2,38.6,2022-10-07T18:04:27.172Z,2022-10-07T18:04:28Z,3825102139,56,Back,3825102141,346,,3825102229,233,22,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437713,22,5,1,1,18,59t7flioj4w4mpwnrwbm0m8ck,0,101.2,61.4,2022-10-07T18:04:27.172Z,2022-10-07T18:18:19Z,3825102171,346,,3825102237,233,15,3825102169,56,Center,,,,,,,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438017,16,1,1,1,36,1wyg1tunyt7go9tnjea1hjqxb,1,5.1,41.2,2022-10-07T18:04:45.477Z,2022-10-07T18:04:47Z,3825103831,56,Back,3825103837,212,11.6,3825103839,213,5.0,3825103829,124,,3825103843,237,,3825103833,140,8.7,3825103835,141,25.0,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438083,17,1,1,1,38,1wyg1tunyt7go9tnjea1hjqxb,1,8.7,25,2022-10-07T18:04:46.947Z,2022-10-07T18:04:51Z,3825104175,141,41.8,3825104183,213,1.9,3825104167,56,Back,3825104181,212,12.2,3825104171,140,4.6,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438125,18,1,1,1,42,1wyg1tunyt7go9tnjea1hjqxb,1,14.6,42.8,2022-10-07T18:04:51.084Z,2022-10-07T18:04:53Z,3825104409,140,9.3,3825104407,56,Back,3825104411,141,69.0,3825104415,213,1.9,3825104413,212,18.7,,,,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438169,19,1,1,1,45,1wyg1tunyt7go9tnjea1hjqxb,1,8.4,69.1,2022-10-07T18:04:53.707Z,2022-10-07T18:04:57Z,3825104641,212,24.2,3825104637,140,25.2,3825104635,56,Back,3825104639,141,93.5,3825104643,213,0.8,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438213,20,1,1,1,48,1wyg1tunyt7go9tnjea1hjqxb,0,24.2,91.5,2022-10-07T18:04:57.268Z,2022-10-07T18:05:03Z,3825104887,1,,3825104877,56,Center,3825104881,141,42.8,3825104883,212,44.2,3825104885,213,5.4,3825104875,155,,3825104879,140,52.1,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438225,24,44,1,1,53,59t7flioj4w4mpwnrwbm0m8ck,1,47.4,59.2,2022-10-07T18:05:01.835Z,2022-10-07T18:05:06Z,3825104985,233,21,3825104939,285,,3825104937,56,Back,,,,,,,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438219,21,44,1,1,53,1wyg1tunyt7go9tnjea1hjqxb,0,52.6,40.8,2022-10-07T18:05:01.836Z,2022-10-07T18:05:04Z,3825104917,286,,3825105043,233,24,3825104915,56,Center,,,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438235,25,1,1,1,53,59t7flioj4w4mpwnrwbm0m8ck,0,45.9,61.3,2022-10-07T18:05:02.433Z,2022-10-07T18:05:08Z,3825105001,3,,3825105007,141,62.8,3825105003,56,Back,3825105005,140,49.5,3825105009,212,3.9,3825105011,213,0.3,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438233,22,61,1,1,54,1wyg1tunyt7go9tnjea1hjqxb,1,51.8,42.7,2022-10-07T18:05:02.908Z,2022-10-07T18:05:03Z,3825104993,56,Center,,,,,,,,,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438269,23,49,1,1,57,1wyg1tunyt7go9tnjea1hjqxb,1,58.4,19.5,2022-10-07T18:05:06.020Z,2022-10-07T18:05:06Z,,,,,,,,,,,,,,,,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438313,24,1,1,1,57,1wyg1tunyt7go9tnjea1hjqxb,1,58.4,19.5,2022-10-07T18:05:06.331Z,2022-10-07T18:05:09Z,3825105441,140,66.4,3825105449,213,0.4,3825105439,56,Center,3825105445,212,9.2,3825105443,141,24.9,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438379,25,1,1,2,0,1wyg1tunyt7go9tnjea1hjqxb,1,77.6,15.3,2022-10-07T18:05:08.979Z,2022-10-07T18:07:43Z,3825106515,210,13,3825105803,213,1.3,3825105793,155,,3825105795,56,Center,3825105799,141,59.6,3825105791,2,,3825105801,212,31.2,3825105797,140,85.2,9v7zwguzazofzafwg3qevdo4q,F. de Jong,3825106517,154,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438387,26,13,1,2,1,1wyg1tunyt7go9tnjea1hjqxb,1,85.2,59.6,2022-10-07T18:05:09.875Z,2022-10-07T18:07:43Z,3825106547,85,,3825106565,102,49.1,3825105839,22,,3825106143,15,,3825106557,55,25,3825105843,56,Center,3825106579,231,50.2,3825106149,328,,51f3vubki4or5vaft5tromn3e,Y. Barası,3825106569,103,52.8,3825106551,154,,,3825106577,230,3825105841,17,3825106549,29,,,,99.3,,,,,,,,,,,,,,,,,
2468438339,26,5,1,2,2,59t7flioj4w4mpwnrwbm0m8ck,1,-1.6,52.4,2022-10-07T18:05:10.555Z,2022-10-07T18:05:14Z,3825105997,233,27,3825105571,346,,3825105569,56,Back,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438415,27,5,1,2,2,1wyg1tunyt7go9tnjea1hjqxb,0,101.6,47.6,2022-10-07T18:05:10.555Z,2022-10-07T18:18:19Z,3825105971,56,Center,3825106021,233,26,3825105973,346,,,,,,,,,,,,,,,,,51f3vubki4or5vaft5tromn3e,Y. Barası,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439023,27,1,1,2,45,59t7flioj4w4mpwnrwbm0m8ck,1,3.9,41.7,2022-10-07T18:05:53.935Z,2022-10-07T18:05:56Z,3825109249,140,70.1,3825109255,213,6.2,3825109253,212,69.6,3825109261,74,,3825109243,124,,3825109245,155,,3825109247,56,Center,3825109251,141,37.7,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,3825109257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439027,28,44,1,2,47,59t7flioj4w4mpwnrwbm0m8ck,1,69,39,2022-10-07T18:05:56.375Z,2022-10-07T18:05:58Z,3825109279,286,,3825109275,56,Center,3825109395,233,28,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439039,28,44,1,2,47,1wyg1tunyt7go9tnjea1hjqxb,0,31,61,2022-10-07T18:05:56.376Z,2022-10-07T18:05:58Z,3825109347,56,Back,3825109353,285,,3825109401,233,28,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439061,29,1,1,2,48,59t7flioj4w4mpwnrwbm0m8ck,0,70.1,37.7,2022-10-07T18:05:56.567Z,2022-10-07T18:05:59Z,3825109431,141,28.5,3825109427,56,Center,3825109423,3,,3825109425,168,,3825109433,212,13.7,3825109435,213,5.8,3825109429,140,81.7,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
