id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist
2448081843,6,4,1,0,12,7rmv5ns2rj7bn4otpkur0mx0x,1,56,3.3,2022-08-19T18:02:49.522Z,2022-08-19T18:02:52Z,3716855203,13,,3716855215,286,,3716855243,233,6,3716855211,152,,3716855207,56,Right,3716855205,294,,,,,,,,2wuprdfbbn9mo0paqr5tm7bop,M. Mallahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081829,6,4,1,0,12,eh54mfvjtrttgsg1wbjnvxcqz,0,44,96.7,2022-08-19T18:02:49.523Z,2022-08-19T18:02:53Z,3716855143,294,,3716855149,285,,3716855277,233,6,3716855147,152,,3716855141,13,,3716855145,56,Back,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082033,7,1,1,0,25,7rmv5ns2rj7bn4otpkur0mx0x,1,58.4,9.1,2022-08-19T18:03:02.130Z,2022-08-19T18:03:03Z,3716856225,140,48.6,3716856231,213,3.4,3716856219,5,,3716856221,152,,3716856227,141,5.5,3716856229,212,10.6,3716856223,56,Back,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082059,8,1,1,0,26,7rmv5ns2rj7bn4otpkur0mx0x,1,48.6,5.5,2022-08-19T18:03:03.250Z,2022-08-19T18:03:05Z,3716856421,56,Back,3716856425,141,24.4,3716856423,140,31.9,3716856429,213,2.5,3716856427,212,21.7,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082091,9,1,1,0,28,7rmv5ns2rj7bn4otpkur0mx0x,1,30.8,27.2,2022-08-19T18:03:05.650Z,2022-08-19T18:03:07Z,3716856551,141,60.9,3716856555,213,1.6,3716856549,140,30.6,3716856553,212,22.9,3716856547,56,Back,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082119,10,1,1,0,30,7rmv5ns2rj7bn4otpkur0mx0x,1,30.5,63.9,2022-08-19T18:03:07.586Z,2022-08-19T18:03:09Z,3716856713,141,93.5,3716856715,212,22.1,3716856717,213,1.1,3716856709,56,Back,3716856711,140,39.2,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082151,11,1,1,0,32,7rmv5ns2rj7bn4otpkur0mx0x,1,36.7,92.4,2022-08-19T18:03:09.298Z,2022-08-19T18:03:11Z,3716856839,140,52.4,3716856845,213,5.7,3716856837,56,Center,3716856841,141,77.0,3716856843,212,19.5,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082197,12,1,1,0,34,7rmv5ns2rj7bn4otpkur0mx0x,1,52.4,77,2022-08-19T18:03:10.994Z,2022-08-19T18:03:14Z,3716857053,141,94.5,3716857057,213,1.2,3716857055,212,12.8,3716857049,56,Left,3716857051,140,57.0,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082235,13,1,1,0,37,7rmv5ns2rj7bn4otpkur0mx0x,1,61.4,94.4,2022-08-19T18:03:13.937Z,2022-08-19T18:03:16Z,3716857259,212,9.4,3716857253,56,Left,3716857261,213,5.2,3716857255,140,65.6,3716857257,141,82.2,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082299,14,1,1,0,39,7rmv5ns2rj7bn4otpkur0mx0x,1,65.7,81.2,2022-08-19T18:03:16.146Z,2022-08-19T18:03:20Z,3716857541,56,Left,3716857547,212,24.4,3716857545,141,82.8,3716857543,140,88.9,3716857549,213,0.0,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082305,15,1,1,0,42,7rmv5ns2rj7bn4otpkur0mx0x,0,89.2,82.8,2022-08-19T18:03:19.922Z,2022-08-19T18:53:07Z,3716857593,2,,3716857599,140,90.3,3716857597,56,Center,3716857603,212,20.8,3716857605,213,4.8,3716857601,141,52.2,3716857595,155,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082335,7,12,1,0,43,eh54mfvjtrttgsg1wbjnvxcqz,1,4.2,49.9,2022-08-19T18:03:20.334Z,2022-08-19T18:03:22Z,3716857787,141,50.4,3716857779,56,Back,3716857789,212,10.6,3716857783,140,14.3,3716857791,213,0.0,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082355,8,12,1,0,45,eh54mfvjtrttgsg1wbjnvxcqz,1,14.3,50.4,2022-08-19T18:03:22.828Z,2022-08-19T18:03:24Z,3716857913,213,5.6,3716857907,140,24.4,3716857905,56,Back,3716857911,212,13.3,3716857909,141,38.6,,,,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082361,9,49,1,0,47,eh54mfvjtrttgsg1wbjnvxcqz,1,24.4,38.6,2022-08-19T18:03:24.636Z,2022-08-19T18:03:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082459,10,3,1,0,52,eh54mfvjtrttgsg1wbjnvxcqz,1,25.4,52.5,2022-08-19T18:03:29.389Z,2022-08-19T18:03:30Z,3716858491,56,Back,3716858575,233,16,3716858493,285,,,,,,,,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082469,16,45,1,0,52,7rmv5ns2rj7bn4otpkur0mx0x,0,74.6,47.5,2022-08-19T18:03:29.389Z,2022-08-19T18:54:00Z,3716858535,286,,3716858619,233,10,3716858533,56,Center,,,,,,,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082509,11,1,1,0,52,eh54mfvjtrttgsg1wbjnvxcqz,1,24.3,49.1,2022-08-19T18:03:29.884Z,2022-08-19T18:03:32Z,3716858719,213,2.4,3716858713,140,13.9,3716858717,212,14.5,3716858715,141,63.1,3716858711,56,Back,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082637,12,1,1,0,54,eh54mfvjtrttgsg1wbjnvxcqz,0,13.9,63.1,2022-08-19T18:03:31.917Z,2022-08-19T18:03:40Z,3716859363,189,,3716859347,213,5.6,3716859349,1,,3716859343,141,4.9,3716859345,212,62.9,3716859337,155,,3716859341,140,60.4,3716859339,56,Right,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082685,18,61,1,1,4,7rmv5ns2rj7bn4otpkur0mx0x,1,30.5,92.4,2022-08-19T18:03:41.072Z,2022-08-19T18:08:44Z,3716859599,56,Back,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082689,13,5,1,1,4,eh54mfvjtrttgsg1wbjnvxcqz,1,64.8,-1.4,2022-08-19T18:03:41.789Z,2022-08-19T18:49:21Z,3716860367,189,,3717041669,233,17,3716859605,56,Right,3716859607,347,,,,,,,,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082681,17,5,1,1,4,7rmv5ns2rj7bn4otpkur0mx0x,0,35.2,101.4,2022-08-19T18:03:41.789Z,2022-08-19T18:52:42Z,3717041685,233,13,3716859567,56,Back,3716859571,347,,,,,,,,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082709,14,1,1,1,9,eh54mfvjtrttgsg1wbjnvxcqz,1,59,0,2022-08-19T18:03:46.333Z,2022-08-19T18:03:49Z,3716859723,1,,3716859715,140,35.9,3716859711,107,,3716859719,212,25.7,3716859721,213,2.8,3716859713,56,Back,3716859717,141,11.4,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082827,15,1,1,1,12,eh54mfvjtrttgsg1wbjnvxcqz,1,33.6,12,2022-08-19T18:03:48.989Z,2022-08-19T18:03:59Z,3716860335,140,9.2,3716860343,1,,3716860337,141,49.7,3716860341,213,2.4,3716860339,212,36.2,3716860333,56,Back,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082901,16,1,1,1,23,eh54mfvjtrttgsg1wbjnvxcqz,1,13,50.1,2022-08-19T18:04:00.670Z,2022-08-19T18:04:04Z,3716860723,141,63.4,3716860729,1,,3716860727,213,0.2,3716860717,155,,3716860721,140,58.1,3716860719,56,Center,3716860725,212,48.2,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082903,17,44,1,1,27,eh54mfvjtrttgsg1wbjnvxcqz,1,57.4,61.6,2022-08-19T18:04:04.093Z,2022-08-19T18:04:05Z,3716860831,233,19,3716860737,286,,3716860735,56,Center,,,,,,,,,,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082915,19,44,1,1,27,7rmv5ns2rj7bn4otpkur0mx0x,0,42.6,38.4,2022-08-19T18:04:04.094Z,2022-08-19T18:04:06Z,3716860857,233,17,3716860801,285,,3716860799,56,Back,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082971,18,1,1,1,27,eh54mfvjtrttgsg1wbjnvxcqz,1,58.1,63.4,2022-08-19T18:04:04.382Z,2022-08-19T18:04:08Z,3716861085,212,17.8,3716861079,140,59.1,3716861073,3,,3716861081,141,89.6,3716861089,213,1.5,3716861075,56,Left,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082979,19,1,1,1,31,eh54mfvjtrttgsg1wbjnvxcqz,0,64,91.2,2022-08-19T18:04:08.462Z,2022-08-19T18:04:09Z,3716861135,140,79.2,3716861131,155,,3716861137,141,71.2,3716861141,213,5.6,3716861139,212,21.0,3716861133,56,Center,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082983,20,8,1,1,33,7rmv5ns2rj7bn4otpkur0mx0x,1,25.3,32.2,2022-08-19T18:04:09.938Z,2022-08-19T18:04:10Z,3716861159,56,Back,,,,,,,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083065,20,1,1,1,35,eh54mfvjtrttgsg1wbjnvxcqz,1,57,80.9,2022-08-19T18:04:12.381Z,2022-08-19T18:04:13Z,3716861537,213,2.7,3716861535,212,10.9,3716861531,140,47.7,3716861533,141,88.1,3716861529,56,Back,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083101,21,1,1,1,36,eh54mfvjtrttgsg1wbjnvxcqz,1,47.7,88.1,2022-08-19T18:04:13.757Z,2022-08-19T18:04:16Z,3716861699,141,71.8,3716861705,213,3.9,3716861689,56,Back,3716861695,140,37.1,3716861703,212,15.7,,,,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083159,22,1,1,1,39,eh54mfvjtrttgsg1wbjnvxcqz,1,37.1,71.2,2022-08-19T18:04:16.669Z,2022-08-19T18:04:23Z,3716862017,212,33.6,3716862025,1,,3716862021,213,4.9,3716862011,141,22.4,3716862009,140,42.0,3716862007,56,Back,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083233,23,1,1,1,46,eh54mfvjtrttgsg1wbjnvxcqz,1,52.7,20.9,2022-08-19T18:04:23.164Z,2022-08-19T18:04:28Z,3716862441,213,5.8,3716862437,141,10.4,3716862433,56,Right,3716862439,212,16.2,3716862435,140,66.6,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083235,24,3,1,1,50,eh54mfvjtrttgsg1wbjnvxcqz,0,73.8,15.6,2022-08-19T18:04:27.857Z,2022-08-19T18:04:29Z,3716862495,233,21,3716862449,286,,3716862445,56,Right,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083237,21,7,1,1,50,7rmv5ns2rj7bn4otpkur0mx0x,1,26.2,84.4,2022-08-19T18:04:27.858Z,2022-08-19T18:04:29Z,3716862453,56,Back,3716862475,233,24,3716862455,285,,,,,,,,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083243,22,49,1,1,52,7rmv5ns2rj7bn4otpkur0mx0x,1,19.3,87,2022-08-19T18:04:29.058Z,2022-08-19T18:54:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083305,23,1,1,1,52,7rmv5ns2rj7bn4otpkur0mx0x,1,18.1,87.6,2022-08-19T18:04:29.585Z,2022-08-19T18:04:32Z,3716862771,140,30.3,3716862777,213,5.6,3716862775,212,16.2,3716862773,141,72.9,3716862769,56,Back,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083317,24,1,1,1,55,7rmv5ns2rj7bn4otpkur0mx0x,1,33.7,68.9,2022-08-19T18:04:32.561Z,2022-08-19T18:04:34Z,3716862835,212,22.6,3716862837,213,5.5,3716862831,140,49.2,3716862829,56,Back,3716862833,141,45.8,,,,,,,,,,btm3mtkmwofz1dgcdsew1kmp5,P. Sieben,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083367,25,1,1,1,56,7rmv5ns2rj7bn4otpkur0mx0x,1,53.1,41,2022-08-19T18:04:33.906Z,2022-08-19T18:04:36Z,3716863069,212,23.1,3716863063,56,Right,3716863071,213,5.5,3716863065,140,68.1,3716863067,141,16.1,,,,,,,,,,281ieftii7id7an6dm505owrt,X. Emmers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083389,26,1,1,1,59,7rmv5ns2rj7bn4otpkur0mx0x,0,69.2,13.3,2022-08-19T18:04:36.673Z,2022-08-19T18:04:38Z,3716863163,212,33.8,3716863159,140,100.0,3716863161,141,21.7,3716863155,56,Center,3716863167,1,,3716863165,213,0.2,,,,,,,2wuprdfbbn9mo0paqr5tm7bop,M. Mallahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083409,25,5,1,2,1,eh54mfvjtrttgsg1wbjnvxcqz,1,-1,79.9,2022-08-19T18:04:38.180Z,2022-08-19T18:52:43Z,3716863311,233,27,3716863281,346,,3716863279,56,Back,,,,,,,,,,,,,,,,4jx9sjbj9s8q2qeknsqhyozqh,Asier Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083393,27,5,1,2,1,7rmv5ns2rj7bn4otpkur0mx0x,0,101,20.1,2022-08-19T18:04:38.180Z,2022-08-19T18:04:40Z,3716863191,346,,3716863189,56,Right,3716863333,233,25,,,,,,,,,,,,,,,,2wuprdfbbn9mo0paqr5tm7bop,M. Mallahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083643,26,1,1,2,17,eh54mfvjtrttgsg1wbjnvxcqz,1,4.7,55.4,2022-08-19T18:04:54.348Z,2022-08-19T18:55:28Z,3716864561,56,Back,3716864565,141,47.8,3716864559,124,,3716864563,140,3.6,3716864569,213,4.5,3716864573,237,,3716864567,212,5.3,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083681,27,1,1,2,21,eh54mfvjtrttgsg1wbjnvxcqz,0,5.4,38.3,2022-08-19T18:04:58.236Z,2022-08-19T18:05:02Z,3716864771,1,,3716864765,141,43.7,3716864761,56,Center,3716864767,212,55.6,3716864769,213,0.1,3716864763,140,58.2,3716864759,155,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083693,28,43,1,2,26,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-08-19T18:05:03.025Z,2022-08-19T18:05:40Z,3716864821,56,Back,3716864823,285,0,3716867441,144,44,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083727,29,1,1,2,26,7rmv5ns2rj7bn4otpkur0mx0x,1,39.1,61.4,2022-08-19T18:05:03.330Z,2022-08-19T18:05:05Z,3716865013,141,90.5,3716865011,140,36.5,3716865009,56,Back,3716865017,213,1.7,3716865015,212,20.0,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083731,30,49,1,2,28,7rmv5ns2rj7bn4otpkur0mx0x,1,36.5,90.5,2022-08-19T18:05:05.521Z,2022-08-19T18:05:05Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083833,31,1,1,2,31,7rmv5ns2rj7bn4otpkur0mx0x,1,35.8,91.1,2022-08-19T18:05:08.499Z,2022-08-19T18:05:12Z,3716865537,212,13.6,3716865539,213,3.5,3716865533,140,23.8,3716865535,141,83.5,3716865531,56,Back,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083877,32,1,1,2,35,7rmv5ns2rj7bn4otpkur0mx0x,1,25.4,82.3,2022-08-19T18:05:12.273Z,2022-08-19T18:05:14Z,3716865793,56,Back,3716865801,213,4.6,3716865799,212,29.4,3716865797,141,39.4,3716865795,140,21.7,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
