id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/13/value,qualifier/9/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId
2503358177,12,1,1,0,40,1fttb31hnskynpku8qd09yhm8,1,46.4,32.4,2023-02-03T19:02:43.394Z,2023-02-03T19:51:41Z,4009320931,141,28.2,4009320933,212,15.4,4009320929,140,32.0,4009320935,213,3.3,4009320927,56,Back,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358209,13,1,1,0,42,1fttb31hnskynpku8qd09yhm8,1,32,28.2,2023-02-03T19:02:45.402Z,2023-02-03T19:02:49Z,4009321095,213,3.0,4009321087,56,Back,4009321091,141,33.0,4009321089,140,7.2,4009321093,212,26.2,,,,,,,,,,9o41me3111mj3zl4lxqqhvod0,J. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358193,6,43,1,0,45,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-03T19:02:47.658Z,2023-02-03T19:02:50Z,4009321021,56,Center,4009321141,144,8,,,,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358237,14,1,1,0,46,1fttb31hnskynpku8qd09yhm8,1,7.4,32.4,2023-02-03T19:02:49.282Z,2023-02-03T19:02:53Z,4009321265,212,62.4,4009321257,155,,4009321267,213,0.2,4009321261,140,65.9,4009321269,1,,4009321259,56,Center,4009321263,141,48.4,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358243,15,44,1,0,49,1fttb31hnskynpku8qd09yhm8,1,66.2,43.2,2023-02-03T19:02:52.585Z,2023-02-03T19:02:54Z,4009321299,233,7,4009321291,286,,4009321287,56,Center,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358233,7,44,1,0,49,2xlnfgrl6r18ftv38unwp7h4s,0,33.8,56.8,2023-02-03T19:02:52.586Z,2023-02-03T19:02:55Z,4009321243,285,,4009321241,56,Back,4009321321,233,15,,,,,,,,,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358257,16,1,1,0,51,1fttb31hnskynpku8qd09yhm8,0,65.9,48.4,2023-02-03T19:02:53.786Z,2023-02-03T19:02:55Z,4009321373,3,,4009321385,213,0.1,4009321381,141,50.1,4009321379,140,84.1,4009321377,56,Center,4009321383,212,19.1,4009321375,168,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358251,8,52,1,0,52,2xlnfgrl6r18ftv38unwp7h4s,1,13,53.3,2023-02-03T19:02:55.032Z,2023-02-03T19:02:57Z,,,,,,,,,,,,,,,,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358369,9,27,1,1,4,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-03T19:03:07.027Z,2023-02-03T19:03:14Z,4009322375,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358433,17,27,1,1,4,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-02-03T19:03:07.027Z,2023-02-03T19:03:14Z,4009322333,233,9,4009322331,53,bs14utcyx2am6s46cuv52nf56,4009322329,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358727,10,28,1,1,41,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-03T19:03:43.777Z,2023-02-03T20:58:30Z,4009323985,55,9,4009809851,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358799,18,28,1,1,41,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-02-03T19:03:43.777Z,2023-02-03T20:58:29Z,4009324359,55,17,4009809821,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358805,11,68,1,1,48,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-03T19:03:51.209Z,2023-02-03T19:03:51Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358823,19,68,1,1,49,1fttb31hnskynpku8qd09yhm8,0,0,0,2023-02-03T19:03:52.555Z,2023-02-03T19:03:53Z,4009324571,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358839,12,1,1,1,49,2xlnfgrl6r18ftv38unwp7h4s,1,16.8,54.6,2023-02-03T19:03:52.569Z,2023-02-03T19:03:53Z,4009324539,213,0.7,4009324533,140,29.4,4009324537,212,17.0,4009324535,141,70.2,4009324531,56,Back,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358923,13,1,1,1,51,2xlnfgrl6r18ftv38unwp7h4s,1,28.9,70.6,2023-02-03T19:03:53.689Z,2023-02-03T19:03:58Z,4009324937,213,3.7,4009324935,212,17.9,4009324929,56,Back,4009324933,141,56.7,4009324931,140,14.4,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358971,14,1,1,1,55,2xlnfgrl6r18ftv38unwp7h4s,0,9.7,43,2023-02-03T19:03:58.072Z,2023-02-03T19:04:03Z,4009325253,141,6.1,4009325251,140,54.4,4009325257,213,5.8,4009325249,56,Right,4009325247,157,,4009325255,212,53.2,4009325259,1,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359057,16,4,1,2,0,2xlnfgrl6r18ftv38unwp7h4s,1,56.1,12.8,2023-02-03T19:04:03.233Z,2023-02-03T20:00:20Z,4009325719,286,,4009490929,233,20,4009325715,152,,4009526879,294,,4009325711,13,,4009325713,56,Right,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358987,20,4,1,2,0,1fttb31hnskynpku8qd09yhm8,0,43.9,87.2,2023-02-03T19:04:03.234Z,2023-02-03T19:49:08Z,4009325705,294,,4009490945,233,16,4009325707,152,,4009325335,56,Back,4009325703,13,,4009325709,285,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359017,15,43,1,2,3,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-03T19:04:05.993Z,2023-02-03T19:04:08Z,4009325485,212,28.0,4009325489,213,6.3,4009325473,3,0,4009325575,144,1,4009325479,140,60.5,4009325475,56,Right,4009325483,141,13.7,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359089,17,1,1,2,8,2xlnfgrl6r18ftv38unwp7h4s,1,55.9,14.7,2023-02-03T19:04:11.449Z,2023-02-03T19:04:12Z,4009325883,141,30.7,4009325877,152,,4009325875,5,,4009325881,140,40.0,4009325879,56,Back,4009325887,213,2.6,4009325885,212,19.9,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359119,18,1,1,2,10,2xlnfgrl6r18ftv38unwp7h4s,1,40,30.7,2023-02-03T19:04:12.665Z,2023-02-03T19:04:15Z,4009326035,140,21.9,4009326037,141,37.1,4009326041,213,2.9,4009326039,212,19.5,4009326033,56,Back,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359141,19,1,1,2,12,2xlnfgrl6r18ftv38unwp7h4s,1,23.2,37.4,2023-02-03T19:04:15.128Z,2023-02-03T19:04:17Z,4009326145,212,18.9,4009326147,213,4.6,4009326141,140,21.1,4009326139,56,Back,4009326143,141,9.8,,,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359183,20,1,1,2,14,2xlnfgrl6r18ftv38unwp7h4s,1,21.1,9.1,2023-02-03T19:04:17.400Z,2023-02-03T19:04:19Z,4009326359,56,Back,4009326367,213,2.4,4009326365,212,25.0,4009326363,141,34.3,4009326361,140,3.7,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359221,21,1,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,0,3.7,34.3,2023-02-03T19:04:19.736Z,2023-02-03T19:04:21Z,4009326529,157,,4009326535,141,37.1,4009326537,212,39.3,4009326531,56,Back,4009326541,1,,4009326539,213,0.0,4009326533,140,41.1,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359247,21,1,1,2,18,1fttb31hnskynpku8qd09yhm8,0,63.6,54.3,2023-02-03T19:04:21.346Z,2023-02-03T19:52:33Z,4009326719,213,0.7,4009326713,140,77.4,4009326709,3,,4009326715,141,72.1,4009326717,212,18.9,4009326711,56,Center,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359255,22,1,1,2,21,2xlnfgrl6r18ftv38unwp7h4s,0,25.4,36.3,2023-02-03T19:04:23.960Z,2023-02-03T19:04:24Z,4009326757,140,40.9,4009326759,141,30.9,4009326755,56,Back,4009326753,3,,4009326761,212,16.7,4009326763,213,6.1,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359301,22,49,1,2,23,1fttb31hnskynpku8qd09yhm8,1,87.5,89.3,2023-02-03T19:04:26.450Z,2023-02-03T19:52:58Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503393371,420,1,1,2,25,1fttb31hnskynpku8qd09yhm8,1,73.1,80.9,2023-02-03T19:04:27.605Z,2023-02-03T19:53:20Z,4009505957,213,0.8,4009505949,56,Left,4009505955,212,9.6,4009505953,141,90.6,4009505951,140,79.7,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359375,23,1,1,2,28,1fttb31hnskynpku8qd09yhm8,0,95.7,84.7,2023-02-03T19:04:30.980Z,2023-02-03T19:53:20Z,4009327319,212,3.7,4009327361,233,23,4009327321,213,4.8,4009327313,56,Left,4009327365,286,,4009327309,2,,4009327315,140,96.1,4009327317,141,79.3,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,4009327311,155,4009327359,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359337,23,12,1,2,28,2xlnfgrl6r18ftv38unwp7h4s,1,6.3,15.9,2023-02-03T19:04:31.080Z,2023-02-03T19:04:34Z,4009327121,185,,4009327123,56,Back,4009327383,233,23,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359435,24,1,1,2,32,1fttb31hnskynpku8qd09yhm8,0,91.4,96.6,2023-02-03T19:04:35.296Z,2023-02-03T19:53:21Z,4009328395,236,,4009327651,155,,4009328397,233,24,4009327661,141,91.4,4009327667,213,5.1,4009327655,56,Left,4009327657,140,92.8,4009327665,212,3.8,124bbojic7k5medlvgvxmcm39,Manel Royo,4009328401,286,4009327647,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359391,24,12,1,2,32,2xlnfgrl6r18ftv38unwp7h4s,1,7.7,11.7,2023-02-03T19:04:35.396Z,2023-02-03T19:04:54Z,4009328431,233,24,4009328353,185,,4009327409,56,Back,,,,,,,,,,,,,,,,eukc9fng5jfasmr9i814nq8t0,E. Geerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359399,25,6,1,2,33,2xlnfgrl6r18ftv38unwp7h4s,0,3.2,10.6,2023-02-03T19:04:36.040Z,2023-02-03T19:04:50Z,4009327435,56,Back,4009327467,73,,4009327733,233,25,,,,,,,,,,,,,,,,eukc9fng5jfasmr9i814nq8t0,E. Geerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359445,25,6,1,2,33,1fttb31hnskynpku8qd09yhm8,1,96.8,89.4,2023-02-03T19:04:36.040Z,2023-02-03T20:58:15Z,4009327729,233,25,4009327713,56,Left,4009327715,73,,,,,,,,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359665,26,1,1,2,53,1fttb31hnskynpku8qd09yhm8,1,99.5,99.5,2023-02-03T19:04:56.074Z,2023-02-03T19:54:12Z,4009507643,154,,4009328891,56,Center,4009328887,155,,4009507641,210,15,4009328883,2,,4009328893,140,97.7,4009328903,213,4.7,4009328905,1,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,4009328895,141,4009328885,6,1,38.8,4009328899,212,41.3,4009328889,223,,,,,,,,,,,,,,,,,,,,,,,
2503359689,27,43,1,2,58,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-02-03T19:05:00.922Z,2023-02-03T19:53:35Z,4009328991,286,0,4009506739,144,44,4009328989,56,Center,,,,,,,,,,,,,,,,9o41me3111mj3zl4lxqqhvod0,J. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359697,28,15,1,2,58,1fttb31hnskynpku8qd09yhm8,1,97.7,38.6,2023-02-03T19:05:01.330Z,2023-02-03T19:54:12Z,4009507115,15,,4009507687,230,99.9,4009329037,56,Center,4009507683,146,98.9,4009507671,154,,4009507689,231,45.1,4009507121,82,,4009506989,60,,9o41me3111mj3zl4lxqqhvod0,J. Pinas,4009507679,103,4009507681,100,,19,4009507119,328,,4009507669,29,4009507685,147,45.3,4009507667,78,4009507673,55,26,4009507143,233,26,4009507113,25,4009507677,102,51.6,,,,,,,
2503359681,26,10,1,2,58,2xlnfgrl6r18ftv38unwp7h4s,1,1.6,54,2023-02-03T19:05:01.430Z,2023-02-03T20:00:43Z,4009328955,56,Back,4009342839,94,,4009352871,233,28,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359717,29,15,1,2,59,1fttb31hnskynpku8qd09yhm8,1,91,31.8,2023-02-03T19:05:01.764Z,2023-02-03T20:00:43Z,4009353157,103,19,4009352853,233,31,4009353167,147,51.8,4009329151,63,,4009353161,458,,4009353171,231,48.6,4009352775,72,,4009353153,76,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,4009352783,82,4009353163,100,,,4009353165,146,99.3,4009353155,102,4009352773,25,,4009329155,56,4009353169,230,99.4,4009353159,215,,,,,,,53.3,Center,,,,,
2503359973,31,10,1,2,59,2xlnfgrl6r18ftv38unwp7h4s,1,2.2,47.3,2023-02-03T19:05:01.864Z,2023-02-03T20:00:33Z,4009507165,233,29,4009330523,56,Back,4009330521,94,,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359729,27,12,1,3,1,2xlnfgrl6r18ftv38unwp7h4s,1,5.3,50.3,2023-02-03T19:05:03.928Z,2023-02-03T19:05:05Z,4009329205,56,Back,4009329209,141,66.7,4009329207,140,19.4,4009329211,212,18.5,4009329213,213,0.6,,,,,,,,,,eukc9fng5jfasmr9i814nq8t0,E. Geerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
