id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/16/value
2443899233,490,1,2,70,17,zjawy6qdzk3y69v5pa3zl2cb,1,18,47.4,2022-08-08T19:29:51.174Z,2022-08-08T19:30:13Z,3694589671,140,58.3,3694589675,212,42.5,3694589667,155,,3694589677,213,0.1,3694589669,56,Center,3694589673,141,52.4,3694589679,1,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899351,775,4,2,70,26,6lzy9iiqoysvtdsgx719fng9n,1,40.8,43.6,2022-08-08T19:29:59.971Z,2022-08-08T19:31:12Z,3694592849,294,,3694590405,152,,3694590409,286,,3694590403,56,Back,3694590631,233,491,3694590401,13,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899287,491,4,2,70,26,zjawy6qdzk3y69v5pa3zl2cb,0,59.2,56.4,2022-08-08T19:29:59.972Z,2022-08-08T19:30:17Z,3694590649,233,775,3694590011,285,,3694590003,13,,3694590009,152,,3694590007,56,Center,3694590005,294,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899465,492,18,2,70,53,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-08T19:30:27.236Z,2022-08-08T19:30:27Z,3694591183,55,493,3694591141,59,16,3694591137,42,,3694591139,44,Defender,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899469,493,19,2,70,53,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-08T19:30:27.237Z,2022-08-08T19:30:28Z,3694591167,293,2,3694591165,292,3,3694591169,44,Defender,3694591163,59,2,3694591157,42,,3694591171,55,492,3694591161,145,2,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899515,494,18,2,71,3,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-08T19:30:36.468Z,2022-08-08T19:30:46Z,3694591529,55,495,3694591493,42,,3694591495,44,Defender,3694591497,59,27,,,,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899519,495,19,2,71,3,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-08T19:30:36.469Z,2022-08-08T19:30:52Z,3694591511,44,Defender,3694592061,41,,3694591507,292,3,3694591513,55,494,3694591505,59,5,3694591503,145,3,3694591509,293,1,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899667,776,1,2,71,27,6lzy9iiqoysvtdsgx719fng9n,1,38,47.2,2022-08-08T19:31:01.297Z,2022-08-08T19:31:04Z,3694592409,152,,3694592415,141,45.1,3694592417,212,15.2,3694592407,5,,3694592413,140,23.6,3694592419,213,3.2,3694592411,56,Back,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899697,777,1,2,71,31,6lzy9iiqoysvtdsgx719fng9n,1,23.5,46,2022-08-08T19:31:04.833Z,2022-08-08T19:31:07Z,3694592559,140,20.0,3694592563,212,7.5,3694592561,141,36.4,3694592557,56,Back,3694592565,213,4.2,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899725,778,1,2,71,34,6lzy9iiqoysvtdsgx719fng9n,1,20,36.4,2022-08-08T19:31:07.472Z,2022-08-08T19:31:10Z,3694592703,56,Back,3694592709,212,18.4,3694592707,141,9.7,3694592711,213,4.9,3694592705,140,22.9,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899769,779,1,2,71,37,6lzy9iiqoysvtdsgx719fng9n,1,20.2,16.8,2022-08-08T19:31:11.217Z,2022-08-08T19:31:15Z,3694592987,213,2.4,3694592979,141,43.6,3694592983,212,26.1,3694592975,56,Back,3694592977,140,2.4,,,,,,,,,,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899803,780,1,2,71,41,6lzy9iiqoysvtdsgx719fng9n,1,4.6,57.6,2022-08-08T19:31:15.121Z,2022-08-08T19:31:17Z,3694593163,213,1.7,3694593159,141,76.9,3694593161,212,13.2,3694593157,140,3.4,3694593155,56,Back,,,,,,,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899849,781,1,2,71,44,6lzy9iiqoysvtdsgx719fng9n,1,3.4,76.9,2022-08-08T19:31:17.520Z,2022-08-08T19:31:23Z,3694593401,140,32.9,3694593409,1,,3694593403,141,89.3,3694593407,213,0.3,3694593399,56,Back,3694593405,212,32.1,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899851,782,4,2,71,47,6lzy9iiqoysvtdsgx719fng9n,1,33.6,86.2,2022-08-08T19:31:21.012Z,2022-08-08T19:31:23Z,3694593423,152,,3694593425,286,,3694593421,56,Back,3694593417,13,,3694593419,294,,3694593443,233,496,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899841,496,4,2,71,47,zjawy6qdzk3y69v5pa3zl2cb,0,66.4,13.8,2022-08-08T19:31:21.013Z,2022-08-08T19:31:24Z,3694593357,152,,3694593355,56,Right,3694593469,233,782,3694593353,294,,3694593351,13,,3694593467,285,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899905,783,1,2,71,57,6lzy9iiqoysvtdsgx719fng9n,1,36.2,90.3,2022-08-08T19:31:30.368Z,2022-08-08T19:31:35Z,3694593739,152,,3694593737,5,,3694593741,56,Back,3694593747,212,17.1,3694593745,141,95.3,3694593749,213,2.9,3694593743,140,20.2,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899919,784,1,2,72,1,6lzy9iiqoysvtdsgx719fng9n,1,19.7,93,2022-08-08T19:31:35.249Z,2022-08-08T19:31:38Z,3694593873,141,82.7,3694593869,56,Back,3694593877,213,3.9,3694593875,212,10.3,3694593871,140,12.5,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899931,785,1,2,72,4,6lzy9iiqoysvtdsgx719fng9n,1,11.8,86.8,2022-08-08T19:31:38.177Z,2022-08-08T19:31:40Z,3694593927,1,,3694593925,213,5.9,3694593923,212,39.7,3694593919,140,46.6,3694593917,56,Back,3694593921,141,63.9,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899939,786,1,2,72,6,6lzy9iiqoysvtdsgx719fng9n,1,46.6,63.9,2022-08-08T19:31:40.320Z,2022-08-08T19:31:41Z,3694593967,141,58.1,3694593965,140,29.3,3694593971,212,18.6,3694593963,56,Back,3694593973,213,3.4,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899941,787,1,2,72,8,6lzy9iiqoysvtdsgx719fng9n,0,29.3,58.1,2022-08-08T19:31:41.792Z,2022-08-08T19:31:42Z,3694593987,212,9.6,3694593985,141,44.3,3694593979,3,,3694593989,213,4.9,3694593983,140,31.2,3694593981,56,Back,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899975,498,3,2,72,11,zjawy6qdzk3y69v5pa3zl2cb,1,68,41.4,2022-08-08T19:31:44.991Z,2022-08-08T19:31:48Z,3694594173,56,Center,3694594175,286,,3694594205,233,788,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899955,788,45,2,72,11,6lzy9iiqoysvtdsgx719fng9n,0,32,58.6,2022-08-08T19:31:44.991Z,2022-08-08T19:31:48Z,3694594069,56,Back,3694594071,285,,3694594227,233,498,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443899967,497,49,2,72,12,zjawy6qdzk3y69v5pa3zl2cb,1,69.5,40.7,2022-08-08T19:31:46.292Z,2022-08-08T19:31:46Z,,,,,,,,,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900017,499,1,2,72,14,zjawy6qdzk3y69v5pa3zl2cb,1,75.2,22.9,2022-08-08T19:31:47.828Z,2022-08-08T19:31:56Z,3694594427,141,6.5,3694594419,56,Right,3694594425,140,92.5,3694594431,213,5.7,3694594429,212,21.3,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900047,500,1,2,72,22,zjawy6qdzk3y69v5pa3zl2cb,1,97.7,6.1,2022-08-08T19:31:55.875Z,2022-08-08T19:32:26Z,3694594603,212,5.8,3694594601,141,14.4,3694594599,140,96.5,3694594597,56,Right,3694594605,213,1.8,,,,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900049,501,50,2,72,28,zjawy6qdzk3y69v5pa3zl2cb,1,97.2,14.6,2022-08-08T19:32:01.345Z,2022-08-08T19:32:03Z,3694594609,56,Right,3694594669,233,789,3694594611,286,,,,,,,,,,,,,,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900055,789,7,2,72,28,6lzy9iiqoysvtdsgx719fng9n,0,2.8,85.4,2022-08-08T19:32:01.346Z,2022-08-08T19:33:48Z,3694594633,285,,3694594629,167,,3694594631,56,Back,3694594665,233,501,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900069,502,6,2,72,28,zjawy6qdzk3y69v5pa3zl2cb,1,100,14.5,2022-08-08T19:32:01.888Z,2022-08-08T19:58:55Z,3694599255,233,799,3694594719,75,,3694594715,56,Right,,,,,,,,,,,,,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900809,799,6,2,72,28,6lzy9iiqoysvtdsgx719fng9n,0,0,85.5,2022-08-08T19:32:01.888Z,2022-08-08T19:34:23Z,3694599259,233,502,3694598809,73,,3694598805,56,Back,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900057,790,43,2,72,29,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T19:32:02.704Z,2022-08-08T19:33:46Z,3694594639,56,Back,3694598019,144,6,3694594747,233,502,3694594643,73,0,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900299,503,1,2,73,2,zjawy6qdzk3y69v5pa3zl2cb,1,99.5,0.5,2022-08-08T19:32:36.036Z,2022-08-08T20:17:31Z,3694596015,155,,3694596863,154,,3694596025,141,50.5,3694596861,210,13,3694596013,6,,3694596021,56,Center,3694596031,1,,3694596017,224,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,3694596011,2,,3694596027,212,3694596023,140,94.2,3694596029,213,,,,,,,,,,,,,,,,1,1.7,,,34.5,
2443900303,504,13,2,73,5,zjawy6qdzk3y69v5pa3zl2cb,1,94.2,50.5,2022-08-08T19:32:38.356Z,2022-08-08T20:17:31Z,3694596893,231,50.2,3694596881,55,503,3694596887,103,26.4,3694596879,154,,3694596891,230,99.3,3694596889,214,,3694596877,29,,3694596427,328,,46oot98163lb6atyes4j0mup5,D. Blackson,,3694596423,15,,3694596041,17,3694596885,102,57.1,3694596875,83,3694596421,25,3694596043,56,,,,,,,,,,,,,,,Center,,
2443900355,505,5,2,73,6,zjawy6qdzk3y69v5pa3zl2cb,0,100.5,56.2,2022-08-08T19:32:40.256Z,2022-08-08T20:00:04Z,3694596323,56,Center,3694640165,233,791,3694596325,346,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900285,791,5,2,73,6,6lzy9iiqoysvtdsgx719fng9n,1,-0.5,43.8,2022-08-08T19:32:40.256Z,2022-08-08T20:00:03Z,3694595957,56,Back,3694640149,233,505,3694595959,346,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900451,792,1,2,73,28,6lzy9iiqoysvtdsgx719fng9n,1,5.6,63,2022-08-08T19:33:01.600Z,2022-08-08T19:57:37Z,3694596929,237,,3694596923,213,4.6,3694596919,141,46.1,3694596913,124,,3694596917,140,4.2,3694596921,212,11.6,3694596915,56,Back,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900475,793,1,2,73,31,6lzy9iiqoysvtdsgx719fng9n,0,10.9,42.7,2022-08-08T19:33:04.418Z,2022-08-08T19:33:11Z,3694597123,141,55.7,3694597185,155,,3694597129,1,,3694597125,212,79.2,3694597127,213,0.1,3694597121,140,85.9,3694597119,56,Center,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900477,506,52,2,73,36,zjawy6qdzk3y69v5pa3zl2cb,1,15.1,50,2022-08-08T19:33:09.939Z,2022-08-08T19:33:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900503,507,80,2,73,42,zjawy6qdzk3y69v5pa3zl2cb,0,11,49,2022-08-08T19:33:16.132Z,2022-08-08T19:33:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900541,508,1,2,73,45,zjawy6qdzk3y69v5pa3zl2cb,1,10.3,46.9,2022-08-08T19:33:18.469Z,2022-08-08T19:33:23Z,3694597471,155,,3694597473,56,Center,3694597479,212,45.6,3694597475,140,53.4,3694597483,1,,3694597477,141,55.2,3694597481,213,0.1,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900561,509,44,2,73,49,zjawy6qdzk3y69v5pa3zl2cb,1,53.4,60.4,2022-08-08T19:33:23.094Z,2022-08-08T19:34:39Z,3694599755,233,801,3694597567,56,Center,3694597569,286,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900965,801,44,2,73,49,6lzy9iiqoysvtdsgx719fng9n,0,46.6,39.6,2022-08-08T19:33:23.095Z,2022-08-08T19:34:39Z,3694599613,285,,3694599611,56,Back,3694599779,233,509,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900611,794,1,2,73,50,6lzy9iiqoysvtdsgx719fng9n,0,46.4,34,2022-08-08T19:33:23.359Z,2022-08-08T19:33:41Z,3694597831,140,61.0,3694597829,56,Center,3694597833,141,42.5,3694597835,212,16.4,3694597837,213,0.4,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900563,510,61,2,73,50,zjawy6qdzk3y69v5pa3zl2cb,1,52.9,56.9,2022-08-08T19:33:24.240Z,2022-08-08T19:33:47Z,3694597571,56,Center,,,,,,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900579,511,1,2,73,53,zjawy6qdzk3y69v5pa3zl2cb,1,42.3,69.9,2022-08-08T19:33:27.133Z,2022-08-08T19:33:49Z,3694597661,141,86.3,3694597663,212,24.7,3694597659,140,63.3,3694597653,155,,3694597665,213,0.5,3694597657,56,Left,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900585,512,1,2,73,57,zjawy6qdzk3y69v5pa3zl2cb,1,63.6,86.8,2022-08-08T19:33:30.460Z,2022-08-08T19:33:50Z,3694597697,56,Left,3694597701,141,93.0,3694597699,140,79.7,3694597703,212,17.4,3694597705,213,0.2,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900593,513,1,2,73,59,zjawy6qdzk3y69v5pa3zl2cb,0,83.5,93.7,2022-08-08T19:33:32.618Z,2022-08-08T19:33:51Z,3694597761,141,27.4,3694597753,2,,3694597759,140,100.0,3694597763,212,48.7,3694597755,155,,3694597765,213,5.1,3694597757,56,Center,3694597767,1,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900595,514,5,2,74,1,zjawy6qdzk3y69v5pa3zl2cb,0,96.3,-1.2,2022-08-08T19:33:34.974Z,2022-08-08T20:19:34Z,3694661623,347,,3694640189,233,795,3694597773,56,Right,,,,,,,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900655,795,5,2,74,1,6lzy9iiqoysvtdsgx719fng9n,1,12.8,-1.8,2022-08-08T19:33:34.974Z,2022-08-08T20:19:34Z,3694640169,233,514,3694661621,347,,3694598105,56,Back,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900719,796,1,2,74,19,6lzy9iiqoysvtdsgx719fng9n,1,4.2,100,2022-08-08T19:33:53.215Z,2022-08-08T19:33:56Z,3694598413,56,Back,3694598419,212,10.7,3694598415,140,3.3,3694598421,213,4.6,3694598417,141,85.1,3694598411,107,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900743,797,1,2,74,23,6lzy9iiqoysvtdsgx719fng9n,1,3.3,85.1,2022-08-08T19:33:56.722Z,2022-08-08T19:33:59Z,3694598519,56,Back,3694598521,140,35.3,3694598517,157,,3694598525,212,33.9,3694598527,213,6.1,3694598523,141,78.1,3694598529,1,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900749,798,61,2,74,24,6lzy9iiqoysvtdsgx719fng9n,0,35.3,78.1,2022-08-08T19:33:57.807Z,2022-08-08T19:34:02Z,3694598553,56,Back,,,,,,,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900737,515,49,2,74,25,zjawy6qdzk3y69v5pa3zl2cb,1,61.3,32.9,2022-08-08T19:33:59.092Z,2022-08-08T19:33:59Z,,,,,,,,,,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900763,516,1,2,74,26,zjawy6qdzk3y69v5pa3zl2cb,1,62.2,32.9,2022-08-08T19:34:00.179Z,2022-08-08T19:34:01Z,3694598621,140,72.7,3694598619,56,Center,3694598623,141,29.3,3694598627,213,6.1,3694598625,212,11.3,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900775,517,1,2,74,27,zjawy6qdzk3y69v5pa3zl2cb,1,72.7,29.3,2022-08-08T19:34:01.251Z,2022-08-08T19:34:04Z,3694598677,212,12.3,3694598675,141,11.5,3694598679,213,4.5,3694598673,140,70.5,3694598671,56,Right,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900845,518,1,2,74,30,zjawy6qdzk3y69v5pa3zl2cb,1,72.4,15.6,2022-08-08T19:34:04.195Z,2022-08-08T19:34:12Z,3694598973,56,Right,3694598979,212,9.8,3694598977,141,7.7,3694598981,213,5.7,3694598975,140,80.2,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900875,519,1,2,74,38,zjawy6qdzk3y69v5pa3zl2cb,1,54.5,5.1,2022-08-08T19:34:12.323Z,2022-08-08T19:34:16Z,3694599119,1,,3694599113,141,25.0,3694599115,212,39.2,3694599109,56,Back,3694599117,213,2.8,3694599111,140,19.5,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900909,520,1,2,74,43,zjawy6qdzk3y69v5pa3zl2cb,0,19.5,25,2022-08-08T19:34:16.819Z,2022-08-08T19:34:26Z,3694599291,157,,3694599303,1,,3694599293,56,Left,3694599299,212,77.5,3694599295,140,77.7,3694599301,213,0.7,3694599297,141,95.1,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900913,800,49,2,74,51,6lzy9iiqoysvtdsgx719fng9n,1,19.7,7.6,2022-08-08T19:34:24.944Z,2022-08-08T19:34:25Z,,,,,,,,,,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443900997,802,1,2,75,6,6lzy9iiqoysvtdsgx719fng9n,1,25,19.7,2022-08-08T19:34:39.518Z,2022-08-08T19:34:40Z,3694599831,213,1.2,3694599829,212,25.2,3694599823,56,Back,3694599827,141,53.6,3694599825,140,34.6,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901007,803,1,2,75,7,6lzy9iiqoysvtdsgx719fng9n,1,52.1,70.5,2022-08-08T19:34:40.783Z,2022-08-08T19:34:52Z,3694599873,213,0.9,3694599871,212,21.1,3694599869,141,95.2,3694599865,56,Left,3694599867,140,64.2,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901011,804,3,2,75,7,6lzy9iiqoysvtdsgx719fng9n,0,69.8,95.6,2022-08-08T19:34:41.266Z,2022-08-08T19:34:43Z,3694599897,286,,3694599895,56,Left,3694599907,233,521,,,,,,,,,,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901003,521,7,2,75,7,zjawy6qdzk3y69v5pa3zl2cb,0,30.2,4.4,2022-08-08T19:34:41.267Z,2022-08-08T19:34:42Z,3694599849,56,Back,3694599903,233,804,3694599853,285,,,,,,,,,,,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901021,805,61,2,75,9,6lzy9iiqoysvtdsgx719fng9n,1,65.2,97.5,2022-08-08T19:34:42.337Z,2022-08-08T20:17:26Z,3694599959,56,Left,,,,,,,,,,,,,,,,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901067,522,5,2,75,9,zjawy6qdzk3y69v5pa3zl2cb,1,27.6,-0.8,2022-08-08T19:34:42.600Z,2022-08-08T19:34:52Z,3694600265,233,806,3694600249,56,Back,3694600251,347,,,,,,,,,,,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901025,806,5,2,75,9,6lzy9iiqoysvtdsgx719fng9n,0,72.4,100.8,2022-08-08T19:34:42.600Z,2022-08-08T20:00:05Z,3694600281,233,522,3694599977,347,,3694599975,56,Left,,,,,,,,,,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901087,523,1,2,75,18,zjawy6qdzk3y69v5pa3zl2cb,1,27.1,0,2022-08-08T19:34:51.843Z,2022-08-08T19:34:54Z,3694600365,140,39.1,3694600377,213,0.3,3694600373,212,13.2,3694600369,141,4.6,3694600355,107,,3694600361,56,Back,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901097,524,1,2,75,20,zjawy6qdzk3y69v5pa3zl2cb,0,39.1,4.6,2022-08-08T19:34:54.035Z,2022-08-08T19:34:56Z,3694600473,141,7.3,3694600471,140,31.2,3694600469,56,Back,3694600477,213,2.9,3694600475,212,8.5,3694600467,3,,,,,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443901099,807,1,2,75,22,6lzy9iiqoysvtdsgx719fng9n,0,68.1,88.1,2022-08-08T19:34:55.615Z,2022-08-08T19:34:56Z,3694600485,212,7.1,3694600479,56,Left,3694600487,213,2.8,3694600481,140,61.6,3694600483,141,91.2,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
