id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2475746979,5,8,1,0,23,eh54mfvjtrttgsg1wbjnvxcqz,1,38.7,27.7,2022-10-22T18:02:51.369Z,2022-10-22T18:02:51Z,3863889337,56,Back,,,,,,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747013,6,49,1,0,26,eh54mfvjtrttgsg1wbjnvxcqz,1,28.9,44,2022-10-22T18:02:53.995Z,2022-10-22T18:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747121,7,1,1,0,28,eh54mfvjtrttgsg1wbjnvxcqz,1,26.9,41.6,2022-10-22T18:02:55.895Z,2022-10-22T18:03:00Z,3863890135,140,9.4,3863890139,212,18.4,3863890141,213,3.1,3863890133,56,Back,3863890137,141,43.7,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747143,8,1,1,0,33,eh54mfvjtrttgsg1wbjnvxcqz,0,10.8,46.1,2022-10-22T18:03:00.534Z,2022-10-22T18:03:02Z,3863890255,212,30.2,3863890251,140,37.5,3863890249,56,Back,3863890253,141,29.4,3863890257,213,5.9,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747155,7,49,1,0,35,bqm1bnp1bh2apyudlz1o1whr3,1,61.6,72.6,2022-10-22T18:03:02.648Z,2022-10-22T18:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3usiruyhxf6p9lkiz5qeytze2,M. Remans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747235,8,1,1,0,36,bqm1bnp1bh2apyudlz1o1whr3,1,61.5,71,2022-10-22T18:03:03.616Z,2022-10-22T18:03:17Z,3863890753,212,25.2,3863890757,213,5.7,3863890747,56,Center,3863891767,154,,3863890749,140,81.2,3863891765,210,15,3863890745,155,,3863890751,141,49.9,3usiruyhxf6p9lkiz5qeytze2,M. Remans,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747283,9,3,1,0,39,bqm1bnp1bh2apyudlz1o1whr3,1,90,46.8,2022-10-22T18:03:07.504Z,2022-10-22T18:03:11Z,3863891005,56,Center,3863891007,286,,3863891231,233,9,,,,,,,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747311,9,45,1,0,39,eh54mfvjtrttgsg1wbjnvxcqz,0,10,53.2,2022-10-22T18:03:07.504Z,2022-10-22T18:03:11Z,3863891275,233,9,3863891135,285,,3863891133,56,Back,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747291,10,15,1,0,40,bqm1bnp1bh2apyudlz1o1whr3,1,89.5,43.3,2022-10-22T18:03:08.208Z,2022-10-22T18:03:17Z,3863891793,154,,3863891809,328,,3863891789,78,,3863891033,22,,3863891967,233,11,3863891801,103,15.8,3863891093,20,,3863891799,102,49.6,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,3863891803,108,3863891035,17,3863891037,56,Center,3863891795,55,8,3863891791,29,3863891811,146,94.6,3863891815,147,45.8,,,,,,,,,,,,,,
2475747467,11,10,1,0,40,eh54mfvjtrttgsg1wbjnvxcqz,1,7.1,54.3,2022-10-22T18:03:08.308Z,2022-10-22T18:04:11Z,3863891885,178,,3863892009,233,10,3863891889,182,,3863891891,56,Back,3863896911,174,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747459,10,52,1,0,43,eh54mfvjtrttgsg1wbjnvxcqz,1,8.2,50.7,2022-10-22T18:03:11.473Z,2022-10-22T18:04:14Z,,,,,,,,,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747683,12,1,1,0,58,eh54mfvjtrttgsg1wbjnvxcqz,1,14.3,45.8,2022-10-22T18:03:26.007Z,2022-10-22T18:03:29Z,3863892927,213,0.0,3863892923,141,49.6,3863892919,56,Center,3863892929,1,,3863892917,199,,3863892925,212,53.2,3863892921,140,64.9,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747741,13,1,1,1,1,eh54mfvjtrttgsg1wbjnvxcqz,0,64.9,49.6,2022-10-22T18:03:29.350Z,2022-10-22T18:03:32Z,3863893205,3,,3863893211,141,11.6,3863893215,213,5.3,3863893213,212,30.6,3863893209,140,80.5,3863893207,56,Right,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747751,11,49,1,1,4,bqm1bnp1bh2apyudlz1o1whr3,1,18.4,88.3,2022-10-22T18:03:32.432Z,2022-10-22T18:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,gmu8p51rp6bjzs0bss5jupzo,L. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747799,12,1,1,1,5,bqm1bnp1bh2apyudlz1o1whr3,1,17.5,90.9,2022-10-22T18:03:33.321Z,2022-10-22T18:03:36Z,3863893527,213,3.9,3863893515,140,2.4,3863893525,212,22.0,3863893509,56,Back,3863893519,141,68.4,,,,,,,,,,gmu8p51rp6bjzs0bss5jupzo,L. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747825,13,1,1,1,8,bqm1bnp1bh2apyudlz1o1whr3,0,3.4,67.9,2022-10-22T18:03:36.160Z,2022-10-22T18:03:38Z,3863893689,212,32.0,3863893683,56,Back,3863893693,1,,3863893687,141,46.2,3863893681,157,,3863893685,140,30.4,3863893691,213,5.8,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747907,14,1,1,1,11,eh54mfvjtrttgsg1wbjnvxcqz,0,65.2,52.1,2022-10-22T18:03:39.191Z,2022-10-22T18:03:41Z,3863894089,140,73.6,3863894093,212,25.4,3863894091,141,87.1,3863894095,213,1.2,3863894081,3,,3863894085,56,Left,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747911,14,43,1,1,14,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-10-22T18:03:41.936Z,2022-10-22T18:03:46Z,3863894489,144,49,,,,,,,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747943,15,1,1,1,15,bqm1bnp1bh2apyudlz1o1whr3,0,24.3,12.3,2022-10-22T18:03:43.176Z,2022-10-22T18:03:44Z,3863894277,140,53.8,3863894285,213,6.3,3863894281,212,31.0,3863894275,56,Right,3863894279,141,11.4,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475747991,15,49,1,1,18,eh54mfvjtrttgsg1wbjnvxcqz,1,38.8,86.9,2022-10-22T18:03:46.486Z,2022-10-22T18:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748027,16,1,1,1,19,eh54mfvjtrttgsg1wbjnvxcqz,1,38.8,86.9,2022-10-22T18:03:46.599Z,2022-10-22T18:03:48Z,3863894711,212,22.1,3863894705,56,Back,3863894707,140,22.8,3863894713,213,3.9,3863894709,141,65.7,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748041,17,1,1,1,21,eh54mfvjtrttgsg1wbjnvxcqz,0,24.2,65.2,2022-10-22T18:03:48.775Z,2022-10-22T18:04:01Z,3863894807,212,50.4,3863894799,155,,3863894803,140,70.8,3863894801,56,Left,3863894805,141,83.0,3863894815,1,,3863894811,213,0.2,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748089,16,61,1,1,24,bqm1bnp1bh2apyudlz1o1whr3,0,37.9,32.1,2022-10-22T18:03:52.353Z,2022-10-22T18:03:52Z,3863895059,56,Back,,,,,,,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748155,18,1,1,1,26,eh54mfvjtrttgsg1wbjnvxcqz,1,63,85.9,2022-10-22T18:03:53.686Z,2022-10-22T18:03:55Z,3863895395,213,0.5,3863895391,141,91.7,3863895389,140,69.6,3863895387,56,Left,3863895393,212,8.0,3863895383,3,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748165,19,3,1,1,27,eh54mfvjtrttgsg1wbjnvxcqz,0,69.8,87.2,2022-10-22T18:03:54.583Z,2022-10-22T18:03:58Z,3863895669,233,17,3863895445,56,Left,3863895447,286,,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748199,17,7,1,1,27,bqm1bnp1bh2apyudlz1o1whr3,1,30.2,12.8,2022-10-22T18:03:54.584Z,2022-10-22T18:03:58Z,3863895595,285,,3863895593,56,Back,3863895643,233,19,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748205,18,49,1,1,30,bqm1bnp1bh2apyudlz1o1whr3,1,29.2,12.6,2022-10-22T18:03:57.680Z,2022-10-22T18:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748257,19,1,1,1,30,bqm1bnp1bh2apyudlz1o1whr3,1,29.2,12.6,2022-10-22T18:03:58.105Z,2022-10-22T18:04:00Z,3863895867,213,2.7,3863895857,140,21.1,3863895853,56,Back,3863895863,141,19.0,3863895865,212,9.6,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748321,20,1,1,1,32,bqm1bnp1bh2apyudlz1o1whr3,1,18.3,20.5,2022-10-22T18:04:00.329Z,2022-10-22T18:04:03Z,3863896153,141,45.0,3863896157,213,2.2,3863896151,140,5.7,3863896155,212,21.3,3863896149,56,Back,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748387,21,1,1,1,36,bqm1bnp1bh2apyudlz1o1whr3,1,7.1,38.2,2022-10-22T18:04:03.609Z,2022-10-22T18:49:19Z,3863896509,213,6.1,3863896503,140,37.6,3863896507,212,32.5,3863896501,56,Back,3863896505,141,29.9,3864014893,157,,3863896511,1,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748391,22,1,1,1,39,bqm1bnp1bh2apyudlz1o1whr3,0,34.9,29.1,2022-10-22T18:04:07.432Z,2022-10-22T18:04:28Z,3863898329,140,22.8,3863898331,141,14.9,3863898335,213,3.8,3863896525,56,Back,3863898333,212,16.0,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748477,23,1,1,1,42,bqm1bnp1bh2apyudlz1o1whr3,1,25.6,14,2022-10-22T18:04:09.864Z,2022-10-22T18:04:12Z,3863896951,212,10.1,3863896945,56,Back,3863896953,213,5.6,3863896947,140,33.2,3863896949,141,4.8,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748499,24,1,1,1,44,bqm1bnp1bh2apyudlz1o1whr3,1,34.8,4,2022-10-22T18:04:12.081Z,2022-10-22T18:04:14Z,3863897127,140,44.5,3863897131,212,18.4,3863897129,141,26.5,3863897133,213,1.0,3863897125,56,Back,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748501,25,1,1,1,47,bqm1bnp1bh2apyudlz1o1whr3,0,43.8,27.9,2022-10-22T18:04:14.896Z,2022-10-22T18:04:22Z,3863897141,141,28.5,3863897145,213,3.0,3863897137,56,Back,3863897143,212,3.7,3863897139,140,40.3,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748601,20,49,1,1,52,eh54mfvjtrttgsg1wbjnvxcqz,1,65.5,71.7,2022-10-22T18:04:20.453Z,2022-10-22T18:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748665,21,1,1,1,53,eh54mfvjtrttgsg1wbjnvxcqz,1,65.5,71.7,2022-10-22T18:04:20.632Z,2022-10-22T19:58:53Z,3863898085,141,84.8,3863898081,56,Left,3863898089,213,0.7,3863898087,212,13.8,3863898083,140,75.5,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475839013,902,1,1,1,54,eh54mfvjtrttgsg1wbjnvxcqz,1,83.5,78.5,2022-10-22T18:04:21.514Z,2022-10-22T19:58:53Z,3864395111,212,12.3,3864395105,56,Center,3864395153,210,13,3864395107,140,84.9,3864395109,141,60.5,3864395113,213,4.8,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748671,22,13,1,1,57,eh54mfvjtrttgsg1wbjnvxcqz,1,85.5,66.4,2022-10-22T18:04:25.462Z,2022-10-22T19:58:53Z,3864395177,328,,3863932073,230,98.8,3863932067,102,37.3,3863898113,22,,3863932055,75,,3863932069,103,4.2,3863931811,72,,3863932059,29,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,3863932063,55,3863898117,64,3863898123,56,Center,3863932075,231,51.3,3863932071,215,,,,,,,902,,,,,,,,,,,,,
2475748679,23,5,1,1,59,eh54mfvjtrttgsg1wbjnvxcqz,0,101,49.1,2022-10-22T18:04:27.270Z,2022-10-22T18:22:49Z,3863898175,56,Center,3863898177,346,,3863989465,233,181,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475762021,181,5,1,1,59,bqm1bnp1bh2apyudlz1o1whr3,1,-1,50.9,2022-10-22T18:04:27.270Z,2022-10-22T18:52:00Z,3863968853,346,,3863968851,56,Back,3863989419,233,23,,,,,,,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748875,26,1,1,2,12,bqm1bnp1bh2apyudlz1o1whr3,1,4.2,45.1,2022-10-22T18:04:40.488Z,2022-10-22T18:22:53Z,3863899171,141,63.2,3863989799,124,,3863899175,213,1.3,3863899169,140,7.9,3863989801,237,,3863899173,212,12.9,3863899167,56,Back,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748885,27,1,1,2,14,bqm1bnp1bh2apyudlz1o1whr3,1,7.7,64.1,2022-10-22T18:04:41.569Z,2022-10-22T18:34:07Z,3863899219,212,13.5,3863899215,140,5.6,3863899221,213,4.5,3863899217,141,44.5,3863899213,56,Back,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748895,28,1,1,2,15,bqm1bnp1bh2apyudlz1o1whr3,0,6.2,43,2022-10-22T18:04:42.553Z,2022-10-22T18:34:09Z,3863899273,141,35.7,3863899267,155,,3863899277,213,6.2,3863899271,140,54.1,3863899275,212,50.5,3863899269,56,Center,3863899279,1,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748889,24,1,1,2,16,eh54mfvjtrttgsg1wbjnvxcqz,0,45.3,76.7,2022-10-22T18:04:44.494Z,2022-10-22T18:49:14Z,3863899239,141,59.6,3863899235,56,Back,3863899243,213,4.9,3863899237,140,47.9,3863899233,3,,3863899241,212,11.9,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475748929,29,1,1,2,17,bqm1bnp1bh2apyudlz1o1whr3,0,50.4,45.9,2022-10-22T18:04:45.505Z,2022-10-22T18:04:46Z,3863899463,212,8.4,3863899457,56,Center,3863899459,140,55.4,3863899461,141,55.6,3863899465,213,0.9,3863899455,3,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475749021,25,1,1,2,18,eh54mfvjtrttgsg1wbjnvxcqz,0,45.3,57.2,2022-10-22T18:04:46.302Z,2022-10-22T18:34:18Z,3863899945,140,55.8,3863899941,157,,3863899951,213,5.6,3863899949,212,14.5,3863899943,56,Center,3863899953,1,,3863899947,141,43.4,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475749033,26,1,1,2,19,eh54mfvjtrttgsg1wbjnvxcqz,0,45.9,55.2,2022-10-22T18:04:46.694Z,2022-10-22T18:34:19Z,3863899989,3,,3863899995,141,51.5,3863899991,56,Center,3863899999,213,5.8,3863899993,140,50.5,3863899997,212,5.4,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
