id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2521817645,6,1,1,0,8,89w5c6pw7vn0dxypi61tt0g4k,0,34.5,91.5,2023-03-18T17:46:02.453Z,2023-03-20T05:47:58Z,4106743001,140,61.0,4112289467,178,,4106743003,141,97.2,4106743007,213,0.1,4106742997,157,,4106743009,1,,4106742999,56,Left,4106743005,212,28.1,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817655,6,44,1,0,12,3t0vjqtxc8wpjzv82i3oi2ova,1,36.8,4.4,2023-03-18T17:46:06.013Z,2023-03-21T11:21:54Z,4106743081,233,7,4106743079,285,,4106743077,56,Back,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817649,7,44,1,0,12,89w5c6pw7vn0dxypi61tt0g4k,0,63.2,95.6,2023-03-18T17:46:06.014Z,2023-03-20T05:48:04Z,4106743023,56,Left,4106743089,233,6,4106743025,286,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817665,7,1,1,0,12,3t0vjqtxc8wpjzv82i3oi2ova,1,34.7,6.2,2023-03-18T17:46:06.063Z,2023-03-21T11:21:54Z,4106743103,56,Right,4106743105,140,54.1,4112289969,388,,4106743101,3,,4106743107,141,7.1,4106743109,212,20.4,4106743111,213,0.0,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817691,8,1,1,0,13,3t0vjqtxc8wpjzv82i3oi2ova,1,54.1,7.1,2023-03-18T17:46:07.347Z,2023-03-20T05:49:01Z,4106743285,213,3.0,4112290143,178,,4106743283,212,24.5,4106743277,56,Back,4106743279,140,31.0,4106743281,141,12.2,4106743275,3,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818281,13,1,1,0,14,3t0vjqtxc8wpjzv82i3oi2ova,1,44.5,9.4,2023-03-18T17:46:08.750Z,2023-03-20T05:49:27Z,4106746397,56,Back,4106746393,3,,4106746401,140,35.6,4112290519,178,,4106746409,213,3.2,4106746405,141,8.9,4106746407,212,9.4,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817697,9,49,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,1,28.5,12.8,2023-03-18T17:46:10.248Z,2023-03-20T05:49:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523191167,1057,67,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,1,31.4,12.5,2023-03-18T17:46:10.333Z,2023-03-21T11:21:54Z,4114051261,233,986,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523191163,986,67,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,0,68.6,87.5,2023-03-18T17:46:10.334Z,2023-03-21T10:37:25Z,4114051265,233,1057,,,,,,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817703,10,61,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,0,25.2,13.4,2023-03-18T17:46:10.345Z,2023-03-21T11:21:55Z,4112290801,178,,4106743329,56,Back,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817751,8,43,1,0,18,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-03-18T17:46:12.126Z,2023-03-18T17:46:38Z,4106745143,144,7,4106743573,56,Left,4106743635,233,10,4106743575,286,0,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817753,9,49,1,0,18,89w5c6pw7vn0dxypi61tt0g4k,1,87.9,76.6,2023-03-18T17:46:12.441Z,2023-03-20T05:50:15Z,,,,,,,,,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817791,10,1,1,0,21,89w5c6pw7vn0dxypi61tt0g4k,1,88.5,71.7,2023-03-18T17:46:15.796Z,2023-03-20T05:50:29Z,4106743915,141,29.8,4112291265,178,,4106743917,212,28.8,4106743913,140,92.6,4106743921,213,4.9,4106743911,56,Center,4106743909,155,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817821,11,1,1,0,25,89w5c6pw7vn0dxypi61tt0g4k,1,92.6,27.9,2023-03-18T17:46:19.205Z,2023-03-20T05:50:53Z,4106744057,212,16.5,4106745349,195,,4112291435,178,,4106744055,141,47.2,4106744053,140,83.1,4106744061,213,2.2,4106745701,210,15,4106745703,154,,723av2redj2ej6livx0g81wwl,A. Verschueren,1,4106744051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817825,12,15,1,0,27,89w5c6pw7vn0dxypi61tt0g4k,1,83,47.2,2023-03-18T17:46:21.109Z,2023-03-20T05:50:54Z,4106745737,146,97.6,4106745385,82,,4106744075,22,,4106745735,100,,4106745725,55,11,4106744077,18,,4106745733,328,,4106745719,78,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,4106745723,154,,4106745739,147,50.2,4106745729,102,50.7,4106745381,20,4106745407,233,11,4106744079,56,Center,4106745743,230,98.6,4106745745,231,50,4112291557,178,4106745721,29,4106745731,103,19,,,,,,
2521817853,11,10,1,0,27,3t0vjqtxc8wpjzv82i3oi2ova,1,3.8,49.9,2023-03-18T17:46:21.779Z,2023-03-20T05:52:12Z,4106744199,56,Back,4106745441,233,12,4112292393,178,,4106744197,94,,,,,,,,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817869,12,6,1,0,28,3t0vjqtxc8wpjzv82i3oi2ova,0,11.8,50,2023-03-18T17:46:22.653Z,2023-03-20T05:52:21Z,4106744329,233,13,4106744269,73,,4106744267,56,Back,,,,,,,,,,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521817855,13,6,1,0,28,89w5c6pw7vn0dxypi61tt0g4k,1,88.2,50,2023-03-18T17:46:22.653Z,2023-03-20T05:52:22Z,4106744201,56,Center,4106744321,233,12,4106744203,75,,,,,,,,,,,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818327,14,1,1,1,5,89w5c6pw7vn0dxypi61tt0g4k,0,99.5,0.5,2023-03-18T17:46:59.512Z,2023-03-20T05:52:27Z,4106746571,140,95.2,4106746569,56,Center,4106746567,224,,4106746573,141,43.6,4106746575,212,29.7,4109401857,20,,4106746565,155,,4106746563,6,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,4112292549,178,,4106746577,213,1.7,4106746561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818373,14,12,1,1,6,3t0vjqtxc8wpjzv82i3oi2ova,1,3.5,60.3,2023-03-18T17:47:00.712Z,2023-03-20T05:52:42Z,4106746803,212,21.6,4106746805,213,5.3,4112292733,388,,4106746801,141,33.1,4106746799,140,14.1,4106746823,15,,4106746797,56,Back,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818393,15,1,1,1,10,89w5c6pw7vn0dxypi61tt0g4k,0,92.2,70.9,2023-03-18T17:47:04.192Z,2023-03-20T05:52:56Z,4106746931,141,56.0,4112293015,178,,4106746923,155,,4106746927,56,Center,4106746933,212,10.1,4106746935,213,4.7,4106746929,140,91.8,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818433,15,12,1,1,10,3t0vjqtxc8wpjzv82i3oi2ova,1,13.5,40.4,2023-03-18T17:47:04.897Z,2023-03-20T05:53:14Z,4106747087,141,28.9,4106747083,56,Back,4106747089,212,16.3,4106747085,140,27.1,4106747135,15,,4106747091,213,5.8,4112293325,388,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818437,16,1,1,1,12,89w5c6pw7vn0dxypi61tt0g4k,0,74.8,65.8,2023-03-18T17:47:06.515Z,2023-03-20T05:53:28Z,4106749379,3,,4106749381,140,83.1,4106749383,141,66.2,4112293561,178,,4106749387,213,0.0,4106747109,56,Center,4106749385,212,8.7,,,,6ovzd9akutufagsd8kmxmsei2,J. van Mullem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818471,16,49,1,1,13,3t0vjqtxc8wpjzv82i3oi2ova,1,15.2,39.7,2023-03-18T17:47:07.345Z,2023-03-20T05:53:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818505,17,1,1,1,13,3t0vjqtxc8wpjzv82i3oi2ova,0,15.2,39.7,2023-03-18T17:47:07.398Z,2023-03-20T05:53:58Z,4106747461,157,,4106747473,1,,4106747463,56,Back,4106747467,141,25.0,4106747471,213,5.9,4112293969,178,,4106747469,212,27.0,4106747465,140,39.1,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818527,17,1,1,1,19,89w5c6pw7vn0dxypi61tt0g4k,0,64.6,79.6,2023-03-18T17:47:13.405Z,2023-03-20T05:54:51Z,4106747567,212,8.0,4106747563,140,57.6,4106747569,213,2.7,4106747565,141,84.1,4106747561,56,Left,4112294447,388,,4106747559,3,,,,,6ovzd9akutufagsd8kmxmsei2,J. van Mullem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818559,18,1,1,1,20,3t0vjqtxc8wpjzv82i3oi2ova,1,48.4,23.6,2023-03-18T17:47:14.756Z,2023-03-20T05:55:11Z,4106747739,3,,4106747741,56,Back,4112294857,178,,4106747743,140,43.8,4106747747,212,7.5,4106747745,141,15.2,4106747749,213,4.0,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818567,19,1,1,1,22,3t0vjqtxc8wpjzv82i3oi2ova,1,44.7,7.9,2023-03-18T17:47:16.180Z,2023-03-20T05:55:21Z,4112295033,178,,4106747809,212,7.3,4106747805,140,51.3,4106747811,213,0.3,4106747803,56,Right,4106747807,141,11.2,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521865369,403,61,1,1,22,3t0vjqtxc8wpjzv82i3oi2ova,1,53.4,10.2,2023-03-18T17:47:16.395Z,2023-03-20T05:55:56Z,4112295521,178,,4107002133,56,Right,4112295519,21,,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818569,18,49,1,1,24,89w5c6pw7vn0dxypi61tt0g4k,1,41.8,71.1,2023-03-18T17:47:18.929Z,2023-03-20T05:56:09Z,,,,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818597,19,1,1,1,25,89w5c6pw7vn0dxypi61tt0g4k,1,41.8,71.1,2023-03-18T17:47:19.004Z,2023-03-20T05:56:14Z,4106747973,213,0.0,4106747959,155,,4106747961,56,Center,4112295749,178,,4106747971,212,22.4,4106747963,140,63.1,4106747967,141,71.2,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523191779,992,67,1,1,26,89w5c6pw7vn0dxypi61tt0g4k,1,64.5,69.2,2023-03-18T17:47:20.418Z,2023-03-21T11:21:55Z,4114054283,233,1059,,,,,,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523191769,1059,67,1,1,26,3t0vjqtxc8wpjzv82i3oi2ova,0,35.5,30.8,2023-03-18T17:47:20.419Z,2023-03-21T10:38:54Z,4114054303,233,992,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818615,20,1,1,1,26,89w5c6pw7vn0dxypi61tt0g4k,0,63.1,71.2,2023-03-18T17:47:20.440Z,2023-03-21T11:21:56Z,4106748049,56,Center,4106748107,156,,4106748053,141,78.4,4106748057,213,1.9,4106748055,212,5.2,4106748051,140,61.5,4112295907,178,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818645,20,49,1,1,27,3t0vjqtxc8wpjzv82i3oi2ova,1,40.6,25.6,2023-03-18T17:47:21.736Z,2023-03-21T10:39:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818663,21,1,1,1,27,3t0vjqtxc8wpjzv82i3oi2ova,1,39.5,27.7,2023-03-18T17:47:21.750Z,2023-03-20T05:56:54Z,4106748281,140,42.3,4106748279,56,Back,4106748285,212,4.4,4106748283,141,22.9,4106748287,213,5.4,4112296295,178,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818713,22,1,1,1,28,3t0vjqtxc8wpjzv82i3oi2ova,1,44.4,21.9,2023-03-18T17:47:22.670Z,2023-03-20T05:57:06Z,4106748501,56,Back,4106748503,140,38.9,4106748507,212,8.5,4106748509,213,2.3,4112296465,178,,4106748505,141,31.0,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818747,23,1,1,1,29,3t0vjqtxc8wpjzv82i3oi2ova,1,37.3,31.4,2023-03-18T17:47:23.587Z,2023-03-20T05:57:12Z,4106748629,213,5.2,4106748617,56,Back,4106748625,212,7.6,4106748619,140,40.9,4112296559,178,,4106748621,141,21.7,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521866967,404,1,1,1,30,3t0vjqtxc8wpjzv82i3oi2ova,1,37.6,13.5,2023-03-18T17:47:24.455Z,2023-03-20T05:57:22Z,4107010901,140,30.6,4107010905,212,9.6,4107010899,56,Back,4107010903,141,22.5,4112296739,178,,4107010907,213,2.4,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818831,24,1,1,1,32,3t0vjqtxc8wpjzv82i3oi2ova,1,32.8,22.1,2023-03-18T17:47:26.461Z,2023-03-20T05:57:29Z,4106749041,140,28.1,4112296805,178,,4106749039,56,Back,4106749047,213,1.9,4106749043,141,45.4,4106749045,212,16.6,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818847,25,1,1,1,36,3t0vjqtxc8wpjzv82i3oi2ova,1,29.2,71.1,2023-03-18T17:47:30.157Z,2023-03-20T05:57:43Z,4106749129,213,1.1,4106749125,141,97.2,4112296947,178,,4106749121,56,Back,4106749123,140,38.2,4106749127,212,20.1,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818871,26,1,1,1,39,3t0vjqtxc8wpjzv82i3oi2ova,1,34.2,93,2023-03-18T17:47:33.897Z,2023-03-20T05:57:53Z,4106749253,213,4.1,4106749245,56,Back,4106749249,141,73.8,4112297089,178,,4106749247,140,24.8,4106749251,212,16.4,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818929,27,1,1,1,44,3t0vjqtxc8wpjzv82i3oi2ova,1,24.8,73.8,2023-03-18T17:47:38.317Z,2023-03-20T05:58:00Z,4106749505,212,24.5,4106749499,56,Back,4112297185,178,,4106749507,213,4.0,4106749503,141,47.2,4106749501,140,9.0,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818975,28,1,1,1,48,3t0vjqtxc8wpjzv82i3oi2ova,0,11.1,41.9,2023-03-18T17:47:42.103Z,2023-03-20T05:58:05Z,4106749721,56,Center,4106749731,1,,4106749725,141,48.5,4112297245,178,,4106749729,213,0.1,4106749719,157,,4106749727,212,47.7,4106749723,140,56.3,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521818983,29,4,1,1,50,3t0vjqtxc8wpjzv82i3oi2ova,1,55,47,2023-03-18T17:47:44.292Z,2023-03-20T05:58:22Z,4106749771,152,,4106749769,56,Center,4106749767,13,,4106749845,233,21,4106789267,294,,4106749775,286,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
