id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,keyPass,qualifier/9/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId
2497688775,6,1,1,0,18,ccpscwdcm65czscrun048ecn5,1,39.1,92.7,2023-01-15T13:32:23.715Z,2023-01-17T21:38:25Z,3979580823,213,3.9,3979580813,56,Back,3979580817,140,33.2,3980844327,156,,3979580819,141,83.9,3979580821,212,8.6,3982526299,178,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688781,7,1,1,0,19,ccpscwdcm65czscrun048ecn5,0,33.2,83.9,2023-01-15T13:32:24.697Z,2023-01-17T21:38:29Z,3979580853,155,,3982526327,178,,3979580857,140,69.0,3979580863,213,5.7,3979580865,1,,3979580861,212,44.5,3979580859,141,49.0,3979580855,56,Center,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688807,6,49,1,0,23,b79uipsy57y1jqpy07h4i5ovk,1,27.8,58.1,2023-01-15T13:32:28.543Z,2023-01-17T21:38:36Z,,,,,,,,,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688889,7,1,1,0,25,b79uipsy57y1jqpy07h4i5ovk,1,25.9,56.4,2023-01-15T13:32:30.295Z,2023-01-17T21:38:40Z,3982526419,178,,3979581369,213,3.5,3979581361,56,Back,3979581365,141,49.1,3979581363,140,11.6,3979581367,212,15.8,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688955,8,1,1,0,32,b79uipsy57y1jqpy07h4i5ovk,1,12.2,47.5,2023-01-15T13:32:37.570Z,2023-01-17T21:38:43Z,3979581699,141,4.3,3982526435,178,,3979581695,56,Back,3979581705,1,,3979581701,212,46.0,3979581697,140,45.9,3979581703,213,5.6,3979581693,155,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688985,9,61,1,0,35,b79uipsy57y1jqpy07h4i5ovk,1,46.1,8.9,2023-01-15T13:32:40.416Z,2023-01-18T09:47:27Z,3979581867,56,Back,3983046647,388,,,,,,,,,,,,,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497688997,10,1,1,0,39,b79uipsy57y1jqpy07h4i5ovk,0,43.8,4.6,2023-01-15T13:32:44.972Z,2023-01-17T21:39:06Z,3982526827,178,,3979581937,213,0.5,3979581929,56,Center,3979581933,141,30.2,3979581931,140,77.3,3979581935,212,39.2,3979581939,1,,3979581927,155,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689005,8,1,1,0,42,ccpscwdcm65czscrun048ecn5,1,24.6,64.3,2023-01-15T13:32:47.251Z,2023-01-17T21:39:14Z,3979581961,212,3.0,3982526943,388,,3979581955,56,Back,3979581959,141,68.5,3979581963,213,1.9,3982526945,21,,3979581957,140,23.6,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689011,9,49,1,0,42,ccpscwdcm65czscrun048ecn5,1,23.6,68.5,2023-01-15T13:32:47.754Z,2023-01-17T21:39:36Z,,,,,,,,,,,,,,,,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689025,10,1,1,0,43,ccpscwdcm65czscrun048ecn5,0,23.6,68.5,2023-01-15T13:32:48.473Z,2023-01-17T21:39:39Z,3982527477,178,,3979582081,141,91.7,3979582085,213,0.7,3979582077,56,Back,3979582079,140,42.1,3979582083,212,25.0,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689029,11,49,1,0,45,b79uipsy57y1jqpy07h4i5ovk,1,53.4,4.6,2023-01-15T13:32:50.835Z,2023-01-17T21:39:58Z,,,,,,,,,,,,,,,,,,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689039,12,1,1,0,45,b79uipsy57y1jqpy07h4i5ovk,0,53.4,4.6,2023-01-15T13:32:50.912Z,2023-01-17T21:40:00Z,3979582179,212,6.7,3979582177,141,13.9,3979582175,140,55.5,3979582173,56,Right,3982527881,178,,3979582181,213,1.2,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689049,11,49,1,0,46,ccpscwdcm65czscrun048ecn5,1,39.5,78.8,2023-01-15T13:32:51.536Z,2023-01-17T21:40:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498244725,894,43,1,0,46,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-01-15T13:32:52.117Z,2023-01-18T09:55:01Z,3982539815,399,111569,3983056419,144,83,,,,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689161,12,1,1,0,48,ccpscwdcm65czscrun048ecn5,1,38.8,74.7,2023-01-15T13:32:53.886Z,2023-01-17T21:40:13Z,3979582737,213,4.9,3979582729,56,Back,3982528025,178,,3979582733,141,51.2,3979582735,212,16.2,3979582731,140,41.3,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689181,13,1,1,0,53,ccpscwdcm65czscrun048ecn5,1,72.5,34.5,2023-01-15T13:32:59.128Z,2023-01-17T21:40:17Z,3979582853,141,12.2,3979582857,213,5.1,3979582849,56,Right,3979582855,212,16.4,3979582851,140,78.4,3982528065,178,,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689191,14,1,1,0,57,ccpscwdcm65czscrun048ecn5,0,80.7,17.6,2023-01-15T13:33:02.194Z,2023-01-17T21:40:19Z,3980844881,20,,3980844829,224,,3979582903,141,41.0,3979582899,56,Center,3979582895,2,,3979582907,213,1.2,3979582901,140,86.7,3979582905,212,17.1,28o7vv0jud22hmg4h649yozqh,T. Booth,3982528093,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689515,13,12,1,0,57,b79uipsy57y1jqpy07h4i5ovk,1,12.4,55.4,2023-01-15T13:33:02.868Z,2023-01-17T21:40:27Z,3982528211,178,,3979584399,213,6.1,3979584395,141,50.0,3979584391,56,Back,3979584397,212,18.2,3979584393,140,29.4,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689251,15,1,1,1,0,ccpscwdcm65czscrun048ecn5,1,73.7,63.6,2023-01-15T13:33:05.421Z,2023-01-17T21:40:31Z,3979583207,213,1.4,3982528261,178,,3979583203,141,80.0,3979583199,56,Left,3979583201,140,75.9,3979583205,212,11.4,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689289,16,1,1,1,3,ccpscwdcm65czscrun048ecn5,1,73.4,78.7,2023-01-15T13:33:08.987Z,2023-01-17T21:40:33Z,3979583393,56,Center,3979583397,141,71.5,3979583401,213,4.2,3979583399,212,5.7,3979583395,140,70.6,3982528315,178,,,,,,,,9uf4fsff2lpic3u0l7zpuqsid,A. Younes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689325,17,1,1,1,6,ccpscwdcm65czscrun048ecn5,1,68.2,72.9,2023-01-15T13:33:11.985Z,2023-01-17T21:40:37Z,3979583547,212,12.3,3982528371,178,,3979583543,140,69.1,3979583539,56,Left,3979583549,213,1.5,3979583545,141,90.9,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689361,18,1,1,1,10,ccpscwdcm65czscrun048ecn5,1,63.5,92,2023-01-15T13:33:15.359Z,2023-01-17T21:40:40Z,3979583677,140,59.2,3982528387,178,,3979583681,212,9.4,3979583683,213,4.2,3979583679,141,79.9,3979583675,56,Left,,,,,,,9uf4fsff2lpic3u0l7zpuqsid,A. Younes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689403,19,1,1,1,12,ccpscwdcm65czscrun048ecn5,1,56.2,74.2,2023-01-15T13:33:18.130Z,2023-01-17T21:40:42Z,3979583925,213,4.5,3979583921,141,39.4,3982528425,178,,3979583919,140,52.5,3979583917,56,Center,3979583923,212,24.0,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689491,20,1,1,1,16,ccpscwdcm65czscrun048ecn5,1,54.9,31.8,2023-01-15T13:33:21.542Z,2023-01-17T21:40:45Z,3982528453,178,,3979584309,213,5.3,3979584301,56,Right,3979584305,141,1.7,3979584303,140,67.2,3979584307,212,24.2,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689517,21,1,1,1,19,ccpscwdcm65czscrun048ecn5,1,63.6,3.2,2023-01-15T13:33:24.363Z,2023-01-17T21:40:50Z,3979584419,212,25.9,3979584415,140,47.3,3979584411,56,Back,3979584423,213,2.3,3979584417,141,31.8,3982528503,178,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689533,22,1,1,1,23,ccpscwdcm65czscrun048ecn5,1,47.1,31.8,2023-01-15T13:33:29.089Z,2023-01-17T21:40:54Z,3982528557,178,,3979584491,212,20.7,3979584487,140,40.0,3979584485,56,Back,3979584493,213,1.9,3979584489,141,60.2,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689559,23,1,1,1,26,ccpscwdcm65czscrun048ecn5,1,40,60.2,2023-01-15T13:33:31.499Z,2023-01-17T21:40:57Z,3979584603,213,1.2,3979584597,140,47.2,3982528581,178,,3979584595,56,Back,3979584599,141,92.3,3979584601,212,23.1,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689593,24,1,1,1,29,ccpscwdcm65czscrun048ecn5,1,46.7,91.2,2023-01-15T13:33:35.109Z,2023-01-17T21:41:02Z,3979584769,56,Left,3979584773,141,96.9,3979584777,213,0.4,3979584775,212,9.0,3979584771,140,54.4,3982528633,178,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689603,25,1,1,1,32,ccpscwdcm65czscrun048ecn5,1,54.4,96.9,2023-01-15T13:33:37.981Z,2023-01-17T21:41:05Z,3979584819,213,4.2,3979584811,56,Back,3979584815,141,61.1,3982528703,178,,3979584813,140,40.2,3979584817,212,28.5,,,,,,,9uf4fsff2lpic3u0l7zpuqsid,A. Younes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689637,26,1,1,1,35,ccpscwdcm65czscrun048ecn5,1,39.3,60.6,2023-01-15T13:33:40.868Z,2023-01-17T21:41:08Z,3979584973,212,24.8,3979584967,56,Back,3979584969,140,43.9,3982528767,178,,3979584975,213,4.9,3979584971,141,24.9,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689661,27,1,1,1,38,ccpscwdcm65czscrun048ecn5,1,44,15.8,2023-01-15T13:33:44.030Z,2023-01-17T21:41:11Z,3982528819,178,,3979585091,140,59.3,3979585095,212,18.4,3979585093,141,2.6,3979585089,56,Right,3979585097,213,5.8,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689693,28,1,1,1,41,ccpscwdcm65czscrun048ecn5,1,60.2,2.5,2023-01-15T13:33:46.438Z,2023-01-17T21:41:16Z,3979585231,140,66.5,3979585235,212,8.0,3982528893,178,,3979585237,213,0.6,3979585233,141,9.2,3979585229,56,Right,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689703,29,1,1,1,42,ccpscwdcm65czscrun048ecn5,1,66.6,9.4,2023-01-15T13:33:47.323Z,2023-01-17T21:41:21Z,3979585303,141,3.2,3982528967,178,,3979585307,213,5.0,3979585299,56,Right,3979585301,140,67.9,3979585305,212,4.4,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689709,30,1,1,1,43,ccpscwdcm65czscrun048ecn5,1,67.9,3.1,2023-01-15T13:33:48.376Z,2023-01-17T21:41:25Z,3979585339,140,64.3,3979585343,212,5.2,3982529047,178,,3979585337,56,Right,3979585341,141,8.3,3979585345,213,2.4,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689717,31,1,1,1,44,ccpscwdcm65czscrun048ecn5,1,64.3,8.3,2023-01-15T13:33:49.632Z,2023-01-17T21:41:29Z,3982529117,178,,3979585413,140,70.8,3979585415,141,26.8,3979585411,56,Center,3979585417,212,14.3,3979585419,213,1.1,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689735,32,1,1,1,45,ccpscwdcm65czscrun048ecn5,1,70.8,26.8,2023-01-15T13:33:51.025Z,2023-01-17T21:41:33Z,3979585491,140,69.7,3979585495,212,8.2,3982529169,178,,3979585497,213,1.7,3979585493,141,38.8,3979585489,56,Center,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689807,33,1,1,1,47,ccpscwdcm65czscrun048ecn5,0,70,39.2,2023-01-15T13:33:52.221Z,2023-01-17T21:41:37Z,3979585811,140,87.2,3979585815,212,18.1,3982529213,178,,3979587221,4,,3979585809,56,Center,3979585817,213,0.0,3979585813,141,39.8,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689777,14,54,1,1,49,b79uipsy57y1jqpy07h4i5ovk,1,11.7,61.1,2023-01-15T13:33:54.393Z,2023-01-17T21:41:40Z,3982529283,389,,3979585841,233,34,3979587961,232,,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498244891,895,43,1,1,49,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-01-15T13:33:54.561Z,2023-01-18T09:57:15Z,3982540963,233,952,3983059207,144,67,,,,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498244889,952,43,1,1,49,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-15T13:33:54.562Z,2023-01-18T09:57:14Z,3982540967,233,895,3983059193,144,67,,,,,,,,,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497690337,19,61,1,1,49,b79uipsy57y1jqpy07h4i5ovk,1,14.3,52.1,2023-01-15T13:33:54.595Z,2023-01-17T22:20:19Z,3982529691,21,,3982529693,389,,3979588359,56,Back,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689811,34,61,1,1,49,ccpscwdcm65czscrun048ecn5,1,88.3,38.9,2023-01-15T13:33:54.696Z,2023-01-17T21:42:08Z,3982529773,178,,3979585821,56,Center,,,,,,,,,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498244917,953,43,1,1,51,ccpscwdcm65czscrun048ecn5,1,0,0,2023-01-15T13:33:56.616Z,2023-01-18T09:59:15Z,3982541075,233,896,3983061327,144,67,,,,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498244915,896,43,1,1,51,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-01-15T13:33:56.617Z,2023-01-18T09:59:14Z,3983061321,144,67,3982541079,233,953,,,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497720621,454,61,1,1,51,ccpscwdcm65czscrun048ecn5,0,77.1,24.6,2023-01-15T13:33:56.647Z,2023-01-17T22:20:20Z,3979751401,56,Center,3982529867,178,,,,,,,,,,,,,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689809,15,49,1,1,52,b79uipsy57y1jqpy07h4i5ovk,1,21.8,69.5,2023-01-15T13:33:58.049Z,2023-01-17T21:42:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497689891,16,1,1,1,53,b79uipsy57y1jqpy07h4i5ovk,1,22.7,64.1,2023-01-15T13:33:58.951Z,2023-01-17T21:42:25Z,3982529969,178,,3979586211,213,5.1,3979586209,212,24.9,3979586205,140,32.4,3979586203,56,Back,3979586207,141,30.7,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
