id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2442785429,7,44,1,0,24,3t0vjqtxc8wpjzv82i3oi2ova,1,44.2,91.7,2022-08-06T18:01:24.400Z,2022-08-09T02:23:47Z,3688616137,56,Back,3688616143,233,5,3688616139,285,,,,,,,,,,,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785417,5,44,1,0,24,24fvcruwqrqvqa3aonf8c3zuy,0,55.8,8.3,2022-08-06T18:01:24.401Z,2022-08-08T12:45:47Z,3688616065,56,Right,3688616159,233,7,3688616067,286,,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785461,8,8,1,0,24,3t0vjqtxc8wpjzv82i3oi2ova,1,41.5,92.3,2022-08-06T18:01:24.521Z,2022-08-09T02:23:47Z,3690900251,384,,3694177181,388,,3688616269,56,Back,3690900179,15,,,,,,,,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785467,9,49,1,0,28,3t0vjqtxc8wpjzv82i3oi2ova,1,24,86,2022-08-06T18:01:28.062Z,2022-08-08T12:45:58Z,,,,,,,,,,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785499,10,1,1,0,28,3t0vjqtxc8wpjzv82i3oi2ova,1,24,86,2022-08-06T18:01:28.147Z,2022-08-08T12:46:03Z,3688616465,141,46.6,3688616463,140,11.5,3688616469,213,4.3,3688616461,56,Back,3688616467,212,29.8,3694177347,178,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785565,11,1,1,0,32,3t0vjqtxc8wpjzv82i3oi2ova,1,11.5,46.6,2022-08-06T18:01:32.015Z,2022-08-08T12:46:06Z,3688616837,141,77.7,3694177395,178,,3688616841,213,1.3,3688616833,56,Back,3688616835,140,17.0,3688616839,212,21.9,,,,,,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785593,12,1,1,0,38,3t0vjqtxc8wpjzv82i3oi2ova,1,23.6,76.2,2022-08-06T18:01:37.932Z,2022-08-08T12:46:24Z,3688617015,141,34.7,3688617013,140,21.6,3688617019,213,4.6,3688617017,212,28.3,3688617011,56,Back,3694177539,178,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785617,13,1,1,0,41,3t0vjqtxc8wpjzv82i3oi2ova,1,16.5,40,2022-08-06T18:01:41.120Z,2022-08-08T12:46:29Z,3688617137,141,74.1,3694177593,178,,3688617141,213,1.6,3688617139,212,23.2,3688617133,56,Back,3688617135,140,15.6,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785635,14,1,1,0,44,3t0vjqtxc8wpjzv82i3oi2ova,1,19.9,83.1,2022-08-06T18:01:44.534Z,2022-08-08T12:46:32Z,3694177659,178,,3688617221,212,10.2,3688617219,141,97.2,3688617215,56,Back,3688617217,140,23.2,3688617223,213,1.2,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785663,15,1,1,0,46,3t0vjqtxc8wpjzv82i3oi2ova,1,23.2,97.2,2022-08-06T18:01:46.374Z,2022-08-08T12:46:35Z,3688617393,213,5.9,3688617391,212,23.4,3694177707,178,,3688617385,56,Back,3688617389,141,84.6,3688617387,140,43.9,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785667,16,50,1,0,48,3t0vjqtxc8wpjzv82i3oi2ova,1,43.3,85.4,2022-08-06T18:01:48.661Z,2022-08-08T12:46:40Z,3688617431,286,,3688617429,56,Back,3688617547,233,6,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785673,6,7,1,0,48,24fvcruwqrqvqa3aonf8c3zuy,1,56.7,14.6,2022-08-06T18:01:48.721Z,2022-08-08T12:46:43Z,3688617479,285,,3694177857,178,,3688617535,233,16,3688617477,56,Right,3690900817,384,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785709,17,1,1,0,50,3t0vjqtxc8wpjzv82i3oi2ova,0,40.9,94.5,2022-08-06T18:01:50.166Z,2022-08-08T12:46:49Z,3688617679,213,6.1,3688617675,212,4.4,3688617671,141,93.3,3688617667,140,45.0,3694177983,178,,3688617663,56,Back,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785677,7,61,1,0,50,24fvcruwqrqvqa3aonf8c3zuy,1,54.4,4,2022-08-06T18:01:50.329Z,2022-08-08T12:46:54Z,3688617493,56,Right,3694178055,178,,,,,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785701,8,5,1,0,51,24fvcruwqrqvqa3aonf8c3zuy,0,45.6,-1.2,2022-08-06T18:01:51.041Z,2022-08-08T12:46:58Z,3688617643,56,Back,3688617645,347,,3688617935,233,18,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785737,18,5,1,0,51,3t0vjqtxc8wpjzv82i3oi2ova,1,54.4,101.2,2022-08-06T18:01:51.041Z,2022-08-08T12:46:57Z,3688617877,347,,3688617875,56,Left,3688617903,233,8,,,,,,,,,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785867,19,1,1,1,5,3t0vjqtxc8wpjzv82i3oi2ova,1,47.2,100,2022-08-06T18:02:04.865Z,2022-08-08T12:46:59Z,3688618619,107,,3688618621,56,Back,3688618627,212,18.9,3688618625,141,82.8,3688618651,189,,3688618623,140,34.0,3688618629,213,3.9,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785983,20,1,1,1,13,3t0vjqtxc8wpjzv82i3oi2ova,0,33.1,83.4,2022-08-06T18:02:13.718Z,2022-08-08T12:47:05Z,3688619169,213,6.1,3688619163,140,76.4,3688619165,141,70.1,3688619159,155,,3688619161,56,Center,3688619167,212,46.4,3694178277,178,,3688619171,1,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786021,10,1,1,1,17,24fvcruwqrqvqa3aonf8c3zuy,1,26.7,35.4,2022-08-06T18:02:16.878Z,2022-08-08T12:47:14Z,3688619389,3,,3688619395,141,64.8,3688619393,140,19.0,3688619399,213,2.0,3694178397,388,,3688619397,212,21.6,3688619391,56,Back,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442785993,9,43,1,1,18,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:02:17.859Z,2022-08-06T18:02:42Z,3688621167,144,44,3688619235,285,0,3688619233,56,Back,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786027,11,49,1,1,20,24fvcruwqrqvqa3aonf8c3zuy,1,17.1,66.9,2022-08-06T18:02:20.017Z,2022-08-08T12:47:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786067,12,1,1,1,20,24fvcruwqrqvqa3aonf8c3zuy,0,16.4,67,2022-08-06T18:02:20.124Z,2022-08-08T12:47:25Z,3688619633,56,Back,3688619635,140,38.6,3688619639,212,23.6,3688619641,213,6.1,3688619631,155,,3688619637,141,61.8,3694178503,178,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786091,21,1,1,1,22,3t0vjqtxc8wpjzv82i3oi2ova,0,60.1,41,2022-08-06T18:02:21.990Z,2022-08-08T12:47:36Z,3688619767,141,31.7,3688619761,3,,3688619769,212,9.5,3688619763,56,Center,3688619765,140,66.8,3688619771,213,5.6,3694178615,388,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786115,13,1,1,1,23,24fvcruwqrqvqa3aonf8c3zuy,0,31.8,67,2022-08-06T18:02:23.351Z,2022-08-08T12:47:42Z,3694178753,388,,3688619875,141,58.5,3688619873,140,45.4,3688619879,213,5.9,3688619877,212,15.4,3688619871,56,Back,3688619869,3,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786141,22,1,1,1,25,3t0vjqtxc8wpjzv82i3oi2ova,0,57.4,44.6,2022-08-06T18:02:25.167Z,2022-08-08T12:47:52Z,3694178881,388,,3688620043,140,71.4,3688620045,141,24.2,3688620049,213,5.5,3688620041,56,Center,3688620047,212,20.2,3688620039,3,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786165,14,1,1,1,27,24fvcruwqrqvqa3aonf8c3zuy,1,28.5,70.3,2022-08-06T18:02:27.275Z,2022-08-08T12:47:57Z,3688620167,141,63.9,3688620161,3,,3694178999,178,,3688620163,56,Back,3688620165,140,31.2,3688620169,212,5.2,3688620171,213,5.3,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786217,15,1,1,1,28,24fvcruwqrqvqa3aonf8c3zuy,1,31.2,63.9,2022-08-06T18:02:28.442Z,2022-08-08T12:48:00Z,3688620369,56,Back,3688620367,155,,3694179033,178,,3688620377,213,3.6,3688620371,140,4.2,3688620375,212,31.2,3688620373,141,44.9,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786283,16,1,1,1,32,24fvcruwqrqvqa3aonf8c3zuy,0,3.9,43.6,2022-08-06T18:02:32.609Z,2022-08-08T12:48:04Z,3688620769,141,45.4,3688620765,56,Center,3688620763,157,,3688620767,140,51.1,3688620771,212,49.6,3694179063,178,,3688620773,213,0.0,3688620775,1,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786297,23,44,1,1,36,3t0vjqtxc8wpjzv82i3oi2ova,1,47.4,53.6,2022-08-06T18:02:36.455Z,2022-08-09T02:23:47Z,3688620851,56,Back,3688620865,233,17,3688620853,285,,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786287,17,44,1,1,36,24fvcruwqrqvqa3aonf8c3zuy,0,52.6,46.4,2022-08-06T18:02:36.456Z,2022-08-08T12:48:08Z,3688620871,233,23,3688620791,286,,3688620789,56,Center,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786315,24,1,1,1,36,3t0vjqtxc8wpjzv82i3oi2ova,1,46,52.7,2022-08-06T18:02:36.499Z,2022-08-09T02:23:48Z,3688620927,3,,3688620933,141,70.5,3688620937,213,2.4,3688620929,56,Back,3694179153,388,,3688620935,212,17.7,3688620931,140,33.7,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786319,25,49,1,1,38,3t0vjqtxc8wpjzv82i3oi2ova,1,34.7,65.6,2022-08-06T18:02:38.287Z,2022-08-08T12:48:15Z,,,,,,,,,,,,,,,,,,,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786415,26,1,1,1,40,3t0vjqtxc8wpjzv82i3oi2ova,1,34,48.7,2022-08-06T18:02:40.306Z,2022-08-08T12:48:22Z,3688621471,213,4.2,3688621459,56,Back,3688621467,141,36.1,3688621469,212,9.6,3688621463,140,29.9,3694179351,178,,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786435,27,1,1,1,47,3t0vjqtxc8wpjzv82i3oi2ova,1,29.9,34.6,2022-08-06T18:02:47.775Z,2022-08-08T12:48:32Z,3694179523,178,,3688621563,141,62.6,3688621565,212,19.8,3688621559,56,Back,3688621561,140,24.8,3688621567,213,1.8,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786495,28,1,1,1,49,3t0vjqtxc8wpjzv82i3oi2ova,1,24.8,62.6,2022-08-06T18:02:49.518Z,2022-08-08T12:48:36Z,3688621889,213,3.7,3688621883,140,7.6,3688621885,141,46.1,3694179571,178,,3688621881,56,Back,3688621887,212,21.3,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786567,29,1,1,1,53,3t0vjqtxc8wpjzv82i3oi2ova,0,7.3,38.2,2022-08-06T18:02:52.977Z,2022-08-08T12:48:40Z,3688622239,140,65.1,3688622233,157,,3688622235,56,Center,3688622247,213,6.1,3688622249,1,,3688622245,212,61.5,3688622243,141,23.5,3694179667,178,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786545,18,49,1,1,59,24fvcruwqrqvqa3aonf8c3zuy,1,30.1,71.5,2022-08-06T18:02:58.971Z,2022-08-08T12:48:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786623,19,1,1,1,59,24fvcruwqrqvqa3aonf8c3zuy,1,29.7,72.3,2022-08-06T18:02:59.016Z,2022-08-08T12:48:54Z,3688622483,141,62.6,3688622485,212,21.1,3688622487,213,3.5,3688622481,140,10.6,3688622479,56,Back,3694180045,178,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786671,20,1,1,2,4,24fvcruwqrqvqa3aonf8c3zuy,1,15.1,60.8,2022-08-06T18:03:03.958Z,2022-08-08T12:48:58Z,3694180123,178,,3688622737,141,76.1,3688622733,56,Back,3688622735,140,26.6,3688622739,212,15.9,3688622741,213,0.7,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786781,21,1,1,2,9,24fvcruwqrqvqa3aonf8c3zuy,1,27.8,67,2022-08-06T18:03:09.638Z,2022-08-08T12:49:02Z,3688623241,212,23.4,3694180239,178,,3688623235,56,Back,3688623239,141,32.8,3688623237,140,30.6,3688623243,213,4.8,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786823,22,1,1,2,15,24fvcruwqrqvqa3aonf8c3zuy,1,36.8,33.9,2022-08-06T18:03:15.451Z,2022-08-08T12:49:06Z,3688623481,212,23.0,3688623465,56,Back,3688623485,213,1.8,3694180327,178,,3688623477,141,66.9,3688623471,140,32.0,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786855,23,1,1,2,20,24fvcruwqrqvqa3aonf8c3zuy,1,31.9,66.7,2022-08-06T18:03:19.893Z,2022-08-08T12:49:10Z,3688623649,56,Back,3688623651,140,32.4,3688623657,213,4.7,3688623653,141,30.9,3688623655,212,24.3,3694180371,178,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786873,24,1,1,2,22,24fvcruwqrqvqa3aonf8c3zuy,1,31.6,29.5,2022-08-06T18:03:22.379Z,2022-08-08T12:49:15Z,3694180455,178,,3688623761,213,4.9,3688623759,212,17.6,3688623753,56,Back,3688623755,140,34.7,3688623757,141,4.1,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442786901,25,1,1,2,24,24fvcruwqrqvqa3aonf8c3zuy,0,34.7,4.1,2022-08-06T18:03:23.978Z,2022-08-08T12:49:19Z,3688623933,141,44.8,3688623935,212,33.7,3688623939,1,,3688623929,56,Center,3688623937,213,1.0,3688623931,140,53.0,3694180507,178,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
