id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2473758067,750,67,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,1,68.3,23,2022-10-16T10:15:26.911Z,2022-10-18T11:37:48Z,3853397401,233,892,,,,,,,,,,,,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473758063,892,67,1,0,9,8iawijq7s9s6d85mjz8wdslki,0,31.7,77,2022-10-16T10:15:26.912Z,2022-10-18T08:53:08Z,3853397409,233,750,,,,,,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753637,8,1,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,1,68.4,19,2022-10-16T10:15:26.926Z,2022-10-18T11:37:49Z,3853365855,178,,3848151425,56,Right,3848151427,140,63.7,3848151433,213,4.2,3848151431,212,9.9,3848151429,141,6.4,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753669,9,1,1,0,10,89w5c6pw7vn0dxypi61tt0g4k,1,65.8,8.5,2022-10-16T10:15:28.443Z,2022-10-18T08:20:38Z,3848151637,56,Right,3848151641,141,7.9,3848151643,212,28.7,3848151645,213,6.3,3853365933,178,,3848151639,140,93.1,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753679,10,1,1,0,15,89w5c6pw7vn0dxypi61tt0g4k,1,93.1,7.2,2022-10-16T10:15:32.737Z,2022-10-18T08:20:43Z,3848151713,213,3.2,3848151697,140,85.4,3848151695,56,Right,3848151701,141,6.2,3853366017,178,,3848151707,212,8.1,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753709,11,1,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,85.4,6.2,2022-10-16T10:15:34.334Z,2022-10-18T08:21:02Z,3848812165,20,,3848151897,155,,3848151895,2,,3848151899,56,Center,3848152173,210,13,3848151901,140,92.7,3848151903,141,47.4,3848812163,224,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,1,3848151907,213,1.3,3853366215,178,3848152175,154,3848151905,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,
2472753713,13,13,1,0,18,89w5c6pw7vn0dxypi61tt0g4k,1,91.6,46,2022-10-16T10:15:35.592Z,2022-10-18T08:21:02Z,3848152191,154,,3848152193,55,11,3848151935,17,,3848151937,56,Center,3848152023,15,,3848152197,102,42.0,3848152187,84,,3853366331,388,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,3848151933,22,,3848152201,230,3848152203,231,3848152189,29,,98.2,50.4,3848152199,103,9.7,3848152029,328,,,,,,,,,,,,,,,,,
2472753717,4,5,1,0,19,8iawijq7s9s6d85mjz8wdslki,1,-1.3,64.2,2022-10-16T10:15:36.737Z,2022-10-18T08:21:04Z,3848151955,56,Back,3848151957,346,,3848151963,233,12,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753711,12,5,1,0,19,89w5c6pw7vn0dxypi61tt0g4k,0,101.3,35.8,2022-10-16T10:15:36.737Z,2022-10-18T08:21:05Z,3848151979,233,4,3848151921,346,,3848151919,56,Center,,,,,,,,,,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753839,5,1,1,0,36,8iawijq7s9s6d85mjz8wdslki,1,4.5,53,2022-10-16T10:15:54.424Z,2022-10-18T08:21:14Z,3848152797,141,69.3,3848152807,237,,3848152795,140,8.2,3848152801,213,1.2,3848152793,56,Back,3848152791,124,,3848153099,189,,3848152799,212,11.7,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753851,6,1,1,0,38,8iawijq7s9s6d85mjz8wdslki,1,8.2,69.3,2022-10-16T10:15:56.422Z,2022-10-18T08:21:15Z,3853366577,178,,3848152865,141,54.5,3848152867,212,10.5,3848152861,56,Back,3848152863,140,5.5,3848153185,189,,3848152869,213,4.4,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753865,7,1,1,0,41,8iawijq7s9s6d85mjz8wdslki,1,5.5,54.5,2022-10-16T10:15:59.279Z,2022-10-18T08:21:20Z,3848152965,1,,3853366687,178,,3848152963,213,0.2,3848152961,212,46.7,3848152959,141,65.1,3848152955,56,Back,3848152957,140,49.4,,,,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753881,8,4,1,0,44,8iawijq7s9s6d85mjz8wdslki,1,48,64.4,2022-10-16T10:16:01.575Z,2022-10-18T08:21:30Z,3848153035,13,,3848153037,56,Back,3848153043,286,,3848153041,265,,3848153129,233,14,3848153039,152,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753891,14,4,1,0,44,89w5c6pw7vn0dxypi61tt0g4k,0,52,35.6,2022-10-16T10:16:01.576Z,2022-10-18T08:21:30Z,3848153085,152,,3853366837,178,,3848153087,265,,3848153081,13,,3848153083,56,Center,3848153145,233,8,3848153089,285,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753939,9,1,1,0,51,8iawijq7s9s6d85mjz8wdslki,1,45.6,64.5,2022-10-16T10:16:08.879Z,2022-10-18T08:21:36Z,3848153303,212,6.6,3848153301,141,69.5,3848153299,140,51.0,3848153305,213,0.5,3853366945,178,,3848153293,5,,3848153295,152,,3848153297,56,Center,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753969,10,1,1,0,53,8iawijq7s9s6d85mjz8wdslki,1,53.2,74.3,2022-10-16T10:16:10.832Z,2022-10-18T08:21:41Z,3848153467,56,Left,3853367109,178,,3848153469,140,71.3,3848153471,141,82.5,3848153473,212,19.8,3848153475,213,0.3,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753973,11,1,1,0,54,8iawijq7s9s6d85mjz8wdslki,1,68.9,82.2,2022-10-16T10:16:11.746Z,2022-10-18T08:22:15Z,3848153493,212,8.0,3848153491,141,91.1,3848153495,213,0.9,3848153485,168,,3848153487,56,Left,3853367593,178,,3848153489,140,73.9,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753999,12,3,1,0,55,8iawijq7s9s6d85mjz8wdslki,0,70.9,90.5,2022-10-16T10:16:13.348Z,2022-10-18T08:22:24Z,3848153599,56,Left,3848153601,286,,3853367767,178,,3848153617,211,,3848836277,465,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753991,15,12,1,0,57,89w5c6pw7vn0dxypi61tt0g4k,1,18.8,26.1,2022-10-16T10:16:15.387Z,2022-10-18T08:22:30Z,3848153607,167,,3848153567,56,Back,3848153579,213,4.9,3848153575,212,19.0,3853367861,178,,3848153569,140,22.8,3848153571,141,0.0,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754015,13,5,1,1,0,8iawijq7s9s6d85mjz8wdslki,1,74.7,100.8,2022-10-16T10:16:17.552Z,2022-10-18T08:22:32Z,3848153699,347,,3848153723,233,16,3848153697,56,Left,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753995,16,5,1,1,0,89w5c6pw7vn0dxypi61tt0g4k,0,25.3,-0.8,2022-10-16T10:16:17.552Z,2022-10-18T08:22:32Z,3848153583,347,,3848153581,56,Back,3848153737,233,13,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754081,14,1,1,1,10,8iawijq7s9s6d85mjz8wdslki,1,77.5,100,2022-10-16T10:16:28.357Z,2022-10-18T08:22:37Z,3848154005,213,5.2,3848153999,140,84.6,3848154003,212,14.7,3848154001,141,82.5,3848153995,107,,3848153997,56,Left,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754101,15,1,1,1,12,8iawijq7s9s6d85mjz8wdslki,1,84.1,85.8,2022-10-16T10:16:30.177Z,2022-10-18T08:22:41Z,3848154113,141,97.4,3848154111,140,81.3,3848154115,212,8.4,3848154117,213,1.9,3848154109,56,Left,3853368047,178,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754121,16,1,1,1,14,8iawijq7s9s6d85mjz8wdslki,1,81.5,97.4,2022-10-16T10:16:32.152Z,2022-10-18T08:22:47Z,3848154239,141,96.5,3853368139,178,,3848154235,56,Left,3848154243,213,3.2,3848154241,212,5.7,3848154237,140,76.1,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754119,17,45,1,1,15,89w5c6pw7vn0dxypi61tt0g4k,0,24.3,4,2022-10-16T10:16:33.230Z,2022-10-18T08:23:12Z,3848154333,233,17,3848154231,56,Back,3848154233,285,,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754127,17,3,1,1,15,8iawijq7s9s6d85mjz8wdslki,1,75.7,96,2022-10-16T10:16:33.230Z,2022-10-18T08:23:12Z,3848841991,464,,3853368607,178,,3848154297,233,17,3848154273,286,,3848154271,56,Left,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754131,18,1,1,1,16,8iawijq7s9s6d85mjz8wdslki,0,78,98.3,2022-10-16T10:16:34.062Z,2022-10-18T08:23:18Z,3848154285,140,78.8,3848154287,141,94.7,3853368667,178,,3848154283,56,Left,3848154291,213,5.0,3848154289,212,2.6,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754149,18,61,1,1,16,89w5c6pw7vn0dxypi61tt0g4k,1,24.7,4.8,2022-10-16T10:16:34.203Z,2022-10-18T08:23:28Z,3853368863,178,,3848154367,56,Back,,,,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754173,19,5,1,1,17,8iawijq7s9s6d85mjz8wdslki,1,76.6,101.3,2022-10-16T10:16:34.822Z,2022-10-18T08:23:33Z,3848154471,56,Left,3848154473,347,,3848154483,233,19,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754157,19,5,1,1,17,89w5c6pw7vn0dxypi61tt0g4k,0,23.4,-1.3,2022-10-16T10:16:34.822Z,2022-10-18T08:23:33Z,3848154411,347,,3848154505,233,19,3848154409,56,Back,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754199,20,1,1,1,20,8iawijq7s9s6d85mjz8wdslki,1,76.3,100,2022-10-16T10:16:38.115Z,2022-10-18T08:23:39Z,3848154607,107,,3848154619,1,,3848154617,213,5.8,3848154609,56,Left,3848154615,212,22.9,3848154613,141,84.5,3848154611,140,95.1,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754201,21,61,1,1,23,8iawijq7s9s6d85mjz8wdslki,0,96.1,87.5,2022-10-16T10:16:41.323Z,2022-10-18T08:24:00Z,3853369487,178,,3848154623,56,Left,,,,,,,,,,,,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754237,20,49,1,1,24,89w5c6pw7vn0dxypi61tt0g4k,1,2.6,3.6,2022-10-16T10:16:42.460Z,2022-10-18T08:24:08Z,,,,,,,,,,,,,,,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754245,21,1,1,1,29,89w5c6pw7vn0dxypi61tt0g4k,0,2.6,3.6,2022-10-16T10:16:47.040Z,2022-10-18T08:24:13Z,3853369711,178,,3848154819,212,10.7,3848154817,141,5.9,3848154815,140,12.7,3848154813,56,Back,3848154821,213,0.1,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754259,22,49,1,1,30,8iawijq7s9s6d85mjz8wdslki,1,87.9,93.5,2022-10-16T10:16:47.956Z,2022-10-18T08:24:37Z,,,,,,,,,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754267,23,1,1,1,31,8iawijq7s9s6d85mjz8wdslki,1,86.1,93.5,2022-10-16T10:16:49.055Z,2022-10-18T08:24:44Z,3853370185,178,,3848154919,141,87.6,3848154915,56,Left,3848154917,140,86.5,3848154921,212,4.0,3848154923,213,4.8,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754283,24,1,1,1,32,8iawijq7s9s6d85mjz8wdslki,1,86.4,87.2,2022-10-16T10:16:50.037Z,2022-10-18T08:24:52Z,3848154985,141,77.4,3848154987,212,12.4,3848154983,140,76.4,3848154981,56,Center,3853370283,178,,3848154989,213,3.7,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754285,25,1,1,1,35,8iawijq7s9s6d85mjz8wdslki,0,76.3,74,2022-10-16T10:16:52.521Z,2022-10-18T08:24:57Z,3853370375,178,,3848155003,140,76.7,3848155001,56,Center,3848155005,141,61.8,3848155007,212,8.3,3848155009,213,4.8,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754299,22,1,1,1,35,89w5c6pw7vn0dxypi61tt0g4k,0,22,40.1,2022-10-16T10:16:53.320Z,2022-10-18T08:25:05Z,3848155079,1,,3848155067,157,,3848155069,56,Center,3848155073,141,35.0,3848155071,140,56.9,3848155077,213,6.2,3853370507,178,,3848155075,212,36.8,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754329,26,1,1,1,41,8iawijq7s9s6d85mjz8wdslki,1,47.9,43.9,2022-10-16T10:16:58.789Z,2022-10-18T08:25:14Z,3853370619,178,,3848155229,213,4.6,3848155225,141,19.4,3848155227,212,16.7,3848155221,56,Back,3848155223,140,46.7,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754341,27,1,1,1,44,8iawijq7s9s6d85mjz8wdslki,1,46.7,19.4,2022-10-16T10:17:01.801Z,2022-10-18T08:25:19Z,3848155297,140,59.4,3853370677,178,,3848155295,56,Right,3848155299,141,4.4,3848155301,212,16.8,3848155303,213,5.6,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754343,28,4,1,1,46,8iawijq7s9s6d85mjz8wdslki,1,61.8,5.4,2022-10-16T10:17:03.860Z,2022-10-18T08:25:25Z,3848155309,56,Right,3848155315,286,,3848155313,265,,3848155311,152,,3848155351,233,23,3848155307,13,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754349,23,4,1,1,46,89w5c6pw7vn0dxypi61tt0g4k,0,38.2,94.6,2022-10-16T10:17:03.861Z,2022-10-18T08:25:25Z,3848155363,233,28,3848155345,265,,3848155347,285,,3848155337,13,,3853370771,178,,3848155343,152,,3848155341,56,Back,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754373,29,1,1,1,50,8iawijq7s9s6d85mjz8wdslki,1,57.2,5.8,2022-10-16T10:17:07.889Z,2022-10-18T08:25:29Z,3848155467,152,,3848155465,5,,3848155473,141,24.8,3848155471,140,46.4,3848155469,56,Back,3853370851,178,,3848155477,213,2.3,3848155475,212,17.2,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472754395,30,1,1,1,54,8iawijq7s9s6d85mjz8wdslki,1,46.2,21.1,2022-10-16T10:17:11.715Z,2022-10-18T08:25:35Z,3848155579,140,39.6,3848155585,213,1.8,3848155577,56,Back,3848155581,141,57.0,3853370965,178,,3848155583,212,25.4,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
