id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2498180303,805,67,1,0,7,cos9hxi16eitbcbthof7zrm4m,1,25.1,79.9,2023-01-15T15:46:49.879Z,2023-01-17T13:13:00Z,3982190527,233,990,,,,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498180299,990,67,1,0,7,20vymiy7bo8wkyxai3ew494fz,0,74.9,20.1,2023-01-15T15:46:49.880Z,2023-01-17T12:39:03Z,3982190555,233,805,,,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785719,5,1,1,0,7,cos9hxi16eitbcbthof7zrm4m,1,25.1,77.7,2023-01-15T15:46:49.898Z,2023-01-17T13:13:01Z,3980106857,212,3.0,3980106847,56,Back,3982149871,178,,3980106859,213,2.0,3980106855,141,81.6,3980106851,140,23.8,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785729,6,1,1,0,9,cos9hxi16eitbcbthof7zrm4m,0,25.8,92.1,2023-01-15T15:46:51.612Z,2023-01-17T12:05:51Z,3980106911,213,0.0,3980106907,141,92.9,3980106905,140,45.9,3982149961,178,,3980106909,212,21.1,3980106903,56,Back,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785725,7,8,1,0,10,20vymiy7bo8wkyxai3ew494fz,1,55.4,10.8,2023-01-15T15:46:53.191Z,2023-01-17T12:05:55Z,3982150065,178,,3980106881,56,Right,3981287777,385,,,,,,,,,,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785755,8,49,1,0,11,20vymiy7bo8wkyxai3ew494fz,1,60.4,8.6,2023-01-15T15:46:54.206Z,2023-01-17T12:05:58Z,,,,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497799527,207,50,1,0,12,20vymiy7bo8wkyxai3ew494fz,1,61.6,3.4,2023-01-15T15:46:54.804Z,2023-01-17T12:06:06Z,3980182947,233,173,3980182907,286,,3980182401,56,Right,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497799397,173,7,1,0,13,cos9hxi16eitbcbthof7zrm4m,0,38.4,96.6,2023-01-15T15:46:55.401Z,2023-01-17T12:06:10Z,3982150447,178,,3980182917,233,207,3981289353,385,,3980181671,285,,3980181669,56,Back,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785779,9,3,1,0,14,20vymiy7bo8wkyxai3ew494fz,0,63.3,8.8,2023-01-15T15:46:56.854Z,2023-01-17T12:07:09Z,3980107145,56,Right,3980107153,211,,3980107147,286,,3982150649,178,,3981289433,465,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785841,7,12,1,0,15,cos9hxi16eitbcbthof7zrm4m,1,25.2,96.2,2023-01-15T15:46:57.534Z,2023-01-17T12:07:15Z,3982151665,389,,3980107519,140,29.8,3980107517,56,Back,3980107523,212,4.8,3980107521,141,96.2,3980107525,213,0,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785815,10,1,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,61.3,5.2,2023-01-15T15:46:58.806Z,2023-01-17T12:07:34Z,3980107355,141,7.1,3980107351,56,Right,3980107359,213,0.1,3980107349,155,,3980107353,140,75.8,3980107357,212,15.3,3982152123,178,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785825,11,1,1,0,18,20vymiy7bo8wkyxai3ew494fz,1,79.4,6.7,2023-01-15T15:47:00.605Z,2023-01-17T12:07:41Z,3980107409,141,1.4,3980107401,56,Right,3980107415,213,3.8,3980107405,140,74.9,3980107413,212,5.9,3982152373,178,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785831,12,50,1,0,20,20vymiy7bo8wkyxai3ew494fz,1,76.1,2,2023-01-15T15:47:02.916Z,2023-01-17T12:07:48Z,3980107447,56,Right,3980107669,233,8,3980107449,286,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785853,8,7,1,0,20,cos9hxi16eitbcbthof7zrm4m,1,23.9,98,2023-01-15T15:47:03.209Z,2023-01-17T12:07:50Z,3981289621,384,,3980107625,233,12,3982152581,178,,3980107595,285,,3980107593,56,Back,,,,,,,,,,4k9shzwgauyy7w2911uev75yh,F. Krüger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785855,9,1,1,0,22,cos9hxi16eitbcbthof7zrm4m,0,14.9,93,2023-01-15T15:47:05.190Z,2023-01-17T12:07:58Z,3982152763,178,,3980107605,56,Back,3980107613,213,0,3980107607,140,16.4,3980107609,141,93.0,3980107687,233,13,3980107615,1,,3980107611,212,1.6,ar7ybu7dordgt2yfx5inux62,I. Määttä,3980107691,286,3980107603,157,3980107685,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785847,13,74,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,84,15.7,2023-01-15T15:47:05.211Z,2023-01-17T12:08:10Z,3982152799,178,,3980107557,56,Right,3980107559,285,,3980107747,233,9,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785865,14,44,1,0,24,20vymiy7bo8wkyxai3ew494fz,1,74.4,21.8,2023-01-15T15:47:07.356Z,2023-01-17T13:13:01Z,3980107973,233,10,3980107709,286,,3980107707,56,Center,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785901,10,44,1,0,24,cos9hxi16eitbcbthof7zrm4m,0,25.6,78.2,2023-01-15T15:47:07.357Z,2023-01-17T12:08:17Z,3980108011,233,14,3980107917,56,Back,3980107919,285,,,,,,,,,,,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785885,15,1,1,0,25,20vymiy7bo8wkyxai3ew494fz,0,74.3,21.8,2023-01-15T15:47:07.472Z,2023-01-17T13:13:01Z,3980107835,3,,3980107839,140,92.0,3982153147,388,,3980107845,213,5.9,3980107837,56,Right,3980107841,141,10.1,3980107843,212,20.2,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785935,11,1,1,0,27,cos9hxi16eitbcbthof7zrm4m,0,11.7,88.9,2023-01-15T15:47:10.134Z,2023-01-17T12:08:30Z,3980108103,1,,3982153373,178,,3980108097,141,100.0,3980108101,213,0.3,3980108093,56,Back,3980108099,212,25.4,3980108095,140,34.4,3980108091,157,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785939,12,5,1,0,31,cos9hxi16eitbcbthof7zrm4m,0,29.8,101.4,2023-01-15T15:47:14.104Z,2023-01-17T12:08:49Z,3980108567,233,16,3980108111,347,,3980108109,56,Back,,,,,,,,,,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786027,16,5,1,0,31,20vymiy7bo8wkyxai3ew494fz,1,70.2,-1.4,2023-01-15T15:47:14.104Z,2023-01-17T12:08:48Z,3980108541,233,12,3980108535,56,Right,3980108537,347,,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786039,17,1,1,0,36,20vymiy7bo8wkyxai3ew494fz,1,74.3,0,2023-01-15T15:47:18.614Z,2023-01-17T12:08:53Z,3980108589,212,7.3,3980108585,140,69.0,3980108581,107,,3980108583,56,Right,3980108587,141,5.6,3980108591,213,2.4,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786053,18,1,1,0,37,20vymiy7bo8wkyxai3ew494fz,1,69,5.6,2023-01-15T15:47:20.203Z,2023-01-17T12:08:57Z,3982154111,178,,3980108629,56,Right,3980108637,213,5.4,3980108633,141,1.6,3980108635,212,3.4,3980108631,140,71.0,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786089,19,1,1,0,38,20vymiy7bo8wkyxai3ew494fz,1,71,1.6,2023-01-15T15:47:21.221Z,2023-01-17T12:09:07Z,3980108857,212,28.1,3980108859,213,3.1,3982154311,178,,3980108851,56,Back,3980108855,141,4.7,3980108853,140,44.3,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786167,20,1,1,0,41,20vymiy7bo8wkyxai3ew494fz,1,40.7,4,2023-01-15T15:47:23.614Z,2023-01-17T12:09:12Z,3980109303,140,33.8,3980109301,56,Back,3980109305,141,48.9,3980109309,213,1.8,3982154417,178,,3980109307,212,31.4,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786211,21,1,1,0,45,20vymiy7bo8wkyxai3ew494fz,1,35.1,55.1,2023-01-15T15:47:27.614Z,2023-01-17T12:09:17Z,3980109521,56,Back,3980109525,141,69.3,3980109529,213,1.5,3980109523,140,35.3,3980109527,212,9.7,3982154503,178,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786295,22,1,1,0,47,20vymiy7bo8wkyxai3ew494fz,1,34.9,68.7,2023-01-15T15:47:29.864Z,2023-01-17T12:09:20Z,3980109925,56,Back,3980109929,141,35.3,3980109931,212,22.9,3982154543,178,,3980109933,213,4.6,3980109927,140,32.5,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786371,23,1,1,0,52,20vymiy7bo8wkyxai3ew494fz,1,34.5,35.6,2023-01-15T15:47:34.828Z,2023-01-17T12:09:29Z,3980110397,56,Back,3982154767,178,,3980110399,140,32.1,3980110403,212,14.1,3980110405,213,1.8,3980110401,141,56.0,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786399,24,1,1,0,56,20vymiy7bo8wkyxai3ew494fz,1,33.7,59.1,2023-01-15T15:47:39.157Z,2023-01-17T12:09:33Z,3982154863,178,,3980110553,56,Back,3980110555,140,35.0,3980110559,212,12.5,3980110561,213,4.8,3980110557,141,40.9,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786421,25,1,1,0,58,20vymiy7bo8wkyxai3ew494fz,1,35,40.9,2023-01-15T15:47:40.990Z,2023-01-17T12:09:36Z,3980110663,213,5.9,3982154915,178,,3980110657,140,43.2,3980110661,212,9.2,3980110659,141,36.2,3980110655,56,Back,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786473,26,1,1,1,0,20vymiy7bo8wkyxai3ew494fz,1,43.3,33.1,2023-01-15T15:47:43.202Z,2023-01-17T12:09:39Z,3982154981,178,,3980110987,212,23.1,3980110983,140,55.0,3980110989,213,5.3,3980110981,56,Right,3980110985,141,4.4,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786505,27,1,1,1,3,20vymiy7bo8wkyxai3ew494fz,1,48,5.2,2023-01-15T15:47:45.946Z,2023-01-17T12:09:47Z,3980111179,141,19.9,3980111175,56,Back,3980111183,213,2.0,3980111177,140,43.4,3980111181,212,11.1,3982155129,178,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786521,28,1,1,1,5,20vymiy7bo8wkyxai3ew494fz,1,43.4,18.8,2023-01-15T15:47:48.190Z,2023-01-17T12:09:52Z,3982155269,178,,3980111257,213,4.7,3980111253,141,6.4,3980111251,140,43.4,3980111255,212,8.4,3980111249,56,Back,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786585,29,1,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,42.6,3.1,2023-01-15T15:47:48.905Z,2023-01-17T12:09:54Z,3980111591,212,9.8,3980111593,213,2.5,3980111587,141,11.4,3980111577,56,Back,3982155349,178,,3980111581,140,35.0,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786645,30,1,1,1,10,20vymiy7bo8wkyxai3ew494fz,1,43.5,29.2,2023-01-15T15:47:52.870Z,2023-01-17T12:10:00Z,3980111923,212,22.3,3980111917,56,Back,3982155411,178,,3980111921,141,60.8,3980111925,213,1.8,3980111919,140,37.9,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786707,31,1,1,1,13,20vymiy7bo8wkyxai3ew494fz,1,40.5,66.9,2023-01-15T15:47:56.286Z,2023-01-17T12:10:03Z,3980112267,56,Left,3980112277,213,0.6,3982155457,178,,3980112273,141,96.3,3980112279,1,,3980112271,140,68.4,3980112275,212,35.5,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786725,32,1,1,1,17,20vymiy7bo8wkyxai3ew494fz,0,74.5,88.6,2023-01-15T15:47:59.885Z,2023-01-17T12:10:07Z,3980112371,2,,3981292851,224,,3980112375,56,Center,3980112391,213,5.2,3980112379,140,87.9,3981292853,72,,3980112373,155,,3980112387,212,28.4,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,3980112383,141,3982155547,178,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786797,13,12,1,1,18,cos9hxi16eitbcbthof7zrm4m,1,15.1,47,2023-01-15T15:48:01.203Z,2023-01-17T12:10:12Z,3982155617,388,,3980112755,141,54.5,3980112751,56,Back,3980112759,213,0.3,3980112753,140,30.0,3980112757,212,16.5,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786767,33,50,1,1,21,20vymiy7bo8wkyxai3ew494fz,1,72,42.8,2023-01-15T15:48:03.539Z,2023-01-17T12:10:18Z,3980112857,233,14,3980112599,286,,3980112597,56,Center,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786807,14,7,1,1,21,cos9hxi16eitbcbthof7zrm4m,0,28,57.2,2023-01-15T15:48:03.554Z,2023-01-17T12:10:20Z,3982155803,178,,3981293073,383,,3980112853,233,33,3980112823,56,Back,3980112827,285,,,,,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786811,34,61,1,1,21,20vymiy7bo8wkyxai3ew494fz,1,71.8,42.7,2023-01-15T15:48:03.986Z,2023-01-17T12:10:25Z,3982155877,178,,3980112851,56,Center,,,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786819,15,49,1,1,22,cos9hxi16eitbcbthof7zrm4m,1,25.9,59.6,2023-01-15T15:48:05.039Z,2023-01-17T12:10:37Z,,,,,,,,,,,,,,,,,,,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786837,16,1,1,1,22,cos9hxi16eitbcbthof7zrm4m,0,25.9,59.6,2023-01-15T15:48:05.063Z,2023-01-17T12:10:40Z,3980112977,213,1.5,3980112975,212,8.2,3980112971,140,26.3,3982156153,178,,3980112969,56,Back,3980112973,141,71.7,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786851,35,49,1,1,24,20vymiy7bo8wkyxai3ew494fz,1,69.5,29.6,2023-01-15T15:48:06.984Z,2023-01-17T12:11:03Z,,,,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786961,36,1,1,1,26,20vymiy7bo8wkyxai3ew494fz,0,76.8,22.1,2023-01-15T15:48:09.209Z,2023-01-17T12:11:08Z,3981293301,224,,3980113589,141,100.0,3980113579,155,,3980113593,212,56.5,3980113597,1,,3982156697,178,,3980113585,140,91.9,3980113581,56,Left,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,3981293303,20,3980113595,213,3980113575,2,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
