id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/15/value
2482570259,4,45,1,0,10,d0zdg647gvgc95xdtk1vpbkys,0,35,28.2,2022-11-06T15:46:39.886Z,2022-11-08T04:28:42Z,3899892119,285,,3899894357,233,8,3899892117,56,Back,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570251,8,3,1,0,10,24fvcruwqrqvqa3aonf8c3zuy,1,65,71.8,2022-11-06T15:46:39.886Z,2022-11-08T04:28:42Z,3899892103,286,,3903028263,178,,3902500977,464,,3899892101,56,Center,3899893329,233,4,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570321,9,1,1,0,11,24fvcruwqrqvqa3aonf8c3zuy,1,64.3,75.7,2022-11-06T15:46:41.015Z,2022-11-08T04:28:45Z,3899892513,141,89.7,3899892511,140,85.0,3903028273,178,,3899892515,212,23.7,3899892517,213,0.4,3899892509,56,Left,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570333,10,1,1,0,14,24fvcruwqrqvqa3aonf8c3zuy,0,88.3,85.7,2022-11-06T15:46:43.775Z,2022-11-08T04:28:52Z,3899892585,212,24.8,3899892577,140,97.7,3899892581,141,52.2,3903028281,178,,3899892909,233,5,3902501279,72,,3899892587,213,5.1,3899892575,56,Center,5mbkc1nqmirbtfml9aklqr5xx,P. Max,3902501277,224,3899892573,155,3899892571,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570377,5,11,1,0,16,d0zdg647gvgc95xdtk1vpbkys,1,2.2,50.1,2022-11-06T15:46:45.460Z,2022-11-08T04:29:02Z,3899892817,56,Back,3902501417,378,,3899892819,88,,3899892951,233,10,3903028297,388,,,,,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570675,6,80,1,0,30,d0zdg647gvgc95xdtk1vpbkys,0,8.9,48.7,2022-11-06T15:46:59.317Z,2022-11-08T04:29:06Z,3903028317,178,,,,,,,,,,,,,,,,,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570793,7,1,1,0,31,d0zdg647gvgc95xdtk1vpbkys,1,7.2,49.1,2022-11-06T15:47:00.850Z,2022-11-08T04:29:20Z,3899895173,213,5.1,3899895171,212,15.2,3903028345,178,,3899895165,56,Back,3899895169,141,28.3,3899895167,140,12.4,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570841,8,1,1,0,34,d0zdg647gvgc95xdtk1vpbkys,1,12.4,28.3,2022-11-06T15:47:03.779Z,2022-11-08T04:29:24Z,3899895417,56,Back,3903028365,178,,3899895419,140,4.1,3899895427,213,2.2,3899895421,141,44.9,3899895423,212,14.3,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570939,9,1,1,0,37,d0zdg647gvgc95xdtk1vpbkys,1,4.1,44.9,2022-11-06T15:47:06.246Z,2022-11-08T04:29:30Z,3899895923,213,5.2,3899895921,212,24.3,3903028379,178,,3899895919,141,13.1,3899895915,56,Back,3899895917,140,14.7,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570947,10,1,1,0,40,d0zdg647gvgc95xdtk1vpbkys,0,15.1,12.4,2022-11-06T15:47:09.297Z,2022-11-08T04:30:49Z,3899895999,155,,3899896007,212,3.3,3899896563,236,,3899896005,141,14.0,3899896009,213,0.3,3899896567,233,11,3899896575,286,,3899896003,140,18.1,aqlakf0mo95rlktf6xdbaegh5,J. Timber,3899896001,56,3903028489,178,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571041,11,74,1,0,40,24fvcruwqrqvqa3aonf8c3zuy,1,81.6,87,2022-11-06T15:47:09.422Z,2022-11-08T04:30:52Z,3899896475,56,Left,3899896479,285,,3903028499,178,,3899896617,233,10,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571465,11,5,1,0,44,d0zdg647gvgc95xdtk1vpbkys,1,10.8,-1.5,2022-11-06T15:47:13.242Z,2022-11-08T04:30:54Z,3899898663,347,,3899898659,56,Back,3899898687,233,12,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571055,12,5,1,0,44,24fvcruwqrqvqa3aonf8c3zuy,0,89.2,101.5,2022-11-06T15:47:13.242Z,2022-11-08T04:30:54Z,3899898705,233,11,3899896595,56,Left,3899896597,347,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571525,12,1,1,0,58,d0zdg647gvgc95xdtk1vpbkys,0,8.5,0,2022-11-06T15:47:27.973Z,2022-11-08T04:30:57Z,3899898969,141,6.1,3899898957,107,,3899898975,212,21.1,3899898979,213,0.2,3899898963,140,28.0,3899898961,56,Back,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571555,13,61,1,1,0,d0zdg647gvgc95xdtk1vpbkys,0,33.2,4,2022-11-06T15:47:30.035Z,2022-11-08T04:31:10Z,3899899121,56,Back,3903028539,178,,,,,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571573,13,61,1,1,1,24fvcruwqrqvqa3aonf8c3zuy,1,57.9,92,2022-11-06T15:47:30.516Z,2022-11-08T04:31:24Z,3899899215,56,Left,3903028577,178,,3903028575,21,,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571601,14,49,1,1,1,24fvcruwqrqvqa3aonf8c3zuy,1,60.5,83.5,2022-11-06T15:47:31.110Z,2022-11-08T04:32:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571675,15,1,1,1,2,24fvcruwqrqvqa3aonf8c3zuy,1,60.5,83.5,2022-11-06T15:47:31.647Z,2022-11-08T04:32:49Z,3899899737,141,75.9,3899899735,140,64.4,3899899739,212,6.6,3903028763,178,,3899899741,213,5.4,3899899733,56,Center,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482575973,40,1,1,1,3,24fvcruwqrqvqa3aonf8c3zuy,1,67.3,76.7,2022-11-06T15:47:32.840Z,2022-11-08T04:32:53Z,3899923159,213,4.6,3899923157,212,4.6,3903028775,178,,3899923153,141,70.0,3899923147,56,Center,3899923149,140,67.0,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571765,16,50,1,1,4,24fvcruwqrqvqa3aonf8c3zuy,1,68.9,74.2,2022-11-06T15:47:33.555Z,2022-11-08T04:32:58Z,3899909955,233,14,3899900259,56,Center,3899909833,286,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571661,14,7,1,1,4,d0zdg647gvgc95xdtk1vpbkys,0,31.1,25.8,2022-11-06T15:47:33.651Z,2022-11-08T04:33:01Z,3903028789,178,,3902502713,385,,3899899697,56,Back,3899899699,285,,3899909923,233,16,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571839,17,2,1,1,7,24fvcruwqrqvqa3aonf8c3zuy,1,64.5,77.5,2022-11-06T15:47:36.386Z,2022-11-08T04:33:06Z,3903028799,178,,3899900661,141,78.9,3899901831,7,9psfk94nduz6icnuwty5v9all,3899900659,140,81.6,3899900657,56,Left,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571953,15,55,1,1,7,d0zdg647gvgc95xdtk1vpbkys,1,20.9,35.7,2022-11-06T15:47:36.387Z,2022-11-08T04:33:06Z,,,,,,,,,,,,,,,,,,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571857,18,43,1,1,12,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-11-06T15:47:41.594Z,2022-11-06T15:47:55Z,3899900737,286,0,3899902473,144,3,3899900735,56,Left,,,,,,,,,,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572399,16,1,1,1,31,d0zdg647gvgc95xdtk1vpbkys,1,15.6,41.3,2022-11-06T15:48:00.384Z,2022-11-08T04:33:09Z,3899903783,5,,3899903795,213,2.9,3903028813,178,,3899903785,241,,3899903789,140,5.8,3899903791,141,44.8,3899903787,56,Back,3899903793,212,10.6,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572539,17,1,1,1,35,d0zdg647gvgc95xdtk1vpbkys,1,8,26.2,2022-11-06T15:48:04.435Z,2022-11-08T04:33:12Z,3899904461,56,Back,3899904467,212,24.1,3899904469,213,6.2,3899904463,140,30.9,3899904465,141,23.1,3903028823,178,,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572559,18,1,1,1,38,d0zdg647gvgc95xdtk1vpbkys,0,32.3,23.5,2022-11-06T15:48:07.302Z,2022-11-08T04:33:19Z,3899904643,233,19,3899904595,140,34.9,3899904599,141,23.5,3903028839,178,,3899904641,236,,3899904601,212,2.7,3899904651,286,,3899904591,56,Back,29m8py8czo6w0zf2arwolirjd,J. Sánchez,3899904603,213,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572535,19,74,1,1,38,24fvcruwqrqvqa3aonf8c3zuy,1,63.4,74.4,2022-11-06T15:48:07.370Z,2022-11-08T04:33:21Z,3899904667,233,18,3903028843,178,,3899904457,56,Center,3899904459,285,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572603,19,1,1,1,39,d0zdg647gvgc95xdtk1vpbkys,0,25.4,27.4,2022-11-06T15:48:09.137Z,2022-11-08T04:33:27Z,3899904893,212,11.8,3899904887,56,Back,3899904891,141,30.3,3899904889,140,36.5,3899904885,3,,3903028855,178,,3899904895,213,0.2,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572647,20,1,1,1,41,24fvcruwqrqvqa3aonf8c3zuy,1,61.7,66.2,2022-11-06T15:48:10.923Z,2022-11-08T04:33:35Z,3899905081,56,Center,3903028869,178,,3899905083,140,68.9,3899905087,212,7.6,3899905089,213,0.1,3899905085,141,67.2,3899905079,3,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572651,21,49,1,1,42,24fvcruwqrqvqa3aonf8c3zuy,1,72.9,60.9,2022-11-06T15:48:11.767Z,2022-11-08T04:36:32Z,,,,,,,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572683,22,1,1,1,42,24fvcruwqrqvqa3aonf8c3zuy,1,70.9,67.8,2022-11-06T15:48:11.779Z,2022-11-08T04:44:15Z,3903029309,178,,3899905339,213,2.7,3899905335,212,14.2,3899905333,141,75.8,3899905331,140,58.4,3899905329,56,Center,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572705,23,1,1,1,43,24fvcruwqrqvqa3aonf8c3zuy,1,56.2,70.6,2022-11-06T15:48:12.953Z,2022-11-08T04:37:01Z,3899905435,140,59.4,3899905439,212,7.4,3899905437,141,60.9,3903029321,178,,3899905433,56,Center,3899905441,213,5.2,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572721,24,1,1,1,44,24fvcruwqrqvqa3aonf8c3zuy,1,59.1,70.3,2022-11-06T15:48:13.330Z,2022-11-08T04:37:10Z,3899905549,212,8.7,3899905545,140,51.1,3900159709,156,,3899905551,213,2.9,3899905547,141,73.8,3903029341,178,,3899905543,56,Center,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572815,25,1,1,1,46,24fvcruwqrqvqa3aonf8c3zuy,1,52.7,71.8,2022-11-06T15:48:15.389Z,2022-11-08T04:37:13Z,3899906045,56,Left,3899906049,141,90.9,3899906051,212,14.3,3903029345,178,,3899906047,140,58.5,3899906053,213,1.1,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572873,26,1,1,1,48,24fvcruwqrqvqa3aonf8c3zuy,1,57.8,90.9,2022-11-06T15:48:17.585Z,2022-11-08T04:38:14Z,3903029437,178,,3899906395,213,3.5,3899906385,56,Back,3899906389,141,84.2,3899906387,140,45.9,3899906393,212,13.3,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572939,27,1,1,1,54,24fvcruwqrqvqa3aonf8c3zuy,1,47.2,83.6,2022-11-06T15:48:23.825Z,2022-11-08T04:38:19Z,3903029445,178,,3899906731,212,6.8,3899906725,56,Back,3899906729,141,93.5,3899906733,213,1.6,3899906727,140,46.7,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573119,28,1,1,1,56,24fvcruwqrqvqa3aonf8c3zuy,1,39.3,93.3,2022-11-06T15:48:25.913Z,2022-11-08T04:38:22Z,3899907601,212,18.3,3899907591,56,Back,3899907603,213,4.1,3899907599,141,71.4,3903029451,178,,3899907597,140,29.1,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573203,29,1,1,2,1,24fvcruwqrqvqa3aonf8c3zuy,1,27.8,66.6,2022-11-06T15:48:31.080Z,2022-11-08T04:38:26Z,3899908051,56,Back,3899908053,140,31.9,3899908057,212,9.6,3899908059,213,1.1,3899908055,141,79.3,3903029459,178,,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573295,30,1,1,2,5,24fvcruwqrqvqa3aonf8c3zuy,1,37,86,2022-11-06T15:48:34.881Z,2022-11-08T04:38:29Z,3899908603,155,,3899908613,213,5.7,3899908611,212,51.2,3899908605,56,Center,3899908609,141,44.2,3903029463,178,,3899908607,140,77.6,3899908615,1,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483175563,1159,67,1,2,9,24fvcruwqrqvqa3aonf8c3zuy,1,81,39.8,2022-11-06T15:48:38.399Z,2022-11-08T09:32:54Z,3903139805,233,1893,,,,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483175561,1893,67,1,2,9,d0zdg647gvgc95xdtk1vpbkys,0,19,60.2,2022-11-06T15:48:38.400Z,2022-11-08T07:25:51Z,3903139821,233,1159,,,,,,,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573301,31,3,1,2,9,24fvcruwqrqvqa3aonf8c3zuy,0,82.1,39.8,2022-11-06T15:48:38.514Z,2022-11-08T04:38:34Z,3899908623,56,Center,3899908833,233,20,3902505219,464,,3903029473,178,,3899908625,286,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573313,20,7,1,2,9,d0zdg647gvgc95xdtk1vpbkys,0,17.9,60.2,2022-11-06T15:48:38.588Z,2022-11-08T04:38:38Z,3902505303,385,,3899908661,56,Back,3899908799,233,31,3899908663,285,,3903029479,178,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573361,32,15,1,2,11,24fvcruwqrqvqa3aonf8c3zuy,1,92.5,34.2,2022-11-06T15:48:40.709Z,2022-11-08T04:38:46Z,3899909481,20,,3899911371,146,93.6,3899911373,147,36.5,3899908915,22,,3903029493,178,,3899908923,63,,3899911367,215,,3899911375,230,98.1,exhxdmdq49xj4dnguq03qnlgq,X. Simons,3899909485,82,3899908927,56,3899911361,78,,Center,3899911363,102,50.1,3899909531,233,21,3899911377,231,44.8,3899911365,103,19,3899911369,458,,,,,,,,,,,,
