id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2505089289,907,67,1,0,12,dqk062lu0vm8epvytbm6r4mmf,1,30.5,66.9,2023-02-04T20:00:33.167Z,2023-02-07T12:24:51Z,4018375435,233,910,,,,,,,,,,,,,,,,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505089285,910,67,1,0,12,ed5nwjz5za3oyi20nxzgqivmx,0,69.5,33.1,2023-02-04T20:00:33.168Z,2023-02-07T06:33:17Z,4018375441,233,907,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090815,7,43,1,0,14,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-02-04T20:00:35.949Z,2023-02-04T20:57:33Z,4013162381,56,Center,4013349313,144,61,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090845,8,1,1,0,15,dqk062lu0vm8epvytbm6r4mmf,1,30.5,56.6,2023-02-04T20:00:36.575Z,2023-02-07T04:53:16Z,4013162539,141,22.1,4013162543,213,4.6,4013162537,140,28.0,4013162541,212,23.6,4018309071,178,,4013162535,56,Back,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090855,9,1,1,0,19,dqk062lu0vm8epvytbm6r4mmf,1,24.8,23,2023-02-04T20:00:40.204Z,2023-02-07T04:53:21Z,4013162595,212,11.4,4018309107,178,,4013162589,56,Back,4013162597,213,6.0,4013162591,140,35.3,4013162593,141,18.9,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090865,10,1,1,0,21,dqk062lu0vm8epvytbm6r4mmf,0,33.7,18,2023-02-04T20:00:42.292Z,2023-02-07T04:53:27Z,4013162633,56,Back,4013162639,212,15.1,4013162641,213,5.2,4013162637,141,0.0,4018309161,178,,4013162635,140,40.4,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090929,8,5,1,0,22,ed5nwjz5za3oyi20nxzgqivmx,1,57.2,101.8,2023-02-04T20:00:43.911Z,2023-02-07T04:53:29Z,4013162911,56,Left,4013162923,233,11,4013162913,347,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090869,11,5,1,0,22,dqk062lu0vm8epvytbm6r4mmf,0,42.8,-1.8,2023-02-04T20:00:43.911Z,2023-02-07T04:53:30Z,4013162947,233,8,4013162655,56,Back,4013162657,347,,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090959,9,1,1,0,29,ed5nwjz5za3oyi20nxzgqivmx,1,54,100,2023-02-04T20:00:50.737Z,2023-02-07T04:53:32Z,4013163095,141,96.6,4013163089,107,,4013163097,212,13.5,4013163091,56,Back,4013163099,213,3.4,4013163093,140,41.5,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504090997,10,1,1,0,34,ed5nwjz5za3oyi20nxzgqivmx,1,40.7,88.3,2023-02-04T20:00:55.111Z,2023-02-07T04:53:36Z,4013163295,141,39.4,4018309259,178,,4013163297,212,34.5,4013163301,1,,4013163291,56,Back,4013163299,213,4.4,4013163293,140,32.1,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091023,11,1,1,0,37,ed5nwjz5za3oyi20nxzgqivmx,1,36.3,31.5,2023-02-04T20:00:59.064Z,2023-02-07T04:53:39Z,4018309291,178,,4013163425,141,5.5,4013163421,56,Right,4013163427,212,24.6,4013163423,140,52.6,4013163429,213,5.5,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091051,12,1,1,0,40,ed5nwjz5za3oyi20nxzgqivmx,1,52.7,5.5,2023-02-04T20:01:01.620Z,2023-02-07T04:53:43Z,4013163573,212,20.5,4018309347,178,,4013163571,141,16.2,4013163577,213,2.8,4013163565,56,Back,4013163567,140,34.4,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091067,13,1,1,0,43,ed5nwjz5za3oyi20nxzgqivmx,1,36,19.2,2023-02-04T20:01:04.537Z,2023-02-07T04:53:49Z,4018309467,178,,4013163655,141,59.4,4013163651,56,Back,4013163657,212,27.3,4013163659,213,1.6,4013163653,140,35.3,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091081,14,1,1,0,46,ed5nwjz5za3oyi20nxzgqivmx,1,35.3,59.6,2023-02-04T20:01:07.263Z,2023-02-07T04:53:52Z,4013163727,212,17.7,4013163721,56,Back,4013163729,213,1.2,4013163723,140,41.4,4013163725,141,83.9,4018309497,178,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091091,15,1,1,0,48,ed5nwjz5za3oyi20nxzgqivmx,1,41.4,83.9,2023-02-04T20:01:09.328Z,2023-02-07T04:53:55Z,4013163783,56,Back,4013163789,212,10.6,4013163793,213,0.7,4013163787,141,93.5,4018309545,178,,4013163785,140,49.4,,,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091119,16,1,1,0,49,ed5nwjz5za3oyi20nxzgqivmx,1,49.4,93.5,2023-02-04T20:01:10.297Z,2023-02-07T04:54:00Z,4013163949,56,Back,4013163955,212,9.8,4013163953,141,84.4,4013163957,213,3.8,4013163951,140,42.2,4018309601,178,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091171,17,1,1,0,51,ed5nwjz5za3oyi20nxzgqivmx,1,42.2,84.4,2023-02-04T20:01:12.968Z,2023-02-07T04:54:02Z,4018309639,178,,4013164201,56,Back,4013164207,212,19.9,4013164203,140,36.2,4013164209,213,4.4,4013164205,141,56.7,,,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091187,18,1,1,0,57,ed5nwjz5za3oyi20nxzgqivmx,1,44.6,51.8,2023-02-04T20:01:18.558Z,2023-02-07T04:54:05Z,4013164317,140,44.8,4013164321,212,13.1,4018309659,178,,4013164323,213,1.6,4013164319,141,71.1,4013164315,56,Back,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091213,19,1,1,0,59,ed5nwjz5za3oyi20nxzgqivmx,1,44.8,71.1,2023-02-04T20:01:20.828Z,2023-02-07T04:54:10Z,4013164473,213,4.8,4018309689,178,,4013164471,212,33.9,4013164465,56,Back,4013164469,141,21.5,4013164467,140,47.7,4013164475,1,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091227,20,1,1,1,3,ed5nwjz5za3oyi20nxzgqivmx,0,47.9,15,2023-02-04T20:01:24.127Z,2023-02-07T04:54:13Z,4013164527,212,18.8,4013164521,56,Right,4013164529,213,5.9,4013164523,140,64.4,4013164525,141,4.1,4018309723,178,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091253,12,8,1,1,3,dqk062lu0vm8epvytbm6r4mmf,1,37.6,96.5,2023-02-04T20:01:24.846Z,2023-02-07T04:54:17Z,4013164655,56,Back,4018309767,178,,4017772395,385,,,,,,,,,,,,,,,,,51tih9z7sxlb4vj3j7tm1ewgl,L. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091257,13,5,1,1,4,dqk062lu0vm8epvytbm6r4mmf,0,36.4,101.7,2023-02-04T20:01:25.397Z,2023-02-07T04:54:20Z,4013164989,233,21,4013164687,347,,4013164685,56,Back,,,,,,,,,,,,,,,,51tih9z7sxlb4vj3j7tm1ewgl,L. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091313,21,5,1,1,4,ed5nwjz5za3oyi20nxzgqivmx,1,63.6,-1.7,2023-02-04T20:01:25.397Z,2023-02-07T04:54:20Z,4013164967,347,,4013164965,56,Right,4013164969,233,13,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091337,22,1,1,1,15,ed5nwjz5za3oyi20nxzgqivmx,1,66.1,0,2023-02-04T20:01:36.621Z,2023-02-07T04:54:24Z,4013165107,1,,4013165097,56,Back,4013165101,141,5.8,4013165103,212,23.4,4013165099,140,44.3,4013165105,213,2.9,4013165095,107,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091405,23,1,1,1,18,ed5nwjz5za3oyi20nxzgqivmx,1,44,12.5,2023-02-04T20:01:39.981Z,2023-02-07T04:54:30Z,4013165519,212,25.3,4013165513,56,Back,4013165517,141,49.3,4013165521,213,1.7,4013165515,140,40.7,4018309903,178,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091479,24,1,1,1,26,ed5nwjz5za3oyi20nxzgqivmx,1,37.3,55.1,2023-02-04T20:01:47.176Z,2023-02-07T04:54:33Z,4013165899,56,Back,4013165903,140,46.3,4013165907,141,25.3,4013165915,213,5.1,4018309917,178,,4013165911,212,22.4,,,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091519,25,1,1,1,33,ed5nwjz5za3oyi20nxzgqivmx,1,45.9,14.3,2023-02-04T20:01:54.374Z,2023-02-07T04:54:36Z,4013166093,56,Back,4013166099,212,25.6,4013166101,213,1.7,4013166097,141,51.5,4018309957,178,,4013166095,140,41.9,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091557,26,1,1,1,36,ed5nwjz5za3oyi20nxzgqivmx,1,42.4,51.9,2023-02-04T20:01:57.335Z,2023-02-07T04:54:40Z,4018309989,178,,4013166323,56,Left,4013166329,212,33.8,4013166327,141,94.5,4013166337,1,,4013166333,213,1.0,4013166325,140,59.0,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091587,27,1,1,1,40,ed5nwjz5za3oyi20nxzgqivmx,1,56.4,88.9,2023-02-04T20:02:01.765Z,2023-02-07T04:54:44Z,4013166527,140,39.7,4018310037,178,,4013166529,141,66.6,4013166533,213,3.9,4013166525,56,Back,4013166531,212,23.2,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091619,28,1,1,1,45,ed5nwjz5za3oyi20nxzgqivmx,1,41.6,62.1,2023-02-04T20:02:07.009Z,2023-02-07T04:54:48Z,4018310075,178,,4013166695,141,29.8,4013166693,140,44.1,4013166699,213,4.8,4013166697,212,22.1,4013166691,56,Back,,,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091635,29,1,1,1,51,ed5nwjz5za3oyi20nxzgqivmx,0,40,30.3,2023-02-04T20:02:12.511Z,2023-02-07T04:54:50Z,4013166797,213,0.8,4013166791,140,44.9,4013166789,56,Back,4013166793,141,38.2,4013166795,212,7.4,4018310097,178,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505089859,921,67,1,1,52,dqk062lu0vm8epvytbm6r4mmf,1,55.8,61.7,2023-02-04T20:02:13.446Z,2023-02-07T12:24:52Z,4018377877,233,943,,,,,,,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505089857,943,67,1,1,52,ed5nwjz5za3oyi20nxzgqivmx,0,44.2,38.3,2023-02-04T20:02:13.447Z,2023-02-07T06:36:44Z,4018377891,233,921,,,,,,,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091649,14,8,1,1,52,dqk062lu0vm8epvytbm6r4mmf,1,58.9,64.5,2023-02-04T20:02:13.475Z,2023-02-07T12:24:52Z,4013166847,56,Center,4018310175,178,,4017773757,385,,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091675,30,1,1,1,54,ed5nwjz5za3oyi20nxzgqivmx,0,42.6,27,2023-02-04T20:02:15.439Z,2023-02-07T04:55:01Z,4013166995,140,65.6,4013166993,56,Right,4013166999,212,26.2,4013167001,213,5.9,4013166997,141,12.2,4013166991,155,,4018310209,178,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091697,15,1,1,1,55,dqk062lu0vm8epvytbm6r4mmf,0,36.8,91.5,2023-02-04T20:02:16.821Z,2023-02-07T04:55:06Z,4013167115,56,Back,4018310265,388,,4013167119,141,100.0,4013167123,213,0.5,4013167113,3,,4013167121,212,13.9,4013167117,140,48.2,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091701,16,5,1,1,57,dqk062lu0vm8epvytbm6r4mmf,0,49.8,102,2023-02-04T20:02:18.669Z,2023-02-07T04:55:11Z,4013167131,347,,4013167465,233,31,4013167129,56,Back,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091765,31,5,1,1,57,ed5nwjz5za3oyi20nxzgqivmx,1,50.2,-2,2023-02-04T20:02:18.669Z,2023-02-07T04:55:11Z,4013167449,56,Right,4013167457,233,16,4013167451,347,,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091781,32,1,1,2,3,ed5nwjz5za3oyi20nxzgqivmx,1,48.5,0,2023-02-04T20:02:24.556Z,2023-02-07T04:55:19Z,4013167585,107,,4017774357,189,,4013167595,213,2.8,4013167587,56,Back,4013167593,212,20.2,4013167591,141,7.6,4013167589,140,30.3,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091797,33,1,1,2,7,ed5nwjz5za3oyi20nxzgqivmx,1,32.9,12.8,2023-02-04T20:02:28.781Z,2023-02-07T04:55:23Z,4013167669,141,66.0,4018310453,178,,4013167675,1,,4013167667,140,40.2,4013167673,213,1.4,4013167665,56,Back,4013167671,212,37.0,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091819,34,1,1,2,11,ed5nwjz5za3oyi20nxzgqivmx,1,40.5,66.7,2023-02-04T20:02:32.173Z,2023-02-07T04:55:29Z,4013167783,141,96.2,4018310525,178,,4013167785,212,23.5,4013167779,56,Left,4013167787,213,1.0,4013167781,140,52.1,,,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091887,35,1,1,2,13,ed5nwjz5za3oyi20nxzgqivmx,1,47.8,93.9,2023-02-04T20:02:34.704Z,2023-02-07T04:55:32Z,4013168145,212,24.9,4013168143,141,60.2,4013168139,56,Back,4013168141,140,38.5,4018310545,178,,4013168147,213,4.3,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091921,36,1,1,2,19,ed5nwjz5za3oyi20nxzgqivmx,1,45,44,2023-02-04T20:02:41.039Z,2023-02-07T04:55:34Z,4013168293,1,,4018310577,178,,4013168287,141,5.6,4013168289,212,36.4,4013168283,56,Right,4013168291,213,5.5,4013168285,140,69.2,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504091949,37,1,1,2,23,ed5nwjz5za3oyi20nxzgqivmx,1,69.7,5.6,2023-02-04T20:02:44.346Z,2023-02-07T04:55:40Z,4013168457,141,12.2,4013168461,213,1.7,4013168459,212,4.5,4013168453,56,Right,4013168455,140,69.1,4018310651,178,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
