id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/10/value,qualifier/16/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2509763389,7,44,1,0,8,ears40cp6opsgvhsy0dgyszpd,0,76.8,55.2,2023-02-19T11:16:17.124Z,2023-02-21T12:26:56Z,4043045483,56,Center,4043045523,233,4,4043045485,286,,,,,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763409,5,1,1,0,8,4vd2t5schmvvufrfib7f2vjdf,1,23.1,45.8,2023-02-19T11:16:17.218Z,2023-02-21T14:07:18Z,4043045591,56,Back,4043045597,212,20.5,4043045599,213,4.9,4043045589,3,,4043045595,141,16.1,4043045593,140,26.4,4047515337,388,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763415,6,49,1,0,11,4vd2t5schmvvufrfib7f2vjdf,1,26.4,16.1,2023-02-19T11:16:20.215Z,2023-02-21T12:27:14Z,,,,,,,,,,,,,,,,,,,,,,,,,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510623019,849,67,1,0,11,4vd2t5schmvvufrfib7f2vjdf,1,25.3,12.3,2023-02-19T11:16:20.230Z,2023-02-21T14:07:19Z,4047562015,233,920,,,,,,,,,,,,,,,,,,,,,,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510623013,920,67,1,0,11,ears40cp6opsgvhsy0dgyszpd,0,74.7,87.7,2023-02-19T11:16:20.231Z,2023-02-21T13:19:19Z,4047562037,233,849,,,,,,,,,,,,,,,,,,,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763419,7,1,1,0,12,4vd2t5schmvvufrfib7f2vjdf,0,26.7,8.5,2023-02-19T11:16:21.610Z,2023-02-21T12:27:23Z,4043045631,141,8.5,4043045635,213,0,4043045627,56,Back,4043045679,236,,4043045685,286,,4047515683,178,,4043045633,212,1.1,4043045629,140,27.7,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,4043045681,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763431,8,74,1,0,12,ears40cp6opsgvhsy0dgyszpd,1,72.2,92.4,2023-02-19T11:16:21.668Z,2023-02-21T12:27:30Z,4047515753,178,,4043045665,285,,4043045695,233,7,4043045663,56,Left,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763537,8,5,1,0,14,4vd2t5schmvvufrfib7f2vjdf,1,23.7,-1.2,2023-02-19T11:16:23.087Z,2023-02-21T12:27:32Z,4043046167,347,,4043046211,233,9,4043046165,56,Back,,,,,,,,,,,,,,,,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763439,9,5,1,0,14,ears40cp6opsgvhsy0dgyszpd,0,76.3,101.2,2023-02-19T11:16:23.087Z,2023-02-21T12:27:33Z,4043045701,56,Left,4043046215,233,8,4043045703,347,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763547,9,1,1,0,26,4vd2t5schmvvufrfib7f2vjdf,0,20.5,0,2023-02-19T11:16:35.802Z,2023-02-21T12:27:36Z,4043046225,107,,4043046231,141,4.1,4043046227,56,Back,4043046229,140,28.0,4043046233,212,8.6,4043046235,213,0.4,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763559,10,49,1,0,29,ears40cp6opsgvhsy0dgyszpd,1,72.1,95,2023-02-19T11:16:38.310Z,2023-02-21T12:27:40Z,,,,,,,,,,,,,,,,,,,,,,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763561,11,61,1,0,30,ears40cp6opsgvhsy0dgyszpd,0,72.2,95,2023-02-19T11:16:39.099Z,2023-02-21T12:27:47Z,4043046283,56,Left,4047515927,178,,,,,,,,,,,,,,,,,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763573,10,49,1,0,31,4vd2t5schmvvufrfib7f2vjdf,1,21.2,3.7,2023-02-19T11:16:40.863Z,2023-02-21T12:27:55Z,,,,,,,,,,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763583,11,1,1,0,31,4vd2t5schmvvufrfib7f2vjdf,0,21.1,3.4,2023-02-19T11:16:40.913Z,2023-02-21T12:28:00Z,4043046373,212,1.3,4047516101,178,,4043046393,233,12,4043046369,140,22.3,4043046375,213,6.0,4043046397,286,,4043046391,236,,4043046367,56,Back,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,4043046371,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763577,12,74,1,0,31,ears40cp6opsgvhsy0dgyszpd,1,77.5,96.9,2023-02-19T11:16:40.984Z,2023-02-21T12:28:03Z,4047516141,178,,4043046335,285,,4043046403,233,11,4043046333,56,Left,,,,,,,,,,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763597,12,5,1,0,32,4vd2t5schmvvufrfib7f2vjdf,1,21.3,-1.5,2023-02-19T11:16:41.402Z,2023-02-21T12:28:06Z,4043046455,56,Back,4043046457,347,,4043046475,233,13,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763585,13,5,1,0,32,ears40cp6opsgvhsy0dgyszpd,0,78.7,101.5,2023-02-19T11:16:41.402Z,2023-02-21T12:28:07Z,4043046381,347,,4043046497,233,12,4043046379,56,Left,,,,,,,,,,,,,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763641,13,1,1,0,42,4vd2t5schmvvufrfib7f2vjdf,0,21.7,0,2023-02-19T11:16:51.301Z,2023-02-21T12:28:11Z,4043046703,107,,4043046709,141,7.1,4043046711,212,18.2,4043046707,140,38.1,4043046705,56,Back,4043046713,213,0.3,4043492255,189,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763653,14,1,1,0,45,ears40cp6opsgvhsy0dgyszpd,0,56,89.2,2023-02-19T11:16:54.357Z,2023-02-21T12:28:22Z,4043046761,141,69.7,4043046755,3,,4043046765,213,5.2,4047516377,388,,4043046763,212,15.3,4043046757,56,Center,4043046759,140,63.2,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763679,14,1,1,0,46,4vd2t5schmvvufrfib7f2vjdf,1,36.6,30.7,2023-02-19T11:16:55.421Z,2023-02-21T12:28:41Z,4043046881,141,62.7,4047516713,178,,4043046875,3,,4043046885,213,1.6,4043046883,212,21.8,4043046879,140,35.2,4043046877,56,Back,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510624103,867,67,1,0,49,4vd2t5schmvvufrfib7f2vjdf,1,34.3,64.3,2023-02-19T11:16:58.649Z,2023-02-21T14:07:19Z,4047567753,233,931,,,,,,,,,,,,,,,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510624099,931,67,1,0,49,ears40cp6opsgvhsy0dgyszpd,0,65.7,35.7,2023-02-19T11:16:58.650Z,2023-02-21T13:22:34Z,4047567769,233,867,,,,,,,,,,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763685,15,1,1,0,49,4vd2t5schmvvufrfib7f2vjdf,0,34.3,63.7,2023-02-19T11:16:58.652Z,2023-02-21T14:07:20Z,4043046905,141,63.5,4043046929,286,,4043046907,212,1.8,4043046901,56,Back,4047516815,178,,4043046923,236,,4043046903,140,36.0,4043046909,213,6.2,8wb6zb0imo0295asm428cur55,M. Köhlert,4043046925,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763689,15,74,1,0,49,ears40cp6opsgvhsy0dgyszpd,1,66.4,29.5,2023-02-19T11:16:58.769Z,2023-02-21T12:28:53Z,4043046947,233,15,4047516853,178,,4043046917,285,,4043046915,56,Center,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763701,16,49,1,0,50,ears40cp6opsgvhsy0dgyszpd,1,67.8,12.6,2023-02-19T11:16:59.521Z,2023-02-21T12:29:05Z,,,,,,,,,,,,,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763735,17,1,1,0,55,ears40cp6opsgvhsy0dgyszpd,1,77.6,4.8,2023-02-19T11:17:04.945Z,2023-02-21T12:29:40Z,4043047959,210,16,4043047963,22,,4043047157,140,88.5,4043047151,2,,4043047161,212,29.9,4043496597,224,,4043047155,56,Center,4043047163,213,1.2,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,4043047159,141,45.4,1,4043496601,20,4047517165,178,4043047153,155,4043047961,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763739,18,16,1,0,58,ears40cp6opsgvhsy0dgyszpd,1,88.3,46.6,2023-02-19T11:17:07.309Z,2023-02-21T12:29:41Z,4043047175,22,,4043498731,396,49.8,4043047981,102,53.4,4043047987,328,,4043047969,120,,4043047177,17,,4043047985,108,,4043047991,231,48.2,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,4043047989,230,98.9,,4043498729,395,4043047797,20,4043047983,103,4043047179,56,1.2,22.8,Center,4043047801,374,2023-02-19 11:17:06.355,4043047973,29,4043047805,375,00:57.321,4047517395,178,4043047975,154,4043047971,77,4043047977,55,17,,,,,,,,,,
2509764125,16,1,1,1,55,4vd2t5schmvvufrfib7f2vjdf,1,49.8,50,2023-02-19T11:18:04.527Z,2023-02-21T12:29:51Z,4043049027,56,Back,4043049029,140,37.4,4047517513,178,,4043049033,212,15.1,4043049035,213,2.6,4043049419,189,,4043049037,279,G,4043049031,141,61.2,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764137,17,1,1,1,58,4vd2t5schmvvufrfib7f2vjdf,1,37.5,61.7,2023-02-19T11:18:07.726Z,2023-02-21T12:29:55Z,4043049085,213,2.2,4047517557,178,,4043049083,212,13.9,4043049079,140,30.1,4043049077,56,Back,4043049081,141,78.7,4043050947,189,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509857533,840,1,1,2,0,4vd2t5schmvvufrfib7f2vjdf,1,27.7,80.4,2023-02-19T11:18:09.958Z,2023-02-21T12:30:09Z,4043509251,140,21.3,4043509259,213,3.4,4043509249,56,Back,4043520707,189,,4047517707,178,,4043509255,212,6.9,4043509253,141,78.1,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764133,19,43,1,2,1,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-02-19T11:18:10.822Z,2023-02-19T13:49:25Z,4043505813,144,49,4043049111,189,0,,,,,,,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764881,37,43,1,2,2,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-02-19T11:18:11.379Z,2023-02-19T13:49:31Z,4043052419,56,Right,4043052427,213,0.2,4043052421,140,75.7,4043052649,189,0,4043506367,144,1,4043052423,141,18.9,4043052425,212,5.5,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764163,19,1,1,2,3,4vd2t5schmvvufrfib7f2vjdf,1,20.1,74.8,2023-02-19T11:18:12.884Z,2023-02-21T12:30:16Z,4043049191,213,3.8,4043049187,141,53.8,4043049189,212,22.7,4047517799,178,,4043049185,140,3.3,4043049183,56,Back,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764145,18,43,1,2,5,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-19T11:18:14.063Z,2023-02-19T13:49:59Z,4043508395,144,49,,,,,,,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764191,20,1,1,2,6,4vd2t5schmvvufrfib7f2vjdf,0,6.3,53.4,2023-02-19T11:18:15.610Z,2023-02-21T12:30:18Z,4043049323,56,Center,4043049325,140,57.7,4043049331,213,0.3,4043049329,212,55.8,4043049327,141,74.1,4043049321,155,,4043049333,1,,4047517823,178,,bpvq84v7wwz759mgykvsy3pat,X. Mous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764213,20,49,1,2,11,ears40cp6opsgvhsy0dgyszpd,1,33.6,29.7,2023-02-19T11:18:20.625Z,2023-02-21T12:30:49Z,,,,,,,,,,,,,,,,,,,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764241,21,1,1,2,11,ears40cp6opsgvhsy0dgyszpd,1,35.6,31,2023-02-19T11:18:20.661Z,2023-02-21T12:30:52Z,4047518231,178,,4043049559,213,2.8,4043049557,212,30.8,4043049551,56,Back,4043049553,140,8.4,4043049555,141,47.8,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764277,22,1,1,2,17,ears40cp6opsgvhsy0dgyszpd,0,9.7,45.5,2023-02-19T11:18:26.209Z,2023-02-21T12:30:56Z,4043049683,56,Center,4043049685,140,69.1,4047518265,178,,4043049693,1,,4043049689,212,62.5,4043049687,141,51.5,4043049681,155,,4043049691,213,0.1,ail0unvzd0b9ur7j0l8hk0y51,R. Ruiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764275,21,49,1,2,21,4vd2t5schmvvufrfib7f2vjdf,1,30.3,49.6,2023-02-19T11:18:30.751Z,2023-02-21T12:31:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764299,22,1,1,2,21,4vd2t5schmvvufrfib7f2vjdf,1,29.4,49.6,2023-02-19T11:18:30.815Z,2023-02-21T12:31:14Z,4043049777,213,3.1,4043049771,140,7.9,4043049769,56,Back,4043049775,212,22.6,4043049773,141,50.4,4047518469,178,,,,,,,,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764313,23,1,1,2,23,4vd2t5schmvvufrfib7f2vjdf,1,8.1,49.6,2023-02-19T11:18:32.326Z,2023-02-21T12:31:17Z,4043049849,213,0.9,4043049847,212,24.7,4043049841,56,Back,4043049843,140,22.3,4047518515,178,,4043049845,141,78.5,,,,,,,bpvq84v7wwz759mgykvsy3pat,X. Mous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764341,24,1,1,2,25,4vd2t5schmvvufrfib7f2vjdf,1,23.9,77.9,2023-02-19T11:18:34.348Z,2023-02-21T12:31:27Z,4043049969,213,6.1,4043049971,1,,4043049961,56,Back,4043049967,212,24.9,4047518591,178,,4043049963,140,47.3,4043049965,141,71.7,4043049959,157,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764347,25,44,1,2,27,4vd2t5schmvvufrfib7f2vjdf,1,46.6,72.1,2023-02-19T11:18:36.835Z,2023-02-21T14:07:20Z,4043049993,285,,4043050035,233,23,4043049991,56,Back,,,,,,,,,,,,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
