id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2443277271,7,1,1,0,13,6hsriqr3ybvyg94w2k19oal50,0,32.5,92.3,2022-08-07T12:30:25.983Z,2022-08-10T04:48:13Z,3691234899,1,,3691234897,213,5.5,3691234889,56,Back,3691234887,157,,3691234895,212,18.5,3696554775,178,,3691234891,140,45.3,3691234893,141,73.7,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277287,5,1,1,0,15,20vymiy7bo8wkyxai3ew494fz,1,62.2,33.7,2022-08-07T12:30:28.128Z,2022-08-10T04:48:18Z,3691234981,212,12.1,3691234983,213,0.1,3691234979,141,36.3,3691234977,140,73.6,3696554807,388,,3691234973,3,,3691234975,56,Center,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277295,6,49,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,73.6,36.3,2022-08-07T12:30:29.282Z,2022-08-10T04:48:32Z,,,,,,,,,,,,,,,,,,,,,,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277303,7,1,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,73.6,36.3,2022-08-07T12:30:29.301Z,2022-08-10T04:48:28Z,3691235045,213,1.9,3696554879,178,,3691235041,141,57.9,3691235039,140,69.0,3691235037,56,Center,3691235043,212,15.5,,,,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443292795,169,61,1,0,17,20vymiy7bo8wkyxai3ew494fz,0,69.9,56.9,2022-08-07T12:30:29.930Z,2022-08-10T04:48:39Z,3691312715,56,Center,3696554951,178,,,,,,,,,,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444270859,1278,43,1,0,17,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-08-07T12:30:29.931Z,2022-08-10T05:56:08Z,3696590503,144,82,3696590449,178,0,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277327,8,49,1,0,18,6hsriqr3ybvyg94w2k19oal50,1,35.2,31.9,2022-08-07T12:30:31.525Z,2022-08-10T04:48:45Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277343,9,1,1,0,19,6hsriqr3ybvyg94w2k19oal50,0,35.2,31.9,2022-08-07T12:30:31.613Z,2022-08-10T04:48:51Z,3691235245,212,56.5,3691235243,141,100.0,3696555039,178,,3691235237,196,,3691235239,56,Left,3691235241,140,64.8,3691235247,213,1.0,3691235249,1,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,3691235235,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277401,8,5,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,40.2,-1.6,2022-08-07T12:30:34.950Z,2022-08-10T04:48:54Z,3691235491,56,Back,3691235493,347,,3691235527,233,10,,,,,,,,,,,,,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277349,10,5,1,0,22,6hsriqr3ybvyg94w2k19oal50,0,59.8,101.6,2022-08-07T12:30:34.950Z,2022-08-10T04:48:55Z,3691235265,347,,3691235533,233,8,3691235263,56,Left,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277419,9,1,1,0,28,20vymiy7bo8wkyxai3ew494fz,1,43.4,0,2022-08-07T12:30:41.433Z,2022-08-10T04:48:59Z,3691235615,140,36.0,3691235605,107,,3691235627,213,2.4,3691235611,56,Back,3691235619,141,9.7,3691235623,212,11.0,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277463,10,1,1,0,29,20vymiy7bo8wkyxai3ew494fz,0,35.6,11.2,2022-08-07T12:30:42.250Z,2022-08-10T04:49:03Z,3691235789,56,Right,3691235787,155,,3691235797,213,0.1,3691235799,1,,3691235793,141,17.4,3691235791,140,67.5,3691235795,212,33.8,3696555101,388,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277467,11,49,1,0,33,6hsriqr3ybvyg94w2k19oal50,1,27.5,71.1,2022-08-07T12:30:46.464Z,2022-08-10T04:49:09Z,,,,,,,,,,,,,,,,,,,,,,,,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277517,12,1,1,0,33,6hsriqr3ybvyg94w2k19oal50,0,27.5,71.1,2022-08-07T12:30:46.498Z,2022-08-10T04:49:14Z,3691235989,141,65.3,3691235987,140,52.9,3696555193,178,,3691235991,212,27.0,3691235985,56,Center,3691235993,213,6.1,3691235995,1,,3691235983,157,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444271719,1536,67,1,0,37,20vymiy7bo8wkyxai3ew494fz,1,49,35.5,2022-08-07T12:30:49.645Z,2022-08-10T06:22:22Z,3696593715,233,1323,,,,,,,,,,,,,,,,,,,,,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444271717,1323,67,1,0,37,6hsriqr3ybvyg94w2k19oal50,0,51,64.5,2022-08-07T12:30:49.646Z,2022-08-10T06:02:43Z,3696593719,233,1536,,,,,,,,,,,,,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443756249,869,8,1,0,37,20vymiy7bo8wkyxai3ew494fz,1,49,36,2022-08-07T12:30:49.649Z,2022-08-10T06:22:23Z,3693823159,56,Back,3696555547,178,,3693823179,384,,,,,,,,,,,,,,,,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277521,13,44,1,0,38,6hsriqr3ybvyg94w2k19oal50,1,53.4,67,2022-08-07T12:30:50.938Z,2022-08-10T06:22:23Z,3691236021,233,11,3691236009,286,,3691236007,56,Center,,,,,,,,,,,,,,,,4snaidw6iaeo0k20gjfm35nft,T. Domgjoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277501,11,44,1,0,38,20vymiy7bo8wkyxai3ew494fz,0,46.6,33,2022-08-07T12:30:50.939Z,2022-08-10T04:50:07Z,3691235927,56,Back,3691235929,285,,3691236025,233,13,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277529,14,1,1,0,38,6hsriqr3ybvyg94w2k19oal50,0,52.9,65.3,2022-08-07T12:30:51.146Z,2022-08-10T06:22:23Z,3691236035,141,69.0,3691236029,3,,3691236031,56,Center,3691236033,140,58.2,3696555771,388,,3691236037,212,6.1,3691236039,213,0.4,,,,4snaidw6iaeo0k20gjfm35nft,T. Domgjoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277527,12,49,1,0,40,20vymiy7bo8wkyxai3ew494fz,1,42.1,29.5,2022-08-07T12:30:52.679Z,2022-08-10T04:50:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277547,13,1,1,0,40,20vymiy7bo8wkyxai3ew494fz,0,42.1,29.5,2022-08-07T12:30:52.730Z,2022-08-10T04:50:39Z,3691236143,213,0.0,3691236135,56,Center,3691236139,141,29.7,3691236137,140,69.0,3691236141,212,28.2,3691236133,155,,3696555863,178,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277565,15,49,1,0,42,6hsriqr3ybvyg94w2k19oal50,1,32.6,69.8,2022-08-07T12:30:55.068Z,2022-08-10T04:50:44Z,,,,,,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277629,16,1,1,0,42,6hsriqr3ybvyg94w2k19oal50,1,29.8,67.2,2022-08-07T12:30:55.185Z,2022-08-10T04:50:50Z,3691236485,212,12.7,3691236479,56,Back,3691236483,141,74.4,3691236481,140,41.0,3691236487,213,0.4,3696555963,388,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277633,17,4,1,0,44,6hsriqr3ybvyg94w2k19oal50,1,36.6,74,2022-08-07T12:30:56.800Z,2022-08-10T04:51:05Z,3691236507,152,,3691238129,295,,3691236505,56,Back,3691236511,286,,3691236503,13,,3691236767,233,14,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277683,14,4,1,0,44,20vymiy7bo8wkyxai3ew494fz,0,63.4,26,2022-08-07T12:30:56.801Z,2022-08-10T04:51:05Z,3691236727,152,,3691236735,285,,3691237349,295,,3691236789,233,17,3696556071,178,,3691236719,13,,3691236723,56,Center,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277759,18,1,1,0,52,6hsriqr3ybvyg94w2k19oal50,1,36.2,73.4,2022-08-07T12:31:04.954Z,2022-08-10T04:53:07Z,3691237071,213,4.6,3691237065,140,34.0,3691237063,56,Back,3691237059,5,,3691237061,152,,3696557123,178,,3691237069,212,25.1,3691237067,141,36.7,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,3691485027,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277779,19,1,1,0,54,6hsriqr3ybvyg94w2k19oal50,1,34,36.7,2022-08-07T12:31:07.454Z,2022-08-10T04:53:15Z,3691237167,212,19.3,3691237169,213,1.9,3696557219,178,,3691237165,141,63.2,3691237161,56,Back,3691237163,140,27.5,,,,,,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277839,20,1,1,0,57,6hsriqr3ybvyg94w2k19oal50,1,30.5,70.9,2022-08-07T12:31:10.381Z,2022-08-10T04:53:21Z,3691237391,140,32.3,3691237395,141,34.5,3696557277,178,,3691237387,56,Back,3691237399,213,4.8,3691237397,212,24.8,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443326055,411,1,1,1,0,6hsriqr3ybvyg94w2k19oal50,1,30.7,40.3,2022-08-07T12:31:12.796Z,2022-08-10T04:53:25Z,3691489293,213,1.9,3696557313,178,,3691489291,212,22.6,3691489285,56,Back,3691489289,141,72.0,3691489287,140,24.2,,,,,,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443326095,412,1,1,1,2,6hsriqr3ybvyg94w2k19oal50,1,24.7,70.7,2022-08-07T12:31:15.415Z,2022-08-10T04:53:30Z,3691489501,212,18.1,3691489499,141,48.8,3691489497,140,14.9,3691489503,213,4.1,3691489495,56,Back,3696557359,178,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277853,21,1,1,1,9,6hsriqr3ybvyg94w2k19oal50,1,18.3,43.3,2022-08-07T12:31:21.616Z,2022-08-10T04:53:35Z,3691237449,213,5.3,3691237447,212,12.6,3691237443,140,25.3,3691237441,56,Back,3696557387,178,,3691237445,141,28.3,,,,,,,e84kqxlu2bzgcpu0x0cj3z8id,J. Houwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277903,22,1,1,1,10,6hsriqr3ybvyg94w2k19oal50,1,25.3,28.3,2022-08-07T12:31:22.916Z,2022-08-10T04:53:40Z,3696557435,178,,3691237681,141,46.7,3691237683,212,16.2,3691237677,56,Back,3691237679,140,15.5,3691237685,213,2.3,,,,,,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277939,23,1,1,1,16,6hsriqr3ybvyg94w2k19oal50,0,21.2,45.2,2022-08-07T12:31:28.624Z,2022-08-10T04:53:43Z,3691237867,1,,3691237865,213,0.6,3696557459,178,,3691237973,157,,3691237863,212,64.3,3691237857,56,Left,3691237859,140,70.6,3691237861,141,100.0,e84kqxlu2bzgcpu0x0cj3z8id,J. Houwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278025,15,5,1,1,19,20vymiy7bo8wkyxai3ew494fz,1,37.2,-1.4,2022-08-07T12:31:31.914Z,2022-08-10T04:53:55Z,3691238257,347,,3691238255,56,Back,3691238281,233,24,,,,,,,,,,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443277947,24,5,1,1,19,6hsriqr3ybvyg94w2k19oal50,0,62.8,101.4,2022-08-07T12:31:31.914Z,2022-08-10T04:53:55Z,3691237881,56,Left,3691237885,347,,3691238291,233,15,,,,,,,,,,,,,,,,e84kqxlu2bzgcpu0x0cj3z8id,J. Houwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278051,16,1,1,1,28,20vymiy7bo8wkyxai3ew494fz,1,44.6,0,2022-08-07T12:31:41.581Z,2022-08-10T04:54:49Z,3691238419,141,8.2,3691238415,56,Right,3691238417,140,57.7,3691238413,107,,3691238423,213,0.4,3691238421,212,15.2,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278055,17,61,1,1,30,20vymiy7bo8wkyxai3ew494fz,1,57.7,8.2,2022-08-07T12:31:43.202Z,2022-08-10T04:55:02Z,3696558101,15,,3691238437,56,Right,3696558103,388,,,,,,,,,,,,,,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278075,18,61,1,1,31,20vymiy7bo8wkyxai3ew494fz,0,60.3,6.1,2022-08-07T12:31:43.940Z,2022-08-10T04:55:16Z,3696558219,178,,3691238533,56,Right,,,,,,,,,,,,,,,,,,,1957std7hji9ca7bd29y8at7u,P. Wålemark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278077,25,49,1,1,32,6hsriqr3ybvyg94w2k19oal50,1,36.5,89.6,2022-08-07T12:31:45.118Z,2022-08-10T04:55:20Z,,,,,,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278105,26,1,1,1,32,6hsriqr3ybvyg94w2k19oal50,1,36.5,89.6,2022-08-07T12:31:45.204Z,2022-08-10T04:56:24Z,3691238663,141,67.2,3691238659,56,Back,3691238661,140,32.9,3691238665,212,15.7,3696558595,178,,3691238667,213,4.5,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278125,27,1,1,1,33,6hsriqr3ybvyg94w2k19oal50,0,32.9,67.2,2022-08-07T12:31:46.469Z,2022-08-10T04:56:30Z,3691238743,212,45.6,3691238751,1,,3691238739,141,74.9,3691238735,140,76.0,3691238733,56,Center,3691238731,155,,3691238747,213,0.1,3696558685,178,,e65zqndnze1xzef4qlkhd1v4l,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278137,19,1,1,1,38,20vymiy7bo8wkyxai3ew494fz,0,19.1,29.4,2022-08-07T12:31:50.715Z,2022-08-10T04:56:34Z,3691238793,3,,3696558701,388,,3691238795,56,Back,3691238801,212,7.8,3691238797,140,25.4,3691238799,141,35.4,3691238803,213,0.6,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278173,28,1,1,1,41,6hsriqr3ybvyg94w2k19oal50,0,75.1,71.3,2022-08-07T12:31:54.251Z,2022-08-10T04:57:02Z,3691238951,212,4.8,3691238953,213,6.2,3691238945,56,Center,3696558769,178,,3691238949,141,70.8,3691238947,140,79.7,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278159,20,61,1,1,41,20vymiy7bo8wkyxai3ew494fz,1,19.9,33.1,2022-08-07T12:31:54.375Z,2022-08-10T04:58:29Z,3696558913,178,,3691238891,56,Back,,,,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444272121,1539,67,1,1,43,20vymiy7bo8wkyxai3ew494fz,1,11,34.9,2022-08-07T12:31:55.756Z,2022-08-10T06:22:24Z,3696595565,233,1348,,,,,,,,,,,,,,,,,,,,,,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
