id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2503358321,4,1,1,0,31,3ebril33e08ddzob4bhq8awsr,1,14.5,50.1,2023-02-03T19:02:58.105Z,2023-02-06T11:37:27Z,4009321739,155,,4009321757,212,39.7,4009321745,56,Back,4009321741,241,,4009321765,1,,4009321761,213,1.0,4009321753,141,99.0,4009321749,140,35.2,5gnywqecwvt5yxied85hu4x2i,I. Pandur,4017136587,178,4009321737,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358353,5,1,1,0,34,3ebril33e08ddzob4bhq8awsr,1,38.3,97.7,2023-02-03T19:03:00.460Z,2023-02-06T11:37:33Z,4009321899,140,52.7,4009321905,213,6.3,4009321901,141,97.3,4017136637,178,,4009321897,56,Left,4009321903,212,15.1,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358379,6,1,1,0,37,3ebril33e08ddzob4bhq8awsr,1,54.2,94.1,2023-02-03T19:03:03.499Z,2023-02-06T11:37:40Z,4009322019,56,Left,4009322027,213,5.2,4017136709,178,,4009322021,140,59.5,4009322025,212,11.2,4009322023,141,79.8,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358397,7,1,1,0,40,3ebril33e08ddzob4bhq8awsr,0,57.8,74.1,2023-02-03T19:03:06.780Z,2023-02-06T11:37:54Z,4009322129,212,29.9,4009322123,56,Center,4009322131,213,5.0,4009322125,140,65.8,4017136991,178,,4009322127,141,31.9,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358415,8,49,1,0,42,89w5c6pw7vn0dxypi61tt0g4k,1,38.5,77.3,2023-02-03T19:03:09.134Z,2023-02-06T11:38:01Z,,,,,,,,,,,,,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358435,9,1,1,0,44,89w5c6pw7vn0dxypi61tt0g4k,1,40.2,75.8,2023-02-03T19:03:11.065Z,2023-02-06T11:38:10Z,4009322341,140,56.0,4009322345,212,21.2,4009322347,213,0.7,4009322339,56,Left,4017137315,178,,4009322343,141,95.3,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358463,10,1,1,0,47,89w5c6pw7vn0dxypi61tt0g4k,0,63.1,93.2,2023-02-03T19:03:13.929Z,2023-02-06T11:38:20Z,4009322505,212,30.6,4009322501,140,89.8,4009322507,213,5.9,4009322503,141,75.1,4017137461,178,,4009322499,56,Center,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358475,8,52,1,0,50,3ebril33e08ddzob4bhq8awsr,1,8,29.8,2023-02-03T19:03:17.282Z,2023-02-06T11:38:27Z,4017137569,178,,4010601621,376,,,,,,,,,,,,,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358551,9,80,1,0,59,3ebril33e08ddzob4bhq8awsr,0,11.7,36.1,2023-02-03T19:03:25.969Z,2023-02-06T11:38:37Z,4017137705,178,,,,,,,,,,,,,,,,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358583,10,1,1,1,2,3ebril33e08ddzob4bhq8awsr,0,12.4,35.2,2023-02-03T19:03:29.063Z,2023-02-06T11:38:43Z,4009323187,212,42,4009323179,155,,4009323181,56,Center,4009323185,141,35.2,4009323191,1,,4017137761,178,,4009323183,140,52.4,4009323189,213,0,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358633,11,1,1,1,5,89w5c6pw7vn0dxypi61tt0g4k,1,48.4,67.2,2023-02-03T19:03:31.451Z,2023-02-06T11:39:01Z,4009323487,213,5.9,4017137963,388,,4009323479,56,Center,4009323485,212,11.7,4009323481,140,58.5,4009323477,3,,4009323483,141,60.0,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358637,12,49,1,1,6,89w5c6pw7vn0dxypi61tt0g4k,1,58.3,60,2023-02-03T19:03:32.943Z,2023-02-06T11:39:08Z,,,,,,,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358687,13,1,1,1,6,89w5c6pw7vn0dxypi61tt0g4k,1,58.8,60.2,2023-02-03T19:03:33.014Z,2023-02-06T11:39:14Z,4009323759,141,62.7,4017138195,388,,4010603911,156,,4009323765,213,2.7,4009323761,212,3.8,4009323755,56,Center,4009323757,140,55.6,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358693,14,50,1,1,11,89w5c6pw7vn0dxypi61tt0g4k,1,55.4,29,2023-02-03T19:03:38.013Z,2023-02-06T11:39:27Z,4009323801,286,,4009323799,56,Center,4009324183,233,11,,,,,,,,,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358707,11,7,1,1,11,3ebril33e08ddzob4bhq8awsr,1,44.6,71,2023-02-03T19:03:38.165Z,2023-02-06T11:39:32Z,4009323881,56,Back,4017138479,178,,4010604215,384,,4009323895,233,14,4009323883,285,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358711,12,49,1,1,12,3ebril33e08ddzob4bhq8awsr,1,43.5,78.3,2023-02-03T19:03:39.367Z,2023-02-06T11:39:45Z,,,,,,,,,,,,,,,,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358719,13,1,1,1,12,3ebril33e08ddzob4bhq8awsr,1,43.5,78.3,2023-02-03T19:03:39.375Z,2023-02-06T11:39:43Z,4009323929,56,Back,4009323937,213,4.3,4009323931,140,40.9,4009323935,212,6.3,4009323933,141,69.9,4017138669,178,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358757,14,1,1,1,14,3ebril33e08ddzob4bhq8awsr,1,40.9,70.2,2023-02-03T19:03:40.455Z,2023-02-06T11:39:51Z,4009324107,140,36.5,4009324105,56,Back,4009324113,213,1.9,4017138929,178,,4009324109,141,87.3,4009324111,212,12.5,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358845,15,1,1,1,19,3ebril33e08ddzob4bhq8awsr,1,41.5,94.1,2023-02-03T19:03:46.175Z,2023-02-06T11:39:58Z,4017139049,178,,4009324559,56,Back,4009324563,141,83.7,4009324567,213,4.1,4009324565,212,8.6,4009324561,140,36.9,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601141,829,3,1,1,22,3ebril33e08ddzob4bhq8awsr,1,45,87.9,2023-02-03T19:03:49.055Z,2023-02-06T11:40:04Z,4011902881,233,963,4010606049,56,Back,4017139125,178,,4010606051,286,,4010606369,465,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601181,963,45,1,1,22,89w5c6pw7vn0dxypi61tt0g4k,0,55,12.1,2023-02-03T19:03:49.055Z,2023-02-06T11:40:05Z,4011902921,233,829,4010606271,56,Right,4010606273,285,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358865,16,1,1,1,26,3ebril33e08ddzob4bhq8awsr,1,63,85.5,2023-02-03T19:03:53.221Z,2023-02-06T11:40:10Z,4009324635,56,Center,4009324637,140,77.2,4009324647,213,5.8,4017139195,178,,4009324645,212,17.2,4009324641,141,73.0,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358881,17,1,1,1,27,3ebril33e08ddzob4bhq8awsr,1,71.7,74.1,2023-02-03T19:03:53.995Z,2023-02-06T11:40:18Z,4009324777,156,,4017139257,178,,4009324749,212,5.4,4009324743,56,Center,4009324747,141,69.2,4009324745,140,67.6,4009324751,213,3.8,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358937,18,1,1,1,29,3ebril33e08ddzob4bhq8awsr,1,71.8,68.6,2023-02-03T19:03:55.947Z,2023-02-06T11:40:26Z,4009325013,141,38.6,4017139367,178,,4009325017,213,4.7,4009325011,140,71.7,4009325015,212,20.4,4009325009,56,Center,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358945,19,1,1,1,31,3ebril33e08ddzob4bhq8awsr,0,72.2,49.9,2023-02-03T19:03:57.668Z,2023-02-06T11:40:31Z,4009325079,213,5.8,4009325073,140,78.8,4017139515,178,,4009325075,141,44.9,4009325071,56,Center,4009325077,212,7.7,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358935,15,8,1,1,31,89w5c6pw7vn0dxypi61tt0g4k,1,19.3,63.9,2023-02-03T19:03:57.881Z,2023-02-06T11:40:40Z,4010607225,383,,4017139837,178,,4009325007,56,Back,,,,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358975,20,1,1,1,33,3ebril33e08ddzob4bhq8awsr,1,85.5,36.2,2023-02-03T19:03:59.708Z,2023-02-06T11:40:46Z,4009325267,56,Right,4009325273,212,15.8,4017139895,178,,4009325271,141,13.3,4009325269,140,83.1,4009325275,213,4.6,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359003,21,1,1,1,37,3ebril33e08ddzob4bhq8awsr,1,83.1,13.3,2023-02-03T19:04:03.771Z,2023-02-06T11:40:52Z,4009325433,213,0.6,4009325427,141,19.0,4009325421,56,Right,4017139963,178,,4009325429,212,7.3,4009325423,140,89.0,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359025,22,1,1,1,39,3ebril33e08ddzob4bhq8awsr,0,90.7,17.3,2023-02-03T19:04:05.805Z,2023-02-06T11:40:56Z,4009325515,2,,4017139991,178,,4009325527,213,2.0,4009325521,140,90.2,4010608399,224,,4009325523,141,19.0,4009329499,286,,4010608401,20,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,4009329497,236,4009325519,56,Right,4009325525,212,1.3,4009329911,233,16,,,,,,,,,,,,,,,,,,,
2503359045,16,12,1,1,39,89w5c6pw7vn0dxypi61tt0g4k,1,4.8,84.5,2023-02-03T19:04:05.892Z,2023-02-06T11:41:03Z,4009325665,185,,4009325667,56,Back,4017140097,178,,4009329933,233,22,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359091,17,5,1,1,41,89w5c6pw7vn0dxypi61tt0g4k,0,5.1,100.8,2023-02-03T19:04:07.516Z,2023-02-06T11:41:12Z,4009326779,233,23,4009325897,347,,4009325895,56,Back,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359253,23,5,1,1,41,3ebril33e08ddzob4bhq8awsr,1,94.9,-0.8,2023-02-03T19:04:07.516Z,2023-02-06T11:41:12Z,4009326739,347,,4009326735,56,Right,4009326769,233,17,,,,,,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359299,24,1,1,1,52,3ebril33e08ddzob4bhq8awsr,1,92.7,0,2023-02-03T19:04:18.850Z,2023-02-06T11:41:26Z,4009326981,213,2.2,4009326979,212,7.0,4009326973,56,Right,4009326975,140,89.0,4009326971,107,,4009326977,141,6.8,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359359,25,1,1,1,58,3ebril33e08ddzob4bhq8awsr,1,82.6,7.9,2023-02-03T19:04:24.471Z,2023-02-06T11:41:37Z,4017140633,178,,4009327217,212,13.1,4009327211,56,Right,4009327215,141,11.6,4009327219,213,2.9,4009327213,140,70.4,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399261,387,1,1,2,0,3ebril33e08ddzob4bhq8awsr,1,69.6,9.5,2023-02-03T19:04:26.848Z,2023-02-06T11:41:44Z,4009535837,141,26.2,4009535843,213,1.7,4017140723,178,,4009535835,140,68.1,4009535839,212,11.5,4009535833,56,Center,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359389,26,1,1,2,2,3ebril33e08ddzob4bhq8awsr,1,69.7,27.8,2023-02-03T19:04:28.708Z,2023-02-06T11:41:56Z,4009327401,212,30.8,4009327395,140,40.4,4009327403,213,3.2,4017140863,178,,4009327399,141,26.0,4009327393,56,Back,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359409,27,1,1,2,4,3ebril33e08ddzob4bhq8awsr,1,38,27.5,2023-02-03T19:04:31.263Z,2023-02-06T11:42:09Z,4009327505,56,Back,4009327513,213,2.4,4009327507,140,22.0,4009327509,141,50.4,4009327511,212,22.9,4017141093,178,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359429,28,1,1,2,8,3ebril33e08ddzob4bhq8awsr,1,21.9,50.4,2023-02-03T19:04:35.393Z,2023-02-06T11:42:15Z,4009327627,212,14.5,4009327621,56,Back,4009327625,141,38.3,4017141149,178,,4009327629,213,5.7,4009327623,140,33.3,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359451,29,1,1,2,10,3ebril33e08ddzob4bhq8awsr,1,33.2,38.2,2023-02-03T19:04:36.841Z,2023-02-06T11:42:20Z,4017141243,178,,4009327749,213,4.1,4009327743,140,24.8,4009327747,212,16.3,4009327745,141,18.1,4009327741,56,Back,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359491,30,1,1,2,13,3ebril33e08ddzob4bhq8awsr,1,24.9,18.8,2023-02-03T19:04:40.312Z,2023-02-06T11:42:27Z,4009327971,141,39.8,4009327975,213,1.3,4009327969,140,28.8,4017141301,178,,4009327973,212,14.9,4009327967,56,Back,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359519,31,1,1,2,18,3ebril33e08ddzob4bhq8awsr,1,30.1,53.6,2023-02-03T19:04:44.442Z,2023-02-06T11:42:34Z,4009328133,140,39.5,4009328139,213,1.2,4017141439,178,,4009328135,141,90.3,4009328131,56,Back,4009328137,212,26.8,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359537,32,1,1,2,21,3ebril33e08ddzob4bhq8awsr,0,44.3,94,2023-02-03T19:04:48.370Z,2023-02-06T11:42:39Z,4009328245,213,5.6,4009328243,212,19.7,4017141543,178,,4009328235,140,58.3,4009328239,141,74.8,4009328233,56,Center,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359543,18,8,1,2,23,89w5c6pw7vn0dxypi61tt0g4k,1,40.5,23.1,2023-02-03T19:04:49.584Z,2023-02-06T11:42:45Z,4010610085,383,,4009328265,56,Back,4017141625,178,,,,,,,,,,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504859209,1034,67,1,2,23,89w5c6pw7vn0dxypi61tt0g4k,1,37.6,19.3,2023-02-03T19:04:50.339Z,2023-02-06T12:35:40Z,4017170127,233,909,,,,,,,,,,,,,,,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504859205,909,67,1,2,23,3ebril33e08ddzob4bhq8awsr,0,62.4,80.7,2023-02-03T19:04:50.340Z,2023-02-06T12:09:35Z,4017170131,233,1034,,,,,,,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503399973,466,1,1,2,24,89w5c6pw7vn0dxypi61tt0g4k,0,37.3,19.4,2023-02-03T19:04:50.446Z,2023-02-06T12:35:41Z,4009539465,141,18.9,4009539477,233,388,4009539463,140,36.5,4017141795,178,,4009539467,212,0.9,4009539461,56,Back,4009539481,286,,4009539475,236,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,4009539469,213,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,
2503399917,388,74,1,2,24,3ebril33e08ddzob4bhq8awsr,1,62.5,81.6,2023-02-03T19:04:50.523Z,2023-02-06T11:43:01Z,4009539237,56,Left,4009539239,285,,4017141867,178,,4009539495,233,466,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
