id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/11/value,qualifier/9/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2461877541,7,5,1,0,8,20vymiy7bo8wkyxai3ew494fz,0,79.6,-0.2,2022-09-18T12:30:50.688Z,2022-09-21T06:21:55Z,3790194243,233,4,3790194185,347,,3790194183,56,Right,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877665,5,1,1,0,16,24fvcruwqrqvqa3aonf8c3zuy,1,28,100,2022-09-18T12:30:58.785Z,2022-09-21T06:21:58Z,3790194819,140,10.1,3790194817,56,Back,3790194823,212,20.2,3790194821,141,90.6,3790194815,107,,3790194825,213,3.5,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877703,6,1,1,0,17,24fvcruwqrqvqa3aonf8c3zuy,1,12,91.8,2022-09-18T12:31:00.592Z,2022-09-21T06:22:05Z,3790195017,56,Back,3790195019,140,37.5,3790195023,212,27.9,3795941313,178,,3790195021,141,80.2,3790195015,155,,3790195025,213,6.0,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877711,7,61,1,0,19,24fvcruwqrqvqa3aonf8c3zuy,0,37.7,80,2022-09-18T12:31:02.284Z,2022-09-21T06:22:10Z,3795941389,178,,3790195075,56,Back,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877749,8,1,1,0,20,20vymiy7bo8wkyxai3ew494fz,1,59.9,29.4,2022-09-18T12:31:03.228Z,2022-09-21T06:22:14Z,3790195265,213,2.4,3790195261,141,49.6,3795941513,178,,3790195257,56,Back,3790195259,140,46.9,3790195263,212,19.4,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877755,9,49,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,46.9,49.6,2022-09-18T12:31:05.137Z,2022-09-21T06:22:18Z,,,,,,,,,,,,,,,,,,,,,,,,,dux0skggr99ydjz3kn58p3wmh,M. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877759,10,1,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,46.9,49.6,2022-09-18T12:31:05.313Z,2022-09-21T06:22:22Z,3790195311,141,34.0,3790195307,56,Back,3790195309,140,41.4,3790195315,213,4.2,3795941663,178,,3790195313,212,12.1,,,,,,,dux0skggr99ydjz3kn58p3wmh,M. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877785,11,1,1,0,24,20vymiy7bo8wkyxai3ew494fz,1,41.4,34,2022-09-18T12:31:07.281Z,2022-09-21T06:22:28Z,3790195447,212,14.1,3790195449,213,4.2,3790195443,140,34.9,3795941755,178,,3790195445,141,15.9,3790195441,56,Back,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877823,12,1,1,0,26,20vymiy7bo8wkyxai3ew494fz,0,32.7,10.3,2022-09-18T12:31:09.501Z,2022-09-21T06:22:31Z,3790195699,213,5.9,3790195697,212,23.5,3795941789,178,,3790195687,155,,3790195689,56,Right,3790195693,140,53.8,3790195695,141,0.0,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877881,8,5,1,0,28,24fvcruwqrqvqa3aonf8c3zuy,1,42.2,101.3,2022-09-18T12:31:11.441Z,2022-09-21T06:22:37Z,3790196073,233,13,3790196051,347,,3790196047,56,Back,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877825,13,5,1,0,28,20vymiy7bo8wkyxai3ew494fz,0,57.8,-1.3,2022-09-18T12:31:11.441Z,2022-09-21T06:22:37Z,3790196087,233,8,3790195717,347,,3790195713,56,Right,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877945,9,1,1,0,34,24fvcruwqrqvqa3aonf8c3zuy,1,42.6,100,2022-09-18T12:31:16.875Z,2022-09-21T06:22:39Z,3790196345,213,3.7,3790196339,140,28.3,3790196337,56,Back,3790196343,212,17.6,3790196341,141,87.6,3790196335,107,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461877987,10,1,1,0,37,24fvcruwqrqvqa3aonf8c3zuy,1,27.3,86.5,2022-09-18T12:31:20.394Z,2022-09-21T06:22:43Z,3790196577,140,25.3,3790196587,213,4.6,3790196581,141,48.7,3790196575,56,Back,3795942005,178,,3790196585,212,25.8,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878007,11,1,1,0,40,24fvcruwqrqvqa3aonf8c3zuy,1,26.5,47.5,2022-09-18T12:31:23.427Z,2022-09-21T06:22:48Z,3790196699,56,Back,3795942101,178,,3790196701,140,29.8,3790196705,212,25.7,3790196709,213,4.8,3790196703,141,10.0,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878047,12,1,1,0,43,24fvcruwqrqvqa3aonf8c3zuy,1,29.9,9.1,2022-09-18T12:31:25.931Z,2022-09-21T06:22:51Z,3790196915,56,Back,3790196923,213,5.9,3790196921,212,7.5,3790196919,141,4.7,3790196917,140,36.4,3795942161,178,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878089,13,1,1,0,45,24fvcruwqrqvqa3aonf8c3zuy,1,36.2,5.3,2022-09-18T12:31:28.242Z,2022-09-21T06:22:55Z,3790197097,141,12.3,3790197099,212,12.5,3795942237,178,,3790197093,56,Back,3790197095,140,25.2,3790197103,213,2.8,,,,,,,9vf02r3geinhsy732oxyrcacq,I. Saibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878109,14,1,1,0,47,24fvcruwqrqvqa3aonf8c3zuy,1,24.5,13.7,2022-09-18T12:31:29.955Z,2022-09-21T06:22:59Z,3790197223,140,5.1,3790197229,212,22.9,3790197227,141,29.2,3790197219,56,Back,3795942315,178,,3790197231,213,2.7,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878155,15,1,1,0,49,24fvcruwqrqvqa3aonf8c3zuy,0,6,28.8,2022-09-18T12:31:32.273Z,2022-09-21T06:23:03Z,3790197453,212,50.2,3790197457,1,,3790197445,157,,3790197455,213,6.2,3790197451,141,20.6,3790197447,56,Right,3790197449,140,53.5,3795942359,178,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878183,14,1,1,0,53,20vymiy7bo8wkyxai3ew494fz,1,42.1,84.7,2022-09-18T12:31:36.370Z,2022-09-21T06:23:12Z,3790197565,56,Center,3795942469,178,,3790197571,212,22.6,3790197575,213,5.7,3790197567,140,60.2,3790197569,141,66.7,3790197563,3,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878203,15,1,1,0,55,20vymiy7bo8wkyxai3ew494fz,0,60.2,66.7,2022-09-18T12:31:38.110Z,2022-09-21T06:23:17Z,3790197651,56,Center,3790197649,168,,3790197647,3,,3790197655,141,49.1,3790197653,140,66.1,3795942585,388,,3790197657,212,13.5,3790197659,213,5.2,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462950805,1108,67,1,0,56,24fvcruwqrqvqa3aonf8c3zuy,1,32.5,46.6,2022-09-18T12:31:39.628Z,2022-09-21T09:42:45Z,3795967193,233,1185,,,,,,,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462950803,1185,67,1,0,56,20vymiy7bo8wkyxai3ew494fz,0,67.5,53.4,2022-09-18T12:31:39.629Z,2022-09-21T06:51:48Z,3795967201,233,1108,,,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878209,16,8,1,0,56,24fvcruwqrqvqa3aonf8c3zuy,1,33.6,48.5,2022-09-18T12:31:39.639Z,2022-09-21T09:42:46Z,3792069527,384,,3790197687,56,Back,3795942685,178,,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461928733,426,61,1,0,57,20vymiy7bo8wkyxai3ew494fz,1,64,69.1,2022-09-18T12:31:39.681Z,2022-09-21T06:23:37Z,3790451105,56,Center,3795942871,178,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878223,16,1,1,0,58,20vymiy7bo8wkyxai3ew494fz,0,57,66,2022-09-18T12:31:41.071Z,2022-09-21T06:23:41Z,3790197771,212,11.0,3790197773,213,0.7,3790197765,56,Center,3790197769,141,76.7,3790197767,140,64.8,3795942951,178,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878229,17,49,1,0,59,24fvcruwqrqvqa3aonf8c3zuy,1,32.2,32.7,2022-09-18T12:31:42.170Z,2022-09-21T06:23:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878263,18,1,1,1,0,24fvcruwqrqvqa3aonf8c3zuy,1,32.5,32.1,2022-09-18T12:31:43.173Z,2022-09-21T06:23:49Z,3790197921,141,35.5,3790197925,213,2.8,3795943099,178,,3790197917,56,Back,3790197919,140,25.5,3790197923,212,7.7,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878275,19,1,1,1,2,24fvcruwqrqvqa3aonf8c3zuy,1,30.1,34.9,2022-09-18T12:31:44.996Z,2022-09-21T06:23:51Z,3795943127,178,,3790197987,141,34.9,3790197989,212,7.0,3790197981,56,Back,3790197985,140,36.8,3790197991,213,0.0,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878291,17,45,1,1,2,20vymiy7bo8wkyxai3ew494fz,0,69.3,65.4,2022-09-18T12:31:45.591Z,2022-09-21T06:24:10Z,3790198047,286,,3790198055,233,20,3790198045,56,Center,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878283,20,3,1,1,2,24fvcruwqrqvqa3aonf8c3zuy,1,30.7,34.6,2022-09-18T12:31:45.591Z,2022-09-21T06:24:09Z,3790198015,56,Back,3792071091,464,,3795943419,178,,3790198017,285,,3790198049,233,17,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878305,21,1,1,1,4,24fvcruwqrqvqa3aonf8c3zuy,1,33.5,42.4,2022-09-18T12:31:47.131Z,2022-09-21T06:24:13Z,3790198121,213,0.3,3790198115,140,45.7,3795943503,178,,3790198113,56,Back,3790198117,141,49.1,3790198119,212,13.6,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878307,22,50,1,1,5,24fvcruwqrqvqa3aonf8c3zuy,1,47.4,47.8,2022-09-18T12:31:48.075Z,2022-09-21T06:24:20Z,3790198127,286,,3790198277,233,18,3790198125,56,Back,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878329,18,7,1,1,5,20vymiy7bo8wkyxai3ew494fz,0,52.6,52.2,2022-09-18T12:31:48.500Z,2022-09-21T06:24:24Z,3790198235,285,,3790198257,233,22,3795943665,178,,3792071535,384,,3790198233,56,Center,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878335,23,1,1,1,6,24fvcruwqrqvqa3aonf8c3zuy,1,45.8,49.1,2022-09-18T12:31:49.295Z,2022-09-21T06:24:30Z,3795943735,178,,3790198249,141,45.4,3790198247,140,36.0,3790198251,212,10.6,3790198253,213,3.4,3790198245,56,Back,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878345,24,1,1,1,7,24fvcruwqrqvqa3aonf8c3zuy,0,36,45.4,2022-09-18T12:31:50.524Z,2022-09-21T06:24:32Z,3790198315,141,63.0,3790198311,56,Back,3790198317,212,15.1,3790198319,213,0.9,3795943779,178,,3790198313,140,44.7,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878351,19,49,1,1,8,20vymiy7bo8wkyxai3ew494fz,1,57.4,32.1,2022-09-18T12:31:50.942Z,2022-09-21T06:24:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878461,20,1,1,1,13,20vymiy7bo8wkyxai3ew494fz,1,64.9,25.9,2022-09-18T12:31:55.929Z,2022-09-21T06:24:41Z,3790198883,141,4.3,3790198879,56,Right,3790198887,213,4.5,3790198881,140,61.8,3790198885,212,15.0,3795943971,178,,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878509,21,1,1,1,16,20vymiy7bo8wkyxai3ew494fz,1,62.3,6.2,2022-09-18T12:31:58.924Z,2022-09-21T06:24:43Z,3795944013,178,,3790199125,140,38.7,3790199131,213,2.6,3790199123,56,Back,3790199127,141,28.3,3790199129,212,29.0,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878553,22,1,1,1,19,20vymiy7bo8wkyxai3ew494fz,1,38.7,28.3,2022-09-18T12:32:01.700Z,2022-09-21T06:24:46Z,3790199331,141,67.8,3790199335,213,1.6,3790199333,212,26.9,3790199329,140,37.4,3790199327,56,Back,3795944061,178,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878573,23,1,1,1,21,20vymiy7bo8wkyxai3ew494fz,1,37.4,67.8,2022-09-18T12:32:04.594Z,2022-09-21T06:24:49Z,3790199447,56,Back,3790199449,140,33.4,3790199451,141,35.1,3790199455,213,4.5,3795944147,178,,3790199453,212,22.6,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878639,24,1,1,1,24,20vymiy7bo8wkyxai3ew494fz,1,33.4,35.1,2022-09-18T12:32:06.930Z,2022-09-21T06:24:52Z,3790199775,140,31.9,3790199781,213,1.6,3790199779,212,23.2,3795944207,178,,3790199777,141,69.1,3790199773,56,Back,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878685,25,1,1,1,27,20vymiy7bo8wkyxai3ew494fz,1,32.6,73.8,2022-09-18T12:32:10.173Z,2022-09-21T06:24:55Z,3795944275,178,,3790200005,140,45.0,3790200003,56,Back,3790200011,213,0.9,3790200007,141,98.4,3790200009,212,21.2,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878703,27,61,1,1,29,20vymiy7bo8wkyxai3ew494fz,0,45,98.4,2022-09-18T12:32:11.823Z,2022-09-21T06:25:05Z,3790200047,56,Back,3795944411,178,,,,,,,,,,,,,,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878873,25,5,1,1,30,24fvcruwqrqvqa3aonf8c3zuy,1,43,-2,2022-09-18T12:32:12.756Z,2022-09-21T06:25:07Z,3790200905,347,,3790200903,56,Back,3790200913,233,28,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878715,28,5,1,1,30,20vymiy7bo8wkyxai3ew494fz,0,57,102,2022-09-18T12:32:12.756Z,2022-09-21T06:25:07Z,3790200105,347,,3790200103,56,Left,3790200935,233,25,,,,,,,,,,,,,,,,dux0skggr99ydjz3kn58p3wmh,M. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
