id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2497444689,384,52,2,46,55,4vd2t5schmvvufrfib7f2vjdf,1,13.1,59.3,2023-01-14T18:55:10.973Z,2023-01-16T11:22:20Z,3981207523,178,,3980487947,376,,,,,,,,,,,,,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444907,387,61,2,47,11,4vd2t5schmvvufrfib7f2vjdf,1,9.4,56.6,2023-01-14T18:55:26.333Z,2023-01-16T11:22:54Z,3978291559,56,Back,3978291763,189,,3978291563,238,,3981208077,178,,,,,,,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444881,407,43,2,47,30,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-01-14T18:55:45.551Z,2023-01-14T18:55:52Z,3978291449,213,0,3978291443,140,74.1,3978291445,141,45.5,3978291441,56,Center,3978291447,212,0,3978291457,144,1,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444859,386,43,2,47,32,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-01-14T18:55:47.482Z,2023-01-14T18:55:59Z,3978291319,189,0,3978291611,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444911,388,5,2,47,34,4vd2t5schmvvufrfib7f2vjdf,0,27.2,101.2,2023-01-14T18:55:49.942Z,2023-01-16T11:23:04Z,3978291707,189,,3978291635,233,409,3978291585,56,Back,3978291587,347,,,,,,,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444915,409,5,2,47,34,3kfktv64h7kg7zryax1wktr5r,1,72.8,-1.2,2023-01-14T18:55:49.942Z,2023-01-16T11:23:04Z,3978291627,233,388,3978291609,347,,3978291745,189,,3978291607,56,Right,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444889,408,43,2,47,38,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-01-14T18:55:53.535Z,2023-01-14T18:56:01Z,3978291689,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444919,410,1,2,47,42,3kfktv64h7kg7zryax1wktr5r,0,72,0,2023-01-14T18:55:57.317Z,2023-01-16T11:23:22Z,3978291641,56,Center,3978291651,1,,3978291647,212,29.4,3978291639,107,,3978291645,141,33.9,3978291655,238,,3978291643,140,88.2,3978291649,213,1.0,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497444937,389,49,2,47,46,4vd2t5schmvvufrfib7f2vjdf,1,8,56.7,2023-01-14T18:56:01.811Z,2023-01-16T11:23:27Z,,,,,,,,,,,,,,,,,,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445001,390,1,2,47,56,4vd2t5schmvvufrfib7f2vjdf,1,15.2,59.2,2023-01-14T18:56:11.894Z,2023-01-16T11:23:40Z,3978292149,213,6.1,3978292145,141,46.8,3978292143,140,64.0,3981208865,178,,3978292139,155,,3978292147,212,51.9,3978292141,56,Center,3978292151,1,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445003,391,1,2,47,59,4vd2t5schmvvufrfib7f2vjdf,0,63.4,47.4,2023-01-14T18:56:14.717Z,2023-01-16T11:23:44Z,3978292167,141,45.0,3978292171,212,5.6,3978292159,56,Center,3978292163,140,68.5,3981208923,388,,3978292155,3,,3978292177,213,6.0,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445009,411,1,2,48,1,3kfktv64h7kg7zryax1wktr5r,0,32.2,55.7,2023-01-14T18:56:16.337Z,2023-01-16T11:23:49Z,3978292191,213,1.1,3978292189,212,6.8,3981209039,178,,3978292183,56,Back,3978292185,140,35.2,3978292181,3,,3978292187,141,64.5,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445023,392,1,2,48,2,4vd2t5schmvvufrfib7f2vjdf,1,63,35.7,2023-01-14T18:56:17.491Z,2023-01-16T11:23:54Z,3981209159,178,,3978292261,56,Center,3978292267,212,9.1,3978292263,140,71.5,3978292265,141,38.4,3978292269,213,0.2,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445033,393,4,2,48,4,4vd2t5schmvvufrfib7f2vjdf,1,70.4,34.2,2023-01-14T18:56:19.499Z,2023-01-16T11:26:11Z,3978334869,233,412,3978293825,295,,3978292499,286,,3978292495,152,,3978292339,56,Center,3978292493,13,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445071,412,4,2,48,4,3kfktv64h7kg7zryax1wktr5r,0,29.6,65.8,2023-01-14T18:56:19.500Z,2023-01-16T11:26:11Z,3978292619,285,,3978292613,56,Back,3978292615,152,,3981211321,178,,3978334873,233,393,3978293823,295,,3978292611,13,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445377,394,1,2,48,52,4vd2t5schmvvufrfib7f2vjdf,1,69.9,38.9,2023-01-14T18:57:07.784Z,2023-01-16T12:22:29Z,3978334511,152,,3978294643,154,,3978294289,155,,3978294297,212,27.1,3981211473,178,,3978294641,210,13,3978294295,141,57.3,3978294291,56,Center,7jtag81mvpom3bfgezx8txbdh,T. Haye,3978334509,5,1,,3978294299,213,3978294293,140,,,,,,0.5,92.8,,,,,,,,,,,,,,,,,,,
2497445385,395,44,2,48,54,4vd2t5schmvvufrfib7f2vjdf,1,93,55.9,2023-01-14T18:57:09.256Z,2023-01-16T12:22:28Z,3978294347,56,Center,3978294383,233,413,3978294349,286,,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445365,413,44,2,48,54,3kfktv64h7kg7zryax1wktr5r,0,7,44.1,2023-01-14T18:57:09.257Z,2023-01-16T11:26:37Z,3978294265,285,,3978294395,233,395,3978294263,56,Back,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445387,396,13,2,48,54,4vd2t5schmvvufrfib7f2vjdf,1,92.9,57.3,2023-01-14T18:57:09.295Z,2023-01-16T12:22:29Z,3978294645,77,,3981211943,388,,3978294537,24,,3978294655,102,60.2,3978294539,15,,3978294375,56,Center,3978294543,328,,3978294661,231,50.7,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,3978294659,230,,98.6,3978294647,29,3978294651,55,3978294373,17,,3978294649,154,,394,,3978294657,103,,,,,,68.1,,,,,,,,,,
2497445395,397,5,2,48,55,4vd2t5schmvvufrfib7f2vjdf,0,100.6,58.7,2023-01-14T18:57:10.714Z,2023-01-16T11:26:42Z,3978294443,233,414,3978294419,56,Center,3978294421,346,,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445373,414,5,2,48,55,3kfktv64h7kg7zryax1wktr5r,1,-0.6,41.3,2023-01-14T18:57:10.714Z,2023-01-16T11:26:42Z,3978294275,346,,3978294435,233,397,3978294273,56,Back,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445593,415,1,2,49,22,3kfktv64h7kg7zryax1wktr5r,0,4.3,54.9,2023-01-14T18:57:37.689Z,2023-01-16T11:26:45Z,3978295679,1,,3978295667,124,,3978295675,212,61.9,3978295673,141,14.1,3978295669,56,Right,3978295677,213,5.8,3978295683,74,,3978295671,140,57.0,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445597,416,44,2,49,25,3kfktv64h7kg7zryax1wktr5r,1,59.1,13.2,2023-01-14T18:57:41.108Z,2023-01-16T12:22:30Z,3978295791,233,398,3978295689,56,Right,3978295693,286,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445613,398,44,2,49,25,4vd2t5schmvvufrfib7f2vjdf,0,40.9,86.8,2023-01-14T18:57:41.109Z,2023-01-16T11:26:48Z,3978295759,285,,3978295765,233,416,3978295757,56,Back,,,,,,,,,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497447009,453,1,2,49,25,3kfktv64h7kg7zryax1wktr5r,0,58.3,11.4,2023-01-14T18:57:41.134Z,2023-01-16T12:22:30Z,3978304033,213,0,3978304029,141,11.4,3978304023,3,,3981212329,388,,3978304025,56,Right,3978304027,140,59.0,3978304031,212,0.7,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445617,399,61,2,49,25,4vd2t5schmvvufrfib7f2vjdf,1,41.9,89,2023-01-14T18:57:41.172Z,2023-01-16T11:27:22Z,3981212627,15,,3978295799,56,Back,3981212629,388,,,,,,,,,,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445625,417,1,2,49,28,3kfktv64h7kg7zryax1wktr5r,0,57.6,8.9,2023-01-14T18:57:43.656Z,2023-01-16T11:27:30Z,3978295849,141,8.3,3978295853,213,6.2,3978295845,56,Right,3978295847,140,61.5,3981212809,388,,3978295841,3,,3978295851,212,4.1,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498137003,1456,67,2,49,29,4vd2t5schmvvufrfib7f2vjdf,1,38.5,92.9,2023-01-14T18:57:44.738Z,2023-01-17T08:08:47Z,3981968509,233,1344,,,,,,,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498137001,1344,67,2,49,29,3kfktv64h7kg7zryax1wktr5r,0,61.5,7.1,2023-01-14T18:57:44.739Z,2023-01-17T07:45:29Z,3981968517,233,1456,,,,,,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445631,400,61,2,49,29,4vd2t5schmvvufrfib7f2vjdf,1,37.5,94,2023-01-14T18:57:44.758Z,2023-01-17T08:08:48Z,3981212953,21,,3981212955,178,,3978295929,56,Back,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445635,401,49,2,49,31,4vd2t5schmvvufrfib7f2vjdf,1,37,93.4,2023-01-14T18:57:46.396Z,2023-01-16T11:27:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445639,402,1,2,49,31,4vd2t5schmvvufrfib7f2vjdf,0,38.5,93.4,2023-01-14T18:57:47.198Z,2023-01-16T11:27:57Z,3978295971,212,6.7,3978295965,56,Back,3981213093,178,,3978295969,141,100.0,3978295967,140,42.2,3978295973,213,1.0,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445641,403,5,2,49,32,4vd2t5schmvvufrfib7f2vjdf,0,42.2,101.2,2023-01-14T18:57:47.892Z,2023-01-16T11:28:02Z,3978296029,233,418,3978295977,347,,3978295975,56,Back,,,,,,,,,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445649,418,5,2,49,32,3kfktv64h7kg7zryax1wktr5r,1,57.8,-1.2,2023-01-14T18:57:47.892Z,2023-01-16T11:28:01Z,3978296025,233,403,3978296001,56,Right,3978296003,347,,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445713,419,1,2,49,41,3kfktv64h7kg7zryax1wktr5r,1,54.2,0,2023-01-14T18:57:56.824Z,2023-01-16T11:28:09Z,3978296439,213,2.9,3978296433,140,24.3,3978296429,107,,3978296435,141,9.4,3978296441,1,,3978296437,212,32.3,3978296431,56,Back,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445733,420,1,2,49,45,3kfktv64h7kg7zryax1wktr5r,1,23.9,12.6,2023-01-14T18:58:00.478Z,2023-01-16T11:28:13Z,3978296597,213,1.9,3978296591,140,11.2,3978296589,56,Back,3978296595,212,39.6,3978296593,141,67.5,3978296599,1,,3981213475,178,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445749,421,1,2,49,51,3kfktv64h7kg7zryax1wktr5r,1,10.9,72.3,2023-01-14T18:58:06.439Z,2023-01-16T11:28:16Z,3978296707,212,11.8,3981213513,178,,3978296701,56,Back,3978296709,213,4.0,3978296703,140,3.4,3978296705,141,59.3,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445799,422,43,2,49,52,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-01-14T18:58:08.168Z,2023-01-14T18:58:23Z,3978297405,144,1,3978296991,213,0.2,3978296989,212,40.5,3978296983,56,Back,3978296985,140,40.8,3978296987,141,73.8,3978296993,1,0,3978296981,157,0,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445907,423,68,2,50,11,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-01-14T18:58:26.320Z,2023-01-16T11:28:36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497856787,822,68,2,50,12,4vd2t5schmvvufrfib7f2vjdf,0,0,0,2023-01-14T18:58:27.654Z,2023-01-16T11:28:42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445925,424,52,2,50,15,3kfktv64h7kg7zryax1wktr5r,1,8.4,60,2023-01-14T18:58:30.820Z,2023-01-16T11:28:46Z,3981214009,178,,3980500961,376,,,,,,,,,,,,,,,,,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497445977,425,80,2,50,21,3kfktv64h7kg7zryax1wktr5r,0,10,51.3,2023-01-14T18:58:36.879Z,2023-01-16T11:29:00Z,3981214169,178,,,,,,,,,,,,,,,,,,,,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446009,426,1,2,50,24,3kfktv64h7kg7zryax1wktr5r,0,12,53.7,2023-01-14T18:58:39.302Z,2023-01-16T11:30:10Z,3978297981,1,,3981215211,178,,3978297967,155,,3978297975,212,52.2,3978297973,141,16.4,3978297971,140,55.5,3978297969,56,Right,3978297977,213,5.8,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446033,404,1,2,50,27,4vd2t5schmvvufrfib7f2vjdf,0,42.3,82.8,2023-01-14T18:58:43.210Z,2023-01-16T11:30:14Z,3978298157,140,62.2,3978298161,212,24.5,3978298153,3,,3978298155,56,Left,3978298163,213,0.5,3978298159,141,100.0,3981215243,388,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446037,405,5,2,50,30,4vd2t5schmvvufrfib7f2vjdf,0,60.1,101.4,2023-01-14T18:58:45.814Z,2023-01-16T11:30:18Z,3978298205,233,427,3978298181,347,,3978298179,56,Left,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446039,427,5,2,50,30,3kfktv64h7kg7zryax1wktr5r,1,39.9,-1.4,2023-01-14T18:58:45.814Z,2023-01-16T11:30:17Z,3978298201,233,405,3978298185,347,,3978298183,56,Back,,,,,,,,,,,,,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446079,428,1,2,50,36,3kfktv64h7kg7zryax1wktr5r,1,41.8,0,2023-01-14T18:58:51.290Z,2023-01-16T11:30:31Z,3978298475,212,6.8,3978298473,141,8.0,3978298467,107,,3978298471,140,41.7,3978298469,56,Back,3978298477,213,1.6,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446095,429,1,2,50,36,3kfktv64h7kg7zryax1wktr5r,1,41.7,8,2023-01-14T18:58:52.030Z,2023-01-16T11:30:36Z,3978298571,141,4.9,3978298569,140,41.5,3981215701,178,,3978298575,213,4.6,3978298573,212,2.1,3978298567,56,Back,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446109,430,1,2,50,37,3kfktv64h7kg7zryax1wktr5r,1,41.5,4.9,2023-01-14T18:58:52.859Z,2023-01-16T11:30:39Z,3978298623,56,Back,3978298625,140,26.5,3981215777,178,,3978298629,212,18.3,3978298631,213,2.6,3978298627,141,18.6,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446137,431,1,2,50,41,3kfktv64h7kg7zryax1wktr5r,1,24.7,30,2023-01-14T18:58:56.786Z,2023-01-16T11:30:43Z,3978298859,212,26.4,3978298853,56,Back,3978298855,140,26.0,3978298861,213,1.5,3981215855,178,,3978298857,141,68.7,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446181,432,1,2,50,48,3kfktv64h7kg7zryax1wktr5r,0,44.2,77.5,2023-01-14T18:59:03.542Z,2023-01-16T11:30:47Z,3978299153,212,51.2,3978299145,155,,3978299155,213,0.2,3978299149,140,91.9,3978299157,1,,3978299147,56,Left,3981215929,178,,3978299151,141,93.0,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446205,406,12,2,50,52,4vd2t5schmvvufrfib7f2vjdf,1,6.8,7.3,2023-01-14T18:59:07.931Z,2023-01-16T11:30:53Z,3978299257,141,0.0,3978299313,167,,3978299261,213,4.8,3981216039,178,,3978299259,212,6.1,3978299253,56,Back,3978299255,140,7.2,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446211,407,5,2,50,54,4vd2t5schmvvufrfib7f2vjdf,0,9.8,-1.4,2023-01-14T18:59:09.666Z,2023-01-16T11:30:56Z,3978299293,347,,3978299339,233,433,3978299291,56,Back,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446195,433,5,2,50,54,3kfktv64h7kg7zryax1wktr5r,1,90.2,101.4,2023-01-14T18:59:09.666Z,2023-01-16T11:30:56Z,3978299213,347,,3978299333,233,407,3978299211,56,Left,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446251,434,1,2,50,59,3kfktv64h7kg7zryax1wktr5r,1,85.5,100,2023-01-14T18:59:14.436Z,2023-01-16T11:31:01Z,3978299519,212,6.6,3978299513,56,Left,3978299515,140,88.9,3978299511,107,,3978299521,213,5.3,3978299517,141,93.5,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446267,435,1,2,51,0,3kfktv64h7kg7zryax1wktr5r,1,88.9,93.5,2023-01-14T18:59:15.315Z,2023-01-16T11:31:05Z,3978299597,56,Left,3978299601,141,95.6,3981216225,178,,3978299605,213,2.8,3978299603,212,3.7,3978299599,140,85.6,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446283,436,1,2,51,2,3kfktv64h7kg7zryax1wktr5r,1,85.6,95.6,2023-01-14T18:59:17.322Z,2023-01-16T11:31:10Z,3978299697,141,89.9,3978299699,212,3.9,3978299701,213,4.8,3978299695,140,85.9,3981216277,178,,3978299693,56,Left,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446289,437,3,2,51,3,3kfktv64h7kg7zryax1wktr5r,0,86.2,91.8,2023-01-14T18:59:18.625Z,2023-01-16T11:31:20Z,3980617681,233,408,3981216505,178,,3980502883,464,,3978299731,56,Left,3978300027,286,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446345,408,7,2,51,3,4vd2t5schmvvufrfib7f2vjdf,1,13.8,8.2,2023-01-14T18:59:18.639Z,2023-01-16T11:31:23Z,3978299981,56,Back,3980502843,383,,3980617641,233,437,3980502809,167,,3981216579,178,,3978299983,285,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446355,409,5,2,51,4,4vd2t5schmvvufrfib7f2vjdf,0,20.4,-1.1,2023-01-14T18:59:20.227Z,2023-01-16T11:31:28Z,3978300041,56,Back,3978300043,347,,3978300199,233,438,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446383,438,5,2,51,4,3kfktv64h7kg7zryax1wktr5r,1,79.6,101.1,2023-01-14T18:59:20.227Z,2023-01-16T11:31:27Z,3978300177,347,,3978300175,56,Left,3978300191,233,409,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446481,439,1,2,51,13,3kfktv64h7kg7zryax1wktr5r,1,79.1,100,2023-01-14T18:59:28.539Z,2023-01-16T11:31:31Z,3978300743,141,93.1,3978300737,107,,3978300745,212,14.2,3978300739,56,Left,3978300747,213,5.9,3978300741,140,91.7,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446483,440,50,2,51,16,3kfktv64h7kg7zryax1wktr5r,1,94.4,96.2,2023-01-14T18:59:32.044Z,2023-01-16T11:31:53Z,3978300771,233,410,3978300755,286,,3978300753,56,Left,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446473,410,7,2,51,17,4vd2t5schmvvufrfib7f2vjdf,1,5.6,3.8,2023-01-14T18:59:32.536Z,2023-01-16T11:31:58Z,3981217117,178,,3980503699,385,,3978300689,167,,3978300691,56,Back,3978300763,233,440,3978300693,285,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446477,411,5,2,51,17,4vd2t5schmvvufrfib7f2vjdf,0,13,-1.4,2023-01-14T18:59:33.016Z,2023-01-16T11:32:03Z,3978300881,233,441,3978300705,56,Back,3978300709,347,,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446493,441,5,2,51,17,3kfktv64h7kg7zryax1wktr5r,1,87,101.4,2023-01-14T18:59:33.016Z,2023-01-16T11:32:03Z,3978300847,56,Left,3978300867,233,411,3978300849,347,,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446527,442,1,2,51,25,3kfktv64h7kg7zryax1wktr5r,1,88.8,100,2023-01-14T18:59:40.739Z,2023-01-16T11:32:07Z,3978301071,213,4.6,3978301069,212,8.3,3978301063,56,Left,3978301065,140,87.6,3978301061,107,,3978301067,141,89.4,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497446547,443,1,2,51,26,3kfktv64h7kg7zryax1wktr5r,1,87.3,89,2023-01-14T18:59:41.792Z,2023-01-16T11:32:10Z,3978301135,212,3.2,3978301133,141,93.6,3978301137,213,1.7,3978301129,56,Left,3978301131,140,86.8,3981217255,178,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
