id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2497417425,5,1,1,0,13,4vd2t5schmvvufrfib7f2vjdf,0,20.9,42.5,2023-01-14T17:48:25.331Z,2023-01-16T11:20:49Z,3978136799,1,,3978136793,141,70.1,3978136795,212,48.4,3978136787,155,,3978136797,213,0.4,3981206001,178,,3978136789,56,Center,3978136791,140,63.4,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417421,7,49,1,0,17,3kfktv64h7kg7zryax1wktr5r,1,36.6,30.1,2023-01-14T17:48:29.406Z,2023-01-16T11:20:58Z,,,,,,,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417457,8,1,1,0,17,3kfktv64h7kg7zryax1wktr5r,1,36.8,29.7,2023-01-14T17:48:29.476Z,2023-01-16T11:21:03Z,3978136953,141,12.5,3978136955,212,12.5,3978136949,56,Back,3978136957,213,5.1,3981206295,178,,3978136951,140,41.1,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417469,9,1,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,48,9.5,2023-01-14T17:48:33.289Z,2023-01-16T11:21:06Z,3978137011,141,15.3,3981206353,178,,3978137009,140,52.8,3978137013,212,6.4,3978137015,213,0.7,3978137007,56,Right,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417481,10,1,1,0,22,3kfktv64h7kg7zryax1wktr5r,1,52.8,15.3,2023-01-14T17:48:34.142Z,2023-01-16T11:21:17Z,3978137071,141,7.0,3978137069,140,56.9,3978137067,56,Right,3978137073,212,7.1,3981206495,178,,3978137075,213,5.4,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417487,11,1,1,0,24,3kfktv64h7kg7zryax1wktr5r,1,61.8,7.9,2023-01-14T17:48:36.651Z,2023-01-16T11:21:20Z,3978137107,141,40.2,3981206561,178,,3978137109,212,26.8,3978137105,140,76.5,3978137103,56,Center,3978137111,213,1.0,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417513,12,1,1,0,26,3kfktv64h7kg7zryax1wktr5r,0,76.3,41.2,2023-01-14T17:48:38.163Z,2023-01-16T11:21:26Z,3981206667,178,,3978137191,141,30.6,3978137189,140,89.5,3978137193,212,15.6,3978137195,213,5.8,3978137187,56,Center,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417503,6,43,1,0,27,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-01-14T17:48:39.224Z,2023-01-14T18:35:50Z,3978241915,144,61,3978137151,56,Back,,,,,,,,,,,,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417521,7,12,1,0,29,4vd2t5schmvvufrfib7f2vjdf,1,7.1,69.3,2023-01-14T17:48:41.115Z,2023-01-16T11:21:31Z,3981206785,178,,3978137231,212,30.1,3978137227,140,26.4,3978137225,56,Back,3978137245,167,,3978137229,141,100.0,3978137233,213,0.8,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417527,8,5,1,0,30,4vd2t5schmvvufrfib7f2vjdf,0,22,102,2023-01-14T17:48:42.800Z,2023-01-16T11:21:36Z,3978137241,56,Back,3978137243,347,,3978137503,233,13,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417587,13,5,1,0,30,3kfktv64h7kg7zryax1wktr5r,1,78,-2,2023-01-14T17:48:42.800Z,2023-01-16T11:21:36Z,3978137479,347,,3978137477,56,Right,3978137495,233,8,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417599,14,1,1,0,36,3kfktv64h7kg7zryax1wktr5r,1,81.3,0,2023-01-14T17:48:48.229Z,2023-01-16T11:21:40Z,3978137531,56,Right,3978137539,212,10.3,3978137533,140,82.9,3978137529,107,,3978137535,141,13.0,3978137541,213,1.4,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417605,15,1,1,0,37,3kfktv64h7kg7zryax1wktr5r,1,84.7,14.1,2023-01-14T17:48:49.707Z,2023-01-16T11:21:59Z,3981206997,178,,3978137585,213,5.0,3978137577,56,Right,3978137583,212,3.7,3978137581,141,8.9,3978137579,140,85.6,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417609,16,1,1,0,39,3kfktv64h7kg7zryax1wktr5r,1,85.6,8.9,2023-01-14T17:48:51.541Z,2023-01-16T11:22:02Z,3978137611,212,5.4,3978137609,141,3.8,3978137605,56,Right,3981207211,178,,3978137613,213,3.8,3978137607,140,81.6,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417629,17,1,1,0,41,3kfktv64h7kg7zryax1wktr5r,1,81.2,4.4,2023-01-14T17:48:53.533Z,2023-01-16T11:22:05Z,3978137719,212,4.9,3978137715,140,79.3,3978137713,56,Right,3978137721,213,2.0,3981207279,178,,3978137717,141,11.0,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417651,18,1,1,0,44,3kfktv64h7kg7zryax1wktr5r,1,73.5,16.1,2023-01-14T17:48:56.383Z,2023-01-16T11:22:08Z,3978137859,212,14.9,3978137853,56,Center,3978137855,140,68.1,3978137857,141,36.3,3981207349,178,,3978137861,213,2.0,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417661,19,1,1,0,47,3kfktv64h7kg7zryax1wktr5r,1,63.2,43.7,2023-01-14T17:48:59.262Z,2023-01-16T11:22:13Z,3978137919,213,1.5,3978137915,141,64.3,3981207435,178,,3978137913,140,64.4,3978137917,212,14.1,3978137911,56,Center,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417679,20,1,1,0,49,3kfktv64h7kg7zryax1wktr5r,1,65,69.9,2023-01-14T17:49:01.575Z,2023-01-16T11:22:26Z,3978138043,141,74.4,3981207539,178,,3978138045,212,8.8,3978138047,213,0.4,3978138039,56,Center,3978138041,140,72.9,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417721,21,1,1,0,53,3kfktv64h7kg7zryax1wktr5r,1,74.6,95,2023-01-14T17:49:04.861Z,2023-01-16T11:22:30Z,3978138249,56,Left,3978138253,141,81.6,3981207731,178,,3978138255,212,9.1,3978138257,213,4.7,3978138251,140,74.2,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417723,22,4,1,0,56,3kfktv64h7kg7zryax1wktr5r,1,73.4,86.4,2023-01-14T17:49:08.002Z,2023-01-16T11:22:36Z,3978138269,56,Left,3978138271,152,,3978138393,233,9,3978138267,13,,3978138275,286,,3978138273,265,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417741,9,4,1,0,56,4vd2t5schmvvufrfib7f2vjdf,0,26.6,13.6,2023-01-14T17:49:08.003Z,2023-01-16T11:22:36Z,3978138357,152,,3978138413,233,22,3978138361,285,,3978138355,56,Back,3978138353,13,,3978138359,265,,3981207811,178,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417821,23,1,1,1,11,3kfktv64h7kg7zryax1wktr5r,1,74.3,88.9,2023-01-14T17:49:23.793Z,2023-01-16T11:22:40Z,3978138775,212,2.4,3978138767,140,76.1,3978138779,213,0.7,3978138761,5,,3978138763,152,,3978138765,56,Left,3981207877,178,,3978138771,141,91.1,33yauarx84sam5u05vgyqxfxl,J. Karlsson,3978143899,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417831,24,1,1,1,12,3kfktv64h7kg7zryax1wktr5r,1,76.1,91.1,2023-01-14T17:49:24.805Z,2023-01-16T11:22:45Z,3978138811,140,72.9,3978138809,56,Left,3978138817,213,4.3,3981207931,178,,3978138815,212,8.3,3978138813,141,80.0,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417833,25,1,1,1,14,3kfktv64h7kg7zryax1wktr5r,1,72.9,80,2023-01-14T17:49:26.669Z,2023-01-16T11:22:48Z,3978138821,56,Center,3978138827,212,4.7,3981207965,178,,3978138823,140,69.0,3978138825,141,76.6,3978138829,213,3.7,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417851,26,1,1,1,16,3kfktv64h7kg7zryax1wktr5r,1,69,76.6,2023-01-14T17:49:28.009Z,2023-01-16T11:22:55Z,3978138943,213,1.1,3978138931,140,73.6,3978138935,141,89.0,3978138929,56,Left,3978138939,212,9.7,3981208103,178,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417911,27,1,1,1,19,3kfktv64h7kg7zryax1wktr5r,1,73.6,89,2023-01-14T17:49:30.962Z,2023-01-16T11:23:07Z,3978139253,155,,3978141271,210,15,3978139255,56,Center,3978139265,1,,3978139259,141,47.9,3978139263,213,5.3,3980238319,20,,3981208113,178,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,3978139257,140,1,93.2,3978141273,154,3978139251,2,3978139261,212,34.7,3980238317,223,,,,,,,,,,,,,,,,,,,,,
2497417913,28,15,1,1,20,3kfktv64h7kg7zryax1wktr5r,1,92.7,48.8,2023-01-14T17:49:32.623Z,2023-01-16T11:23:08Z,3978141285,55,27,3978141291,103,7.0,3978140941,15,,3978140939,24,,3981208255,388,,3978139275,17,,3978141293,214,,3978141297,147,49.5,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,3978141279,78,,,3978139277,56,3978140977,233,3978141283,154,,3978141289,102,Center,10,50.2,3978141281,29,3978141295,146,99.8,3978140945,328,,,,,,,,,,,
2497418013,10,10,1,1,21,4vd2t5schmvvufrfib7f2vjdf,1,0.7,50.4,2023-01-14T17:49:33.031Z,2023-01-16T11:23:10Z,3978140547,381,,3978139843,180,,3978139845,182,,3980238429,377,,3978140981,233,28,3978139847,56,Back,3978139841,174,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418097,11,4,1,1,22,4vd2t5schmvvufrfib7f2vjdf,1,1.4,49.2,2023-01-14T17:49:33.865Z,2023-01-16T11:23:21Z,3978140257,265,,3978154087,233,29,3978140251,13,,3978140259,285,,3978140253,56,Back,3978140255,152,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418163,29,4,1,1,22,3kfktv64h7kg7zryax1wktr5r,0,98.6,50.8,2023-01-14T17:49:33.866Z,2023-01-16T11:23:20Z,3978140599,286,,3978140595,152,,3978140593,56,Center,3981208463,178,,3978154115,233,11,3978140597,265,,3978140591,13,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418177,12,43,1,1,55,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-01-14T17:50:07.034Z,2023-01-14T17:50:11Z,3978140663,157,0,3978140691,189,0,3978140677,1,0,3978140669,140,48.3,3978140675,213,6.2,3978140661,5,0,3978140665,152,0,3978140837,144,1,awih1xkabe5o6afn6d85ilxw5,A. Noppert,3978140671,141,,47.5,3978140667,56,3978140673,212,,,,,,Back,50.0,,,,,,,,,,,,,,,,,,,
2497418365,13,1,1,2,13,4vd2t5schmvvufrfib7f2vjdf,1,4.6,53.3,2023-01-14T17:50:25.305Z,2023-01-16T11:23:25Z,3978141767,155,,3978141779,213,5.9,3978141773,140,61.7,3978141775,141,18.2,3981208583,178,,3978141781,1,,3978141765,5,,3978141777,212,64.5,awih1xkabe5o6afn6d85ilxw5,A. Noppert,3978141769,152,,,3978141771,56,,,,,,,,Right,,,,,,,,,,,,,,,,,,,,
2497418369,14,1,1,2,17,4vd2t5schmvvufrfib7f2vjdf,0,60.5,23.1,2023-01-14T17:50:28.984Z,2023-01-16T11:23:34Z,3978141797,56,Center,3981208759,178,,3978242597,140,63.7,3978242601,212,8.3,3978242603,213,1.2,3978242599,141,34.2,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497436499,389,8,1,2,18,3kfktv64h7kg7zryax1wktr5r,1,37.6,64.7,2023-01-14T17:50:30.003Z,2023-01-16T11:23:38Z,3980252165,383,,3981208801,178,,3978244049,56,Back,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418399,30,49,1,2,19,3kfktv64h7kg7zryax1wktr5r,1,33.3,62.7,2023-01-14T17:50:31.181Z,2023-01-16T11:23:44Z,,,,,,,,,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418429,31,1,1,2,19,3kfktv64h7kg7zryax1wktr5r,1,33.3,62.7,2023-01-14T17:50:31.273Z,2023-01-16T11:23:47Z,3978142083,141,57.5,3978142085,212,24.8,3981209001,178,,3978142079,56,Back,3978142087,213,3.3,3978142081,140,9.9,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418463,32,1,1,2,23,3kfktv64h7kg7zryax1wktr5r,1,9.9,57.5,2023-01-14T17:50:35.656Z,2023-01-16T11:23:51Z,3978142281,141,73.8,3978142287,1,,3978142275,155,,3978142279,140,52.8,3981209063,178,,3978142277,56,Center,3978142283,212,46.4,3978142285,213,0.2,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418465,33,50,1,2,27,3kfktv64h7kg7zryax1wktr5r,1,54.8,75.5,2023-01-14T17:50:39.115Z,2023-01-16T11:23:59Z,3978142291,56,Center,3978142293,286,,3978142359,233,15,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418473,15,7,1,2,28,4vd2t5schmvvufrfib7f2vjdf,1,45.2,24.5,2023-01-14T17:50:40.077Z,2023-01-16T11:24:04Z,3978142343,56,Back,3978142345,285,,3978142355,233,33,3980255043,384,,3981209295,178,,,,,,,,,,,7jtag81mvpom3bfgezx8txbdh,T. Haye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418475,16,49,1,2,30,4vd2t5schmvvufrfib7f2vjdf,1,30.1,20.3,2023-01-14T17:50:42.593Z,2023-01-16T11:24:10Z,,,,,,,,,,,,,,,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418517,17,1,1,2,30,4vd2t5schmvvufrfib7f2vjdf,1,27.6,19.7,2023-01-14T17:50:42.653Z,2023-01-16T11:24:13Z,3978142615,213,2.4,3978142597,140,9.7,3978142609,212,24.6,3978142603,141,43.0,3981209421,178,,3978142595,56,Back,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418541,18,1,1,2,35,4vd2t5schmvvufrfib7f2vjdf,1,12.2,51.3,2023-01-14T17:50:46.824Z,2023-01-16T11:24:16Z,3978142751,141,33.1,3981209509,178,,3978142747,56,Back,3978142745,155,,3978142755,213,5.8,3978142753,212,27.1,3978142749,140,35.2,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418555,19,1,1,2,36,4vd2t5schmvvufrfib7f2vjdf,0,37.4,32.6,2023-01-14T17:50:48.311Z,2023-01-16T11:24:20Z,3978142827,141,35.6,3981209603,388,,3978142821,168,,3978142831,213,0.1,3978142823,56,Center,3978142825,140,55.5,3978142829,212,19.1,3978142819,3,,7jtag81mvpom3bfgezx8txbdh,T. Haye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418571,34,44,1,2,38,3kfktv64h7kg7zryax1wktr5r,1,43.8,65.2,2023-01-14T17:50:50.039Z,2023-01-16T12:22:17Z,3978142925,56,Back,3978142927,285,,3978142989,233,20,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418557,20,44,1,2,38,4vd2t5schmvvufrfib7f2vjdf,0,56.2,34.8,2023-01-14T17:50:50.040Z,2023-01-16T11:24:24Z,3978143007,233,34,3978142837,56,Center,3978142839,286,,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
