id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2458572543,11,1,1,0,33,ccpscwdcm65czscrun048ecn5,1,62,5,2022-09-11T10:16:58.304Z,2022-09-13T11:35:13Z,3772671211,213,1.0,3772671209,212,12.0,3772671205,140,68.3,3772671203,56,Right,3777225421,178,,3772671207,141,19.7,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572565,12,1,1,0,34,ccpscwdcm65czscrun048ecn5,0,68.3,19.7,2022-09-11T10:16:58.984Z,2022-09-13T09:52:48Z,3772671307,212,20.1,3772671299,168,,3777225755,178,,3772671303,140,87.0,3772671301,56,Center,3772671305,141,26.1,3772671309,213,0.2,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458664797,835,49,1,0,37,6hsriqr3ybvyg94w2k19oal50,1,17.3,76.6,2022-09-11T10:17:02.056Z,2022-09-13T09:53:18Z,,,,,,,,,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459461445,873,43,1,0,37,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-09-11T10:17:02.169Z,2022-09-14T11:33:52Z,3777354615,233,922,3779195971,144,67,,,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459461443,922,43,1,0,37,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-11T10:17:02.170Z,2022-09-14T11:33:52Z,3777354627,233,873,3779195939,144,67,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572569,8,1,1,0,37,6hsriqr3ybvyg94w2k19oal50,0,13.3,79.3,2022-09-11T10:17:02.188Z,2022-09-13T20:49:39Z,3772671371,233,13,3772671317,140,13.1,3772671315,56,Back,3772671319,141,76.1,3772671369,236,,3777226161,178,,3772671375,286,,3772671323,213,4.6,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,3772671321,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572585,13,74,1,0,37,ccpscwdcm65czscrun048ecn5,1,86.9,26.1,2022-09-11T10:17:02.253Z,2022-09-13T11:35:31Z,3772671381,233,8,3772671363,285,,3777344847,389,,3772671361,56,Center,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572577,9,61,1,0,37,6hsriqr3ybvyg94w2k19oal50,1,12,78.5,2022-09-11T10:17:02.459Z,2022-09-13T11:35:44Z,3777227355,178,,3772671339,56,Back,,,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572611,10,12,1,0,40,6hsriqr3ybvyg94w2k19oal50,1,0.8,65.8,2022-09-11T10:17:04.893Z,2022-09-13T09:55:38Z,3772671459,56,Back,3772671467,212,27.0,3772671461,140,12.0,3777227567,178,,3772671465,141,100.0,3772671491,167,,3772671469,213,1.1,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572613,11,5,1,0,41,6hsriqr3ybvyg94w2k19oal50,0,13.8,101.5,2022-09-11T10:17:06.832Z,2022-09-13T09:55:54Z,3772671473,347,,3772671471,56,Back,3772673517,233,14,,,,,,,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572715,14,5,1,0,41,ccpscwdcm65czscrun048ecn5,1,86.2,-1.5,2022-09-11T10:17:06.832Z,2022-09-13T09:55:53Z,3772671869,347,,3772671867,56,Right,3772673513,233,11,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572761,15,1,1,0,56,ccpscwdcm65czscrun048ecn5,1,84.5,0,2022-09-11T10:17:21.525Z,2022-09-13T11:36:13Z,3772672029,212,15.3,3772672031,213,1.3,3772672021,107,,3772672025,140,88.9,3772672023,56,Right,3772672027,141,20.1,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572763,16,61,1,0,57,ccpscwdcm65czscrun048ecn5,0,88.9,20.1,2022-09-11T10:17:22.813Z,2022-09-13T09:56:32Z,3777228023,178,,3777228021,21,,3772672037,56,Right,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572749,12,12,1,0,58,6hsriqr3ybvyg94w2k19oal50,1,12.7,82.9,2022-09-11T10:17:23.355Z,2022-09-13T09:56:44Z,3772671987,212,14.2,3777228183,178,,3772671983,140,18.2,3772671985,141,100.0,3772671981,56,Back,3772671989,213,1.2,3772672011,167,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572753,13,5,1,1,0,6hsriqr3ybvyg94w2k19oal50,0,18.2,101.8,2022-09-11T10:17:24.998Z,2022-09-13T09:56:50Z,3772672001,347,,3772671999,56,Back,3772672115,233,17,,,,,,,,,,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572785,17,5,1,1,0,ccpscwdcm65czscrun048ecn5,1,81.8,-1.8,2022-09-11T10:17:24.998Z,2022-09-13T09:56:50Z,3772672097,347,,3772672095,56,Right,3772672111,233,13,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572803,18,1,1,1,4,ccpscwdcm65czscrun048ecn5,1,81.9,0,2022-09-11T10:17:29.782Z,2022-09-13T09:57:02Z,3772672167,212,8.2,3772672163,140,83.8,3772672159,107,,3772672165,141,10.1,3772672161,56,Right,3772672169,213,1.3,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572813,19,1,1,1,5,ccpscwdcm65czscrun048ecn5,1,83.8,10.1,2022-09-11T10:17:30.441Z,2022-09-13T09:57:15Z,3772672197,56,Right,3772672203,212,4.3,3772672201,141,6.7,3772672205,213,3.7,3773117349,156,,3772672199,140,80.3,3777228447,178,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572825,20,1,1,1,6,ccpscwdcm65czscrun048ecn5,1,80.3,6.7,2022-09-11T10:17:31.804Z,2022-09-13T09:57:26Z,3772672257,141,8.6,3772672251,56,Right,3772672255,140,71.0,3772672259,212,9.9,3777228575,178,,3772672261,213,3.0,,,,,,,6gabdz53gxhyp8dv6x5the4t1,H. ter Avest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572869,21,1,1,1,8,ccpscwdcm65czscrun048ecn5,1,71,8.6,2022-09-11T10:17:33.552Z,2022-09-13T09:57:32Z,3772672389,140,54.7,3777228657,178,,3772672387,56,Center,3772672393,212,27.5,3772672391,141,40.3,3772672395,213,2.2,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572889,22,1,1,1,11,ccpscwdcm65czscrun048ecn5,1,53,48.2,2022-09-11T10:17:36.604Z,2022-09-13T09:57:39Z,3772672455,56,Left,3777228749,178,,3772672457,140,62.6,3772672461,212,33.6,3772672465,1,,3772672463,213,1.3,3772672459,141,95.4,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572909,23,1,1,1,14,ccpscwdcm65czscrun048ecn5,1,61.9,94.4,2022-09-11T10:17:39.775Z,2022-09-13T09:57:53Z,3772672547,140,60.2,3772672545,56,Left,3777228883,178,,3772672549,141,81.5,3772672551,212,9.0,3772672553,213,4.5,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572925,24,1,1,1,16,ccpscwdcm65czscrun048ecn5,1,60.1,82.7,2022-09-11T10:17:41.417Z,2022-09-13T09:58:41Z,3772672599,213,2.1,3772672593,140,55.4,3772672597,212,9.4,3777229311,178,,3772672595,141,94.4,3772672591,56,Left,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572947,25,1,1,1,18,ccpscwdcm65czscrun048ecn5,1,55.4,94.4,2022-09-11T10:17:43.349Z,2022-09-13T09:59:08Z,3777229615,178,,3772672699,141,87.7,3772672697,140,39.4,3772672701,212,17.4,3772672695,56,Back,3772672703,213,3.4,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458572991,26,1,1,1,21,ccpscwdcm65czscrun048ecn5,1,39.6,87.7,2022-09-11T10:17:45.889Z,2022-09-13T09:59:20Z,3772672859,213,4.0,3772672847,56,Back,3772672857,212,30.5,3777229807,178,,3772672855,141,54.2,3772672851,140,20.3,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573019,27,1,1,1,25,ccpscwdcm65czscrun048ecn5,1,19,50.6,2022-09-11T10:17:50.778Z,2022-09-13T09:59:29Z,3772672967,213,1.0,3772672959,56,Back,3777229975,178,,3772672963,141,70.9,3772672965,212,17.0,3772672961,140,28.4,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573035,28,1,1,1,27,ccpscwdcm65czscrun048ecn5,1,28.8,69.1,2022-09-11T10:17:52.191Z,2022-09-13T09:59:35Z,3772673053,213,4.1,3772673049,141,47.9,3772673051,212,17.6,3777230059,178,,3772673045,56,Back,3772673047,140,19.2,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573049,29,1,1,1,29,ccpscwdcm65czscrun048ecn5,1,19.2,47.9,2022-09-11T10:17:54.579Z,2022-09-13T09:59:42Z,3772673123,213,5.8,3772673117,140,33.5,3777230121,178,,3772673121,212,17.2,3772673115,56,Back,3772673119,141,35.5,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573059,30,1,1,1,30,ccpscwdcm65czscrun048ecn5,1,33.5,35.5,2022-09-11T10:17:55.806Z,2022-09-13T09:59:52Z,3777230201,178,,3772673169,213,1.5,3772673165,141,49.9,3772673161,56,Back,3772673163,140,34.1,3772673167,212,9.8,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573111,31,1,1,1,32,ccpscwdcm65czscrun048ecn5,1,34.1,49.9,2022-09-11T10:17:57.501Z,2022-09-13T10:00:00Z,3772673373,213,0.8,3772673367,140,59.9,3777230291,178,,3772673365,56,Left,3772673371,212,40.2,3772673375,1,,3772673369,141,93.5,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573153,32,1,1,1,38,ccpscwdcm65czscrun048ecn5,1,66.1,89.4,2022-09-11T10:18:03.451Z,2022-09-13T10:00:12Z,3772673539,212,13.0,3772673541,213,0.3,3772673537,141,95.1,3772673533,56,Left,3777230415,178,,3772673535,140,77.9,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573157,33,1,1,1,42,ccpscwdcm65czscrun048ecn5,0,84.9,77.8,2022-09-11T10:18:07.800Z,2022-09-13T10:00:35Z,3772673567,212,14.3,3772673563,140,77.3,3772673565,141,60.3,3772673561,56,Center,3772673569,213,4.1,3777230629,178,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573161,14,49,1,1,43,6hsriqr3ybvyg94w2k19oal50,1,21.9,40.4,2022-09-11T10:18:08.808Z,2022-09-13T10:01:08Z,,,,,,,,,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573185,15,1,1,1,45,6hsriqr3ybvyg94w2k19oal50,1,21.7,35.2,2022-09-11T10:18:10.034Z,2022-09-13T10:01:20Z,3772673669,141,8.6,3772673667,140,27.7,3772673673,213,5.0,3777231115,178,,3772673665,56,Back,3772673671,212,19.2,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573205,16,1,1,1,48,6hsriqr3ybvyg94w2k19oal50,1,37.5,4.6,2022-09-11T10:18:13.781Z,2022-09-13T10:01:26Z,3772673743,56,Center,3772673747,141,28.3,3772673745,140,61.8,3777231247,178,,3772673749,212,30.2,3772673751,213,0.6,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573215,17,61,1,1,50,6hsriqr3ybvyg94w2k19oal50,0,61.8,28.5,2022-09-11T10:18:15.143Z,2022-09-13T10:01:55Z,3772673771,56,Center,3777231683,178,,,,,,,,,,,,,,,,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573233,34,1,1,1,51,ccpscwdcm65czscrun048ecn5,1,38.7,78.7,2022-09-11T10:18:16.100Z,2022-09-13T11:37:16Z,3772673829,213,0.8,3772673819,3,,3772673827,212,8.0,3772673823,140,44.1,3777231825,388,,3772673825,141,87.1,3772673821,56,Back,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458573241,35,1,1,1,52,ccpscwdcm65czscrun048ecn5,1,44.1,87.1,2022-09-11T10:18:17.682Z,2022-09-13T11:38:01Z,3777232107,178,,3772673875,140,40.7,3772673877,141,85.4,3772673873,56,Back,3772673893,156,,3772673879,212,3.8,3772673881,213,3.5,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459462627,956,43,1,1,53,ccpscwdcm65czscrun048ecn5,1,0,0,2022-09-11T10:18:18.395Z,2022-09-13T11:46:58Z,3777359441,178,0,3777359917,144,82,,,,,,,,,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
