id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2530463537,508,1,2,56,40,6hsriqr3ybvyg94w2k19oal50,0,53.9,32.7,2023-04-08T18:01:46.904Z,2023-04-08T18:01:52Z,4173418827,213,0.5,4173418817,155,,4173418821,140,90.4,4173418819,56,Center,4173418829,1,,4173418823,141,61.4,4173418825,212,43.0,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463555,537,44,2,56,43,b79uipsy57y1jqpy07h4i5ovk,1,9.8,41.4,2023-04-08T18:01:50.286Z,2023-04-08T18:01:52Z,4173418917,56,Back,4173418919,285,,4173418935,233,509,,,,,,,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463543,509,44,2,56,43,6hsriqr3ybvyg94w2k19oal50,0,90.2,58.6,2023-04-08T18:01:50.287Z,2023-04-08T18:01:54Z,4173419041,233,537,4173418853,56,Center,4173418855,286,,,,,,,,,,,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463567,538,12,2,56,44,b79uipsy57y1jqpy07h4i5ovk,1,10.3,44.2,2023-04-08T18:01:51.071Z,2023-04-08T18:01:54Z,4173418969,213,4.0,4173418965,141,23.0,4173418963,140,0.0,4173419079,15,,4173418961,56,Back,4173418967,212,18.7,4173419107,167,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463563,510,6,2,56,44,6hsriqr3ybvyg94w2k19oal50,1,93.2,65.3,2023-04-08T18:01:51.327Z,2023-04-08T18:01:55Z,4173418953,56,Center,4173419201,233,539,4173418955,73,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463595,539,6,2,56,44,b79uipsy57y1jqpy07h4i5ovk,0,6.8,34.7,2023-04-08T18:01:51.327Z,2023-04-08T18:39:45Z,4173419193,233,510,4173419093,56,Back,4173419095,73,,,,,,,,,,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464279,512,1,2,57,25,6hsriqr3ybvyg94w2k19oal50,1,99.6,99.3,2023-04-08T18:02:32.040Z,2023-04-08T18:05:50Z,4173422627,212,27.8,4173422617,155,,4173422621,56,Center,4173441581,154,,4173422615,6,,4173422625,141,59.6,4173441579,210,13,4173422619,224,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,1,4173422613,2,,4173422629,213,4173422623,140,93.3,4.5,,,,,,,,,,,,,,,,,,,,,,,
2530464291,513,44,2,57,27,6hsriqr3ybvyg94w2k19oal50,1,93.6,58.4,2023-04-08T18:02:34.462Z,2023-04-08T18:02:37Z,4173422715,56,Center,4173422883,233,540,4173422717,286,,,,,,,,,,,,,,,,,b2uznyb9b8fxsy57450mbmwru,M. Sankoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464313,540,44,2,57,27,b79uipsy57y1jqpy07h4i5ovk,0,6.4,41.6,2023-04-08T18:02:34.463Z,2023-04-08T18:02:37Z,4173422925,233,513,4173422823,56,Back,4173422827,285,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464297,514,13,2,57,28,6hsriqr3ybvyg94w2k19oal50,1,94.4,61.2,2023-04-08T18:02:34.838Z,2023-04-08T18:05:50Z,4173441643,147,50.5,4173441637,103,11.1,4173441627,29,,4173441631,55,512,4173441625,75,,4173441635,102,39.3,4173440929,25,,4173440933,61,,b2uznyb9b8fxsy57450mbmwru,M. Sankoh,,4173440937,328,,4173440931,15,4173441645,230,99.3,,4173441641,146,96.9,4173422747,56,4173441639,153,,Center,4173441629,154,,4173441647,231,53.2,,,,,,,,
2530464345,541,12,2,57,28,b79uipsy57y1jqpy07h4i5ovk,1,4.7,53.3,2023-04-08T18:02:35.071Z,2023-04-08T18:18:06Z,4173425635,15,,4173422981,56,Back,4173422987,212,26.7,4173422989,213,0.2,4173422985,141,59.3,4173422983,140,29.8,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464415,542,3,2,57,30,b79uipsy57y1jqpy07h4i5ovk,0,28.2,59.7,2023-04-08T18:02:36.614Z,2023-04-08T18:18:02Z,4173518663,233,649,4173493035,285,,4173423371,56,Back,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530481169,649,7,2,57,30,6hsriqr3ybvyg94w2k19oal50,0,71.8,40.3,2023-04-08T18:02:36.615Z,2023-04-08T18:17:47Z,4173517183,233,542,4173516909,286,,4173516907,56,Center,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530479877,660,61,2,57,34,b79uipsy57y1jqpy07h4i5ovk,1,33.3,71.7,2023-04-08T18:02:40.864Z,2023-04-08T18:50:57Z,4173509809,56,Back,,,,,,,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464517,517,43,2,57,34,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-04-08T18:02:41.035Z,2023-04-08T18:18:01Z,4173518567,144,7,4173487163,233,542,4173493065,286,0,4173423925,56,Center,,,,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464435,515,1,2,57,34,6hsriqr3ybvyg94w2k19oal50,1,69.7,41.7,2023-04-08T18:02:41.518Z,2023-04-08T18:18:10Z,4173423487,141,35.5,4173423489,212,13.9,4173423485,140,57.1,4173423483,56,Center,4173423493,213,3.5,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464483,516,1,2,57,36,6hsriqr3ybvyg94w2k19oal50,1,53.3,32.2,2023-04-08T18:02:42.926Z,2023-04-08T18:02:45Z,4173423773,212,32.1,4173423775,213,2.9,4173423767,56,Back,4173423777,1,,4173423769,140,23.7,4173423771,141,44.0,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464507,543,45,2,57,37,b79uipsy57y1jqpy07h4i5ovk,0,79.5,60.8,2023-04-08T18:02:43.846Z,2023-04-08T18:19:12Z,4173423875,286,,4173525465,233,657,4173423873,56,Center,,,,,,,,,,,,,,,,7sa0cx70w7dc0ahu5sm0ziz11,R. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530482753,657,3,2,57,37,6hsriqr3ybvyg94w2k19oal50,1,20.5,39.2,2023-04-08T18:02:43.846Z,2023-04-08T18:19:13Z,4173525399,233,543,4173525363,56,Back,4173525369,285,,,,,,,,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464583,518,1,2,57,40,6hsriqr3ybvyg94w2k19oal50,1,24.2,43,2023-04-08T18:02:47.414Z,2023-04-08T18:19:13Z,4173424323,140,29.5,4173424327,141,67.3,4173424331,212,17.4,4173424321,56,Back,4173424335,213,1.2,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464697,519,1,2,57,44,6hsriqr3ybvyg94w2k19oal50,1,29,62,2023-04-08T18:02:51.502Z,2023-04-08T18:02:58Z,4173424981,140,33.7,4173424987,213,4.9,4173424979,56,Back,4173424985,212,24.7,4173424983,141,26.4,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464741,520,1,2,57,52,6hsriqr3ybvyg94w2k19oal50,1,56.5,8.2,2023-04-08T18:02:58.582Z,2023-04-08T18:03:01Z,4173425227,141,20.4,4173425231,213,1.6,4173425225,140,56.2,4173425223,56,Right,4173425229,212,8.3,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464869,521,1,2,57,54,6hsriqr3ybvyg94w2k19oal50,1,56.5,21.6,2023-04-08T18:03:01.126Z,2023-04-08T18:03:09Z,4173426003,212,22.3,4173425997,56,Back,4173426001,141,51.2,4173425999,140,47.3,4173426005,213,2.0,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464889,522,1,2,58,2,6hsriqr3ybvyg94w2k19oal50,1,47,44,2023-04-08T18:03:09.206Z,2023-04-08T18:03:10Z,4173426095,140,33.0,4173426101,212,22.7,4173426099,141,18.6,4173426089,56,Back,4173426103,213,4.0,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464937,523,1,2,58,4,6hsriqr3ybvyg94w2k19oal50,1,31.2,17.3,2023-04-08T18:03:10.606Z,2023-04-08T18:03:13Z,4173426355,212,32.0,4173426353,141,56.7,4173426349,56,Back,4173426351,140,14.6,4173426357,213,2.1,,,,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530464983,524,1,2,58,6,6hsriqr3ybvyg94w2k19oal50,1,17.7,62.4,2023-04-08T18:03:13.214Z,2023-04-08T18:07:44Z,4173426637,213,1.0,4173426631,140,32.1,4173426629,56,Back,4173426635,212,28.0,4173426633,141,97.1,,,,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465013,525,1,2,58,9,6hsriqr3ybvyg94w2k19oal50,0,32.2,96.9,2023-04-08T18:03:16.158Z,2023-04-08T18:03:19Z,4173426781,140,57.6,4173426787,213,6.2,4173426777,155,,4173426779,56,Left,4173426785,212,26.8,4173426783,141,92.4,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465017,544,8,2,58,11,b79uipsy57y1jqpy07h4i5ovk,1,42.5,15.8,2023-04-08T18:03:17.582Z,2023-04-08T18:03:18Z,4173426803,56,Back,,,,,,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465061,545,49,2,58,12,b79uipsy57y1jqpy07h4i5ovk,1,45.8,6.1,2023-04-08T18:03:18.895Z,2023-04-08T18:03:21Z,,,,,,,,,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465127,546,1,2,58,12,b79uipsy57y1jqpy07h4i5ovk,1,45.8,6.1,2023-04-08T18:03:19.182Z,2023-04-08T18:03:24Z,4173427405,1,,4173427397,140,62.4,4173427395,56,Center,4173427401,212,21.9,4173427403,213,0.6,4173427393,157,,4173427399,141,25.5,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465133,547,61,2,58,16,b79uipsy57y1jqpy07h4i5ovk,0,62.4,25.5,2023-04-08T18:03:22.590Z,2023-04-08T18:03:24Z,4173427429,56,Center,,,,,,,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465149,526,49,2,58,16,6hsriqr3ybvyg94w2k19oal50,1,34.3,81.8,2023-04-08T18:03:23.528Z,2023-04-08T18:03:25Z,,,,,,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465229,527,1,2,58,18,6hsriqr3ybvyg94w2k19oal50,1,28.7,81.2,2023-04-08T18:03:25.510Z,2023-04-08T18:03:29Z,4173427967,212,30.0,4173427965,141,53.9,4173427959,140,6.3,4173427969,213,3.8,4173427955,56,Back,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465293,528,1,2,58,23,6hsriqr3ybvyg94w2k19oal50,0,8,54,2023-04-08T18:03:29.672Z,2023-04-08T18:03:34Z,4173428225,157,,4173428233,212,58.3,4173428229,140,57.0,4173428241,1,,4173428231,141,94.2,4173428237,213,0.5,4173428227,56,Left,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465289,548,44,2,58,25,b79uipsy57y1jqpy07h4i5ovk,1,43.2,9.6,2023-04-08T18:03:31.646Z,2023-04-08T18:03:33Z,4173428213,285,,4173428303,233,529,4173428211,56,Back,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465301,529,44,2,58,25,6hsriqr3ybvyg94w2k19oal50,0,56.8,90.4,2023-04-08T18:03:31.647Z,2023-04-08T18:03:34Z,4173428285,286,,4173428283,56,Left,4173428429,233,548,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465315,549,1,2,58,25,b79uipsy57y1jqpy07h4i5ovk,0,43.5,13.4,2023-04-08T18:03:31.998Z,2023-04-08T18:03:34Z,4173428363,56,Right,4173428369,212,19.5,4173428361,3,,4173428367,141,0.0,4173428373,213,5.8,4173428365,140,59.6,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465417,530,5,2,58,26,6hsriqr3ybvyg94w2k19oal50,1,39,101.5,2023-04-08T18:03:33.177Z,2023-04-08T18:48:12Z,4173428961,233,550,4173428953,56,Back,4173428955,347,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465331,550,5,2,58,26,b79uipsy57y1jqpy07h4i5ovk,0,61,-1.5,2023-04-08T18:03:33.177Z,2023-04-08T18:03:40Z,4173428491,347,,4173428489,56,Right,4173428995,233,530,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465443,531,1,2,58,33,6hsriqr3ybvyg94w2k19oal50,1,37.7,100,2023-04-08T18:03:40.214Z,2023-04-08T18:03:41Z,4173429105,140,42.9,4173429101,107,,4173429111,213,5.6,4173429107,141,95.4,4173429103,56,Back,4173429109,212,7.1,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465469,532,1,2,58,35,6hsriqr3ybvyg94w2k19oal50,1,41.1,94.2,2023-04-08T18:03:41.614Z,2023-04-08T18:03:42Z,4173429237,56,Back,4173429245,213,2.3,4173429243,212,2.6,4173429239,140,39.5,4173429241,141,97.2,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465501,533,1,2,58,36,6hsriqr3ybvyg94w2k19oal50,1,39.5,97.2,2023-04-08T18:03:42.638Z,2023-04-08T18:03:44Z,4173429443,213,4.6,4173429437,141,88.6,4173429429,56,Back,4173429433,140,39.0,4173429441,212,5.9,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465549,534,1,2,58,38,6hsriqr3ybvyg94w2k19oal50,1,41.7,88.3,2023-04-08T18:03:44.702Z,2023-04-08T18:03:47Z,4173429685,141,74.7,4173429681,56,Center,4173429691,212,21.4,4173429683,140,60.1,4173429693,213,5.8,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465597,535,1,2,58,41,6hsriqr3ybvyg94w2k19oal50,1,63.4,90,2023-04-08T18:03:47.702Z,2023-04-08T18:03:51Z,4173430041,141,97.8,4173430039,140,73.1,4173430043,212,11.5,4173430045,213,0.5,4173430037,56,Left,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465645,536,1,2,58,44,6hsriqr3ybvyg94w2k19oal50,1,73.1,92,2023-04-08T18:03:51.437Z,2023-04-08T18:03:54Z,4173430273,56,Center,4173430279,212,19.1,4173430275,140,88.9,4173430277,141,78.2,4173430281,213,5.8,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465725,537,1,2,58,47,6hsriqr3ybvyg94w2k19oal50,1,95.9,71.5,2023-04-08T18:03:54.110Z,2023-04-08T18:51:00Z,4173430671,140,83.7,4173430681,213,3.8,4173431465,210,13,4173430675,141,56.3,4173431467,154,,4173430977,195,,4173430667,56,Center,4173430679,212,16.5,4idru0svqcqjpi03b4jhqyd3p,M. Bero,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465731,538,13,2,58,48,6hsriqr3ybvyg94w2k19oal50,1,82.5,56.1,2023-04-08T18:03:54.933Z,2023-04-08T18:51:01Z,4173431519,231,52.2,4173431503,29,,4173431513,103,79.2,4173430709,22,,4173430713,56,Center,4173433169,18,,4173431099,20,,4173431501,74,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,4173431511,102,52.4,4173431517,230,4173431507,55,537,98.2,4173431505,154,,4173431515,328,,,,,,,,,,,,,,,,,,
2530465749,539,5,2,58,49,6hsriqr3ybvyg94w2k19oal50,0,100.5,51.2,2023-04-08T18:03:55.630Z,2023-04-08T18:48:12Z,4173430945,233,551,4173430841,346,,4173430839,56,Center,,,,,,,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530465695,551,5,2,58,49,b79uipsy57y1jqpy07h4i5ovk,1,-0.5,48.8,2023-04-08T18:03:55.630Z,2023-04-08T18:03:58Z,4173430519,56,Back,4173430901,233,539,4173430521,346,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466087,552,1,2,59,11,b79uipsy57y1jqpy07h4i5ovk,1,2.7,46.4,2023-04-08T18:04:18.110Z,2023-04-08T18:04:22Z,4173432735,56,Back,4173432743,213,5.4,4173432737,140,12.2,4173433219,189,,4173432741,212,16.3,4173432747,237,,4173432733,124,,4173432739,141,27.4,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466115,553,1,2,59,12,b79uipsy57y1jqpy07h4i5ovk,1,12.2,27.4,2023-04-08T18:04:18.702Z,2023-04-08T18:04:23Z,4173432913,141,48.7,4173433341,189,,4173432909,56,Back,4173432915,212,16.7,4173432917,213,2.1,4173432911,140,4.2,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466131,554,1,2,59,13,b79uipsy57y1jqpy07h4i5ovk,0,4.2,48.7,2023-04-08T18:04:19.758Z,2023-04-08T18:04:20Z,4173432981,56,Back,4173432987,212,45.3,4173432991,1,,4173432989,213,0.9,4173432985,141,100.0,4173432983,140,30.1,4173432979,155,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466363,540,5,2,59,14,6hsriqr3ybvyg94w2k19oal50,1,69.1,-1.4,2023-04-08T18:04:20.628Z,2023-04-08T18:48:13Z,4173434237,56,Right,4173434239,347,,4173434279,233,555,,,,,,,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466139,555,5,2,59,14,b79uipsy57y1jqpy07h4i5ovk,0,30.9,101.4,2023-04-08T18:04:20.628Z,2023-04-08T18:04:34Z,4173433013,347,,4173433011,56,Back,4173434331,233,540,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466393,541,1,2,59,26,6hsriqr3ybvyg94w2k19oal50,1,68.2,0,2023-04-08T18:04:33.077Z,2023-04-08T18:04:34Z,4173434405,212,24.6,4173434407,213,2.8,4173434403,141,10.1,4173434409,1,,4173434389,107,,4173434399,140,45.8,4173434393,56,Back,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466445,542,1,2,59,27,6hsriqr3ybvyg94w2k19oal50,1,45.9,11.1,2023-04-08T18:04:34.341Z,2023-04-08T18:04:38Z,4173434703,141,55.2,4173434699,56,Back,4173434707,213,1.9,4173434701,140,36.4,4173434705,212,31.6,,,,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466527,543,1,2,59,31,6hsriqr3ybvyg94w2k19oal50,1,37.7,61.5,2023-04-08T18:04:38.165Z,2023-04-08T18:04:41Z,4173435113,213,1.2,4173435109,141,96.6,4173435107,140,45.4,4173435111,212,25.2,4173435105,56,Back,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466629,544,1,2,59,35,6hsriqr3ybvyg94w2k19oal50,1,43.7,94.2,2023-04-08T18:04:41.661Z,2023-04-08T18:04:47Z,4173435621,212,39.3,4173435617,140,24.9,4173435615,56,Back,4173435625,1,,4173435619,141,44.2,4173435623,213,4.2,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466697,545,1,2,59,40,6hsriqr3ybvyg94w2k19oal50,1,24.7,43.3,2023-04-08T18:04:46.893Z,2023-04-08T18:04:50Z,4173435965,213,1.6,4173435963,212,19.4,4173435959,140,24.4,4173435961,141,71.8,4173435957,56,Back,,,,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466767,546,1,2,59,44,6hsriqr3ybvyg94w2k19oal50,1,18.9,76.3,2023-04-08T18:04:50.709Z,2023-04-08T18:04:55Z,4173436351,213,4.2,4173436347,141,44.5,4173436343,56,Back,4173436345,140,7.2,4173436349,212,24.9,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466819,547,1,2,59,48,6hsriqr3ybvyg94w2k19oal50,1,9.8,35.7,2023-04-08T18:04:55.518Z,2023-04-08T18:04:59Z,4173436623,212,44.5,4173436619,140,51.9,4173436617,56,Center,4173436621,141,43.1,4173436627,1,,4173436625,213,0.1,4173436615,155,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466845,548,1,2,59,52,6hsriqr3ybvyg94w2k19oal50,1,42,37.7,2023-04-08T18:04:59.261Z,2023-04-08T18:05:01Z,4173436785,212,4.1,4173436783,141,33.3,4173436779,56,Back,4173436787,213,4.0,4173436781,140,39.4,,,,,,,,,,b2uznyb9b8fxsy57450mbmwru,M. Sankoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466925,549,1,2,59,54,6hsriqr3ybvyg94w2k19oal50,1,40.8,35.1,2023-04-08T18:05:01.143Z,2023-04-08T18:05:07Z,4173437335,140,73.3,4173437331,155,,4173437337,141,45.1,4173437343,1,,4173437333,56,Center,4173437339,212,34.8,4173437341,213,0.2,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466933,550,61,2,59,59,6hsriqr3ybvyg94w2k19oal50,0,73.8,44.3,2023-04-08T18:05:06.461Z,2023-04-08T18:05:11Z,4173437389,56,Center,,,,,,,,,,,,,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466997,556,4,2,60,2,b79uipsy57y1jqpy07h4i5ovk,1,25.1,59,2023-04-08T18:05:08.565Z,2023-04-08T18:07:54Z,4173437735,13,,4173437743,285,,4173437737,295,,4173437739,56,Back,4173437741,152,,4173437785,233,551,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530466983,551,4,2,60,2,6hsriqr3ybvyg94w2k19oal50,0,74.9,41,2023-04-08T18:05:08.566Z,2023-04-08T18:05:11Z,4173437821,233,556,4173437689,152,,4173437683,13,,4173437685,295,,4173437687,56,Center,4173437691,286,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530467163,557,1,2,60,11,b79uipsy57y1jqpy07h4i5ovk,1,22.9,67.6,2023-04-08T18:05:17.853Z,2023-04-08T18:05:19Z,4173438655,213,5.9,4173438649,140,29.1,4173438643,5,,4173438651,141,63.7,4173438653,212,7.0,4173438645,152,,4173438647,56,Back,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
