id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2500005813,1669,67,1,0,9,ears40cp6opsgvhsy0dgyszpd,1,56.7,12.3,2023-01-21T19:00:18.660Z,2023-01-23T19:35:48Z,3991778777,233,1551,,,,,,,,,,,,,,,,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499991151,1030,43,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-21T19:00:18.661Z,2023-01-23T11:23:01Z,3991715785,233,1086,3991778545,144,67,,,,,,,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500005811,1551,67,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,0,43.3,87.7,2023-01-21T19:00:18.661Z,2023-01-23T11:23:38Z,3991778781,233,1669,,,,,,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500006551,1553,83,1,0,11,89w5c6pw7vn0dxypi61tt0g4k,1,46.8,95.2,2023-01-21T19:00:20.061Z,2023-01-23T11:28:49Z,3991781305,399,111279,,,,,,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398067,8,1,1,0,11,ears40cp6opsgvhsy0dgyszpd,1,53.7,3.4,2023-01-21T19:00:20.123Z,2023-01-23T09:19:23Z,3988579617,213,6.1,3991676891,178,,3988579609,56,Right,3988579615,212,9.3,3988579613,141,1.1,3988579611,140,62.4,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398089,9,1,1,0,13,ears40cp6opsgvhsy0dgyszpd,0,62.4,1.1,2023-01-21T19:00:22.250Z,2023-01-23T09:19:29Z,3988579727,212,6.4,3988579721,56,Right,3991676945,178,,3988579729,213,0.2,3988579725,141,3.4,3988579723,140,68.3,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499991199,1033,43,1,0,14,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-21T19:00:23.399Z,2023-01-23T11:28:11Z,3991715963,233,1088,3991781033,144,67,,,,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500006493,1552,67,1,0,14,89w5c6pw7vn0dxypi61tt0g4k,1,31,93.2,2023-01-21T19:00:23.399Z,2023-01-23T19:35:49Z,3991781143,233,1670,,,,,,,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499991197,1088,43,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-01-21T19:00:23.400Z,2023-01-23T11:28:12Z,3991715967,233,1033,3991781035,144,67,,,,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500006487,1670,67,1,0,14,ears40cp6opsgvhsy0dgyszpd,0,69,6.8,2023-01-21T19:00:23.400Z,2023-01-23T11:28:19Z,3991781149,233,1552,,,,,,,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398107,5,8,1,0,14,89w5c6pw7vn0dxypi61tt0g4k,1,30.2,94.7,2023-01-21T19:00:23.450Z,2023-01-23T19:35:49Z,3991677073,178,,3989579687,385,,3988579841,56,Back,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398085,3,43,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-21T19:00:24.774Z,2023-01-21T19:00:30Z,3988580083,144,49,,,,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398103,4,43,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-21T19:00:25.027Z,2023-01-21T19:00:29Z,3988579821,141,94.7,3988579819,140,30.2,3988579825,213,3.5,3988579823,212,7.3,3988579991,144,1,3988579817,56,Back,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398117,6,5,1,0,18,89w5c6pw7vn0dxypi61tt0g4k,0,30.6,101.4,2023-01-21T19:00:26.745Z,2023-01-23T09:19:41Z,3988579903,347,,3988579901,56,Back,3988580177,233,10,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398159,10,5,1,0,18,ears40cp6opsgvhsy0dgyszpd,1,69.4,-1.4,2023-01-21T19:00:26.745Z,2023-01-23T09:19:40Z,3988580159,233,6,3988580105,347,,3988580103,56,Right,,,,,,,,,,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398215,11,1,1,0,24,ears40cp6opsgvhsy0dgyszpd,0,69.1,0,2023-01-21T19:00:33.088Z,2023-01-23T09:19:45Z,3988580361,140,77.1,3988580373,213,1.1,3988580359,56,Center,3988580365,141,25.2,3988580369,212,20.1,3988580357,107,,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499991315,1034,67,1,0,25,89w5c6pw7vn0dxypi61tt0g4k,1,25.9,79.6,2023-01-21T19:00:34.441Z,2023-01-23T11:09:43Z,3991716511,233,1095,,,,,,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499991311,1095,67,1,0,25,ears40cp6opsgvhsy0dgyszpd,0,74.1,20.4,2023-01-21T19:00:34.442Z,2023-01-23T10:24:46Z,3991716529,233,1034,,,,,,,,,,,,,,,,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398211,7,8,1,0,25,89w5c6pw7vn0dxypi61tt0g4k,1,25.6,78.9,2023-01-21T19:00:34.481Z,2023-01-23T11:09:43Z,3988580343,56,Back,3991677337,178,,3989580313,385,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398229,8,49,1,0,26,89w5c6pw7vn0dxypi61tt0g4k,1,33.1,89.1,2023-01-21T19:00:35.105Z,2023-01-23T09:20:09Z,,,,,,,,,,,,,,,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398257,9,1,1,0,26,89w5c6pw7vn0dxypi61tt0g4k,1,30.8,84.5,2023-01-21T19:00:35.710Z,2023-01-23T09:20:19Z,3991677551,178,,3988580571,140,28.6,3988580569,56,Back,3988580577,213,1.9,3988580575,212,8.0,3988580573,141,95.8,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398277,10,1,1,0,29,89w5c6pw7vn0dxypi61tt0g4k,1,29,94.8,2023-01-21T19:00:38.210Z,2023-01-23T09:20:29Z,3988580691,56,Back,3988580697,212,16.7,3988580695,141,89.1,3988580693,140,13.5,3991677677,178,,3988580699,213,3.4,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398291,11,1,1,0,30,89w5c6pw7vn0dxypi61tt0g4k,0,13.6,90.2,2023-01-21T19:00:39.374Z,2023-01-23T09:20:34Z,3988580789,56,Back,3988580795,212,30.9,3988580793,141,91.2,3988580797,213,0.0,3988580787,155,,3991677737,178,,3988580791,140,43.0,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398321,12,1,1,0,32,ears40cp6opsgvhsy0dgyszpd,0,54.7,10.1,2023-01-21T19:00:41.385Z,2023-01-23T09:21:44Z,3988580967,213,0.7,3988580959,56,Center,3988580961,140,68.1,3988580957,3,,3991678633,178,,3988580963,141,27.0,3988580965,212,18.2,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398339,12,44,1,0,34,89w5c6pw7vn0dxypi61tt0g4k,1,32.6,77,2023-01-21T19:00:43.289Z,2023-01-23T11:09:43Z,3988581093,233,13,3988581089,56,Back,3988581091,285,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398327,13,44,1,0,34,ears40cp6opsgvhsy0dgyszpd,0,67.4,23,2023-01-21T19:00:43.290Z,2023-01-23T09:21:50Z,3988581109,233,12,3988580991,56,Center,3988580993,286,,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398349,13,1,1,0,34,89w5c6pw7vn0dxypi61tt0g4k,0,33.3,80.9,2023-01-21T19:00:43.355Z,2023-01-23T11:09:44Z,3988581145,56,Back,3988581143,3,,3988581151,212,8.3,3988581149,141,86.1,3991678749,388,,3988581147,140,40.5,3988581153,213,0.4,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398379,14,1,1,0,35,ears40cp6opsgvhsy0dgyszpd,0,59.4,28.6,2023-01-21T19:00:44.218Z,2023-01-23T09:21:59Z,3988581323,140,68.5,3988581331,212,33.8,3988756385,155,,3988581339,1,,3988581321,56,Center,3988581327,141,76.3,3988581333,213,1.3,3991678789,178,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398385,15,61,1,0,38,ears40cp6opsgvhsy0dgyszpd,1,68.5,76.3,2023-01-21T19:00:47.655Z,2023-01-23T09:22:19Z,3991679007,178,,3991679005,15,,3988581369,56,Center,,,,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398407,14,43,1,0,43,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-21T19:00:52.564Z,2023-01-21T19:00:57Z,3988581727,144,49,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398421,15,1,1,0,45,89w5c6pw7vn0dxypi61tt0g4k,0,16.9,2.8,2023-01-21T19:00:53.741Z,2023-01-23T09:22:28Z,3988581539,212,0.6,3988581543,213,6.1,3988581623,233,16,3988581535,141,2.6,3991679123,178,,3988581621,236,,3988581531,140,17.5,3988581627,286,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,3988581547,1,3988581525,157,3988581529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398427,16,74,1,0,45,ears40cp6opsgvhsy0dgyszpd,1,78.2,97.7,2023-01-21T19:00:53.785Z,2023-01-23T09:22:36Z,3991679315,389,,3988581577,285,,3988581669,233,15,3988581575,56,Left,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398541,16,5,1,0,45,89w5c6pw7vn0dxypi61tt0g4k,1,20.2,-1.2,2023-01-21T19:00:54.594Z,2023-01-23T09:22:39Z,3988582281,233,17,3988582247,56,Back,3988582249,347,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398447,17,5,1,0,45,ears40cp6opsgvhsy0dgyszpd,0,79.8,101.2,2023-01-21T19:00:54.594Z,2023-01-23T09:22:40Z,3988581715,347,,3988581713,56,Left,3988582305,233,16,,,,,,,,,,,,,,,,ae7ij4u0xy9iru6qvdw2i9fu2,M. Breij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398557,17,1,1,0,57,89w5c6pw7vn0dxypi61tt0g4k,1,22.2,0,2023-01-21T19:01:05.863Z,2023-01-23T09:22:44Z,3988582357,140,22.4,3988582363,213,1.6,3988582359,141,14.7,3988582355,56,Back,3988582353,107,,3988582361,212,10.5,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499428169,417,1,1,0,57,89w5c6pw7vn0dxypi61tt0g4k,0,16.2,9.4,2023-01-21T19:01:06.130Z,2023-01-23T09:27:22Z,3988746541,56,Back,3991681317,178,,3988746547,212,22.0,3988746545,141,11.6,3988746543,140,37.1,3988746549,213,0.1,3988746551,1,,3988746539,157,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398581,18,1,1,0,59,ears40cp6opsgvhsy0dgyszpd,1,53.8,91.1,2023-01-21T19:01:07.754Z,2023-01-23T09:27:30Z,3991681365,388,,3988582487,3,,3988582497,213,0.1,3988582491,140,73.2,3988582489,56,Left,3988582493,141,93.6,3988582495,212,20.4,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499586167,827,1,1,1,0,ears40cp6opsgvhsy0dgyszpd,0,66.5,91.3,2023-01-21T19:01:09.354Z,2023-01-23T09:27:45Z,3989583595,140,74.3,3989583593,56,Left,3989583599,212,8.3,3991681419,388,,3989583591,168,,3989583601,213,0.1,3989583597,141,93.1,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398605,18,1,1,1,2,89w5c6pw7vn0dxypi61tt0g4k,1,25.7,9.2,2023-01-21T19:01:11.387Z,2023-01-23T09:27:50Z,3988582647,212,14.2,3988582641,56,Back,3988582649,213,0.1,3988582639,3,,3991681447,178,,3988582643,140,39.2,3988582645,141,10.4,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398645,19,1,1,1,4,89w5c6pw7vn0dxypi61tt0g4k,0,35.9,9.7,2023-01-21T19:01:13.264Z,2023-01-23T09:27:56Z,3988582877,3,,3991681467,178,,3988582885,212,14.0,3988582883,141,0.0,3988582881,140,24.3,3988582879,56,Back,3988582887,213,3.7,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398823,19,5,1,1,7,ears40cp6opsgvhsy0dgyszpd,1,73.8,101.2,2023-01-21T19:01:16.162Z,2023-01-23T09:28:06Z,3988583855,56,Left,3988583883,233,20,3988583857,347,,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398651,20,5,1,1,7,89w5c6pw7vn0dxypi61tt0g4k,0,26.2,-1.2,2023-01-21T19:01:16.162Z,2023-01-23T09:28:07Z,3988583923,233,19,3988582917,56,Back,3988582919,347,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398845,20,1,1,1,25,ears40cp6opsgvhsy0dgyszpd,1,75.1,100,2023-01-21T19:01:34.514Z,2023-01-23T09:28:09Z,3988584015,213,4.9,3988584007,140,76.5,3988584013,212,9.2,3988584009,141,88.0,3988584005,56,Left,3988584003,107,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499398863,21,1,1,1,26,ears40cp6opsgvhsy0dgyszpd,1,76.5,88,2023-01-21T19:01:35.484Z,2023-01-23T09:28:15Z,3988584125,56,Left,3991681629,178,,3988584129,140,75.6,3988584141,213,1.7,3988584139,212,5.3,3988584133,141,95.7,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
