id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist
2455850271,7,61,1,0,14,6hsriqr3ybvyg94w2k19oal50,0,34.2,85.9,2022-09-04T14:47:44.463Z,2022-09-07T06:29:47Z,3758137657,56,Back,3763587607,178,,,,,,,,,,,,,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850299,5,1,1,0,18,cos9hxi16eitbcbthof7zrm4m,1,83,6.8,2022-09-04T14:47:48.446Z,2022-09-07T06:29:54Z,3758137785,140,75.8,3758137799,213,2.0,3758137789,141,31.5,3758137781,56,Center,3763587709,178,,3758137795,212,18.4,,,,,,,4k9shzwgauyy7w2911uev75yh,F. Krüger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850315,6,3,1,0,20,cos9hxi16eitbcbthof7zrm4m,1,71.6,36,2022-09-04T14:47:50.466Z,2022-09-07T06:30:02Z,3758137887,56,Center,3758137931,233,8,3758137889,286,,3763587767,178,,3759007827,464,,,,,,,,,,,a9z0jsjwfteq974bxwucvc4ix,C. Ngonge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850317,8,45,1,0,20,6hsriqr3ybvyg94w2k19oal50,0,28.4,64,2022-09-04T14:47:50.466Z,2022-09-07T06:30:02Z,3758137893,285,,3758137953,233,6,3758137891,56,Back,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850469,7,1,1,0,21,cos9hxi16eitbcbthof7zrm4m,1,73.1,34.8,2022-09-04T14:47:51.596Z,2022-09-07T06:30:09Z,3763587817,178,,3758138595,141,85.9,3758138589,155,,3758138593,140,87.2,3758138599,213,1.2,3758138591,56,Left,3758138603,1,,3758138597,212,37.8,a9z0jsjwfteq974bxwucvc4ix,C. Ngonge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850587,8,1,1,0,27,cos9hxi16eitbcbthof7zrm4m,0,88.3,73.8,2022-09-04T14:47:57.305Z,2022-09-07T06:30:14Z,3759009071,20,,3758139129,140,100.0,3758139135,213,5.1,3758139133,212,30.5,3763587881,178,,3758139125,155,,3758139123,2,,3758139127,56,Center,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,3759009067,223,3758139131,141,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850479,9,5,1,0,29,6hsriqr3ybvyg94w2k19oal50,1,-0.6,67.5,2022-09-04T14:47:59.806Z,2022-09-07T06:30:21Z,3758294349,233,9,3758138651,56,Back,3758138653,346,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850597,9,5,1,0,29,cos9hxi16eitbcbthof7zrm4m,0,100.6,32.5,2022-09-04T14:47:59.806Z,2022-09-07T06:30:21Z,3758139155,346,,3758139153,56,Center,3758294353,233,9,,,,,,,,,,,,,,,,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850891,10,1,1,0,50,6hsriqr3ybvyg94w2k19oal50,1,4.1,50.1,2022-09-04T14:48:20.808Z,2022-09-07T06:30:28Z,3758140793,212,13.0,3758140789,140,6.1,3758140795,213,4.9,3758140791,141,31.2,3758140785,124,,3758140799,237,,3758140787,56,Back,,,,3hhca66jtxt3c1iw10nfmhtnu,D. Reiziger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850907,11,1,1,0,52,6hsriqr3ybvyg94w2k19oal50,1,6.3,31.2,2022-09-04T14:48:22.838Z,2022-09-07T06:30:35Z,3758140877,212,23.8,3758140871,56,Back,3758140879,213,5.4,3758140873,140,20.6,3763588053,178,,3758140875,141,4.1,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455850971,12,1,1,0,55,6hsriqr3ybvyg94w2k19oal50,0,20.6,4.1,2022-09-04T14:48:25.326Z,2022-09-07T06:30:40Z,3758141233,140,66.3,3758141235,141,13.1,3758141241,1,,3758141239,213,0.1,3763588091,178,,3758141225,155,,3758141237,212,48.4,3758141229,56,Right,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851019,10,12,1,0,58,cos9hxi16eitbcbthof7zrm4m,1,29.3,92.7,2022-09-04T14:48:29.048Z,2022-09-07T06:30:49Z,3758141497,213,1.2,3758141629,167,,3758141491,140,31.7,3758141513,15,,3763588183,388,,3758141489,56,Back,3758141493,141,100.0,3758141495,212,6.8,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851041,11,5,1,1,0,cos9hxi16eitbcbthof7zrm4m,0,35.2,101,2022-09-04T14:48:30.909Z,2022-09-07T06:30:53Z,3758141595,56,Back,3758141863,233,13,3758141597,347,,,,,,,,,,,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851089,13,5,1,1,0,6hsriqr3ybvyg94w2k19oal50,1,64.8,-1,2022-09-04T14:48:30.909Z,2022-09-07T06:30:53Z,3758141827,56,Right,3758141829,347,,3758141847,233,11,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851153,14,1,1,1,7,6hsriqr3ybvyg94w2k19oal50,1,60.7,0,2022-09-04T14:48:37.477Z,2022-09-07T06:31:33Z,3758142131,213,2.8,3758142117,56,Back,3758142115,107,,3758142121,141,7.4,3758142125,212,19.4,3758142119,140,43.1,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851187,15,1,1,1,10,6hsriqr3ybvyg94w2k19oal50,1,40.9,9.2,2022-09-04T14:48:40.961Z,2022-09-07T06:31:44Z,3758142317,140,36.5,3758142321,141,29.1,3758142313,56,Back,3758142323,212,14.3,3763588735,178,,3758142325,213,1.9,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851225,16,1,1,1,12,6hsriqr3ybvyg94w2k19oal50,1,36.4,31.9,2022-09-04T14:48:43.056Z,2022-09-07T06:31:50Z,3758142501,212,19.3,3758142497,140,37.0,3758142499,141,60.2,3763588781,178,,3758142495,56,Back,3758142503,213,1.5,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851599,19,1,1,1,16,6hsriqr3ybvyg94w2k19oal50,1,37.6,65.7,2022-09-04T14:48:46.333Z,2022-09-07T06:32:04Z,3758144569,140,57.6,3758144575,213,0.7,3758144573,212,28.5,3763588913,178,,3758144571,141,94.1,3758144567,56,Left,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851307,17,1,1,1,18,6hsriqr3ybvyg94w2k19oal50,0,57,92.6,2022-09-04T14:48:48.929Z,2022-09-07T06:32:08Z,3758142987,212,41.9,3758142997,1,,3758142979,140,87.6,3758142975,56,Center,3758142983,141,53.0,3758142973,155,,3763588947,178,,3758142991,213,5.6,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455883993,413,61,1,1,21,6hsriqr3ybvyg94w2k19oal50,0,86.4,52.2,2022-09-04T14:48:51.419Z,2022-09-07T06:32:15Z,3758314029,56,Center,3763589015,178,,,,,,,,,,,,,,,,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851347,12,4,1,1,21,cos9hxi16eitbcbthof7zrm4m,1,12.6,48.8,2022-09-04T14:48:51.545Z,2022-09-07T06:32:21Z,3758143529,233,18,3758143203,152,,3758143205,285,,3758143201,56,Back,3758143197,13,,3758143199,295,,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851365,18,4,1,1,21,6hsriqr3ybvyg94w2k19oal50,0,87.4,51.2,2022-09-04T14:48:51.546Z,2022-09-07T06:32:21Z,3758143305,295,,3758143431,233,12,3758143303,13,,3763589067,178,,3758143307,56,Center,3758143309,152,,3758143311,286,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851671,13,1,1,1,47,cos9hxi16eitbcbthof7zrm4m,1,8.8,48.7,2022-09-04T14:49:17.412Z,2022-09-07T06:32:26Z,3758144959,56,Back,3758144967,213,4.8,3758144955,5,,3758144961,140,10.2,3758144957,152,,3758144963,141,28.0,3763589137,178,,3758144965,212,14.2,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851735,14,1,1,1,50,cos9hxi16eitbcbthof7zrm4m,1,12.2,24,2022-09-04T14:49:20.434Z,2022-09-07T06:32:38Z,3758145283,56,Back,3758145285,140,19.3,3758145291,213,5.3,3763589257,178,,3758145289,212,13.5,3758145287,141,7.4,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851749,15,1,1,1,56,cos9hxi16eitbcbthof7zrm4m,0,14.6,1.3,2022-09-04T14:49:26.518Z,2022-09-07T06:32:51Z,3758145371,141,29.4,3758145365,157,,3763589373,389,,3758145373,212,33.5,3758145369,140,40.8,3758145375,213,0.6,3758145377,1,,3758145367,56,Back,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851789,21,49,1,1,58,6hsriqr3ybvyg94w2k19oal50,1,63.6,71.2,2022-09-04T14:49:28.362Z,2022-09-07T06:32:55Z,,,,,,,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851779,20,43,1,2,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-09-04T14:49:30.198Z,2022-09-04T18:52:59Z,3759012733,144,8,3758145537,56,Center,,,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851813,22,1,1,2,0,6hsriqr3ybvyg94w2k19oal50,1,63.6,71.2,2022-09-04T14:49:30.313Z,2022-09-07T06:32:59Z,3758145691,140,71.5,3758145695,212,9.5,3758145689,56,Center,3763589473,178,,3758145693,141,64.3,3758145697,213,5.8,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851845,23,1,1,2,1,6hsriqr3ybvyg94w2k19oal50,1,71.5,64.3,2022-09-04T14:49:31.627Z,2022-09-07T06:33:06Z,3758145885,141,78.4,3758145883,140,69.0,3758145889,213,1.8,3759013135,156,,3758145881,56,Center,3763589553,178,,3758145887,212,9.9,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851869,24,1,1,2,3,6hsriqr3ybvyg94w2k19oal50,1,70.3,78.2,2022-09-04T14:49:33.643Z,2022-09-07T06:33:13Z,3758145969,140,73.8,3758145975,213,1.1,3758145973,212,8.8,3763589607,178,,3758145971,141,90.0,3758145967,56,Left,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851909,25,1,1,2,6,6hsriqr3ybvyg94w2k19oal50,1,75.3,90,2022-09-04T14:49:36.542Z,2022-09-07T06:33:19Z,3758146209,56,Left,3763589693,178,,3758146217,212,12.9,3758146215,141,92.3,3758146213,140,87.5,3758146219,213,0.1,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851985,26,1,1,2,8,6hsriqr3ybvyg94w2k19oal50,0,87.5,92.3,2022-09-04T14:49:38.197Z,2022-09-07T06:33:30Z,3758146615,213,4.5,3758146607,140,86.5,3758146609,141,86.5,3763589823,178,,3758146613,212,4.1,3758146605,56,Left,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851969,16,61,1,2,8,cos9hxi16eitbcbthof7zrm4m,1,19,10.3,2022-09-04T14:49:38.397Z,2022-09-07T06:37:29Z,3758146515,56,Back,3763591939,178,,,,,,,,,,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851991,27,61,1,2,10,6hsriqr3ybvyg94w2k19oal50,0,89,90.3,2022-09-04T14:49:40.942Z,2022-09-07T06:38:12Z,3758146639,56,Left,3763592101,178,,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456870673,774,43,1,2,10,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-09-04T14:49:40.973Z,2022-09-07T07:22:58Z,3763630059,144,83,3763630021,399,508347,,,,,,,,,,,,,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455851995,17,49,1,2,11,cos9hxi16eitbcbthof7zrm4m,1,15.1,15,2022-09-04T14:49:42.037Z,2022-09-07T06:38:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852059,18,1,1,2,12,cos9hxi16eitbcbthof7zrm4m,0,15.1,15,2022-09-04T14:49:42.654Z,2022-09-07T06:38:23Z,3763592477,178,,3758147021,56,Back,3758147035,213,5.5,3758147033,212,15.6,3758147027,140,25.1,3758147031,141,0.0,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852069,19,5,1,2,14,cos9hxi16eitbcbthof7zrm4m,0,24.6,-1.5,2022-09-04T14:49:44.914Z,2022-09-07T06:38:31Z,3758147129,233,28,3758147057,56,Back,3758147059,347,,,,,,,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852041,28,5,1,2,14,6hsriqr3ybvyg94w2k19oal50,1,75.4,101.5,2022-09-04T14:49:44.914Z,2022-09-07T06:38:31Z,3758146919,56,Left,3758147103,233,19,3758146921,347,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852171,29,1,1,2,23,6hsriqr3ybvyg94w2k19oal50,1,75.9,100,2022-09-04T14:49:53.455Z,2022-09-07T06:38:37Z,3758147609,140,60.1,3758147605,107,,3758147615,213,3.6,3758147607,56,Left,3758147613,212,18.1,3758147611,141,90.5,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852227,30,1,1,2,27,6hsriqr3ybvyg94w2k19oal50,1,55.6,79.9,2022-09-04T14:49:57.816Z,2022-09-07T06:38:44Z,3763592665,178,,3758147907,213,4.2,3758147899,56,Back,3758147903,141,42.8,3758147905,212,29.4,3758147901,140,41.2,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852267,31,1,1,2,31,6hsriqr3ybvyg94w2k19oal50,1,40.8,33,2022-09-04T14:50:01.352Z,2022-09-07T06:38:49Z,3758148077,56,Right,3758148083,212,30.5,3763592735,178,,3758148085,213,5.6,3758148081,141,3.4,3758148079,140,62.6,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852289,32,1,1,2,34,6hsriqr3ybvyg94w2k19oal50,1,62.6,3.4,2022-09-04T14:50:04.825Z,2022-09-07T06:38:56Z,3758148205,212,13.7,3763592813,178,,3758148197,56,Right,3758148201,141,21.0,3758148207,213,1.1,3758148199,140,68.9,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852329,33,1,1,2,36,6hsriqr3ybvyg94w2k19oal50,1,68.9,21,2022-09-04T14:50:06.306Z,2022-09-07T06:39:02Z,3758148391,140,87.1,3758148395,212,21.6,3758148389,56,Right,3758148393,141,6.1,3758148397,213,5.8,3763592883,178,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852335,34,3,1,2,40,6hsriqr3ybvyg94w2k19oal50,0,86.9,7.2,2022-09-04T14:50:10.385Z,2022-09-07T06:39:11Z,3759015195,464,,3758148427,286,,3758148425,56,Right,3763592989,178,,3758148527,233,20,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455852347,20,7,1,2,40,cos9hxi16eitbcbthof7zrm4m,0,13.1,92.8,2022-09-04T14:50:10.664Z,2022-09-07T06:39:15Z,3758148513,233,34,3758148495,56,Back,3763593031,178,,3758148497,285,,3759015083,385,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
