id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2519042377,5,1,1,0,10,ccpscwdcm65czscrun048ecn5,1,43.4,18.8,2023-03-12T11:17:27.865Z,2023-03-15T00:01:33Z,4092075809,56,Back,4098594975,178,,4092075817,213,3.7,4092075815,212,9.5,4092075811,140,35.8,4092075813,141,11.1,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042381,6,61,1,0,11,ccpscwdcm65czscrun048ecn5,0,36.7,6.5,2023-03-12T11:17:28.842Z,2023-03-15T00:01:41Z,4092075825,56,Back,4098595013,178,,,,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042415,6,5,1,0,12,8iawijq7s9s6d85mjz8wdslki,1,59.3,101.4,2023-03-12T11:17:30.364Z,2023-03-15T00:01:46Z,4092076017,56,Left,4092076041,233,7,4092076019,347,,,,,,,,,,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042389,7,5,1,0,12,ccpscwdcm65czscrun048ecn5,0,40.7,-1.4,2023-03-12T11:17:30.364Z,2023-03-15T00:01:47Z,4092075859,56,Back,4092076047,233,6,4092075861,347,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042477,7,1,1,0,20,8iawijq7s9s6d85mjz8wdslki,1,55.3,100,2023-03-12T11:17:38.429Z,2023-03-15T00:02:00Z,4092076311,1,,4092076307,212,22.9,4092076309,213,3.5,4092076299,107,,4092076301,56,Back,4092076305,141,91.4,4092076303,140,34.5,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042497,8,1,1,0,26,8iawijq7s9s6d85mjz8wdslki,1,29.8,84.8,2023-03-12T11:17:44.176Z,2023-03-15T00:02:01Z,4092076387,141,74.4,4098595109,178,,4092076389,212,11.7,4092076383,56,Back,4092076385,140,38.7,4092076391,213,5.6,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042503,9,1,1,0,27,8iawijq7s9s6d85mjz8wdslki,1,38.8,74.2,2023-03-12T11:17:45.444Z,2023-03-15T00:02:10Z,4092076409,141,78.7,4092076405,56,Back,4092076433,156,,4092076407,140,26.1,4098595165,178,,4092076411,212,13.7,4092076413,213,2.9,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042515,10,50,1,0,29,8iawijq7s9s6d85mjz8wdslki,1,25.8,84.4,2023-03-12T11:17:47.526Z,2023-03-15T00:02:17Z,4092076463,56,Back,4092076465,285,,4092076581,233,8,,,,,,,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042535,8,7,1,0,30,ccpscwdcm65czscrun048ecn5,0,74.2,15.6,2023-03-12T11:17:48Z,2023-03-15T00:02:21Z,4098595199,178,,4094816297,383,,4092076569,233,10,4092076543,56,Right,4092076545,286,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042571,11,1,1,0,32,8iawijq7s9s6d85mjz8wdslki,0,29,96.5,2023-03-12T11:17:50.474Z,2023-03-15T00:02:25Z,4092076687,56,Left,4092076697,1,,4092076685,155,,4092076695,213,6.1,4092076691,141,86.0,4092076693,212,32.4,4098595207,178,,4092076689,140,59.1,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042575,9,1,1,0,35,ccpscwdcm65czscrun048ecn5,0,41.9,15.5,2023-03-12T11:17:52.873Z,2023-03-15T00:02:32Z,4092076721,3,,4092076731,213,5.6,4092076725,140,55.4,4092076723,56,Right,4092076729,212,18.2,4092076727,141,0.0,4098595287,178,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042581,10,5,1,0,37,ccpscwdcm65czscrun048ecn5,0,56.2,-1.6,2023-03-12T11:17:54.632Z,2023-03-15T00:02:38Z,4092076995,233,12,4092076753,347,,4092076751,56,Right,,,,,,,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042625,12,5,1,0,37,8iawijq7s9s6d85mjz8wdslki,1,43.8,101.6,2023-03-12T11:17:54.632Z,2023-03-15T00:02:38Z,4092076951,347,,4092076973,233,10,4092076949,56,Back,,,,,,,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042659,13,1,1,0,41,8iawijq7s9s6d85mjz8wdslki,1,47,100,2023-03-12T11:17:59.318Z,2023-03-15T00:02:42Z,4092077119,212,18.0,4092077111,107,,4092077115,140,30.3,4092077113,56,Back,4092077121,213,3.4,4092077117,141,95.3,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042707,14,1,1,0,44,8iawijq7s9s6d85mjz8wdslki,1,24,93,2023-03-12T11:18:02.328Z,2023-03-15T00:02:45Z,4098595357,178,,4092077347,213,4.6,4092077343,141,62.1,4092077341,140,21.7,4092077345,212,21.2,4092077339,56,Back,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042743,15,1,1,0,53,8iawijq7s9s6d85mjz8wdslki,1,34.3,40.4,2023-03-12T11:18:10.816Z,2023-03-15T00:02:49Z,4092077487,141,69.4,4098595369,178,,4092077483,56,Back,4092077485,140,31.6,4092077491,213,1.7,4092077489,212,19.9,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042765,16,1,1,0,57,8iawijq7s9s6d85mjz8wdslki,1,26.5,65.8,2023-03-12T11:18:15.182Z,2023-03-15T00:02:57Z,4092077603,56,Back,4092077605,140,13.6,4092077609,212,15.8,4098595389,178,,4092077607,141,53.9,4092077611,213,3.7,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042801,17,1,1,1,2,8iawijq7s9s6d85mjz8wdslki,1,15.6,47.2,2023-03-12T11:18:20.172Z,2023-03-15T00:02:59Z,4092077797,212,33.6,4098595393,178,,4092077801,1,,4092077793,140,35.2,4092077791,56,Back,4092077795,141,8.2,4092077789,155,,4092077799,213,5.4,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042807,18,1,1,1,7,8iawijq7s9s6d85mjz8wdslki,1,42.2,6.8,2023-03-12T11:18:25.095Z,2023-03-15T00:03:11Z,4092077851,213,2.7,4092077847,141,14.3,4092077843,56,Back,4092077845,140,31.4,4092077849,212,12.4,4098595467,178,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042825,19,1,1,1,10,8iawijq7s9s6d85mjz8wdslki,1,31.8,24.6,2023-03-12T11:18:28.002Z,2023-03-15T00:03:15Z,4092077983,213,2.7,4092077975,56,Back,4092077981,212,10.6,4092077979,141,30.9,4098595509,178,,4092077977,140,22.6,,,,,,,brij3tiox17hyfm63ulhg5sr9,J. Bruijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042839,20,1,1,1,12,8iawijq7s9s6d85mjz8wdslki,1,22.4,32.2,2023-03-12T11:18:29.644Z,2023-03-15T00:03:20Z,4092078061,213,1.5,4098595543,178,,4092078059,212,24.3,4092078053,56,Back,4092078055,140,23.1,4092078057,141,67.9,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042865,21,1,1,1,15,8iawijq7s9s6d85mjz8wdslki,1,27.1,70.9,2023-03-12T11:18:33.590Z,2023-03-15T00:03:23Z,4092078231,213,0.1,4092078225,140,43.2,4092078223,56,Back,4092078229,212,17.1,4098595565,178,,4092078227,141,74.5,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042875,22,1,1,1,19,8iawijq7s9s6d85mjz8wdslki,1,37.4,64.9,2023-03-12T11:18:37.224Z,2023-03-15T00:03:44Z,4098595669,178,,4092078277,141,50.3,4092078281,213,4.3,4092078275,140,33.4,4092078273,56,Back,4092078279,212,10.8,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042887,23,1,1,1,21,8iawijq7s9s6d85mjz8wdslki,0,35.2,50,2023-03-12T11:18:39.176Z,2023-03-15T00:03:48Z,4092078339,155,,4098595715,178,,4092078349,213,5.9,4092078343,140,72.9,4092078345,141,27.3,4092078341,56,Center,4092078351,1,,4092078347,212,42.5,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042907,12,49,1,1,24,ccpscwdcm65czscrun048ecn5,1,21.7,73.3,2023-03-12T11:18:41.786Z,2023-03-15T00:03:59Z,,,,,,,,,,,,,,,,,,,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042891,11,43,1,1,25,ccpscwdcm65czscrun048ecn5,1,0,0,2023-03-12T11:18:43.166Z,2023-03-12T11:19:53Z,4092078377,56,Back,4092080919,144,8,,,,,,,,,,,,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042915,13,1,1,1,26,ccpscwdcm65czscrun048ecn5,1,21.7,73.5,2023-03-12T11:18:43.719Z,2023-03-15T00:04:04Z,4098595845,178,,4092078487,56,Back,4092078489,140,26.5,4092078493,212,5.3,4092078491,141,75.7,4092078495,213,0.3,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042951,14,1,1,1,27,ccpscwdcm65czscrun048ecn5,1,26.5,75.7,2023-03-12T11:18:45.199Z,2023-03-15T00:04:09Z,4098595885,178,,4092078677,56,Back,4092078685,213,5.5,4092078681,141,70.8,4092078683,212,4.7,4092078679,140,29.6,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043019,15,1,1,1,31,ccpscwdcm65czscrun048ecn5,1,37.4,86.6,2023-03-12T11:18:48.797Z,2023-03-15T00:04:14Z,4092079009,56,Back,4092079017,213,1.7,4098595939,178,,4092079011,140,36.2,4092079015,212,7.3,4092079013,141,97.1,,,,,,,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519044379,37,1,1,1,33,ccpscwdcm65czscrun048ecn5,1,33,94.4,2023-03-12T11:18:51.585Z,2023-03-15T00:04:19Z,4092086487,212,9.6,4092086483,140,24.0,4092086485,141,96.6,4092086481,56,Back,4092086489,213,3.0,4098595981,178,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519044849,45,1,1,1,36,ccpscwdcm65czscrun048ecn5,1,19.6,97.5,2023-03-12T11:18:54.499Z,2023-03-15T00:04:23Z,4092088937,56,Back,4098596015,178,,4092088939,140,10.9,4092088941,141,83.8,4092088945,213,3.9,4092088943,212,13.0,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519069061,360,1,1,1,38,ccpscwdcm65czscrun048ecn5,1,13.8,81.5,2023-03-12T11:18:56.571Z,2023-03-15T00:04:36Z,4092220973,212,32.9,4092220971,141,71.7,4092220975,213,6.1,4092220967,56,Back,4098596119,178,,4092220977,1,,4092220969,140,44.5,4092220965,155,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043023,16,43,1,1,39,ccpscwdcm65czscrun048ecn5,1,0,0,2023-03-12T11:18:57.158Z,2023-03-12T12:06:05Z,4092221047,144,61,4092079025,56,Back,,,,,,,,,,,,,,,,,,,bymhffiw7brsfpjzsfqq7bvth,Z. Labyad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043077,17,1,1,1,41,ccpscwdcm65czscrun048ecn5,0,45.4,69.5,2023-03-12T11:18:58.910Z,2023-03-15T00:04:40Z,4092079329,212,15.8,4092079321,140,60.0,4092079325,141,63.7,4092079333,213,6.0,4092079315,56,Center,4092079311,3,,4092079313,168,,4098596139,388,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043047,24,49,1,1,43,8iawijq7s9s6d85mjz8wdslki,1,37.6,39.1,2023-03-12T11:19:01.466Z,2023-03-15T00:04:47Z,,,,,,,,,,,,,,,,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043111,25,1,1,1,43,8iawijq7s9s6d85mjz8wdslki,1,36.5,39.5,2023-03-12T11:19:01.514Z,2023-03-15T00:04:52Z,4092079515,212,19.4,4092079511,140,18.2,4092079513,141,43.3,4092079519,213,3.0,4098596235,178,,4092079509,56,Back,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043121,26,1,1,1,50,8iawijq7s9s6d85mjz8wdslki,1,22,43.3,2023-03-12T11:19:07.991Z,2023-03-15T00:05:03Z,4098596275,178,,4092079577,212,17.4,4092079579,213,0.8,4092079573,140,33.2,4092079571,56,Back,4092079575,141,62.1,4092079937,189,,,,,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043135,27,1,1,1,52,8iawijq7s9s6d85mjz8wdslki,1,33.2,63,2023-03-12T11:19:10.169Z,2023-03-15T00:04:59Z,4092079661,213,3.0,4092079657,141,65.7,4098596285,178,,4092079973,189,,4092079659,212,11.7,4092079653,56,Back,4092079655,140,22.2,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043151,28,1,1,1,54,8iawijq7s9s6d85mjz8wdslki,1,21.2,65.1,2023-03-12T11:19:12.329Z,2023-03-15T00:05:07Z,4092079737,213,4.1,4092079735,212,20.5,4092079731,140,9.6,4092079733,141,40.9,4098596367,178,,4092079729,56,Back,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043177,29,1,1,1,59,8iawijq7s9s6d85mjz8wdslki,0,13.5,35.2,2023-03-12T11:19:16.641Z,2023-03-15T00:05:11Z,4092079867,140,71.4,4092079871,212,61.3,4092079875,1,,4092079873,213,0.1,4092079869,141,47.2,4092079863,155,,4092079865,56,Center,4098596377,178,,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043181,18,49,1,2,4,ccpscwdcm65czscrun048ecn5,1,30.1,53.7,2023-03-12T11:19:21.735Z,2023-03-15T00:05:18Z,,,,,,,,,,,,,,,,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043201,19,1,1,2,4,ccpscwdcm65czscrun048ecn5,1,29.7,53.6,2023-03-12T11:19:21.842Z,2023-03-15T00:05:25Z,4092079987,141,47.0,4098596453,178,,4092079989,212,26.9,4092079991,213,3.3,4092079985,140,4.4,4092079983,56,Back,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043213,20,1,1,2,6,ccpscwdcm65czscrun048ecn5,1,4.4,47.2,2023-03-12T11:19:24.599Z,2023-03-15T00:06:04Z,4092080059,213,5.3,4092080053,140,22.9,4092080051,56,Back,4092080055,141,4.9,4092080061,1,,4098596647,178,,4092080057,212,34.7,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043269,21,1,1,2,10,ccpscwdcm65czscrun048ecn5,0,24.2,4.3,2023-03-12T11:19:28.134Z,2023-03-15T00:06:08Z,4098596693,178,,4092080349,141,15.9,4092080343,155,,4092080345,56,Right,4092080353,213,0.1,4092080351,212,68.8,4092080355,1,,4092080347,140,89.3,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519043251,30,49,1,2,17,8iawijq7s9s6d85mjz8wdslki,1,9.9,89.6,2023-03-12T11:19:35.373Z,2023-03-15T00:06:43Z,,,,,,,,,,,,,,,,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
