id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,assist
2461363865,4,49,1,0,9,ears40cp6opsgvhsy0dgyszpd,1,33.6,82.4,2022-09-17T18:01:09.370Z,2022-09-19T08:23:32Z,,,,,,,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461363889,5,1,1,0,11,ears40cp6opsgvhsy0dgyszpd,1,37.8,85.6,2022-09-17T18:01:11.261Z,2022-09-19T08:23:36Z,3787476137,141,68.1,3793408891,178,,3787476135,140,45.5,3787476139,212,14.4,3787476141,213,5.3,3787476133,56,Back,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461363917,6,1,1,0,13,ears40cp6opsgvhsy0dgyszpd,1,45,67.7,2022-09-17T18:01:13.119Z,2022-09-19T08:23:43Z,3787476327,213,3.4,3793409041,178,,3787476325,212,8.0,3787476321,140,37.7,3787476319,56,Back,3787476323,141,64.5,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461363937,7,1,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,38.2,61,2022-09-17T18:01:14.453Z,2022-09-19T08:23:49Z,3787476439,56,Back,3787476443,141,34.2,3793409109,178,,3787476449,213,4.9,3787476445,212,18.4,3787476441,140,40.7,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461363971,8,1,1,0,17,ears40cp6opsgvhsy0dgyszpd,1,44.9,30.7,2022-09-17T18:01:16.920Z,2022-09-19T08:23:53Z,3793409193,178,,3787476711,212,24.7,3787476705,56,Right,3787476713,213,5.7,3787476709,141,9.4,3787476707,140,63.9,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461363993,9,1,1,0,22,ears40cp6opsgvhsy0dgyszpd,1,61.4,26.8,2022-09-17T18:01:22.252Z,2022-09-19T08:23:56Z,3787476827,141,40.7,3787476825,140,66.5,3787476829,212,10.9,3793409249,178,,3787476823,56,Center,3787476831,213,1.1,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364019,10,1,1,0,24,ears40cp6opsgvhsy0dgyszpd,1,69.7,38.3,2022-09-17T18:01:24.051Z,2022-09-19T08:24:21Z,3787477023,212,8.0,3787477011,56,Center,3787477015,140,76.0,3787477019,141,31.6,3787477507,210,15,3793409489,178,,3787477027,213,5.7,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462483111,563,43,1,0,25,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:01:25.082Z,2022-09-19T09:00:10Z,3793450509,178,0,3793450623,144,82,,,,,,,,,,,,,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364025,11,15,1,0,26,ears40cp6opsgvhsy0dgyszpd,1,79.3,36.2,2022-09-17T18:01:26.799Z,2022-09-19T08:24:22Z,3787477263,72,,3793409635,178,,3787480829,215,,3787477049,18,,3787477051,56,Center,3787477283,233,9,3787477527,29,,3787477529,55,10,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,3787477047,22,3787477533,102,46.4,3787477525,80,3787477537,146,97.8,3787477535,103,5.7,3787477539,147,49.5,,,,,,,,,,,,,,,,,,,,,,,
2461364055,9,10,1,0,27,ed5nwjz5za3oyi20nxzgqivmx,1,1.8,52.4,2022-09-17T18:01:27.826Z,2022-09-19T08:24:41Z,3787477199,182,,3787477195,177,,3787477201,56,Back,3787477197,179,,3790822301,377,,3787477303,233,11,,,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364045,8,52,1,0,29,ed5nwjz5za3oyi20nxzgqivmx,1,1.8,52.4,2022-09-17T18:01:29.384Z,2022-09-19T08:24:45Z,3793409957,179,,3790822719,376,,,,,,,,,,,,,,,,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364147,10,1,1,0,38,ed5nwjz5za3oyi20nxzgqivmx,1,11,40.9,2022-09-17T18:01:38.628Z,2022-09-19T08:24:55Z,3787477913,123,,3787477923,213,5.2,3787477919,141,13.7,3787477921,212,20.5,3787477915,56,Back,3793410095,178,,3787477917,140,19.5,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364167,11,1,1,0,43,ed5nwjz5za3oyi20nxzgqivmx,1,20.2,13.6,2022-09-17T18:01:42.913Z,2022-09-19T08:24:59Z,3793410173,178,,3787478087,213,2.2,3787478079,56,Back,3787478081,140,6.6,3787478085,212,24.7,3787478083,141,43.3,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364181,12,1,1,0,47,ed5nwjz5za3oyi20nxzgqivmx,1,5.4,46.3,2022-09-17T18:01:47.055Z,2022-09-19T08:25:04Z,3787478203,213,1.7,3787478201,212,19.7,3787478197,140,2.8,3793410227,178,,3787478195,56,Back,3787478199,141,75.0,,,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364217,13,1,1,0,49,ed5nwjz5za3oyi20nxzgqivmx,1,2.8,75,2022-09-17T18:01:49.106Z,2022-09-19T08:25:08Z,3793410299,178,,3787478443,140,14.4,3787478449,213,0.8,3787478441,56,Back,3787478445,141,94.1,3787478447,212,17.8,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364251,14,1,1,0,52,ed5nwjz5za3oyi20nxzgqivmx,0,14.1,94.4,2022-09-17T18:01:52.890Z,2022-09-19T08:25:11Z,3787478631,212,24.9,3793410325,178,,3787478627,140,36.8,3787478625,56,Back,3787478633,213,6.0,3787478629,141,83.7,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364261,12,49,1,0,55,ears40cp6opsgvhsy0dgyszpd,1,70.7,22.3,2022-09-17T18:01:54.913Z,2022-09-19T08:25:18Z,,,,,,,,,,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364307,13,1,1,0,55,ears40cp6opsgvhsy0dgyszpd,1,68.2,24.7,2022-09-17T18:01:55.580Z,2022-09-19T08:25:23Z,3793410469,178,,3787478983,56,Center,3787478987,141,38.6,3787478991,213,1.5,3787478989,212,9.5,3787478985,140,69.1,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364319,14,3,1,0,59,ears40cp6opsgvhsy0dgyszpd,0,77.1,44.8,2022-09-17T18:01:59.210Z,2022-09-19T08:25:40Z,3787479051,56,Center,3787479053,286,,3787479059,211,,3793410575,178,,3791311741,465,,,,,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364325,15,49,1,1,0,ed5nwjz5za3oyi20nxzgqivmx,1,13.5,34.3,2022-09-17T18:02:00.258Z,2022-09-19T08:25:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364391,16,1,1,1,2,ed5nwjz5za3oyi20nxzgqivmx,1,17.7,36.5,2022-09-17T18:02:02.199Z,2022-09-19T08:25:57Z,3793410847,178,,3787479523,212,43.0,3787479527,1,,3787479517,56,Right,3787479525,213,5.8,3787479521,141,4.9,3787479519,140,53.2,3787479515,155,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364429,17,1,1,1,7,ed5nwjz5za3oyi20nxzgqivmx,1,54,7.4,2022-09-17T18:02:07.767Z,2022-09-19T08:26:03Z,3787479745,56,Back,3787479751,212,6.2,3787479749,141,3.4,3787479747,140,48.7,3793410979,178,,3787479753,213,3.6,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364443,18,1,1,1,12,ed5nwjz5za3oyi20nxzgqivmx,1,56.6,13,2022-09-17T18:02:12.365Z,2022-09-19T08:26:10Z,3787479843,140,78.9,3787479849,213,0.6,3787479845,141,35.3,3787479841,56,Center,3793411073,178,,3787479847,212,27.9,,,,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461411615,419,61,1,1,13,ed5nwjz5za3oyi20nxzgqivmx,1,75.6,28,2022-09-17T18:02:13.138Z,2022-09-19T08:26:32Z,3793411383,178,,3787749925,56,Center,,,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364457,15,49,1,1,13,ears40cp6opsgvhsy0dgyszpd,1,20.1,63.9,2022-09-17T18:02:13.843Z,2022-09-19T08:26:37Z,,,,,,,,,,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364491,16,1,1,1,14,ears40cp6opsgvhsy0dgyszpd,1,20.4,63.9,2022-09-17T18:02:13.899Z,2022-09-19T08:26:41Z,3787480141,212,8.4,3787480137,140,27.9,3787480143,213,0.3,3787480139,141,68.1,3793411507,178,,3787480135,56,Back,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364527,17,1,1,1,17,ears40cp6opsgvhsy0dgyszpd,1,31.1,70.7,2022-09-17T18:02:17.145Z,2022-09-19T08:26:47Z,3787480381,212,13.7,3787480379,141,88.6,3787480375,56,Back,3787480383,213,2.0,3793411587,178,,3787480377,140,25.1,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364557,18,1,1,1,21,ears40cp6opsgvhsy0dgyszpd,0,25.7,92.9,2022-09-17T18:02:21.010Z,2022-09-19T08:26:56Z,3787480603,141,67.4,3793411705,178,,3787480597,155,,3787480609,1,,3787480601,140,53.2,3787480605,212,33.7,3787480599,56,Center,3787480607,213,5.7,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364565,19,44,1,1,23,ed5nwjz5za3oyi20nxzgqivmx,1,43.1,32.8,2022-09-17T18:02:22.972Z,2022-09-19T09:30:48Z,3787480649,285,,3787480645,56,Back,3787480663,233,19,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364561,19,44,1,1,23,ears40cp6opsgvhsy0dgyszpd,0,56.9,67.2,2022-09-17T18:02:22.973Z,2022-09-19T08:27:01Z,3787480637,286,,3787480763,233,19,3787480635,56,Center,,,,,,,,,,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364573,20,1,1,1,23,ed5nwjz5za3oyi20nxzgqivmx,0,32,30.7,2022-09-17T18:02:23.075Z,2022-09-19T09:30:48Z,3787480695,140,100.0,3787480691,3,,3787480699,212,74.7,3787480697,141,4.2,3793411825,388,,3787480781,1,,3787480693,56,Right,3787480703,213,6.0,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364629,20,56,1,1,29,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-17T18:02:29.812Z,2022-09-19T08:27:24Z,3787481045,56,Back,,,,,,,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364637,21,5,1,1,31,ed5nwjz5za3oyi20nxzgqivmx,0,100.8,1.8,2022-09-17T18:02:31.043Z,2022-09-19T08:27:14Z,3787481069,346,,3787481067,56,Right,3787481189,233,21,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364651,21,5,1,1,31,ears40cp6opsgvhsy0dgyszpd,1,-0.8,98.2,2022-09-17T18:02:31.043Z,2022-09-19T08:27:14Z,3787481141,346,,3787481151,233,21,3787481139,56,Back,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364943,22,1,1,1,52,ears40cp6opsgvhsy0dgyszpd,0,3.2,58.8,2022-09-17T18:02:52.876Z,2022-09-19T08:27:31Z,3787482795,140,39.2,3787482791,124,,3787482805,74,,3787482799,212,44.2,3787482801,213,5.7,3787482797,141,25.2,3787482803,1,,3787482793,56,Back,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364955,22,8,1,1,54,ed5nwjz5za3oyi20nxzgqivmx,1,67.5,74.9,2022-09-17T18:02:54.491Z,2022-09-19T08:27:39Z,3791331681,384,,3787482895,56,Center,3793412307,178,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461364979,23,49,1,1,56,ed5nwjz5za3oyi20nxzgqivmx,1,70.5,59.9,2022-09-17T18:02:56.407Z,2022-09-19T08:27:47Z,,,,,,,,,,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365047,24,1,1,1,56,ed5nwjz5za3oyi20nxzgqivmx,1,70.5,59.9,2022-09-17T18:02:56.426Z,2022-09-19T08:27:50Z,3787483377,213,4.9,3793412431,178,,3787483375,212,19.6,3787483371,140,73.9,3787483369,56,Center,3787483373,141,31.6,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365057,25,1,1,2,1,ed5nwjz5za3oyi20nxzgqivmx,0,78.5,36.4,2022-09-17T18:03:01.258Z,2022-09-19T08:28:01Z,3793412635,178,,3787483443,140,81.3,3787483447,212,3.1,3787483445,141,37.9,3787483441,56,Center,3787483449,213,0.3,,,,,,,93cf9npj6wl6vrxw7hetf6ok5,I. Bel Hassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365097,23,12,1,2,2,ears40cp6opsgvhsy0dgyszpd,1,17.4,59.2,2022-09-17T18:03:02.434Z,2022-09-19T08:28:08Z,3791334057,213,1.8,3787483675,56,Back,3791334055,212,11.8,3791334051,140,14.8,3793412737,389,,3791334053,141,76.1,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365211,27,1,1,2,5,ed5nwjz5za3oyi20nxzgqivmx,0,84.8,21.8,2022-09-17T18:03:05.005Z,2022-09-19T08:28:14Z,3787484353,141,60.5,3787484349,56,Center,3787484355,212,31.2,3787484351,140,100.0,3787484345,2,,3787484357,213,1.0,3787484347,155,,3793412847,178,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,3791334825,223,3791334827,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365105,26,43,1,2,5,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-09-17T18:03:05.810Z,2022-09-17T18:03:10Z,3787483729,56,Center,3787483733,141,24.8,3787483725,2,0,3787483727,155,0,3787483731,140,86.3,3787483735,212,0,3787484199,144,1,3787483737,213,3.1,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365149,24,5,1,2,8,ears40cp6opsgvhsy0dgyszpd,1,-0.8,39.2,2022-09-17T18:03:08.379Z,2022-09-19T08:28:19Z,3787484005,56,Back,3787484411,233,28,3787484007,346,,,,,,,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461365215,28,5,1,2,8,ed5nwjz5za3oyi20nxzgqivmx,0,100.8,60.8,2022-09-17T18:03:08.379Z,2022-09-19T08:28:18Z,3787484361,56,Center,3787484363,346,,3787484431,233,24,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
