id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2479975959,775,43,1,0,10,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-29T16:47:19.705Z,2022-11-01T05:30:17Z,3886318293,178,0,3887453371,144,82,,,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990277,4,49,1,0,10,89w5c6pw7vn0dxypi61tt0g4k,1,17.7,86.9,2022-10-29T16:47:19.787Z,2022-11-01T05:30:26Z,,,,,,,,,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990307,5,1,1,0,13,89w5c6pw7vn0dxypi61tt0g4k,0,20.4,92.4,2022-10-29T16:47:22.668Z,2022-10-31T09:40:50Z,3881099019,140,21.1,3881099017,56,Back,3881099021,141,92.9,3881099223,286,,3886268067,178,,3881099025,213,0.4,3881099217,236,,3881099219,233,8,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,3881099023,212,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990331,8,74,1,0,13,3ebril33e08ddzob4bhq8awsr,1,83.8,9.6,2022-10-29T16:47:22.733Z,2022-10-31T09:40:53Z,3886268179,178,,3881099133,285,,3881099239,233,5,3881099131,56,Right,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990369,6,5,1,0,14,89w5c6pw7vn0dxypi61tt0g4k,1,12.4,101,2022-10-29T16:47:23.562Z,2022-10-31T09:40:59Z,3881099365,56,Back,3881099413,233,9,3881099367,347,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990347,9,5,1,0,14,3ebril33e08ddzob4bhq8awsr,0,87.6,-1,2022-10-29T16:47:23.562Z,2022-10-31T09:40:59Z,3881099235,56,Right,3881099427,233,6,3881099237,347,,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990637,7,1,1,0,36,89w5c6pw7vn0dxypi61tt0g4k,0,16.2,100,2022-10-29T16:47:45.383Z,2022-10-31T09:41:07Z,3881100899,56,Back,3881100897,107,,3881100903,141,94.2,3881100905,212,11.2,3881100907,213,5.8,3881100901,140,25.7,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990649,10,44,1,0,37,3ebril33e08ddzob4bhq8awsr,1,72.8,11.8,2022-10-29T16:47:46.658Z,2022-10-31T11:47:45Z,3881100955,286,,3881100951,56,Right,3881100987,233,8,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990653,8,44,1,0,37,89w5c6pw7vn0dxypi61tt0g4k,0,27.2,88.2,2022-10-29T16:47:46.659Z,2022-10-31T09:41:09Z,3881100971,56,Back,3881100973,285,,3881101117,233,10,,,,,,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990677,11,1,1,0,38,3ebril33e08ddzob4bhq8awsr,0,71.5,17.6,2022-10-29T16:47:46.918Z,2022-10-31T11:47:46Z,3881101091,141,28.3,3886268575,388,,3881101085,3,,3881101093,212,7.4,3881101087,56,Center,3881101089,140,70.1,3881101095,213,1.8,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480180103,1435,67,1,0,39,89w5c6pw7vn0dxypi61tt0g4k,1,29.2,72.3,2022-10-29T16:47:48.115Z,2022-11-01T06:11:52Z,3887453885,233,1422,,,,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480180101,1422,67,1,0,39,3ebril33e08ddzob4bhq8awsr,0,70.8,27.7,2022-10-29T16:47:48.116Z,2022-11-01T05:30:51Z,3887453891,233,1435,,,,,,,,,,,,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990719,9,1,1,0,39,89w5c6pw7vn0dxypi61tt0g4k,1,29.1,74.2,2022-10-29T16:47:48.146Z,2022-11-01T06:11:52Z,3881101271,157,,3881101295,213,6.0,3886269431,178,,3881101277,56,Back,3881101299,1,,3881101287,141,70.3,3881101291,212,10.8,3881101283,140,39.1,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990725,10,44,1,0,41,89w5c6pw7vn0dxypi61tt0g4k,1,36.7,68.7,2022-10-29T16:47:50.082Z,2022-10-31T11:47:46Z,3881101351,285,,3881101355,233,12,3881101349,56,Back,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990723,12,44,1,0,41,3ebril33e08ddzob4bhq8awsr,0,63.3,31.3,2022-10-29T16:47:50.083Z,2022-10-31T09:41:57Z,3881101329,56,Center,3881101363,233,10,3881101331,286,,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990747,11,1,1,0,41,89w5c6pw7vn0dxypi61tt0g4k,1,38.7,70.3,2022-10-29T16:47:50.148Z,2022-10-31T11:47:46Z,3881101461,141,67.0,3881101455,3,,3881101465,213,5.8,3881101457,56,Back,3881101459,140,43.1,3886269677,388,,3881304915,168,,3881101463,212,5.1,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990755,12,1,1,0,41,89w5c6pw7vn0dxypi61tt0g4k,1,43.1,66.4,2022-10-29T16:47:50.730Z,2022-10-31T09:42:06Z,3881101501,56,Back,3881101509,213,3.8,3881101507,212,5.0,3886269739,178,,3881101505,141,62.1,3881101503,140,39.2,3881101499,155,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990777,13,1,1,0,43,89w5c6pw7vn0dxypi61tt0g4k,1,39.2,61.7,2022-10-29T16:47:51.870Z,2022-10-31T09:42:11Z,3881101635,141,65.2,3881101629,3,,3881101633,140,42.2,3881101631,56,Back,3881101637,212,3.9,3881101639,213,0.6,3886269825,388,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990837,14,1,1,0,44,89w5c6pw7vn0dxypi61tt0g4k,1,43.5,65.7,2022-10-29T16:47:53.116Z,2022-10-31T09:42:15Z,3881101985,140,50.9,3881101991,212,39.5,3881101981,56,Right,3881101995,1,,3881101979,155,,3881101989,141,8.8,3886269921,178,,3881101993,213,4.9,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990843,13,45,1,0,49,3ebril33e08ddzob4bhq8awsr,0,41.6,94.6,2022-10-29T16:47:58.453Z,2022-10-31T09:42:21Z,3881102509,233,15,3881102031,285,,3881102029,56,Back,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990925,15,3,1,0,49,89w5c6pw7vn0dxypi61tt0g4k,1,58.4,5.4,2022-10-29T16:47:58.453Z,2022-10-31T09:42:21Z,3881102493,233,13,3881102453,56,Right,3884809885,465,,3881102455,286,,3886270057,178,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990999,16,1,1,0,55,89w5c6pw7vn0dxypi61tt0g4k,0,89.5,11.3,2022-10-29T16:48:04.435Z,2022-10-31T09:42:25Z,3881102881,56,Center,3886270153,178,,3881102879,155,,3881102887,212,27.4,3884810451,224,,3881102883,140,95.1,3881102889,213,1.4,3881102877,2,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,3881102885,141,50.7,3884810633,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478990991,14,12,1,0,57,3ebril33e08ddzob4bhq8awsr,1,8.2,51.5,2022-10-29T16:48:05.854Z,2022-10-31T09:42:34Z,3881102843,141,27.1,3881102917,167,,3881102845,212,19.7,3886270293,21,,3886270237,178,,3881102841,140,0.0,3881102875,213,4.1,3881102839,56,Back,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991001,15,6,1,0,59,3ebril33e08ddzob4bhq8awsr,0,1.4,38.2,2022-10-29T16:48:07.909Z,2022-10-31T09:42:38Z,3881102891,56,Back,3881103047,233,17,3881102893,73,,,,,,,,,,,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991023,17,6,1,0,59,89w5c6pw7vn0dxypi61tt0g4k,1,98.6,61.8,2022-10-29T16:48:07.909Z,2022-10-31T09:42:38Z,3881103005,233,15,3881102987,56,Center,3881102989,73,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991311,18,1,1,1,17,89w5c6pw7vn0dxypi61tt0g4k,0,99.5,99.5,2022-10-29T16:48:25.957Z,2022-10-31T09:42:43Z,3884812445,20,,3881104419,140,91.5,3881104425,213,4.5,3881104415,223,,3881104409,2,,3881104417,56,Center,3881104421,141,43.0,3886270503,178,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,3881104427,1,,3881104411,6,3881104413,155,3881104423,212,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991319,16,61,1,1,18,3ebril33e08ddzob4bhq8awsr,1,11.6,61.7,2022-10-29T16:48:27.736Z,2022-10-31T09:42:48Z,3881104461,56,Back,3886270585,178,,,,,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991401,19,1,1,1,21,89w5c6pw7vn0dxypi61tt0g4k,1,80.2,50.1,2022-10-29T16:48:30.260Z,2022-10-31T09:43:02Z,3881104813,213,1.9,3886270845,388,,3881104803,140,77.2,3881104799,3,,3881104807,141,63.6,3881104811,212,9.7,3881104801,56,Center,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991431,20,1,1,1,23,89w5c6pw7vn0dxypi61tt0g4k,1,75.5,64.5,2022-10-29T16:48:32.470Z,2022-10-31T09:43:08Z,3881104977,213,3.3,3881104971,140,50.6,3886270933,178,,3881104973,141,60.0,3881104975,212,26.3,3881104969,56,Center,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991469,21,1,1,1,26,89w5c6pw7vn0dxypi61tt0g4k,1,48.4,60.3,2022-10-29T16:48:35.673Z,2022-10-31T09:43:15Z,3881105167,1,,3881105161,141,97.1,3886271039,178,,3881105163,212,32.2,3881105157,56,Left,3881105165,213,0.9,3881105159,140,67.7,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991523,22,1,1,1,31,89w5c6pw7vn0dxypi61tt0g4k,0,68.5,97.2,2022-10-29T16:48:40.554Z,2022-10-31T09:43:19Z,3886271109,178,,3881105413,141,62.6,3884815537,223,,3881105405,155,,3881105417,212,28.3,3881105409,140,83.5,3881105403,2,,3884815699,20,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,3881105419,213,5.3,3881105407,56,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991563,17,12,1,1,33,3ebril33e08ddzob4bhq8awsr,1,14.9,43.9,2022-10-29T16:48:42.006Z,2022-10-31T09:43:25Z,3881105623,56,Back,3881105631,213,5.7,3881105625,140,33.8,3881105627,141,25.9,3881105629,212,23.3,3886271197,388,,3881105659,15,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991661,23,1,1,1,35,89w5c6pw7vn0dxypi61tt0g4k,1,66.5,76.1,2022-10-29T16:48:44.608Z,2022-10-31T09:43:34Z,3886271359,388,,3881105981,140,60.0,3881105977,3,,3881105979,56,Left,3881105987,213,2.0,3881105985,212,16.3,3881105983,141,97.8,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991675,24,1,1,1,39,89w5c6pw7vn0dxypi61tt0g4k,1,60.2,97.7,2022-10-29T16:48:48.098Z,2022-10-31T09:43:46Z,3881106071,141,91.4,3886271571,178,,3881106067,56,Left,3881106069,140,65.4,3881106075,213,5.6,3881309839,155,,3881106073,212,6.9,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991741,25,1,1,1,42,89w5c6pw7vn0dxypi61tt0g4k,1,69.4,93.2,2022-10-29T16:48:50.822Z,2022-10-31T09:43:53Z,3881106393,56,Left,3881106405,213,0.2,3886271675,178,,3881106395,140,85.2,3881106399,141,97.1,3881106401,212,16.8,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991723,18,45,1,1,44,3ebril33e08ddzob4bhq8awsr,0,13,5.7,2022-10-29T16:48:52.826Z,2022-10-31T09:43:57Z,3881106297,285,,3881106519,233,26,3881106295,56,Back,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991759,26,3,1,1,44,89w5c6pw7vn0dxypi61tt0g4k,1,87,94.3,2022-10-29T16:48:52.826Z,2022-10-31T09:43:56Z,3881106491,286,,3886271761,178,,3881106489,56,Left,3884816689,465,,3881106495,233,18,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991767,27,1,1,1,45,89w5c6pw7vn0dxypi61tt0g4k,0,95.1,96.5,2022-10-29T16:48:54.714Z,2022-10-31T09:44:11Z,3881106579,236,,3881106581,233,19,3881106533,140,95.1,3881106527,2,,3884817325,72,,3881106531,56,Left,3881106537,212,0.6,3886271915,178,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,3884817219,224,,3881106535,141,3881106529,155,3881106539,213,4.7,95.6,3881106585,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991751,19,12,1,1,45,3ebril33e08ddzob4bhq8awsr,1,10.7,6.2,2022-10-29T16:48:54.729Z,2022-10-31T09:44:15Z,3886271949,178,,3881106461,56,Back,3881106609,233,27,3881106459,185,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991763,20,5,1,1,47,3ebril33e08ddzob4bhq8awsr,0,8.2,-1.6,2022-10-29T16:48:56.031Z,2022-10-31T09:44:21Z,3881115797,233,29,3881106515,56,Back,3881106517,347,,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478992025,29,5,1,1,47,89w5c6pw7vn0dxypi61tt0g4k,1,91.8,101.6,2022-10-29T16:48:56.031Z,2022-10-31T09:44:21Z,3881107871,56,Left,3881108353,347,,3881115779,233,20,,,,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478991819,28,43,1,1,51,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-29T16:49:00.362Z,2022-10-29T16:49:19Z,3881106861,233,20,3881108033,144,5,3881106817,56,Left,3881106819,347,0,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
