id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2457553825,5,4,1,0,12,6g9qrm72224jrk6tkxxxi8a9n,0,53.6,61.2,2022-09-09T18:00:26.093Z,2022-09-11T09:15:58Z,3767231033,56,Center,3767231035,152,,3767231029,13,,3772586635,178,,3767231031,294,,3767231077,233,6,3767231037,285,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553911,7,1,1,0,28,b79uipsy57y1jqpy07h4i5ovk,1,53.9,45.2,2022-09-09T18:00:41.416Z,2022-09-11T09:16:03Z,3767231537,152,,3772586757,178,,3767231545,212,20.8,3767231543,141,58.7,3767231541,140,36.1,3767231547,213,2.7,3767231535,5,,3767231539,56,Back,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553943,8,1,1,0,33,b79uipsy57y1jqpy07h4i5ovk,0,35.9,60,2022-09-09T18:00:47.130Z,2022-09-11T09:16:05Z,3767231729,141,79.3,3767231725,56,Left,3767231731,212,61.1,3767231723,155,,3767231733,213,0.2,3767231727,140,92.7,3772586839,178,,3767231735,1,,aq8emkcjejbav0fys17iqv2ll,J. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553945,6,49,1,0,38,6g9qrm72224jrk6tkxxxi8a9n,1,10.5,17.9,2022-09-09T18:00:51.788Z,2022-09-12T09:15:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458657835,812,43,1,0,38,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-09-09T18:00:51.818Z,2022-09-12T09:15:06Z,3775943011,144,82,3773081707,178,0,,,,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553993,7,1,1,0,40,6g9qrm72224jrk6tkxxxi8a9n,0,2.5,8.8,2022-09-09T18:00:54.126Z,2022-09-11T09:16:11Z,3767231957,157,,3767231967,213,5.6,3767231961,140,12.0,3767231963,141,0.0,3772586937,178,,3767231965,212,12.4,3767231969,1,,3767231959,56,Back,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553999,8,5,1,0,42,6g9qrm72224jrk6tkxxxi8a9n,0,13.5,-1.4,2022-09-09T18:00:56.087Z,2022-09-11T09:16:14Z,3767231989,347,,3767231987,56,Back,3767232229,233,9,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554049,9,5,1,0,42,b79uipsy57y1jqpy07h4i5ovk,1,86.5,101.4,2022-09-09T18:00:56.087Z,2022-09-11T09:16:14Z,3767232217,56,Left,3767232219,347,,3767232221,233,8,,,,,,,,,,,,,,,,aq8emkcjejbav0fys17iqv2ll,J. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554051,10,1,1,0,52,b79uipsy57y1jqpy07h4i5ovk,1,89.4,100,2022-09-09T18:01:06.137Z,2022-09-11T09:16:19Z,3767232233,107,,3767232241,212,11.0,3767232235,56,Left,3767232239,141,86.5,3767232243,213,4.4,3767232237,140,85.7,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554055,11,1,1,0,53,b79uipsy57y1jqpy07h4i5ovk,1,85.9,86.5,2022-09-09T18:01:07.035Z,2022-09-11T09:16:23Z,3767232267,212,6.2,3767232261,56,Left,3772587249,178,,3767232263,140,87.6,3767232265,141,95.3,3767232269,213,1.3,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554059,12,1,1,0,55,b79uipsy57y1jqpy07h4i5ovk,1,88,94.5,2022-09-09T18:01:08.867Z,2022-09-11T09:16:25Z,3767232289,213,4.7,3767232285,141,89.0,3767232287,212,3.7,3767232281,56,Left,3772587283,178,,3767232283,140,87.9,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554063,13,1,1,0,56,b79uipsy57y1jqpy07h4i5ovk,1,88.1,89.1,2022-09-09T18:01:09.679Z,2022-09-11T09:16:30Z,3767232313,56,Left,3767232317,141,95.0,3772587353,178,,3767232315,140,93.2,3767232321,213,0.6,3767232319,212,6.7,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554083,14,1,1,0,57,b79uipsy57y1jqpy07h4i5ovk,1,93.2,95,2022-09-09T18:01:10.721Z,2022-09-11T09:16:37Z,3768836723,72,,3767232441,212,40.9,3772587425,178,,3767234409,210,13,3767232437,140,86.8,3767232431,2,,3767232433,155,,3767232435,56,Center,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,1,3767232439,141,35.7,3767232443,213,4.5,3767232445,1,3768836721,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554085,15,13,1,1,0,b79uipsy57y1jqpy07h4i5ovk,1,83.9,36.7,2022-09-09T18:01:13.819Z,2022-09-11T09:16:37Z,3767234417,29,,3767232453,63,,3767232455,56,Center,3767233127,328,,3767233121,102,53.3,3767233131,230,98.6,3767232877,20,,3768837731,215,,ciguyr553yqapqfudim9af46h,M. Deijl,,3767233119,74,,3772587505,178,,3767234421,55,3767233133,231,14,47.7,3767233123,103,61.1,3767233125,108,3767232451,22,,,,,,,,,,,,,,,,,,,
2457554091,9,5,1,1,1,6g9qrm72224jrk6tkxxxi8a9n,1,-1.1,53.6,2022-09-09T18:01:14.519Z,2022-09-11T09:16:38Z,3767232483,346,,3767232481,56,Back,3767232509,233,16,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554087,16,5,1,1,1,b79uipsy57y1jqpy07h4i5ovk,0,101.1,46.4,2022-09-09T18:01:14.519Z,2022-09-11T09:16:38Z,3767232467,346,,3767232525,233,9,3767232465,56,Center,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554345,10,1,1,1,27,6g9qrm72224jrk6tkxxxi8a9n,1,4.6,60.6,2022-09-09T18:01:40.761Z,2022-09-11T09:16:41Z,3767233887,140,56.2,3767233903,74,,3767233899,1,,3767233895,212,55.1,3767233883,124,,3767233891,141,75.4,3767233897,213,0.2,3767233885,56,Center,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554353,11,44,1,1,30,6g9qrm72224jrk6tkxxxi8a9n,1,61.4,79.2,2022-09-09T18:01:44.081Z,2022-09-12T10:40:43Z,3767233953,56,Left,3767233955,286,,3767233957,233,17,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554333,17,44,1,1,30,b79uipsy57y1jqpy07h4i5ovk,0,38.6,20.8,2022-09-09T18:01:44.082Z,2022-09-11T09:17:08Z,3767233809,56,Back,3767233965,233,11,3767233813,285,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554411,12,1,1,1,30,6g9qrm72224jrk6tkxxxi8a9n,1,56.2,75.4,2022-09-09T18:01:44.096Z,2022-09-12T10:40:44Z,3767234219,3,,3767234229,141,95.0,3767234223,56,Left,3772587689,388,,3767234231,212,14.2,3767234221,168,,3767234227,140,61.0,3767234233,213,1.2,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554419,13,61,1,1,32,6g9qrm72224jrk6tkxxxi8a9n,0,61,95,2022-09-09T18:01:45.580Z,2022-09-11T09:17:18Z,3767234251,56,Left,3772588391,178,,,,,,,,,,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554423,14,5,1,1,37,6g9qrm72224jrk6tkxxxi8a9n,0,67.9,102,2022-09-09T18:01:50.444Z,2022-09-11T09:17:21Z,3767234571,233,18,3767234263,347,,3767234259,56,Left,,,,,,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554473,18,5,1,1,37,b79uipsy57y1jqpy07h4i5ovk,1,32.1,-2,2022-09-09T18:01:50.444Z,2022-09-11T09:17:21Z,3767234529,347,,3767234553,233,14,3767234527,56,Back,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554493,19,1,1,1,48,b79uipsy57y1jqpy07h4i5ovk,1,30.8,0,2022-09-09T18:02:01.732Z,2022-09-11T09:17:27Z,3767234687,141,4.9,3767234691,213,0.4,3767234685,140,42.8,3767234689,212,13.4,3767234679,107,,3767234683,56,Back,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554497,20,1,1,1,49,b79uipsy57y1jqpy07h4i5ovk,0,42.4,4.1,2022-09-09T18:02:02.908Z,2022-09-11T09:17:32Z,3767234727,212,17.7,3767234721,56,Right,3767234717,3,,3772588727,388,,3767234719,168,,3767234725,141,13.1,3767234729,213,0.4,3767234723,140,58.2,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554511,15,49,1,1,51,6g9qrm72224jrk6tkxxxi8a9n,1,33.2,77,2022-09-09T18:02:04.513Z,2022-09-11T09:17:36Z,,,,,,,,,,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554541,16,1,1,1,52,6g9qrm72224jrk6tkxxxi8a9n,1,30.5,74.2,2022-09-09T18:02:06.099Z,2022-09-11T09:17:41Z,3772588887,178,,3767235023,141,59.7,3767235025,212,9.9,3767235019,56,Back,3767235027,213,4.7,3767235021,140,30.4,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554615,17,1,1,1,56,6g9qrm72224jrk6tkxxxi8a9n,1,32.6,43.7,2022-09-09T18:02:09.837Z,2022-09-11T09:17:44Z,3767235311,213,5.5,3767235307,141,11.3,3772588945,178,,3767235305,140,52.1,3767235309,212,30.1,3767235303,56,Right,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554619,18,3,1,2,0,6g9qrm72224jrk6tkxxxi8a9n,0,63.7,6,2022-09-09T18:02:13.700Z,2022-09-11T09:17:50Z,3768841079,465,,3767235331,56,Right,3772589151,178,,3767235333,286,,3767235343,211,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554611,21,49,1,2,2,b79uipsy57y1jqpy07h4i5ovk,1,20.2,92.6,2022-09-09T18:02:15.533Z,2022-09-11T09:17:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459195749,1212,67,1,2,2,b79uipsy57y1jqpy07h4i5ovk,1,26.9,96,2022-09-09T18:02:15.954Z,2022-09-12T10:40:44Z,3775945205,233,1313,,,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459195747,1313,67,1,2,2,6g9qrm72224jrk6tkxxxi8a9n,0,73.1,4,2022-09-09T18:02:15.955Z,2022-09-12T09:16:13Z,3775945213,233,1212,,,,,,,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554633,22,1,1,2,2,b79uipsy57y1jqpy07h4i5ovk,1,25.1,97.3,2022-09-09T18:02:15.981Z,2022-09-12T10:40:44Z,3767235427,141,87.6,3772589263,178,,3767235425,140,17.8,3767235429,212,10.1,3767235423,56,Back,3767235431,213,3.9,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554645,23,1,1,2,4,b79uipsy57y1jqpy07h4i5ovk,1,13.6,84.5,2022-09-09T18:02:17.489Z,2022-09-11T09:18:48Z,3767235499,140,22.4,3767235505,213,0.6,3767235503,212,11.0,3772590641,178,,3767235501,141,93.3,3767235497,56,Back,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458659987,844,43,1,2,4,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-09-09T18:02:18.240Z,2022-09-11T12:42:02Z,3773092181,144,82,3773091871,178,0,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554651,24,61,1,2,5,b79uipsy57y1jqpy07h4i5ovk,1,22.4,93.3,2022-09-09T18:02:18.457Z,2022-09-11T09:18:51Z,3772590711,178,,3767235515,56,Back,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554731,25,1,1,2,6,b79uipsy57y1jqpy07h4i5ovk,1,28.1,91.7,2022-09-09T18:02:19.992Z,2022-09-11T09:19:35Z,3767235921,141,82.3,3767235917,56,Back,3767235923,212,7.2,3767235919,140,31.2,3767235925,213,5.2,3772591671,178,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554739,26,4,1,2,8,b79uipsy57y1jqpy07h4i5ovk,1,36.8,88.8,2022-09-09T18:02:21.787Z,2022-09-11T09:19:43Z,3767235973,295,,3767235985,233,19,3767235979,286,,3767235975,56,Back,3767235977,152,,3767235971,13,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554737,19,4,1,2,8,6g9qrm72224jrk6tkxxxi8a9n,0,63.2,11.2,2022-09-09T18:02:21.788Z,2022-09-11T09:19:42Z,3767235949,56,Right,3767236045,233,26,3772591807,178,,3767235953,152,,3767235959,285,,3767241701,295,,3767235941,13,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554789,27,1,1,2,12,b79uipsy57y1jqpy07h4i5ovk,1,33.7,76.3,2022-09-09T18:02:25.506Z,2022-09-11T09:19:50Z,3767236283,56,Right,3772592003,178,,3767236291,213,5.5,3767236289,212,61.4,3767236285,140,75.9,3767236279,196,,3767236275,5,,3767236293,1,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,3767236281,152,,3767236287,141,13.8,3767236277,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554825,28,1,1,2,17,b79uipsy57y1jqpy07h4i5ovk,1,76.9,15,2022-09-09T18:02:30.349Z,2022-09-11T09:20:02Z,3767236469,213,0.5,3767236465,212,15.9,3767236459,140,90.4,3767236457,56,Center,3772592261,178,,3767236461,141,25.6,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554833,29,61,1,2,19,b79uipsy57y1jqpy07h4i5ovk,0,94,26.5,2022-09-09T18:02:33.006Z,2022-09-11T09:20:05Z,3772592297,178,,3767236501,56,Center,,,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459196121,1314,43,1,2,20,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-09-09T18:02:34.079Z,2022-09-12T09:17:09Z,3775946941,144,67,3775946779,233,1213,,,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459196111,1213,43,1,2,20,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-09-09T18:02:34.080Z,2022-09-12T09:17:09Z,3775946921,144,67,3775946799,233,1314,,,,,,,,,,,,,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554867,20,12,1,2,20,6g9qrm72224jrk6tkxxxi8a9n,1,4.9,74.4,2022-09-09T18:02:34.094Z,2022-09-11T09:20:07Z,3767236649,167,,3767236623,212,13.4,3767236625,213,2.1,3772592347,178,,3767236619,140,0.0,3767236617,56,Back,3767236621,141,91.7,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
