id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/17/value,qualifier/9/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2506631565,5,1,1,0,14,3ebril33e08ddzob4bhq8awsr,1,92.1,87.6,2023-02-11T20:02:26.661Z,2023-02-13T19:14:21Z,4028071371,72,,4026484899,141,2.9,4031230021,178,,4028071369,224,,4026484891,2,,4026484905,1,,4026484897,140,83.4,4026484903,213,4.6,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,4026484901,212,58.3,4026484893,155,4026484895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631585,6,1,1,0,20,3ebril33e08ddzob4bhq8awsr,1,81.3,1.7,2023-02-11T20:02:32.069Z,2023-02-13T19:14:35Z,4026485039,141,18.1,4026485041,212,15.8,4031230525,178,,4026485043,213,2.4,4026485037,140,70.6,4026485035,56,Right,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631591,7,1,1,0,22,3ebril33e08ddzob4bhq8awsr,0,70.6,18.1,2023-02-11T20:02:33.964Z,2023-02-13T19:15:04Z,4026485079,155,,4026485087,212,34.0,4026485091,1,,4026485081,56,Center,4026485077,2,,4026485089,213,1.3,4028072311,224,,4026485085,141,65.7,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,4031230955,178,,4028072313,20,4026485083,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631599,7,12,1,0,24,3t0vjqtxc8wpjzv82i3oi2ova,1,21.1,30.4,2023-02-11T20:02:36.101Z,2023-02-13T19:15:13Z,4026485131,213,5.6,4026485151,15,,4026485129,212,28.3,4031231775,388,,4026485125,140,42.8,4026485127,141,5.6,4026485123,56,Back,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631739,8,1,1,0,30,3ebril33e08ddzob4bhq8awsr,1,57.1,95.3,2023-02-11T20:02:42.423Z,2023-02-13T19:15:26Z,4026485729,141,64.2,4026485731,212,30.9,4031232381,178,,4026485727,140,35.6,4026485733,213,3.9,4026485725,56,Back,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631777,9,1,1,0,36,3ebril33e08ddzob4bhq8awsr,1,35.9,62.4,2023-02-11T20:02:48.262Z,2023-02-13T19:15:33Z,4026485935,141,9.8,4026485937,212,35.8,4026485933,140,34.8,4031232605,178,,4026485931,56,Back,4026485941,1,,4026485939,213,4.7,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631817,10,1,1,0,39,3ebril33e08ddzob4bhq8awsr,1,35.9,8.2,2023-02-11T20:02:51.105Z,2023-02-13T19:15:43Z,4026486131,140,8.6,4026486139,1,,4031233003,178,,4026486129,56,Back,4026486135,212,43.7,4026486137,213,2.3,4026486133,141,56.7,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631843,11,1,1,0,44,3ebril33e08ddzob4bhq8awsr,1,8.6,56.7,2023-02-11T20:02:56.548Z,2023-02-13T19:15:51Z,4031233303,178,,4026486277,141,56.4,4026486273,56,Back,4026486281,213,6.3,4026486275,140,22.8,4026486279,212,14.9,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631871,12,1,1,0,47,3ebril33e08ddzob4bhq8awsr,1,21.8,56.9,2023-02-11T20:02:59.159Z,2023-02-13T19:16:01Z,4026486421,213,3.4,4026486419,212,20.0,4026486415,140,3.5,4031233735,178,,4026486417,141,48.7,4026486413,56,Back,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631889,13,1,1,0,49,3ebril33e08ddzob4bhq8awsr,1,3.5,48.7,2023-02-11T20:03:01.051Z,2023-02-13T19:16:10Z,4026486535,213,5.1,4026486531,141,14.3,4026486533,212,24.9,4031234023,178,,4026486529,140,11.7,4026486527,56,Back,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631905,14,1,1,0,52,3ebril33e08ddzob4bhq8awsr,1,11.3,14.6,2023-02-11T20:03:03.997Z,2023-02-13T19:16:17Z,4026486635,140,26.7,4031234223,178,,4026486637,141,28.4,4026486633,56,Back,4026486641,213,0.5,4026486639,212,18.7,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631917,15,1,1,0,53,3ebril33e08ddzob4bhq8awsr,1,26.7,28.4,2023-02-11T20:03:05.819Z,2023-02-14T04:52:39Z,4026486691,140,6.9,4031234429,178,,4026486697,213,3.3,4026486693,141,25.0,4026486695,212,20.9,4026486689,56,Back,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631929,16,1,1,0,55,3ebril33e08ddzob4bhq8awsr,1,6.9,25,2023-02-11T20:03:07.343Z,2023-02-13T19:16:38Z,4026486749,141,34.7,4031234729,178,,4026486751,212,7.7,4026486747,140,3.1,4026486753,213,2.1,4026486745,56,Back,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631973,17,1,1,0,56,3ebril33e08ddzob4bhq8awsr,1,3.1,34.7,2023-02-11T20:03:08.358Z,2023-02-13T19:16:46Z,4026486981,1,,4026486973,140,43.9,4026486977,212,47.3,4026486975,141,5.3,4026486969,157,,4026486979,213,5.8,4031234887,178,,4026486971,56,Back,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631999,18,1,1,1,0,3ebril33e08ddzob4bhq8awsr,0,43.9,5.3,2023-02-11T20:03:12.481Z,2023-02-13T19:17:04Z,4026487121,141,7.1,4026487119,140,49.1,4026487125,213,0.2,4026487117,56,Back,4031235425,178,,4026487123,212,5.6,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506631985,8,49,1,1,1,3t0vjqtxc8wpjzv82i3oi2ova,1,54.9,89.3,2023-02-11T20:03:13.531Z,2023-02-13T19:17:12Z,,,,,,,,,,,,,,,,,,,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632033,9,1,1,1,3,3t0vjqtxc8wpjzv82i3oi2ova,1,53.5,87.9,2023-02-11T20:03:15.295Z,2023-02-13T19:17:19Z,4026487305,140,30.8,4026487311,213,3.4,4031235989,178,,4026487307,141,79.5,4026487303,56,Back,4026487309,212,24.5,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632063,10,1,1,1,6,3t0vjqtxc8wpjzv82i3oi2ova,1,30.8,79.5,2023-02-11T20:03:18.499Z,2023-02-13T19:17:27Z,4026487435,213,4.0,4026487433,212,30.7,4031236227,178,,4026487427,56,Back,4026487431,141,46.3,4026487429,140,11.0,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632105,11,1,1,1,10,3t0vjqtxc8wpjzv82i3oi2ova,1,11.5,45.4,2023-02-11T20:03:22.195Z,2023-02-13T19:17:35Z,4026487621,140,18.9,4031236533,178,,4026487619,56,Back,4026487625,212,27.4,4026487627,213,5.0,4026487623,141,6.7,,,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632123,12,1,1,1,13,3t0vjqtxc8wpjzv82i3oi2ova,0,19.2,5.6,2023-02-11T20:03:25.146Z,2023-02-13T19:17:41Z,4026487713,212,31.4,4031236771,178,,4026487715,213,0.1,4026487707,56,Back,4026487711,141,10.9,4026487709,140,48.9,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632137,19,49,1,1,14,3ebril33e08ddzob4bhq8awsr,1,57.3,95.4,2023-02-11T20:03:26.625Z,2023-02-13T19:17:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632175,20,1,1,1,18,3ebril33e08ddzob4bhq8awsr,1,69.3,86.9,2023-02-11T20:03:30.843Z,2023-02-13T19:17:57Z,4026488029,140,74.4,4031237289,178,,4026488031,141,79.2,4026488027,56,Left,4026488033,212,7.5,4026488035,213,5.5,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632193,21,1,1,1,19,3ebril33e08ddzob4bhq8awsr,1,74.4,79.2,2023-02-11T20:03:31.654Z,2023-02-13T19:18:03Z,4026488099,141,91.4,4026488103,213,1.7,4026488101,212,8.3,4026488097,140,73.6,4031237501,178,,4026488095,56,Left,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632219,22,1,1,1,22,3ebril33e08ddzob4bhq8awsr,1,73.6,94.1,2023-02-11T20:03:34.564Z,2023-02-13T19:18:09Z,4031237683,178,,4026488241,213,3.4,4026488239,212,18.2,4026488235,140,57.1,4026488237,141,86.1,4026488233,56,Left,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632233,23,1,1,1,26,3ebril33e08ddzob4bhq8awsr,1,53.5,76.4,2023-02-11T20:03:37.982Z,2023-02-13T19:18:17Z,4026488305,140,44.7,4031237915,178,,4026488307,141,40.4,4026488311,213,4.4,4026488309,212,26.2,4026488303,56,Back,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632261,24,1,1,1,28,3ebril33e08ddzob4bhq8awsr,1,44.9,38.5,2023-02-11T20:03:40.754Z,2023-02-13T19:18:23Z,4026488465,56,Right,4026488467,140,53.2,4026488473,213,5.1,4026488471,212,24.8,4031238165,178,,4026488469,141,4.3,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632299,25,1,1,1,30,3ebril33e08ddzob4bhq8awsr,1,53.2,4.3,2023-02-11T20:03:42.272Z,2023-02-13T19:18:33Z,4026488619,141,34.9,4026488621,212,23.3,4026488617,140,43.2,4026488623,213,2.0,4031238495,178,,4026488615,56,Back,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632315,26,1,1,1,35,3ebril33e08ddzob4bhq8awsr,0,55.1,28.6,2023-02-11T20:03:47.548Z,2023-02-13T19:18:44Z,4026488685,141,19.4,4026488683,140,68.7,4026488687,212,15.6,4031238763,178,,4026488681,56,Right,4026488689,213,5.9,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632347,13,1,1,1,36,3t0vjqtxc8wpjzv82i3oi2ova,1,28.1,86.9,2023-02-11T20:03:48.421Z,2023-02-13T19:18:54Z,4031239081,178,,4026488831,56,Back,4026488841,141,81.2,4026488845,213,4.0,4026488837,140,24.7,4026488843,212,5.3,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632351,14,49,1,1,37,3t0vjqtxc8wpjzv82i3oi2ova,1,24.7,81.2,2023-02-11T20:03:49.917Z,2023-02-13T19:18:59Z,,,,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632373,15,1,1,1,38,3t0vjqtxc8wpjzv82i3oi2ova,1,24.7,81.2,2023-02-11T20:03:50.037Z,2023-02-13T19:19:02Z,4026488989,140,38.1,4031239255,178,,4026488995,213,5.5,4026488993,212,19.7,4026488987,56,Back,4026488991,141,60.9,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632417,16,1,1,1,40,3t0vjqtxc8wpjzv82i3oi2ova,1,40.7,64.5,2023-02-11T20:03:52.483Z,2023-02-13T19:19:10Z,4026489205,141,96.9,4026489207,212,25.6,4026489203,140,53.2,4026489201,56,Left,4026489209,213,1.0,4031239481,178,,,,,,,,7myeigeuggkj5ymjw6znedkut,A. El Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632435,17,43,1,1,44,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-02-11T20:03:56.621Z,2023-02-11T20:04:06Z,4026489643,144,3,4026489319,286,0,4026489317,56,Left,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632463,18,2,1,1,46,3t0vjqtxc8wpjzv82i3oi2ova,1,66.5,82.4,2023-02-11T20:03:58.780Z,2023-02-13T19:19:45Z,4026489473,141,64.7,4026489469,140,77.8,4031240731,178,,4026489865,7,1i3tivo0q0tbzui8egvdlhg45,4026489465,56,Center,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632475,27,55,1,1,46,3ebril33e08ddzob4bhq8awsr,1,27.5,57.1,2023-02-11T20:03:58.781Z,2023-02-13T19:19:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632487,19,43,1,1,51,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-02-11T20:04:02.989Z,2023-02-11T20:04:31Z,4026490897,144,6,4026489575,56,Center,4026489577,73,0,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632481,28,43,1,1,51,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-02-11T20:04:03.326Z,2023-02-11T20:04:08Z,4026489553,56,Back,4026489565,73,0,4026489771,144,6,4026489589,233,19,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632751,29,1,1,2,15,3ebril33e08ddzob4bhq8awsr,1,12.2,47.5,2023-02-11T20:04:26.962Z,2023-02-13T19:20:11Z,4026490871,212,20.3,4026490861,5,,4026490869,141,23.9,4031241729,178,,4026490865,56,Back,4026490873,213,5.4,4026490863,241,,4026490867,140,24.1,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632767,30,1,1,2,18,3ebril33e08ddzob4bhq8awsr,0,28.7,21.4,2023-02-11T20:04:30.177Z,2023-02-13T19:20:21Z,4026490919,140,53.4,4026490921,141,76.4,4026490923,212,45.5,4026490927,1,,4031242029,178,,4026490925,213,1.0,4026490915,56,Center,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632793,20,49,1,2,20,3t0vjqtxc8wpjzv82i3oi2ova,1,63.3,13.6,2023-02-11T20:04:32.543Z,2023-02-13T19:20:31Z,,,,,,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507649013,1308,83,1,2,24,3ebril33e08ddzob4bhq8awsr,1,23.8,86.6,2023-02-11T20:04:36.683Z,2023-02-14T07:04:14Z,4031828811,399,465194,,,,,,,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507649069,1309,83,1,2,29,3ebril33e08ddzob4bhq8awsr,1,1.8,92.2,2023-02-11T20:04:41.258Z,2023-02-14T07:04:38Z,4031829101,399,465194,,,,,,,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632843,21,61,1,2,29,3t0vjqtxc8wpjzv82i3oi2ova,0,88.4,3.7,2023-02-11T20:04:41.334Z,2023-02-14T08:56:21Z,4026491313,56,Right,4031244923,178,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632861,31,49,1,2,29,3ebril33e08ddzob4bhq8awsr,1,3.6,94.1,2023-02-11T20:04:41.892Z,2023-02-13T19:21:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506632943,32,1,1,2,34,3ebril33e08ddzob4bhq8awsr,0,16.7,92.4,2023-02-11T20:04:46.541Z,2023-02-13T19:21:59Z,4026491809,213,6.0,4026491799,155,,4026491801,56,Center,4031245839,178,,4026491807,212,44.7,4026491811,1,,4026491803,140,57.5,4026491805,141,73.5,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
