id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2469916143,9,1,1,0,20,6hsriqr3ybvyg94w2k19oal50,1,12.1,56,2022-10-09T18:01:22.103Z,2022-10-12T04:50:35Z,3837727419,178,,3833004975,141,96.6,3833004971,56,Back,3833004967,155,,3833004981,1,,3833004977,212,38.2,3833004973,140,37.3,3833004979,213,0.8,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916163,10,1,1,0,24,6hsriqr3ybvyg94w2k19oal50,1,38.1,95.8,2022-10-09T18:01:25.785Z,2022-10-12T04:50:40Z,3833005085,56,Center,3833005093,213,5.8,3833005083,155,,3833005087,140,59.2,3833005091,212,25.1,3837727477,178,,3833005089,141,78.5,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916173,11,44,1,0,26,6hsriqr3ybvyg94w2k19oal50,1,62.8,80.2,2022-10-09T18:01:28.129Z,2022-10-12T06:17:05Z,3833005159,233,3,3833005155,286,,3833005153,56,Left,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916157,3,44,1,0,26,3ebril33e08ddzob4bhq8awsr,0,37.2,19.8,2022-10-09T18:01:28.130Z,2022-10-12T04:50:44Z,3833005169,233,11,3833005067,56,Back,3833005069,285,,,,,,,,,,,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916175,12,61,1,0,26,6hsriqr3ybvyg94w2k19oal50,1,59.2,78.5,2022-10-09T18:01:28.231Z,2022-10-12T06:17:06Z,3833005157,56,Center,3837727575,21,,3837727577,388,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470793791,798,83,1,0,29,3ebril33e08ddzob4bhq8awsr,1,39.7,5.5,2022-10-09T18:01:31.282Z,2022-10-12T05:14:23Z,3837745003,399,181144,,,,,,,,,,,,,,,,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916195,13,1,1,0,30,6hsriqr3ybvyg94w2k19oal50,0,62.4,95.8,2022-10-09T18:01:32.356Z,2022-10-12T04:51:15Z,3833005255,140,57.8,3833005261,213,3.5,3833005253,56,Left,3833005257,141,92.9,3837727671,178,,3833005259,212,5.2,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916197,4,61,1,0,30,3ebril33e08ddzob4bhq8awsr,1,42.9,6,2022-10-09T18:01:32.536Z,2022-10-12T04:51:21Z,3833005263,56,Back,3837727735,178,,,,,,,,,,,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916243,5,1,1,0,31,3ebril33e08ddzob4bhq8awsr,1,32.1,9.2,2022-10-09T18:01:33.217Z,2022-10-12T04:51:25Z,3833005519,141,5.8,3833005523,213,6.1,3837727957,178,,3833005517,140,44.9,3833005513,3,,3833005521,212,13.6,3833005515,56,Back,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469917933,51,1,1,0,32,3ebril33e08ddzob4bhq8awsr,1,48,3.4,2022-10-09T18:01:34.050Z,2022-10-12T04:51:36Z,3833015907,213,0.5,3833015903,141,10.2,3837728067,178,,3833015899,56,Right,3833015905,212,9.0,3833015901,140,55.4,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916431,16,49,1,0,33,3ebril33e08ddzob4bhq8awsr,1,53.6,7.3,2022-10-09T18:01:34.716Z,2022-10-12T04:51:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916249,6,1,1,0,33,3ebril33e08ddzob4bhq8awsr,1,52.3,11,2022-10-09T18:01:35.562Z,2022-10-12T04:51:51Z,3837728217,178,,3833005565,56,Right,3833005575,212,14.4,3833005571,141,4.3,3833005567,140,65.3,3833005581,213,6.0,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916263,7,1,1,0,34,3ebril33e08ddzob4bhq8awsr,1,65.3,4.3,2022-10-09T18:01:36.599Z,2022-10-12T04:51:56Z,3833005649,141,26.2,3833005651,212,15.4,3833005647,140,69.1,3837728257,178,,3833005653,213,1.3,3833005645,56,Center,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916283,8,1,1,0,36,3ebril33e08ddzob4bhq8awsr,1,69.1,26.2,2022-10-09T18:01:38.166Z,2022-10-12T04:52:00Z,3833005749,141,23.9,3833005751,212,16.5,3833005747,140,53.5,3837728317,178,,3833005753,213,3.2,3833005745,56,Center,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916289,9,1,1,0,38,3ebril33e08ddzob4bhq8awsr,1,57.3,26.2,2022-10-09T18:01:40.004Z,2022-10-12T04:52:06Z,3833005771,56,Back,3833005775,141,25.2,3833005779,213,3.2,3833005773,140,45.6,3833005777,212,12.3,3837728387,178,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916301,10,1,1,0,40,3ebril33e08ddzob4bhq8awsr,1,47,25.6,2022-10-09T18:01:41.807Z,2022-10-12T04:52:15Z,3833005845,140,55.6,3833005851,213,5.5,3833005849,212,13.0,3837728513,178,,3833005847,141,11.8,3833005843,56,Right,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916321,11,1,1,0,42,3ebril33e08ddzob4bhq8awsr,1,53.6,8.9,2022-10-09T18:01:44.377Z,2022-10-12T04:52:30Z,3833005969,213,3.3,3837728719,178,,3833005967,212,11.7,3833005963,140,42.6,3833005961,56,Back,3833005965,141,6.1,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916327,12,1,1,0,43,3ebril33e08ddzob4bhq8awsr,1,42.6,6.1,2022-10-09T18:01:45.506Z,2022-10-12T04:52:35Z,3833005999,140,54.3,3833006003,212,12.3,3837728779,178,,3833005997,56,Right,3833006001,141,7.4,3833006005,213,0.1,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916341,13,1,1,0,44,3ebril33e08ddzob4bhq8awsr,1,54.3,7.4,2022-10-09T18:01:46.379Z,2022-10-12T04:52:40Z,3833006071,56,Back,3833006075,141,15.0,3833006079,213,2.6,3837728827,178,,3833006077,212,10.7,3833006073,140,45.4,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916373,14,1,1,0,46,3ebril33e08ddzob4bhq8awsr,1,47,20,2022-10-09T18:01:48.035Z,2022-10-12T04:52:44Z,3837728863,178,,3833006251,56,Back,3833006255,141,64.5,3833006259,213,1.9,3833006253,140,38.4,3833006257,212,31.6,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916429,15,1,1,0,55,3ebril33e08ddzob4bhq8awsr,1,44.6,53.4,2022-10-09T18:01:57.066Z,2022-10-12T04:52:49Z,3833006553,212,17.5,3833006555,213,4.2,3833006547,56,Back,3837728933,178,,3833006549,140,35.8,3833006551,141,31.6,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916457,17,1,1,0,58,3ebril33e08ddzob4bhq8awsr,1,34.1,35.1,2022-10-09T18:02:00.011Z,2022-10-12T04:52:53Z,3833006715,56,Back,3833006721,212,16.0,3837728979,178,,3833006717,140,37.5,3833006723,213,1.3,3833006719,141,58.1,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916483,18,1,1,1,0,3ebril33e08ddzob4bhq8awsr,1,35.8,60.3,2022-10-09T18:02:01.995Z,2022-10-12T04:52:56Z,3833006859,212,18.2,3833006853,56,Back,3833006857,141,84.5,3837729021,178,,3833006861,213,1.1,3833006855,140,43.1,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916503,19,1,1,1,5,3ebril33e08ddzob4bhq8awsr,1,43.1,84.5,2022-10-09T18:02:06.694Z,2022-10-12T04:53:02Z,3837729075,178,,3833006949,213,4.8,3833006947,212,12.2,3833006943,140,44.2,3833006941,56,Back,3833006945,141,66.7,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916531,20,1,1,1,8,3ebril33e08ddzob4bhq8awsr,1,44.7,55.8,2022-10-09T18:02:09.977Z,2022-10-12T04:53:07Z,3833007101,56,Back,3833007105,141,36.4,3833007109,213,3.8,3833007107,212,22.9,3837729137,178,,3833007103,140,26.9,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916549,21,1,1,1,11,3ebril33e08ddzob4bhq8awsr,1,28,32.2,2022-10-09T18:02:13.005Z,2022-10-12T04:53:14Z,3833007215,141,4.6,3833007211,56,Back,3837729193,178,,3833007213,140,37.5,3833007217,212,21.3,3833007219,213,5.2,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916557,22,3,1,1,13,3ebril33e08ddzob4bhq8awsr,0,41.3,4.6,2022-10-09T18:02:15.340Z,2022-10-12T04:53:19Z,3833007257,286,,3837729245,178,,3833007255,56,Back,3833007337,233,14,3835200233,464,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916567,14,7,1,1,13,6hsriqr3ybvyg94w2k19oal50,1,58.7,95.4,2022-10-09T18:02:15.557Z,2022-10-12T04:53:23Z,3833007283,56,Left,3833007281,167,,3837729293,178,,3835200273,385,,3833007319,233,22,3833007285,285,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916571,15,5,1,1,14,6hsriqr3ybvyg94w2k19oal50,0,58.5,101.9,2022-10-09T18:02:16.182Z,2022-10-12T04:53:27Z,3833007303,347,,3833007299,56,Left,3833007501,233,23,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916601,23,5,1,1,14,3ebril33e08ddzob4bhq8awsr,1,41.5,-1.9,2022-10-09T18:02:16.182Z,2022-10-12T04:53:26Z,3833007491,233,15,3833007457,347,,3833007455,56,Back,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916649,24,1,1,1,20,3ebril33e08ddzob4bhq8awsr,1,39.5,0,2022-10-09T18:02:21.819Z,2022-10-12T04:53:32Z,3833007695,56,Right,3833007701,212,21.9,3833007705,1,,3833007697,140,58.2,3833007693,107,,3833007699,141,12.3,3833007703,213,0.5,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916655,25,1,1,1,21,3ebril33e08ddzob4bhq8awsr,0,58.2,12.3,2022-10-09T18:02:23.043Z,2022-10-12T04:53:38Z,3833007725,56,Right,3833007733,213,4.0,3833007727,140,54.4,3833007731,212,6.2,3833007729,141,5.3,3837729503,178,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470794229,918,43,1,1,21,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-10-09T18:02:23.055Z,2022-10-12T05:16:34Z,3837746891,178,0,3837746995,144,82,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916633,16,49,1,1,22,6hsriqr3ybvyg94w2k19oal50,1,41.2,92.7,2022-10-09T18:02:24.236Z,2022-10-12T04:53:46Z,,,,,,,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916641,17,1,1,1,22,6hsriqr3ybvyg94w2k19oal50,0,41.2,92.7,2022-10-09T18:02:24.295Z,2022-10-12T04:53:49Z,3837729641,178,,3833007669,141,86.8,3833007671,212,7.7,3833007667,140,34.9,3833007673,213,3.7,3833007665,56,Back,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916677,26,49,1,1,23,3ebril33e08ddzob4bhq8awsr,1,57.8,2.5,2022-10-09T18:02:25.206Z,2022-10-12T04:53:53Z,,,,,,,,,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916683,27,1,1,1,25,3ebril33e08ddzob4bhq8awsr,0,57.8,2.5,2022-10-09T18:02:26.947Z,2022-10-12T04:53:58Z,3833007871,56,Right,3837729761,178,,3833007875,141,1.9,3833007879,213,6.2,3833007873,140,63.4,3833007877,212,5.9,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916673,18,61,1,1,25,6hsriqr3ybvyg94w2k19oal50,1,32.8,97,2022-10-09T18:02:27.117Z,2022-10-12T04:54:03Z,3833007815,56,Back,3837729819,178,,,,,,,,,,,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916675,19,5,1,1,25,6hsriqr3ybvyg94w2k19oal50,0,35.4,101.2,2022-10-09T18:02:27.592Z,2022-10-12T04:54:07Z,3833007831,56,Back,3833008481,233,28,3833007833,347,,,,,,,,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916799,28,5,1,1,25,3ebril33e08ddzob4bhq8awsr,1,64.6,-1.2,2022-10-09T18:02:27.592Z,2022-10-12T04:54:07Z,3833008465,233,19,3833008435,347,,3833008433,56,Right,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916809,29,1,1,1,41,3ebril33e08ddzob4bhq8awsr,1,61.8,0,2022-10-09T18:02:43.127Z,2022-10-12T04:54:10Z,3833008497,212,8.1,3833008493,140,66.5,3833008499,213,0.9,3833008495,141,8.2,3833008491,56,Right,3833008489,107,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916819,30,1,1,1,42,3ebril33e08ddzob4bhq8awsr,1,66.5,8.2,2022-10-09T18:02:44.074Z,2022-10-12T04:54:15Z,3833008539,213,3.6,3833008531,56,Right,3833008537,212,7.6,3833008533,140,60.1,3833008535,141,2.9,3837730003,178,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916835,31,1,1,1,43,3ebril33e08ddzob4bhq8awsr,0,60.1,2.9,2022-10-09T18:02:45.232Z,2022-10-12T04:54:19Z,3833008625,212,8.7,3837730047,178,,3833008621,140,68.4,3833008627,213,6.2,3833008623,141,2.0,3833008619,56,Right,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916845,20,49,1,1,45,6hsriqr3ybvyg94w2k19oal50,1,33,96.8,2022-10-09T18:02:46.740Z,2022-10-12T04:54:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469916851,21,1,1,1,46,6hsriqr3ybvyg94w2k19oal50,1,33.5,95.2,2022-10-09T18:02:47.945Z,2022-10-12T04:54:29Z,3837730181,178,,3833008687,56,Back,3833008695,213,0.7,3833008691,141,98.1,3833008689,140,35.7,3833008693,212,3.0,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
