id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2471658055,10,61,1,0,19,6g9qrm72224jrk6tkxxxi8a9n,1,56,88.6,2022-10-14T18:00:38.931Z,2022-10-14T18:00:39Z,3842318837,56,Left,,,,,,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658133,7,5,1,0,20,3t0vjqtxc8wpjzv82i3oi2ova,1,40.4,-1.7,2022-10-14T18:00:39.763Z,2022-10-14T18:06:59Z,3842319159,347,,3842319165,233,11,3842319157,56,Back,,,,,,,,,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658063,11,5,1,0,20,6g9qrm72224jrk6tkxxxi8a9n,0,59.6,101.7,2022-10-14T18:00:39.763Z,2022-10-14T18:00:47Z,3842319173,233,7,3842318875,347,,3842318873,56,Left,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658143,8,1,1,0,27,3t0vjqtxc8wpjzv82i3oi2ova,1,43.9,0,2022-10-14T18:00:47.239Z,2022-10-14T18:00:49Z,3842319229,107,,3842319235,141,12.0,3842319231,56,Back,3842319233,140,41.9,3842319237,212,9.7,3842319239,213,1.8,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658151,9,1,1,0,29,3t0vjqtxc8wpjzv82i3oi2ova,1,42.9,12.9,2022-10-14T18:00:49.047Z,2022-10-14T18:00:50Z,3842319291,56,Back,3842319295,141,3.1,3842319299,213,4.5,3842319297,212,6.9,3842319293,140,41.3,,,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658175,10,1,1,0,31,3t0vjqtxc8wpjzv82i3oi2ova,1,41.3,3.7,2022-10-14T18:00:50.616Z,2022-10-14T18:00:54Z,3842319413,155,,3842319417,56,Right,3842319429,212,33.4,3842319425,141,11.7,3842319433,213,0.2,3842319437,1,,3842319421,140,72.7,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658181,11,44,1,0,33,3t0vjqtxc8wpjzv82i3oi2ova,1,68,16.6,2022-10-14T18:00:53.394Z,2022-10-14T18:00:55Z,3842319453,286,,3842319451,56,Right,3842319467,233,12,,,,,,,,,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658169,12,44,1,0,33,6g9qrm72224jrk6tkxxxi8a9n,0,32,83.4,2022-10-14T18:00:53.395Z,2022-10-14T18:00:55Z,3842319381,285,,3842319379,56,Back,3842319473,233,11,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658187,12,1,1,0,34,3t0vjqtxc8wpjzv82i3oi2ova,0,72.7,11.7,2022-10-14T18:00:53.912Z,2022-10-14T18:01:07Z,3842319481,140,84.6,3842319475,3,,3842319485,212,12.5,3842319479,56,Right,3842319477,168,,3842319483,141,10.0,3842319487,213,6.2,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658183,13,49,1,0,35,6g9qrm72224jrk6tkxxxi8a9n,1,32,80.3,2022-10-14T18:00:55.171Z,2022-10-14T18:00:55Z,,,,,,,,,,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658191,14,1,1,0,35,6g9qrm72224jrk6tkxxxi8a9n,1,32,80.3,2022-10-14T18:00:55.396Z,2022-10-14T18:00:56Z,3842319493,140,33.4,3842319497,212,3.9,3842319499,213,1.2,3842319495,141,85.6,3842319491,56,Back,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658219,15,1,1,0,36,6g9qrm72224jrk6tkxxxi8a9n,0,33.4,85.6,2022-10-14T18:00:56.355Z,2022-10-14T18:04:32Z,3842319629,212,27.9,3842319627,141,84.8,3842319623,56,Left,3842319631,213,6.3,3842319621,155,,3842319625,140,60.0,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658221,16,43,1,0,37,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-10-14T18:00:56.435Z,2022-10-14T18:04:30Z,3842319641,56,Left,3842330839,144,1,3842319645,141,88.1,3842319649,213,2.4,3842319661,156,0,3842319643,140,57.5,3842319647,212,3.5,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660261,52,8,1,0,37,3t0vjqtxc8wpjzv82i3oi2ova,1,43.9,13.4,2022-10-14T18:00:57.185Z,2022-10-14T18:04:42Z,3842331483,56,Back,,,,,,,,,,,,,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658227,17,1,1,0,38,6g9qrm72224jrk6tkxxxi8a9n,0,57.5,88.1,2022-10-14T18:00:57.779Z,2022-10-14T18:04:43Z,3842319679,212,7.2,3842319681,213,5.7,3842319675,140,63.2,3842319677,141,82.1,3842319673,56,Left,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658225,13,49,1,0,43,3t0vjqtxc8wpjzv82i3oi2ova,1,31,11.9,2022-10-14T18:01:02.425Z,2022-10-14T18:04:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658231,14,1,1,0,43,3t0vjqtxc8wpjzv82i3oi2ova,1,31.8,11.9,2022-10-14T18:01:02.833Z,2022-10-14T18:01:45Z,3842319701,213,1.0,3842319697,141,23.3,3842319693,56,Back,3842319695,140,36.8,3842319699,212,9.4,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658239,15,1,1,0,44,3t0vjqtxc8wpjzv82i3oi2ova,0,36.8,23.3,2022-10-14T18:01:03.696Z,2022-10-14T18:01:47Z,3842319747,141,0.0,3842319743,56,Back,3842319745,140,33.5,3842319751,213,4.5,3842319749,212,16.9,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658241,16,5,1,0,45,3t0vjqtxc8wpjzv82i3oi2ova,0,34.2,-1.4,2022-10-14T18:01:04.579Z,2022-10-14T18:07:00Z,3842320023,233,18,3842319755,56,Back,3842319757,347,,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658287,18,5,1,0,45,6g9qrm72224jrk6tkxxxi8a9n,1,65.8,101.4,2022-10-14T18:01:04.579Z,2022-10-14T18:01:12Z,3842319997,347,,3842320009,233,16,3842319995,56,Left,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658353,19,1,1,1,1,6g9qrm72224jrk6tkxxxi8a9n,1,65,100,2022-10-14T18:01:20.803Z,2022-10-14T18:01:23Z,3842320377,140,65.2,3842320373,56,Left,3842320389,213,4.7,3842320385,212,9.9,3842320381,141,87.1,3842320371,107,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658357,20,61,1,1,2,6g9qrm72224jrk6tkxxxi8a9n,1,65.2,87.1,2022-10-14T18:01:21.695Z,2022-10-14T18:02:57Z,3842320397,56,Left,,,,,,,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658377,17,1,1,1,4,3t0vjqtxc8wpjzv82i3oi2ova,1,25.9,12.9,2022-10-14T18:01:23.817Z,2022-10-14T18:01:27Z,3842320523,212,16.7,3842320517,56,Back,3842320519,140,12.1,3842320525,213,2.6,3842320515,3,,3842320521,141,25.2,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658381,18,49,1,1,7,3t0vjqtxc8wpjzv82i3oi2ova,1,12.1,25.5,2022-10-14T18:01:27.033Z,2022-10-14T18:01:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658395,19,1,1,1,8,3t0vjqtxc8wpjzv82i3oi2ova,1,12.1,25.5,2022-10-14T18:01:27.649Z,2022-10-14T18:01:29Z,3842320621,56,Back,3842320625,141,43.6,3842320629,213,2.2,3842320627,212,15.1,3842320623,140,3.8,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658411,20,1,1,1,10,3t0vjqtxc8wpjzv82i3oi2ova,0,2.9,43,2022-10-14T18:01:29.632Z,2022-10-14T18:01:33Z,3842320721,212,52.6,3842320719,141,35.7,3842320723,213,6.2,3842320725,1,,3842320715,56,Center,3842320717,140,52.8,3842320713,157,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658437,21,1,1,1,12,6g9qrm72224jrk6tkxxxi8a9n,1,43.7,66.4,2022-10-14T18:01:31.955Z,2022-10-14T18:01:35Z,3842320821,3,,3842320825,140,53.0,3842320829,212,10.1,3842320827,141,70.3,3842320831,213,0.3,3842320823,56,Center,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658443,22,44,1,1,15,6g9qrm72224jrk6tkxxxi8a9n,1,53.4,70.1,2022-10-14T18:01:34.703Z,2022-10-14T18:01:36Z,3842320861,56,Center,3842320901,233,21,3842320863,286,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658435,21,44,1,1,15,3t0vjqtxc8wpjzv82i3oi2ova,0,46.6,29.9,2022-10-14T18:01:34.704Z,2022-10-14T18:01:36Z,3842320819,285,,3842320817,56,Back,3842320923,233,22,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658447,22,61,1,1,16,3t0vjqtxc8wpjzv82i3oi2ova,1,46.3,30.1,2022-10-14T18:01:35.768Z,2022-10-14T18:01:36Z,3842320877,56,Back,,,,,,,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658453,23,1,1,1,16,6g9qrm72224jrk6tkxxxi8a9n,0,53,70.3,2022-10-14T18:01:35.954Z,2022-10-14T18:01:36Z,3842320931,56,Center,3842320927,3,,3842320935,141,69.0,3842320929,168,,3842320939,213,5.9,3842320933,140,55.3,3842320937,212,2.6,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658455,23,49,1,1,17,3t0vjqtxc8wpjzv82i3oi2ova,1,44.3,43.6,2022-10-14T18:01:36.728Z,2022-10-14T18:01:36Z,,,,,,,,,,,,,,,,,,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658461,24,1,1,1,17,3t0vjqtxc8wpjzv82i3oi2ova,0,45.4,44.8,2022-10-14T18:01:36.992Z,2022-10-14T18:01:41Z,3842320965,56,Back,3842321057,286,,3842321053,233,24,3842320973,213,1.3,3842320971,212,3.4,3842320967,140,46.3,3842321051,236,,3842320969,141,49.6,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658467,24,74,1,1,17,6g9qrm72224jrk6tkxxxi8a9n,1,58.3,46.4,2022-10-14T18:01:36.993Z,2022-10-14T18:01:40Z,3842321061,233,24,3842321005,285,,3842321003,56,Center,,,,,,,,,,,,,,,,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658473,25,49,1,1,19,6g9qrm72224jrk6tkxxxi8a9n,1,64.3,54.8,2022-10-14T18:01:38.963Z,2022-10-14T18:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658477,26,1,1,1,19,6g9qrm72224jrk6tkxxxi8a9n,0,64.3,54.8,2022-10-14T18:01:39.267Z,2022-10-14T18:01:39Z,3842321043,140,71.6,3842321047,212,13.0,3842321045,141,70.3,3842321041,56,Center,3842321049,213,0.9,,,,,,,,,,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658491,25,49,1,1,21,3t0vjqtxc8wpjzv82i3oi2ova,1,28.5,21.8,2022-10-14T18:01:40.648Z,2022-10-14T18:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658519,26,1,1,1,21,3t0vjqtxc8wpjzv82i3oi2ova,1,28.5,21.8,2022-10-14T18:01:41.049Z,2022-10-14T18:01:43Z,3842321231,212,12.9,3842321223,56,Back,3842321227,141,37.4,3842321225,140,21.5,3842321235,213,2.2,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658527,27,1,1,1,24,3t0vjqtxc8wpjzv82i3oi2ova,1,22.5,37.1,2022-10-14T18:01:43.600Z,2022-10-14T18:01:44Z,3842321259,213,1.4,3842321251,56,Back,3842321255,141,46.6,3842321253,140,23.8,3842321257,212,6.6,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658557,28,1,1,1,25,3t0vjqtxc8wpjzv82i3oi2ova,1,23.5,45.7,2022-10-14T18:01:44.433Z,2022-10-14T18:01:47Z,3842321363,140,15.7,3842321367,212,13.0,3842321365,141,60.6,3842321369,213,2.3,3842321361,56,Back,,,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658585,29,1,1,1,28,3t0vjqtxc8wpjzv82i3oi2ova,1,15.3,64.5,2022-10-14T18:01:47.745Z,2022-10-14T18:01:50Z,3842321493,212,21.0,3842321491,141,94.7,3842321489,140,19.4,3842321495,213,1.4,3842321487,56,Back,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658625,30,1,1,1,30,3t0vjqtxc8wpjzv82i3oi2ova,1,20.3,95.1,2022-10-14T18:01:50.017Z,2022-10-14T18:01:54Z,3842321695,56,Back,3842321701,212,10.1,3842321699,141,85.0,3842321703,213,3.9,3842321697,140,13.2,,,,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658721,31,1,1,1,35,3t0vjqtxc8wpjzv82i3oi2ova,1,24.2,73.6,2022-10-14T18:01:54.848Z,2022-10-14T18:02:04Z,3842322213,213,3.7,3842322205,56,Back,3842322207,140,6.9,3842322211,212,21.2,3842322209,141,57.6,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658749,32,1,1,1,44,3t0vjqtxc8wpjzv82i3oi2ova,0,11.9,58.1,2022-10-14T18:02:04.144Z,2022-10-14T18:02:08Z,3842322335,155,,3842322347,1,,3842322343,212,58.6,3842322337,56,Right,3842322341,141,12.0,3842322345,213,5.7,3842322339,140,59.1,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
