id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2500792497,329,61,1,0,6,d0zdg647gvgc95xdtk1vpbkys,1,25.8,25,2023-01-26T20:00:44.463Z,2023-01-28T11:44:14Z,3997289993,388,,3997289991,15,,3995876947,56,Back,,,,,,,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787081,5,49,1,0,7,d0zdg647gvgc95xdtk1vpbkys,1,31.6,23,2023-01-26T20:00:45.426Z,2023-01-27T20:35:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787083,6,1,1,0,7,d0zdg647gvgc95xdtk1vpbkys,0,31.6,23,2023-01-26T20:00:45.502Z,2023-01-27T20:35:10Z,3995847809,212,18.7,3995847801,157,,3995847811,213,0.9,3995847807,141,44.5,3995847805,140,42.7,3997290647,178,,3995847813,1,,3995847803,56,Back,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787069,4,43,1,0,7,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-01-26T20:00:45.825Z,2023-01-26T20:02:44Z,3995847741,56,Back,3995850039,144,1,3995847743,140,34.7,3995847747,212,5.0,3995847739,3,0,3995847745,141,29.8,3995847749,213,5.8,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787085,8,8,1,0,8,6g9qrm72224jrk6tkxxxi8a9n,1,60.2,59,2023-01-26T20:00:46.509Z,2023-01-27T20:35:16Z,3995847815,56,Center,3997290935,388,,3996423757,384,,3995847829,15,,,,,,,,,,,,,,f15kg1dhysflr9u8igyvhxkdm,F. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787101,9,1,1,0,10,6g9qrm72224jrk6tkxxxi8a9n,1,51.3,42.8,2023-01-26T20:00:48.305Z,2023-01-27T20:35:22Z,3995847897,3,,3995847903,141,42.7,3997291291,178,,3995847907,213,6.3,3995847905,212,10.5,3995847901,140,61.3,3995847899,56,Center,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787121,10,1,1,0,11,6g9qrm72224jrk6tkxxxi8a9n,1,61.3,42.7,2023-01-26T20:00:49.542Z,2023-01-27T20:35:29Z,3995847977,3,,3995847987,213,5.5,3995847985,212,14.8,3995847983,141,27.1,3997291665,388,,3995847979,56,Center,3995849533,168,,3995847981,140,71.1,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501080171,627,67,1,0,13,6g9qrm72224jrk6tkxxxi8a9n,1,72.8,14.2,2023-01-26T20:00:51.310Z,2023-01-28T11:44:19Z,3997395691,233,1364,,,,,,,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501080167,1364,67,1,0,13,d0zdg647gvgc95xdtk1vpbkys,0,27.2,85.8,2023-01-26T20:00:51.311Z,2023-01-27T21:16:30Z,3997395723,233,627,,,,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787127,11,61,1,0,13,6g9qrm72224jrk6tkxxxi8a9n,1,75,17.3,2023-01-26T20:00:51.319Z,2023-01-28T11:44:20Z,3997292271,178,,3995848013,56,Right,,,,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787135,12,1,1,0,16,6g9qrm72224jrk6tkxxxi8a9n,1,71.5,10.9,2023-01-26T20:00:54.141Z,2023-01-27T20:35:51Z,3995848055,140,84.8,3995848057,141,9.1,3995848053,56,Right,3997292961,178,,3995848059,212,14.0,3995848061,213,6.2,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787141,13,1,1,0,20,6g9qrm72224jrk6tkxxxi8a9n,0,81.9,16.1,2023-01-26T20:00:58.759Z,2023-01-27T20:35:59Z,3995848091,56,Center,3997293385,178,,3995848099,213,1.3,3996424137,72,,3995848087,2,,3996424135,223,,3995848093,140,85.8,3995848097,212,13.6,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,3995848095,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787151,7,12,1,0,21,d0zdg647gvgc95xdtk1vpbkys,1,14.8,64.2,2023-01-26T20:00:59.305Z,2023-01-27T20:36:21Z,3997293563,178,,3995848139,140,33.3,3995848145,213,5.7,3995848143,212,22.9,3995848137,56,Back,3995848141,141,46.3,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787161,8,1,1,0,23,d0zdg647gvgc95xdtk1vpbkys,1,30.1,47.2,2023-01-26T20:01:01.297Z,2023-01-27T20:36:13Z,3995848189,56,Back,3995848191,140,45.8,3995848199,1,,3995848193,141,52.8,3997294375,178,,3995848187,157,,3995848197,213,0.2,3995848195,212,16.9,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787163,9,49,1,0,25,d0zdg647gvgc95xdtk1vpbkys,1,40.3,34.6,2023-01-26T20:01:03.445Z,2023-01-27T20:36:31Z,,,,,,,,,,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787165,10,61,1,0,25,d0zdg647gvgc95xdtk1vpbkys,0,40.3,34.6,2023-01-26T20:01:03.495Z,2023-01-27T21:17:56Z,3997398779,388,,3997398777,21,,3995848211,56,Back,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787175,14,49,1,0,27,6g9qrm72224jrk6tkxxxi8a9n,1,55.9,79.4,2023-01-26T20:01:05.385Z,2023-01-27T20:36:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bn8dwm2y9a8i9a10rba3dmm3u,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787177,15,50,1,0,28,6g9qrm72224jrk6tkxxxi8a9n,1,58.4,82.8,2023-01-26T20:01:06.948Z,2023-01-27T20:37:01Z,3995848253,286,,3995848251,56,Left,3995848337,233,11,,,,,,,,,,,,,,,,bn8dwm2y9a8i9a10rba3dmm3u,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787189,11,7,1,0,29,d0zdg647gvgc95xdtk1vpbkys,1,41.6,17.2,2023-01-26T20:01:07.009Z,2023-01-27T20:37:05Z,3995848327,233,15,3995848301,285,,3995848299,56,Back,3997297573,178,,3995848297,167,,3996424573,385,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787191,12,5,1,0,31,d0zdg647gvgc95xdtk1vpbkys,0,42,-1.1,2023-01-26T20:01:09.089Z,2023-01-27T20:37:14Z,3995848345,233,16,3995848307,56,Back,3995848309,347,,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787195,16,5,1,0,31,6g9qrm72224jrk6tkxxxi8a9n,1,58,101.1,2023-01-26T20:01:09.089Z,2023-01-27T20:37:13Z,3995848339,233,12,3995848333,347,,3995848331,56,Left,,,,,,,,,,,,,,,,bn8dwm2y9a8i9a10rba3dmm3u,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787237,17,1,1,0,44,6g9qrm72224jrk6tkxxxi8a9n,1,62.7,100,2023-01-26T20:01:22.318Z,2023-01-27T20:37:44Z,3995848561,56,Left,3995848559,107,,3995848569,213,6.0,3995848563,140,75.8,3995848567,212,14.4,3995848565,141,95.0,,,,,,,bn8dwm2y9a8i9a10rba3dmm3u,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787243,18,1,1,0,48,6g9qrm72224jrk6tkxxxi8a9n,0,76.7,92,2023-01-26T20:01:26.655Z,2023-01-27T20:37:56Z,3995848601,140,89.7,3997300453,178,,3995848599,56,Center,3995848603,141,65.0,3995848605,212,22.9,3995848607,213,5.4,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787245,13,49,1,0,52,d0zdg647gvgc95xdtk1vpbkys,1,11,37.7,2023-01-26T20:01:30.125Z,2023-01-27T20:38:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787271,14,1,1,0,59,d0zdg647gvgc95xdtk1vpbkys,1,34.3,68.4,2023-01-26T20:01:37.728Z,2023-01-27T21:20:12Z,3995848767,141,64.5,3995848771,213,6.0,3995848765,140,41.6,3995848769,212,8.1,3997301099,178,,3995848763,56,Back,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787283,15,1,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,42.3,65.3,2023-01-26T20:01:40.066Z,2023-01-27T20:38:12Z,3997301369,178,,3995848819,212,11.5,3995848813,56,Center,3995848821,213,0.3,3995848817,141,70.5,3995848815,140,52.7,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787299,16,1,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,53.9,71.6,2023-01-26T20:01:40.097Z,2023-01-27T21:20:21Z,3995848881,213,3.1,3997301475,178,,3995848879,212,15.4,3995848873,56,Back,3995848875,140,39.2,3995848877,141,72.3,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787321,17,1,1,1,5,d0zdg647gvgc95xdtk1vpbkys,1,40.5,67.7,2023-01-26T20:01:43.606Z,2023-01-27T20:38:20Z,3995848989,141,31.3,3997301697,178,,3995848991,212,24.9,3995848993,213,4.8,3995848987,140,43.4,3995848985,56,Back,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787333,18,1,1,1,9,d0zdg647gvgc95xdtk1vpbkys,1,51.2,23.6,2023-01-26T20:01:47.286Z,2023-01-27T21:21:46Z,3995849059,140,55.7,3995849061,141,5.6,3995849065,213,5.1,3997301927,178,,3995849057,56,Right,3995849063,212,13.1,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787343,19,1,1,1,11,d0zdg647gvgc95xdtk1vpbkys,1,55.7,5.6,2023-01-26T20:01:49.535Z,2023-01-27T20:38:28Z,3997302221,178,,3995849123,213,1.8,3995849119,141,18.2,3995849121,212,8.8,3995849117,140,53.7,3995849115,56,Right,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787363,20,1,1,1,13,d0zdg647gvgc95xdtk1vpbkys,1,53.6,19.6,2023-01-26T20:01:51.587Z,2023-01-27T21:23:21Z,3995849213,56,Center,3995849217,141,58.4,3995849221,213,1.7,3995849215,140,51.5,3997302399,178,,3995849219,212,26.5,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787377,21,1,1,1,19,d0zdg647gvgc95xdtk1vpbkys,1,53.8,64.7,2023-01-26T20:01:56.993Z,2023-01-27T20:38:36Z,3995849309,140,53.8,3995849311,141,37.7,3997302649,178,,3995849315,213,4.7,3995849307,56,Center,3995849313,212,18.4,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787381,22,1,1,1,22,d0zdg647gvgc95xdtk1vpbkys,1,54.2,33.1,2023-01-26T20:02:00.152Z,2023-01-27T20:38:39Z,3995849323,140,61.8,3995849325,141,39.5,3995849327,212,9.1,3997302823,178,,3995849321,56,Center,3995849329,213,0.5,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787389,23,1,1,1,23,d0zdg647gvgc95xdtk1vpbkys,1,61.8,39.5,2023-01-26T20:02:01.760Z,2023-01-27T20:38:44Z,3995849351,212,19.3,3995849347,140,58.3,3997303121,178,,3995849345,56,Right,3995849353,213,4.5,3995849349,141,11.6,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787399,24,1,1,1,25,d0zdg647gvgc95xdtk1vpbkys,1,58.3,11.6,2023-01-26T20:02:03.902Z,2023-01-27T20:38:48Z,3995849411,212,6.7,3995849409,141,4.0,3995849413,213,5.4,3997303473,178,,3995849407,140,62.4,3995849405,56,Right,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787405,25,1,1,1,27,d0zdg647gvgc95xdtk1vpbkys,1,62.4,4,2023-01-26T20:02:05.096Z,2023-01-27T20:38:54Z,3997303817,178,,3995849443,212,16.4,3995849439,140,47.2,3995849445,213,2.9,3995849441,141,9.4,3995878381,156,,3995849437,56,Back,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787419,26,1,1,1,29,d0zdg647gvgc95xdtk1vpbkys,1,47.2,9.7,2023-01-26T20:02:07.010Z,2023-01-27T20:38:57Z,3995849539,141,35.6,3995849543,213,2.0,3995849535,56,Back,3995849537,140,39.5,3997303975,178,,3995849541,212,19.4,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787427,27,1,1,1,32,d0zdg647gvgc95xdtk1vpbkys,1,37.2,36.5,2023-01-26T20:02:10.489Z,2023-01-27T20:39:00Z,3995849569,212,8.1,3995849567,141,41.3,3997304099,178,,3995849565,140,44.3,3995849571,213,0.4,3995849563,56,Back,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787447,28,1,1,1,34,d0zdg647gvgc95xdtk1vpbkys,1,44.3,41.3,2023-01-26T20:02:12.590Z,2023-01-27T20:39:05Z,3997304513,178,,3995849663,56,Back,3995849667,141,81.0,3995849665,140,40.5,3995849671,213,1.7,3995849669,212,27.3,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787459,29,1,1,1,41,d0zdg647gvgc95xdtk1vpbkys,1,57.5,90.8,2023-01-26T20:02:19.650Z,2023-01-27T20:39:11Z,3995849731,213,4.7,3995849723,56,Center,3995849727,141,54.6,3997304845,178,,3995849725,140,58.2,3995849729,212,24.6,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787467,30,1,1,1,44,d0zdg647gvgc95xdtk1vpbkys,1,57.3,51.8,2023-01-26T20:02:22.049Z,2023-01-27T20:39:15Z,3995849783,213,4.9,3995849777,140,60.3,3995849775,56,Center,3997305143,178,,3995849781,212,15.1,3995849779,141,30.1,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787481,31,1,1,1,46,d0zdg647gvgc95xdtk1vpbkys,1,60.3,30.1,2023-01-26T20:02:24.150Z,2023-01-27T20:39:21Z,3995849851,212,19.7,3995849845,56,Right,3995849847,140,70.3,3997305457,178,,3995849853,213,5.3,3995849849,141,5.6,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500787491,32,1,1,1,49,d0zdg647gvgc95xdtk1vpbkys,1,70.5,5.2,2023-01-26T20:02:27.703Z,2023-01-27T20:39:26Z,3995849905,141,10.6,3995849907,212,9.8,3995849903,140,61.8,3997305815,178,,3995849909,213,2.8,3995849901,56,Right,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
