id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2508737501,7,8,1,0,15,3ebril33e08ddzob4bhq8awsr,1,65.4,14.2,2023-02-17T19:00:51.035Z,2023-02-20T10:08:54Z,4037633275,56,Right,4046030679,178,,4039005829,383,,,,,,,,,,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737505,8,49,1,0,15,3ebril33e08ddzob4bhq8awsr,1,65.4,14.2,2023-02-17T19:00:51.465Z,2023-02-20T10:08:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737517,9,1,1,0,16,3ebril33e08ddzob4bhq8awsr,1,65.4,14.2,2023-02-17T19:00:52.005Z,2023-02-20T10:09:01Z,4037633329,140,71.5,4037633327,56,Right,4037633333,212,6.5,4037633335,213,6.1,4037633331,141,12.6,4046030847,178,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737519,10,61,1,0,16,3ebril33e08ddzob4bhq8awsr,0,71.5,12.6,2023-02-17T19:00:52.660Z,2023-02-20T10:09:38Z,4046031569,178,,4037633339,56,Right,,,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737531,5,61,1,0,17,ed5nwjz5za3oyi20nxzgqivmx,0,27.6,87.2,2023-02-17T19:00:53.010Z,2023-02-20T10:09:41Z,4046031645,178,,4037633385,56,Back,,,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737547,11,1,1,0,19,3ebril33e08ddzob4bhq8awsr,1,66.6,2.8,2023-02-17T19:00:55.480Z,2023-02-20T10:09:45Z,4046031753,178,,4037633449,141,8.3,4037633451,212,8.3,4037633445,56,Right,4037633453,213,0.5,4037633447,140,73.7,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737561,12,1,1,0,21,3ebril33e08ddzob4bhq8awsr,1,73.7,7.3,2023-02-17T19:00:56.748Z,2023-02-20T10:09:49Z,4037633523,213,5.7,4037633519,141,3.0,4046031919,178,,4037633521,212,5.1,4037633517,140,77.7,4037633515,56,Right,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737613,13,1,1,0,22,3ebril33e08ddzob4bhq8awsr,1,77.7,3,2023-02-17T19:00:58.090Z,2023-02-20T10:09:53Z,4037633675,213,0.3,4037633669,141,7.5,4037633671,212,10.6,4046031961,178,,4037633665,56,Right,4037633667,140,87.4,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509004419,870,3,1,0,27,3ebril33e08ddzob4bhq8awsr,0,95.2,14.4,2023-02-17T19:01:03.466Z,2023-02-20T10:10:12Z,4039008601,56,Right,4039008605,465,,4039008603,286,,4039008607,467,181us5vol7crxrmejhkqau3t,4046032445,178,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737625,14,1,1,0,28,3ebril33e08ddzob4bhq8awsr,1,94.5,13.5,2023-02-17T19:01:04.567Z,2023-02-20T10:10:16Z,4037633721,213,3.9,4046032543,178,,4037633719,212,8.7,4037633715,140,88.5,4037633713,56,Right,4037633717,141,4.7,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737635,15,1,1,0,30,3ebril33e08ddzob4bhq8awsr,0,88.5,4.7,2023-02-17T19:01:05.995Z,2023-02-20T10:10:18Z,4046032599,178,,4037633781,141,9.7,4039008959,225,,4039008963,387,,4037633777,56,Right,4039008967,72,,4037633773,2,,4037633775,155,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,4037633779,140,89.4,4037633785,213,1.3,4037633783,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737633,6,61,1,0,30,ed5nwjz5za3oyi20nxzgqivmx,1,11.5,90.8,2023-02-17T19:01:06.099Z,2023-02-20T10:10:24Z,4046032755,178,,4037633771,56,Back,4046032753,21,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737645,7,1,1,0,32,ed5nwjz5za3oyi20nxzgqivmx,0,22.2,70.6,2023-02-17T19:01:07.911Z,2023-02-20T10:10:28Z,4037633833,213,0.6,4037633827,140,34.1,4046032837,178,,4037633823,157,,4037633825,56,Back,4037633835,1,,4037633831,212,15.3,4037633829,141,83.5,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737665,16,61,1,0,33,3ebril33e08ddzob4bhq8awsr,0,59.9,16.1,2023-02-17T19:01:09.600Z,2023-02-20T10:10:33Z,4046032945,178,,4037633937,56,Right,,,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737721,8,5,1,0,36,ed5nwjz5za3oyi20nxzgqivmx,1,43,101.4,2023-02-17T19:01:11.969Z,2023-02-20T10:10:35Z,4037634175,347,,4037634173,56,Back,4037634189,233,17,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737675,17,5,1,0,36,3ebril33e08ddzob4bhq8awsr,0,57,-1.4,2023-02-17T19:01:11.969Z,2023-02-20T10:10:35Z,4037633973,56,Right,4037633975,347,,4037634197,233,8,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737749,9,1,1,0,42,ed5nwjz5za3oyi20nxzgqivmx,1,46.1,100,2023-02-17T19:01:18.668Z,2023-02-20T10:10:39Z,4037634287,213,3.5,4037634283,141,91.1,4037634285,212,20.8,4037634281,140,27.5,4037634279,56,Back,4037634277,107,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737761,10,1,1,0,46,ed5nwjz5za3oyi20nxzgqivmx,0,26.4,92.6,2023-02-17T19:01:21.964Z,2023-02-20T10:10:44Z,4037634569,236,,4037634575,286,,4037634339,212,2.0,4037634341,213,6.2,4046033229,178,,4037634571,233,18,4037634333,56,Back,4037634337,141,92.3,arahlffwma11d06oqmglwjemt,D. Van den Buijs,4037634335,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737773,18,74,1,0,46,3ebril33e08ddzob4bhq8awsr,1,65.9,4.4,2023-02-17T19:01:21.987Z,2023-02-20T10:10:48Z,4046033333,178,,4037634445,233,10,4037634399,56,Right,4037634403,285,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737805,11,5,1,0,46,ed5nwjz5za3oyi20nxzgqivmx,1,28.7,101.2,2023-02-17T19:01:22.618Z,2023-02-20T10:10:51Z,4037634559,347,,4037634601,233,19,4037634557,56,Back,,,,,,,,,,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737793,19,5,1,0,46,3ebril33e08ddzob4bhq8awsr,0,71.3,-1.2,2023-02-17T19:01:22.618Z,2023-02-20T10:10:51Z,4037634495,56,Right,4037634501,347,,4037634617,233,11,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737971,12,1,1,1,4,ed5nwjz5za3oyi20nxzgqivmx,1,44.7,100,2023-02-17T19:01:39.899Z,2023-02-20T10:10:53Z,4037635321,213,5.7,4037635319,212,10.4,4037635315,140,53.1,4037635317,141,93.4,4037635313,56,Left,4037635311,107,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737979,13,1,1,1,5,ed5nwjz5za3oyi20nxzgqivmx,1,52.1,90.7,2023-02-17T19:01:40.712Z,2023-02-20T10:10:58Z,4046033593,178,,4037635369,213,2.7,4037635367,212,7.5,4037702613,156,,4037635363,140,45.7,4037635365,141,95.6,4037635361,56,Back,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737981,14,50,1,1,6,ed5nwjz5za3oyi20nxzgqivmx,1,38.6,94,2023-02-17T19:01:42.151Z,2023-02-20T10:11:07Z,4037635377,56,Back,4037635379,286,,4037635445,233,20,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737991,20,7,1,1,7,3ebril33e08ddzob4bhq8awsr,0,61.4,6,2023-02-17T19:01:42.806Z,2023-02-20T10:11:09Z,4039010419,385,,4037635429,285,,4037635439,233,14,4037635427,56,Right,4046033891,178,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738105,15,1,1,1,11,ed5nwjz5za3oyi20nxzgqivmx,1,28.9,84.4,2023-02-17T19:01:46.749Z,2023-02-20T10:11:13Z,4037636017,212,31.4,4037636013,140,29.9,4037636015,141,38.3,4037636011,56,Back,4046033951,178,,4037636019,213,4.7,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738119,16,1,1,1,18,ed5nwjz5za3oyi20nxzgqivmx,0,57.8,22.7,2023-02-17T19:01:53.900Z,2023-02-20T10:11:19Z,4037636045,213,6.1,4037636043,212,16.8,4046034105,178,,4037636041,141,17.6,4037636039,140,73.5,4037636037,56,Right,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738129,21,49,1,1,20,3ebril33e08ddzob4bhq8awsr,1,25.8,84.3,2023-02-17T19:01:55.906Z,2023-02-20T10:11:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738161,22,1,1,1,20,3ebril33e08ddzob4bhq8awsr,1,25.8,84.3,2023-02-17T19:01:55.921Z,2023-02-20T10:11:28Z,4037636239,213,5.4,4037636233,140,30.3,4037636237,212,7.6,4046034291,178,,4037636235,141,75.5,4037636231,56,Back,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738189,23,1,1,1,22,3ebril33e08ddzob4bhq8awsr,1,35.3,79.3,2023-02-17T19:01:58.678Z,2023-02-20T10:11:31Z,4046034413,178,,4037636389,141,93.9,4037636393,213,0.5,4037636391,212,20.7,4037636385,56,Left,4037636387,140,52.6,,,,,,,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738201,24,1,1,1,25,3ebril33e08ddzob4bhq8awsr,1,52.6,93.9,2023-02-17T19:02:01.627Z,2023-02-20T10:11:35Z,4037636457,56,Back,4046034475,178,,4037636465,213,3.1,4037636463,212,8.6,4037636459,140,44.4,4037636461,141,93.9,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738223,25,1,1,1,27,3ebril33e08ddzob4bhq8awsr,1,43.6,93.9,2023-02-17T19:02:03.648Z,2023-02-20T10:11:38Z,4046034571,178,,4037636539,140,30.1,4037636541,141,92.2,4037636545,213,3.2,4037636543,212,14.2,4037636537,56,Back,,,,,,,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738297,26,1,1,1,30,3ebril33e08ddzob4bhq8awsr,1,29.8,92.2,2023-02-17T19:02:05.962Z,2023-02-20T10:11:42Z,4037636887,56,Back,4037636891,141,65.0,4037636895,213,3.8,4037636893,212,29.6,4046034625,178,,4037636889,140,7.8,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738331,27,1,1,1,38,3ebril33e08ddzob4bhq8awsr,1,13.5,48.3,2023-02-17T19:02:13.778Z,2023-02-20T10:11:44Z,4037637081,56,Back,4037637083,140,24.6,4037637087,212,35.0,4037637091,1,,4037637085,141,96.8,4037637089,213,1.2,4046034681,178,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738343,28,1,1,1,42,3ebril33e08ddzob4bhq8awsr,0,25.3,94.6,2023-02-17T19:02:18.459Z,2023-02-20T10:11:50Z,4037637149,213,0.2,4037638461,286,,4037637141,56,Back,4037638457,233,17,4037638455,236,,4037637147,212,4.4,4037637143,140,29.4,4037637145,141,96.0,6o2tffdjtdueojbhahe3w66i2,R. Vita,4046034783,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738393,17,74,1,1,42,ed5nwjz5za3oyi20nxzgqivmx,1,65.5,4.4,2023-02-17T19:02:18.662Z,2023-02-20T10:11:53Z,4037637363,56,Right,4046034813,178,,4037637365,285,,4037638489,233,28,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738405,18,5,1,1,44,ed5nwjz5za3oyi20nxzgqivmx,0,69,-1.3,2023-02-17T19:02:19.709Z,2023-02-20T10:11:58Z,4037637685,233,29,4037637397,56,Right,4037637401,347,,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738457,29,5,1,1,44,3ebril33e08ddzob4bhq8awsr,1,31,101.3,2023-02-17T19:02:19.709Z,2023-02-20T10:11:58Z,4037637635,347,,4037637633,56,Back,4037637669,233,18,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738485,30,1,1,1,57,3ebril33e08ddzob4bhq8awsr,1,26,100,2023-02-17T19:02:32.750Z,2023-02-20T10:12:01Z,4037637775,140,37.8,4037637777,141,94.6,4037637773,56,Back,4037637771,107,,4037637781,213,5.9,4037637779,212,13.2,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738497,31,1,1,1,58,3ebril33e08ddzob4bhq8awsr,1,37.8,94.6,2023-02-17T19:02:33.735Z,2023-02-20T11:01:18Z,4046092805,388,,4037637849,213,3.5,4037637843,140,32.8,4037637847,212,5.7,4037637845,141,91.5,4037637841,56,Back,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738515,32,50,1,1,58,3ebril33e08ddzob4bhq8awsr,1,35.2,83.8,2023-02-17T19:02:34.400Z,2023-02-20T10:12:13Z,4037638119,286,,4039298473,233,19,4037637947,56,Back,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738541,19,7,1,1,59,ed5nwjz5za3oyi20nxzgqivmx,0,64.8,16.2,2023-02-17T19:02:35.172Z,2023-02-20T10:12:17Z,4037638063,56,Right,4046035181,178,,4039013845,385,,4037638065,285,,4037638111,233,32,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738529,33,1,1,2,0,3ebril33e08ddzob4bhq8awsr,0,30.1,92.1,2023-02-17T19:02:36.414Z,2023-02-20T10:12:21Z,4037638011,1,,4037732791,236,,4037637999,157,,4037638001,56,Back,4037732797,286,,4037732793,233,20,4046035245,178,,4037638009,213,1.1,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,4037638005,141,94.2,4037638007,212,1.6,4037638003,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738563,20,74,1,2,0,ed5nwjz5za3oyi20nxzgqivmx,1,62.7,23.1,2023-02-17T19:02:36.469Z,2023-02-20T10:12:24Z,4037638137,56,Center,4037732745,285,,4037732815,233,33,4046035399,178,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
