id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value
2469198199,16,5,1,0,41,dqk062lu0vm8epvytbm6r4mmf,0,28.7,101.4,2022-10-08T19:01:31.662Z,2022-10-10T11:21:25Z,3829156227,347,,3829156275,233,7,3829156225,56,Back,,,,,,,,,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198299,8,1,1,0,50,8iawijq7s9s6d85mjz8wdslki,1,67,0,2022-10-08T19:01:41.068Z,2022-10-10T11:21:36Z,3829156803,107,,3829156823,213,2.5,3829156811,140,60.5,3829156807,56,Right,3829156821,212,8.5,3829156817,141,5.8,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198321,9,1,1,0,53,8iawijq7s9s6d85mjz8wdslki,1,57.9,5.5,2022-10-08T19:01:44.104Z,2022-10-10T11:21:42Z,3829156971,213,3.0,3829156969,212,22.1,3829156965,140,37.1,3829156963,56,Back,3834903237,178,,3829156967,141,10.0,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198343,10,1,1,0,56,8iawijq7s9s6d85mjz8wdslki,1,39.1,19.4,2022-10-08T19:01:47.058Z,2022-10-10T11:21:50Z,3829157079,140,32.6,3829157083,212,20.0,3829157085,213,1.9,3829157077,56,Back,3829157081,141,47.0,3834903465,178,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198351,11,1,1,0,59,8iawijq7s9s6d85mjz8wdslki,1,32.6,49.4,2022-10-08T19:01:50.367Z,2022-10-10T11:21:54Z,3829157125,212,9.5,3829157123,141,63.0,3829157119,56,Back,3834903615,178,,3829157127,213,1.4,3829157121,140,34.5,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198369,12,1,1,1,0,8iawijq7s9s6d85mjz8wdslki,1,35,63.2,2022-10-08T19:01:51.477Z,2022-10-10T11:21:57Z,3829157229,212,10.2,3834903687,178,,3829157231,213,4.4,3829157227,141,49.1,3829157225,140,31.8,3829157223,56,Back,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198421,13,1,1,1,2,8iawijq7s9s6d85mjz8wdslki,1,32.4,46.7,2022-10-08T19:01:53.480Z,2022-10-10T11:22:01Z,3829157525,141,22.9,3829157519,140,33.9,3834903813,178,,3829157527,212,16.3,3829157529,213,4.8,3829157515,56,Back,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198451,14,1,1,1,6,8iawijq7s9s6d85mjz8wdslki,1,38.6,23.9,2022-10-08T19:01:57.606Z,2022-10-10T11:22:07Z,3829157679,213,2.0,3829157671,56,Back,3834903937,178,,3829157677,212,17.4,3829157675,141,47.3,3829157673,140,32.0,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198489,15,1,1,1,11,8iawijq7s9s6d85mjz8wdslki,1,32,50.9,2022-10-08T19:02:01.910Z,2022-10-10T11:22:11Z,3829157857,213,5.7,3829157855,212,11.4,3829157853,141,41.9,3829157851,140,41.2,3834904069,178,,3829157849,56,Back,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198509,16,1,1,1,12,8iawijq7s9s6d85mjz8wdslki,1,41.2,41.9,2022-10-08T19:02:02.653Z,2022-10-10T11:22:25Z,3829157955,140,31.4,3829157953,56,Back,3829157961,213,2.7,3829157959,212,11.3,3829157957,141,48.8,3834904383,178,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198531,17,1,1,1,17,8iawijq7s9s6d85mjz8wdslki,1,32,53,2022-10-08T19:02:07.672Z,2022-10-10T11:22:28Z,3834904497,178,,3829158085,212,22.9,3829158083,141,67.8,3829158079,56,Center,3829158087,213,0.5,3829158081,140,51.6,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198539,18,1,1,1,17,8iawijq7s9s6d85mjz8wdslki,1,51.7,67.8,2022-10-08T19:02:08.565Z,2022-10-10T11:22:34Z,3834904685,178,,3829158119,213,4.4,3829158111,140,48.7,3829158115,212,10.0,3829158113,141,53.9,3829158109,56,Back,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198547,19,1,1,1,18,8iawijq7s9s6d85mjz8wdslki,1,48.7,53.9,2022-10-08T19:02:09.490Z,2022-10-10T11:22:40Z,3829158141,56,Center,3834904853,178,,3829158149,213,0.4,3829158143,140,62.9,3829158145,141,62.1,3829158147,212,15.9,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198581,20,4,1,1,20,8iawijq7s9s6d85mjz8wdslki,1,64,63.5,2022-10-08T19:02:10.873Z,2022-10-10T11:22:43Z,3829158295,286,,3829158289,56,Center,3829158293,265,,3829158451,233,17,3829158287,13,,3829158291,152,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198549,17,4,1,1,20,dqk062lu0vm8epvytbm6r4mmf,0,36,36.5,2022-10-08T19:02:10.874Z,2022-10-10T11:22:42Z,3829158441,13,,3829158151,56,Back,3834904889,178,,3829158455,233,20,3829158447,285,,3829158445,265,,3829158443,152,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198697,21,1,1,1,30,8iawijq7s9s6d85mjz8wdslki,1,64.8,70.5,2022-10-08T19:02:21.532Z,2022-10-10T11:22:56Z,3829158953,212,17.2,3829158943,5,,3829158941,189,,3829158951,141,89.9,3829158947,56,Left,3829158955,213,0.9,3834905225,178,,3829158945,152,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,3829158949,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198757,22,1,1,1,35,8iawijq7s9s6d85mjz8wdslki,1,81.8,93.5,2022-10-08T19:02:25.845Z,2022-10-10T11:22:59Z,3829159299,141,88.8,3829159303,212,7.8,3829159295,56,Left,3834905361,178,,3829159305,213,3.6,3829159297,140,75.0,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198767,18,45,1,1,40,dqk062lu0vm8epvytbm6r4mmf,0,25.4,5.7,2022-10-08T19:02:31.393Z,2022-10-10T11:23:07Z,3829159349,56,Back,3829159351,285,,3829159441,233,23,,,,,,,,,,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198773,23,3,1,1,40,8iawijq7s9s6d85mjz8wdslki,1,74.6,94.3,2022-10-08T19:02:31.393Z,2022-10-10T11:23:06Z,3834905461,178,,3829159403,233,18,3829159385,286,,3830624199,465,,3829159383,56,Left,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198777,24,50,1,1,42,8iawijq7s9s6d85mjz8wdslki,1,81.1,91.4,2022-10-08T19:02:32.607Z,2022-10-10T11:23:34Z,3829159555,233,19,3829159399,56,Left,3829159401,286,,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198807,19,7,1,1,42,dqk062lu0vm8epvytbm6r4mmf,1,18.9,8.6,2022-10-08T19:02:33.418Z,2022-10-10T11:23:38Z,3830624369,383,,3829159505,56,Back,3834905903,178,,3829159519,233,24,3829159507,285,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198821,20,12,1,1,44,dqk062lu0vm8epvytbm6r4mmf,1,18.9,6.4,2022-10-08T19:02:34.998Z,2022-10-10T11:23:44Z,3829159631,167,,3829159605,56,Back,3829159613,213,4.9,3829159607,140,19.8,3829159611,212,5.2,3834906009,178,,3829159609,141,0.0,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198825,21,5,1,1,44,dqk062lu0vm8epvytbm6r4mmf,0,18.4,-0.6,2022-10-08T19:02:35.475Z,2022-10-10T11:23:48Z,3829159621,347,,3829159619,56,Back,3829159869,233,25,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198879,25,5,1,1,44,8iawijq7s9s6d85mjz8wdslki,1,81.6,100.6,2022-10-08T19:02:35.475Z,2022-10-10T11:23:48Z,3829159851,347,,3829159849,56,Left,3829159853,233,21,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198899,26,1,1,1,52,8iawijq7s9s6d85mjz8wdslki,0,86.5,100,2022-10-08T19:02:42.783Z,2022-10-10T11:23:51Z,3829159953,213,4.5,3829159947,140,82.3,3829159945,56,Center,3829159943,107,,3829159949,141,70.8,3829159951,212,21.1,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470355837,1085,67,1,1,54,dqk062lu0vm8epvytbm6r4mmf,1,19.3,32,2022-10-08T19:02:45.042Z,2022-10-10T18:23:23Z,3835384823,233,1453,,,,,,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470355833,1453,67,1,1,54,8iawijq7s9s6d85mjz8wdslki,0,80.7,68,2022-10-08T19:02:45.043Z,2022-10-10T17:56:24Z,3835384833,233,1085,,,,,,,,,,,,,,,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198909,22,8,1,1,54,dqk062lu0vm8epvytbm6r4mmf,1,18.7,29.8,2022-10-08T19:02:45.062Z,2022-10-10T18:23:24Z,3829159993,56,Back,3834906253,178,,3830624679,384,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198931,23,49,1,1,55,dqk062lu0vm8epvytbm6r4mmf,1,21.8,33,2022-10-08T19:02:46.154Z,2022-10-10T11:24:07Z,,,,,,,,,,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470356033,1088,43,1,1,56,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-08T19:02:47.564Z,2022-10-10T17:56:51Z,3835385845,178,0,3835385929,144,82,,,,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470356027,1454,83,1,1,56,8iawijq7s9s6d85mjz8wdslki,1,76.7,68.2,2022-10-08T19:02:47.564Z,2022-10-10T17:56:47Z,3835385813,399,449624,,,,,,,,,,,,,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470356081,1089,43,1,1,57,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-08T19:02:47.836Z,2022-10-10T17:57:00Z,3835386091,178,0,3835386151,144,82,,,,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198971,24,1,1,1,57,dqk062lu0vm8epvytbm6r4mmf,1,21.8,34.6,2022-10-08T19:02:47.935Z,2022-10-10T11:24:21Z,3829160287,212,3.1,3834906751,178,,3829160285,141,36.4,3829160283,140,19.1,3829160289,213,2.7,3829160281,56,Back,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198973,25,61,1,1,58,dqk062lu0vm8epvytbm6r4mmf,0,19.1,36.4,2022-10-08T19:02:48.737Z,2022-10-10T11:24:28Z,3834906913,178,,3829160293,56,Back,,,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469198985,27,1,1,1,59,8iawijq7s9s6d85mjz8wdslki,0,81.7,68.3,2022-10-08T19:02:49.675Z,2022-10-10T11:24:33Z,3829160357,212,8.2,3829160355,141,61.5,3829160353,140,88.1,3829160359,213,5.7,3829160351,56,Center,3834907001,178,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470356197,1092,67,1,1,59,dqk062lu0vm8epvytbm6r4mmf,1,11.9,38,2022-10-08T19:02:50.543Z,2022-10-10T18:23:24Z,3835386711,233,1455,,,,,,,,,,,,,,,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
