id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2482073271,9,1,1,0,23,4vd2t5schmvvufrfib7f2vjdf,1,21.6,38.8,2022-11-05T19:59:30.983Z,2022-11-07T08:59:06Z,3897290201,213,2.3,3901910815,178,,3897290195,140,6.9,3897290199,212,22.1,3897290193,56,Back,3897290197,141,62.1,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073301,10,1,1,0,26,4vd2t5schmvvufrfib7f2vjdf,1,6.9,62.1,2022-11-05T19:59:33.777Z,2022-11-07T08:59:22Z,3897290341,212,53.7,3897290339,141,67.6,3897290335,56,Center,3897290345,1,,3901911155,178,,3897290343,213,0.1,3897290337,140,57.9,3897290333,157,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073305,11,44,1,0,30,4vd2t5schmvvufrfib7f2vjdf,1,60.2,64.8,2022-11-05T19:59:37.372Z,2022-11-07T10:09:48Z,3897290369,233,3,3897290357,56,Center,3897290359,286,,,,,,,,,,,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073307,3,44,1,0,30,dqk062lu0vm8epvytbm6r4mmf,0,39.8,35.2,2022-11-05T19:59:37.373Z,2022-11-07T08:59:36Z,3897290427,233,11,3897290363,285,,3897290361,56,Back,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073309,12,61,1,0,30,4vd2t5schmvvufrfib7f2vjdf,1,60.3,67.2,2022-11-05T19:59:37.484Z,2022-11-07T10:09:48Z,3901911575,21,,3897290365,56,Center,3901911577,388,,,,,,,,,,,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482710433,816,61,1,0,30,dqk062lu0vm8epvytbm6r4mmf,1,38.6,34.9,2022-11-05T19:59:37.589Z,2022-11-07T08:59:51Z,3901911813,388,,3900665605,56,Back,,,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073325,13,1,1,0,31,4vd2t5schmvvufrfib7f2vjdf,0,56.6,66.7,2022-11-05T19:59:38.698Z,2022-11-07T08:59:56Z,3897290463,212,11.3,3897290455,3,,3897290459,140,65.9,3897290465,213,5.7,3897290457,56,Center,3897290461,141,58.2,3901911885,178,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482968021,1056,67,1,0,32,dqk062lu0vm8epvytbm6r4mmf,1,38.4,39.8,2022-11-05T19:59:39.516Z,2022-11-07T10:09:48Z,3902021101,233,1100,,,,,,,,,,,,,,,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482968019,1100,67,1,0,32,4vd2t5schmvvufrfib7f2vjdf,0,61.6,60.2,2022-11-05T19:59:39.517Z,2022-11-07T09:54:11Z,3902021125,233,1056,,,,,,,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073319,4,8,1,0,32,dqk062lu0vm8epvytbm6r4mmf,1,39.5,39.4,2022-11-05T19:59:39.537Z,2022-11-07T10:09:49Z,3901911975,178,,3900667461,384,,3897290431,56,Back,,,,,,,,,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073333,5,1,1,0,33,dqk062lu0vm8epvytbm6r4mmf,0,39.2,39.5,2022-11-05T19:59:40.645Z,2022-11-07T09:00:07Z,3897290491,141,33.5,3897290489,140,40.6,3897290485,3,,3897290495,213,5.1,3901912155,388,,3897290493,212,4.3,3897290487,56,Back,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073341,14,1,1,0,35,4vd2t5schmvvufrfib7f2vjdf,1,58.3,75.7,2022-11-05T19:59:42.374Z,2022-11-07T09:00:22Z,3897290543,141,84.4,3897290547,213,2.3,3897290541,140,53.0,3901912219,178,,3897290539,56,Left,3897290545,212,8.1,,,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073351,15,1,1,0,36,4vd2t5schmvvufrfib7f2vjdf,1,53,84.4,2022-11-05T19:59:43.900Z,2022-11-07T09:00:26Z,3897290581,140,40.4,3897290585,212,14.1,3897290579,56,Back,3897290587,213,2.8,3897290583,141,91.5,3901912555,178,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073367,16,1,1,0,39,4vd2t5schmvvufrfib7f2vjdf,1,38,92.3,2022-11-05T19:59:46.543Z,2022-11-07T09:00:28Z,3897290675,141,74.7,3897290679,213,3.6,3897290677,212,29.2,3897290673,140,12.6,3897290671,56,Back,3901912607,178,,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073387,17,1,1,0,42,4vd2t5schmvvufrfib7f2vjdf,0,11.2,76,2022-11-05T19:59:49.098Z,2022-11-07T09:00:35Z,3897290795,213,6.1,3901912645,178,,3897290785,157,,3897290789,140,51.5,3897290791,141,65.5,3897290787,56,Center,3897290797,1,,3897290793,212,42.9,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073425,18,4,1,0,44,4vd2t5schmvvufrfib7f2vjdf,1,53.2,70.8,2022-11-05T19:59:51.665Z,2022-11-07T09:00:44Z,3897290935,233,6,3897290923,294,,3897290927,152,,3897290929,286,,3897290925,56,Center,3897290921,13,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073423,6,4,1,0,44,dqk062lu0vm8epvytbm6r4mmf,0,46.8,29.2,2022-11-05T19:59:51.666Z,2022-11-07T09:00:43Z,3897290911,13,,3897290919,285,,3897290915,56,Back,3897290917,152,,3897290913,294,,3897290945,233,18,3901912991,178,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073501,19,1,1,1,3,4vd2t5schmvvufrfib7f2vjdf,1,51.3,72.3,2022-11-05T20:00:10.524Z,2022-11-07T09:00:54Z,3897291381,5,,3897291395,1,,3897291495,189,,3897291389,141,17.4,3897291393,213,4.5,3897291391,212,38.2,3897291385,56,Back,3897291383,152,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,3897291387,140,43.4,3901913261,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073517,20,1,1,1,6,4vd2t5schmvvufrfib7f2vjdf,1,42,19.2,2022-11-05T20:00:13.260Z,2022-11-07T09:00:57Z,3897291487,141,40.6,3901913293,178,,3897291483,56,Back,3897291485,140,19.7,3897291489,212,27.6,3897291491,213,2.6,3897291505,189,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073567,21,1,1,1,15,4vd2t5schmvvufrfib7f2vjdf,1,37.7,70.8,2022-11-05T20:00:22.878Z,2022-11-07T09:01:07Z,3897291761,213,1.1,3901913533,178,,3897291757,141,89.6,3897291753,56,Back,3897291755,140,43.3,3897291759,212,14.1,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073575,22,1,1,1,21,4vd2t5schmvvufrfib7f2vjdf,1,54.3,87.4,2022-11-05T20:00:28.732Z,2022-11-07T09:01:11Z,3897291809,140,57.9,3897291811,141,96.5,3897291815,213,1.0,3897291813,212,7.3,3901913619,178,,3897291807,56,Left,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073597,23,1,1,1,23,4vd2t5schmvvufrfib7f2vjdf,1,57.9,96.3,2022-11-05T20:00:30.461Z,2022-11-07T09:01:15Z,3901913755,178,,3897291911,213,3.8,3897291905,140,52.9,3897291909,212,6.6,3897291903,56,Left,3897291907,141,90.5,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073601,24,1,1,1,25,4vd2t5schmvvufrfib7f2vjdf,1,53.1,90.9,2022-11-05T20:00:32.755Z,2022-11-07T09:01:17Z,3897291953,56,Left,3897291957,141,90.3,3897291961,213,6.2,3901913869,178,,3897291955,140,62.6,3897291959,212,10.0,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482968815,1139,67,1,1,26,4vd2t5schmvvufrfib7f2vjdf,1,62.7,90,2022-11-05T20:00:33.435Z,2022-11-07T10:09:49Z,3902025105,233,1074,,,,,,,,,,,,,,,,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482968811,1074,67,1,1,26,dqk062lu0vm8epvytbm6r4mmf,0,37.3,10,2022-11-05T20:00:33.436Z,2022-11-07T09:56:05Z,3902025109,233,1139,,,,,,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073609,25,1,1,1,26,4vd2t5schmvvufrfib7f2vjdf,1,62.6,90.3,2022-11-05T20:00:33.472Z,2022-11-07T10:09:49Z,3897292027,140,55.8,3897292031,212,8.3,3901913991,178,,3897292049,156,,3897292033,213,2.6,3897292029,141,96.6,3897292025,56,Left,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073617,26,1,1,1,28,4vd2t5schmvvufrfib7f2vjdf,1,55.6,96.2,2022-11-05T20:00:35.379Z,2022-11-07T09:01:27Z,3897292073,56,Back,3897292077,141,93.5,3897292081,213,3.3,3901914151,178,,3897292075,140,46.9,3897292079,212,9.3,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073627,27,1,1,1,30,4vd2t5schmvvufrfib7f2vjdf,1,46.1,92,2022-11-05T20:00:37.893Z,2022-11-07T09:01:29Z,3901914215,178,,3897292149,141,66.0,3897292145,56,Back,3897292153,212,18.5,3897292147,140,41.0,3897292155,213,4.4,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073655,28,1,1,1,33,4vd2t5schmvvufrfib7f2vjdf,1,39.4,61.1,2022-11-05T20:00:40.488Z,2022-11-07T09:01:32Z,3897292315,212,17.5,3901914331,178,,3897292309,56,Back,3897292311,140,39.7,3897292317,213,4.7,3897292313,141,35.4,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073681,29,1,1,1,36,4vd2t5schmvvufrfib7f2vjdf,1,44.2,32.7,2022-11-05T20:00:43.540Z,2022-11-07T09:01:36Z,3897292479,212,9.7,3897292475,140,53.1,3901914385,178,,3897292481,213,6.0,3897292473,56,Center,3897292477,141,29.1,,,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073687,30,1,1,1,37,4vd2t5schmvvufrfib7f2vjdf,1,53.1,29.1,2022-11-05T20:00:44.487Z,2022-11-07T09:01:40Z,3897292517,56,Back,3897292523,212,18.8,3897292525,213,3.0,3901914475,178,,3897292521,141,32.4,3897292519,140,35.3,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073693,31,1,1,1,39,4vd2t5schmvvufrfib7f2vjdf,1,35.4,32.4,2022-11-05T20:00:46.787Z,2022-11-07T09:01:45Z,3901914581,178,,3897292557,56,Back,3897292565,213,1.6,3897292561,141,57.9,3897292563,212,17.3,3897292559,140,35.4,,,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073703,32,1,1,1,43,4vd2t5schmvvufrfib7f2vjdf,1,37.2,62.1,2022-11-05T20:00:50.756Z,2022-11-07T09:01:48Z,3897292661,212,17.1,3897292657,140,46.3,3897292659,141,82.9,3897292655,56,Back,3897292663,213,1.0,3901914627,178,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073745,33,1,1,1,46,4vd2t5schmvvufrfib7f2vjdf,1,46.2,83.2,2022-11-05T20:00:53.900Z,2022-11-07T09:01:50Z,3897292907,140,56.0,3901914693,178,,3897292919,213,0.7,3897292915,212,13.7,3897292909,141,96.5,3897292905,56,Left,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073765,34,1,1,1,52,4vd2t5schmvvufrfib7f2vjdf,1,56,68.5,2022-11-05T20:00:59.113Z,2022-11-07T09:01:53Z,3901914749,178,,3897293027,141,55.5,3897293031,213,3.6,3897293023,56,Back,3897293029,212,19.6,3897293025,140,39.3,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073785,35,1,1,1,55,4vd2t5schmvvufrfib7f2vjdf,1,48.1,40.3,2022-11-05T20:01:02.691Z,2022-11-07T09:01:57Z,3901914847,178,,3897293141,141,6.5,3897293143,212,24.9,3897293137,56,Right,3897293145,213,5.1,3897293139,140,57.2,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073801,36,1,1,1,58,4vd2t5schmvvufrfib7f2vjdf,1,56.4,6.8,2022-11-05T20:01:05.282Z,2022-11-07T09:02:00Z,3897293237,212,18.8,3897293233,140,44.7,3901914923,178,,3897293231,56,Back,3897293235,141,27.7,3897293239,213,2.3,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073819,37,1,1,2,3,4vd2t5schmvvufrfib7f2vjdf,0,47,29.8,2022-11-05T20:01:10.341Z,2022-11-07T09:02:03Z,3897293363,141,77.3,3897293359,56,Center,3897293367,213,0.7,3897293361,140,84.5,3897293365,212,50.9,3897293369,1,,3897293357,155,,3901914949,178,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073831,7,1,1,2,6,dqk062lu0vm8epvytbm6r4mmf,1,19.5,21.2,2022-11-05T20:01:13.493Z,2022-11-07T09:02:05Z,3897293425,213,0.3,3897293421,141,27.2,3901915037,388,,3897293419,140,32.7,3897293415,3,,3897293417,56,Back,3897293423,212,14.4,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073837,8,1,1,2,7,dqk062lu0vm8epvytbm6r4mmf,0,32.7,27.2,2022-11-05T20:01:14.943Z,2022-11-07T09:02:10Z,3901915175,388,,3897293457,213,0.2,3897293453,141,30.1,3897293445,3,,3897293449,56,Back,3897293451,140,40.1,3897293455,212,8.0,3897293447,168,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073853,9,4,1,2,8,dqk062lu0vm8epvytbm6r4mmf,1,33.1,29,2022-11-05T20:01:15.257Z,2022-11-07T09:02:16Z,3897293563,152,,3897293561,56,Back,3897293557,10,,3897293613,233,38,3897293617,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073857,38,4,1,2,8,4vd2t5schmvvufrfib7f2vjdf,0,66.9,71,2022-11-05T20:01:15.258Z,2022-11-07T09:02:16Z,3897293593,152,,3901915325,178,,3897293591,56,Center,3897293589,10,,3897293641,233,9,3897293595,286,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073917,10,1,1,2,18,dqk062lu0vm8epvytbm6r4mmf,1,35.1,27.2,2022-11-05T20:01:25.180Z,2022-11-07T09:02:18Z,3897293975,213,1.7,3897293983,189,,3901915363,178,,3897293971,141,60.3,3897293969,140,32.2,3897293965,152,,3897293963,5,,3897293967,56,Back,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,3897293973,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073937,11,1,1,2,20,dqk062lu0vm8epvytbm6r4mmf,1,27.9,62.4,2022-11-05T20:01:27.290Z,2022-11-07T09:02:26Z,3897294111,56,Back,3897294113,140,9.1,3897294117,212,23.4,3897294115,141,44.0,3897294119,213,3.7,3901915597,178,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482073959,12,1,1,2,22,dqk062lu0vm8epvytbm6r4mmf,1,9.1,44,2022-11-05T20:01:30.013Z,2022-11-07T09:02:34Z,3897294263,141,7.9,3897294267,213,5.3,3897294259,56,Back,3897294261,140,26.2,3897294257,155,,3897294265,212,30.4,3901915765,178,,,,,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
