id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,assist
2531238387,6,1,1,0,32,20vymiy7bo8wkyxai3ew494fz,1,31.7,9.8,2023-04-09T18:01:20.993Z,2023-04-09T18:58:41Z,4177497005,212,13.4,4177497003,141,28.8,4177720469,189,,4177496999,56,Back,4177497001,140,28.3,4177497007,213,1.8,4177496995,5,,4177496997,152,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238419,7,1,1,0,33,20vymiy7bo8wkyxai3ew494fz,1,28.2,28.8,2023-04-09T18:01:22.609Z,2023-04-09T18:58:42Z,4177720537,189,,4177497179,213,1.0,4177497173,140,34.3,4177497175,141,43.9,4177497177,212,12.1,4177497171,56,Back,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238541,8,1,1,0,36,20vymiy7bo8wkyxai3ew494fz,1,31.5,49.5,2023-04-09T18:01:25.761Z,2023-04-09T18:01:33Z,4177497809,212,42.4,4177497803,56,Left,4177497805,140,63.0,4177497811,213,0.7,4177497813,1,,4177497807,141,88.5,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238561,9,1,1,0,44,20vymiy7bo8wkyxai3ew494fz,1,80.8,80.1,2023-04-09T18:01:33.394Z,2023-04-09T18:01:34Z,4177497913,140,84.3,4177497915,141,83.2,4177497919,213,0.5,4177497917,212,4.2,4177497911,56,Left,,,,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238569,10,1,1,0,45,20vymiy7bo8wkyxai3ew494fz,0,84.4,83.3,2023-04-09T18:01:34.193Z,2023-04-09T18:01:35Z,4177497959,213,4.9,4177497965,236,,4177497971,286,,4177497957,212,1.4,4177497949,155,,4177497947,2,,4177497953,140,84.7,4177497955,141,81.3,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,4177497967,233,6,4177497951,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238553,6,12,1,0,45,ed5nwjz5za3oyi20nxzgqivmx,1,7.9,25.8,2023-04-09T18:01:34.293Z,2023-04-09T18:01:36Z,4177497893,56,Back,4177497891,185,,4177497989,233,10,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238605,11,1,1,0,48,20vymiy7bo8wkyxai3ew494fz,1,75.8,83.8,2023-04-09T18:01:37.266Z,2023-04-09T18:01:38Z,4177498169,213,0.5,4177498167,212,2.9,4177498161,56,Left,4177498165,141,85.7,4177498163,140,78.3,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238625,12,1,1,0,48,20vymiy7bo8wkyxai3ew494fz,0,78.3,85.7,2023-04-09T18:01:37.873Z,2023-04-09T18:59:02Z,4177498283,212,17.1,4177498285,213,5.7,4177498277,56,Center,4177498279,140,92.2,4177498281,141,72.6,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238607,7,49,1,0,49,ed5nwjz5za3oyi20nxzgqivmx,1,10.9,26.4,2023-04-09T18:01:38.118Z,2023-04-09T18:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238665,8,1,1,0,51,ed5nwjz5za3oyi20nxzgqivmx,1,3.2,26.7,2023-04-09T18:01:40.486Z,2023-04-09T18:01:42Z,4177498531,212,13.7,4177498525,56,Back,4177498533,213,5.4,4177498527,140,11.7,4177498529,141,11.4,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238701,9,1,1,0,53,ed5nwjz5za3oyi20nxzgqivmx,1,11.8,11.7,2023-04-09T18:01:42.198Z,2023-04-09T18:01:45Z,4177498687,213,6.2,4177498681,140,40.1,4177498679,56,Back,4177498683,141,8.9,4177498685,212,29.8,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238737,10,61,1,0,56,ed5nwjz5za3oyi20nxzgqivmx,1,40.8,11.9,2023-04-09T18:01:45.061Z,2023-04-09T18:50:55Z,4177498889,56,Back,,,,,,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238761,11,1,1,0,58,ed5nwjz5za3oyi20nxzgqivmx,0,41.4,18.9,2023-04-09T18:01:47.541Z,2023-04-09T18:01:49Z,4177499001,213,5.9,4177498995,141,7.0,4177498989,56,Right,4177498999,212,20.2,4177498991,140,59.0,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238901,13,61,1,1,0,ed5nwjz5za3oyi20nxzgqivmx,1,52.5,4.7,2023-04-09T18:01:49.379Z,2023-04-09T18:51:19Z,4177499893,56,Right,,,,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238775,13,8,1,1,1,20vymiy7bo8wkyxai3ew494fz,1,31,91.4,2023-04-09T18:01:50.082Z,2023-04-09T18:59:19Z,4177499059,56,Back,,,,,,,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238833,12,5,1,1,1,ed5nwjz5za3oyi20nxzgqivmx,0,58.7,-1.8,2023-04-09T18:01:50.150Z,2023-04-09T18:02:06Z,4177499741,233,14,4177499449,56,Right,4177499451,347,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238819,14,5,1,1,1,20vymiy7bo8wkyxai3ew494fz,1,41.3,101.8,2023-04-09T18:01:50.150Z,2023-04-09T18:09:57Z,4177499709,233,12,4177499375,347,,4177499373,56,Back,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238859,15,1,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,36.8,100,2023-04-09T18:01:55.010Z,2023-04-09T18:01:58Z,4177499633,56,Back,4177499635,140,35.7,4177499641,213,4.6,4177499631,107,,4177499637,141,80.0,4177499639,212,15.0,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238887,16,1,1,1,9,20vymiy7bo8wkyxai3ew494fz,1,36.7,71.2,2023-04-09T18:01:58.753Z,2023-04-09T18:59:34Z,4177499823,56,Back,4177499831,141,60.8,4177499821,155,,4177499833,212,11.5,4177499829,140,28.1,4177499835,213,3.8,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238911,17,1,1,1,11,20vymiy7bo8wkyxai3ew494fz,1,27.7,62.8,2023-04-09T18:02:00.689Z,2023-04-09T18:02:02Z,4177499945,213,1.2,4177499937,56,Back,4177499939,140,34.8,4177499943,212,18.4,4177499941,141,87.5,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238943,18,1,1,1,12,20vymiy7bo8wkyxai3ew494fz,1,34.8,87.5,2023-04-09T18:02:01.953Z,2023-04-09T18:02:03Z,4177500087,56,Back,4177500095,213,4.6,4177500089,140,34.0,4177500093,212,9.5,4177500091,141,73.6,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531238991,19,1,1,1,14,20vymiy7bo8wkyxai3ew494fz,1,33.4,72.9,2023-04-09T18:02:03.633Z,2023-04-09T18:02:08Z,4177500369,56,Back,4177500373,141,35.2,4177500375,212,25.7,4177500377,213,4.7,4177500371,140,34.3,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239023,20,1,1,1,19,20vymiy7bo8wkyxai3ew494fz,1,36.5,31.8,2023-04-09T18:02:07.986Z,2023-04-09T18:02:11Z,4177500589,141,66.2,4177500591,212,23.5,4177500597,213,1.7,4177500587,140,34.2,4177500585,56,Back,,,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239047,21,1,1,1,22,20vymiy7bo8wkyxai3ew494fz,1,37.4,66.3,2023-04-09T18:02:11.697Z,2023-04-09T18:02:16Z,4177500801,141,42.3,4177500807,213,4.4,4177500805,212,17.2,4177500797,56,Back,4177500799,140,32.3,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239083,22,1,1,1,26,20vymiy7bo8wkyxai3ew494fz,1,38.8,38.9,2023-04-09T18:02:15.937Z,2023-04-09T18:02:19Z,4177501015,140,37.5,4177501013,56,Back,4177501017,141,61.6,4177501021,213,1.7,4177501019,212,15.5,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239131,23,1,1,1,30,20vymiy7bo8wkyxai3ew494fz,1,36.7,67.2,2023-04-09T18:02:19.330Z,2023-04-09T19:00:10Z,4177501351,212,38.2,4177501345,56,Left,4177501343,155,,4177501353,213,0.5,4177501355,1,,4177501347,140,68.7,4177501349,141,93.9,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239369,15,4,1,1,33,ed5nwjz5za3oyi20nxzgqivmx,1,24.6,16.5,2023-04-09T18:02:22.928Z,2023-04-09T18:10:05Z,4177534017,233,36,4177504205,152,,4177504203,56,Back,4177504207,285,,4177504201,294,,4177504199,13,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239891,36,4,1,1,33,20vymiy7bo8wkyxai3ew494fz,0,75.4,83.5,2023-04-09T18:02:22.929Z,2023-04-09T18:10:05Z,4177505803,294,,4177505681,152,,4177534033,233,15,4177505685,286,,4177505677,13,,4177505679,56,Left,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239135,24,43,1,1,35,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-04-09T18:02:24.894Z,2023-04-09T18:02:45Z,4177502897,144,61,4177501377,56,Left,,,,,,,,,,,,,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239259,14,43,1,1,36,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-04-09T18:02:25.237Z,2023-04-09T18:02:39Z,4177502441,144,5,4177502031,347,0,4177502053,233,25,4177502029,56,Back,,,,,,,,,,,,,b1o6ctqy1mhjg4iiec8aedat,F. Jozefzoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239137,25,43,1,1,36,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-04-09T18:02:25.426Z,2023-04-09T18:02:43Z,4177501381,347,0,4177502723,144,5,4177501379,56,Left,,,,,,,,,,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239395,16,1,1,1,53,ed5nwjz5za3oyi20nxzgqivmx,1,19.4,21.3,2023-04-09T18:02:42.760Z,2023-04-09T18:02:44Z,4177502733,140,25.0,4177502727,5,,4177502735,141,68.1,4177502741,1,,4177502731,56,Back,4177502737,212,32.4,4177502729,241,,4177502739,213,1.4,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239423,17,1,1,1,56,ed5nwjz5za3oyi20nxzgqivmx,1,26.5,69.1,2023-04-09T18:02:45.078Z,2023-04-09T18:02:46Z,4177502943,141,95.3,4177502939,56,Back,4177502945,212,18.2,4177502941,140,30.1,4177502947,213,1.4,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239449,18,1,1,1,57,ed5nwjz5za3oyi20nxzgqivmx,1,30.1,95.3,2023-04-09T18:02:46.565Z,2023-04-09T18:02:50Z,4177503137,56,Back,4177503145,213,5.6,4177503143,212,16.2,4177503139,140,41.9,4177503141,141,79.9,,,,,,,,,,ddldrej9an43ky123hqwp22ju,L. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239457,19,3,1,2,1,ed5nwjz5za3oyi20nxzgqivmx,0,54.4,95,2023-04-09T18:02:50.836Z,2023-04-09T18:02:52Z,4177503187,286,,4177503185,56,Left,4177503197,211,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239465,20,5,1,2,3,ed5nwjz5za3oyi20nxzgqivmx,0,61.8,101.8,2023-04-09T18:02:52.789Z,2023-04-09T18:05:11Z,4177503249,347,,4177503247,56,Left,4177503545,233,26,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239497,26,5,1,2,3,20vymiy7bo8wkyxai3ew494fz,1,38.2,-1.8,2023-04-09T18:02:52.789Z,2023-04-09T18:09:57Z,4177503489,56,Back,4177503491,347,,4177503505,233,20,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239603,27,1,1,2,7,20vymiy7bo8wkyxai3ew494fz,1,38.4,0,2023-04-09T18:02:56.673Z,2023-04-09T18:03:05Z,4177504051,140,24.6,4177504057,213,2.1,4177504053,141,32.3,4177504055,212,27.5,4177504047,107,,4177504059,1,,4177504049,56,Back,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239645,28,1,1,2,16,20vymiy7bo8wkyxai3ew494fz,1,35.8,53.5,2023-04-09T18:03:05.793Z,2023-04-09T18:03:09Z,4177504305,212,16.7,4177504303,141,31.2,4177504299,56,Back,4177504301,140,42.4,4177504307,213,5.1,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239673,29,1,1,2,20,20vymiy7bo8wkyxai3ew494fz,1,51.6,25.8,2023-04-09T18:03:09.297Z,2023-04-09T18:03:10Z,4177504407,212,8.4,4177504409,213,0.0,4177504401,56,Center,4177504405,141,26.3,4177504403,140,59.6,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239685,30,1,1,2,21,20vymiy7bo8wkyxai3ew494fz,1,59.2,24.9,2023-04-09T18:03:10.385Z,2023-04-09T18:03:11Z,4177504459,140,61.6,4177504463,212,6.4,4177504465,213,1.2,4177504457,56,Center,4177504461,141,33.5,,,,,,,,,,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239711,31,1,1,2,22,20vymiy7bo8wkyxai3ew494fz,1,61.6,33.5,2023-04-09T18:03:11.121Z,2023-04-09T18:03:13Z,4177504585,141,31.8,4177504583,140,59.5,4177504587,212,2.5,4177504589,213,3.6,4177504581,56,Center,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239791,32,1,1,2,23,20vymiy7bo8wkyxai3ew494fz,1,59.5,31.8,2023-04-09T18:03:12.864Z,2023-04-09T18:03:19Z,4177505049,56,Left,4177505047,155,,4177505055,212,41.6,4177505053,141,88.9,4177505057,213,1.2,4177505051,140,73.6,4177505061,1,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239811,33,1,1,2,30,20vymiy7bo8wkyxai3ew494fz,1,85.1,77.6,2023-04-09T18:03:19.648Z,2023-04-09T19:01:43Z,4177505205,213,0.2,4177505203,212,7.5,4177505197,56,Left,4177505201,141,79.6,4177505199,140,92.1,,,,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531239823,34,1,1,2,32,20vymiy7bo8wkyxai3ew494fz,0,92.1,79.6,2023-04-09T18:03:21.249Z,2023-04-09T19:01:44Z,4177505373,286,,4177505269,140,91.9,4177505367,236,,4177505275,213,4.5,4177505273,212,1.0,4177505369,233,21,4177505267,56,Center,4177505263,2,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,4177505271,141,78.1,4177505265,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
