id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2509353919,6,4,1,0,14,67z1gqyiuzpmmb15q5fy7ntc4,1,57.8,96.1,2023-02-18T17:01:03.871Z,2023-02-19T03:15:07Z,4040846091,286,,4040846089,152,,4040846083,13,,4040846085,295,,4040846295,233,7,4040846087,56,Left,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509353941,7,4,1,0,14,9dntj5dioj5ex52yrgwzxrq9l,0,42.2,3.9,2023-02-18T17:01:03.872Z,2023-02-19T03:15:06Z,4040846323,233,6,4040846227,285,,4042524865,178,,4040846221,295,,4040846225,152,,4040846223,56,Back,4040846219,13,,,,,1dwwsz1i6v8zwh802ujwf7emt,D. Origi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509353933,6,43,1,0,16,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-18T17:01:05.997Z,2023-02-18T17:01:12Z,4040846185,347,0,4040846183,56,Back,4040846357,144,5,,,,,,,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354041,7,1,1,0,26,67z1gqyiuzpmmb15q5fy7ntc4,1,59.3,95.7,2023-02-18T17:01:16.232Z,2023-02-19T03:15:11Z,4040846715,56,Back,4040846709,5,,4040846713,152,,4040846711,155,,4040846721,212,33.7,4040846723,213,4.0,4040846725,1,,4040846719,141,59.4,thnje2i2s96fcbuscj57053p,A. Izzo,4040846717,140,37.4,4042525027,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354069,8,1,1,0,30,67z1gqyiuzpmmb15q5fy7ntc4,1,37.1,54.5,2023-02-18T17:01:19.810Z,2023-02-19T03:15:16Z,4042525117,178,,4040846899,56,Back,4040846903,141,23.3,4040846905,212,21.7,4040846907,213,4.5,4040846901,140,32.6,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354099,9,1,1,0,32,67z1gqyiuzpmmb15q5fy7ntc4,1,30.6,17.1,2023-02-18T17:01:22.091Z,2023-02-19T03:15:19Z,4040847041,141,2.3,4040847043,212,13.0,4042525187,178,,4040847045,213,5.4,4040847037,56,Back,4040847039,140,38.5,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354103,10,1,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,1,38.2,3.1,2023-02-18T17:01:24.462Z,2023-02-19T03:15:22Z,4040847079,141,14.9,4042525253,178,,4040847075,56,Back,4040847081,212,9.8,4040847083,213,1.0,4040847077,140,43.6,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354151,11,1,1,0,35,67z1gqyiuzpmmb15q5fy7ntc4,1,43.6,14.9,2023-02-18T17:01:25.469Z,2023-02-19T03:15:25Z,4040847321,140,62.2,4040847325,212,20.5,4040847323,141,5.9,4040847319,56,Right,4040847327,213,6.0,4042525313,178,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354279,10,45,1,0,39,9dntj5dioj5ex52yrgwzxrq9l,0,27.8,82.6,2023-02-18T17:01:28.981Z,2023-02-19T03:15:44Z,4040847971,285,,4040848095,233,12,4040847969,56,Back,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354161,12,3,1,0,39,67z1gqyiuzpmmb15q5fy7ntc4,1,72.2,17.4,2023-02-18T17:01:28.981Z,2023-02-19T03:15:44Z,4042525445,178,,4042204989,465,,4040848075,233,10,4040847345,286,,4040847343,56,Right,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354167,13,1,1,0,40,67z1gqyiuzpmmb15q5fy7ntc4,0,72.9,27.2,2023-02-18T17:01:29.971Z,2023-02-19T03:15:47Z,4040847375,56,Center,4040847379,141,31.2,4040847377,140,75.1,4042525875,178,,4040847381,212,3.6,4040847383,213,0.9,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354181,8,61,1,0,40,9dntj5dioj5ex52yrgwzxrq9l,1,24.1,67.4,2023-02-18T17:01:30.093Z,2023-02-19T03:15:53Z,4040847465,56,Back,4042525997,178,,,,,,,,,,,,,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354197,14,15,1,0,43,67z1gqyiuzpmmb15q5fy7ntc4,1,92.9,68.4,2023-02-18T17:01:33.235Z,2023-02-19T03:15:59Z,4040848511,328,,4040848515,146,98.8,4040848513,458,,4040848053,72,,4040848847,233,9,4040848507,102,53.7,4040847539,64,,4040847537,22,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,4040848505,76,,4040847543,56,Center,4040848509,103,15.8,4042526133,178,4040848517,147,54.3,,,,,,,,,,,,,,,,,,,,,,
2509354209,9,10,1,0,43,9dntj5dioj5ex52yrgwzxrq9l,1,1.6,42.2,2023-02-18T17:01:33.581Z,2023-02-19T03:16:03Z,4040847619,182,,4040847621,56,Back,4040848817,179,,4040848857,233,14,4040847615,173,,4042207465,377,,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354355,11,6,1,0,47,9dntj5dioj5ex52yrgwzxrq9l,0,5.4,43.8,2023-02-18T17:01:37.086Z,2023-02-19T03:16:07Z,4040849611,233,15,4040848395,56,Back,4040848397,73,,,,,,,,,,,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354389,15,6,1,0,47,67z1gqyiuzpmmb15q5fy7ntc4,1,94.6,56.2,2023-02-18T17:01:37.086Z,2023-02-19T03:16:06Z,4040850683,233,11,4040848595,73,,4040848593,56,Center,,,,,,,,,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354453,16,1,1,1,10,67z1gqyiuzpmmb15q5fy7ntc4,1,99.5,99.5,2023-02-18T17:02:00.509Z,2023-02-19T03:16:21Z,4040848957,141,63.3,4040849513,154,,4040849511,210,15,4042526437,178,,4040848961,213,4.5,4040848947,6,,4040848949,155,,4040848945,2,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,4040848959,212,25.1,4040848951,224,,4040848953,56,Center,4040848955,140,4042208159,72,,1,95.0,,,,,,,,,,,,,,,,,,,,
2509354457,17,15,1,1,11,67z1gqyiuzpmmb15q5fy7ntc4,1,95,63.3,2023-02-18T17:02:01.531Z,2023-02-19T03:16:21Z,4040849527,76,,4040849537,102,53.8,4040849541,146,98.8,4040848985,56,Center,4040849317,25,,4040849319,15,,4042526727,178,,4040849545,147,53.1,91sgvwun5559mwe9bszj4xql1,A. Petagna,4040849701,233,12,4040849323,328,,4040849531,154,,4040849533,55,4040848983,65,,,16,4040849539,103,2.5,4040849529,29,,,,,,,,,,,,,,,
2509354463,12,10,1,1,12,9dntj5dioj5ex52yrgwzxrq9l,1,1.1,45.4,2023-02-18T17:02:02.126Z,2023-02-19T03:16:25Z,4042210657,376,,4040849005,182,,4040849001,173,,4040849635,179,,4040849743,233,17,4040849007,56,Back,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354475,13,43,1,1,16,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-18T17:02:05.773Z,2023-02-18T17:02:10Z,4040849277,144,53,,,,,,,,,,,,,,,,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354539,14,6,1,1,16,9dntj5dioj5ex52yrgwzxrq9l,0,0.1,33.1,2023-02-18T17:02:06.593Z,2023-02-19T03:16:30Z,4040849425,233,18,4040849381,56,Back,4040849383,73,,,,,,,,,,,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354503,18,6,1,1,16,67z1gqyiuzpmmb15q5fy7ntc4,1,99.9,66.9,2023-02-18T17:02:06.593Z,2023-02-19T03:16:30Z,4040849417,233,14,4040849203,56,Center,4040849205,73,,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354625,19,1,1,1,28,67z1gqyiuzpmmb15q5fy7ntc4,0,99.5,99.5,2023-02-18T17:02:18.019Z,2023-02-19T03:16:33Z,4040849869,6,,4042527049,178,,4040849879,141,51.5,4040849875,56,Center,4040849873,224,,4040849871,155,,4040849883,213,4.6,4040849885,1,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,4040849881,212,33.1,4040849877,140,94.5,4042237847,72,,4040849867,2,,,,,,,,,,,,,,,,,,,,,,,,,
2509354639,15,12,1,1,29,9dntj5dioj5ex52yrgwzxrq9l,1,6.1,43.5,2023-02-18T17:02:19.378Z,2023-02-19T03:16:46Z,4040849937,15,,4040849927,141,42.3,4042527335,388,,4040849929,212,16.9,4040849923,56,Back,4040849931,213,6.2,4040849925,140,22.2,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354645,16,49,1,1,31,9dntj5dioj5ex52yrgwzxrq9l,1,23.8,36,2023-02-18T17:02:20.865Z,2023-02-19T03:16:51Z,,,,,,,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354667,17,61,1,1,32,9dntj5dioj5ex52yrgwzxrq9l,0,27.2,17.2,2023-02-18T17:02:22.191Z,2023-02-19T03:17:00Z,4040850053,56,Back,4042527567,178,,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354683,20,49,1,1,34,67z1gqyiuzpmmb15q5fy7ntc4,1,75.9,93.5,2023-02-18T17:02:24.460Z,2023-02-19T03:17:03Z,,,,,,,,,,,,,,,,,,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509671161,970,83,1,1,36,9dntj5dioj5ex52yrgwzxrq9l,1,24.5,5.8,2023-02-18T17:02:26.021Z,2023-02-19T03:42:52Z,4042556501,399,169080,,,,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354689,21,3,1,1,36,67z1gqyiuzpmmb15q5fy7ntc4,0,76.8,93.9,2023-02-18T17:02:26.130Z,2023-02-19T03:42:43Z,4040850191,286,,4042527759,178,,4040850189,56,Left,4042238323,465,,4040850265,233,18,,,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354695,18,7,1,1,36,9dntj5dioj5ex52yrgwzxrq9l,1,23.2,6.1,2023-02-18T17:02:26.256Z,2023-02-19T03:17:15Z,4040850219,167,,4040850223,285,,4040850221,56,Back,4040850227,233,21,4042527875,178,,4042238415,385,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354707,19,5,1,1,37,9dntj5dioj5ex52yrgwzxrq9l,0,22.2,-2,2023-02-18T17:02:26.811Z,2023-02-19T03:17:21Z,4040850365,233,22,4040850281,56,Back,4040850283,347,,,,,,,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354725,22,5,1,1,37,67z1gqyiuzpmmb15q5fy7ntc4,1,77.8,102,2023-02-18T17:02:26.811Z,2023-02-19T03:17:20Z,4040850333,347,,4040850331,56,Left,4040850341,233,19,,,,,,,,,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354917,23,1,1,1,54,67z1gqyiuzpmmb15q5fy7ntc4,1,78.6,100,2023-02-18T17:02:44.365Z,2023-02-19T03:17:24Z,4040851407,140,87.4,4040851405,56,Left,4040851403,107,,4040851413,213,5.8,4040851409,141,94.7,4040851411,212,10.2,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354921,24,50,1,1,57,67z1gqyiuzpmmb15q5fy7ntc4,1,86.6,96.9,2023-02-18T17:02:47.163Z,2023-02-19T03:17:29Z,4040851529,233,20,4040851439,56,Left,4040851441,286,,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354923,20,7,1,1,57,9dntj5dioj5ex52yrgwzxrq9l,1,13.4,3.1,2023-02-18T17:02:47.411Z,2023-02-19T03:17:36Z,4042528267,178,,4040851515,233,24,4040851457,285,,4042240661,385,,4040851455,56,Back,4040851453,167,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354931,21,5,1,1,58,9dntj5dioj5ex52yrgwzxrq9l,0,14.7,-2,2023-02-18T17:02:47.828Z,2023-02-19T03:17:39Z,4040851903,233,25,4040851475,56,Back,4040851477,347,,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509354989,25,5,1,1,58,67z1gqyiuzpmmb15q5fy7ntc4,1,85.3,102,2023-02-18T17:02:47.828Z,2023-02-19T03:17:38Z,4040851883,233,21,4040851815,56,Left,4040851817,347,,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355051,26,1,1,2,8,67z1gqyiuzpmmb15q5fy7ntc4,1,85.7,100,2023-02-18T17:02:58.101Z,2023-02-19T03:17:41Z,4040852171,56,Left,4040852173,140,91.3,4040852175,141,85.0,4040852179,213,5.2,4040852177,212,12.4,4040852169,107,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355057,27,2,1,2,9,67z1gqyiuzpmmb15q5fy7ntc4,1,77.9,81.2,2023-02-18T17:02:59.032Z,2023-02-19T03:17:53Z,4040852189,56,Left,4040853799,7,dq037w5t3ht5zgd75mue4p1pl,4040853801,140,88.2,4040853803,141,95.8,4042528801,178,,4042528803,21,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355161,24,55,1,2,9,9dntj5dioj5ex52yrgwzxrq9l,1,12.5,7.5,2023-02-18T17:02:59.033Z,2023-02-19T03:17:53Z,4040853719,189,,,,,,,,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355075,22,43,1,2,11,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-18T17:03:01.516Z,2023-02-18T17:03:14Z,4040852305,213,5.6,4040852297,56,Back,4040852303,212,2.8,4040852301,141,0.0,4040853161,144,12,4040852367,167,0,4040852299,140,11.3,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355081,23,43,1,2,12,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-18T17:03:01.765Z,2023-02-18T17:03:12Z,4040852873,233,28,4040853033,144,5,4040852361,56,Back,4040852363,347,0,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355089,28,43,1,2,12,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-18T17:03:02.451Z,2023-02-18T17:03:15Z,4040852411,347,0,4040853183,144,5,4040852409,56,Left,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509355441,25,1,1,2,41,9dntj5dioj5ex52yrgwzxrq9l,0,13,15.4,2023-02-18T17:03:31.293Z,2023-02-19T03:17:56Z,4040854479,56,Center,4040854475,241,,4040854497,213,0.3,4040854473,155,,4040854501,1,,4040854471,5,,4042528883,178,,4040854483,140,74.4,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,4040854493,212,67.0,4040854489,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
