id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2485554385,7,49,1,0,11,btcy9nra9ak4m22ovr2ia6m5v,1,75.1,6.4,2022-11-13T19:46:18.743Z,2022-11-14T01:45:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554419,8,1,1,0,14,btcy9nra9ak4m22ovr2ia6m5v,1,73.7,7.6,2022-11-13T19:46:22.289Z,2022-11-14T01:45:31Z,3915486527,213,2.9,3915486519,56,Right,3915486523,141,12.8,3915486521,140,59.4,3915486525,212,15.4,3916050679,178,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554463,9,1,1,0,17,btcy9nra9ak4m22ovr2ia6m5v,1,57.8,11.4,2022-11-13T19:46:25.258Z,2022-11-14T01:45:35Z,3915486805,213,2.7,3915486803,212,18.6,3915486801,141,22.7,3915486799,140,41.7,3916050715,178,,3915486797,56,Back,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554477,10,1,1,0,23,btcy9nra9ak4m22ovr2ia6m5v,1,53.1,49,2022-11-13T19:46:31.039Z,2022-11-14T01:45:39Z,3915486901,213,1.6,3915486897,141,73.0,3915486899,212,16.3,3916050765,178,,3915486893,56,Center,3915486895,140,52.2,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554507,11,1,1,0,26,btcy9nra9ak4m22ovr2ia6m5v,1,52.2,73,2022-11-13T19:46:33.495Z,2022-11-14T01:45:42Z,3915487097,56,Left,3916050799,178,,3915487099,140,55.2,3915487105,213,1.3,3915487103,212,14.0,3915487101,141,93.0,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554511,12,1,1,0,29,btcy9nra9ak4m22ovr2ia6m5v,1,55.3,91.8,2022-11-13T19:46:36.511Z,2022-11-14T01:45:45Z,3916050833,178,,3915487141,213,4.9,3915487133,56,Center,3915487135,140,57.9,3915487139,212,15.9,3915487137,141,68.8,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554535,13,1,1,0,30,btcy9nra9ak4m22ovr2ia6m5v,1,57.8,69.6,2022-11-13T19:46:37.418Z,2022-11-14T01:45:50Z,3915487309,212,8.7,3915487313,213,6.2,3915487305,141,68.1,3915487301,56,Center,3916050953,178,,3915487303,140,66.0,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554545,14,1,1,0,32,btcy9nra9ak4m22ovr2ia6m5v,0,63.1,68.6,2022-11-13T19:46:39.411Z,2022-11-14T01:46:01Z,3915487351,212,4.5,3916051123,178,,3915487353,213,3.4,3915487345,56,Center,3915487347,140,59.0,3915487349,141,66.8,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554553,5,49,1,0,32,bqbbqm98ud8obe45ds9ohgyrd,1,40.9,36.7,2022-11-13T19:46:39.772Z,2022-11-14T01:46:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3zqpvn7r1c779l9vwwh7yukfd,M. Kean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554689,6,1,1,0,34,bqbbqm98ud8obe45ds9ohgyrd,1,45,46.1,2022-11-13T19:46:41.461Z,2022-11-14T01:46:08Z,3915488149,212,16.1,3915488147,141,69.2,3916051217,178,,3915488151,213,1.8,3915488145,140,41.5,3915488143,56,Back,,,,,,,3zqpvn7r1c779l9vwwh7yukfd,M. Kean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554699,7,61,1,0,41,bqbbqm98ud8obe45ds9ohgyrd,0,77.1,96.2,2022-11-13T19:46:49.092Z,2022-11-14T01:46:25Z,3915488181,56,Left,3916051463,178,,,,,,,,,,,,,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554705,8,5,1,0,42,bqbbqm98ud8obe45ds9ohgyrd,0,77.8,101.4,2022-11-13T19:46:49.800Z,2022-11-14T01:46:30Z,3915488213,56,Left,3915488451,233,15,3915488215,347,,,,,,,,,,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554743,15,5,1,0,42,btcy9nra9ak4m22ovr2ia6m5v,1,22.2,-1.4,2022-11-13T19:46:49.800Z,2022-11-14T01:46:29Z,3915488391,347,,3915488433,233,8,3915488389,56,Back,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554819,16,1,1,0,52,btcy9nra9ak4m22ovr2ia6m5v,1,19.2,0,2022-11-13T19:46:59.703Z,2022-11-14T01:46:40Z,3915488885,213,1.6,3915488877,56,Back,3915488883,212,16.5,3915488881,141,22.2,3915488879,140,18.4,3915488875,107,,3915489505,189,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554833,17,1,1,0,55,btcy9nra9ak4m22ovr2ia6m5v,0,18.8,21.8,2022-11-13T19:47:02.939Z,2022-11-14T01:46:48Z,3915488955,213,6.1,3915488953,212,22.0,3915488945,3,,3915488951,141,16.2,3915490179,189,,3916051741,388,,3915488947,56,Back,3915488949,140,39.4,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554849,9,1,1,0,57,bqbbqm98ud8obe45ds9ohgyrd,1,59.8,83.3,2022-11-13T19:47:04.861Z,2022-11-14T01:46:51Z,3915494557,3,,3916051777,388,,3915494559,140,62.0,3915494561,141,82.4,3915494563,212,2.4,3915489031,56,Left,3915494565,213,6.0,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554853,10,61,1,0,57,bqbbqm98ud8obe45ds9ohgyrd,1,63,81.6,2022-11-13T19:47:04.919Z,2022-11-14T01:47:02Z,3916051925,178,,3915489073,56,Left,,,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554859,19,1,1,0,58,btcy9nra9ak4m22ovr2ia6m5v,1,33.3,13.4,2022-11-13T19:47:05.975Z,2022-11-14T01:47:10Z,3916052041,178,,3915489125,140,36.1,3915489121,3,,3915489123,56,Back,3915489129,212,9.9,3915489127,141,27.3,3915489131,213,1.3,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554839,18,43,1,0,58,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-11-13T19:47:06.161Z,2022-11-13T19:47:49Z,3915488977,285,0,3915488975,56,Back,3915491331,144,44,3915489047,233,9,,,,,,,,,,,,,6eb3jpi6t6z2ergmgzcpckdpm,L. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554873,20,1,1,0,59,btcy9nra9ak4m22ovr2ia6m5v,1,36.5,30.6,2022-11-13T19:47:07.183Z,2022-11-14T01:47:15Z,3915489225,213,3.6,3915489219,140,30.9,3916052155,388,,3915489217,56,Back,3915489221,141,25.8,3915489223,212,6.7,,,,,,,7y5qwgl0xu7btfd7yxgeb2gut,T. Bašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554889,21,1,1,1,0,btcy9nra9ak4m22ovr2ia6m5v,0,30.9,25.8,2022-11-13T19:47:07.963Z,2022-11-14T01:47:20Z,3915489327,212,51.8,3915489329,213,1.7,3915489331,1,,3915489325,141,100.0,3916052239,178,,3915489319,196,,3915489321,56,Back,3915489323,140,24.8,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554987,11,5,1,1,4,bqbbqm98ud8obe45ds9ohgyrd,1,76.5,-1.4,2022-11-13T19:47:11.754Z,2022-11-14T01:47:27Z,3915489935,56,Right,3915489947,233,22,3915489937,347,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485554893,22,5,1,1,4,btcy9nra9ak4m22ovr2ia6m5v,0,23.5,101.4,2022-11-13T19:47:11.754Z,2022-11-14T01:47:27Z,3915489355,347,,3915489955,233,11,3915489353,56,Back,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555009,12,1,1,1,10,bqbbqm98ud8obe45ds9ohgyrd,1,72.9,0,2022-11-13T19:47:17.686Z,2022-11-14T01:47:30Z,3915490037,213,2.7,3915490027,107,,3915490029,56,Right,3915490035,212,20.2,3915490031,140,55.4,3915490033,141,11.2,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555023,13,1,1,1,15,bqbbqm98ud8obe45ds9ohgyrd,1,55.9,11.6,2022-11-13T19:47:23.177Z,2022-11-14T01:47:41Z,3915490123,213,2.1,3915490117,140,42.9,3915490121,212,25.7,3915490119,141,43.6,3915490115,56,Back,3916052571,178,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555051,14,1,1,1,18,bqbbqm98ud8obe45ds9ohgyrd,1,42.5,45.5,2022-11-13T19:47:25.449Z,2022-11-14T01:47:44Z,3916052603,178,,3915490285,213,1.7,3915490281,141,70.7,3915490277,56,Back,3915490283,212,17.4,3915490279,140,39.7,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555101,15,1,1,1,21,bqbbqm98ud8obe45ds9ohgyrd,0,40,69.7,2022-11-13T19:47:28.522Z,2022-11-14T01:47:48Z,3915490605,155,,3915490617,1,,3916052655,178,,3915490615,213,0.4,3915490607,56,Left,3915490609,140,89.0,3915490613,212,55.9,3915490611,141,100.0,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555091,23,56,1,1,26,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-11-13T19:47:33.757Z,2022-11-14T01:48:03Z,3915490781,56,Back,,,,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555103,16,5,1,1,27,bqbbqm98ud8obe45ds9ohgyrd,0,88.1,101,2022-11-13T19:47:34.855Z,2022-11-14T01:48:07Z,3915490619,56,Left,3915490821,233,24,3915490621,347,,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555133,24,5,1,1,27,btcy9nra9ak4m22ovr2ia6m5v,1,11.9,-1,2022-11-13T19:47:34.855Z,2022-11-14T01:48:06Z,3915490779,347,,3915490777,56,Back,3915490795,233,16,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555253,25,1,1,1,44,btcy9nra9ak4m22ovr2ia6m5v,1,17.5,0,2022-11-13T19:47:52.110Z,2022-11-14T01:48:13Z,3915491553,56,Back,3915491551,107,,3915491555,140,29.8,3915491561,213,0.3,3915491559,212,13.7,3915491557,141,4.6,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555255,26,1,1,1,46,btcy9nra9ak4m22ovr2ia6m5v,0,29.8,4.4,2022-11-13T19:47:53.688Z,2022-11-14T01:48:17Z,3915491579,141,5.8,3915491581,212,5.7,3915491577,140,35.2,3915491583,213,0.2,3915491575,56,Back,3915491573,168,,3915491571,3,,3916053007,388,,6eb3jpi6t6z2ergmgzcpckdpm,L. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555269,17,1,1,1,47,bqbbqm98ud8obe45ds9ohgyrd,1,63,95.4,2022-11-13T19:47:54.485Z,2022-11-14T01:48:21Z,3915491659,141,87.8,3915491657,140,70.7,3916053065,388,,3915491663,213,5.7,3915491655,56,Left,3915491661,212,9.6,3915491653,3,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555275,18,1,1,1,48,bqbbqm98ud8obe45ds9ohgyrd,1,70.1,88.4,2022-11-13T19:47:55.542Z,2022-11-14T01:48:26Z,3916053129,178,,3915491693,213,3.3,3915491691,212,7.1,3915491687,140,63.4,3915491689,141,86.6,3915491683,3,,3915491697,156,,3915491685,56,Left,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555281,19,49,1,1,48,bqbbqm98ud8obe45ds9ohgyrd,1,61,86.4,2022-11-13T19:47:56.201Z,2022-11-14T01:48:35Z,,,,,,,,,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555291,20,1,1,1,48,bqbbqm98ud8obe45ds9ohgyrd,0,61,86.4,2022-11-13T19:47:56.212Z,2022-11-14T01:48:41Z,3915491795,140,73.4,3915491801,213,5.6,3915491793,56,Center,3915491791,155,,3915491797,141,69.9,3915491799,212,17.2,3916053231,178,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555295,27,1,1,1,50,btcy9nra9ak4m22ovr2ia6m5v,0,25.7,34.3,2022-11-13T19:47:58.066Z,2022-11-14T01:48:49Z,3915491839,212,12.1,3915491837,141,34.2,3915491833,56,Back,3915491841,213,6.3,3915491831,3,,3916053309,178,,3915491835,140,37.2,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555305,21,61,1,1,51,bqbbqm98ud8obe45ds9ohgyrd,0,71.7,69,2022-11-13T19:47:59.307Z,2022-11-14T01:48:57Z,3915491895,56,Center,3916053371,178,,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555313,28,49,1,1,52,btcy9nra9ak4m22ovr2ia6m5v,1,29.8,34.7,2022-11-13T19:48:00.138Z,2022-11-14T01:49:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555317,29,1,1,1,52,btcy9nra9ak4m22ovr2ia6m5v,0,28.3,33.4,2022-11-13T19:48:00.264Z,2022-11-14T01:49:09Z,3915491959,140,34.0,3916053567,178,,3915491957,56,Back,3915491969,212,6.8,3915491975,213,0.5,3915491965,141,38.0,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555329,22,49,1,1,53,bqbbqm98ud8obe45ds9ohgyrd,1,65.8,58.3,2022-11-13T19:48:01.353Z,2022-11-14T01:49:12Z,,,,,,,,,,,,,,,,,,,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555341,23,1,1,1,54,bqbbqm98ud8obe45ds9ohgyrd,1,62.5,45.1,2022-11-13T19:48:02.292Z,2022-11-14T01:49:18Z,3915492125,56,Center,3916053705,178,,3915492131,212,10.4,3915492133,213,4.2,3915492129,141,32.0,3915492127,140,57.3,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555381,24,1,1,1,56,bqbbqm98ud8obe45ds9ohgyrd,1,57.3,32,2022-11-13T19:48:04.048Z,2022-11-14T01:49:23Z,3915492345,212,15.1,3915492343,141,42.7,3915492341,140,44.7,3915492339,56,Back,3915492347,213,2.6,3916053785,178,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485555393,25,1,1,1,58,bqbbqm98ud8obe45ds9ohgyrd,1,44.7,42.7,2022-11-13T19:48:06.050Z,2022-11-14T01:49:26Z,3916053833,178,,3915492467,140,44.8,3915492469,141,57.6,3915492463,56,Back,3915492475,213,1.6,3915492471,212,10.1,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
