id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2497169589,8,1,1,0,13,af91jdcs6x0bqkmdb78rokod2,0,31.5,93.8,2023-01-14T14:00:24.718Z,2023-01-14T21:36:03Z,3976814221,155,,3976813999,1,,3976813993,141,93.6,3976813991,140,75.1,3976813997,213,6.3,3976813989,56,Left,3978601847,178,,3976813995,212,45.8,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497171381,32,1,1,0,15,67z1gqyiuzpmmb15q5fy7ntc4,1,26.2,7.3,2023-01-14T14:00:27.505Z,2023-01-14T21:36:07Z,3976812549,140,37.8,3976812551,141,8.2,3978601997,388,,3976812555,213,0.1,3976812545,3,,3976812547,56,Back,3976812553,212,12.2,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497171689,33,1,1,0,17,67z1gqyiuzpmmb15q5fy7ntc4,0,40.5,14.2,2023-01-14T14:00:29.492Z,2023-01-14T21:36:16Z,3976814021,168,,3976814035,213,6.3,3976814025,140,53.6,3978602257,178,,3976814019,3,,3976814029,141,13.7,3976814033,212,13.8,3976814023,56,Right,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169591,9,1,1,0,20,af91jdcs6x0bqkmdb78rokod2,0,46.2,96,2023-01-14T14:00:31.694Z,2023-01-14T21:36:24Z,3976822449,212,9.7,3976822437,3,,3976822451,213,0.4,3976822445,140,54.7,3978602465,178,,3976822441,56,Left,3976822447,141,100.0,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169665,5,5,1,0,22,67z1gqyiuzpmmb15q5fy7ntc4,1,48,-1.8,2023-01-14T14:00:33.669Z,2023-01-14T21:36:28Z,3976823895,233,17,3976804581,347,,3976804579,56,Back,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169825,17,5,1,0,22,af91jdcs6x0bqkmdb78rokod2,0,52,101.8,2023-01-14T14:00:33.669Z,2023-01-14T21:36:28Z,3976823891,233,5,3976805461,347,,3976805459,56,Left,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169635,4,43,1,0,31,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:00:43.548Z,2023-01-14T15:02:23Z,3976804439,344,0,3977043055,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169753,6,1,1,0,33,67z1gqyiuzpmmb15q5fy7ntc4,1,46.5,0,2023-01-14T14:00:45.136Z,2023-01-14T21:36:32Z,3976805093,141,14.8,3976805087,56,Right,3976805089,140,57.8,3976805097,212,16.1,3976805083,107,,3976805101,213,0.7,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169777,7,1,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,1,57.8,14.8,2023-01-14T14:00:46.267Z,2023-01-14T21:36:37Z,3976805221,213,5.5,3976805215,140,60.3,3976805217,141,10.6,3978602935,178,,3976805219,212,3.9,3976805213,56,Right,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497510415,1004,83,1,0,36,af91jdcs6x0bqkmdb78rokod2,1,37.4,90.5,2023-01-14T14:00:47.687Z,2023-01-14T22:18:25Z,3978654087,399,147886,,,,,,,,,,,,,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169805,8,1,1,0,37,67z1gqyiuzpmmb15q5fy7ntc4,1,52.2,14.6,2023-01-14T14:00:49.627Z,2023-01-14T21:36:43Z,3976805363,56,Back,3976805373,1,,3976805369,212,53.8,3976805371,213,1.9,3976805359,155,,3976805361,196,,3976805367,141,89.0,3976805365,140,34.8,91sgvwun5559mwe9bszj4xql1,A. Petagna,3978603169,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169829,9,1,1,0,44,67z1gqyiuzpmmb15q5fy7ntc4,1,34.8,89,2023-01-14T14:00:55.909Z,2023-01-14T21:36:46Z,3976805495,141,62.9,3976805491,56,Back,3976805497,212,27.8,3976805499,213,3.8,3976805493,140,14.4,3978603293,178,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169855,10,1,1,0,47,67z1gqyiuzpmmb15q5fy7ntc4,1,14.4,62.9,2023-01-14T14:00:59.246Z,2023-01-14T21:36:51Z,3976805611,140,3.3,3976805615,141,42.8,3976805605,56,Back,3978603451,178,,3976805623,213,4.0,3976805619,212,18.0,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169905,11,1,1,0,50,67z1gqyiuzpmmb15q5fy7ntc4,1,3.3,42.8,2023-01-14T14:01:01.933Z,2023-01-14T21:36:57Z,3976805835,140,15.0,3976805837,141,10.4,3976805839,212,25.2,3976805841,213,5.2,3976805833,56,Back,3978603625,178,,,,,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169923,12,1,1,0,56,67z1gqyiuzpmmb15q5fy7ntc4,0,10.1,4.3,2023-01-14T14:01:08.168Z,2023-01-14T21:37:03Z,3976805935,141,6.8,3976805931,56,Back,3976805937,212,19.8,3976805933,140,28.9,3976805941,1,,3976805929,157,,3976805939,213,0.1,3978603809,178,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169917,18,49,1,0,58,af91jdcs6x0bqkmdb78rokod2,1,77,84.4,2023-01-14T14:01:09.777Z,2023-01-14T21:37:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418099,886,3,1,1,0,af91jdcs6x0bqkmdb78rokod2,1,75.1,79.8,2023-01-14T14:01:11.662Z,2023-01-14T21:37:11Z,3978140263,286,,3978604137,178,,3978481435,233,889,3978140411,464,,3978140261,56,Left,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418103,889,45,1,1,0,67z1gqyiuzpmmb15q5fy7ntc4,0,24.9,20.2,2023-01-14T14:01:11.662Z,2023-01-14T21:37:12Z,3978140273,285,,3978481439,233,886,3978140269,56,Back,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497169981,19,61,1,1,2,af91jdcs6x0bqkmdb78rokod2,1,73.3,75.6,2023-01-14T14:01:14.414Z,2023-01-14T21:37:18Z,3978604429,178,,3976806179,56,Center,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170009,20,1,1,1,4,af91jdcs6x0bqkmdb78rokod2,1,82.2,81.4,2023-01-14T14:01:15.784Z,2023-01-14T21:37:24Z,3976806345,212,13.5,3978604599,178,,3976806341,141,93.5,3976806337,140,92.4,3976806351,213,0.7,3976806335,56,Left,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170015,21,1,1,1,6,af91jdcs6x0bqkmdb78rokod2,0,91.4,96,2023-01-14T14:01:17.969Z,2023-01-14T21:37:29Z,3978604795,178,,3976806375,2,,3976806377,155,,3978140891,72,,3976806383,141,88.4,3976806379,56,Left,3976806387,213,5.0,3978140779,224,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,3976806381,140,92.9,3976806385,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170005,13,61,1,1,6,67z1gqyiuzpmmb15q5fy7ntc4,1,11.1,10.1,2023-01-14T14:01:18.030Z,2023-01-14T21:37:34Z,3978605051,178,,3976806317,56,Back,,,,,,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170021,14,5,1,1,8,67z1gqyiuzpmmb15q5fy7ntc4,0,14.8,-1.7,2023-01-14T14:01:19.716Z,2023-01-14T21:37:41Z,3976806403,56,Back,3976806405,347,,3976807065,233,22,,,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170189,22,5,1,1,8,af91jdcs6x0bqkmdb78rokod2,1,85.2,101.7,2023-01-14T14:01:19.716Z,2023-01-14T21:37:40Z,3976807053,233,14,3976807049,56,Left,3976807051,347,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170203,23,1,1,1,24,af91jdcs6x0bqkmdb78rokod2,1,89,100,2023-01-14T14:01:35.747Z,2023-01-14T21:37:46Z,3976807125,140,94.4,3976807121,107,,3976807127,141,88.9,3976807131,213,5.3,3976807129,212,10.4,3976807123,56,Left,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170205,24,50,1,1,25,af91jdcs6x0bqkmdb78rokod2,1,93.8,86.1,2023-01-14T14:01:37.248Z,2023-01-14T21:37:55Z,3976807145,286,,3976807143,56,Left,3976807215,233,15,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170211,15,7,1,1,26,67z1gqyiuzpmmb15q5fy7ntc4,0,6.2,13.9,2023-01-14T14:01:38.140Z,2023-01-14T21:37:58Z,3976807165,285,,3976807163,56,Back,3978141915,383,,3978605923,178,,3976807183,233,24,,,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170207,25,61,1,1,26,af91jdcs6x0bqkmdb78rokod2,1,94.4,88.9,2023-01-14T14:01:38.282Z,2023-01-14T21:38:05Z,3976807147,56,Left,3978606061,178,,3978606059,15,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170225,16,49,1,1,27,67z1gqyiuzpmmb15q5fy7ntc4,1,4,11.2,2023-01-14T14:01:39.348Z,2023-01-14T21:38:11Z,,,,,,,,,,,,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170245,17,1,1,1,29,67z1gqyiuzpmmb15q5fy7ntc4,0,3.5,9.4,2023-01-14T14:01:40.888Z,2023-01-14T21:38:16Z,3976807355,212,35.5,3976807349,56,Back,3976807351,140,36.6,3976807357,213,0.2,3976807347,157,,3976807353,141,19.7,3978606301,178,,3976807359,1,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170267,26,1,1,1,31,af91jdcs6x0bqkmdb78rokod2,1,71.5,82.6,2023-01-14T14:01:42.930Z,2023-01-14T21:38:23Z,3976807467,3,,3976807471,140,74.4,3976807477,213,1.2,3976807475,212,9.0,3978606535,178,,3976807469,56,Left,3976807473,141,95.1,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418597,887,49,1,1,32,af91jdcs6x0bqkmdb78rokod2,1,66.1,89,2023-01-14T14:01:43.874Z,2023-01-14T21:38:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170269,27,61,1,1,33,af91jdcs6x0bqkmdb78rokod2,0,74.4,95.1,2023-01-14T14:01:44.689Z,2023-01-14T21:38:36Z,3978607033,178,,3976807483,56,Left,,,,,,,,,,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170303,18,4,1,1,34,67z1gqyiuzpmmb15q5fy7ntc4,1,31.6,5,2023-01-14T14:01:46.546Z,2023-01-14T21:38:46Z,3976807675,295,,3976807771,233,28,3976807775,285,,3976807677,56,Back,3976807679,152,,3976807673,13,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170319,28,4,1,1,34,af91jdcs6x0bqkmdb78rokod2,0,68.4,95,2023-01-14T14:01:46.547Z,2023-01-14T21:38:45Z,3976807807,233,18,3976807763,295,,3976807769,286,,3976807761,13,,3976807767,152,,3978607337,389,,3976807765,56,Left,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170571,19,1,1,1,58,67z1gqyiuzpmmb15q5fy7ntc4,0,32.2,7.9,2023-01-14T14:02:09.914Z,2023-01-14T21:38:50Z,3976808831,212,37.6,3976808821,155,,3976808827,140,67.8,3976808825,56,Right,3976808835,1,,3978607497,178,,3976808819,5,,3976808823,152,,thnje2i2s96fcbuscj57053p,A. Izzo,3976808833,213,6.2,3976808829,141,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170597,29,12,1,2,1,af91jdcs6x0bqkmdb78rokod2,1,37.1,95.1,2023-01-14T14:02:12.907Z,2023-01-14T21:38:55Z,3978607627,178,,3976808945,213,0.8,3976808953,167,,3976808941,212,6.7,3976808929,56,Back,3976808933,140,41.7,3976808937,141,100.0,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170615,20,5,1,2,2,67z1gqyiuzpmmb15q5fy7ntc4,1,61.4,-2,2023-01-14T14:02:14.120Z,2023-01-14T21:39:05Z,3976809003,347,,3976809001,56,Right,3976809007,233,30,,,,,,,,,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170601,30,5,1,2,2,af91jdcs6x0bqkmdb78rokod2,0,38.6,102,2023-01-14T14:02:14.120Z,2023-01-14T21:39:05Z,3976808949,56,Back,3976809055,233,20,3976808951,347,,,,,,,,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170661,21,1,1,2,6,67z1gqyiuzpmmb15q5fy7ntc4,1,64.6,0,2023-01-14T14:02:18.110Z,2023-01-14T21:39:17Z,3976809213,56,Right,3976809219,212,9.9,3976809215,140,58.4,3976809221,213,2.3,3976809217,141,9.1,3976809211,107,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170679,22,1,1,2,7,67z1gqyiuzpmmb15q5fy7ntc4,1,58.4,9.1,2023-01-14T14:02:19.344Z,2023-01-14T21:39:22Z,3978608399,178,,3976809323,213,6.1,3976809319,141,4.4,3976809317,140,73.4,3976809321,212,16.1,3976809315,56,Right,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170685,23,1,1,2,9,67z1gqyiuzpmmb15q5fy7ntc4,0,73.4,4.4,2023-01-14T14:02:20.739Z,2023-01-14T21:39:35Z,3976809343,141,5.9,3978608815,389,,3976809345,212,2.1,3976809341,140,71.7,3976809347,213,2.6,3976809339,56,Right,3976809353,156,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418977,888,49,1,2,9,af91jdcs6x0bqkmdb78rokod2,1,28.1,90.2,2023-01-14T14:02:21.213Z,2023-01-14T21:39:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497170717,31,1,1,2,9,af91jdcs6x0bqkmdb78rokod2,0,25.1,92.4,2023-01-14T14:02:21.643Z,2023-01-14T21:39:47Z,3976809489,56,Back,3978609125,178,,3976809491,140,33.3,3976809497,213,0.6,3976809495,212,10.8,3978144971,157,,3978144973,1,,3976809493,141,100.0,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
